Category,SubCategory,Month,Value Column Name,Value
"Computers","Computers Accessories","Mar","YoY Sales","-171"
"Computers","Computers Accessories","Mar","YoY Margin","-803"
"Computers","Computers Accessories","Mar","YoY Margin %","0.47684085510688834"
"Computers","Computers Accessories","Mar","Margin %","-20.531660199785353"
"Computers","Computers Accessories","Mar","Revenue","12113"
"Computers","Computers Accessories","Mar","Total Customers","90"
"Computers","Computers Accessories","Apr","","12467"
"Computers","Computers Accessories","Apr","Margin","107"
"Computers","Computers Accessories","Apr","Sales","12467"
"Computers","Computers Accessories","Apr","YoY Sales %","0.010291734197730957"
"Computers","Computers Accessories","Apr","YoY Sales","127"
"Computers","Computers Accessories","Apr","YoY Margin","2247"
"Computers","Computers Accessories","Apr","YoY Margin %","-1.05"
"Computers","Computers Accessories","Apr","Margin %","0.8582658217694714"
"Computers","Computers Accessories","Apr","Revenue","12467"
"Computers","Computers Accessories","Apr","Total Customers","73"
"Computers","Computers Accessories","May","","11038"
"Computers","Computers Accessories","May","Margin","-4090"
"Computers","Computers Accessories","May","Sales","11038"
"Computers","Computers Accessories","May","YoY Sales %","-0.009511844938980617"
"Computers","Computers Accessories","May","YoY Sales","-106"
"Computers","Computers Accessories","May","YoY Margin","-3034"
"Computers","Computers Accessories","May","YoY Margin %","2.8731060606060606"
"Computers","Computers Accessories","May","Margin %","-37.05381409675666"
"Computers","Computers Accessories","May","Revenue","11038"
"Computers","Computers Accessories","May","Total Customers","75"
"Computers","Computers Accessories","Jun","","13793"
"Computers","Computers Accessories","Jun","Margin","-2271"
"Computers","Computers Accessories","Jun","Sales","13793"
"Computers","Computers Accessories","Jun","YoY Sales %","0.19834926151172894"
"Computers","Computers Accessories","Jun","YoY Sales","2283"
"Computers","Computers Accessories","Jun","YoY Margin","139"
"Computers","Computers Accessories","Jun","YoY Margin %","-0.057676348547717846"
"Computers","Computers Accessories","Jun","Margin %","-16.46487348655115"
"Computers","Computers Accessories","Jun","Revenue","13793"
"Computers","Computers Accessories","Jun","Total Customers","77"
"Computers","Computers Accessories","Jul","","11667"
"Computers","Computers Accessories","Jul","Margin","-2261"
"Computers","Computers Accessories","Jul","Sales","11667"
"Computers","Computers Accessories","Jul","YoY Sales %","-0.12593646988312857"
"Computers","Computers Accessories","Jul","YoY Sales","-1681"
"Computers","Computers Accessories","Jul","YoY Margin","1583"
"Computers","Computers Accessories","Jul","YoY Margin %","-0.4118106139438085"
"Computers","Computers Accessories","Jul","Margin %","-19.37944630153424"
"Computers","Computers Accessories","Jul","Revenue","11667"
"Computers","Computers Accessories","Jul","Total Customers","94"
"Computers","Computers Accessories","Aug","","21220"
"Computers","Computers Accessories","Aug","Margin","-3204"
"Computers","Computers Accessories","Aug","Sales","21220"
"Computers","Computers Accessories","Aug","YoY Sales %","-0.06982860649629598"
"Computers","Computers Accessories","Aug","YoY Sales","-1593"
"Computers","Computers Accessories","Aug","YoY Margin","2455"
"Computers","Computers Accessories","Aug","YoY Margin %","-0.43382223007598514"
"Computers","Computers Accessories","Aug","Margin %","-15.098963242224317"
"Computers","Computers Accessories","Aug","Revenue","21220"
"Computers","Computers Accessories","Aug","Total Customers","132"
"Computers","Computers Accessories","Sep","","26405"
"Computers","Computers Accessories","Sep","Margin","-3571"
"Computers","Computers Accessories","Sep","Sales","26405"
"Computers","Computers Accessories","Sep","YoY Sales %","0.009249703780147537"
"Computers","Computers Accessories","Sep","YoY Sales","242"
"Computers","Computers Accessories","Sep","YoY Margin","-182"
"Computers","Computers Accessories","Sep","YoY Margin %","0.05370315727353202"
"Computers","Computers Accessories","Sep","Margin %","-13.523953796629426"
"Computers","Computers Accessories","Sep","Revenue","26405"
"Computers","Computers Accessories","Sep","Total Customers","162"
"Computers","Computers Accessories","Oct","","24860"
"Computers","Computers Accessories","Oct","Margin","-3556"
"Computers","Computers Accessories","Oct","Sales","24860"
"Computers","Computers Accessories","Oct","YoY Sales %","-0.25828683951427633"
"Computers","Computers Accessories","Oct","YoY Sales","-8657"
"Computers","Computers Accessories","Oct","YoY Margin","1511"
"Computers","Computers Accessories","Oct","YoY Margin %","-0.2982040655220051"
"Computers","Computers Accessories","Oct","Margin %","-14.304102976669348"
"Computers","Computers Accessories","Oct","Revenue","24860"
"Computers","Computers Accessories","Oct","Total Customers","155"
"Computers","Computers Accessories","Nov","","28411"
"Computers","Computers Accessories","Nov","Margin","-3477"
"Computers","Computers Accessories","Nov","Sales","28411"
"Computers","Computers Accessories","Nov","YoY Sales %","-0.3145056217729093"
"Computers","Computers Accessories","Nov","YoY Sales","-13035"
"Computers","Computers Accessories","Nov","YoY Margin","805"
"Computers","Computers Accessories","Nov","YoY Margin %","-0.18799626342830453"
"Computers","Computers Accessories","Nov","Margin %","-12.238217591777833"
"Computers","Computers Accessories","Nov","Revenue","28411"
"Computers","Computers Accessories","Nov","Total Customers","150"
"Computers","Computers Accessories","Dec","","23801"
"Computers","Computers Accessories","Dec","Margin","-3167"
"Computers","Computers Accessories","Dec","Sales","23801"
"Computers","Computers Accessories","Dec","YoY Sales %","-0.30931514799767845"
"Computers","Computers Accessories","Dec","YoY Sales","-10659"
"Computers","Computers Accessories","Dec","YoY Margin","-115"
"Computers","Computers Accessories","Dec","YoY Margin %","0.03768020969855832"
"Computers","Computers Accessories","Dec","Margin %","-13.306163606571152"
"Computers","Computers Accessories","Dec","Revenue","23801"
"Computers","Computers Accessories","Dec","Total Customers","137"
"Computers","Desktops","Jan","","52071"
"Computers","Desktops","Jan","Margin","7545"
"Computers","Desktops","Jan","Sales","52071"
"Computers","Desktops","Jan","YoY Sales %","0.01639632253908766"
"Computers","Desktops","Jan","YoY Sales","840"
"Computers","Desktops","Jan","YoY Margin","-4488"
"Computers","Desktops","Jan","YoY Margin %","-0.37297432061829966"
"Computers","Desktops","Jan","Margin %","14.489831192026271"
"Computers","Desktops","Jan","Revenue","52071"
"Computers","Desktops","Jan","Total Customers","31"
"Computers","Desktops","Feb","","53154"
"Computers","Desktops","Feb","Margin","11472"
"Computers","Desktops","Feb","Sales","53154"
"Computers","Desktops","Feb","YoY Sales %","0.5907703357873945"
"Computers","Desktops","Feb","YoY Sales","19740"
"Computers","Desktops","Feb","YoY Margin","6306"
"Computers","Desktops","Feb","YoY Margin %","1.2206736353077816"
"Computers","Desktops","Feb","Margin %","21.582571396320127"
"Computers","Desktops","Feb","Revenue","53154"
"Computers","Desktops","Feb","Total Customers","31"
"Computers","Desktops","Mar","","38044"
"Computers","Desktops","Mar","Margin","5032"
"Computers","Desktops","Mar","Sales","38044"
"Computers","Desktops","Mar","YoY Sales %","0.3993452753154081"
"Computers","Desktops","Mar","YoY Sales","10857"
"Computers","Desktops","Mar","YoY Margin","4203"
"Computers","Desktops","Mar","YoY Margin %","5.069963811821472"
"Computers","Desktops","Mar","Margin %","13.226790032593838"
"Computers","Desktops","Mar","Revenue","38044"
"Computers","Desktops","Mar","Total Customers","27"
"Computers","Desktops","Apr","","21365"
"Computers","Desktops","Apr","Margin","185"
"Computers","Desktops","Apr","Sales","21365"
"Computers","Desktops","Apr","YoY Sales %","-0.192615826468143"
"Computers","Desktops","Apr","YoY Sales","-5097"
"Computers","Desktops","Apr","YoY Margin","-7341"
"Computers","Desktops","Apr","YoY Margin %","-0.9754185490300292"
"Computers","Desktops","Apr","Margin %","0.8659021764568219"
"Computers","Desktops","Apr","Revenue","21365"
"Computers","Desktops","Apr","Total Customers","17"
"Computers","Desktops","May","","20906"
"Computers","Desktops","May","Margin","1088"
"Computers","Desktops","May","Sales","20906"
"Computers","Desktops","May","YoY Sales %","-0.030199007283017117"
"Computers","Desktops","May","YoY Sales","-651"
"Computers","Desktops","May","YoY Margin","-3003"
"Computers","Desktops","May","YoY Margin %","-0.7340503544365681"
"Computers","Desktops","May","Margin %","5.204247584425524"
"Computers","Desktops","May","Revenue","20906"
"Computers","Desktops","May","Total Customers","17"
"Computers","Desktops","Jun","","35495"
"Computers","Desktops","Jun","Margin","2057"
"Computers","Desktops","Jun","Sales","35495"
"Computers","Desktops","Jun","YoY Sales %","0.029347794565438044"
"Computers","Desktops","Jun","YoY Sales","1012"
"Computers","Desktops","Jun","YoY Margin","-4352"
"Computers","Desktops","Jun","YoY Margin %","-0.6790450928381963"
"Computers","Desktops","Jun","Margin %","5.795182420059163"
"Computers","Desktops","Jun","Revenue","35495"
"Computers","Desktops","Jun","Total Customers","26"
"Computers","Desktops","Jul","","40869"
"Computers","Desktops","Jul","Margin","7509"
"Computers","Desktops","Jul","Sales","40869"
"Computers","Desktops","Jul","YoY Sales %","0.24048442906574394"
"Computers","Desktops","Jul","YoY Sales","7923"
"Computers","Desktops","Jul","YoY Margin","4095"
"Computers","Desktops","Jul","YoY Margin %","1.1994727592267136"
"Computers","Desktops","Jul","Margin %","18.373339205754974"
"Computers","Desktops","Jul","Revenue","40869"
"Computers","Desktops","Jul","Total Customers","25"
"Computers","Desktops","Aug","","48442"
"Computers","Desktops","Aug","Margin","8722"
"Computers","Desktops","Aug","Sales","48442"
"Computers","Desktops","Aug","YoY Sales %","-0.17093958582919733"
"Computers","Desktops","Aug","YoY Sales","-9988"
"Computers","Desktops","Aug","YoY Margin","-1438"
"Computers","Desktops","Aug","YoY Margin %","-0.14153543307086613"
"Computers","Desktops","Aug","Margin %","18.005036951405806"
"Computers","Desktops","Aug","Revenue","48442"
"Computers","Desktops","Aug","Total Customers","29"
"Computers","Desktops","Sep","","70653"
"Computers","Desktops","Sep","Margin","16857"
"Computers","Desktops","Sep","Sales","70653"
"Computers","Desktops","Sep","YoY Sales %","-0.15517158914265217"
"Computers","Desktops","Sep","YoY Sales","-12977"
"Computers","Desktops","Sep","YoY Margin","-395"
"Computers","Desktops","Sep","YoY Margin %","-0.02289589612798516"
"Computers","Desktops","Sep","Margin %","23.85885949641204"
"Computers","Desktops","Sep","Revenue","70653"
"Computers","Desktops","Sep","Total Customers","42"
"Computers","Desktops","Oct","","52705"
"Computers","Desktops","Oct","Margin","6805"
"Computers","Desktops","Oct","Sales","52705"
"Computers","Desktops","Oct","YoY Sales %","-0.4176371792888555"
"Computers","Desktops","Oct","YoY Sales","-37797"
"Computers","Desktops","Oct","YoY Margin","-3165"
"Computers","Desktops","Oct","YoY Margin %","-0.31745235707121366"
"Computers","Desktops","Oct","Margin %","12.911488473579357"
"Computers","Desktops","Oct","Revenue","52705"
"Computers","Desktops","Oct","Total Customers","37"
"Computers","Desktops","Nov","","53512"
"Computers","Desktops","Nov","Margin","7582"
"Computers","Desktops","Nov","Sales","53512"
"Computers","Desktops","Nov","YoY Sales %","-0.5566712232301892"
"Computers","Desktops","Nov","YoY Sales","-67193"
"Computers","Desktops","Nov","YoY Margin","-21413"
"Computers","Desktops","Nov","YoY Margin %","-0.7385066390757027"
"Computers","Desktops","Nov","Margin %","14.168784571684856"
"Computers","Desktops","Nov","Revenue","53512"
"Computers","Desktops","Nov","Total Customers","41"
"Computers","Desktops","Dec","","48355"
"Computers","Desktops","Dec","Margin","4717"
"Computers","Desktops","Dec","Sales","48355"
"Computers","Desktops","Dec","YoY Sales %","-0.46681589132328455"
"Computers","Desktops","Dec","YoY Sales","-42336"
"Computers","Desktops","Dec","YoY Margin","-12828"
"Computers","Desktops","Dec","YoY Margin %","-0.7311484753491023"
"Computers","Desktops","Dec","Margin %","9.754937441836418"
"Computers","Desktops","Dec","Revenue","48355"
"Computers","Desktops","Dec","Total Customers","36"
"Computers","Laptops","Jan","","143951"
"Computers","Laptops","Jan","Margin","38546"
"Computers","Laptops","Jan","Sales","143951"
"Computers","Laptops","Jan","YoY Sales %","1.4299628629304524"
"Computers","Laptops","Jan","YoY Sales","84711"
"Computers","Laptops","Jan","YoY Margin","24471"
"Computers","Laptops","Jan","YoY Margin %","1.7386145648312612"
"Computers","Laptops","Jan","Margin %","26.77716723051594"
"Computers","Laptops","Jan","Revenue","143951"
"Computers","Laptops","Jan","Total Customers","70"
"Computers","Laptops","Feb","","134284"
"Computers","Laptops","Feb","Margin","49919"
"Computers","Laptops","Feb","Sales","134284"
"Computers","Laptops","Feb","YoY Sales %","0.9369374567274406"
"Computers","Laptops","Feb","YoY Sales","64956"
"Computers","Laptops","Feb","YoY Margin","31846"
"Computers","Laptops","Feb","YoY Margin %","1.762076025009683"
"Computers","Laptops","Feb","Margin %","37.174197968484705"
"Computers","Laptops","Feb","Revenue","134284"
"Computers","Laptops","Feb","Total Customers","56"
"Computers","Laptops","Mar","","76627"
"Computers","Laptops","Mar","Margin","27707"
"Computers","Laptops","Mar","Sales","76627"
"Computers","Laptops","Mar","YoY Sales %","-0.06620765293687546"
"Computers","Laptops","Mar","YoY Sales","-5433"
"Computers","Laptops","Mar","YoY Margin","-918"
"Computers","Laptops","Mar","YoY Margin %","-0.03206986899563319"
"Computers","Laptops","Mar","Margin %","36.158273193521865"
"Computers","Laptops","Mar","Revenue","76627"
"Computers","Laptops","Mar","Total Customers","29"
"Computers","Laptops","Apr","","43080"
"Computers","Laptops","Apr","Margin","13965"
"Computers","Laptops","Apr","Sales","43080"
"Computers","Laptops","Apr","YoY Sales %","-0.36749376009396567"
"Computers","Laptops","Apr","YoY Sales","-25030"
"Computers","Laptops","Apr","YoY Margin","-6590"
"Computers","Laptops","Apr","YoY Margin %","-0.32060325954755536"
"Computers","Laptops","Apr","Margin %","32.41643454038997"
"Computers","Laptops","Apr","Revenue","43080"
"Computers","Laptops","Apr","Total Customers","20"
"Computers","Laptops","May","","55147"
"Computers","Laptops","May","Margin","14317"
"Computers","Laptops","May","Sales","55147"
"Computers","Laptops","May","YoY Sales %","-0.14963531788253073"
"Computers","Laptops","May","YoY Sales","-9704"
"Computers","Laptops","May","YoY Margin","-11084"
"Computers","Laptops","May","YoY Margin %","-0.4363607731979056"
"Computers","Laptops","May","Margin %","25.961521025622428"
"Computers","Laptops","May","Revenue","55147"
"Computers","Laptops","May","Total Customers","27"
"Computers","Laptops","Jun","","61308"
"Computers","Laptops","Jun","Margin","22018"
"Computers","Laptops","Jun","Sales","61308"
"Computers","Laptops","Jun","YoY Sales %","0.09991209027790236"
"Computers","Laptops","Jun","YoY Sales","5569"
"Computers","Laptops","Jun","YoY Margin","8904"
"Computers","Laptops","Jun","YoY Margin %","0.6789690407198414"
"Computers","Laptops","Jun","Margin %","35.913746982449275"
"Computers","Laptops","Jun","Revenue","61308"
"Computers","Laptops","Jun","Total Customers","27"
"Computers","Laptops","Jul","","79813"
"Computers","Laptops","Jul","Margin","23018"
"Computers","Laptops","Jul","Sales","79813"
"Computers","Laptops","Jul","YoY Sales %","-0.010660320057516146"
"Computers","Laptops","Jul","YoY Sales","-860"
"Computers","Laptops","Jul","YoY Margin","4450"
"Computers","Laptops","Jul","YoY Margin %","0.239659629470056"
"Computers","Laptops","Jul","Margin %","28.839913297332515"
"Computers","Laptops","Jul","Revenue","79813"
"Computers","Laptops","Jul","Total Customers","39"
"Computers","Laptops","Aug","","127136"
"Computers","Laptops","Aug","Margin","40401"
"Computers","Laptops","Aug","Sales","127136"
"Computers","Laptops","Aug","YoY Sales %","0.003742243135273405"
"Computers","Laptops","Aug","YoY Sales","474"
"Computers","Laptops","Aug","YoY Margin","9639"
"Computers","Laptops","Aug","YoY Margin %","0.3133411351667642"
"Computers","Laptops","Aug","Margin %","31.77778127359678"
"Computers","Laptops","Aug","Revenue","127136"
"Computers","Laptops","Aug","Total Customers","62"
"Computers","Laptops","Sep","","156312"
"Computers","Laptops","Sep","Margin","47532"
"Computers","Laptops","Sep","Sales","156312"
"Computers","Laptops","Sep","YoY Sales %","-0.07394263980141356"
"Computers","Laptops","Sep","YoY Sales","-12481"
"Computers","Laptops","Sep","YoY Margin","-1786"
"Computers","Laptops","Sep","YoY Margin %","-0.036213958392473336"
"Computers","Laptops","Sep","Margin %","30.408413941348073"
"Computers","Laptops","Sep","Revenue","156312"
"Computers","Laptops","Sep","Total Customers","74"
"Computers","Laptops","Oct","","150511"
"Computers","Laptops","Oct","Margin","41671"
"Computers","Laptops","Oct","Sales","150511"
"Computers","Laptops","Oct","YoY Sales %","-0.10519838769128331"
"Computers","Laptops","Oct","YoY Sales","-17695"
"Computers","Laptops","Oct","YoY Margin","-11615"
"Computers","Laptops","Oct","YoY Margin %","-0.2179747025485118"
"Computers","Laptops","Oct","Margin %","27.686348506089256"
"Computers","Laptops","Oct","Revenue","150511"
"Computers","Laptops","Oct","Total Customers","73"
"Computers","Laptops","Nov","","166214"
"Computers","Laptops","Nov","Margin","33674"
"Computers","Laptops","Nov","Sales","166214"
"Computers","Laptops","Nov","YoY Sales %","-0.07265798914286671"
"Computers","Laptops","Nov","YoY Sales","-13023"
"Computers","Laptops","Nov","YoY Margin","-16343"
"Computers","Laptops","Nov","YoY Margin %","-0.32674890537217344"
"Computers","Laptops","Nov","Margin %","20.25942459720601"
"Computers","Laptops","Nov","Revenue","166214"
"Computers","Laptops","Nov","Total Customers","82"
"Computers","Laptops","Dec","","127922"
"Computers","Laptops","Dec","Margin","41112"
"Computers","Laptops","Dec","Sales","127922"
"Computers","Laptops","Dec","YoY Sales %","-0.18017636955574354"
"Computers","Laptops","Dec","YoY Sales","-28114"
"Computers","Laptops","Dec","YoY Margin","-1114"
"Computers","Laptops","Dec","YoY Margin %","-0.026381850044995974"
"Computers","Laptops","Dec","Margin %","32.138334297462514"
"Computers","Laptops","Dec","Revenue","127922"
"Computers","Laptops","Dec","Total Customers","60"
"Computers","Monitors","Jan","","78660"
"Computers","Monitors","Jan","Margin","4420"
"Computers","Monitors","Jan","Sales","78660"
"Computers","Monitors","Jan","YoY Sales %","0.18031901324970365"
"Computers","Monitors","Jan","YoY Sales","12017"
"Computers","Monitors","Jan","YoY Margin","-3751"
"Computers","Monitors","Jan","YoY Margin %","-0.45906253824501286"
"Computers","Monitors","Jan","Margin %","5.619120264429189"
"Computers","Monitors","Jan","Revenue","78660"
"Computers","Monitors","Jan","Total Customers","69"
"Computers","Monitors","Feb","","45974"
"Computers","Monitors","Feb","Margin","-1802"
"Computers","Monitors","Feb","Sales","45974"
"Computers","Monitors","Feb","YoY Sales %","-0.03167782973166519"
"Computers","Monitors","Feb","YoY Sales","-1504"
"Computers","Monitors","Feb","YoY Margin","-4192"
"Computers","Monitors","Feb","YoY Margin %","-1.7539748953974896"
"Computers","Monitors","Feb","Margin %","-3.9196067342410927"
"Computers","Monitors","Feb","Revenue","45974"
"Computers","Monitors","Feb","Total Customers","45"
"Computers","Monitors","Mar","","38209"
"Computers","Monitors","Mar","Margin","2929"
"Computers","Monitors","Mar","Sales","38209"
"Computers","Monitors","Mar","YoY Sales %","0.17638546798029556"
"Computers","Monitors","Mar","YoY Sales","5729"
"Computers","Monitors","Mar","YoY Margin","5169"
"Computers","Monitors","Mar","YoY Margin %","-2.3075892857142857"
"Computers","Monitors","Mar","Margin %","7.665733204218902"
"Computers","Monitors","Mar","Revenue","38209"
"Computers","Monitors","Mar","Total Customers","28"
"Computers","Monitors","Apr","","36611"
"Computers","Monitors","Apr","Margin","5987"
"Computers","Monitors","Apr","Sales","36611"
"Computers","Monitors","Apr","YoY Sales %","-0.3620109784786965"
"Computers","Monitors","Apr","YoY Sales","-20774"
"Computers","Monitors","Apr","YoY Margin","8602"
"Computers","Monitors","Apr","YoY Margin %","-3.2894837476099426"
"Computers","Monitors","Apr","Margin %","16.353008658599876"
"Computers","Monitors","Apr","Revenue","36611"
"Computers","Monitors","Apr","Total Customers","28"
"Computers","Monitors","May","","20375"
"Computers","Monitors","May","Margin","-2721"
"Computers","Monitors","May","Sales","20375"
"Computers","Monitors","May","YoY Sales %","-0.225314626820273"
"Computers","Monitors","May","YoY Sales","-5926"
"Computers","Monitors","May","YoY Margin","458"
"Computers","Monitors","May","YoY Margin %","-0.14407046240956276"
"Computers","Monitors","May","Margin %","-13.354601226993864"
"Computers","Monitors","May","Revenue","20375"
"Computers","Monitors","May","Total Customers","25"
"Computers","Monitors","Jun","","25061"
"Computers","Monitors","Jun","Margin","1309"
"Computers","Monitors","Jun","Sales","25061"
"Computers","Monitors","Jun","YoY Sales %","-0.17889322106090888"
"Computers","Monitors","Jun","YoY Sales","-5460"
"Computers","Monitors","Jun","YoY Margin","5116"
"Computers","Monitors","Jun","YoY Margin %","-1.3438402941949041"
"Computers","Monitors","Jun","Margin %","5.223255257172499"
"Computers","Monitors","Jun","Revenue","25061"
"Computers","Monitors","Jun","Total Customers","27"
"Computers","Monitors","Jul","","37917"
"Computers","Monitors","Jul","Margin","-3283"
"Computers","Monitors","Jul","Sales","37917"
"Computers","Monitors","Jul","YoY Sales %","-0.2394391623540739"
"Computers","Monitors","Jul","YoY Sales","-11937"
"Computers","Monitors","Jul","YoY Margin","-6425"
"Computers","Monitors","Jul","YoY Margin %","-2.0448758752387013"
"Computers","Monitors","Jul","Margin %","-8.658385420787509"
"Computers","Monitors","Jul","Revenue","37917"
"Computers","Monitors","Jul","Total Customers","40"
"Computers","Monitors","Aug","","72370"
"Computers","Monitors","Aug","Margin","-806"
"Computers","Monitors","Aug","Sales","72370"
"Computers","Monitors","Aug","YoY Sales %","-0.11489163935228218"
"Computers","Monitors","Aug","YoY Sales","-9394"
"Computers","Monitors","Aug","YoY Margin","-506"
"Computers","Monitors","Aug","YoY Margin %","1.6866666666666668"
"Computers","Monitors","Aug","Margin %","-1.113721155174796"
"Computers","Monitors","Aug","Revenue","72370"
"Computers","Monitors","Aug","Total Customers","71"
"Computers","Monitors","Sep","","61775"
"Computers","Monitors","Sep","Margin","1967"
"Computers","Monitors","Sep","Sales","61775"
"Computers","Monitors","Sep","YoY Sales %","-0.32419127219420407"
"Computers","Monitors","Sep","YoY Sales","-29634"
"Computers","Monitors","Sep","YoY Margin","-4266"
"Computers","Monitors","Sep","YoY Margin %","-0.6844216268249639"
"Computers","Monitors","Sep","Margin %","3.1841359773371103"
"Computers","Monitors","Sep","Revenue","61775"
"Computers","Monitors","Sep","Total Customers","61"
"Computers","Monitors","Oct","","78644"
"Computers","Monitors","Oct","Margin","460"
"Computers","Monitors","Oct","Sales","78644"
"Computers","Monitors","Oct","YoY Sales %","-0.3280932283034021"
"Computers","Monitors","Oct","YoY Sales","-38402"
"Computers","Monitors","Oct","YoY Margin","-2306"
"Computers","Monitors","Oct","YoY Margin %","-0.8336948662328272"
"Computers","Monitors","Oct","Margin %","0.5849142973399115"
"Computers","Monitors","Oct","Revenue","78644"
"Computers","Monitors","Oct","Total Customers","73"
"Computers","Monitors","Nov","","73567"
"Computers","Monitors","Nov","Margin","-3809"
"Computers","Monitors","Nov","Sales","73567"
"Computers","Monitors","Nov","YoY Sales %","-0.10997253711119445"
"Computers","Monitors","Nov","YoY Sales","-9090"
"Computers","Monitors","Nov","YoY Margin","-8418"
"Computers","Monitors","Nov","YoY Margin %","-1.8264265567368192"
"Computers","Monitors","Nov","Margin %","-5.177593214348825"
"Computers","Monitors","Nov","Revenue","73567"
"Computers","Monitors","Nov","Total Customers","66"
"Computers","Monitors","Dec","","69203"
"Computers","Monitors","Dec","Margin","-3157"
"Computers","Monitors","Dec","Sales","69203"
"Computers","Monitors","Dec","YoY Sales %","-0.233963183121354"
"Computers","Monitors","Dec","YoY Sales","-21136"
"Computers","Monitors","Dec","YoY Margin","-5048"
"Computers","Monitors","Dec","YoY Margin %","-2.6694870438921208"
"Computers","Monitors","Dec","Margin %","-4.561940956316922"
"Computers","Monitors","Dec","Revenue","69203"
"Computers","Monitors","Dec","Total Customers","73"
"Computers","Printers, Scanners & Fax","Jan","","35301"
"Computers","Printers, Scanners & Fax","Jan","Margin","-4974"
"Computers","Printers, Scanners & Fax","Jan","Sales","35301"
"Computers","Printers, Scanners & Fax","Jan","YoY Sales %","0.03853961342708364"
"Computers","Printers, Scanners & Fax","Jan","YoY Sales","1310"
"Computers","Printers, Scanners & Fax","Jan","YoY Margin","-5447.5"
"Computers","Printers, Scanners & Fax","Jan","YoY Margin %","-11.504751847940867"
"Computers","Printers, Scanners & Fax","Jan","Margin %","-14.090252400781848"
"Computers","Printers, Scanners & Fax","Jan","Revenue","35301"
"Computers","Printers, Scanners & Fax","Jan","Total Customers","75"
"Computers","Printers, Scanners & Fax","Feb","","35515"
"Computers","Printers, Scanners & Fax","Feb","Margin","977.5"
"Computers","Printers, Scanners & Fax","Feb","Sales","35515"
"Computers","Printers, Scanners & Fax","Feb","YoY Sales %","1.262678389398573"
"Computers","Printers, Scanners & Fax","Feb","YoY Sales","19819"
"Computers","Printers, Scanners & Fax","Feb","YoY Margin","5059"
"Computers","Printers, Scanners & Fax","Feb","YoY Margin %","-1.2394952835967168"
"Computers","Printers, Scanners & Fax","Feb","Margin %","2.752358158524567"
"Computers","Printers, Scanners & Fax","Feb","Revenue","35515"
"Computers","Printers, Scanners & Fax","Feb","Total Customers","65"
"Computers","Printers, Scanners & Fax","Mar","","26793"
"Computers","Printers, Scanners & Fax","Mar","Margin","558"
"Computers","Printers, Scanners & Fax","Mar","Sales","26793"
"Computers","Printers, Scanners & Fax","Mar","YoY Sales %","0.16633292704161587"
"Computers","Printers, Scanners & Fax","Mar","YoY Sales","3821"
"Computers","Printers, Scanners & Fax","Mar","YoY Margin","1601"
"Computers","Printers, Scanners & Fax","Mar","YoY Margin %","-1.5349952061361458"
"Computers","Printers, Scanners & Fax","Mar","Margin %","2.0826335236815585"
"Computers","Printers, Scanners & Fax","Mar","Revenue","26793"
"Computers","Printers, Scanners & Fax","Mar","Total Customers","46"
"Computers","Printers, Scanners & Fax","Apr","","16357"
"Computers","Printers, Scanners & Fax","Apr","Margin","149.5"
"Computers","Printers, Scanners & Fax","Apr","Sales","16357"
"Computers","Printers, Scanners & Fax","Apr","YoY Sales %","-0.305818444170946"
"Computers","Printers, Scanners & Fax","Apr","YoY Sales","-7206"
"Computers","Printers, Scanners & Fax","Apr","YoY Margin","-2533.5"
"Computers","Printers, Scanners & Fax","Apr","YoY Margin %","-0.944278792396571"
"Computers","Printers, Scanners & Fax","Apr","Margin %","0.9139817815002751"
"Computers","Printers, Scanners & Fax","Apr","Revenue","16357"
"Computers","Printers, Scanners & Fax","Apr","Total Customers","31"
"Computers","Printers, Scanners & Fax","May","","15386"
"Computers","Printers, Scanners & Fax","May","Margin","-2891.5"
"Computers","Printers, Scanners & Fax","May","Sales","15386"
"Computers","Printers, Scanners & Fax","May","YoY Sales %","-0.052002464571780656"
"Computers","Printers, Scanners & Fax","May","YoY Sales","-844"
"Computers","Printers, Scanners & Fax","May","YoY Margin","-1901.5"
"Computers","Printers, Scanners & Fax","May","YoY Margin %","1.9207070707070708"
"Computers","Printers, Scanners & Fax","May","Margin %","-18.793058624723773"
"Computers","Printers, Scanners & Fax","May","Revenue","15386"
"Computers","Printers, Scanners & Fax","May","Total Customers","36"
"Computers","Printers, Scanners & Fax","Jun","","15428"
"Computers","Printers, Scanners & Fax","Jun","Margin","-779.5"
"Computers","Printers, Scanners & Fax","Jun","Sales","15428"
"Computers","Printers, Scanners & Fax","Jun","YoY Sales %","-0.12895212285456187"
"Computers","Printers, Scanners & Fax","Jun","YoY Sales","-2284"
"Computers","Printers, Scanners & Fax","Jun","YoY Margin","506"
"Computers","Printers, Scanners & Fax","Jun","YoY Margin %","-0.39362115908206924"
"Computers","Printers, Scanners & Fax","Jun","Margin %","-5.052501944516464"
"Computers","Printers, Scanners & Fax","Jun","Revenue","15428"
"Computers","Printers, Scanners & Fax","Jun","Total Customers","32"
"Computers","Printers, Scanners & Fax","Jul","","28037"
"Computers","Printers, Scanners & Fax","Jul","Margin","1712"
"Computers","Printers, Scanners & Fax","Jul","Sales","28037"
"Computers","Printers, Scanners & Fax","Jul","YoY Sales %","-0.03257306511162486"
"Computers","Printers, Scanners & Fax","Jul","YoY Sales","-944"
"Computers","Printers, Scanners & Fax","Jul","YoY Margin","6638.5"
