Country,Category,Subcategory,Model,Fiscal Year,Value Column Name,Value
"United Kingdom","Bikes","Mountain Bikes","Mountain-500","FY2020","(Sales Amount - Order Quantity)%","340.6239340909091"
"United Kingdom","Bikes","Mountain Bikes","Mountain-200","FY2019","Order Quantity","471"
"United Kingdom","Bikes","Mountain Bikes","Mountain-200","FY2019","Sales Amount","672840.2352"
"United Kingdom","Bikes","Mountain Bikes","Mountain-200","FY2019","Sales Amount - Order Quantity","672369.2352"
"United Kingdom","Bikes","Mountain Bikes","Mountain-200","FY2019","(Sales Amount - Order Quantity)%","1427.535531210191"
"United Kingdom","Bikes","Mountain Bikes","Mountain-200","FY2020","Order Quantity","698"
"United Kingdom","Bikes","Mountain Bikes","Mountain-200","FY2020","Sales Amount","1242465.8948"
"United Kingdom","Bikes","Mountain Bikes","Mountain-200","FY2020","Sales Amount - Order Quantity","1241767.8948"
"United Kingdom","Bikes","Mountain Bikes","Mountain-200","FY2020","(Sales Amount - Order Quantity)%","1779.037098567335"
"United Kingdom","Bikes","Road Bikes","Road-750","FY2019","Order Quantity","6"
"United Kingdom","Bikes","Road Bikes","Road-750","FY2019","Sales Amount","3239.94"
"United Kingdom","Bikes","Road Bikes","Road-750","FY2019","Sales Amount - Order Quantity","3233.94"
"United Kingdom","Bikes","Road Bikes","Road-750","FY2019","(Sales Amount - Order Quantity)%","538.99"
"United Kingdom","Bikes","Road Bikes","Road-750","FY2020","Order Quantity","409"
"United Kingdom","Bikes","Road Bikes","Road-750","FY2020","Sales Amount","168397.1775"
"United Kingdom","Bikes","Road Bikes","Road-750","FY2020","Sales Amount - Order Quantity","167988.1775"
"United Kingdom","Bikes","Road Bikes","Road-750","FY2020","(Sales Amount - Order Quantity)%","410.7290403422983"
"United Kingdom","Bikes","Road Bikes","Road-650","FY2019","Order Quantity","551"
"United Kingdom","Bikes","Road Bikes","Road-650","FY2019","Sales Amount","274095.3586"
"United Kingdom","Bikes","Road Bikes","Road-650","FY2019","Sales Amount - Order Quantity","273544.3586"
"United Kingdom","Bikes","Road Bikes","Road-650","FY2019","(Sales Amount - Order Quantity)%","496.45074156079846"
"United Kingdom","Bikes","Road Bikes","Road-650","FY2020","Order Quantity",
"United Kingdom","Bikes","Road Bikes","Road-650","FY2020","Sales Amount",
"United Kingdom","Bikes","Road Bikes","Road-650","FY2020","Sales Amount - Order Quantity",
"United Kingdom","Bikes","Road Bikes","Road-650","FY2020","(Sales Amount - Order Quantity)%",
"United Kingdom","Bikes","Road Bikes","Road-550-W","FY2019","Order Quantity","162"
"United Kingdom","Bikes","Road Bikes","Road-550-W","FY2019","Sales Amount","121933.3225"
"United Kingdom","Bikes","Road Bikes","Road-550-W","FY2019","Sales Amount - Order Quantity","121771.3225"
"United Kingdom","Bikes","Road Bikes","Road-550-W","FY2019","(Sales Amount - Order Quantity)%","751.6748302469135"
"United Kingdom","Bikes","Road Bikes","Road-550-W","FY2020","Order Quantity","350"
"United Kingdom","Bikes","Road Bikes","Road-550-W","FY2020","Sales Amount","289994.0169"
"United Kingdom","Bikes","Road Bikes","Road-550-W","FY2020","Sales Amount - Order Quantity","289644.0169"
"United Kingdom","Bikes","Road Bikes","Road-550-W","FY2020","(Sales Amount - Order Quantity)%","827.5543339999999"
"United Kingdom","Bikes","Road Bikes","Road-350-W","FY2019","Order Quantity","8"
"United Kingdom","Bikes","Road Bikes","Road-350-W","FY2019","Sales Amount","13607.92"
"United Kingdom","Bikes","Road Bikes","Road-350-W","FY2019","Sales Amount - Order Quantity","13599.92"
"United Kingdom","Bikes","Road Bikes","Road-350-W","FY2019","(Sales Amount - Order Quantity)%","1699.99"
"United Kingdom","Bikes","Road Bikes","Road-350-W","FY2020","Order Quantity","359"
"United Kingdom","Bikes","Road Bikes","Road-350-W","FY2020","Sales Amount","433833.247"
"United Kingdom","Bikes","Road Bikes","Road-350-W","FY2020","Sales Amount - Order Quantity","433474.247"
"United Kingdom","Bikes","Road Bikes","Road-350-W","FY2020","(Sales Amount - Order Quantity)%","1207.449155988858"
"United Kingdom","Bikes","Road Bikes","Road-250","FY2019","Order Quantity","370"
"United Kingdom","Bikes","Road Bikes","Road-250","FY2019","Sales Amount","668378.3925"
"United Kingdom","Bikes","Road Bikes","Road-250","FY2019","Sales Amount - Order Quantity","668008.3925"
"United Kingdom","Bikes","Road Bikes","Road-250","FY2019","(Sales Amount - Order Quantity)%","1805.4280878378374"
"United Kingdom","Bikes","Road Bikes","Road-250","FY2020","Order Quantity","255"
"United Kingdom","Bikes","Road Bikes","Road-250","FY2020","Sales Amount","452997.09"
"United Kingdom","Bikes","Road Bikes","Road-250","FY2020","Sales Amount - Order Quantity","452742.09"
"United Kingdom","Bikes","Road Bikes","Road-250","FY2020","(Sales Amount - Order Quantity)%","1775.4591764705883"
"Australia","Clothing","Socks","Racing Socks","FY2019","Order Quantity","2"
"Australia","Clothing","Socks","Racing Socks","FY2019","Sales Amount","17.98"
"Australia","Clothing","Socks","Racing Socks","FY2019","Sales Amount - Order Quantity","15.98"
"Australia","Clothing","Socks","Racing Socks","FY2019","(Sales Amount - Order Quantity)%","7.99"
"Australia","Clothing","Socks","Racing Socks","FY2020","Order Quantity","110"
"Australia","Clothing","Socks","Racing Socks","FY2020","Sales Amount","988.9"
"Australia","Clothing","Socks","Racing Socks","FY2020","Sales Amount - Order Quantity","878.9"
"Australia","Clothing","Socks","Racing Socks","FY2020","(Sales Amount - Order Quantity)%","7.99"
"Australia","Clothing","Caps","Cycling Cap","FY2019","Order Quantity","10"
"Australia","Clothing","Caps","Cycling Cap","FY2019","Sales Amount","89.9"
"Australia","Clothing","Caps","Cycling Cap","FY2019","Sales Amount - Order Quantity","79.9"
"Australia","Clothing","Caps","Cycling Cap","FY2019","(Sales Amount - Order Quantity)%","7.99"
"Australia","Clothing","Caps","Cycling Cap","FY2020","Order Quantity","609"
"Australia","Clothing","Caps","Cycling Cap","FY2020","Sales Amount","4738.8538"
"Australia","Clothing","Caps","Cycling Cap","FY2020","Sales Amount - Order Quantity","4129.8538"
"Australia","Clothing","Caps","Cycling Cap","FY2020","(Sales Amount - Order Quantity)%","6.781369129720854"
"Australia","Clothing","Gloves","Half-Finger Gloves","FY2019","Order Quantity","5"
"Australia","Clothing","Gloves","Half-Finger Gloves","FY2019","Sales Amount","122.45"
"Australia","Clothing","Gloves","Half-Finger Gloves","FY2019","Sales Amount - Order Quantity","117.45"
"Australia","Clothing","Gloves","Half-Finger Gloves","FY2019","(Sales Amount - Order Quantity)%","23.49"
"Australia","Clothing","Gloves","Half-Finger Gloves","FY2020","Order Quantity","450"
"Australia","Clothing","Gloves","Half-Finger Gloves","FY2020","Sales Amount","9649.3049"
"Australia","Clothing","Gloves","Half-Finger Gloves","FY2020","Sales Amount - Order Quantity","9199.3049"
"Australia","Clothing","Gloves","Half-Finger Gloves","FY2020","(Sales Amount - Order Quantity)%","20.442899777777775"
"Australia","Clothing","Shorts","Women's Mountain Shorts","FY2019","Order Quantity",
"Australia","Clothing","Shorts","Women's Mountain Shorts","FY2019","Sales Amount",
"Australia","Clothing","Shorts","Women's Mountain Shorts","FY2019","Sales Amount - Order Quantity",
"Australia","Clothing","Shorts","Women's Mountain Shorts","FY2019","(Sales Amount - Order Quantity)%",
"Australia","Clothing","Shorts","Women's Mountain Shorts","FY2020","Order Quantity","270"
"Australia","Clothing","Shorts","Women's Mountain Shorts","FY2020","Sales Amount","15649.764"
"Australia","Clothing","Shorts","Women's Mountain Shorts","FY2020","Sales Amount - Order Quantity","15379.764"
"Australia","Clothing","Shorts","Women's Mountain Shorts","FY2020","(Sales Amount - Order Quantity)%","56.962088888888886"
"Australia","Clothing","Vests","Classic Vest","FY2019","Order Quantity","4"
"Australia","Clothing","Vests","Classic Vest","FY2019","Sales Amount","254"
"Australia","Clothing","Vests","Classic Vest","FY2019","Sales Amount - Order Quantity","250"
"Australia","Clothing","Vests","Classic Vest","FY2019","(Sales Amount - Order Quantity)%","62.5"
"Australia","Clothing","Vests","Classic Vest","FY2020","Order Quantity","487"
"Australia","Clothing","Vests","Classic Vest","FY2020","Sales Amount","20811.6234"
"Australia","Clothing","Vests","Classic Vest","FY2020","Sales Amount - Order Quantity","20324.6234"
"Australia","Clothing","Vests","Classic Vest","FY2020","(Sales Amount - Order Quantity)%","41.73433963039015"
"Australia","Clothing","Jerseys","Long-Sleeve Logo Jersey","FY2019","Order Quantity","1"
"Australia","Clothing","Jerseys","Long-Sleeve Logo Jersey","FY2019","Sales Amount","49.99"
"Australia","Clothing","Jerseys","Long-Sleeve Logo Jersey","FY2019","Sales Amount - Order Quantity","48.99"
"Australia","Clothing","Jerseys","Long-Sleeve Logo Jersey","FY2019","(Sales Amount - Order Quantity)%","48.99"
"Australia","Clothing","Jerseys","Long-Sleeve Logo Jersey","FY2020","Order Quantity","463"
"Australia","Clothing","Jerseys","Long-Sleeve Logo Jersey","FY2020","Sales Amount","17303.0288"
"Australia","Clothing","Jerseys","Long-Sleeve Logo Jersey","FY2020","Sales Amount - Order Quantity","16840.0288"
"Australia","Clothing","Jerseys","Long-Sleeve Logo Jersey","FY2020","(Sales Amount - Order Quantity)%","36.371552483801295"
"Australia","Clothing","Jerseys","Short-Sleeve Classic Jersey","FY2019","Order Quantity","14"
"Australia","Clothing","Jerseys","Short-Sleeve Classic Jersey","FY2019","Sales Amount","755.86"
"Australia","Clothing","Jerseys","Short-Sleeve Classic Jersey","FY2019","Sales Amount - Order Quantity","741.86"
"Australia","Clothing","Jerseys","Short-Sleeve Classic Jersey","FY2019","(Sales Amount - Order Quantity)%","52.99"
"Australia","Clothing","Jerseys","Short-Sleeve Classic Jersey","FY2020","Order Quantity","954"
"Australia","Clothing","Jerseys","Short-Sleeve Classic Jersey","FY2020","Sales Amount","42744.099"
"Australia","Clothing","Jerseys","Short-Sleeve Classic Jersey","FY2020","Sales Amount - Order Quantity","41790.099"
"Australia","Clothing","Jerseys","Short-Sleeve Classic Jersey","FY2020","(Sales Amount - Order Quantity)%","43.80513522012579"
"Australia","Accessories","Cleaners","Bike Wash","FY2019","Order Quantity","6"
"Australia","Accessories","Cleaners","Bike Wash","FY2019","Sales Amount","47.7"
"Australia","Accessories","Cleaners","Bike Wash","FY2019","Sales Amount - Order Quantity","41.7"
"Australia","Accessories","Cleaners","Bike Wash","FY2019","(Sales Amount - Order Quantity)%","6.95"
"Australia","Accessories","Cleaners","Bike Wash","FY2020","Order Quantity","330"
"Australia","Accessories","Cleaners","Bike Wash","FY2020","Sales Amount","2238.72"
"Australia","Accessories","Cleaners","Bike Wash","FY2020","Sales Amount - Order Quantity","1908.7199999999998"
"Australia","Accessories","Cleaners","Bike Wash","FY2020","(Sales Amount - Order Quantity)%","5.784"
"Australia","Accessories","Fenders","Fender Set - Mountain","FY2019","Order Quantity","17"
"Australia","Accessories","Fenders","Fender Set - Mountain","FY2019","Sales Amount","373.66"
"Australia","Accessories","Fenders","Fender Set - Mountain","FY2019","Sales Amount - Order Quantity","356.66"
"Australia","Accessories","Fenders","Fender Set - Mountain","FY2019","(Sales Amount - Order Quantity)%","20.98"
"Australia","Accessories","Fenders","Fender Set - Mountain","FY2020","Order Quantity","308"
"Australia","Accessories","Fenders","Fender Set - Mountain","FY2020","Sales Amount","6769.84"
"Australia","Accessories","Fenders","Fender Set - Mountain","FY2020","Sales Amount - Order Quantity","6461.84"
"Australia","Accessories","Fenders","Fender Set - Mountain","FY2020","(Sales Amount - Order Quantity)%","20.98"
"Australia","Accessories","Bike Stands","All-Purpose Bike Stand","FY2019","Order Quantity","1"
"Australia","Accessories","Bike Stands","All-Purpose Bike Stand","FY2019","Sales Amount","159"
"Australia","Accessories","Bike Stands","All-Purpose Bike Stand","FY2019","Sales Amount - Order Quantity","158"
"Australia","Accessories","Bike Stands","All-Purpose Bike Stand","FY2019","(Sales Amount - Order Quantity)%","158"
"Australia","Accessories","Bike Stands","All-Purpose Bike Stand","FY2020","Order Quantity","64"
"Australia","Accessories","Bike Stands","All-Purpose Bike Stand","FY2020","Sales Amount","10176"
"Australia","Accessories","Bike Stands","All-Purpose Bike Stand","FY2020","Sales Amount - Order Quantity","10112"
"Australia","Accessories","Bike Stands","All-Purpose Bike Stand","FY2020","(Sales Amount - Order Quantity)%","158"
"Australia","Accessories","Bottles and Cages","Mountain Bottle Cage","FY2019","Order Quantity","15"
"Australia","Accessories","Bottles and Cages","Mountain Bottle Cage","FY2019","Sales Amount","149.85"
"Australia","Accessories","Bottles and Cages","Mountain Bottle Cage","FY2019","Sales Amount - Order Quantity","134.85"
"Australia","Accessories","Bottles and Cages","Mountain Bottle Cage","FY2019","(Sales Amount - Order Quantity)%","8.99"
"Australia","Accessories","Bottles and Cages","Mountain Bottle Cage","FY2020","Order Quantity","257"
"Australia","Accessories","Bottles and Cages","Mountain Bottle Cage","FY2020","Sales Amount","2567.43"
"Australia","Accessories","Bottles and Cages","Mountain Bottle Cage","FY2020","Sales Amount - Order Quantity","2310.43"
"Australia","Accessories","Bottles and Cages","Mountain Bottle Cage","FY2020","(Sales Amount - Order Quantity)%","8.99"
"Australia","Accessories","Bottles and Cages","Water Bottle","FY2019","Order Quantity","33"
"Australia","Accessories","Bottles and Cages","Water Bottle","FY2019","Sales Amount","164.67"
"Australia","Accessories","Bottles and Cages","Water Bottle","FY2019","Sales Amount - Order Quantity","131.67"
"Australia","Accessories","Bottles and Cages","Water Bottle","FY2019","(Sales Amount - Order Quantity)%","3.99"
"Australia","Accessories","Bottles and Cages","Water Bottle","FY2020","Order Quantity","880"
"Australia","Accessories","Bottles and Cages","Water Bottle","FY2020","Sales Amount","4149.684"
"Australia","Accessories","Bottles and Cages","Water Bottle","FY2020","Sales Amount - Order Quantity","3269.684"
"Australia","Accessories","Bottles and Cages","Water Bottle","FY2020","(Sales Amount - Order Quantity)%","3.715550000000001"
"Australia","Accessories","Bottles and Cages","Road Bottle Cage","FY2019","Order Quantity","25"
"Australia","Accessories","Bottles and Cages","Road Bottle Cage","FY2019","Sales Amount","224.75"
"Australia","Accessories","Bottles and Cages","Road Bottle Cage","FY2019","Sales Amount - Order Quantity","199.75"
"Australia","Accessories","Bottles and Cages","Road Bottle Cage","FY2019","(Sales Amount - Order Quantity)%","7.99"
"Australia","Accessories","Bottles and Cages","Road Bottle Cage","FY2020","Order Quantity","484"
"Australia","Accessories","Bottles and Cages","Road Bottle Cage","FY2020","Sales Amount","4351.16"
"Australia","Accessories","Bottles and Cages","Road Bottle Cage","FY2020","Sales Amount - Order Quantity","3867.16"
"Australia","Accessories","Bottles and Cages","Road Bottle Cage","FY2020","(Sales Amount - Order Quantity)%","7.989999999999998"
"Australia","Accessories","Hydration Packs","Hydration Pack","FY2019","Order Quantity","5"
"Australia","Accessories","Hydration Packs","Hydration Pack","FY2019","Sales Amount","274.95"
"Australia","Accessories","Hydration Packs","Hydration Pack","FY2019","Sales Amount - Order Quantity","269.95"
"Australia","Accessories","Hydration Packs","Hydration Pack","FY2019","(Sales Amount - Order Quantity)%","53.98999999999999"
"Australia","Accessories","Hydration Packs","Hydration Pack","FY2020","Order Quantity","299"
"Australia","Accessories","Hydration Packs","Hydration Pack","FY2020","Sales Amount","13933.8721"
"Australia","Accessories","Hydration Packs","Hydration Pack","FY2020","Sales Amount - Order Quantity","13634.8721"
"Australia","Accessories","Hydration Packs","Hydration Pack","FY2020","(Sales Amount - Order Quantity)%","45.601578929765886"
"Australia","Accessories","Bike Racks","Hitch Rack - 4-Bike","FY2019","Order Quantity","4"
"Australia","Accessories","Bike Racks","Hitch Rack - 4-Bike","FY2019","Sales Amount","480"
"Australia","Accessories","Bike Racks","Hitch Rack - 4-Bike","FY2019","Sales Amount - Order Quantity","476"
"Australia","Accessories","Bike Racks","Hitch Rack - 4-Bike","FY2019","(Sales Amount - Order Quantity)%","119"
"Australia","Accessories","Bike Racks","Hitch Rack - 4-Bike","FY2020","Order Quantity","219"
"Australia","Accessories","Bike Racks","Hitch Rack - 4-Bike","FY2020","Sales Amount","17926.704"
"Australia","Accessories","Bike Racks","Hitch Rack - 4-Bike","FY2020","Sales Amount - Order Quantity","17707.704"
"Australia","Accessories","Bike Racks","Hitch Rack - 4-Bike","FY2020","(Sales Amount - Order Quantity)%","80.85709589041096"
"Australia","Accessories","Tires and Tubes","Touring Tire Tube","FY2019","Order Quantity",
"Australia","Accessories","Tires and Tubes","Touring Tire Tube","FY2019","Sales Amount",
"Australia","Accessories","Tires and Tubes","Touring Tire Tube","FY2019","Sales Amount - Order Quantity",
"Australia","Accessories","Tires and Tubes","Touring Tire Tube","FY2019","(Sales Amount - Order Quantity)%",
"Australia","Accessories","Tires and Tubes","Touring Tire Tube","FY2020","Order Quantity","195"
"Australia","Accessories","Tires and Tubes","Touring Tire Tube","FY2020","Sales Amount","973.05"
"Australia","Accessories","Tires and Tubes","Touring Tire Tube","FY2020","Sales Amount - Order Quantity","778.05"
"Australia","Accessories","Tires and Tubes","Touring Tire Tube","FY2020","(Sales Amount - Order Quantity)%","3.99"
"Australia","Accessories","Tires and Tubes","Patch kit","FY2019","Order Quantity","12"
"Australia","Accessories","Tires and Tubes","Patch kit","FY2019","Sales Amount","27.48"
"Australia","Accessories","Tires and Tubes","Patch kit","FY2019","Sales Amount - Order Quantity","15.48"
"Australia","Accessories","Tires and Tubes","Patch kit","FY2019","(Sales Amount - Order Quantity)%","1.29"
"Australia","Accessories","Tires and Tubes","Patch kit","FY2020","Order Quantity","662"
"Australia","Accessories","Tires and Tubes","Patch kit","FY2020","Sales Amount","1509.568"
"Australia","Accessories","Tires and Tubes","Patch kit","FY2020","Sales Amount - Order Quantity","847.568"
"Australia","Accessories","Tires and Tubes","Patch kit","FY2020","(Sales Amount - Order Quantity)%","1.2803141993957703"
"Australia","Accessories","Tires and Tubes","Road Tire Tube","FY2019","Order Quantity","11"
"Australia","Accessories","Tires and Tubes","Road Tire Tube","FY2019","Sales Amount","43.89"
"Australia","Accessories","Tires and Tubes","Road Tire Tube","FY2019","Sales Amount - Order Quantity","32.89"
"Australia","Accessories","Tires and Tubes","Road Tire Tube","FY2019","(Sales Amount - Order Quantity)%","2.99"
"Australia","Accessories","Tires and Tubes","Road Tire Tube","FY2020","Order Quantity","500"
"Australia","Accessories","Tires and Tubes","Road Tire Tube","FY2020","Sales Amount","1995"
"Australia","Accessories","Tires and Tubes","Road Tire Tube","FY2020","Sales Amount - Order Quantity","1495"
"Australia","Accessories","Tires and Tubes","Road Tire Tube","FY2020","(Sales Amount - Order Quantity)%","2.99"
"Australia","Accessories","Tires and Tubes","Mountain Tire Tube","FY2019","Order Quantity","11"
"Australia","Accessories","Tires and Tubes","Mountain Tire Tube","FY2019","Sales Amount","54.89"
"Australia","Accessories","Tires and Tubes","Mountain Tire Tube","FY2019","Sales Amount - Order Quantity","43.89"
"Australia","Accessories","Tires and Tubes","Mountain Tire Tube","FY2019","(Sales Amount - Order Quantity)%","3.99"
"Australia","Accessories","Tires and Tubes","Mountain Tire Tube","FY2020","Order Quantity","503"
"Australia","Accessories","Tires and Tubes","Mountain Tire Tube","FY2020","Sales Amount","2509.97"
"Australia","Accessories","Tires and Tubes","Mountain Tire Tube","FY2020","Sales Amount - Order Quantity","2006.9699999999998"
"Australia","Accessories","Tires and Tubes","Mountain Tire Tube","FY2020","(Sales Amount - Order Quantity)%","3.99"
"Australia","Accessories","Tires and Tubes","Touring Tire","FY2019","Order Quantity",
"Australia","Accessories","Tires and Tubes","Touring Tire","FY2019","Sales Amount",
"Australia","Accessories","Tires and Tubes","Touring Tire","FY2019","Sales Amount - Order Quantity",
"Australia","Accessories","Tires and Tubes","Touring Tire","FY2019","(Sales Amount - Order Quantity)%",
"Australia","Accessories","Tires and Tubes","Touring Tire","FY2020","Order Quantity","107"
"Australia","Accessories","Tires and Tubes","Touring Tire","FY2020","Sales Amount","3101.93"
"Australia","Accessories","Tires and Tubes","Touring Tire","FY2020","Sales Amount - Order Quantity","2994.93"
"Australia","Accessories","Tires and Tubes","Touring Tire","FY2020","(Sales Amount - Order Quantity)%","27.99"
"Australia","Accessories","Tires and Tubes","LL Road Tire","FY2019","Order Quantity","3"
"Australia","Accessories","Tires and Tubes","LL Road Tire","FY2019","Sales Amount","64.47"
"Australia","Accessories","Tires and Tubes","LL Road Tire","FY2019","Sales Amount - Order Quantity","61.47"
"Australia","Accessories","Tires and Tubes","LL Road Tire","FY2019","(Sales Amount - Order Quantity)%","20.49"
"Australia","Accessories","Tires and Tubes","LL Road Tire","FY2020","Order Quantity","201"
"Australia","Accessories","Tires and Tubes","LL Road Tire","FY2020","Sales Amount","4319.49"
"Australia","Accessories","Tires and Tubes","LL Road Tire","FY2020","Sales Amount - Order Quantity","4118.49"
"Australia","Accessories","Tires and Tubes","LL Road Tire","FY2020","(Sales Amount - Order Quantity)%","20.49"
"Australia","Accessories","Tires and Tubes","LL Mountain Tire","FY2019","Order Quantity","2"
"Australia","Accessories","Tires and Tubes","LL Mountain Tire","FY2019","Sales Amount","49.98"
"Australia","Accessories","Tires and Tubes","LL Mountain Tire","FY2019","Sales Amount - Order Quantity","47.98"
"Australia","Accessories","Tires and Tubes","LL Mountain Tire","FY2019","(Sales Amount - Order Quantity)%","23.99"
"Australia","Accessories","Tires and Tubes","LL Mountain Tire","FY2020","Order Quantity","210"
"Australia","Accessories","Tires and Tubes","LL Mountain Tire","FY2020","Sales Amount","5247.9"
"Australia","Accessories","Tires and Tubes","LL Mountain Tire","FY2020","Sales Amount - Order Quantity","5037.9"
"Australia","Accessories","Tires and Tubes","LL Mountain Tire","FY2020","(Sales Amount - Order Quantity)%","23.99"
"Australia","Accessories","Tires and Tubes","HL Road Tire","FY2019","Order Quantity","5"
"Australia","Accessories","Tires and Tubes","HL Road Tire","FY2019","Sales Amount","163"
"Australia","Accessories","Tires and Tubes","HL Road Tire","FY2019","Sales Amount - Order Quantity","158"
"Australia","Accessories","Tires and Tubes","HL Road Tire","FY2019","(Sales Amount - Order Quantity)%","31.6"
"Australia","Accessories","Tires and Tubes","HL Road Tire","FY2020","Order Quantity","162"
"Australia","Accessories","Tires and Tubes","HL Road Tire","FY2020","Sales Amount","5281.2"
"Australia","Accessories","Tires and Tubes","HL Road Tire","FY2020","Sales Amount - Order Quantity","5119.2"
"Australia","Accessories","Tires and Tubes","HL Road Tire","FY2020","(Sales Amount - Order Quantity)%","31.6"
"Australia","Accessories","Tires and Tubes","ML Mountain Tire","FY2019","Order Quantity","1"
"Australia","Accessories","Tires and Tubes","ML Mountain Tire","FY2019","Sales Amount","29.99"
"Australia","Accessories","Tires and Tubes","ML Mountain Tire","FY2019","Sales Amount - Order Quantity","28.99"
"Australia","Accessories","Tires and Tubes","ML Mountain Tire","FY2019","(Sales Amount - Order Quantity)%","28.99"
"Australia","Accessories","Tires and Tubes","ML Mountain Tire","FY2020","Order Quantity","197"
"Australia","Accessories","Tires and Tubes","ML Mountain Tire","FY2020","Sales Amount","5908.03"
"Australia","Accessories","Tires and Tubes","ML Mountain Tire","FY2020","Sales Amount - Order Quantity","5711.03"
"Australia","Accessories","Tires and Tubes","ML Mountain Tire","FY2020","(Sales Amount - Order Quantity)%","28.99"
"Australia","Accessories","Tires and Tubes","ML Road Tire","FY2019","Order Quantity","5"
"Australia","Accessories","Tires and Tubes","ML Road Tire","FY2019","Sales Amount","124.95"
"Australia","Accessories","Tires and Tubes","ML Road Tire","FY2019","Sales Amount - Order Quantity","119.95"
"Australia","Accessories","Tires and Tubes","ML Road Tire","FY2019","(Sales Amount - Order Quantity)%","23.99"
"Australia","Accessories","Tires and Tubes","ML Road Tire","FY2020","Order Quantity","280"
"Australia","Accessories","Tires and Tubes","ML Road Tire","FY2020","Sales Amount","6997.2"
"Australia","Accessories","Tires and Tubes","ML Road Tire","FY2020","Sales Amount - Order Quantity","6717.2"
"Australia","Accessories","Tires and Tubes","ML Road Tire","FY2020","(Sales Amount - Order Quantity)%","23.99"
"Australia","Accessories","Tires and Tubes","HL Mountain Tire","FY2019","Order Quantity","10"
"Australia","Accessories","Tires and Tubes","HL Mountain Tire","FY2019","Sales Amount","350"
"Australia","Accessories","Tires and Tubes","HL Mountain Tire","FY2019","Sales Amount - Order Quantity","340"
"Australia","Accessories","Tires and Tubes","HL Mountain Tire","FY2019","(Sales Amount - Order Quantity)%","34"
"Australia","Accessories","Tires and Tubes","HL Mountain Tire","FY2020","Order Quantity","230"
"Australia","Accessories","Tires and Tubes","HL Mountain Tire","FY2020","Sales Amount","8050"
"Australia","Accessories","Tires and Tubes","HL Mountain Tire","FY2020","Sales Amount - Order Quantity","7820"
"Australia","Accessories","Tires and Tubes","HL Mountain Tire","FY2020","(Sales Amount - Order Quantity)%","34"
"Australia","Accessories","Helmets","Sport-100","FY2019","Order Quantity","32"
"Australia","Accessories","Helmets","Sport-100","FY2019","Sales Amount","1119.68"
"Australia","Accessories","Helmets","Sport-100","FY2019","Sales Amount - Order Quantity","1087.68"
"Australia","Accessories","Helmets","Sport-100","FY2019","(Sales Amount - Order Quantity)%","33.99"
"Australia","Accessories","Helmets","Sport-100","FY2020","Order Quantity","1581"
"Australia","Accessories","Helmets","Sport-100","FY2020","Sales Amount","50728.502"
"Australia","Accessories","Helmets","Sport-100","FY2020","Sales Amount - Order Quantity","49147.502"
"Australia","Accessories","Helmets","Sport-100","FY2020","(Sales Amount - Order Quantity)%","31.086339025932954"
"Australia","Components","Road Frames","ML Road Frame-W","FY2019","Order Quantity",
"Australia","Components","Road Frames","ML Road Frame-W","FY2019","Sales Amount",
"Australia","Components","Road Frames","ML Road Frame-W","FY2019","Sales Amount - Order Quantity",
"Australia","Components","Road Frames","ML Road Frame-W","FY2019","(Sales Amount - Order Quantity)%",
"Australia","Components","Road Frames","ML Road Frame-W","FY2020","Order Quantity","1"
"Australia","Components","Road Frames","ML Road Frame-W","FY2020","Sales Amount","356.898"
"Australia","Components","Road Frames","ML Road Frame-W","FY2020","Sales Amount - Order Quantity","355.898"
"Australia","Components","Road Frames","ML Road Frame-W","FY2020","(Sales Amount - Order Quantity)%","355.898"
"Australia","Components","Chains","Chain","FY2019","Order Quantity",
"Australia","Components","Chains","Chain","FY2019","Sales Amount",
"Australia","Components","Chains","Chain","FY2019","Sales Amount - Order Quantity",
"Australia","Components","Chains","Chain","FY2019","(Sales Amount - Order Quantity)%",
"Australia","Components","Chains","Chain","FY2020","Order Quantity","70"
"Australia","Components","Chains","Chain","FY2020","Sales Amount","850.08"
"Australia","Components","Chains","Chain","FY2020","Sales Amount - Order Quantity","780.08"
"Australia","Components","Chains","Chain","FY2020","(Sales Amount - Order Quantity)%","11.144"
"Australia","Components","Pedals","ML Mountain Pedal","FY2019","Order Quantity",
"Australia","Components","Pedals","ML Mountain Pedal","FY2019","Sales Amount",
"Australia","Components","Pedals","ML Mountain Pedal","FY2019","Sales Amount - Order Quantity",
"Australia","Components","Pedals","ML Mountain Pedal","FY2019","(Sales Amount - Order Quantity)%",
"Australia","Components","Pedals","ML Mountain Pedal","FY2020","Order Quantity","2"
"Australia","Components","Pedals","ML Mountain Pedal","FY2020","Sales Amount","74.508"
"Australia","Components","Pedals","ML Mountain Pedal","FY2020","Sales Amount - Order Quantity","72.508"
"Australia","Components","Pedals","ML Mountain Pedal","FY2020","(Sales Amount - Order Quantity)%","36.254"
"Australia","Components","Pedals","LL Mountain Pedal","FY2019","Order Quantity",
"Australia","Components","Pedals","LL Mountain Pedal","FY2019","Sales Amount",
"Australia","Components","Pedals","LL Mountain Pedal","FY2019","Sales Amount - Order Quantity",
"Australia","Components","Pedals","LL Mountain Pedal","FY2019","(Sales Amount - Order Quantity)%",
"Australia","Components","Pedals","LL Mountain Pedal","FY2020","Order Quantity","7"
"Australia","Components","Pedals","LL Mountain Pedal","FY2020","Sales Amount","170.058"
