Orders.State,Orders.Category,Orders.Sub-Category,Orders.Segment,Orders.Order Date.Variation.Date Hierarchy.Quarter,Sum(Orders.Profit),Sum(Orders.Discount),Sum(Orders.Quantity),Sum(Orders.Sales)
Illinois,Office Supplies,Labels,Consumer,Qtr 2,5.1792,0.2,4,15.936000000000002
Indiana,Office Supplies,Labels,Consumer,Qtr 2,41.03399999999999,0,9,87.57
Kentucky,Office Supplies,Labels,Consumer,Qtr 2,,,,
Michigan,Office Supplies,Labels,Consumer,Qtr 2,13.2986,0,7,28.91
New Jersey,Office Supplies,Labels,Consumer,Qtr 2,10.174499999999998,0,5,20.89
New York,Office Supplies,Labels,Consumer,Qtr 2,160.21689999999998,0,41,336.47999999999996
North Carolina,Office Supplies,Labels,Consumer,Qtr 2,39.68900000000001,0.2,5,122.12000000000002
Ohio,Office Supplies,Labels,Consumer,Qtr 2,5.856599999999999,0.6000000000000001,6,16.944
Pennsylvania,Office Supplies,Labels,Consumer,Qtr 2,15.739199999999999,0.4,14,47.52
Tennessee,Office Supplies,Labels,Consumer,Qtr 2,1.2948,0.2,1,3.9840000000000004
Texas,Office Supplies,Labels,Consumer,Qtr 2,7.7296,0.6000000000000001,8,22.864
Virginia,Office Supplies,Labels,Consumer,Qtr 2,,,,
Washington,Office Supplies,Labels,Consumer,Qtr 2,33.44049999999999,0,11,71.15
Wisconsin,Office Supplies,Labels,Consumer,Qtr 2,,,,
Arizona,Office Supplies,Labels,Consumer,Qtr 3,1.764,0.2,2,5.04
California,Office Supplies,Labels,Consumer,Qtr 3,203.19919999999996,0,54,424.38
Colorado,Office Supplies,Labels,Consumer,Qtr 3,3.9473999999999996,0.2,2,11.696
Florida,Office Supplies,Labels,Consumer,Qtr 3,94.04610000000001,0.8,8,260.112
Georgia,Office Supplies,Labels,Consumer,Qtr 3,80.79189999999998,0,16,171.52999999999997
Illinois,Office Supplies,Labels,Consumer,Qtr 3,15.0897,0.6000000000000001,11,44.488
Indiana,Office Supplies,Labels,Consumer,Qtr 3,66.60000000000001,0,9,133.20000000000002
Kentucky,Office Supplies,Labels,Consumer,Qtr 3,144.5157,0,3,294.93
Michigan,Office Supplies,Labels,Consumer,Qtr 3,65.98400000000001,0,16,133.15
New Jersey,Office Supplies,Labels,Consumer,Qtr 3,,,,
New York,Office Supplies,Labels,Consumer,Qtr 3,121.83009999999999,0,32,258.02
North Carolina,Office Supplies,Labels,Consumer,Qtr 3,2.0358,0.2,3,6.264
Ohio,Office Supplies,Labels,Consumer,Qtr 3,21.7902,0.8,15,65.56800000000001
Pennsylvania,Office Supplies,Labels,Consumer,Qtr 3,44.773299999999985,0.6000000000000001,16,132.78400000000002
Tennessee,Office Supplies,Labels,Consumer,Qtr 3,,,,
Texas,Office Supplies,Labels,Consumer,Qtr 3,,,,
Virginia,Office Supplies,Labels,Consumer,Qtr 3,63.5782,0,9,128.66
Washington,Office Supplies,Labels,Consumer,Qtr 3,435.2704,0,20,892.6400000000001
Wisconsin,Office Supplies,Labels,Consumer,Qtr 3,,,,
Arizona,Office Supplies,Labels,Consumer,Qtr 4,,,,
California,Office Supplies,Labels,Consumer,Qtr 4,207.08200000000002,0,65,433.69
Colorado,Office Supplies,Labels,Consumer,Qtr 4,,,,
Florida,Office Supplies,Labels,Consumer,Qtr 4,,,,
Georgia,Office Supplies,Labels,Consumer,Qtr 4,,,,
Illinois,Office Supplies,Labels,Consumer,Qtr 4,10.6188,0.4,11,31.344
Indiana,Office Supplies,Labels,Consumer,Qtr 4,1.7343,0,1,3.69
Kentucky,Office Supplies,Labels,Consumer,Qtr 4,3.850199999999999,0,3,8.37
Michigan,Office Supplies,Labels,Consumer,Qtr 4,,,,
New Jersey,Office Supplies,Labels,Consumer,Qtr 4,,,,
New York,Office Supplies,Labels,Consumer,Qtr 4,130.0439,0,40,272.77
North Carolina,Office Supplies,Labels,Consumer,Qtr 4,,,,
Ohio,Office Supplies,Labels,Consumer,Qtr 4,1.9926,0.2,2,5.904
Pennsylvania,Office Supplies,Labels,Consumer,Qtr 4,14.4303,0.8,14,42.648
Tennessee,Office Supplies,Labels,Consumer,Qtr 4,5.0656,0.4,6,14.144
Texas,Office Supplies,Labels,Consumer,Qtr 4,10.236399999999998,0.8,9,29.296000000000003
Virginia,Office Supplies,Labels,Consumer,Qtr 4,96.3438,0,2,196.62
Washington,Office Supplies,Labels,Consumer,Qtr 4,38.6626,0,13,81.5
Wisconsin,Office Supplies,Labels,Consumer,Qtr 4,28.087600000000002,0,2,61.06
Arizona,Office Supplies,Labels,Corporate,Qtr 1,,,,
California,Office Supplies,Labels,Corporate,Qtr 1,9.247,0,5,19.060000000000002
Colorado,Office Supplies,Labels,Corporate,Qtr 1,,,,
Florida,Office Supplies,Labels,Corporate,Qtr 1,7.513199999999999,0.4,8,21.887999999999998
Georgia,Office Supplies,Labels,Corporate,Qtr 1,14.7478,0,4,30.52
Illinois,Office Supplies,Labels,Corporate,Qtr 1,,,,
Indiana,Office Supplies,Labels,Corporate,Qtr 1,,,,
Kentucky,Office Supplies,Labels,Corporate,Qtr 1,,,,
Michigan,Office Supplies,Labels,Corporate,Qtr 1,,,,
New Jersey,Office Supplies,Labels,Corporate,Qtr 1,,,,
New York,Office Supplies,Labels,Corporate,Qtr 1,14.0109,0,5,29.369999999999997
North Carolina,Office Supplies,Labels,Corporate,Qtr 1,,,,
Ohio,Office Supplies,Labels,Corporate,Qtr 1,13.793999999999997,0.4,5,38.800000000000004
Pennsylvania,Office Supplies,Labels,Corporate,Qtr 1,,,,
Tennessee,Office Supplies,Labels,Corporate,Qtr 1,,,,
Texas,Office Supplies,Labels,Corporate,Qtr 1,13.532399999999996,0.2,4,40.096000000000004
Virginia,Office Supplies,Labels,Corporate,Qtr 1,15.182299999999998,0,10,32.29
Washington,Office Supplies,Labels,Corporate,Qtr 1,22.200000000000003,0,3,44.400000000000006
Wisconsin,Office Supplies,Labels,Corporate,Qtr 1,,,,
Arizona,Office Supplies,Labels,Corporate,Qtr 2,1.9926,0.2,2,5.904
California,Office Supplies,Labels,Corporate,Qtr 2,6.8713999999999995,0,2,14.62
Colorado,Office Supplies,Labels,Corporate,Qtr 2,,,,
Florida,Office Supplies,Labels,Corporate,Qtr 2,9.8676,0.6000000000000001,12,29.136000000000003
Georgia,Office Supplies,Labels,Corporate,Qtr 2,,,,
Illinois,Office Supplies,Labels,Corporate,Qtr 2,1.9926,0.2,2,5.904
Indiana,Office Supplies,Labels,Corporate,Qtr 2,,,,
Kentucky,Office Supplies,Labels,Corporate,Qtr 2,14.034999999999998,0,8,30.099999999999998
Michigan,Office Supplies,Labels,Corporate,Qtr 2,240.8595,0,5,491.55
New Jersey,Office Supplies,Labels,Corporate,Qtr 2,,,,
New York,Office Supplies,Labels,Corporate,Qtr 2,9.936,0,2,20.7
North Carolina,Office Supplies,Labels,Corporate,Qtr 2,,,,
Ohio,Office Supplies,Labels,Corporate,Qtr 2,2.5056000000000003,0.2,3,6.911999999999999
Pennsylvania,Office Supplies,Labels,Corporate,Qtr 2,,,,
Tennessee,Office Supplies,Labels,Corporate,Qtr 2,,,,
Texas,Office Supplies,Labels,Corporate,Qtr 2,20.2765,0.6000000000000001,11,57.688
Virginia,Office Supplies,Labels,Corporate,Qtr 2,29.808,0,6,62.099999999999994
Washington,Office Supplies,Labels,Corporate,Qtr 2,,,,
Wisconsin,Office Supplies,Labels,Corporate,Qtr 2,,,,
Arizona,Office Supplies,Labels,Corporate,Qtr 3,,,,
California,Office Supplies,Labels,Corporate,Qtr 3,46.302499999999995,0,18,98.65
Colorado,Office Supplies,Labels,Corporate,Qtr 3,2.0358,0.2,3,6.264
Florida,Office Supplies,Labels,Corporate,Qtr 3,5.0112000000000005,0.4,6,13.823999999999998
Georgia,Office Supplies,Labels,Corporate,Qtr 3,,,,
Illinois,Office Supplies,Labels,Corporate,Qtr 3,24.311999999999998,0.4,8,67.52000000000001
Indiana,Office Supplies,Labels,Corporate,Qtr 3,,,,
Kentucky,Office Supplies,Labels,Corporate,Qtr 3,,,,
Michigan,Office Supplies,Labels,Corporate,Qtr 3,,,,
New Jersey,Office Supplies,Labels,Corporate,Qtr 3,7.056,0,5,14.399999999999999
New York,Office Supplies,Labels,Corporate,Qtr 3,28.944,0,10,60.3
North Carolina,Office Supplies,Labels,Corporate,Qtr 3,10.192799999999998,0.4,6,29.328000000000003
Ohio,Office Supplies,Labels,Corporate,Qtr 3,,,,
Pennsylvania,Office Supplies,Labels,Corporate,Qtr 3,36.0924,0.8,25,109.584
Tennessee,Office Supplies,Labels,Corporate,Qtr 3,,,,
Texas,Office Supplies,Labels,Corporate,Qtr 3,29.680200000000003,1,18,83.28800000000001
Virginia,Office Supplies,Labels,Corporate,Qtr 3,11.778199999999998,0,2,25.06
Washington,Office Supplies,Labels,Corporate,Qtr 3,5.795999999999999,0,2,12.6
Wisconsin,Office Supplies,Labels,Corporate,Qtr 3,,,,
Arizona,Office Supplies,Labels,Corporate,Qtr 4,5.368999999999998,0.2,5,16.520000000000003
California,Office Supplies,Labels,Corporate,Qtr 4,513.3424,0,69,1106.13
Colorado,Office Supplies,Labels,Corporate,Qtr 4,,,,
Florida,Office Supplies,Labels,Corporate,Qtr 4,,,,
Georgia,Office Supplies,Labels,Corporate,Qtr 4,5.6994,0,3,12.39
Illinois,Office Supplies,Labels,Corporate,Qtr 4,3.8843999999999994,0.2,3,11.952000000000002
Indiana,Office Supplies,Labels,Corporate,Qtr 4,,,,
Kentucky,Office Supplies,Labels,Corporate,Qtr 4,,,,
Michigan,Office Supplies,Labels,Corporate,Qtr 4,97.5444,0,3,199.23000000000002
New Jersey,Office Supplies,Labels,Corporate,Qtr 4,,,,
New York,Office Supplies,Labels,Corporate,Qtr 4,30.496799999999997,0,15,65.36000000000001
North Carolina,Office Supplies,Labels,Corporate,Qtr 4,17.175599999999996,0.4,13,52.848000000000006
Ohio,Office Supplies,Labels,Corporate,Qtr 4,,,,
Pennsylvania,Office Supplies,Labels,Corporate,Qtr 4,8.694,0.2,3,24.839999999999996
Tennessee,Office Supplies,Labels,Corporate,Qtr 4,5.990399999999998,0.2,8,18.432
Texas,Office Supplies,Labels,Corporate,Qtr 4,21.563999999999997,0.8,14,65.48
Virginia,Office Supplies,Labels,Corporate,Qtr 4,,,,
Washington,Office Supplies,Labels,Corporate,Qtr 4,,,,
Wisconsin,Office Supplies,Labels,Corporate,Qtr 4,3.4686,0,2,7.38
Arizona,Office Supplies,Labels,Home Office,Qtr 1,,,,
California,Office Supplies,Labels,Home Office,Qtr 1,5.6448,0,4,11.52
Colorado,Office Supplies,Labels,Home Office,Qtr 1,,,,
Florida,Office Supplies,Labels,Home Office,Qtr 1,,,,
Georgia,Office Supplies,Labels,Home Office,Qtr 1,,,,
Illinois,Office Supplies,Labels,Home Office,Qtr 1,4.271699999999999,0.2,3,11.784
Indiana,Office Supplies,Labels,Home Office,Qtr 1,,,,
Kentucky,Office Supplies,Labels,Home Office,Qtr 1,,,,
Michigan,Office Supplies,Labels,Home Office,Qtr 1,,,,
New Jersey,Office Supplies,Labels,Home Office,Qtr 1,,,,
New York,Office Supplies,Labels,Home Office,Qtr 1,13.2986,0,7,28.91
North Carolina,Office Supplies,Labels,Home Office,Qtr 1,,,,
Ohio,Office Supplies,Labels,Home Office,Qtr 1,,,,
Pennsylvania,Office Supplies,Labels,Home Office,Qtr 1,,,,
Tennessee,Office Supplies,Labels,Home Office,Qtr 1,1.6704,0.2,2,4.608
Texas,Office Supplies,Labels,Home Office,Qtr 1,3.2033000000000005,0.4,4,9.400000000000002
Virginia,Office Supplies,Labels,Home Office,Qtr 1,,,,
Washington,Office Supplies,Labels,Home Office,Qtr 1,,,,
Wisconsin,Office Supplies,Labels,Home Office,Qtr 1,,,,
Arizona,Office Supplies,Labels,Home Office,Qtr 2,,,,
California,Office Supplies,Labels,Home Office,Qtr 2,70.45419999999999,0,27,147.41
Colorado,Office Supplies,Labels,Home Office,Qtr 2,,,,
Florida,Office Supplies,Labels,Home Office,Qtr 2,5.554799999999999,0.4,5,16.560000000000002
Georgia,Office Supplies,Labels,Home Office,Qtr 2,,,,
Illinois,Office Supplies,Labels,Home Office,Qtr 2,,,,
Indiana,Office Supplies,Labels,Home Office,Qtr 2,,,,
Kentucky,Office Supplies,Labels,Home Office,Qtr 2,,,,
Michigan,Office Supplies,Labels,Home Office,Qtr 2,,,,
New Jersey,Office Supplies,Labels,Home Office,Qtr 2,,,,
New York,Office Supplies,Labels,Home Office,Qtr 2,9.0454,0,5,18.46
North Carolina,Office Supplies,Labels,Home Office,Qtr 2,,,,
Ohio,Office Supplies,Labels,Home Office,Qtr 2,,,,
Pennsylvania,Office Supplies,Labels,Home Office,Qtr 2,54.149800000000006,0.8,13,158.52
Tennessee,Office Supplies,Labels,Home Office,Qtr 2,1.0499999999999998,0.2,1,3
Texas,Office Supplies,Labels,Home Office,Qtr 2,33.83099999999999,0.2,10,100.24000000000001
Virginia,Office Supplies,Labels,Home Office,Qtr 2,,,,
Washington,Office Supplies,Labels,Home Office,Qtr 2,19.2472,0,8,39.28
Wisconsin,Office Supplies,Labels,Home Office,Qtr 2,10.348799999999999,0,7,21.560000000000002
Arizona,Office Supplies,Labels,Home Office,Qtr 3,,,,
California,Office Supplies,Labels,Home Office,Qtr 3,11.015999999999998,0,9,23.759999999999998
Colorado,Office Supplies,Labels,Home Office,Qtr 3,,,,
Florida,Office Supplies,Labels,Home Office,Qtr 3,0.9963,0.2,1,2.952
Georgia,Office Supplies,Labels,Home Office,Qtr 3,7.5600000000000005,0,5,15.75
Illinois,Office Supplies,Labels,Home Office,Qtr 3,,,,
Indiana,Office Supplies,Labels,Home Office,Qtr 3,,,,
Kentucky,Office Supplies,Labels,Home Office,Qtr 3,,,,
Michigan,Office Supplies,Labels,Home Office,Qtr 3,13.3056,0,9,27.72
New Jersey,Office Supplies,Labels,Home Office,Qtr 3,14.904,0,3,31.049999999999997
New York,Office Supplies,Labels,Home Office,Qtr 3,14.043800000000001,0,1,30.53
North Carolina,Office Supplies,Labels,Home Office,Qtr 3,3.3408,0.2,4,9.216
Ohio,Office Supplies,Labels,Home Office,Qtr 3,,,,
Pennsylvania,Office Supplies,Labels,Home Office,Qtr 3,15.667699999999996,0.6000000000000001,16,47.40800000000001
Tennessee,Office Supplies,Labels,Home Office,Qtr 3,4.199999999999999,0.2,4,12
Texas,Office Supplies,Labels,Home Office,Qtr 3,2.5896,0.2,2,7.968000000000001
Virginia,Office Supplies,Labels,Home Office,Qtr 3,6.7116,0,3,13.95
Washington,Office Supplies,Labels,Home Office,Qtr 3,5.9136,0,4,12.32
Wisconsin,Office Supplies,Labels,Home Office,Qtr 3,29.259299999999996,0,7,62.78999999999999
Arizona,Office Supplies,Labels,Home Office,Qtr 4,,,,
California,Office Supplies,Labels,Home Office,Qtr 4,80.2124,0,24,165.08
Colorado,Office Supplies,Labels,Home Office,Qtr 4,,,,
Florida,Office Supplies,Labels,Home Office,Qtr 4,3.9473999999999996,0.2,2,11.696
Georgia,Office Supplies,Labels,Home Office,Qtr 4,,,,
Illinois,Office Supplies,Labels,Home Office,Qtr 4,7.9378,0.2,1,24.424000000000003
Indiana,Office Supplies,Labels,Home Office,Qtr 4,24.84,0,5,51.75
Kentucky,Office Supplies,Labels,Home Office,Qtr 4,14.399999999999999,0,8,30
Michigan,Office Supplies,Labels,Home Office,Qtr 4,,,,
New Jersey,Office Supplies,Labels,Home Office,Qtr 4,,,,
New York,Office Supplies,Labels,Home Office,Qtr 4,22.3376,0,9,46.8
North Carolina,Office Supplies,Labels,Home Office,Qtr 4,,,,
Ohio,Office Supplies,Labels,Home Office,Qtr 4,9.5832,0.4,12,27.712000000000003
Pennsylvania,Office Supplies,Labels,Home Office,Qtr 4,1.7247999999999997,0.2,2,4.928000000000001
Tennessee,Office Supplies,Labels,Home Office,Qtr 4,,,,
Texas,Office Supplies,Labels,Home Office,Qtr 4,53.93419999999999,0.8,12,156.35200000000003
Virginia,Office Supplies,Labels,Home Office,Qtr 4,,,,
Washington,Office Supplies,Labels,Home Office,Qtr 4,,,,
Wisconsin,Office Supplies,Labels,Home Office,Qtr 4,,,,
Arizona,Office Supplies,Paper,Consumer,Qtr 1,19.6224,0.2,4,56.064
California,Office Supplies,Paper,Consumer,Qtr 1,374.2970000000001,0,65,801.0300000000001
Colorado,Office Supplies,Paper,Consumer,Qtr 1,,,,
Florida,Office Supplies,Paper,Consumer,Qtr 1,93.06119999999999,0.6000000000000001,9,261.696
Georgia,Office Supplies,Paper,Consumer,Qtr 1,,,,
Illinois,Office Supplies,Paper,Consumer,Qtr 1,,,,
Indiana,Office Supplies,Paper,Consumer,Qtr 1,135.9842,0,6,283.17999999999995
Kentucky,Office Supplies,Paper,Consumer,Qtr 1,74.1989,0,8,157.87
Michigan,Office Supplies,Paper,Consumer,Qtr 1,40.725899999999996,0,11,89.00999999999999
New Jersey,Office Supplies,Paper,Consumer,Qtr 1,,,,
New York,Office Supplies,Paper,Consumer,Qtr 1,246.81080000000003,0,56,527.26
North Carolina,Office Supplies,Paper,Consumer,Qtr 1,128.49159999999998,0.4,16,385.024
Ohio,Office Supplies,Paper,Consumer,Qtr 1,23.715999999999998,0.4,9,67.76
Pennsylvania,Office Supplies,Paper,Consumer,Qtr 1,26.70479999999999,0.8,14,82.512
Tennessee,Office Supplies,Paper,Consumer,Qtr 1,18.2682,0.4,9,52.78400000000001
Texas,Office Supplies,Paper,Consumer,Qtr 1,231.13239999999996,2.8000000000000003,50,638.4639999999999
Virginia,Office Supplies,Paper,Consumer,Qtr 1,8.1144,0,4,17.64
Washington,Office Supplies,Paper,Consumer,Qtr 1,15.84,0,5,33
Wisconsin,Office Supplies,Paper,Consumer,Qtr 1,,,,
Arizona,Office Supplies,Paper,Consumer,Qtr 2,43.9828,0.8,15,134.88
California,Office Supplies,Paper,Consumer,Qtr 2,791.0729000000001,0,120,1653.7100000000005
Colorado,Office Supplies,Paper,Consumer,Qtr 2,,,,
Florida,Office Supplies,Paper,Consumer,Qtr 2,119.62679999999999,0.8,10,339.576
Georgia,Office Supplies,Paper,Consumer,Qtr 2,239.67449999999997,0,14,498.40999999999997
Illinois,Office Supplies,Paper,Consumer,Qtr 2,106.17139999999999,1.5999999999999999,30,304.016
Indiana,Office Supplies,Paper,Consumer,Qtr 2,19.542,0,6,40.38000000000001
Kentucky,Office Supplies,Paper,Consumer,Qtr 2,73.1994,0,10,158.8
Michigan,Office Supplies,Paper,Consumer,Qtr 2,6.2208000000000006,0,2,12.96
New Jersey,Office Supplies,Paper,Consumer,Qtr 2,27.881999999999998,0,2,61.96
New York,Office Supplies,Paper,Consumer,Qtr 2,258.569,0,58,554.57
North Carolina,Office Supplies,Paper,Consumer,Qtr 2,139.55499999999998,0.8,17,399.536
Ohio,Office Supplies,Paper,Consumer,Qtr 2,130.09060000000002,2.4,41,368.48
Pennsylvania,Office Supplies,Paper,Consumer,Qtr 2,160.73399999999998,1.2,26,456.09599999999995
Tennessee,Office Supplies,Paper,Consumer,Qtr 2,49.075599999999994,0.4,12,149.008
Texas,Office Supplies,Paper,Consumer,Qtr 2,334.62539999999996,4.400000000000001,77,993.3760000000002
Virginia,Office Supplies,Paper,Consumer,Qtr 2,148.253,0,29,311.17999999999995
Washington,Office Supplies,Paper,Consumer,Qtr 2,72.02359999999999,0,20,152.14000000000001
Wisconsin,Office Supplies,Paper,Consumer,Qtr 2,,,,
Arizona,Office Supplies,Paper,Consumer,Qtr 3,132.67039999999997,1,23,390.272
California,Office Supplies,Paper,Consumer,Qtr 3,1150.303,0,171,2436.4200000000005
Colorado,Office Supplies,Paper,Consumer,Qtr 3,93.73109999999998,1,22,291.86400000000003
Florida,Office Supplies,Paper,Consumer,Qtr 3,167.195,1.9999999999999998,32,491.432
Georgia,Office Supplies,Paper,Consumer,Qtr 3,339.2121,0,31,698.1700000000001
Illinois,Office Supplies,Paper,Consumer,Qtr 3,58.46320000000001,1.7999999999999998,40,173.056
Indiana,Office Supplies,Paper,Consumer,Qtr 3,74.00139999999999,0,13,160.1
Kentucky,Office Supplies,Paper,Consumer,Qtr 3,,,,
Michigan,Office Supplies,Paper,Consumer,Qtr 3,88.7182,0,21,189.93
New Jersey,Office Supplies,Paper,Consumer,Qtr 3,,,,
New York,Office Supplies,Paper,Consumer,Qtr 3,513.7661,0,83,1071.3100000000002
North Carolina,Office Supplies,Paper,Consumer,Qtr 3,188.43709999999996,1.2,28,532.1200000000001
Ohio,Office Supplies,Paper,Consumer,Qtr 3,19.539799999999996,1,12,58.92800000000001
Pennsylvania,Office Supplies,Paper,Consumer,Qtr 3,45.06439999999999,1.7999999999999998,28,131.39200000000005
Tennessee,Office Supplies,Paper,Consumer,Qtr 3,142.66869999999997,1.5999999999999999,23,403.672
Texas,Office Supplies,Paper,Consumer,Qtr 3,224.30999999999997,2.4,43,643.8480000000001
Virginia,Office Supplies,Paper,Consumer,Qtr 3,87.0378,0,10,190.10000000000002
Washington,Office Supplies,Paper,Consumer,Qtr 3,289.11490000000003,0,53,602.28
Wisconsin,Office Supplies,Paper,Consumer,Qtr 3,,,,
Arizona,Office Supplies,Paper,Consumer,Qtr 4,186.17619999999994,1,27,554.792
California,Office Supplies,Paper,Consumer,Qtr 4,1424.959,0,223,2999.580000000001
Colorado,Office Supplies,Paper,Consumer,Qtr 4,85.7426,1,14,247.648
Florida,Office Supplies,Paper,Consumer,Qtr 4,100.6944,1.9999999999999998,32,286.88
Georgia,Office Supplies,Paper,Consumer,Qtr 4,82.8167,0,24,172.87
Illinois,Office Supplies,Paper,Consumer,Qtr 4,316.67179999999996,1.9999999999999998,47,938.912
Indiana,Office Supplies,Paper,Consumer,Qtr 4,107.70689999999999,0,19,232.2
Kentucky,Office Supplies,Paper,Consumer,Qtr 4,,,,
Michigan,Office Supplies,Paper,Consumer,Qtr 4,42.9374,0,15,90.74000000000001
New Jersey,Office Supplies,Paper,Consumer,Qtr 4,264.8447,0,16,547.49
New York,Office Supplies,Paper,Consumer,Qtr 4,916.8631999999999,0,128,1935.5799999999997
North Carolina,Office Supplies,Paper,Consumer,Qtr 4,227.37699999999995,1.7999999999999998,34,646.304
Ohio,Office Supplies,Paper,Consumer,Qtr 4,92.73399999999998,1.4,32,279.4720000000001
Pennsylvania,Office Supplies,Paper,Consumer,Qtr 4,43.8794,1.4,19,129.56800000000004
Tennessee,Office Supplies,Paper,Consumer,Qtr 4,87.26599999999999,1.4,27,259.64
Texas,Office Supplies,Paper,Consumer,Qtr 4,502.8275,4.800000000000002,106,1468.9280000000003
Virginia,Office Supplies,Paper,Consumer,Qtr 4,64.0912,0,9,137.92000000000002
Washington,Office Supplies,Paper,Consumer,Qtr 4,418.6967999999999,0,51,900.2199999999999
Wisconsin,Office Supplies,Paper,Consumer,Qtr 4,104.60999999999999,0,8,223.16
Arizona,Office Supplies,Paper,Corporate,Qtr 1,23.234999999999992,0.2,3,74.352
California,Office Supplies,Paper,Corporate,Qtr 1,329.7228,0,44,702.0799999999999
Colorado,Office Supplies,Paper,Corporate,Qtr 1,9.249999999999996,0.2,5,29.600000000000005
Florida,Office Supplies,Paper,Corporate,Qtr 1,23.234999999999992,0.2,3,74.352
Georgia,Office Supplies,Paper,Corporate,Qtr 1,,,,
Illinois,Office Supplies,Paper,Corporate,Qtr 1,63.16319999999999,0.6000000000000001,10,185.216
Indiana,Office Supplies,Paper,Corporate,Qtr 1,10.3408,0,1,22.48
Kentucky,Office Supplies,Paper,Corporate,Qtr 1,7.021800000000001,0,3,14.940000000000001
Michigan,Office Supplies,Paper,Corporate,Qtr 1,,,,
New Jersey,Office Supplies,Paper,Corporate,Qtr 1,8.28,0,5,18
New York,Office Supplies,Paper,Corporate,Qtr 1,216.9972,0,21,449.2
North Carolina,Office Supplies,Paper,Corporate,Qtr 1,,,,
Ohio,Office Supplies,Paper,Corporate,Qtr 1,29.363999999999997,0.2,2,78.304
Pennsylvania,Office Supplies,Paper,Corporate,Qtr 1,94.86629999999997,0.8,17,295.20799999999997
Tennessee,Office Supplies,Paper,Corporate,Qtr 1,,,,
Texas,Office Supplies,Paper,Corporate,Qtr 1,78.0343,0.8,15,225.88000000000002
Virginia,Office Supplies,Paper,Corporate,Qtr 1,80.06070000000001,0,10,165.83
Washington,Office Supplies,Paper,Corporate,Qtr 1,116.208,0,7,242.1
Wisconsin,Office Supplies,Paper,Corporate,Qtr 1,24.883200000000002,0,8,51.84
Arizona,Office Supplies,Paper,Corporate,Qtr 2,12.333599999999997,0.4,6,34.56
California,Office Supplies,Paper,Corporate,Qtr 2,331.01239999999996,0,55,716.23
Colorado,Office Supplies,Paper,Corporate,Qtr 2,11.8871,0.2,1,32.792
Florida,Office Supplies,Paper,Corporate,Qtr 2,104.99399999999999,1,40,329.76000000000005
Georgia,Office Supplies,Paper,Corporate,Qtr 2,9.3312,0,3,19.44
Illinois,Office Supplies,Paper,Corporate,Qtr 2,87.81279999999998,1,25,271.46400000000006
Indiana,Office Supplies,Paper,Corporate,Qtr 2,7.320600000000001,0,3,14.940000000000001
Kentucky,Office Supplies,Paper,Corporate,Qtr 2,21.772800000000004,0,7,45.36
Michigan,Office Supplies,Paper,Corporate,Qtr 2,220.16159999999996,0,6,458.66999999999996
New Jersey,Office Supplies,Paper,Corporate,Qtr 2,152.86319999999998,0,7,312.74
New York,Office Supplies,Paper,Corporate,Qtr 2,123.71979999999999,0,15,264.74
North Carolina,Office Supplies,Paper,Corporate,Qtr 2,14.791799999999995,0.4,8,46.512000000000015
Ohio,Office Supplies,Paper,Corporate,Qtr 2,12.342200000000002,0.6000000000000001,7,34.76800000000001
Pennsylvania,Office Supplies,Paper,Corporate,Qtr 2,25.9142,0.4,4,72.432
Tennessee,Office Supplies,Paper,Corporate,Qtr 2,52.261599999999994,0.8,19,154.336
Texas,Office Supplies,Paper,Corporate,Qtr 2,161.75059999999996,2.6,59,462.648
Virginia,Office Supplies,Paper,Corporate,Qtr 2,29.136199999999995,0,6,62.019999999999996
Washington,Office Supplies,Paper,Corporate,Qtr 2,232.47929999999997,0,16,495.0899999999999
Wisconsin,Office Supplies,Paper,Corporate,Qtr 2,,,,
Arizona,Office Supplies,Paper,Corporate,Qtr 3,70.87919999999998,0.8,11,200.456
California,Office Supplies,Paper,Corporate,Qtr 3,685.6888999999999,0,81,1421.8600000000001
Colorado,Office Supplies,Paper,Corporate,Qtr 3,65.026,0.4,6,185.504
Florida,Office Supplies,Paper,Corporate,Qtr 3,25.7556,0.8,9,72.48
Georgia,Office Supplies,Paper,Corporate,Qtr 3,170.50329999999997,0,22,360.31
Illinois,Office Supplies,Paper,Corporate,Qtr 3,68.14399999999998,1,22,212.8
Indiana,Office Supplies,Paper,Corporate,Qtr 3,83.28399999999999,0,5,177.2
Kentucky,Office Supplies,Paper,Corporate,Qtr 3,6.329599999999999,0,2,13.76
Michigan,Office Supplies,Paper,Corporate,Qtr 3,43.9608,0,7,94.44
New Jersey,Office Supplies,Paper,Corporate,Qtr 3,109.91439999999999,0,6,232.67999999999998
New York,Office Supplies,Paper,Corporate,Qtr 3,232.88139999999999,0,35,485.94000000000005
North Carolina,Office Supplies,Paper,Corporate,Qtr 3,94.53899999999997,1.2,19,279.35999999999996
Ohio,Office Supplies,Paper,Corporate,Qtr 3,39.929399999999994,0.4,9,116.01599999999999
Pennsylvania,Office Supplies,Paper,Corporate,Qtr 3,94.94289999999998,1.9999999999999998,33,294.68
Tennessee,Office Supplies,Paper,Corporate,Qtr 3,3.7989999999999995,0.2,1,10.48
Texas,Office Supplies,Paper,Corporate,Qtr 3,322.6824999999999,4.400000000000001,88,933.96
Virginia,Office Supplies,Paper,Corporate,Qtr 3,15.476,0,4,33.08
