Orders.Order Date.Variation.Date Hierarchy.Quarter,Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Category,Orders.Sub-Category,Orders.Region,Orders.Country,Orders.State,Orders.City,Sum(Orders.Profit),Sum(Orders.Sales)
Qtr 4,2016,Office Supplies,Paper,Central,United States,Texas,Carrollton,,
Qtr 1,2017,Office Supplies,Paper,Central,United States,Texas,Carrollton,,
Qtr 2,2017,Office Supplies,Paper,Central,United States,Texas,Carrollton,,
Qtr 3,2017,Office Supplies,Paper,Central,United States,Texas,Carrollton,,
Qtr 4,2017,Office Supplies,Paper,Central,United States,Texas,Carrollton,5.279999999999999,16.896
Qtr 1,2014,Office Supplies,Paper,Central,United States,Texas,Cedar Hill,,
Qtr 2,2014,Office Supplies,Paper,Central,United States,Texas,Cedar Hill,,
Qtr 3,2014,Office Supplies,Paper,Central,United States,Texas,Cedar Hill,,
Qtr 4,2014,Office Supplies,Paper,Central,United States,Texas,Cedar Hill,,
Qtr 1,2015,Office Supplies,Paper,Central,United States,Texas,Cedar Hill,,
Qtr 2,2015,Office Supplies,Paper,Central,United States,Texas,Cedar Hill,,
Qtr 3,2015,Office Supplies,Paper,Central,United States,Texas,Cedar Hill,,
Qtr 4,2015,Office Supplies,Paper,Central,United States,Texas,Cedar Hill,,
Qtr 1,2016,Office Supplies,Paper,Central,United States,Texas,Cedar Hill,,
Qtr 2,2016,Office Supplies,Paper,Central,United States,Texas,Cedar Hill,,
Qtr 3,2016,Office Supplies,Paper,Central,United States,Texas,Cedar Hill,,
Qtr 4,2016,Office Supplies,Paper,Central,United States,Texas,Cedar Hill,,
Qtr 1,2017,Office Supplies,Paper,Central,United States,Texas,Cedar Hill,,
Qtr 2,2017,Office Supplies,Paper,Central,United States,Texas,Cedar Hill,,
Qtr 3,2017,Office Supplies,Paper,Central,United States,Texas,Cedar Hill,40.353599999999986,115.296
Qtr 4,2017,Office Supplies,Paper,Central,United States,Texas,Cedar Hill,,
Qtr 1,2014,Office Supplies,Paper,Central,United States,Texas,College Station,,
Qtr 2,2014,Office Supplies,Paper,Central,United States,Texas,College Station,,
Qtr 3,2014,Office Supplies,Paper,Central,United States,Texas,College Station,,
Qtr 4,2014,Office Supplies,Paper,Central,United States,Texas,College Station,,
Qtr 1,2015,Office Supplies,Paper,Central,United States,Texas,College Station,,
Qtr 2,2015,Office Supplies,Paper,Central,United States,Texas,College Station,,
Qtr 3,2015,Office Supplies,Paper,Central,United States,Texas,College Station,,
Qtr 4,2015,Office Supplies,Paper,Central,United States,Texas,College Station,,
Qtr 1,2016,Office Supplies,Paper,Central,United States,Texas,College Station,,
Qtr 2,2016,Office Supplies,Paper,Central,United States,Texas,College Station,,
Qtr 3,2016,Office Supplies,Paper,Central,United States,Texas,College Station,,
Qtr 4,2016,Office Supplies,Paper,Central,United States,Texas,College Station,,
Qtr 1,2017,Office Supplies,Paper,Central,United States,Texas,College Station,,
Qtr 2,2017,Office Supplies,Paper,Central,United States,Texas,College Station,,
Qtr 3,2017,Office Supplies,Paper,Central,United States,Texas,College Station,,
Qtr 4,2017,Office Supplies,Paper,Central,United States,Texas,College Station,10.393600000000001,28.672000000000004
Qtr 1,2014,Office Supplies,Paper,Central,United States,Texas,Corpus Christi,,
Qtr 2,2014,Office Supplies,Paper,Central,United States,Texas,Corpus Christi,,
Qtr 3,2014,Office Supplies,Paper,Central,United States,Texas,Corpus Christi,2.1399999999999992,6.848000000000001
Qtr 4,2014,Office Supplies,Paper,Central,United States,Texas,Corpus Christi,,
Qtr 1,2015,Office Supplies,Paper,Central,United States,Texas,Corpus Christi,,
Qtr 2,2015,Office Supplies,Paper,Central,United States,Texas,Corpus Christi,,
Qtr 3,2015,Office Supplies,Paper,Central,United States,Texas,Corpus Christi,,
Qtr 4,2015,Office Supplies,Paper,Central,United States,Texas,Corpus Christi,,
Qtr 1,2016,Office Supplies,Paper,Central,United States,Texas,Corpus Christi,,
Qtr 2,2016,Office Supplies,Paper,Central,United States,Texas,Corpus Christi,,
Qtr 3,2016,Office Supplies,Paper,Central,United States,Texas,Corpus Christi,,
Qtr 4,2016,Office Supplies,Paper,Central,United States,Texas,Corpus Christi,,
Qtr 1,2017,Office Supplies,Paper,Central,United States,Texas,Corpus Christi,,
Qtr 2,2017,Office Supplies,Paper,Central,United States,Texas,Corpus Christi,23.234999999999992,74.352
Qtr 3,2017,Office Supplies,Paper,Central,United States,Texas,Corpus Christi,,
Qtr 4,2017,Office Supplies,Paper,Central,United States,Texas,Corpus Christi,,
Qtr 1,2014,Office Supplies,Paper,Central,United States,Texas,Dallas,7.3224,20.736000000000004
Qtr 2,2014,Office Supplies,Paper,Central,United States,Texas,Dallas,1.4442000000000004,3.9840000000000004
Qtr 3,2014,Office Supplies,Paper,Central,United States,Texas,Dallas,8.1138,24.720000000000006
Qtr 4,2014,Office Supplies,Paper,Central,United States,Texas,Dallas,,
Qtr 1,2015,Office Supplies,Paper,Central,United States,Texas,Dallas,,
Qtr 2,2015,Office Supplies,Paper,Central,United States,Texas,Dallas,,
Qtr 3,2015,Office Supplies,Paper,Central,United States,Texas,Dallas,,
Qtr 4,2015,Office Supplies,Paper,Central,United States,Texas,Dallas,1.8703999999999998,5.344
Qtr 1,2016,Office Supplies,Paper,Central,United States,Texas,Dallas,5.4432,15.552000000000003
Qtr 2,2016,Office Supplies,Paper,Central,United States,Texas,Dallas,34.206,92.92800000000001
Qtr 3,2016,Office Supplies,Paper,Central,United States,Texas,Dallas,35.5532,104.024
Qtr 4,2016,Office Supplies,Paper,Central,United States,Texas,Dallas,26.58739999999999,83.60000000000001
Qtr 1,2017,Office Supplies,Paper,Central,United States,Texas,Dallas,11.883999999999997,33.728
Qtr 2,2017,Office Supplies,Paper,Central,United States,Texas,Dallas,28.70639999999999,85.056
Qtr 3,2017,Office Supplies,Paper,Central,United States,Texas,Dallas,16.9128,46.656000000000006
Qtr 4,2017,Office Supplies,Paper,Central,United States,Texas,Dallas,48.4632,133.40800000000002
Qtr 1,2014,Office Supplies,Paper,Central,United States,Texas,Edinburg,,
Qtr 2,2014,Office Supplies,Paper,Central,United States,Texas,Edinburg,,
Qtr 3,2014,Office Supplies,Paper,Central,United States,Texas,Edinburg,,
Qtr 4,2014,Office Supplies,Paper,Central,United States,Texas,Edinburg,,
Qtr 1,2015,Office Supplies,Paper,Central,United States,Texas,Edinburg,,
Qtr 2,2015,Office Supplies,Paper,Central,United States,Texas,Edinburg,,
Qtr 3,2015,Office Supplies,Paper,Central,United States,Texas,Edinburg,,
Qtr 4,2015,Office Supplies,Paper,Central,United States,Texas,Edinburg,,
Qtr 1,2016,Office Supplies,Paper,Central,United States,Texas,Edinburg,,
Qtr 2,2016,Office Supplies,Paper,Central,United States,Texas,Edinburg,,
Qtr 3,2016,Office Supplies,Paper,Central,United States,Texas,Edinburg,30.391999999999996,83.84
Qtr 4,2016,Office Supplies,Paper,Central,United States,Texas,Edinburg,,
Qtr 1,2017,Office Supplies,Paper,Central,United States,Texas,Edinburg,,
Qtr 2,2017,Office Supplies,Paper,Central,United States,Texas,Edinburg,,
Qtr 3,2017,Office Supplies,Paper,Central,United States,Texas,Edinburg,,
Qtr 4,2017,Office Supplies,Paper,Central,United States,Texas,Edinburg,,
Qtr 1,2014,Office Supplies,Paper,Central,United States,Texas,El Paso,,
Qtr 2,2014,Office Supplies,Paper,Central,United States,Texas,El Paso,11.876799999999998,36.544000000000004
Qtr 3,2014,Office Supplies,Paper,Central,United States,Texas,El Paso,3.6288,10.368000000000002
Qtr 4,2014,Office Supplies,Paper,Central,United States,Texas,El Paso,,
Qtr 1,2015,Office Supplies,Paper,Central,United States,Texas,El Paso,,
Qtr 2,2015,Office Supplies,Paper,Central,United States,Texas,El Paso,,
Qtr 3,2015,Office Supplies,Paper,Central,United States,Texas,El Paso,,
Qtr 4,2015,Office Supplies,Paper,Central,United States,Texas,El Paso,,
Qtr 1,2016,Office Supplies,Paper,Central,United States,Texas,El Paso,,
Qtr 2,2016,Office Supplies,Paper,Central,United States,Texas,El Paso,,
Qtr 3,2016,Office Supplies,Paper,Central,United States,Texas,El Paso,,
Qtr 4,2016,Office Supplies,Paper,Central,United States,Texas,El Paso,,
Qtr 1,2017,Office Supplies,Paper,Central,United States,Texas,El Paso,,
Qtr 2,2017,Office Supplies,Paper,Central,United States,Texas,El Paso,,
Qtr 3,2017,Office Supplies,Paper,Central,United States,Texas,El Paso,,
Qtr 4,2017,Office Supplies,Paper,Central,United States,Texas,El Paso,,
Qtr 1,2014,Office Supplies,Paper,Central,United States,Texas,Fort Worth,,
Qtr 2,2014,Office Supplies,Paper,Central,United States,Texas,Fort Worth,,
Qtr 3,2014,Office Supplies,Paper,Central,United States,Texas,Fort Worth,,
Qtr 4,2014,Office Supplies,Paper,Central,United States,Texas,Fort Worth,,
Qtr 1,2015,Office Supplies,Paper,Central,United States,Texas,Fort Worth,,
Qtr 2,2015,Office Supplies,Paper,Central,United States,Texas,Fort Worth,,
Qtr 3,2015,Office Supplies,Paper,Central,United States,Texas,Fort Worth,,
Qtr 4,2015,Office Supplies,Paper,Central,United States,Texas,Fort Worth,130.7581,360.712
Qtr 1,2016,Office Supplies,Paper,Central,United States,Texas,Fort Worth,,
Qtr 2,2016,Office Supplies,Paper,Central,United States,Texas,Fort Worth,8.8314,24.720000000000006
Qtr 3,2016,Office Supplies,Paper,Central,United States,Texas,Fort Worth,,
Qtr 4,2016,Office Supplies,Paper,Central,United States,Texas,Fort Worth,3.2872,9.392000000000001
Qtr 1,2017,Office Supplies,Paper,Central,United States,Texas,Fort Worth,,
Qtr 2,2017,Office Supplies,Paper,Central,United States,Texas,Fort Worth,,
Qtr 3,2017,Office Supplies,Paper,Central,United States,Texas,Fort Worth,,
Qtr 4,2017,Office Supplies,Paper,Central,United States,Texas,Fort Worth,,
Qtr 1,2014,Office Supplies,Paper,Central,United States,Texas,Grand Prairie,,
Qtr 2,2014,Office Supplies,Paper,Central,United States,Texas,Grand Prairie,,
Qtr 3,2014,Office Supplies,Paper,Central,United States,Texas,Grand Prairie,,
Qtr 4,2014,Office Supplies,Paper,Central,United States,Texas,Grand Prairie,,
Qtr 1,2015,Office Supplies,Paper,Central,United States,Texas,Grand Prairie,,
Qtr 2,2015,Office Supplies,Paper,Central,United States,Texas,Grand Prairie,9.865799999999998,27.216
Qtr 3,2015,Office Supplies,Paper,Central,United States,Texas,Grand Prairie,,
Qtr 4,2015,Office Supplies,Paper,Central,United States,Texas,Grand Prairie,,
Qtr 1,2016,Office Supplies,Paper,Central,United States,Texas,Grand Prairie,,
Qtr 2,2016,Office Supplies,Paper,Central,United States,Texas,Grand Prairie,,
Qtr 3,2016,Office Supplies,Paper,Central,United States,Texas,Grand Prairie,6.254999999999996,20.016000000000002
Qtr 4,2016,Office Supplies,Paper,Central,United States,Texas,Grand Prairie,,
Qtr 1,2017,Office Supplies,Paper,Central,United States,Texas,Grand Prairie,,
Qtr 2,2017,Office Supplies,Paper,Central,United States,Texas,Grand Prairie,,
Qtr 3,2017,Office Supplies,Paper,Central,United States,Texas,Grand Prairie,,
Qtr 4,2017,Office Supplies,Paper,Central,United States,Texas,Grand Prairie,,
Qtr 1,2014,Office Supplies,Paper,Central,United States,Texas,Haltom City,,
Qtr 2,2014,Office Supplies,Paper,Central,United States,Texas,Haltom City,,
Qtr 3,2014,Office Supplies,Paper,Central,United States,Texas,Haltom City,,
Qtr 4,2014,Office Supplies,Paper,Central,United States,Texas,Haltom City,,
Qtr 1,2015,Office Supplies,Paper,Central,United States,Texas,Haltom City,,
Qtr 2,2015,Office Supplies,Paper,Central,United States,Texas,Haltom City,11.733400000000001,32.368
Qtr 3,2015,Office Supplies,Paper,Central,United States,Texas,Haltom City,,
Qtr 4,2015,Office Supplies,Paper,Central,United States,Texas,Haltom City,,
Qtr 1,2016,Office Supplies,Paper,Central,United States,Texas,Haltom City,,
Qtr 2,2016,Office Supplies,Paper,Central,United States,Texas,Haltom City,,
Qtr 3,2016,Office Supplies,Paper,Central,United States,Texas,Haltom City,,
Qtr 4,2016,Office Supplies,Paper,Central,United States,Texas,Haltom City,,
Qtr 1,2017,Office Supplies,Paper,Central,United States,Texas,Haltom City,,
Qtr 2,2017,Office Supplies,Paper,Central,United States,Texas,Haltom City,,
Qtr 3,2017,Office Supplies,Paper,Central,United States,Texas,Haltom City,,
Qtr 4,2017,Office Supplies,Paper,Central,United States,Texas,Haltom City,,
Qtr 1,2014,Office Supplies,Paper,Central,United States,Texas,Harlingen,,
Qtr 2,2014,Office Supplies,Paper,Central,United States,Texas,Harlingen,,
Qtr 3,2014,Office Supplies,Paper,Central,United States,Texas,Harlingen,,
Qtr 4,2014,Office Supplies,Paper,Central,United States,Texas,Harlingen,,
Qtr 1,2015,Office Supplies,Paper,Central,United States,Texas,Harlingen,,
Qtr 2,2015,Office Supplies,Paper,Central,United States,Texas,Harlingen,,
Qtr 3,2015,Office Supplies,Paper,Central,United States,Texas,Harlingen,,
Qtr 4,2015,Office Supplies,Paper,Central,United States,Texas,Harlingen,,
Qtr 1,2016,Office Supplies,Paper,Central,United States,Texas,Harlingen,1.8792,5.184000000000001
Qtr 2,2016,Office Supplies,Paper,Central,United States,Texas,Harlingen,,
Qtr 3,2016,Office Supplies,Paper,Central,United States,Texas,Harlingen,,
Qtr 4,2016,Office Supplies,Paper,Central,United States,Texas,Harlingen,,
Qtr 1,2017,Office Supplies,Paper,Central,United States,Texas,Harlingen,,
Qtr 2,2017,Office Supplies,Paper,Central,United States,Texas,Harlingen,9.396,25.920000000000005
Qtr 3,2017,Office Supplies,Paper,Central,United States,Texas,Harlingen,,
Qtr 4,2017,Office Supplies,Paper,Central,United States,Texas,Harlingen,,
Qtr 1,2014,Office Supplies,Paper,Central,United States,Texas,Houston,11.617199999999997,32.624
Qtr 2,2014,Office Supplies,Paper,Central,United States,Texas,Houston,34.1486,101.32800000000002
Qtr 3,2014,Office Supplies,Paper,Central,United States,Texas,Houston,94.61879999999998,280.464
Qtr 4,2014,Office Supplies,Paper,Central,United States,Texas,Houston,115.6711,320.34400000000005
Qtr 1,2015,Office Supplies,Paper,Central,United States,Texas,Houston,64.4419,178.264
Qtr 2,2015,Office Supplies,Paper,Central,United States,Texas,Houston,109.61779999999999,315.368
Qtr 3,2015,Office Supplies,Paper,Central,United States,Texas,Houston,35.60339999999999,105.03999999999999
Qtr 4,2015,Office Supplies,Paper,Central,United States,Texas,Houston,54.2344,154.4
Qtr 1,2016,Office Supplies,Paper,Central,United States,Texas,Houston,,
Qtr 2,2016,Office Supplies,Paper,Central,United States,Texas,Houston,59.85259999999998,189.04000000000002
Qtr 3,2016,Office Supplies,Paper,Central,United States,Texas,Houston,40.8024,116.20800000000003
Qtr 4,2016,Office Supplies,Paper,Central,United States,Texas,Houston,34.64449999999999,107.75200000000002
Qtr 1,2017,Office Supplies,Paper,Central,United States,Texas,Houston,180.82499999999996,504.96000000000004
Qtr 2,2017,Office Supplies,Paper,Central,United States,Texas,Houston,108.84939999999996,323.15200000000004
Qtr 3,2017,Office Supplies,Paper,Central,United States,Texas,Houston,166.63899999999998,480
Qtr 4,2017,Office Supplies,Paper,Central,United States,Texas,Houston,51.01999999999999,146.824
Qtr 1,2014,Office Supplies,Paper,Central,United States,Texas,Huntsville,,
Qtr 2,2014,Office Supplies,Paper,Central,United States,Texas,Huntsville,,
Qtr 3,2014,Office Supplies,Paper,Central,United States,Texas,Huntsville,,
Qtr 4,2014,Office Supplies,Paper,Central,United States,Texas,Huntsville,12.700800000000001,36.28800000000001
Qtr 1,2015,Office Supplies,Paper,Central,United States,Texas,Huntsville,,
Qtr 2,2015,Office Supplies,Paper,Central,United States,Texas,Huntsville,,
Qtr 3,2015,Office Supplies,Paper,Central,United States,Texas,Huntsville,,
Qtr 4,2015,Office Supplies,Paper,Central,United States,Texas,Huntsville,,
Qtr 1,2016,Office Supplies,Paper,Central,United States,Texas,Huntsville,,
Qtr 2,2016,Office Supplies,Paper,Central,United States,Texas,Huntsville,,
Qtr 3,2016,Office Supplies,Paper,Central,United States,Texas,Huntsville,14.5152,41.47200000000001
Qtr 4,2016,Office Supplies,Paper,Central,United States,Texas,Huntsville,,
Qtr 1,2017,Office Supplies,Paper,Central,United States,Texas,Huntsville,,
Qtr 2,2017,Office Supplies,Paper,Central,United States,Texas,Huntsville,,
Qtr 3,2017,Office Supplies,Paper,Central,United States,Texas,Huntsville,,
Qtr 4,2017,Office Supplies,Paper,Central,United States,Texas,Huntsville,,
Qtr 1,2014,Office Supplies,Paper,Central,United States,Texas,Irving,,
Qtr 2,2014,Office Supplies,Paper,Central,United States,Texas,Irving,,
Qtr 3,2014,Office Supplies,Paper,Central,United States,Texas,Irving,,
Qtr 4,2014,Office Supplies,Paper,Central,United States,Texas,Irving,,
Qtr 1,2015,Office Supplies,Paper,Central,United States,Texas,Irving,,
Qtr 2,2015,Office Supplies,Paper,Central,United States,Texas,Irving,,
Qtr 3,2015,Office Supplies,Paper,Central,United States,Texas,Irving,,
Qtr 4,2015,Office Supplies,Paper,Central,United States,Texas,Irving,,
Qtr 1,2016,Office Supplies,Paper,Central,United States,Texas,Irving,,
Qtr 2,2016,Office Supplies,Paper,Central,United States,Texas,Irving,,
Qtr 3,2016,Office Supplies,Paper,Central,United States,Texas,Irving,79.69199999999998,219.84000000000003
Qtr 4,2016,Office Supplies,Paper,Central,United States,Texas,Irving,,
Qtr 1,2017,Office Supplies,Paper,Central,United States,Texas,Irving,,
Qtr 2,2017,Office Supplies,Paper,Central,United States,Texas,Irving,,
Qtr 3,2017,Office Supplies,Paper,Central,United States,Texas,Irving,,
Qtr 4,2017,Office Supplies,Paper,Central,United States,Texas,Irving,,
Qtr 1,2014,Office Supplies,Paper,Central,United States,Texas,Laredo,,
Qtr 2,2014,Office Supplies,Paper,Central,United States,Texas,Laredo,,
Qtr 3,2014,Office Supplies,Paper,Central,United States,Texas,Laredo,,
Qtr 4,2014,Office Supplies,Paper,Central,United States,Texas,Laredo,,
Qtr 1,2015,Office Supplies,Paper,Central,United States,Texas,Laredo,,
Qtr 2,2015,Office Supplies,Paper,Central,United States,Texas,Laredo,,
Qtr 3,2015,Office Supplies,Paper,Central,United States,Texas,Laredo,,
Qtr 4,2015,Office Supplies,Paper,Central,United States,Texas,Laredo,,
Qtr 1,2016,Office Supplies,Paper,Central,United States,Texas,Laredo,,
Qtr 2,2016,Office Supplies,Paper,Central,United States,Texas,Laredo,,
Qtr 3,2016,Office Supplies,Paper,Central,United States,Texas,Laredo,,
Qtr 4,2016,Office Supplies,Paper,Central,United States,Texas,Laredo,3.0043999999999995,8.288
Qtr 1,2017,Office Supplies,Paper,Central,United States,Texas,Laredo,,
Qtr 2,2017,Office Supplies,Paper,Central,United States,Texas,Laredo,,
Qtr 3,2017,Office Supplies,Paper,Central,United States,Texas,Laredo,,
Qtr 4,2017,Office Supplies,Paper,Central,United States,Texas,Laredo,,
Qtr 1,2014,Office Supplies,Paper,Central,United States,Texas,League City,,
Qtr 2,2014,Office Supplies,Paper,Central,United States,Texas,League City,,
Qtr 3,2014,Office Supplies,Paper,Central,United States,Texas,League City,5.611199999999999,16.032
Qtr 4,2014,Office Supplies,Paper,Central,United States,Texas,League City,,
Qtr 1,2015,Office Supplies,Paper,Central,United States,Texas,League City,,
Qtr 2,2015,Office Supplies,Paper,Central,United States,Texas,League City,,
Qtr 3,2015,Office Supplies,Paper,Central,United States,Texas,League City,,
Qtr 4,2015,Office Supplies,Paper,Central,United States,Texas,League City,,
Qtr 1,2016,Office Supplies,Paper,Central,United States,Texas,League City,,
Qtr 2,2016,Office Supplies,Paper,Central,United States,Texas,League City,,
Qtr 3,2016,Office Supplies,Paper,Central,United States,Texas,League City,,
Qtr 4,2016,Office Supplies,Paper,Central,United States,Texas,League City,,
Qtr 1,2017,Office Supplies,Paper,Central,United States,Texas,League City,,
Qtr 2,2017,Office Supplies,Paper,Central,United States,Texas,League City,,
Qtr 3,2017,Office Supplies,Paper,Central,United States,Texas,League City,,
Qtr 4,2017,Office Supplies,Paper,Central,United States,Texas,League City,,
Qtr 1,2014,Office Supplies,Paper,Central,United States,Texas,Lubbock,,
Qtr 2,2014,Office Supplies,Paper,Central,United States,Texas,Lubbock,,
Qtr 3,2014,Office Supplies,Paper,Central,United States,Texas,Lubbock,,
Qtr 4,2014,Office Supplies,Paper,Central,United States,Texas,Lubbock,,
Qtr 1,2015,Office Supplies,Paper,Central,United States,Texas,Lubbock,,
Qtr 2,2015,Office Supplies,Paper,Central,United States,Texas,Lubbock,,
Qtr 3,2015,Office Supplies,Paper,Central,United States,Texas,Lubbock,,
Qtr 4,2015,Office Supplies,Paper,Central,United States,Texas,Lubbock,20.4984,60.736000000000004
Qtr 1,2016,Office Supplies,Paper,Central,United States,Texas,Lubbock,,
Qtr 2,2016,Office Supplies,Paper,Central,United States,Texas,Lubbock,,
Qtr 3,2016,Office Supplies,Paper,Central,United States,Texas,Lubbock,,
Qtr 4,2016,Office Supplies,Paper,Central,United States,Texas,Lubbock,,
Qtr 1,2017,Office Supplies,Paper,Central,United States,Texas,Lubbock,,
Qtr 2,2017,Office Supplies,Paper,Central,United States,Texas,Lubbock,,
Qtr 3,2017,Office Supplies,Paper,Central,United States,Texas,Lubbock,3.3524000000000003,9.248000000000001
Qtr 4,2017,Office Supplies,Paper,Central,United States,Texas,Lubbock,,
Qtr 1,2014,Office Supplies,Paper,Central,United States,Texas,Mansfield,,
Qtr 2,2014,Office Supplies,Paper,Central,United States,Texas,Mansfield,,
Qtr 3,2014,Office Supplies,Paper,Central,United States,Texas,Mansfield,,
Qtr 4,2014,Office Supplies,Paper,Central,United States,Texas,Mansfield,,
Qtr 1,2015,Office Supplies,Paper,Central,United States,Texas,Mansfield,,
Qtr 2,2015,Office Supplies,Paper,Central,United States,Texas,Mansfield,,
Qtr 3,2015,Office Supplies,Paper,Central,United States,Texas,Mansfield,,
Qtr 4,2015,Office Supplies,Paper,Central,United States,Texas,Mansfield,,
Qtr 1,2016,Office Supplies,Paper,Central,United States,Texas,Mansfield,,
Qtr 2,2016,Office Supplies,Paper,Central,United States,Texas,Mansfield,,
Qtr 3,2016,Office Supplies,Paper,Central,United States,Texas,Mansfield,,
Qtr 4,2016,Office Supplies,Paper,Central,United States,Texas,Mansfield,,
Qtr 1,2017,Office Supplies,Paper,Central,United States,Texas,Mansfield,,
Qtr 2,2017,Office Supplies,Paper,Central,United States,Texas,Mansfield,14.5152,41.47200000000001
Qtr 3,2017,Office Supplies,Paper,Central,United States,Texas,Mansfield,,
Qtr 4,2017,Office Supplies,Paper,Central,United States,Texas,Mansfield,,
Qtr 1,2014,Office Supplies,Paper,Central,United States,Texas,Mcallen,,
Qtr 2,2014,Office Supplies,Paper,Central,United States,Texas,Mcallen,,
Qtr 3,2014,Office Supplies,Paper,Central,United States,Texas,Mcallen,,
Qtr 4,2014,Office Supplies,Paper,Central,United States,Texas,Mcallen,,
Qtr 1,2015,Office Supplies,Paper,Central,United States,Texas,Mcallen,,
Qtr 2,2015,Office Supplies,Paper,Central,United States,Texas,Mcallen,5.4432,15.552000000000003
Qtr 3,2015,Office Supplies,Paper,Central,United States,Texas,Mcallen,,
Qtr 4,2015,Office Supplies,Paper,Central,United States,Texas,Mcallen,,
Qtr 1,2016,Office Supplies,Paper,Central,United States,Texas,Mcallen,,
Qtr 2,2016,Office Supplies,Paper,Central,United States,Texas,Mcallen,,
Qtr 3,2016,Office Supplies,Paper,Central,United States,Texas,Mcallen,1.8144,5.184000000000001
Qtr 4,2016,Office Supplies,Paper,Central,United States,Texas,Mcallen,,
Qtr 1,2017,Office Supplies,Paper,Central,United States,Texas,Mcallen,,
Qtr 2,2017,Office Supplies,Paper,Central,United States,Texas,Mcallen,,
Qtr 3,2017,Office Supplies,Paper,Central,United States,Texas,Mcallen,,
Qtr 4,2017,Office Supplies,Paper,Central,United States,Texas,Mcallen,,
Qtr 1,2014,Office Supplies,Paper,Central,United States,Texas,Mesquite,,
Qtr 2,2014,Office Supplies,Paper,Central,United States,Texas,Mesquite,,
Qtr 3,2014,Office Supplies,Paper,Central,United States,Texas,Mesquite,,
Qtr 4,2014,Office Supplies,Paper,Central,United States,Texas,Mesquite,,
Qtr 1,2015,Office Supplies,Paper,Central,United States,Texas,Mesquite,,
Qtr 2,2015,Office Supplies,Paper,Central,United States,Texas,Mesquite,,
Qtr 3,2015,Office Supplies,Paper,Central,United States,Texas,Mesquite,,
Qtr 4,2015,Office Supplies,Paper,Central,United States,Texas,Mesquite,,
Qtr 1,2016,Office Supplies,Paper,Central,United States,Texas,Mesquite,,
Qtr 2,2016,Office Supplies,Paper,Central,United States,Texas,Mesquite,,
Qtr 3,2016,Office Supplies,Paper,Central,United States,Texas,Mesquite,,
Qtr 4,2016,Office Supplies,Paper,Central,United States,Texas,Mesquite,,
Qtr 1,2017,Office Supplies,Paper,Central,United States,Texas,Mesquite,,
Qtr 2,2017,Office Supplies,Paper,Central,United States,Texas,Mesquite,1.8144,5.184000000000001
Qtr 3,2017,Office Supplies,Paper,Central,United States,Texas,Mesquite,,
Qtr 4,2017,Office Supplies,Paper,Central,United States,Texas,Mesquite,,
Qtr 1,2014,Office Supplies,Paper,Central,United States,Texas,Odessa,,
Qtr 2,2014,Office Supplies,Paper,Central,United States,Texas,Odessa,,
Qtr 3,2014,Office Supplies,Paper,Central,United States,Texas,Odessa,,
Qtr 4,2014,Office Supplies,Paper,Central,United States,Texas,Odessa,,
Qtr 1,2015,Office Supplies,Paper,Central,United States,Texas,Odessa,,
Qtr 2,2015,Office Supplies,Paper,Central,United States,Texas,Odessa,,
Qtr 3,2015,Office Supplies,Paper,Central,United States,Texas,Odessa,,
Qtr 4,2015,Office Supplies,Paper,Central,United States,Texas,Odessa,,
Qtr 1,2016,Office Supplies,Paper,Central,United States,Texas,Odessa,15.509199999999998,42.784
Qtr 2,2016,Office Supplies,Paper,Central,United States,Texas,Odessa,,
Qtr 3,2016,Office Supplies,Paper,Central,United States,Texas,Odessa,,
Qtr 4,2016,Office Supplies,Paper,Central,United States,Texas,Odessa,,
Qtr 1,2017,Office Supplies,Paper,Central,United States,Texas,Odessa,,
Qtr 2,2017,Office Supplies,Paper,Central,United States,Texas,Odessa,,
Qtr 3,2017,Office Supplies,Paper,Central,United States,Texas,Odessa,,
Qtr 4,2017,Office Supplies,Paper,Central,United States,Texas,Odessa,5.611199999999999,16.032
Qtr 1,2014,Office Supplies,Paper,Central,United States,Texas,Pasadena,,
Qtr 2,2014,Office Supplies,Paper,Central,United States,Texas,Pasadena,,
Qtr 3,2014,Office Supplies,Paper,Central,United States,Texas,Pasadena,,
Qtr 4,2014,Office Supplies,Paper,Central,United States,Texas,Pasadena,7.2576,20.736000000000004
Qtr 1,2015,Office Supplies,Paper,Central,United States,Texas,Pasadena,,
Qtr 2,2015,Office Supplies,Paper,Central,United States,Texas,Pasadena,,
Qtr 3,2015,Office Supplies,Paper,Central,United States,Texas,Pasadena,,
Qtr 4,2015,Office Supplies,Paper,Central,United States,Texas,Pasadena,,
Qtr 1,2016,Office Supplies,Paper,Central,United States,Texas,Pasadena,,
Qtr 2,2016,Office Supplies,Paper,Central,United States,Texas,Pasadena,,
Qtr 3,2016,Office Supplies,Paper,Central,United States,Texas,Pasadena,,
Qtr 4,2016,Office Supplies,Paper,Central,United States,Texas,Pasadena,6.631199999999999,19.648
Qtr 1,2017,Office Supplies,Paper,Central,United States,Texas,Pasadena,,
Qtr 2,2017,Office Supplies,Paper,Central,United States,Texas,Pasadena,,
Qtr 3,2017,Office Supplies,Paper,Central,United States,Texas,Pasadena,,
Qtr 4,2017,Office Supplies,Paper,Central,United States,Texas,Pasadena,,
