Orders.Order Date.Variation.Date Hierarchy.Day,Orders.Order Date.Variation.Date Hierarchy.Month,Orders.Order Date.Variation.Date Hierarchy.Quarter,Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Category,Orders.Sub-Category,Sum(Orders.Profit)
20,December,Qtr 4,2014,Office Supplies,Paper,89.38399999999999
21,December,Qtr 4,2014,Office Supplies,Paper,
22,December,Qtr 4,2014,Office Supplies,Paper,44.961600000000004
23,December,Qtr 4,2014,Office Supplies,Paper,17.7492
24,December,Qtr 4,2014,Office Supplies,Paper,3.4684
26,December,Qtr 4,2014,Office Supplies,Paper,6.1640999999999995
27,December,Qtr 4,2014,Office Supplies,Paper,17.4988
28,December,Qtr 4,2014,Office Supplies,Paper,66.62719999999999
29,December,Qtr 4,2014,Office Supplies,Paper,9.504
30,December,Qtr 4,2014,Office Supplies,Paper,
31,December,Qtr 4,2014,Office Supplies,Paper,98.97259999999999
2,January,Qtr 1,2015,Office Supplies,Paper,9.6192
3,January,Qtr 1,2015,Office Supplies,Paper,3.6288
4,January,Qtr 1,2015,Office Supplies,Paper,19.950000000000003
5,January,Qtr 1,2015,Office Supplies,Paper,
6,January,Qtr 1,2015,Office Supplies,Paper,9.249999999999996
9,January,Qtr 1,2015,Office Supplies,Paper,74.1989
10,January,Qtr 1,2015,Office Supplies,Paper,
12,January,Qtr 1,2015,Office Supplies,Paper,
13,January,Qtr 1,2015,Office Supplies,Paper,
17,January,Qtr 1,2015,Office Supplies,Paper,
19,January,Qtr 1,2015,Office Supplies,Paper,
23,January,Qtr 1,2015,Office Supplies,Paper,13.9392
24,January,Qtr 1,2015,Office Supplies,Paper,
26,January,Qtr 1,2015,Office Supplies,Paper,84.0512
27,January,Qtr 1,2015,Office Supplies,Paper,
28,January,Qtr 1,2015,Office Supplies,Paper,
30,January,Qtr 1,2015,Office Supplies,Paper,5.0064
31,January,Qtr 1,2015,Office Supplies,Paper,6.2208000000000006
3,February,Qtr 1,2015,Office Supplies,Paper,
6,February,Qtr 1,2015,Office Supplies,Paper,13.454999999999998
7,February,Qtr 1,2015,Office Supplies,Paper,6.3504000000000005
8,February,Qtr 1,2015,Office Supplies,Paper,4.292999999999999
9,February,Qtr 1,2015,Office Supplies,Paper,
10,February,Qtr 1,2015,Office Supplies,Paper,
14,February,Qtr 1,2015,Office Supplies,Paper,
15,February,Qtr 1,2015,Office Supplies,Paper,15.744
16,February,Qtr 1,2015,Office Supplies,Paper,33.4608
18,February,Qtr 1,2015,Office Supplies,Paper,
20,February,Qtr 1,2015,Office Supplies,Paper,
21,February,Qtr 1,2015,Office Supplies,Paper,23.086399999999998
22,February,Qtr 1,2015,Office Supplies,Paper,
23,February,Qtr 1,2015,Office Supplies,Paper,
25,February,Qtr 1,2015,Office Supplies,Paper,10.223999999999998
27,February,Qtr 1,2015,Office Supplies,Paper,
28,February,Qtr 1,2015,Office Supplies,Paper,
1,March,Qtr 1,2015,Office Supplies,Paper,
2,March,Qtr 1,2015,Office Supplies,Paper,
5,March,Qtr 1,2015,Office Supplies,Paper,
6,March,Qtr 1,2015,Office Supplies,Paper,
7,March,Qtr 1,2015,Office Supplies,Paper,
8,March,Qtr 1,2015,Office Supplies,Paper,9.3312
9,March,Qtr 1,2015,Office Supplies,Paper,
10,March,Qtr 1,2015,Office Supplies,Paper,
12,March,Qtr 1,2015,Office Supplies,Paper,
13,March,Qtr 1,2015,Office Supplies,Paper,
14,March,Qtr 1,2015,Office Supplies,Paper,9.3312
15,March,Qtr 1,2015,Office Supplies,Paper,
16,March,Qtr 1,2015,Office Supplies,Paper,
17,March,Qtr 1,2015,Office Supplies,Paper,
19,March,Qtr 1,2015,Office Supplies,Paper,154.85160000000002
20,March,Qtr 1,2015,Office Supplies,Paper,24.883200000000002
21,March,Qtr 1,2015,Office Supplies,Paper,96.02319999999997
22,March,Qtr 1,2015,Office Supplies,Paper,48.539199999999994
23,March,Qtr 1,2015,Office Supplies,Paper,109.1856
24,March,Qtr 1,2015,Office Supplies,Paper,
26,March,Qtr 1,2015,Office Supplies,Paper,35.74499999999998
27,March,Qtr 1,2015,Office Supplies,Paper,
28,March,Qtr 1,2015,Office Supplies,Paper,23.1756
29,March,Qtr 1,2015,Office Supplies,Paper,112.59539999999998
30,March,Qtr 1,2015,Office Supplies,Paper,8.526
31,March,Qtr 1,2015,Office Supplies,Paper,35.661300000000004
2,April,Qtr 2,2015,Office Supplies,Paper,
4,April,Qtr 2,2015,Office Supplies,Paper,
5,April,Qtr 2,2015,Office Supplies,Paper,
6,April,Qtr 2,2015,Office Supplies,Paper,19.0722
7,April,Qtr 2,2015,Office Supplies,Paper,12.441600000000001
9,April,Qtr 2,2015,Office Supplies,Paper,
10,April,Qtr 2,2015,Office Supplies,Paper,
11,April,Qtr 2,2015,Office Supplies,Paper,24.269599999999997
12,April,Qtr 2,2015,Office Supplies,Paper,
13,April,Qtr 2,2015,Office Supplies,Paper,28.7016
14,April,Qtr 2,2015,Office Supplies,Paper,
16,April,Qtr 2,2015,Office Supplies,Paper,
17,April,Qtr 2,2015,Office Supplies,Paper,5.8604
18,April,Qtr 2,2015,Office Supplies,Paper,33.325199999999995
19,April,Qtr 2,2015,Office Supplies,Paper,
20,April,Qtr 2,2015,Office Supplies,Paper,50.26679999999999
21,April,Qtr 2,2015,Office Supplies,Paper,
22,April,Qtr 2,2015,Office Supplies,Paper,
24,April,Qtr 2,2015,Office Supplies,Paper,
25,April,Qtr 2,2015,Office Supplies,Paper,
26,April,Qtr 2,2015,Office Supplies,Paper,
27,April,Qtr 2,2015,Office Supplies,Paper,
28,April,Qtr 2,2015,Office Supplies,Paper,
29,April,Qtr 2,2015,Office Supplies,Paper,2.8884000000000007
30,April,Qtr 2,2015,Office Supplies,Paper,3.1104000000000003
1,May,Qtr 2,2015,Office Supplies,Paper,
2,May,Qtr 2,2015,Office Supplies,Paper,
3,May,Qtr 2,2015,Office Supplies,Paper,2.8884000000000007
4,May,Qtr 2,2015,Office Supplies,Paper,
7,May,Qtr 2,2015,Office Supplies,Paper,26.391199999999998
8,May,Qtr 2,2015,Office Supplies,Paper,27.5424
9,May,Qtr 2,2015,Office Supplies,Paper,
10,May,Qtr 2,2015,Office Supplies,Paper,
11,May,Qtr 2,2015,Office Supplies,Paper,
12,May,Qtr 2,2015,Office Supplies,Paper,58.90279999999999
13,May,Qtr 2,2015,Office Supplies,Paper,
14,May,Qtr 2,2015,Office Supplies,Paper,
15,May,Qtr 2,2015,Office Supplies,Paper,
16,May,Qtr 2,2015,Office Supplies,Paper,
17,May,Qtr 2,2015,Office Supplies,Paper,4.9308
18,May,Qtr 2,2015,Office Supplies,Paper,5.3214
20,May,Qtr 2,2015,Office Supplies,Paper,
21,May,Qtr 2,2015,Office Supplies,Paper,
22,May,Qtr 2,2015,Office Supplies,Paper,
23,May,Qtr 2,2015,Office Supplies,Paper,
24,May,Qtr 2,2015,Office Supplies,Paper,
25,May,Qtr 2,2015,Office Supplies,Paper,11.733400000000001
26,May,Qtr 2,2015,Office Supplies,Paper,59.74319999999999
28,May,Qtr 2,2015,Office Supplies,Paper,21.772800000000004
29,May,Qtr 2,2015,Office Supplies,Paper,44.258399999999995
30,May,Qtr 2,2015,Office Supplies,Paper,
31,May,Qtr 2,2015,Office Supplies,Paper,263.67719999999997
1,June,Qtr 2,2015,Office Supplies,Paper,18.962399999999995
4,June,Qtr 2,2015,Office Supplies,Paper,14.306799999999999
5,June,Qtr 2,2015,Office Supplies,Paper,4.752
7,June,Qtr 2,2015,Office Supplies,Paper,9.072
8,June,Qtr 2,2015,Office Supplies,Paper,67.41499999999998
9,June,Qtr 2,2015,Office Supplies,Paper,6.2208000000000006
11,June,Qtr 2,2015,Office Supplies,Paper,15.552000000000001
12,June,Qtr 2,2015,Office Supplies,Paper,7.2576
13,June,Qtr 2,2015,Office Supplies,Paper,18.6624
14,June,Qtr 2,2015,Office Supplies,Paper,
15,June,Qtr 2,2015,Office Supplies,Paper,2.9899999999999993
16,June,Qtr 2,2015,Office Supplies,Paper,9.865799999999998
18,June,Qtr 2,2015,Office Supplies,Paper,11.5902
19,June,Qtr 2,2015,Office Supplies,Paper,3.1104000000000003
20,June,Qtr 2,2015,Office Supplies,Paper,
21,June,Qtr 2,2015,Office Supplies,Paper,
22,June,Qtr 2,2015,Office Supplies,Paper,
23,June,Qtr 2,2015,Office Supplies,Paper,
25,June,Qtr 2,2015,Office Supplies,Paper,27.0702
26,June,Qtr 2,2015,Office Supplies,Paper,15.6078
28,June,Qtr 2,2015,Office Supplies,Paper,5.4432
29,June,Qtr 2,2015,Office Supplies,Paper,11.232
2,July,Qtr 3,2015,Office Supplies,Paper,26.058999999999997
3,July,Qtr 3,2015,Office Supplies,Paper,2.4359999999999995
4,July,Qtr 3,2015,Office Supplies,Paper,
5,July,Qtr 3,2015,Office Supplies,Paper,
6,July,Qtr 3,2015,Office Supplies,Paper,
8,July,Qtr 3,2015,Office Supplies,Paper,6.599999999999999
9,July,Qtr 3,2015,Office Supplies,Paper,3.0267999999999997
10,July,Qtr 3,2015,Office Supplies,Paper,
11,July,Qtr 3,2015,Office Supplies,Paper,13.4865
12,July,Qtr 3,2015,Office Supplies,Paper,
13,July,Qtr 3,2015,Office Supplies,Paper,23.343600000000002
14,July,Qtr 3,2015,Office Supplies,Paper,6.7048000000000005
16,July,Qtr 3,2015,Office Supplies,Paper,39.6312
17,July,Qtr 3,2015,Office Supplies,Paper,
18,July,Qtr 3,2015,Office Supplies,Paper,
19,July,Qtr 3,2015,Office Supplies,Paper,
20,July,Qtr 3,2015,Office Supplies,Paper,57.85539999999999
23,July,Qtr 3,2015,Office Supplies,Paper,
24,July,Qtr 3,2015,Office Supplies,Paper,
25,July,Qtr 3,2015,Office Supplies,Paper,6.2208000000000006
26,July,Qtr 3,2015,Office Supplies,Paper,3.6288
27,July,Qtr 3,2015,Office Supplies,Paper,
30,July,Qtr 3,2015,Office Supplies,Paper,
31,July,Qtr 3,2015,Office Supplies,Paper,9.3312
1,August,Qtr 3,2015,Office Supplies,Paper,
2,August,Qtr 3,2015,Office Supplies,Paper,4.116
5,August,Qtr 3,2015,Office Supplies,Paper,
6,August,Qtr 3,2015,Office Supplies,Paper,29.003399999999992
7,August,Qtr 3,2015,Office Supplies,Paper,
8,August,Qtr 3,2015,Office Supplies,Paper,
9,August,Qtr 3,2015,Office Supplies,Paper,138.15359999999998
10,August,Qtr 3,2015,Office Supplies,Paper,
11,August,Qtr 3,2015,Office Supplies,Paper,
13,August,Qtr 3,2015,Office Supplies,Paper,
15,August,Qtr 3,2015,Office Supplies,Paper,
16,August,Qtr 3,2015,Office Supplies,Paper,112.48439999999997
17,August,Qtr 3,2015,Office Supplies,Paper,12.700800000000001
21,August,Qtr 3,2015,Office Supplies,Paper,57.3086
22,August,Qtr 3,2015,Office Supplies,Paper,
23,August,Qtr 3,2015,Office Supplies,Paper,157.1608
24,August,Qtr 3,2015,Office Supplies,Paper,
25,August,Qtr 3,2015,Office Supplies,Paper,
27,August,Qtr 3,2015,Office Supplies,Paper,52.532
28,August,Qtr 3,2015,Office Supplies,Paper,
29,August,Qtr 3,2015,Office Supplies,Paper,
31,August,Qtr 3,2015,Office Supplies,Paper,34.8056
1,September,Qtr 3,2015,Office Supplies,Paper,
3,September,Qtr 3,2015,Office Supplies,Paper,
4,September,Qtr 3,2015,Office Supplies,Paper,139.20020000000002
5,September,Qtr 3,2015,Office Supplies,Paper,17.314799999999998
6,September,Qtr 3,2015,Office Supplies,Paper,
7,September,Qtr 3,2015,Office Supplies,Paper,
8,September,Qtr 3,2015,Office Supplies,Paper,11.879999999999999
10,September,Qtr 3,2015,Office Supplies,Paper,132.4908
11,September,Qtr 3,2015,Office Supplies,Paper,18.6624
12,September,Qtr 3,2015,Office Supplies,Paper,14.161000000000001
13,September,Qtr 3,2015,Office Supplies,Paper,132.12449999999998
14,September,Qtr 3,2015,Office Supplies,Paper,
15,September,Qtr 3,2015,Office Supplies,Paper,11.664000000000001
16,September,Qtr 3,2015,Office Supplies,Paper,
17,September,Qtr 3,2015,Office Supplies,Paper,68.8128
18,September,Qtr 3,2015,Office Supplies,Paper,97.22740000000002
19,September,Qtr 3,2015,Office Supplies,Paper,11.2504
20,September,Qtr 3,2015,Office Supplies,Paper,28.857999999999997
21,September,Qtr 3,2015,Office Supplies,Paper,11.7208
22,September,Qtr 3,2015,Office Supplies,Paper,15.552000000000001
24,September,Qtr 3,2015,Office Supplies,Paper,
25,September,Qtr 3,2015,Office Supplies,Paper,34.431
26,September,Qtr 3,2015,Office Supplies,Paper,90.00399999999999
27,September,Qtr 3,2015,Office Supplies,Paper,161.7774
28,September,Qtr 3,2015,Office Supplies,Paper,
1,October,Qtr 4,2015,Office Supplies,Paper,
2,October,Qtr 4,2015,Office Supplies,Paper,54.859199999999994
3,October,Qtr 4,2015,Office Supplies,Paper,
4,October,Qtr 4,2015,Office Supplies,Paper,7.2576
5,October,Qtr 4,2015,Office Supplies,Paper,
8,October,Qtr 4,2015,Office Supplies,Paper,
9,October,Qtr 4,2015,Office Supplies,Paper,10.764
10,October,Qtr 4,2015,Office Supplies,Paper,21.772800000000004
11,October,Qtr 4,2015,Office Supplies,Paper,
12,October,Qtr 4,2015,Office Supplies,Paper,24.883200000000002
13,October,Qtr 4,2015,Office Supplies,Paper,
15,October,Qtr 4,2015,Office Supplies,Paper,1.8703999999999998
16,October,Qtr 4,2015,Office Supplies,Paper,
17,October,Qtr 4,2015,Office Supplies,Paper,
18,October,Qtr 4,2015,Office Supplies,Paper,8.790600000000001
19,October,Qtr 4,2015,Office Supplies,Paper,17.22
20,October,Qtr 4,2015,Office Supplies,Paper,11.543199999999999
22,October,Qtr 4,2015,Office Supplies,Paper,
23,October,Qtr 4,2015,Office Supplies,Paper,38.863600000000005
24,October,Qtr 4,2015,Office Supplies,Paper,9.072
25,October,Qtr 4,2015,Office Supplies,Paper,
26,October,Qtr 4,2015,Office Supplies,Paper,47.815200000000004
28,October,Qtr 4,2015,Office Supplies,Paper,
29,October,Qtr 4,2015,Office Supplies,Paper,16.032
30,October,Qtr 4,2015,Office Supplies,Paper,
31,October,Qtr 4,2015,Office Supplies,Paper,9.3906
1,November,Qtr 4,2015,Office Supplies,Paper,6.219199999999999
2,November,Qtr 4,2015,Office Supplies,Paper,
3,November,Qtr 4,2015,Office Supplies,Paper,
5,November,Qtr 4,2015,Office Supplies,Paper,
6,November,Qtr 4,2015,Office Supplies,Paper,
7,November,Qtr 4,2015,Office Supplies,Paper,30.254999999999995
8,November,Qtr 4,2015,Office Supplies,Paper,49.895999999999994
9,November,Qtr 4,2015,Office Supplies,Paper,12.6117
10,November,Qtr 4,2015,Office Supplies,Paper,
11,November,Qtr 4,2015,Office Supplies,Paper,
12,November,Qtr 4,2015,Office Supplies,Paper,12.7026
13,November,Qtr 4,2015,Office Supplies,Paper,148.52209999999997
14,November,Qtr 4,2015,Office Supplies,Paper,16.65
15,November,Qtr 4,2015,Office Supplies,Paper,
16,November,Qtr 4,2015,Office Supplies,Paper,84.5154
17,November,Qtr 4,2015,Office Supplies,Paper,65.52239999999999
19,November,Qtr 4,2015,Office Supplies,Paper,
20,November,Qtr 4,2015,Office Supplies,Paper,9.039
21,November,Qtr 4,2015,Office Supplies,Paper,
22,November,Qtr 4,2015,Office Supplies,Paper,72.66479999999999
23,November,Qtr 4,2015,Office Supplies,Paper,156.82139999999998
24,November,Qtr 4,2015,Office Supplies,Paper,259.0602
25,November,Qtr 4,2015,Office Supplies,Paper,
26,November,Qtr 4,2015,Office Supplies,Paper,5.1465
27,November,Qtr 4,2015,Office Supplies,Paper,170.61059999999998
28,November,Qtr 4,2015,Office Supplies,Paper,117.43199999999999
29,November,Qtr 4,2015,Office Supplies,Paper,9.362400000000001
30,November,Qtr 4,2015,Office Supplies,Paper,23.3252
1,December,Qtr 4,2015,Office Supplies,Paper,86.12899999999999
3,December,Qtr 4,2015,Office Supplies,Paper,90.49479999999998
4,December,Qtr 4,2015,Office Supplies,Paper,40.401199999999996
5,December,Qtr 4,2015,Office Supplies,Paper,11.113199999999999
6,December,Qtr 4,2015,Office Supplies,Paper,114.8706
7,December,Qtr 4,2015,Office Supplies,Paper,6.2208000000000006
8,December,Qtr 4,2015,Office Supplies,Paper,135.85930000000002
9,December,Qtr 4,2015,Office Supplies,Paper,16.6698
10,December,Qtr 4,2015,Office Supplies,Paper,149.63099999999997
11,December,Qtr 4,2015,Office Supplies,Paper,38.39999999999999
12,December,Qtr 4,2015,Office Supplies,Paper,81.214
13,December,Qtr 4,2015,Office Supplies,Paper,15.552000000000001
14,December,Qtr 4,2015,Office Supplies,Paper,3.1104000000000003
15,December,Qtr 4,2015,Office Supplies,Paper,
16,December,Qtr 4,2015,Office Supplies,Paper,2.3406000000000002
17,December,Qtr 4,2015,Office Supplies,Paper,
18,December,Qtr 4,2015,Office Supplies,Paper,7.2576
19,December,Qtr 4,2015,Office Supplies,Paper,71.62819999999999
20,December,Qtr 4,2015,Office Supplies,Paper,34.334399999999995
21,December,Qtr 4,2015,Office Supplies,Paper,
22,December,Qtr 4,2015,Office Supplies,Paper,
23,December,Qtr 4,2015,Office Supplies,Paper,
24,December,Qtr 4,2015,Office Supplies,Paper,115.3714
25,December,Qtr 4,2015,Office Supplies,Paper,31.2528
26,December,Qtr 4,2015,Office Supplies,Paper,99.94079999999998
27,December,Qtr 4,2015,Office Supplies,Paper,106.11179999999999
28,December,Qtr 4,2015,Office Supplies,Paper,
29,December,Qtr 4,2015,Office Supplies,Paper,
30,December,Qtr 4,2015,Office Supplies,Paper,31.519199999999998
31,December,Qtr 4,2015,Office Supplies,Paper,
2,January,Qtr 1,2016,Office Supplies,Paper,
3,January,Qtr 1,2016,Office Supplies,Paper,
4,January,Qtr 1,2016,Office Supplies,Paper,
5,January,Qtr 1,2016,Office Supplies,Paper,
7,January,Qtr 1,2016,Office Supplies,Paper,9.072
8,January,Qtr 1,2016,Office Supplies,Paper,
9,January,Qtr 1,2016,Office Supplies,Paper,
10,January,Qtr 1,2016,Office Supplies,Paper,
11,January,Qtr 1,2016,Office Supplies,Paper,26.019599999999997
14,January,Qtr 1,2016,Office Supplies,Paper,32.4684
15,January,Qtr 1,2016,Office Supplies,Paper,69.0278
16,January,Qtr 1,2016,Office Supplies,Paper,
17,January,Qtr 1,2016,Office Supplies,Paper,
21,January,Qtr 1,2016,Office Supplies,Paper,
22,January,Qtr 1,2016,Office Supplies,Paper,6.2208000000000006
23,January,Qtr 1,2016,Office Supplies,Paper,
24,January,Qtr 1,2016,Office Supplies,Paper,
25,January,Qtr 1,2016,Office Supplies,Paper,8.28
28,January,Qtr 1,2016,Office Supplies,Paper,
30,January,Qtr 1,2016,Office Supplies,Paper,52.82279999999999
31,January,Qtr 1,2016,Office Supplies,Paper,33.2262
1,February,Qtr 1,2016,Office Supplies,Paper,48.539199999999994
2,February,Qtr 1,2016,Office Supplies,Paper,
3,February,Qtr 1,2016,Office Supplies,Paper,
4,February,Qtr 1,2016,Office Supplies,Paper,
5,February,Qtr 1,2016,Office Supplies,Paper,392.1008
6,February,Qtr 1,2016,Office Supplies,Paper,
7,February,Qtr 1,2016,Office Supplies,Paper,10.623199999999997
8,February,Qtr 1,2016,Office Supplies,Paper,
9,February,Qtr 1,2016,Office Supplies,Paper,
11,February,Qtr 1,2016,Office Supplies,Paper,
12,February,Qtr 1,2016,Office Supplies,Paper,
13,February,Qtr 1,2016,Office Supplies,Paper,73.41
14,February,Qtr 1,2016,Office Supplies,Paper,2.1464999999999996
15,February,Qtr 1,2016,Office Supplies,Paper,
16,February,Qtr 1,2016,Office Supplies,Paper,1.8144
19,February,Qtr 1,2016,Office Supplies,Paper,33.313599999999994
20,February,Qtr 1,2016,Office Supplies,Paper,5.567399999999999
21,February,Qtr 1,2016,Office Supplies,Paper,
22,February,Qtr 1,2016,Office Supplies,Paper,
23,February,Qtr 1,2016,Office Supplies,Paper,
25,February,Qtr 1,2016,Office Supplies,Paper,
27,February,Qtr 1,2016,Office Supplies,Paper,
28,February,Qtr 1,2016,Office Supplies,Paper,
29,February,Qtr 1,2016,Office Supplies,Paper,
1,March,Qtr 1,2016,Office Supplies,Paper,12.134799999999998
3,March,Qtr 1,2016,Office Supplies,Paper,95.40039999999999
4,March,Qtr 1,2016,Office Supplies,Paper,
5,March,Qtr 1,2016,Office Supplies,Paper,
6,March,Qtr 1,2016,Office Supplies,Paper,
7,March,Qtr 1,2016,Office Supplies,Paper,
8,March,Qtr 1,2016,Office Supplies,Paper,6.3504000000000005
9,March,Qtr 1,2016,Office Supplies,Paper,8.790600000000001
10,March,Qtr 1,2016,Office Supplies,Paper,7.151999999999999
11,March,Qtr 1,2016,Office Supplies,Paper,
12,March,Qtr 1,2016,Office Supplies,Paper,15.2118
13,March,Qtr 1,2016,Office Supplies,Paper,38.44649999999999
14,March,Qtr 1,2016,Office Supplies,Paper,1.8792
15,March,Qtr 1,2016,Office Supplies,Paper,168.1024
17,March,Qtr 1,2016,Office Supplies,Paper,
18,March,Qtr 1,2016,Office Supplies,Paper,
19,March,Qtr 1,2016,Office Supplies,Paper,
20,March,Qtr 1,2016,Office Supplies,Paper,10.8864
21,March,Qtr 1,2016,Office Supplies,Paper,
22,March,Qtr 1,2016,Office Supplies,Paper,
24,March,Qtr 1,2016,Office Supplies,Paper,10.3408
25,March,Qtr 1,2016,Office Supplies,Paper,
26,March,Qtr 1,2016,Office Supplies,Paper,8.6436
27,March,Qtr 1,2016,Office Supplies,Paper,
28,March,Qtr 1,2016,Office Supplies,Paper,2.9302
29,March,Qtr 1,2016,Office Supplies,Paper,22.674799999999998
30,March,Qtr 1,2016,Office Supplies,Paper,5.5565999999999995
31,March,Qtr 1,2016,Office Supplies,Paper,
1,April,Qtr 2,2016,Office Supplies,Paper,
2,April,Qtr 2,2016,Office Supplies,Paper,
3,April,Qtr 2,2016,Office Supplies,Paper,3.209999999999998
4,April,Qtr 2,2016,Office Supplies,Paper,13.070699999999999
5,April,Qtr 2,2016,Office Supplies,Paper,
6,April,Qtr 2,2016,Office Supplies,Paper,
7,April,Qtr 2,2016,Office Supplies,Paper,18.211199999999998
8,April,Qtr 2,2016,Office Supplies,Paper,44.3648
9,April,Qtr 2,2016,Office Supplies,Paper,
10,April,Qtr 2,2016,Office Supplies,Paper,6.2208000000000006
12,April,Qtr 2,2016,Office Supplies,Paper,32.8831
13,April,Qtr 2,2016,Office Supplies,Paper,
14,April,Qtr 2,2016,Office Supplies,Paper,
15,April,Qtr 2,2016,Office Supplies,Paper,68.976
16,April,Qtr 2,2016,Office Supplies,Paper,40.0036
17,April,Qtr 2,2016,Office Supplies,Paper,
18,April,Qtr 2,2016,Office Supplies,Paper,3.2615999999999996
19,April,Qtr 2,2016,Office Supplies,Paper,157.01399999999998
21,April,Qtr 2,2016,Office Supplies,Paper,24.883200000000002
22,April,Qtr 2,2016,Office Supplies,Paper,
23,April,Qtr 2,2016,Office Supplies,Paper,78.60659999999999
24,April,Qtr 2,2016,Office Supplies,Paper,5.4432
25,April,Qtr 2,2016,Office Supplies,Paper,
26,April,Qtr 2,2016,Office Supplies,Paper,
28,April,Qtr 2,2016,Office Supplies,Paper,9.946799999999998
30,April,Qtr 2,2016,Office Supplies,Paper,
1,May,Qtr 2,2016,Office Supplies,Paper,63.192
2,May,Qtr 2,2016,Office Supplies,Paper,6.0168
3,May,Qtr 2,2016,Office Supplies,Paper,
5,May,Qtr 2,2016,Office Supplies,Paper,73.0782
6,May,Qtr 2,2016,Office Supplies,Paper,15.489999999999997
7,May,Qtr 2,2016,Office Supplies,Paper,
8,May,Qtr 2,2016,Office Supplies,Paper,15.4426
9,May,Qtr 2,2016,Office Supplies,Paper,41.24199999999999
10,May,Qtr 2,2016,Office Supplies,Paper,5.8604
11,May,Qtr 2,2016,Office Supplies,Paper,2.691
12,May,Qtr 2,2016,Office Supplies,Paper,
14,May,Qtr 2,2016,Office Supplies,Paper,10.8864
15,May,Qtr 2,2016,Office Supplies,Paper,5.521599999999999
16,May,Qtr 2,2016,Office Supplies,Paper,8.4966
17,May,Qtr 2,2016,Office Supplies,Paper,9.539999999999997
18,May,Qtr 2,2016,Office Supplies,Paper,8.790600000000001
19,May,Qtr 2,2016,Office Supplies,Paper,
20,May,Qtr 2,2016,Office Supplies,Paper,
21,May,Qtr 2,2016,Office Supplies,Paper,85.85640000000001
22,May,Qtr 2,2016,Office Supplies,Paper,
23,May,Qtr 2,2016,Office Supplies,Paper,6.069000000000001
24,May,Qtr 2,2016,Office Supplies,Paper,91.96799999999999
25,May,Qtr 2,2016,Office Supplies,Paper,9.2928
26,May,Qtr 2,2016,Office Supplies,Paper,45.7774
27,May,Qtr 2,2016,Office Supplies,Paper,226.31639999999996
28,May,Qtr 2,2016,Office Supplies,Paper,103.4862
29,May,Qtr 2,2016,Office Supplies,Paper,
30,May,Qtr 2,2016,Office Supplies,Paper,354.29029999999995
31,May,Qtr 2,2016,Office Supplies,Paper,10.3336
2,June,Qtr 2,2016,Office Supplies,Paper,13.8828
3,June,Qtr 2,2016,Office Supplies,Paper,
4,June,Qtr 2,2016,Office Supplies,Paper,52.081399999999995
5,June,Qtr 2,2016,Office Supplies,Paper,
6,June,Qtr 2,2016,Office Supplies,Paper,129.88479999999998
7,June,Qtr 2,2016,Office Supplies,Paper,17.8697
9,June,Qtr 2,2016,Office Supplies,Paper,
10,June,Qtr 2,2016,Office Supplies,Paper,15.552000000000001
11,June,Qtr 2,2016,Office Supplies,Paper,
12,June,Qtr 2,2016,Office Supplies,Paper,259.34779999999995
13,June,Qtr 2,2016,Office Supplies,Paper,
14,June,Qtr 2,2016,Office Supplies,Paper,
15,June,Qtr 2,2016,Office Supplies,Paper,54.21499999999998
16,June,Qtr 2,2016,Office Supplies,Paper,21.784499999999998
17,June,Qtr 2,2016,Office Supplies,Paper,185.12279999999998
18,June,Qtr 2,2016,Office Supplies,Paper,29.042399999999994
19,June,Qtr 2,2016,Office Supplies,Paper,8.0464
20,June,Qtr 2,2016,Office Supplies,Paper,65.3856
21,June,Qtr 2,2016,Office Supplies,Paper,
23,June,Qtr 2,2016,Office Supplies,Paper,78.3537
24,June,Qtr 2,2016,Office Supplies,Paper,50.327999999999996
25,June,Qtr 2,2016,Office Supplies,Paper,
26,June,Qtr 2,2016,Office Supplies,Paper,186.38190000000003
27,June,Qtr 2,2016,Office Supplies,Paper,12.175799999999999
28,June,Qtr 2,2016,Office Supplies,Paper,27.881999999999998
29,June,Qtr 2,2016,Office Supplies,Paper,
30,June,Qtr 2,2016,Office Supplies,Paper,
1,July,Qtr 3,2016,Office Supplies,Paper,39.9978
2,July,Qtr 3,2016,Office Supplies,Paper,14.5152
3,July,Qtr 3,2016,Office Supplies,Paper,44.94579999999999
4,July,Qtr 3,2016,Office Supplies,Paper,
7,July,Qtr 3,2016,Office Supplies,Paper,38.389399999999995
8,July,Qtr 3,2016,Office Supplies,Paper,11.2158
9,July,Qtr 3,2016,Office Supplies,Paper,
10,July,Qtr 3,2016,Office Supplies,Paper,
12,July,Qtr 3,2016,Office Supplies,Paper,
14,July,Qtr 3,2016,Office Supplies,Paper,79.69199999999998
15,July,Qtr 3,2016,Office Supplies,Paper,34.294
16,July,Qtr 3,2016,Office Supplies,Paper,35.11259999999999
17,July,Qtr 3,2016,Office Supplies,Paper,65.8634
18,July,Qtr 3,2016,Office Supplies,Paper,6.7048000000000005
19,July,Qtr 3,2016,Office Supplies,Paper,120.51060000000001
20,July,Qtr 3,2016,Office Supplies,Paper,
21,July,Qtr 3,2016,Office Supplies,Paper,
22,July,Qtr 3,2016,Office Supplies,Paper,40.4352
23,July,Qtr 3,2016,Office Supplies,Paper,1.8144
