Orders.Region,Orders.Country,Orders.Segment,Orders.Ship Date.Variation.Date Hierarchy.Year,Orders.Category,Orders.Sub-Category,Sum(Orders.Sales),Sum(Orders.Profit)
East,United States,Home Office,2017,Technology,Accessories,2178.946,660.0294999999999
South,United States,Consumer,2014,Technology,Accessories,2610.7960000000003,654.2967
South,United States,Consumer,2015,Technology,Accessories,2110.15,357.7556999999999
South,United States,Consumer,2016,Technology,Accessories,3826.0720000000006,1092.9295
South,United States,Consumer,2017,Technology,Accessories,3104.5460000000003,683.3252999999996
South,United States,Consumer,2018,Technology,Accessories,,
South,United States,Corporate,2014,Technology,Accessories,1427.896,537.6163000000001
South,United States,Corporate,2015,Technology,Accessories,1673.652,471.3209999999999
South,United States,Corporate,2016,Technology,Accessories,4165.411999999999,1318.4211999999998
South,United States,Corporate,2017,Technology,Accessories,2908.4959999999996,758.1191999999999
South,United States,Home Office,2014,Technology,Accessories,1058.598,309.55559999999997
South,United States,Home Office,2015,Technology,Accessories,855.732,183.21739999999997
South,United States,Home Office,2016,Technology,Accessories,1388.3600000000001,132.49019999999996
South,United States,Home Office,2017,Technology,Accessories,2147.0440000000003,505.49429999999995
South,United States,Home Office,2018,Technology,Accessories,,
West,United States,Consumer,2014,Technology,Accessories,5764.523999999999,1152.2438
West,United States,Consumer,2015,Technology,Accessories,8394.364,2510.7203
West,United States,Consumer,2016,Technology,Accessories,9461.813999999998,2343.5202999999997
West,United States,Consumer,2017,Technology,Accessories,9909.612,2957.6667000000007
West,United States,Consumer,2018,Technology,Accessories,,
West,United States,Corporate,2014,Technology,Accessories,1687.1200000000003,482.6298
West,United States,Corporate,2015,Technology,Accessories,1427.508,408.38689999999997
West,United States,Corporate,2016,Technology,Accessories,4649.668,1284.3336999999997
West,United States,Corporate,2017,Technology,Accessories,12307.576,3050.1276
West,United States,Corporate,2018,Technology,Accessories,,
West,United States,Home Office,2014,Technology,Accessories,1474.6000000000001,302.81549999999993
West,United States,Home Office,2015,Technology,Accessories,853.89,230.62709999999996
West,United States,Home Office,2016,Technology,Accessories,1225.0160000000003,330.9768
West,United States,Home Office,2017,Technology,Accessories,3958.4240000000004,1430.5498000000002
Central,United States,Consumer,2014,Technology,Copiers,1999.96,624.9875
Central,United States,Consumer,2015,Technology,Copiers,2519.924,857.9740999999999
Central,United States,Consumer,2016,Technology,Copiers,,
Central,United States,Consumer,2017,Technology,Copiers,,
Central,United States,Consumer,2018,Technology,Copiers,,
Central,United States,Corporate,2014,Technology,Copiers,719.9760000000001,134.9955
Central,United States,Corporate,2015,Technology,Copiers,8739.872000000001,3576.9476999999993
Central,United States,Corporate,2016,Technology,Copiers,17499.949999999997,8399.975999999999
Central,United States,Corporate,2017,Technology,Copiers,2719.944,677.9851000000001
Central,United States,Corporate,2018,Technology,Copiers,,
Central,United States,Home Office,2014,Technology,Copiers,549.99,274.995
Central,United States,Home Office,2015,Technology,Copiers,1549.97,724.986
Central,United States,Home Office,2016,Technology,Copiers,,
Central,United States,Home Office,2017,Technology,Copiers,959.984,335.99440000000004
Central,United States,Home Office,2018,Technology,Copiers,,
East,United States,Consumer,2014,Technology,Copiers,4099.9259999999995,650.9887
East,United States,Consumer,2015,Technology,Copiers,4159.912,1404.9717
East,United States,Consumer,2016,Technology,Copiers,11039.927999999998,1491.9899999999989
East,United States,Consumer,2017,Technology,Copiers,11099.939999999999,5109.9821
East,United States,Consumer,2018,Technology,Copiers,,
East,United States,Corporate,2014,Technology,Copiers,,
East,United States,Corporate,2015,Technology,Copiers,,
East,United States,Corporate,2016,Technology,Copiers,3319.932,1059.9779999999998
East,United States,Corporate,2017,Technology,Copiers,899.982,74.99849999999992
East,United States,Home Office,2014,Technology,Copiers,,
East,United States,Home Office,2015,Technology,Copiers,799.984,249.99499999999998
East,United States,Home Office,2016,Technology,Copiers,5399.91,2591.9568
East,United States,Home Office,2017,Technology,Copiers,12399.948,4387.980999999999
South,United States,Consumer,2014,Technology,Copiers,479.98400000000004,89.99699999999999
South,United States,Consumer,2015,Technology,Copiers,,
South,United States,Consumer,2016,Technology,Copiers,1599.92,751.9624
South,United States,Consumer,2017,Technology,Copiers,2359.964,941.9857999999999
South,United States,Consumer,2018,Technology,Copiers,,
South,United States,Corporate,2014,Technology,Copiers,,
South,United States,Corporate,2015,Technology,Copiers,899.97,314.9895
South,United States,Corporate,2016,Technology,Copiers,959.9680000000001,119.99599999999992
South,United States,Corporate,2017,Technology,Copiers,2999.95,1439.976
South,United States,Home Office,2014,Technology,Copiers,,
South,United States,Home Office,2015,Technology,Copiers,,
South,United States,Home Office,2016,Technology,Copiers,,
South,United States,Home Office,2017,Technology,Copiers,,
South,United States,Home Office,2018,Technology,Copiers,,
West,United States,Consumer,2014,Technology,Copiers,2999.946,1136.9796000000001
West,United States,Consumer,2015,Technology,Copiers,3919.8960000000006,1154.9706999999999
West,United States,Consumer,2016,Technology,Copiers,7079.876000000002,2501.9559
West,United States,Consumer,2017,Technology,Copiers,16459.894,7364.9650999999985
West,United States,Consumer,2018,Technology,Copiers,,
West,United States,Corporate,2014,Technology,Copiers,,
West,United States,Corporate,2015,Technology,Copiers,3589.9220000000005,1645.4641
West,United States,Corporate,2016,Technology,Copiers,1199.976,374.99249999999995
West,United States,Corporate,2017,Technology,Copiers,3279.944,1169.98
West,United States,Corporate,2018,Technology,Copiers,,
West,United States,Home Office,2014,Technology,Copiers,,
West,United States,Home Office,2015,Technology,Copiers,,
West,United States,Home Office,2016,Technology,Copiers,1499.95,449.9849999999999
West,United States,Home Office,2017,Technology,Copiers,9719.838,3527.9421999999995
Central,United States,Consumer,2014,Technology,Machines,9577.601999999999,-1657.482000000002
Central,United States,Consumer,2015,Technology,Machines,771.3499999999999,-23.665500000000023
Central,United States,Consumer,2016,Technology,Machines,1650.81,14.119499999999846
Central,United States,Consumer,2017,Technology,Machines,,
Central,United States,Consumer,2018,Technology,Machines,,
Central,United States,Corporate,2014,Technology,Machines,6139.65,-883.2633000000006
Central,United States,Corporate,2015,Technology,Machines,479.988,55.99859999999995
Central,United States,Corporate,2016,Technology,Machines,,
Central,United States,Corporate,2017,Technology,Machines,5097.096,465.76029999999935
Central,United States,Corporate,2018,Technology,Machines,,
Central,United States,Home Office,2014,Technology,Machines,574.91,156.04699999999997
Central,United States,Home Office,2015,Technology,Machines,600.53,137.26399999999995
Central,United States,Home Office,2016,Technology,Machines,1007.979,43.199100000000044
Central,United States,Home Office,2017,Technology,Machines,897.469,205.95569999999992
Central,United States,Home Office,2018,Technology,Machines,,
East,United States,Consumer,2014,Technology,Machines,10174.875,3399.0852
East,United States,Consumer,2015,Technology,Machines,4754.802,-1870.1156000000005
East,United States,Consumer,2016,Technology,Machines,15004.997000000001,-2863.7971000000016
East,United States,Consumer,2017,Technology,Machines,733.755,38.74250000000009
East,United States,Consumer,2018,Technology,Machines,,
East,United States,Corporate,2014,Technology,Machines,399.54,-559.3559999999999
East,United States,Corporate,2015,Technology,Machines,7349.9400000000005,1210.2939999999999
East,United States,Corporate,2016,Technology,Machines,10210.941,1521.4505999999994
East,United States,Corporate,2017,Technology,Machines,5931.615,452.2137
East,United States,Home Office,2014,Technology,Machines,4061.97,2026.0857
East,United States,Home Office,2015,Technology,Machines,2321.9,1114.512
East,United States,Home Office,2016,Technology,Machines,,
East,United States,Home Office,2017,Technology,Machines,5161.83,2459.5279
South,United States,Consumer,2014,Technology,Machines,4134.945,-1426.7031000000004
South,United States,Consumer,2015,Technology,Machines,3112.985,1414.8208999999997
South,United States,Consumer,2016,Technology,Machines,9841.650000000001,2962.2359999999994
South,United States,Consumer,2017,Technology,Machines,1248.97,-39.795000000000144
South,United States,Consumer,2018,Technology,Machines,,
South,United States,Corporate,2014,Technology,Machines,,
South,United States,Corporate,2015,Technology,Machines,,
South,United States,Corporate,2016,Technology,Machines,3305.475,1347.7005
South,United States,Corporate,2017,Technology,Machines,8695.68,-3867.8183999999987
South,United States,Home Office,2014,Technology,Machines,23459.78,-1827.504400000002
South,United States,Home Office,2015,Technology,Machines,,
South,United States,Home Office,2016,Technology,Machines,91.475,-1.829499999999996
South,United States,Home Office,2017,Technology,Machines,,
South,United States,Home Office,2018,Technology,Machines,,
West,United States,Consumer,2014,Technology,Machines,1452.181,438.2881999999999
West,United States,Consumer,2015,Technology,Machines,5523.6720000000005,616.6676999999993
West,United States,Consumer,2016,Technology,Machines,9765.279,872.1518999999992
West,United States,Consumer,2017,Technology,Machines,1794.952,266.50820000000004
West,United States,Consumer,2018,Technology,Machines,,
West,United States,Corporate,2014,Technology,Machines,,
West,United States,Corporate,2015,Technology,Machines,1067.922,322.97849999999994
West,United States,Corporate,2016,Technology,Machines,3234,242.55000000000018
West,United States,Corporate,2017,Technology,Machines,8364.908,394.5104999999993
West,United States,Corporate,2018,Technology,Machines,,
West,United States,Home Office,2014,Technology,Machines,1279.968,415.98959999999994
West,United States,Home Office,2015,Technology,Machines,,
West,United States,Home Office,2016,Technology,Machines,4072.8700000000003,-556.7930000000003
West,United States,Home Office,2017,Technology,Machines,5888.370000000001,-3631.7780000000007
Central,United States,Consumer,2014,Technology,Phones,5550.280000000001,735.6789999999996
Central,United States,Consumer,2015,Technology,Phones,8957.145999999999,1798.2329999999995
Central,United States,Consumer,2016,Technology,Phones,11299.903999999999,1865.3407000000002
Central,United States,Consumer,2017,Technology,Phones,11301.456,2016.7668999999996
Central,United States,Consumer,2018,Technology,Phones,,
Central,United States,Corporate,2014,Technology,Phones,2001.8360000000005,229.702
Central,United States,Corporate,2015,Technology,Phones,6923.444,918.8431999999997
Central,United States,Corporate,2016,Technology,Phones,5427.352000000001,809.2572999999998
Central,United States,Corporate,2017,Technology,Phones,2828.1639999999998,433.4771999999999
Central,United States,Corporate,2018,Technology,Phones,,
Central,United States,Home Office,2014,Technology,Phones,1827.276,467.74119999999994
Central,United States,Home Office,2015,Technology,Phones,3955.7120000000004,617.9998
Central,United States,Home Office,2016,Technology,Phones,3249.1759999999995,760.5102
Central,United States,Home Office,2017,Technology,Phones,9081.536,1669.4761999999998
Central,United States,Home Office,2018,Technology,Phones,,
East,United States,Consumer,2014,Technology,Phones,16651.997999999996,3043.2290000000003
East,United States,Consumer,2015,Technology,Phones,12095.466,2038.22
East,United States,Consumer,2016,Technology,Phones,6680.607999999999,635.6175999999998
East,United States,Consumer,2017,Technology,Phones,15978.185999999998,1604.4496
East,United States,Consumer,2018,Technology,Phones,105.78,6.7373999999999965
East,United States,Corporate,2014,Technology,Phones,3492.8179999999998,350.0439
East,United States,Corporate,2015,Technology,Phones,7978.874,863.7704999999997
East,United States,Corporate,2016,Technology,Phones,7130.253999999999,1104.0686
East,United States,Corporate,2017,Technology,Phones,11263.672,811.7353000000003
East,United States,Home Office,2014,Technology,Phones,291.87,86.2218
East,United States,Home Office,2015,Technology,Phones,2739.03,347.2843
East,United States,Home Office,2016,Technology,Phones,7479.493999999999,428.1258999999999
East,United States,Home Office,2017,Technology,Phones,8726.931999999999,995.1821000000001
South,United States,Consumer,2014,Technology,Phones,4690.514,1185.0283
South,United States,Consumer,2015,Technology,Phones,5847.6579999999985,1558.2632999999998
South,United States,Consumer,2016,Technology,Phones,7732.339999999999,976.231
South,United States,Consumer,2017,Technology,Phones,12575.692000000001,1904.3891999999998
South,United States,Consumer,2018,Technology,Phones,,
South,United States,Corporate,2014,Technology,Phones,9740.380000000001,2277.5083999999997
South,United States,Corporate,2015,Technology,Phones,2000.7240000000002,383.77779999999984
South,United States,Corporate,2016,Technology,Phones,1767.8080000000002,196.22480000000002
South,United States,Corporate,2017,Technology,Phones,5765.3200000000015,822.701
South,United States,Home Office,2014,Technology,Phones,2818.0699999999997,623.1709
South,United States,Home Office,2015,Technology,Phones,,
South,United States,Home Office,2016,Technology,Phones,2343.674,335.4691999999998
South,United States,Home Office,2017,Technology,Phones,3022.2580000000007,504.5114000000001
South,United States,Home Office,2018,Technology,Phones,,
West,United States,Consumer,2014,Technology,Phones,19154.327999999998,1782.3356999999996
West,United States,Consumer,2015,Technology,Phones,11836.024000000001,1137.7345999999995
West,United States,Consumer,2016,Technology,Phones,7611.144,603.1064999999996
West,United States,Consumer,2017,Technology,Phones,11561.864000000001,923.0746999999997
West,United States,Consumer,2018,Technology,Phones,302.376,22.678200000000018
West,United States,Corporate,2014,Technology,Phones,4902.336,620.0648000000001
West,United States,Corporate,2015,Technology,Phones,4389.664000000001,495.6305999999997
West,United States,Corporate,2016,Technology,Phones,8693.488000000001,845.2782000000007
West,United States,Corporate,2017,Technology,Phones,6847.280000000001,604.136
West,United States,Corporate,2018,Technology,Phones,,
West,United States,Home Office,2014,Technology,Phones,4934.856000000001,360.3668999999999
West,United States,Home Office,2015,Technology,Phones,2562.344,230.00410000000008
West,United States,Home Office,2016,Technology,Phones,9606.272,933.6443000000002
West,United States,Home Office,2017,Technology,Phones,6282.376000000001,552.688
