Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Category,Orders.Sub-Category,Orders.City,Orders.Country,Orders.Segment,Sum(Orders.Profit),Sum(Orders.Sales)
2014,Office Supplies,Binders,Pearland,United States,Corporate,,
2015,Office Supplies,Binders,Pearland,United States,Corporate,,
2016,Office Supplies,Binders,Pearland,United States,Corporate,,
2017,Office Supplies,Binders,Pearland,United States,Corporate,-18.52620000000001,11.227999999999998
2014,Office Supplies,Binders,Pembroke Pines,United States,Consumer,,
2015,Office Supplies,Binders,Pembroke Pines,United States,Consumer,,
2016,Office Supplies,Binders,Pembroke Pines,United States,Consumer,-6.004799999999998,7.506
2017,Office Supplies,Binders,Pembroke Pines,United States,Consumer,-6.079399999999999,8.436
2014,Office Supplies,Binders,Pensacola,United States,Consumer,,
2015,Office Supplies,Binders,Pensacola,United States,Consumer,,
2016,Office Supplies,Binders,Pensacola,United States,Consumer,-1.4760000000000004,2.2140000000000004
2017,Office Supplies,Binders,Pensacola,United States,Consumer,,
2014,Office Supplies,Binders,Peoria,United States,Consumer,,
2015,Office Supplies,Binders,Peoria,United States,Consumer,,
2016,Office Supplies,Binders,Peoria,United States,Consumer,-6.567000000000002,3.979999999999999
2017,Office Supplies,Binders,Peoria,United States,Consumer,-45.239999999999995,67.86000000000001
2014,Office Supplies,Binders,Peoria,United States,Corporate,-20.5623,12.461999999999996
2015,Office Supplies,Binders,Peoria,United States,Corporate,,
2016,Office Supplies,Binders,Peoria,United States,Corporate,,
2017,Office Supplies,Binders,Peoria,United States,Corporate,-2.6880000000000015,1.6799999999999995
2014,Office Supplies,Binders,Peoria,United States,Home Office,,
2015,Office Supplies,Binders,Peoria,United States,Home Office,-9.430399999999997,13.692000000000002
2016,Office Supplies,Binders,Peoria,United States,Home Office,,
2017,Office Supplies,Binders,Peoria,United States,Home Office,,
2014,Office Supplies,Binders,Perth Amboy,United States,Consumer,,
2015,Office Supplies,Binders,Perth Amboy,United States,Consumer,,
2016,Office Supplies,Binders,Perth Amboy,United States,Consumer,148.5106,315.98
2017,Office Supplies,Binders,Perth Amboy,United States,Consumer,,
2014,Office Supplies,Binders,Philadelphia,United States,Consumer,-114.92799999999998,152.38500000000002
2015,Office Supplies,Binders,Philadelphia,United States,Consumer,-276.1772,342.5850000000001
2016,Office Supplies,Binders,Philadelphia,United States,Consumer,-211.9735,276.0300000000001
2017,Office Supplies,Binders,Philadelphia,United States,Consumer,-1187.6093999999996,1554.6329999999998
2014,Office Supplies,Binders,Philadelphia,United States,Corporate,-414.3043999999999,518.4420000000001
2015,Office Supplies,Binders,Philadelphia,United States,Corporate,-44.39279999999999,59.30700000000001
2016,Office Supplies,Binders,Philadelphia,United States,Corporate,-150.12460000000002,196.57800000000003
2017,Office Supplies,Binders,Philadelphia,United States,Corporate,-103.63589999999998,145.404
2014,Office Supplies,Binders,Philadelphia,United States,Home Office,-4.1244,5.892000000000001
2015,Office Supplies,Binders,Philadelphia,United States,Home Office,-37.6224,53.91600000000001
2016,Office Supplies,Binders,Philadelphia,United States,Home Office,-796.8839000000003,1188.3660000000002
2017,Office Supplies,Binders,Philadelphia,United States,Home Office,-43.457499999999996,58.623000000000005
2014,Office Supplies,Binders,Phoenix,United States,Consumer,-706.8675,964.3350000000003
2015,Office Supplies,Binders,Phoenix,United States,Consumer,-14.145999999999999,21.219
2016,Office Supplies,Binders,Phoenix,United States,Consumer,-40.18079999999999,54.79200000000001
2017,Office Supplies,Binders,Phoenix,United States,Consumer,-25.0616,32.976000000000006
2014,Office Supplies,Binders,Phoenix,United States,Corporate,-464.1587000000002,557.1990000000002
2015,Office Supplies,Binders,Phoenix,United States,Corporate,,
2016,Office Supplies,Binders,Phoenix,United States,Corporate,,
2017,Office Supplies,Binders,Phoenix,United States,Corporate,-9.970499999999998,13.005000000000003
2014,Office Supplies,Binders,Phoenix,United States,Home Office,,
2015,Office Supplies,Binders,Phoenix,United States,Home Office,,
2016,Office Supplies,Binders,Phoenix,United States,Home Office,-20.88899999999999,28.485
2017,Office Supplies,Binders,Phoenix,United States,Home Office,-6.0237,7.857000000000002
2014,Office Supplies,Binders,Plainfield,United States,Consumer,,
2015,Office Supplies,Binders,Plainfield,United States,Consumer,,
2016,Office Supplies,Binders,Plainfield,United States,Consumer,,
2017,Office Supplies,Binders,Plainfield,United States,Consumer,349.28099999999995,776.1800000000001
2014,Office Supplies,Binders,Plano,United States,Consumer,-5.088000000000001,3.3919999999999995
2015,Office Supplies,Binders,Plano,United States,Consumer,,
2016,Office Supplies,Binders,Plano,United States,Consumer,,
2017,Office Supplies,Binders,Plano,United States,Consumer,,
2014,Office Supplies,Binders,Plantation,United States,Corporate,,
2015,Office Supplies,Binders,Plantation,United States,Corporate,-7.7454,9.900000000000002
2016,Office Supplies,Binders,Plantation,United States,Corporate,,
2017,Office Supplies,Binders,Plantation,United States,Corporate,,
2014,Office Supplies,Binders,Pleasant Grove,United States,Consumer,4.7792,13.184000000000001
2015,Office Supplies,Binders,Pleasant Grove,United States,Consumer,,
2016,Office Supplies,Binders,Pleasant Grove,United States,Consumer,,
2017,Office Supplies,Binders,Pleasant Grove,United States,Consumer,,
2014,Office Supplies,Binders,Pleasant Grove,United States,Corporate,,
2015,Office Supplies,Binders,Pleasant Grove,United States,Corporate,4.098599999999999,12.144
2016,Office Supplies,Binders,Pleasant Grove,United States,Corporate,,
2017,Office Supplies,Binders,Pleasant Grove,United States,Corporate,,
2014,Office Supplies,Binders,Pocatello,United States,Consumer,,
2015,Office Supplies,Binders,Pocatello,United States,Consumer,,
2016,Office Supplies,Binders,Pocatello,United States,Consumer,5.5379999999999985,17.04
2017,Office Supplies,Binders,Pocatello,United States,Consumer,,
2014,Office Supplies,Binders,Port Saint Lucie,United States,Consumer,,
2015,Office Supplies,Binders,Port Saint Lucie,United States,Consumer,,
2016,Office Supplies,Binders,Port Saint Lucie,United States,Consumer,-2.245,2.6940000000000004
2017,Office Supplies,Binders,Port Saint Lucie,United States,Consumer,,
2014,Office Supplies,Binders,Portland,United States,Consumer,,
2015,Office Supplies,Binders,Portland,United States,Consumer,,
2016,Office Supplies,Binders,Portland,United States,Consumer,-3.465,4.158
2017,Office Supplies,Binders,Portland,United States,Consumer,-0.792,1.0800000000000003
2014,Office Supplies,Binders,Portland,United States,Home Office,,
2015,Office Supplies,Binders,Portland,United States,Home Office,,
2016,Office Supplies,Binders,Portland,United States,Home Office,,
2017,Office Supplies,Binders,Portland,United States,Home Office,-3.7880000000000003,5.682000000000001
2014,Office Supplies,Binders,Providence,United States,Consumer,,
2015,Office Supplies,Binders,Providence,United States,Consumer,,
2016,Office Supplies,Binders,Providence,United States,Consumer,,
2017,Office Supplies,Binders,Providence,United States,Consumer,13.365,29.700000000000003
2014,Office Supplies,Binders,Providence,United States,Home Office,,
2015,Office Supplies,Binders,Providence,United States,Home Office,,
2016,Office Supplies,Binders,Providence,United States,Home Office,37.7584,79.93
2017,Office Supplies,Binders,Providence,United States,Home Office,,
2014,Office Supplies,Binders,Provo,United States,Corporate,,
2015,Office Supplies,Binders,Provo,United States,Corporate,,
2016,Office Supplies,Binders,Provo,United States,Corporate,,
2017,Office Supplies,Binders,Provo,United States,Corporate,16.728299999999997,48.144000000000005
2014,Office Supplies,Binders,Pueblo,United States,Consumer,-24.907199999999996,36.252
2015,Office Supplies,Binders,Pueblo,United States,Consumer,,
2016,Office Supplies,Binders,Pueblo,United States,Consumer,,
2017,Office Supplies,Binders,Pueblo,United States,Consumer,,
2014,Office Supplies,Binders,Pueblo,United States,Home Office,,
2015,Office Supplies,Binders,Pueblo,United States,Home Office,,
2016,Office Supplies,Binders,Pueblo,United States,Home Office,-24.1016,29.880000000000006
2017,Office Supplies,Binders,Pueblo,United States,Home Office,,
2014,Office Supplies,Binders,Quincy,United States,Consumer,,
2015,Office Supplies,Binders,Quincy,United States,Consumer,-4.488000000000001,2.9919999999999995
2016,Office Supplies,Binders,Quincy,United States,Consumer,10.679399999999998,30.964
2017,Office Supplies,Binders,Quincy,United States,Consumer,,
2014,Office Supplies,Binders,Quincy,United States,Corporate,,
2015,Office Supplies,Binders,Quincy,United States,Corporate,,
2016,Office Supplies,Binders,Quincy,United States,Corporate,,
2017,Office Supplies,Binders,Quincy,United States,Corporate,-5.184000000000001,3.2399999999999993
2014,Office Supplies,Binders,Raleigh,United States,Consumer,,
2015,Office Supplies,Binders,Raleigh,United States,Consumer,,
2016,Office Supplies,Binders,Raleigh,United States,Consumer,-24.662400000000005,30.828000000000007
2017,Office Supplies,Binders,Raleigh,United States,Consumer,,
2014,Office Supplies,Binders,Raleigh,United States,Corporate,,
2015,Office Supplies,Binders,Raleigh,United States,Corporate,-2.3136,2.892000000000001
2016,Office Supplies,Binders,Raleigh,United States,Corporate,,
2017,Office Supplies,Binders,Raleigh,United States,Corporate,-10.037199999999999,13.092000000000002
2014,Office Supplies,Binders,Rancho Cucamonga,United States,Consumer,11.138399999999999,34.272
2015,Office Supplies,Binders,Rancho Cucamonga,United States,Consumer,,
2016,Office Supplies,Binders,Rancho Cucamonga,United States,Consumer,,
2017,Office Supplies,Binders,Rancho Cucamonga,United States,Consumer,,
2014,Office Supplies,Binders,Rapid City,United States,Corporate,5.0196,10.68
2015,Office Supplies,Binders,Rapid City,United States,Corporate,,
2016,Office Supplies,Binders,Rapid City,United States,Corporate,,
2017,Office Supplies,Binders,Rapid City,United States,Corporate,,
2014,Office Supplies,Binders,Redlands,United States,Consumer,,
2015,Office Supplies,Binders,Redlands,United States,Consumer,124.48499999999999,398.352
2016,Office Supplies,Binders,Redlands,United States,Consumer,,
2017,Office Supplies,Binders,Redlands,United States,Consumer,,
2014,Office Supplies,Binders,Redmond,United States,Consumer,,
2015,Office Supplies,Binders,Redmond,United States,Consumer,,
2016,Office Supplies,Binders,Redmond,United States,Consumer,-25.05599999999999,31.32
2017,Office Supplies,Binders,Redmond,United States,Consumer,8.021999999999998,22.92
2014,Office Supplies,Binders,Redmond,United States,Corporate,,
2015,Office Supplies,Binders,Redmond,United States,Corporate,,
2016,Office Supplies,Binders,Redmond,United States,Corporate,,
2017,Office Supplies,Binders,Redmond,United States,Corporate,-58.71599999999998,88.07400000000001
2014,Office Supplies,Binders,Redondo Beach,United States,Consumer,,
2015,Office Supplies,Binders,Redondo Beach,United States,Consumer,,
2016,Office Supplies,Binders,Redondo Beach,United States,Consumer,3.9419999999999993,11.68
2017,Office Supplies,Binders,Redondo Beach,United States,Consumer,,
2014,Office Supplies,Binders,Redondo Beach,United States,Corporate,6.556900000000001,18.088
2015,Office Supplies,Binders,Redondo Beach,United States,Corporate,,
2016,Office Supplies,Binders,Redondo Beach,United States,Corporate,,
2017,Office Supplies,Binders,Redondo Beach,United States,Corporate,,
2014,Office Supplies,Binders,Redwood City,United States,Corporate,,
2015,Office Supplies,Binders,Redwood City,United States,Corporate,,
2016,Office Supplies,Binders,Redwood City,United States,Corporate,14.142599999999996,41.904
2017,Office Supplies,Binders,Redwood City,United States,Corporate,,
2014,Office Supplies,Binders,Reno,United States,Corporate,,
2015,Office Supplies,Binders,Reno,United States,Corporate,,
2016,Office Supplies,Binders,Reno,United States,Corporate,53.92170000000001,159.768
2017,Office Supplies,Binders,Reno,United States,Corporate,,
2014,Office Supplies,Binders,Renton,United States,Consumer,,
2015,Office Supplies,Binders,Renton,United States,Consumer,,
2016,Office Supplies,Binders,Renton,United States,Consumer,,
2017,Office Supplies,Binders,Renton,United States,Consumer,56.55,150.8
2014,Office Supplies,Binders,Revere,United States,Corporate,3.0576,6.24
2015,Office Supplies,Binders,Revere,United States,Corporate,,
2016,Office Supplies,Binders,Revere,United States,Corporate,,
2017,Office Supplies,Binders,Revere,United States,Corporate,,
2014,Office Supplies,Binders,Revere,United States,Home Office,,
2015,Office Supplies,Binders,Revere,United States,Home Office,18.94,37.88
2016,Office Supplies,Binders,Revere,United States,Home Office,,
2017,Office Supplies,Binders,Revere,United States,Home Office,,
2014,Office Supplies,Binders,Richmond,United States,Consumer,7.644,15.600000000000001
2015,Office Supplies,Binders,Richmond,United States,Consumer,95.75680000000001,198.35999999999999
2016,Office Supplies,Binders,Richmond,United States,Consumer,,
2017,Office Supplies,Binders,Richmond,United States,Consumer,87.25299999999999,187.79000000000002
2014,Office Supplies,Binders,Richmond,United States,Corporate,56.5264,115.36
2015,Office Supplies,Binders,Richmond,United States,Corporate,21.445199999999996,46.62
2016,Office Supplies,Binders,Richmond,United States,Corporate,,
2017,Office Supplies,Binders,Richmond,United States,Corporate,,
2014,Office Supplies,Binders,Richmond,United States,Home Office,7.134599999999999,15.18
2015,Office Supplies,Binders,Richmond,United States,Home Office,,
2016,Office Supplies,Binders,Richmond,United States,Home Office,,
2017,Office Supplies,Binders,Richmond,United States,Home Office,1.4112,2.88
2014,Office Supplies,Binders,Riverside,United States,Consumer,,
2015,Office Supplies,Binders,Riverside,United States,Consumer,,
2016,Office Supplies,Binders,Riverside,United States,Consumer,1.3944,3.9840000000000004
2017,Office Supplies,Binders,Riverside,United States,Consumer,,
2014,Office Supplies,Binders,Riverside,United States,Home Office,,
2015,Office Supplies,Binders,Riverside,United States,Home Office,,
2016,Office Supplies,Binders,Riverside,United States,Home Office,19.194,51.18400000000001
2017,Office Supplies,Binders,Riverside,United States,Home Office,,
2014,Office Supplies,Binders,Rochester,United States,Consumer,,
2015,Office Supplies,Binders,Rochester,United States,Consumer,471.9033,1260.6
2016,Office Supplies,Binders,Rochester,United States,Consumer,89.95479999999999,276.78400000000005
2017,Office Supplies,Binders,Rochester,United States,Consumer,85.6191,175.07
2014,Office Supplies,Binders,Rochester,United States,Corporate,,
2015,Office Supplies,Binders,Rochester,United States,Corporate,,
2016,Office Supplies,Binders,Rochester,United States,Corporate,,
2017,Office Supplies,Binders,Rochester,United States,Corporate,2.357099999999999,6.984000000000001
2014,Office Supplies,Binders,Rochester,United States,Home Office,,
2015,Office Supplies,Binders,Rochester,United States,Home Office,,
2016,Office Supplies,Binders,Rochester,United States,Home Office,,
2017,Office Supplies,Binders,Rochester,United States,Home Office,10.429999999999998,33.376
2014,Office Supplies,Binders,Rockford,United States,Consumer,,
2015,Office Supplies,Binders,Rockford,United States,Consumer,,
2016,Office Supplies,Binders,Rockford,United States,Consumer,-2.678399999999999,1.7279999999999995
2017,Office Supplies,Binders,Rockford,United States,Consumer,-53.708800000000025,33.56799999999999
2014,Office Supplies,Binders,Rockford,United States,Corporate,,
2015,Office Supplies,Binders,Rockford,United States,Corporate,,
2016,Office Supplies,Binders,Rockford,United States,Corporate,-729.9138,442.37199999999996
2017,Office Supplies,Binders,Rockford,United States,Corporate,-22.144000000000005,13.839999999999998
2014,Office Supplies,Binders,Rockford,United States,Home Office,,
2015,Office Supplies,Binders,Rockford,United States,Home Office,,
2016,Office Supplies,Binders,Rockford,United States,Home Office,-18.836400000000005,11.415999999999997
2017,Office Supplies,Binders,Rockford,United States,Home Office,,
2014,Office Supplies,Binders,Rockville,United States,Consumer,,
2015,Office Supplies,Binders,Rockville,United States,Consumer,3.6162,7.38
2016,Office Supplies,Binders,Rockville,United States,Consumer,,
2017,Office Supplies,Binders,Rockville,United States,Consumer,,
2014,Office Supplies,Binders,Rogers,United States,Consumer,,
2015,Office Supplies,Binders,Rogers,United States,Consumer,,
2016,Office Supplies,Binders,Rogers,United States,Consumer,,
2017,Office Supplies,Binders,Rogers,United States,Consumer,18.5886,40.410000000000004
2014,Office Supplies,Binders,Romeoville,United States,Consumer,-14.770800000000001,8.951999999999998
2015,Office Supplies,Binders,Romeoville,United States,Consumer,,
2016,Office Supplies,Binders,Romeoville,United States,Consumer,,
2017,Office Supplies,Binders,Romeoville,United States,Consumer,,
2014,Office Supplies,Binders,Roseville,United States,Consumer,,
2015,Office Supplies,Binders,Roseville,United States,Consumer,,
2016,Office Supplies,Binders,Roseville,United States,Consumer,29.469599999999996,84.49600000000001
2017,Office Supplies,Binders,Roseville,United States,Consumer,,
2014,Office Supplies,Binders,Roseville,United States,Home Office,,
2015,Office Supplies,Binders,Roseville,United States,Home Office,34.3896,74.76
2016,Office Supplies,Binders,Roseville,United States,Home Office,3.769399999999999,8.02
2017,Office Supplies,Binders,Roseville,United States,Home Office,,
2014,Office Supplies,Binders,Roswell,United States,Corporate,,
2015,Office Supplies,Binders,Roswell,United States,Corporate,,
2016,Office Supplies,Binders,Roswell,United States,Corporate,,
2017,Office Supplies,Binders,Roswell,United States,Corporate,1264.7558999999999,2690.9700000000003
2014,Office Supplies,Binders,Sacramento,United States,Corporate,,
2015,Office Supplies,Binders,Sacramento,United States,Corporate,4.330799999999998,12.832
2016,Office Supplies,Binders,Sacramento,United States,Corporate,11.048399999999997,32.736000000000004
2017,Office Supplies,Binders,Sacramento,United States,Corporate,1906.485,5083.96
2014,Office Supplies,Binders,Saginaw,United States,Consumer,,
2015,Office Supplies,Binders,Saginaw,United States,Consumer,,
2016,Office Supplies,Binders,Saginaw,United States,Consumer,,
2017,Office Supplies,Binders,Saginaw,United States,Consumer,7.4824,15.92
2014,Office Supplies,Binders,Saint Petersburg,United States,Consumer,-12.224,18.336000000000002
2015,Office Supplies,Binders,Saint Petersburg,United States,Consumer,,
2016,Office Supplies,Binders,Saint Petersburg,United States,Consumer,,
2017,Office Supplies,Binders,Saint Petersburg,United States,Consumer,,
2014,Office Supplies,Binders,Saint Petersburg,United States,Corporate,,
2015,Office Supplies,Binders,Saint Petersburg,United States,Corporate,-13.3936,18.264000000000003
2016,Office Supplies,Binders,Saint Petersburg,United States,Corporate,,
2017,Office Supplies,Binders,Saint Petersburg,United States,Corporate,,
2014,Office Supplies,Binders,Salem,United States,Consumer,-4.519199999999998,6.456
2015,Office Supplies,Binders,Salem,United States,Consumer,,
2016,Office Supplies,Binders,Salem,United States,Consumer,-12.896100000000004,16.821000000000005
2017,Office Supplies,Binders,Salem,United States,Consumer,7.171200000000001,14.940000000000001
2014,Office Supplies,Binders,Salem,United States,Home Office,,
2015,Office Supplies,Binders,Salem,United States,Home Office,,
2016,Office Supplies,Binders,Salem,United States,Home Office,-30.159999999999997,45.24000000000001
2017,Office Supplies,Binders,Salem,United States,Home Office,,
2014,Office Supplies,Binders,Salinas,United States,Corporate,,
2015,Office Supplies,Binders,Salinas,United States,Corporate,12.595699999999997,39.528000000000006
2016,Office Supplies,Binders,Salinas,United States,Corporate,,
2017,Office Supplies,Binders,Salinas,United States,Corporate,18.5274,54.89600000000001
2014,Office Supplies,Binders,Salt Lake City,United States,Consumer,,
2015,Office Supplies,Binders,Salt Lake City,United States,Consumer,,
2016,Office Supplies,Binders,Salt Lake City,United States,Consumer,,
2017,Office Supplies,Binders,Salt Lake City,United States,Consumer,144.19379999999998,397.77599999999995
2014,Office Supplies,Binders,Salt Lake City,United States,Home Office,,
2015,Office Supplies,Binders,Salt Lake City,United States,Home Office,,
2016,Office Supplies,Binders,Salt Lake City,United States,Home Office,13.037499999999998,41.72
2017,Office Supplies,Binders,Salt Lake City,United States,Home Office,,
2014,Office Supplies,Binders,San Antonio,United States,Consumer,-3742.067200000002,2203.2479999999996
2015,Office Supplies,Binders,San Antonio,United States,Consumer,,
2016,Office Supplies,Binders,San Antonio,United States,Consumer,-2.162400000000001,1.2719999999999998
2017,Office Supplies,Binders,San Antonio,United States,Consumer,-6.237000000000002,3.563999999999999
2014,Office Supplies,Binders,San Antonio,United States,Corporate,-351.19280000000015,218.95999999999998
2015,Office Supplies,Binders,San Antonio,United States,Corporate,-96.81040000000004,59.011999999999986
2016,Office Supplies,Binders,San Antonio,United States,Corporate,,
2017,Office Supplies,Binders,San Antonio,United States,Corporate,,
2014,Office Supplies,Binders,San Antonio,United States,Home Office,,
2015,Office Supplies,Binders,San Antonio,United States,Home Office,-6.286000000000003,3.591999999999999
2016,Office Supplies,Binders,San Antonio,United States,Home Office,,
2017,Office Supplies,Binders,San Antonio,United States,Home Office,,
2014,Office Supplies,Binders,San Bernardino,United States,Consumer,,
2015,Office Supplies,Binders,San Bernardino,United States,Consumer,22.797599999999996,67.36
2016,Office Supplies,Binders,San Bernardino,United States,Consumer,,
2017,Office Supplies,Binders,San Bernardino,United States,Consumer,,
2014,Office Supplies,Binders,San Bernardino,United States,Home Office,,
2015,Office Supplies,Binders,San Bernardino,United States,Home Office,38.684799999999996,110.528
2016,Office Supplies,Binders,San Bernardino,United States,Home Office,,
2017,Office Supplies,Binders,San Bernardino,United States,Home Office,,
2014,Office Supplies,Binders,San Clemente,United States,Consumer,,
2015,Office Supplies,Binders,San Clemente,United States,Consumer,,
2016,Office Supplies,Binders,San Clemente,United States,Consumer,6.556900000000001,18.088
2017,Office Supplies,Binders,San Clemente,United States,Consumer,,
2014,Office Supplies,Binders,San Diego,United States,Consumer,3.1552,8.704
2015,Office Supplies,Binders,San Diego,United States,Consumer,66.60259999999998,190.73600000000002
2016,Office Supplies,Binders,San Diego,United States,Consumer,,
2017,Office Supplies,Binders,San Diego,United States,Consumer,22.267199999999995,64.11200000000001
2014,Office Supplies,Binders,San Diego,United States,Corporate,12.2715,36.36
2015,Office Supplies,Binders,San Diego,United States,Corporate,71.3856,197.55200000000002
2016,Office Supplies,Binders,San Diego,United States,Corporate,,
2017,Office Supplies,Binders,San Diego,United States,Corporate,61.25789999999999,182.288
2014,Office Supplies,Binders,San Diego,United States,Home Office,29.0136,82.896
2015,Office Supplies,Binders,San Diego,United States,Home Office,7.425599999999999,22.848
2016,Office Supplies,Binders,San Diego,United States,Home Office,,
2017,Office Supplies,Binders,San Diego,United States,Home Office,22.736,64.96
2014,Office Supplies,Binders,San Francisco,United States,Consumer,372.7206,1016.152
2015,Office Supplies,Binders,San Francisco,United States,Consumer,52.69139999999999,149.04800000000003
2016,Office Supplies,Binders,San Francisco,United States,Consumer,113.3906,324.22400000000005
2017,Office Supplies,Binders,San Francisco,United States,Consumer,865.1945000000001,2573.944
2014,Office Supplies,Binders,San Francisco,United States,Corporate,112.40719999999997,319.16800000000006
2015,Office Supplies,Binders,San Francisco,United States,Corporate,46.3185,137.24
2016,Office Supplies,Binders,San Francisco,United States,Corporate,161.99209999999994,488.25600000000003
2017,Office Supplies,Binders,San Francisco,United States,Corporate,394.7384,1152.3440000000003
2014,Office Supplies,Binders,San Francisco,United States,Home Office,4.648799999999999,14.303999999999998
2015,Office Supplies,Binders,San Francisco,United States,Home Office,28.819399999999995,91.024
2016,Office Supplies,Binders,San Francisco,United States,Home Office,40.4026,110.46400000000001
2017,Office Supplies,Binders,San Francisco,United States,Home Office,65.214,183.344
2014,Office Supplies,Binders,San Jose,United States,Consumer,,
2015,Office Supplies,Binders,San Jose,United States,Consumer,,
2016,Office Supplies,Binders,San Jose,United States,Consumer,12.9584,39.87200000000001
2017,Office Supplies,Binders,San Jose,United States,Consumer,71.2734,196.336
2014,Office Supplies,Binders,San Jose,United States,Corporate,,
2015,Office Supplies,Binders,San Jose,United States,Corporate,,
2016,Office Supplies,Binders,San Jose,United States,Corporate,43.1238,128.888
2017,Office Supplies,Binders,San Jose,United States,Corporate,89.95479999999999,276.78400000000005
2014,Office Supplies,Binders,San Jose,United States,Home Office,,
2015,Office Supplies,Binders,San Jose,United States,Home Office,5.193,13.847999999999999
2016,Office Supplies,Binders,San Jose,United States,Home Office,9.827999999999996,29.120000000000005
2017,Office Supplies,Binders,San Jose,United States,Home Office,,
2014,Office Supplies,Binders,Sandy Springs,United States,Corporate,,
2015,Office Supplies,Binders,Sandy Springs,United States,Corporate,,
2016,Office Supplies,Binders,Sandy Springs,United States,Corporate,,
2017,Office Supplies,Binders,Sandy Springs,United States,Corporate,54.691199999999995,113.94
2014,Office Supplies,Binders,Sanford,United States,Home Office,,
2015,Office Supplies,Binders,Sanford,United States,Home Office,,
2016,Office Supplies,Binders,Sanford,United States,Home Office,,
2017,Office Supplies,Binders,Sanford,United States,Home Office,-3.550799999999999,4.8420000000000005
2014,Office Supplies,Binders,Santa Clara,United States,Consumer,,
2015,Office Supplies,Binders,Santa Clara,United States,Consumer,,
2016,Office Supplies,Binders,Santa Clara,United States,Consumer,7.004399999999998,21.552000000000003
2017,Office Supplies,Binders,Santa Clara,United States,Consumer,,
2014,Office Supplies,Binders,Santa Clara,United States,Corporate,31.47,83.92000000000002
2015,Office Supplies,Binders,Santa Clara,United States,Corporate,,
2016,Office Supplies,Binders,Santa Clara,United States,Corporate,,
2017,Office Supplies,Binders,Santa Clara,United States,Corporate,,
2014,Office Supplies,Binders,Scottsdale,United States,Consumer,-23.716,32.34
2015,Office Supplies,Binders,Scottsdale,United States,Consumer,-3.5207999999999995,4.401
2016,Office Supplies,Binders,Scottsdale,United States,Consumer,,
2017,Office Supplies,Binders,Scottsdale,United States,Consumer,,
2014,Office Supplies,Binders,Seattle,United States,Consumer,1855.6990999999996,5764.264
2015,Office Supplies,Binders,Seattle,United States,Consumer,183.47889999999995,507.11199999999997
2016,Office Supplies,Binders,Seattle,United States,Consumer,669.9450999999999,2095.6800000000003
2017,Office Supplies,Binders,Seattle,United States,Consumer,742.0658999999999,2297.992
2014,Office Supplies,Binders,Seattle,United States,Corporate,781.0086,2086.96
2015,Office Supplies,Binders,Seattle,United States,Corporate,17.712199999999996,55.599999999999994
2016,Office Supplies,Binders,Seattle,United States,Corporate,54.192299999999996,152.20000000000002
2017,Office Supplies,Binders,Seattle,United States,Corporate,1304.8578999999997,3864.7599999999998
2014,Office Supplies,Binders,Seattle,United States,Home Office,,
2015,Office Supplies,Binders,Seattle,United States,Home Office,2.1336,6.096
2016,Office Supplies,Binders,Seattle,United States,Home Office,20.2808,57.85600000000001
2017,Office Supplies,Binders,Seattle,United States,Home Office,272.95320000000004,811.6320000000001
2014,Office Supplies,Binders,Sioux Falls,United States,Corporate,,
2015,Office Supplies,Binders,Sioux Falls,United States,Corporate,,
2016,Office Supplies,Binders,Sioux Falls,United States,Corporate,,
2017,Office Supplies,Binders,Sioux Falls,United States,Corporate,50.625,103.83
2014,Office Supplies,Binders,Skokie,United States,Consumer,,
2015,Office Supplies,Binders,Skokie,United States,Consumer,,
2016,Office Supplies,Binders,Skokie,United States,Consumer,,
2017,Office Supplies,Binders,Skokie,United States,Consumer,-18.87280000000001,12.175999999999998
2014,Office Supplies,Binders,Skokie,United States,Corporate,,
2015,Office Supplies,Binders,Skokie,United States,Corporate,,
2016,Office Supplies,Binders,Skokie,United States,Corporate,,
2017,Office Supplies,Binders,Skokie,United States,Corporate,-19.9512,11.663999999999998
2014,Office Supplies,Binders,Smyrna,United States,Corporate,-51.515399999999985,67.194
2015,Office Supplies,Binders,Smyrna,United States,Corporate,-4.494599999999998,6.1290000000000004
2016,Office Supplies,Binders,Smyrna,United States,Corporate,,
2017,Office Supplies,Binders,Smyrna,United States,Corporate,,
2014,Office Supplies,Binders,Smyrna,United States,Home Office,,
2015,Office Supplies,Binders,Smyrna,United States,Home Office,54.99759999999999,119.56
2016,Office Supplies,Binders,Smyrna,United States,Home Office,,
2017,Office Supplies,Binders,Smyrna,United States,Home Office,,
2014,Office Supplies,Binders,Southaven,United States,Corporate,,
2015,Office Supplies,Binders,Southaven,United States,Corporate,,
2016,Office Supplies,Binders,Southaven,United States,Corporate,,
2017,Office Supplies,Binders,Southaven,United States,Corporate,112.49279999999999,234.36
2014,Office Supplies,Binders,Springfield,United States,Consumer,-21.88799999999999,27.360000000000003
2015,Office Supplies,Binders,Springfield,United States,Consumer,7.921200000000001,17.22
2016,Office Supplies,Binders,Springfield,United States,Consumer,10.7136,22.32
2017,Office Supplies,Binders,Springfield,United States,Consumer,-4.171899999999997,54.861000000000004
2014,Office Supplies,Binders,Springfield,United States,Corporate,59.01119999999999,122.94
2015,Office Supplies,Binders,Springfield,United States,Corporate,-19.467,27.129000000000005
2016,Office Supplies,Binders,Springfield,United States,Corporate,149.2912,323.824
