Category,Sub-Category,Region,Year,Quarter,Value Column Name,Value
"Office Supplies","Fasteners","West","2016","Qtr 4","(Sum of Profit - Sum of Sales)%","-0.8823279200924101"
"Office Supplies","Fasteners","West","2016","Qtr 4","Sum of Profit - Sum of Quantity","-17.6822"
"Office Supplies","Fasteners","West","2016","Qtr 4","(Sum of Profit - Sum of Quantity)%","-0.5052057142857144"
"Office Supplies","Fasteners","West","2016","Qtr 4","Sum of Quantity - Sum of Sales","-112.17000000000002"
"Office Supplies","Fasteners","West","2016","Qtr 4","(Sum of Quantity - Sum of Sales)%","-0.7621797920771897"
"Office Supplies","Fasteners","West","2017","Qtr 1","Sum of Sales","61.80200000000001"
"Office Supplies","Fasteners","West","2017","Qtr 1","Sum of Quantity","27"
"Office Supplies","Fasteners","West","2017","Qtr 1","Sum of Profit","13.2501"
"Office Supplies","Fasteners","West","2017","Qtr 1","Sum of Profit - Sum of Sales","-48.5519"
"Office Supplies","Fasteners","West","2017","Qtr 1","(Sum of Profit - Sum of Sales)%","-0.7856040257596841"
"Office Supplies","Fasteners","West","2017","Qtr 1","Sum of Profit - Sum of Quantity","-13.7499"
"Office Supplies","Fasteners","West","2017","Qtr 1","(Sum of Profit - Sum of Quantity)%","-0.5092555555555556"
"Office Supplies","Fasteners","West","2017","Qtr 1","Sum of Quantity - Sum of Sales","-34.80200000000001"
"Office Supplies","Fasteners","West","2017","Qtr 1","(Sum of Quantity - Sum of Sales)%","-0.5631209345975858"
"Office Supplies","Fasteners","West","2017","Qtr 2","Sum of Sales","26.894000000000002"
"Office Supplies","Fasteners","West","2017","Qtr 2","Sum of Quantity","10"
"Office Supplies","Fasteners","West","2017","Qtr 2","Sum of Profit","3.482700000000001"
"Office Supplies","Fasteners","West","2017","Qtr 2","Sum of Profit - Sum of Sales","-23.4113"
"Office Supplies","Fasteners","West","2017","Qtr 2","(Sum of Profit - Sum of Sales)%","-0.8705027143600803"
"Office Supplies","Fasteners","West","2017","Qtr 2","Sum of Profit - Sum of Quantity","-6.517299999999999"
"Office Supplies","Fasteners","West","2017","Qtr 2","(Sum of Profit - Sum of Quantity)%","-0.6517299999999999"
"Office Supplies","Fasteners","West","2017","Qtr 2","Sum of Quantity - Sum of Sales","-16.894000000000002"
"Office Supplies","Fasteners","West","2017","Qtr 2","(Sum of Quantity - Sum of Sales)%","-0.6281698520116011"
"Office Supplies","Fasteners","West","2017","Qtr 3","Sum of Sales","72.176"
"Office Supplies","Fasteners","West","2017","Qtr 3","Sum of Quantity","22"
"Office Supplies","Fasteners","West","2017","Qtr 3","Sum of Profit","30.7432"
"Office Supplies","Fasteners","West","2017","Qtr 3","Sum of Profit - Sum of Sales","-41.4328"
"Office Supplies","Fasteners","West","2017","Qtr 3","(Sum of Profit - Sum of Sales)%","-0.5740523165595212"
"Office Supplies","Fasteners","West","2017","Qtr 3","Sum of Profit - Sum of Quantity","8.743200000000002"
"Office Supplies","Fasteners","West","2017","Qtr 3","(Sum of Profit - Sum of Quantity)%","0.3974181818181819"
"Office Supplies","Fasteners","West","2017","Qtr 3","Sum of Quantity - Sum of Sales","-50.176"
"Office Supplies","Fasteners","West","2017","Qtr 3","(Sum of Quantity - Sum of Sales)%","-0.6951895366880959"
"Office Supplies","Fasteners","West","2017","Qtr 4","Sum of Sales","82.26400000000001"
"Office Supplies","Fasteners","West","2017","Qtr 4","Sum of Quantity","26"
"Office Supplies","Fasteners","West","2017","Qtr 4","Sum of Profit","34.1916"
"Office Supplies","Fasteners","West","2017","Qtr 4","Sum of Profit - Sum of Sales","-48.07240000000001"
"Office Supplies","Fasteners","West","2017","Qtr 4","(Sum of Profit - Sum of Sales)%","-0.5843674025089954"
"Office Supplies","Fasteners","West","2017","Qtr 4","Sum of Profit - Sum of Quantity","8.191600000000001"
"Office Supplies","Fasteners","West","2017","Qtr 4","(Sum of Profit - Sum of Quantity)%","0.3150615384615385"
"Office Supplies","Fasteners","West","2017","Qtr 4","Sum of Quantity - Sum of Sales","-56.26400000000001"
"Office Supplies","Fasteners","West","2017","Qtr 4","(Sum of Quantity - Sum of Sales)%","-0.683944374209861"
"Office Supplies","Labels","Central","2014","Qtr 1","Sum of Sales","33.660000000000004"
"Office Supplies","Labels","Central","2014","Qtr 1","Sum of Quantity","9"
"Office Supplies","Labels","Central","2014","Qtr 1","Sum of Profit","13.485"
"Office Supplies","Labels","Central","2014","Qtr 1","Sum of Profit - Sum of Sales","-20.175000000000004"
"Office Supplies","Labels","Central","2014","Qtr 1","(Sum of Profit - Sum of Sales)%","-0.5993761140819965"
"Office Supplies","Labels","Central","2014","Qtr 1","Sum of Profit - Sum of Quantity","4.484999999999999"
"Office Supplies","Labels","Central","2014","Qtr 1","(Sum of Profit - Sum of Quantity)%","0.4983333333333333"
"Office Supplies","Labels","Central","2014","Qtr 1","Sum of Quantity - Sum of Sales","-24.660000000000004"
"Office Supplies","Labels","Central","2014","Qtr 1","(Sum of Quantity - Sum of Sales)%","-0.732620320855615"
"Office Supplies","Labels","Central","2014","Qtr 2","Sum of Sales","629.2860000000001"
"Office Supplies","Labels","Central","2014","Qtr 2","Sum of Quantity","26"
"Office Supplies","Labels","Central","2014","Qtr 2","Sum of Profit","290.2185"
"Office Supplies","Labels","Central","2014","Qtr 2","Sum of Profit - Sum of Sales","-339.06750000000005"
"Office Supplies","Labels","Central","2014","Qtr 2","(Sum of Profit - Sum of Sales)%","-0.538813035726204"
"Office Supplies","Labels","Central","2014","Qtr 2","Sum of Profit - Sum of Quantity","264.2185"
"Office Supplies","Labels","Central","2014","Qtr 2","(Sum of Profit - Sum of Quantity)%","10.16225"
"Office Supplies","Labels","Central","2014","Qtr 2","Sum of Quantity - Sum of Sales","-603.2860000000001"
"Office Supplies","Labels","Central","2014","Qtr 2","(Sum of Quantity - Sum of Sales)%","-0.9586833331744231"
"Office Supplies","Labels","Central","2014","Qtr 3","Sum of Sales","123.76"
"Office Supplies","Labels","Central","2014","Qtr 3","Sum of Quantity","11"
"Office Supplies","Labels","Central","2014","Qtr 3","Sum of Profit","58.352000000000004"
"Office Supplies","Labels","Central","2014","Qtr 3","Sum of Profit - Sum of Sales","-65.408"
"Office Supplies","Labels","Central","2014","Qtr 3","(Sum of Profit - Sum of Sales)%","-0.5285067873303168"
"Office Supplies","Labels","Central","2014","Qtr 3","Sum of Profit - Sum of Quantity","47.352000000000004"
"Office Supplies","Labels","Central","2014","Qtr 3","(Sum of Profit - Sum of Quantity)%","4.304727272727273"
"Office Supplies","Labels","Central","2014","Qtr 3","Sum of Quantity - Sum of Sales","-112.76"
"Office Supplies","Labels","Central","2014","Qtr 3","(Sum of Quantity - Sum of Sales)%","-0.9111182934712346"
"Office Supplies","Labels","Central","2014","Qtr 4","Sum of Sales","261.766"
"Office Supplies","Labels","Central","2014","Qtr 4","Sum of Quantity","11"
"Office Supplies","Labels","Central","2014","Qtr 4","Sum of Profit","119.4953"
"Office Supplies","Labels","Central","2014","Qtr 4","Sum of Profit - Sum of Sales","-142.27070000000003"
"Office Supplies","Labels","Central","2014","Qtr 4","(Sum of Profit - Sum of Sales)%","-0.543503357960927"
"Office Supplies","Labels","Central","2014","Qtr 4","Sum of Profit - Sum of Quantity","108.4953"
"Office Supplies","Labels","Central","2014","Qtr 4","(Sum of Profit - Sum of Quantity)%","9.863209090909091"
"Office Supplies","Labels","Central","2014","Qtr 4","Sum of Quantity - Sum of Sales","-250.76600000000002"
"Office Supplies","Labels","Central","2014","Qtr 4","(Sum of Quantity - Sum of Sales)%","-0.9579777358404071"
"Office Supplies","Labels","Central","2015","Qtr 1","Sum of Sales","40.096000000000004"
"Office Supplies","Labels","Central","2015","Qtr 1","Sum of Quantity","4"
"Office Supplies","Labels","Central","2015","Qtr 1","Sum of Profit","13.532399999999996"
"Office Supplies","Labels","Central","2015","Qtr 1","Sum of Profit - Sum of Sales","-26.563600000000008"
"Office Supplies","Labels","Central","2015","Qtr 1","(Sum of Profit - Sum of Sales)%","-0.6625000000000001"
"Office Supplies","Labels","Central","2015","Qtr 1","Sum of Profit - Sum of Quantity","9.532399999999996"
"Office Supplies","Labels","Central","2015","Qtr 1","(Sum of Profit - Sum of Quantity)%","2.383099999999999"
"Office Supplies","Labels","Central","2015","Qtr 1","Sum of Quantity - Sum of Sales","-36.096000000000004"
"Office Supplies","Labels","Central","2015","Qtr 1","(Sum of Quantity - Sum of Sales)%","-0.9002394253790902"
"Office Supplies","Labels","Central","2015","Qtr 2","Sum of Sales","135.84799999999998"
"Office Supplies","Labels","Central","2015","Qtr 2","Sum of Quantity","23"
"Office Supplies","Labels","Central","2015","Qtr 2","Sum of Profit","60.9845"
"Office Supplies","Labels","Central","2015","Qtr 2","Sum of Profit - Sum of Sales","-74.86349999999999"
"Office Supplies","Labels","Central","2015","Qtr 2","(Sum of Profit - Sum of Sales)%","-0.5510828278664389"
"Office Supplies","Labels","Central","2015","Qtr 2","Sum of Profit - Sum of Quantity","37.9845"
"Office Supplies","Labels","Central","2015","Qtr 2","(Sum of Profit - Sum of Quantity)%","1.6515"
"Office Supplies","Labels","Central","2015","Qtr 2","Sum of Quantity - Sum of Sales","-112.84799999999998"
"Office Supplies","Labels","Central","2015","Qtr 2","(Sum of Quantity - Sum of Sales)%","-0.8306931276132148"
"Office Supplies","Labels","Central","2015","Qtr 3","Sum of Sales","94.434"
"Office Supplies","Labels","Central","2015","Qtr 3","Sum of Quantity","13"
"Office Supplies","Labels","Central","2015","Qtr 3","Sum of Profit","40.6278"
"Office Supplies","Labels","Central","2015","Qtr 3","Sum of Profit - Sum of Sales","-53.8062"
"Office Supplies","Labels","Central","2015","Qtr 3","(Sum of Profit - Sum of Sales)%","-0.5697757163733401"
"Office Supplies","Labels","Central","2015","Qtr 3","Sum of Profit - Sum of Quantity","27.6278"
"Office Supplies","Labels","Central","2015","Qtr 3","(Sum of Profit - Sum of Quantity)%","2.1252153846153847"
"Office Supplies","Labels","Central","2015","Qtr 3","Sum of Quantity - Sum of Sales","-81.434"
"Office Supplies","Labels","Central","2015","Qtr 3","(Sum of Quantity - Sum of Sales)%","-0.8623377173475655"
"Office Supplies","Labels","Central","2015","Qtr 4","Sum of Sales","34.13"
"Office Supplies","Labels","Central","2015","Qtr 4","Sum of Quantity","9"
"Office Supplies","Labels","Central","2015","Qtr 4","Sum of Profit","11.590799999999998"
"Office Supplies","Labels","Central","2015","Qtr 4","Sum of Profit - Sum of Sales","-22.539200000000005"
"Office Supplies","Labels","Central","2015","Qtr 4","(Sum of Profit - Sum of Sales)%","-0.6603926164664519"
"Office Supplies","Labels","Central","2015","Qtr 4","Sum of Profit - Sum of Quantity","2.590799999999998"
"Office Supplies","Labels","Central","2015","Qtr 4","(Sum of Profit - Sum of Quantity)%","0.28786666666666644"
"Office Supplies","Labels","Central","2015","Qtr 4","Sum of Quantity - Sum of Sales","-25.130000000000003"
"Office Supplies","Labels","Central","2015","Qtr 4","(Sum of Quantity - Sum of Sales)%","-0.7363023732786406"
"Office Supplies","Labels","Central","2016","Qtr 1","Sum of Sales",
"Office Supplies","Labels","Central","2016","Qtr 1","Sum of Quantity",
"Office Supplies","Labels","Central","2016","Qtr 1","Sum of Profit",
"Office Supplies","Labels","Central","2016","Qtr 1","Sum of Profit - Sum of Sales",
"Office Supplies","Labels","Central","2016","Qtr 1","(Sum of Profit - Sum of Sales)%",
"Office Supplies","Labels","Central","2016","Qtr 1","Sum of Profit - Sum of Quantity",
"Office Supplies","Labels","Central","2016","Qtr 1","(Sum of Profit - Sum of Quantity)%",
"Office Supplies","Labels","Central","2016","Qtr 1","Sum of Quantity - Sum of Sales",
"Office Supplies","Labels","Central","2016","Qtr 1","(Sum of Quantity - Sum of Sales)%",
"Office Supplies","Labels","Central","2016","Qtr 2","Sum of Sales","39.652"
"Office Supplies","Labels","Central","2016","Qtr 2","Sum of Quantity","9"
"Office Supplies","Labels","Central","2016","Qtr 2","Sum of Profit","16.153599999999997"
"Office Supplies","Labels","Central","2016","Qtr 2","Sum of Profit - Sum of Sales","-23.498400000000004"
"Office Supplies","Labels","Central","2016","Qtr 2","(Sum of Profit - Sum of Sales)%","-0.5926157570866539"
"Office Supplies","Labels","Central","2016","Qtr 2","Sum of Profit - Sum of Quantity","7.153599999999997"
"Office Supplies","Labels","Central","2016","Qtr 2","(Sum of Profit - Sum of Quantity)%","0.794844444444444"
"Office Supplies","Labels","Central","2016","Qtr 2","Sum of Quantity - Sum of Sales","-30.652"
"Office Supplies","Labels","Central","2016","Qtr 2","(Sum of Quantity - Sum of Sales)%","-0.7730253202864925"
"Office Supplies","Labels","Central","2016","Qtr 3","Sum of Sales","175.376"
"Office Supplies","Labels","Central","2016","Qtr 3","Sum of Quantity","38"
"Office Supplies","Labels","Central","2016","Qtr 3","Sum of Profit","72.8638"
"Office Supplies","Labels","Central","2016","Qtr 3","Sum of Profit - Sum of Sales","-102.5122"
"Office Supplies","Labels","Central","2016","Qtr 3","(Sum of Profit - Sum of Sales)%","-0.5845280996259465"
"Office Supplies","Labels","Central","2016","Qtr 3","Sum of Profit - Sum of Quantity","34.8638"
"Office Supplies","Labels","Central","2016","Qtr 3","(Sum of Profit - Sum of Quantity)%","0.9174684210526316"
"Office Supplies","Labels","Central","2016","Qtr 3","Sum of Quantity - Sum of Sales","-137.376"
"Office Supplies","Labels","Central","2016","Qtr 3","(Sum of Quantity - Sum of Sales)%","-0.7833226895356263"
"Office Supplies","Labels","Central","2016","Qtr 4","Sum of Sales","296.222"
"Office Supplies","Labels","Central","2016","Qtr 4","Sum of Quantity","42"
"Office Supplies","Labels","Central","2016","Qtr 4","Sum of Profit","115.94439999999999"
"Office Supplies","Labels","Central","2016","Qtr 4","Sum of Profit - Sum of Sales","-180.2776"
"Office Supplies","Labels","Central","2016","Qtr 4","(Sum of Profit - Sum of Sales)%","-0.6085895038180824"
"Office Supplies","Labels","Central","2016","Qtr 4","Sum of Profit - Sum of Quantity","73.94439999999999"
"Office Supplies","Labels","Central","2016","Qtr 4","(Sum of Profit - Sum of Quantity)%","1.7605809523809521"
"Office Supplies","Labels","Central","2016","Qtr 4","Sum of Quantity - Sum of Sales","-254.22199999999998"
"Office Supplies","Labels","Central","2016","Qtr 4","(Sum of Quantity - Sum of Sales)%","-0.8582144472726536"
"Office Supplies","Labels","Central","2017","Qtr 1","Sum of Sales","49.971999999999994"
"Office Supplies","Labels","Central","2017","Qtr 1","Sum of Quantity","12"
"Office Supplies","Labels","Central","2017","Qtr 1","Sum of Profit","20.641399999999997"
"Office Supplies","Labels","Central","2017","Qtr 1","Sum of Profit - Sum of Sales","-29.330599999999997"
"Office Supplies","Labels","Central","2017","Qtr 1","(Sum of Profit - Sum of Sales)%","-0.5869406867845994"
"Office Supplies","Labels","Central","2017","Qtr 1","Sum of Profit - Sum of Quantity","8.641399999999997"
"Office Supplies","Labels","Central","2017","Qtr 1","(Sum of Profit - Sum of Quantity)%","0.7201166666666664"
"Office Supplies","Labels","Central","2017","Qtr 1","Sum of Quantity - Sum of Sales","-37.971999999999994"
"Office Supplies","Labels","Central","2017","Qtr 1","(Sum of Quantity - Sum of Sales)%","-0.7598655246938286"
"Office Supplies","Labels","Central","2017","Qtr 2","Sum of Sales","90.73600000000002"
"Office Supplies","Labels","Central","2017","Qtr 2","Sum of Quantity","11"
"Office Supplies","Labels","Central","2017","Qtr 2","Sum of Profit","38.0872"
"Office Supplies","Labels","Central","2017","Qtr 2","Sum of Profit - Sum of Sales","-52.648800000000016"
"Office Supplies","Labels","Central","2017","Qtr 2","(Sum of Profit - Sum of Sales)%","-0.5802415799682596"
"Office Supplies","Labels","Central","2017","Qtr 2","Sum of Profit - Sum of Quantity","27.087200000000003"
"Office Supplies","Labels","Central","2017","Qtr 2","(Sum of Profit - Sum of Quantity)%","2.4624727272727274"
"Office Supplies","Labels","Central","2017","Qtr 2","Sum of Quantity - Sum of Sales","-79.73600000000002"
"Office Supplies","Labels","Central","2017","Qtr 2","(Sum of Quantity - Sum of Sales)%","-0.8787691765120791"
"Office Supplies","Labels","Central","2017","Qtr 3","Sum of Sales","311.35400000000004"
"Office Supplies","Labels","Central","2017","Qtr 3","Sum of Quantity","45"
"Office Supplies","Labels","Central","2017","Qtr 3","Sum of Profit","143.2683"
"Office Supplies","Labels","Central","2017","Qtr 3","Sum of Profit - Sum of Sales","-168.08570000000003"
"Office Supplies","Labels","Central","2017","Qtr 3","(Sum of Profit - Sum of Sales)%","-0.5398539925615217"
"Office Supplies","Labels","Central","2017","Qtr 3","Sum of Profit - Sum of Quantity","98.26830000000001"
"Office Supplies","Labels","Central","2017","Qtr 3","(Sum of Profit - Sum of Quantity)%","2.1837400000000002"
"Office Supplies","Labels","Central","2017","Qtr 3","Sum of Quantity - Sum of Sales","-266.35400000000004"
"Office Supplies","Labels","Central","2017","Qtr 3","(Sum of Quantity - Sum of Sales)%","-0.8554699795088548"
"Office Supplies","Labels","Central","2017","Qtr 4","Sum of Sales","135.18"
"Office Supplies","Labels","Central","2017","Qtr 4","Sum of Quantity","21"
"Office Supplies","Labels","Central","2017","Qtr 4","Sum of Profit","57.8344"
"Office Supplies","Labels","Central","2017","Qtr 4","Sum of Profit - Sum of Sales","-77.3456"
"Office Supplies","Labels","Central","2017","Qtr 4","(Sum of Profit - Sum of Sales)%","-0.5721674803965083"
"Office Supplies","Labels","Central","2017","Qtr 4","Sum of Profit - Sum of Quantity","36.8344"
"Office Supplies","Labels","Central","2017","Qtr 4","(Sum of Profit - Sum of Quantity)%","1.7540190476190478"
"Office Supplies","Labels","Central","2017","Qtr 4","Sum of Quantity - Sum of Sales","-114.18"
"Office Supplies","Labels","Central","2017","Qtr 4","(Sum of Quantity - Sum of Sales)%","-0.8446515756768753"
"Office Supplies","Labels","East","2014","Qtr 1","Sum of Sales","45.19200000000001"
"Office Supplies","Labels","East","2014","Qtr 1","Sum of Quantity","6"
"Office Supplies","Labels","East","2014","Qtr 1","Sum of Profit","15.063299999999995"
"Office Supplies","Labels","East","2014","Qtr 1","Sum of Profit - Sum of Sales","-30.128700000000013"
"Office Supplies","Labels","East","2014","Qtr 1","(Sum of Profit - Sum of Sales)%","-0.6666821561338293"
"Office Supplies","Labels","East","2014","Qtr 1","Sum of Profit - Sum of Quantity","9.063299999999995"
"Office Supplies","Labels","East","2014","Qtr 1","(Sum of Profit - Sum of Quantity)%","1.5105499999999992"
"Office Supplies","Labels","East","2014","Qtr 1","Sum of Quantity - Sum of Sales","-39.19200000000001"
"Office Supplies","Labels","East","2014","Qtr 1","(Sum of Quantity - Sum of Sales)%","-0.8672331386086033"
"Office Supplies","Labels","East","2014","Qtr 2","Sum of Sales","17.892"
"Office Supplies","Labels","East","2014","Qtr 2","Sum of Quantity","7"
"Office Supplies","Labels","East","2014","Qtr 2","Sum of Profit","7.6194"
"Office Supplies","Labels","East","2014","Qtr 2","Sum of Profit - Sum of Sales","-10.2726"
"Office Supplies","Labels","East","2014","Qtr 2","(Sum of Profit - Sum of Sales)%","-0.5741448692152918"
"Office Supplies","Labels","East","2014","Qtr 2","Sum of Profit - Sum of Quantity","0.6193999999999997"
"Office Supplies","Labels","East","2014","Qtr 2","(Sum of Profit - Sum of Quantity)%","0.08848571428571425"
"Office Supplies","Labels","East","2014","Qtr 2","Sum of Quantity - Sum of Sales","-10.892"
"Office Supplies","Labels","East","2014","Qtr 2","(Sum of Quantity - Sum of Sales)%","-0.6087636932707355"
"Office Supplies","Labels","East","2014","Qtr 3","Sum of Sales","199.128"
"Office Supplies","Labels","East","2014","Qtr 3","Sum of Quantity","39"
"Office Supplies","Labels","East","2014","Qtr 3","Sum of Profit","83.1813"
"Office Supplies","Labels","East","2014","Qtr 3","Sum of Profit - Sum of Sales","-115.94669999999999"
"Office Supplies","Labels","East","2014","Qtr 3","(Sum of Profit - Sum of Sales)%","-0.5822722068217429"
"Office Supplies","Labels","East","2014","Qtr 3","Sum of Profit - Sum of Quantity","44.18129999999999"
"Office Supplies","Labels","East","2014","Qtr 3","(Sum of Profit - Sum of Quantity)%","1.132853846153846"
"Office Supplies","Labels","East","2014","Qtr 3","Sum of Quantity - Sum of Sales","-160.128"
"Office Supplies","Labels","East","2014","Qtr 3","(Sum of Quantity - Sum of Sales)%","-0.8041460768952633"
"Office Supplies","Labels","East","2014","Qtr 4","Sum of Sales","253.93"
"Office Supplies","Labels","East","2014","Qtr 4","Sum of Quantity","47"
"Office Supplies","Labels","East","2014","Qtr 4","Sum of Profit","119.16259999999998"
"Office Supplies","Labels","East","2014","Qtr 4","Sum of Profit - Sum of Sales","-134.7674"
"Office Supplies","Labels","East","2014","Qtr 4","(Sum of Profit - Sum of Sales)%","-0.53072657819084"
"Office Supplies","Labels","East","2014","Qtr 4","Sum of Profit - Sum of Quantity","72.16259999999998"
"Office Supplies","Labels","East","2014","Qtr 4","(Sum of Profit - Sum of Quantity)%","1.535374468085106"
"Office Supplies","Labels","East","2014","Qtr 4","Sum of Quantity - Sum of Sales","-206.93"
"Office Supplies","Labels","East","2014","Qtr 4","(Sum of Quantity - Sum of Sales)%","-0.8149096207616272"
"Office Supplies","Labels","East","2015","Qtr 1","Sum of Sales","43.35"
"Office Supplies","Labels","East","2015","Qtr 1","Sum of Quantity","7"
"Office Supplies","Labels","East","2015","Qtr 1","Sum of Profit","17.9912"
"Office Supplies","Labels","East","2015","Qtr 1","Sum of Profit - Sum of Sales","-25.358800000000002"
"Office Supplies","Labels","East","2015","Qtr 1","(Sum of Profit - Sum of Sales)%","-0.5849780853517879"
"Office Supplies","Labels","East","2015","Qtr 1","Sum of Profit - Sum of Quantity","10.9912"
"Office Supplies","Labels","East","2015","Qtr 1","(Sum of Profit - Sum of Quantity)%","1.5701714285714286"
"Office Supplies","Labels","East","2015","Qtr 1","Sum of Quantity - Sum of Sales","-36.35"
"Office Supplies","Labels","East","2015","Qtr 1","(Sum of Quantity - Sum of Sales)%","-0.8385236447520186"
"Office Supplies","Labels","East","2015","Qtr 2","Sum of Sales","241.344"
"Office Supplies","Labels","East","2015","Qtr 2","Sum of Quantity","34"
"Office Supplies","Labels","East","2015","Qtr 2","Sum of Profit","90.7027"
"Office Supplies","Labels","East","2015","Qtr 2","Sum of Profit - Sum of Sales","-150.6413"
"Office Supplies","Labels","East","2015","Qtr 2","(Sum of Profit - Sum of Sales)%","-0.6241766938477857"
"Office Supplies","Labels","East","2015","Qtr 2","Sum of Profit - Sum of Quantity","56.70269999999999"
"Office Supplies","Labels","East","2015","Qtr 2","(Sum of Profit - Sum of Quantity)%","1.667726470588235"
"Office Supplies","Labels","East","2015","Qtr 2","Sum of Quantity - Sum of Sales","-207.344"
"Office Supplies","Labels","East","2015","Qtr 2","(Sum of Quantity - Sum of Sales)%","-0.8591222487403871"
"Office Supplies","Labels","East","2015","Qtr 3","Sum of Sales","195.786"
"Office Supplies","Labels","East","2015","Qtr 3","Sum of Quantity","23"
"Office Supplies","Labels","East","2015","Qtr 3","Sum of Profit","88.2545"
"Office Supplies","Labels","East","2015","Qtr 3","Sum of Profit - Sum of Sales","-107.53150000000001"
"Office Supplies","Labels","East","2015","Qtr 3","(Sum of Profit - Sum of Sales)%","-0.5492297712808883"
"Office Supplies","Labels","East","2015","Qtr 3","Sum of Profit - Sum of Quantity","65.2545"
"Office Supplies","Labels","East","2015","Qtr 3","(Sum of Profit - Sum of Quantity)%","2.8371521739130428"
"Office Supplies","Labels","East","2015","Qtr 3","Sum of Quantity - Sum of Sales","-172.786"
"Office Supplies","Labels","East","2015","Qtr 3","(Sum of Quantity - Sum of Sales)%","-0.8825247974829661"
"Office Supplies","Labels","East","2015","Qtr 4","Sum of Sales","35.782"
"Office Supplies","Labels","East","2015","Qtr 4","Sum of Quantity","11"
"Office Supplies","Labels","East","2015","Qtr 4","Sum of Profit","16.2901"
"Office Supplies","Labels","East","2015","Qtr 4","Sum of Profit - Sum of Sales","-19.491899999999998"
"Office Supplies","Labels","East","2015","Qtr 4","(Sum of Profit - Sum of Sales)%","-0.544740372254206"
"Office Supplies","Labels","East","2015","Qtr 4","Sum of Profit - Sum of Quantity","5.290099999999999"
"Office Supplies","Labels","East","2015","Qtr 4","(Sum of Profit - Sum of Quantity)%","0.48091818181818174"
"Office Supplies","Labels","East","2015","Qtr 4","Sum of Quantity - Sum of Sales","-24.781999999999996"
"Office Supplies","Labels","East","2015","Qtr 4","(Sum of Quantity - Sum of Sales)%","-0.6925828628919568"
"Office Supplies","Labels","East","2016","Qtr 1","Sum of Sales","8.67"
"Office Supplies","Labels","East","2016","Qtr 1","Sum of Quantity","3"
"Office Supplies","Labels","East","2016","Qtr 1","Sum of Profit","4.0749"
"Office Supplies","Labels","East","2016","Qtr 1","Sum of Profit - Sum of Sales","-4.5950999999999995"
"Office Supplies","Labels","East","2016","Qtr 1","(Sum of Profit - Sum of Sales)%","-0.5299999999999999"
"Office Supplies","Labels","East","2016","Qtr 1","Sum of Profit - Sum of Quantity","1.0749000000000004"
"Office Supplies","Labels","East","2016","Qtr 1","(Sum of Profit - Sum of Quantity)%","0.3583000000000001"
"Office Supplies","Labels","East","2016","Qtr 1","Sum of Quantity - Sum of Sales","-5.67"
"Office Supplies","Labels","East","2016","Qtr 1","(Sum of Quantity - Sum of Sales)%","-0.6539792387543253"
"Office Supplies","Labels","East","2016","Qtr 2","Sum of Sales","307.686"
"Office Supplies","Labels","East","2016","Qtr 2","Sum of Quantity","42"
"Office Supplies","Labels","East","2016","Qtr 2","Sum of Profit","140.119"
"Office Supplies","Labels","East","2016","Qtr 2","Sum of Profit - Sum of Sales","-167.56699999999998"
"Office Supplies","Labels","East","2016","Qtr 2","(Sum of Profit - Sum of Sales)%","-0.5446039143802448"
"Office Supplies","Labels","East","2016","Qtr 2","Sum of Profit - Sum of Quantity","98.119"
"Office Supplies","Labels","East","2016","Qtr 2","(Sum of Profit - Sum of Quantity)%","2.3361666666666667"
"Office Supplies","Labels","East","2016","Qtr 2","Sum of Quantity - Sum of Sales","-265.686"
"Office Supplies","Labels","East","2016","Qtr 2","(Sum of Quantity - Sum of Sales)%","-0.8634972016926347"
"Office Supplies","Labels","East","2016","Qtr 3","Sum of Sales","246.54600000000002"
"Office Supplies","Labels","East","2016","Qtr 3","Sum of Quantity","34"
"Office Supplies","Labels","East","2016","Qtr 3","Sum of Profit","96.12179999999998"
"Office Supplies","Labels","East","2016","Qtr 3","Sum of Profit - Sum of Sales","-150.42420000000004"
"Office Supplies","Labels","East","2016","Qtr 3","(Sum of Profit - Sum of Sales)%","-0.6101263050302987"
"Office Supplies","Labels","East","2016","Qtr 3","Sum of Profit - Sum of Quantity","62.12179999999998"
"Office Supplies","Labels","East","2016","Qtr 3","(Sum of Profit - Sum of Quantity)%","1.8271117647058817"
"Office Supplies","Labels","East","2016","Qtr 3","Sum of Quantity - Sum of Sales","-212.54600000000002"
"Office Supplies","Labels","East","2016","Qtr 3","(Sum of Quantity - Sum of Sales)%","-0.8620947003804563"
"Office Supplies","Labels","East","2016","Qtr 4","Sum of Sales","216.25400000000002"
"Office Supplies","Labels","East","2016","Qtr 4","Sum of Quantity","33"
"Office Supplies","Labels","East","2016","Qtr 4","Sum of Profit","95.3829"
"Office Supplies","Labels","East","2016","Qtr 4","Sum of Profit - Sum of Sales","-120.87110000000001"
"Office Supplies","Labels","East","2016","Qtr 4","(Sum of Profit - Sum of Sales)%","-0.5589311642790422"
"Office Supplies","Labels","East","2016","Qtr 4","Sum of Profit - Sum of Quantity","62.38290000000001"
"Office Supplies","Labels","East","2016","Qtr 4","(Sum of Profit - Sum of Quantity)%","1.8903909090909092"
"Office Supplies","Labels","East","2016","Qtr 4","Sum of Quantity - Sum of Sales","-183.25400000000002"
"Office Supplies","Labels","East","2016","Qtr 4","(Sum of Quantity - Sum of Sales)%","-0.8474016665587689"
