Category,Sub-Category,Region,Segment,Value Column Name,Value
"Furniture","Furnishings","Central","Home Office","(Sum of Profit - Sum of Sales)%","-1.4760935771353618"
"Furniture","Furnishings","East","Consumer","Sum of Sales","13177.067999999994"
"Furniture","Furnishings","East","Consumer","Sum of Profit","3021.1370000000006"
"Furniture","Furnishings","East","Consumer","Sum of Profit - Sum of Sales","-10155.930999999993"
"Furniture","Furnishings","East","Consumer","(Sum of Profit - Sum of Sales)%","-0.7707276762933908"
"Furniture","Furnishings","East","Corporate","Sum of Sales","9983.326000000001"
"Furniture","Furnishings","East","Corporate","Sum of Profit","1956.2305999999996"
"Furniture","Furnishings","East","Corporate","Sum of Profit - Sum of Sales","-8027.095400000001"
"Furniture","Furnishings","East","Corporate","(Sum of Profit - Sum of Sales)%","-0.8040502133256993"
"Furniture","Furnishings","East","Home Office","Sum of Sales","5910.986000000003"
"Furniture","Furnishings","East","Home Office","Sum of Profit","904.0395"
"Furniture","Furnishings","East","Home Office","Sum of Profit - Sum of Sales","-5006.946500000003"
"Furniture","Furnishings","East","Home Office","(Sum of Profit - Sum of Sales)%","-0.8470577497561321"
"Furniture","Furnishings","South","Consumer","Sum of Sales","10870.574"
"Furniture","Furnishings","South","Consumer","Sum of Profit","1957.1855000000005"
"Furniture","Furnishings","South","Consumer","Sum of Profit - Sum of Sales","-8913.388500000001"
"Furniture","Furnishings","South","Consumer","(Sum of Profit - Sum of Sales)%","-0.8199556435566329"
"Furniture","Furnishings","South","Corporate","Sum of Sales","4504.680000000001"
"Furniture","Furnishings","South","Corporate","Sum of Profit","1087.9331000000002"
"Furniture","Furnishings","South","Corporate","Sum of Profit - Sum of Sales","-3416.746900000001"
"Furniture","Furnishings","South","Corporate","(Sum of Profit - Sum of Sales)%","-0.7584882610973477"
"Furniture","Furnishings","South","Home Office","Sum of Sales","1931.4299999999998"
"Furniture","Furnishings","South","Home Office","Sum of Profit","397.5642999999999"
"Furniture","Furnishings","South","Home Office","Sum of Profit - Sum of Sales","-1533.8656999999998"
"Furniture","Furnishings","South","Home Office","(Sum of Profit - Sum of Sales)%","-0.7941606478101717"
"Furniture","Furnishings","West","Consumer","Sum of Sales","16072.413999999995"
"Furniture","Furnishings","West","Consumer","Sum of Profit","4395.1526"
"Furniture","Furnishings","West","Consumer","Sum of Profit - Sum of Sales","-11677.261399999996"
"Furniture","Furnishings","West","Consumer","(Sum of Profit - Sum of Sales)%","-0.7265406055369155"
"Furniture","Furnishings","West","Corporate","Sum of Sales","7369.304000000001"
"Furniture","Furnishings","West","Corporate","Sum of Profit","1673.4023"
"Furniture","Furnishings","West","Corporate","Sum of Profit - Sum of Sales","-5695.901700000001"
"Furniture","Furnishings","West","Corporate","(Sum of Profit - Sum of Sales)%","-0.7729226125018048"
"Furniture","Furnishings","West","Home Office","Sum of Sales","6631.012000000001"
"Furniture","Furnishings","West","Home Office","Sum of Profit","1572.7154999999996"
"Furniture","Furnishings","West","Home Office","Sum of Profit - Sum of Sales","-5058.296500000001"
"Furniture","Furnishings","West","Home Office","(Sum of Profit - Sum of Sales)%","-0.7628242114476645"
"Furniture","Bookcases","Central","Consumer","Sum of Sales","12960.854"
"Furniture","Bookcases","Central","Consumer","Sum of Profit","-1497.1260000000002"
"Furniture","Bookcases","Central","Consumer","Sum of Profit - Sum of Sales","-14457.98"
"Furniture","Bookcases","Central","Consumer","(Sum of Profit - Sum of Sales)%","-1.1155113698526347"
"Furniture","Bookcases","Central","Corporate","Sum of Sales","8389.500799999998"
"Furniture","Bookcases","Central","Corporate","Sum of Profit","-382.7121000000001"
"Furniture","Bookcases","Central","Corporate","Sum of Profit - Sum of Sales","-8772.212899999999"
"Furniture","Bookcases","Central","Corporate","(Sum of Profit - Sum of Sales)%","-1.0456179824191685"
"Furniture","Bookcases","Central","Home Office","Sum of Sales","2806.822"
"Furniture","Bookcases","Central","Home Office","Sum of Profit","-118.06620000000007"
"Furniture","Bookcases","Central","Home Office","Sum of Profit - Sum of Sales","-2924.8882000000003"
"Furniture","Bookcases","Central","Home Office","(Sum of Profit - Sum of Sales)%","-1.0420640140343778"
"Furniture","Bookcases","East","Consumer","Sum of Sales","27307.134"
"Furniture","Bookcases","East","Consumer","Sum of Profit","-2192.0672000000013"
"Furniture","Bookcases","East","Consumer","Sum of Profit - Sum of Sales","-29499.2012"
"Furniture","Bookcases","East","Consumer","(Sum of Profit - Sum of Sales)%","-1.0802745245985903"
"Furniture","Bookcases","East","Corporate","Sum of Sales","13168.932"
"Furniture","Bookcases","East","Corporate","Sum of Profit","964.9629999999996"
"Furniture","Bookcases","East","Corporate","Sum of Profit - Sum of Sales","-12203.969000000001"
"Furniture","Bookcases","East","Corporate","(Sum of Profit - Sum of Sales)%","-0.9267242780204196"
"Furniture","Bookcases","East","Home Office","Sum of Sales","3343.2680000000005"
"Furniture","Bookcases","East","Home Office","Sum of Profit","59.47239999999985"
"Furniture","Bookcases","East","Home Office","Sum of Profit - Sum of Sales","-3283.795600000001"
"Furniture","Bookcases","East","Home Office","(Sum of Profit - Sum of Sales)%","-0.9822112974490829"
"Furniture","Bookcases","South","Consumer","Sum of Sales","8716.562"
"Furniture","Bookcases","South","Consumer","Sum of Profit","1220.0119999999995"
"Furniture","Bookcases","South","Consumer","Sum of Profit - Sum of Sales","-7496.55"
"Furniture","Bookcases","South","Consumer","(Sum of Profit - Sum of Sales)%","-0.8600351835964685"
"Furniture","Bookcases","South","Corporate","Sum of Sales","1153.804"
"Furniture","Bookcases","South","Corporate","Sum of Profit","68.36659999999996"
"Furniture","Bookcases","South","Corporate","Sum of Profit - Sum of Sales","-1085.4374"
"Furniture","Bookcases","South","Corporate","(Sum of Profit - Sum of Sales)%","-0.9407467819491004"
"Furniture","Bookcases","South","Home Office","Sum of Sales","1028.996"
"Furniture","Bookcases","South","Home Office","Sum of Profit","51.11319999999992"
"Furniture","Bookcases","South","Home Office","Sum of Profit - Sum of Sales","-977.8828000000002"
"Furniture","Bookcases","South","Home Office","(Sum of Profit - Sum of Sales)%","-0.950327114974208"
"Furniture","Bookcases","West","Consumer","Sum of Sales","19648.17899999999"
"Furniture","Bookcases","West","Consumer","Sum of Profit","-1966.457000000001"
"Furniture","Bookcases","West","Consumer","Sum of Profit - Sum of Sales","-21614.63599999999"
"Furniture","Bookcases","West","Consumer","(Sum of Profit - Sum of Sales)%","-1.1000834224891785"
"Furniture","Bookcases","West","Corporate","Sum of Sales","11293.6875"
"Furniture","Bookcases","West","Corporate","Sum of Profit","-12.167300000000452"
"Furniture","Bookcases","West","Corporate","Sum of Profit - Sum of Sales","-11305.854800000001"
"Furniture","Bookcases","West","Corporate","(Sum of Profit - Sum of Sales)%","-1.0010773540528726"
"Furniture","Bookcases","West","Home Office","Sum of Sales","5062.257"
"Furniture","Bookcases","West","Home Office","Sum of Profit","332.11260000000004"
"Furniture","Bookcases","West","Home Office","Sum of Profit - Sum of Sales","-4730.144399999999"
"Furniture","Bookcases","West","Home Office","(Sum of Profit - Sum of Sales)%","-0.934394362040489"
"Furniture","Tables","Central","Consumer","Sum of Sales","20834.999999999996"
"Furniture","Tables","Central","Consumer","Sum of Profit","-3964.1571000000004"
"Furniture","Tables","Central","Consumer","Sum of Profit - Sum of Sales","-24799.157099999997"
"Furniture","Tables","Central","Consumer","(Sum of Profit - Sum of Sales)%","-1.1902643196544278"
"Furniture","Tables","Central","Corporate","Sum of Sales","12562.592999999999"
"Furniture","Tables","Central","Corporate","Sum of Profit","707.1805999999998"
"Furniture","Tables","Central","Corporate","Sum of Profit - Sum of Sales","-11855.4124"
"Furniture","Tables","Central","Corporate","(Sum of Profit - Sum of Sales)%","-0.9437074336484514"
"Furniture","Tables","Central","Home Office","Sum of Sales","5757.378000000001"
"Furniture","Tables","Central","Home Office","Sum of Profit","-302.67390000000034"
"Furniture","Tables","Central","Home Office","Sum of Profit - Sum of Sales","-6060.051900000001"
"Furniture","Tables","Central","Home Office","(Sum of Profit - Sum of Sales)%","-1.0525714830605182"
"Furniture","Tables","East","Consumer","Sum of Sales","14082.466999999999"
"Furniture","Tables","East","Consumer","Sum of Profit","-3708.352800000001"
"Furniture","Tables","East","Consumer","Sum of Profit - Sum of Sales","-17790.8198"
"Furniture","Tables","East","Consumer","(Sum of Profit - Sum of Sales)%","-1.2633311904796227"
"Furniture","Tables","East","Corporate","Sum of Sales","17551.558"
"Furniture","Tables","East","Corporate","Sum of Profit","-5299.655700000001"
"Furniture","Tables","East","Corporate","Sum of Profit - Sum of Sales","-22851.2137"
"Furniture","Tables","East","Corporate","(Sum of Profit - Sum of Sales)%","-1.3019478783592886"
"Furniture","Tables","East","Home Office","Sum of Sales","7505.782000000001"
"Furniture","Tables","East","Home Office","Sum of Profit","-2017.3716000000002"
"Furniture","Tables","East","Home Office","Sum of Profit - Sum of Sales","-9523.153600000001"
"Furniture","Tables","East","Home Office","(Sum of Profit - Sum of Sales)%","-1.2687756718753622"
"Furniture","Tables","South","Consumer","Sum of Sales","24408.842"
"Furniture","Tables","South","Consumer","Sum of Profit","-2577.4996000000006"
"Furniture","Tables","South","Consumer","Sum of Profit - Sum of Sales","-26986.3416"
"Furniture","Tables","South","Consumer","(Sum of Profit - Sum of Sales)%","-1.1055969635921277"
"Furniture","Tables","South","Corporate","Sum of Sales","12619.6755"
"Furniture","Tables","South","Corporate","Sum of Profit","-1388.2239000000009"
"Furniture","Tables","South","Corporate","Sum of Profit - Sum of Sales","-14007.8994"
"Furniture","Tables","South","Corporate","(Sum of Profit - Sum of Sales)%","-1.1100047223876717"
"Furniture","Tables","South","Home Office","Sum of Sales","6887.6745"
"Furniture","Tables","South","Home Office","Sum of Profit","-657.3344"
"Furniture","Tables","South","Home Office","Sum of Profit - Sum of Sales","-7545.0089"
"Furniture","Tables","South","Home Office","(Sum of Profit - Sum of Sales)%","-1.095436333409774"
"Furniture","Tables","West","Consumer","Sum of Sales","40607.48600000001"
"Furniture","Tables","West","Consumer","Sum of Profit","521.9716999999994"
"Furniture","Tables","West","Consumer","Sum of Profit - Sum of Sales","-40085.51430000001"
"Furniture","Tables","West","Consumer","(Sum of Profit - Sum of Sales)%","-0.9871459242761297"
"Furniture","Tables","West","Corporate","Sum of Sales","28137.891000000003"
"Furniture","Tables","West","Corporate","Sum of Profit","1074.2003999999995"
"Furniture","Tables","West","Corporate","Sum of Profit - Sum of Sales","-27063.690600000005"
"Furniture","Tables","West","Corporate","(Sum of Profit - Sum of Sales)%","-0.9618237059771111"
"Furniture","Tables","West","Home Office","Sum of Sales","16009.185000000001"
"Furniture","Tables","West","Home Office","Sum of Profit","-113.56480000000028"
"Furniture","Tables","West","Home Office","Sum of Profit - Sum of Sales","-16122.749800000001"
"Furniture","Tables","West","Home Office","(Sum of Profit - Sum of Sales)%","-1.0070937277569096"
