Retail Orders.Category,Retail Orders.Order Date.Variation.Date Hierarchy.Year,Retail Orders.Order Date.Variation.Date Hierarchy.Quarter,Retail Orders.Order Date.Variation.Date Hierarchy.Month,Retail Orders.Order Date.Variation.Date Hierarchy.Day,Sum(Retail Orders.Sales)
Office Supplies,2022,Qtr 2,April,8,20.07
Technology,2022,Qtr 2,April,8,
Furniture,2022,Qtr 2,April,9,3722.982
Office Supplies,2022,Qtr 2,April,9,1477.484
Technology,2022,Qtr 2,April,9,159.736
Furniture,2022,Qtr 2,April,10,19.98
Office Supplies,2022,Qtr 2,April,10,
Technology,2022,Qtr 2,April,10,
Furniture,2022,Qtr 2,April,11,523.764
Office Supplies,2022,Qtr 2,April,11,473.768
Technology,2022,Qtr 2,April,11,9670.564
Furniture,2022,Qtr 2,April,12,992.782
Office Supplies,2022,Qtr 2,April,12,199.138
Technology,2022,Qtr 2,April,12,1447.718
Furniture,2022,Qtr 2,April,13,436.704
Office Supplies,2022,Qtr 2,April,13,909.12
Technology,2022,Qtr 2,April,13,
Furniture,2022,Qtr 2,April,14,515.074
Office Supplies,2022,Qtr 2,April,14,137.856
Technology,2022,Qtr 2,April,14,
Furniture,2022,Qtr 2,April,15,196.45
Office Supplies,2022,Qtr 2,April,15,135.888
Technology,2022,Qtr 2,April,15,
Furniture,2022,Qtr 2,April,16,102.833
Office Supplies,2022,Qtr 2,April,16,815.616
Technology,2022,Qtr 2,April,16,25.98
Furniture,2022,Qtr 2,April,17,278.664
Office Supplies,2022,Qtr 2,April,17,327.92
Technology,2022,Qtr 2,April,17,2824.875
Furniture,2022,Qtr 2,April,20,470.394
Office Supplies,2022,Qtr 2,April,20,1440.464
Technology,2022,Qtr 2,April,20,122.382
Furniture,2022,Qtr 2,April,21,1071.42
Office Supplies,2022,Qtr 2,April,21,123.628
Technology,2022,Qtr 2,April,21,59.516
Furniture,2022,Qtr 2,April,22,272.632
Office Supplies,2022,Qtr 2,April,22,675.06
Technology,2022,Qtr 2,April,22,
Furniture,2022,Qtr 2,April,23,567.252
Office Supplies,2022,Qtr 2,April,23,431.222
Technology,2022,Qtr 2,April,23,200.748
Furniture,2022,Qtr 2,April,24,
Office Supplies,2022,Qtr 2,April,24,306.578
Technology,2022,Qtr 2,April,24,621.98
Furniture,2022,Qtr 2,April,25,344.981
Office Supplies,2022,Qtr 2,April,25,225.162
Technology,2022,Qtr 2,April,25,107.97
Furniture,2022,Qtr 2,April,26,1.988
Office Supplies,2022,Qtr 2,April,26,59.62
Technology,2022,Qtr 2,April,26,
Furniture,2022,Qtr 2,April,27,359.8456
Office Supplies,2022,Qtr 2,April,27,216.73
Technology,2022,Qtr 2,April,27,
Furniture,2022,Qtr 2,April,28,
Office Supplies,2022,Qtr 2,April,28,43.312
Technology,2022,Qtr 2,April,28,751.984
Furniture,2022,Qtr 2,April,29,1048.35
Office Supplies,2022,Qtr 2,April,29,4.91
Technology,2022,Qtr 2,April,29,
Furniture,2022,Qtr 2,April,30,309.344
Office Supplies,2022,Qtr 2,April,30,400.826
Technology,2022,Qtr 2,April,30,679.956
Furniture,2022,Qtr 2,May,2,
Office Supplies,2022,Qtr 2,May,2,1891.812
Technology,2022,Qtr 2,May,2,371.2
Furniture,2022,Qtr 2,May,3,
Office Supplies,2022,Qtr 2,May,3,940.05
Technology,2022,Qtr 2,May,3,299.97
Furniture,2022,Qtr 2,May,5,89.991
Office Supplies,2022,Qtr 2,May,5,95.132
Technology,2022,Qtr 2,May,5,
Furniture,2022,Qtr 2,May,6,
Office Supplies,2022,Qtr 2,May,6,20.736
Technology,2022,Qtr 2,May,6,470.376
Furniture,2022,Qtr 2,May,7,332.028
Office Supplies,2022,Qtr 2,May,7,64.366
Technology,2022,Qtr 2,May,7,79.96
Furniture,2022,Qtr 2,May,8,
Office Supplies,2022,Qtr 2,May,8,423.896
Technology,2022,Qtr 2,May,8,79.78
Furniture,2022,Qtr 2,May,9,
Office Supplies,2022,Qtr 2,May,9,237.476
Technology,2022,Qtr 2,May,9,89.568
Furniture,2022,Qtr 2,May,10,935.802
Office Supplies,2022,Qtr 2,May,10,228.308
Technology,2022,Qtr 2,May,10,5520.506
Furniture,2022,Qtr 2,May,11,396.024
Office Supplies,2022,Qtr 2,May,11,815.552
Technology,2022,Qtr 2,May,11,1143.488
Furniture,2022,Qtr 2,May,12,321.48
Office Supplies,2022,Qtr 2,May,12,796.06
Technology,2022,Qtr 2,May,12,335.596
Furniture,2022,Qtr 2,May,13,458.43
Office Supplies,2022,Qtr 2,May,13,2019.978
Technology,2022,Qtr 2,May,13,587.97
Furniture,2022,Qtr 2,May,14,1179.67
Office Supplies,2022,Qtr 2,May,14,964.53
Technology,2022,Qtr 2,May,14,2037.862
Furniture,2022,Qtr 2,May,15,303.544
Office Supplies,2022,Qtr 2,May,15,77.008
Technology,2022,Qtr 2,May,15,40.712
Furniture,2022,Qtr 2,May,16,
Office Supplies,2022,Qtr 2,May,16,221.024
Technology,2022,Qtr 2,May,16,
Furniture,2022,Qtr 2,May,18,342
Office Supplies,2022,Qtr 2,May,18,902.076
Technology,2022,Qtr 2,May,18,586.432
Furniture,2022,Qtr 2,May,19,2624.58
Office Supplies,2022,Qtr 2,May,19,1108.57
Technology,2022,Qtr 2,May,19,1186.032
Furniture,2022,Qtr 2,May,20,525.252
Office Supplies,2022,Qtr 2,May,20,1005.998
Technology,2022,Qtr 2,May,20,1466.328
Furniture,2022,Qtr 2,May,21,520.05
Office Supplies,2022,Qtr 2,May,21,17.97
Technology,2022,Qtr 2,May,21,
Furniture,2022,Qtr 2,May,22,181.986
Office Supplies,2022,Qtr 2,May,22,86.116
Technology,2022,Qtr 2,May,22,68.46
Furniture,2022,Qtr 2,May,23,171.288
Office Supplies,2022,Qtr 2,May,23,70.148
Technology,2022,Qtr 2,May,23,
Furniture,2022,Qtr 2,May,25,18.84
Office Supplies,2022,Qtr 2,May,25,747.186
Technology,2022,Qtr 2,May,25,120
Furniture,2022,Qtr 2,May,26,
Office Supplies,2022,Qtr 2,May,26,247.16
Technology,2022,Qtr 2,May,26,23.08
Furniture,2022,Qtr 2,May,27,512.3
Office Supplies,2022,Qtr 2,May,27,604.91
Technology,2022,Qtr 2,May,27,967.698
Furniture,2022,Qtr 2,May,28,799.689
Office Supplies,2022,Qtr 2,May,28,158.118
Technology,2022,Qtr 2,May,28,522.296
Furniture,2022,Qtr 2,May,29,71.664
Office Supplies,2022,Qtr 2,May,29,619.444
Technology,2022,Qtr 2,May,29,
Furniture,2022,Qtr 2,May,30,468.2284
Office Supplies,2022,Qtr 2,May,30,76.51
Technology,2022,Qtr 2,May,30,192.152
Furniture,2022,Qtr 2,June,1,
Office Supplies,2022,Qtr 2,June,1,33.74
Technology,2022,Qtr 2,June,1,
Furniture,2022,Qtr 2,June,2,600.754
Office Supplies,2022,Qtr 2,June,2,76.14
Technology,2022,Qtr 2,June,2,227.46
Furniture,2022,Qtr 2,June,3,71.97
Office Supplies,2022,Qtr 2,June,3,499.882
Technology,2022,Qtr 2,June,3,206.384
Furniture,2022,Qtr 2,June,4,
Office Supplies,2022,Qtr 2,June,4,114.42
Technology,2022,Qtr 2,June,4,
Furniture,2022,Qtr 2,June,5,623.4648
Office Supplies,2022,Qtr 2,June,5,1332.025
Technology,2022,Qtr 2,June,5,1227.88
Furniture,2022,Qtr 2,June,6,4.95
Office Supplies,2022,Qtr 2,June,6,26.4
Technology,2022,Qtr 2,June,6,
Furniture,2022,Qtr 2,June,7,361.376
Office Supplies,2022,Qtr 2,June,7,19.002
Technology,2022,Qtr 2,June,7,
Furniture,2022,Qtr 2,June,8,161.14
Office Supplies,2022,Qtr 2,June,8,437.936
Technology,2022,Qtr 2,June,8,824.95
Furniture,2022,Qtr 2,June,10,41.96
Office Supplies,2022,Qtr 2,June,10,1137.732
Technology,2022,Qtr 2,June,10,319.96
Furniture,2022,Qtr 2,June,11,2681.362
Office Supplies,2022,Qtr 2,June,11,1481.478
Technology,2022,Qtr 2,June,11,125.91
Furniture,2022,Qtr 2,June,12,
Office Supplies,2022,Qtr 2,June,12,10.68
Technology,2022,Qtr 2,June,12,
Furniture,2022,Qtr 2,June,13,761.438
Office Supplies,2022,Qtr 2,June,13,346.596
Technology,2022,Qtr 2,June,13,47.984
Furniture,2022,Qtr 2,June,15,928.208
Office Supplies,2022,Qtr 2,June,15,481.454
Technology,2022,Qtr 2,June,15,2647.848
Furniture,2022,Qtr 2,June,16,1514.92
Office Supplies,2022,Qtr 2,June,16,471.352
Technology,2022,Qtr 2,June,16,737.922
Furniture,2022,Qtr 2,June,17,155.25
Office Supplies,2022,Qtr 2,June,17,235.582
Technology,2022,Qtr 2,June,17,3505.84
Furniture,2022,Qtr 2,June,18,917.9235
Office Supplies,2022,Qtr 2,June,18,113.232
Technology,2022,Qtr 2,June,18,
Furniture,2022,Qtr 2,June,19,1306.705
Office Supplies,2022,Qtr 2,June,19,583.788
Technology,2022,Qtr 2,June,19,225.448
Furniture,2022,Qtr 2,June,20,
Office Supplies,2022,Qtr 2,June,20,134.348
Technology,2022,Qtr 2,June,20,893.88
Furniture,2022,Qtr 2,June,21,17.92
Office Supplies,2022,Qtr 2,June,21,577.736
Technology,2022,Qtr 2,June,21,
Furniture,2022,Qtr 2,June,22,487.96
Office Supplies,2022,Qtr 2,June,22,91.059
Technology,2022,Qtr 2,June,22,
Furniture,2022,Qtr 2,June,24,449.454
Office Supplies,2022,Qtr 2,June,24,838.16
Technology,2022,Qtr 2,June,24,
Furniture,2022,Qtr 2,June,25,1272.184
Office Supplies,2022,Qtr 2,June,25,87.688
Technology,2022,Qtr 2,June,25,148.48
Furniture,2022,Qtr 2,June,26,800.002
Office Supplies,2022,Qtr 2,June,26,1304.2
Technology,2022,Qtr 2,June,26,2119.934
Furniture,2022,Qtr 2,June,27,317.946
Office Supplies,2022,Qtr 2,June,27,39.51
Technology,2022,Qtr 2,June,27,1287.45
Furniture,2022,Qtr 2,June,29,1381.2932
Office Supplies,2022,Qtr 2,June,29,3078.388
Technology,2022,Qtr 2,June,29,62.31
Furniture,2022,Qtr 2,June,30,2105.661
Office Supplies,2022,Qtr 2,June,30,1614.732
Technology,2022,Qtr 2,June,30,1001.584
Furniture,2022,Qtr 3,July,1,
Office Supplies,2022,Qtr 3,July,1,335.608
Technology,2022,Qtr 3,July,1,3059.982
Furniture,2022,Qtr 3,July,3,
Office Supplies,2022,Qtr 3,July,3,117.51
Technology,2022,Qtr 3,July,3,49.08
Furniture,2022,Qtr 3,July,4,1112.5465
Office Supplies,2022,Qtr 3,July,4,21.584
Technology,2022,Qtr 3,July,4,837.16
Furniture,2022,Qtr 3,July,5,1962.09
Office Supplies,2022,Qtr 3,July,5,87.444
Technology,2022,Qtr 3,July,5,499.934
Furniture,2022,Qtr 3,July,7,87.21
Office Supplies,2022,Qtr 3,July,7,52.356
Technology,2022,Qtr 3,July,7,1480.684
Furniture,2022,Qtr 3,July,8,258.934
Office Supplies,2022,Qtr 3,July,8,2033.69
Technology,2022,Qtr 3,July,8,1187
Furniture,2022,Qtr 3,July,9,470.688
Office Supplies,2022,Qtr 3,July,9,2388.661
Technology,2022,Qtr 3,July,9,989.216
Furniture,2022,Qtr 3,July,10,462.43
Office Supplies,2022,Qtr 3,July,10,739.822
Technology,2022,Qtr 3,July,10,1546.958
Furniture,2022,Qtr 3,July,11,623.322
Office Supplies,2022,Qtr 3,July,11,160.892
Technology,2022,Qtr 3,July,11,1629.164
Furniture,2022,Qtr 3,July,12,82.38
Office Supplies,2022,Qtr 3,July,12,2279.774
Technology,2022,Qtr 3,July,12,554.36
Furniture,2022,Qtr 3,July,13,91.008
Office Supplies,2022,Qtr 3,July,13,373.94
Technology,2022,Qtr 3,July,13,39.594
Furniture,2022,Qtr 3,July,14,692.45
Office Supplies,2022,Qtr 3,July,14,405.192
Technology,2022,Qtr 3,July,14,2501.292
Furniture,2022,Qtr 3,July,15,1847.529
Office Supplies,2022,Qtr 3,July,15,242.8
Technology,2022,Qtr 3,July,15,41.9
Furniture,2022,Qtr 3,July,16,313.724
Office Supplies,2022,Qtr 3,July,16,2.912
Technology,2022,Qtr 3,July,16,
Furniture,2022,Qtr 3,July,17,1241.149
Office Supplies,2022,Qtr 3,July,17,200.76
Technology,2022,Qtr 3,July,17,749.964
Furniture,2022,Qtr 3,July,18,1473.888
Office Supplies,2022,Qtr 3,July,18,32.936
Technology,2022,Qtr 3,July,18,599.97
Furniture,2022,Qtr 3,July,20,539.416
Office Supplies,2022,Qtr 3,July,20,1353.822
Technology,2022,Qtr 3,July,20,389.97
Furniture,2022,Qtr 3,July,21,661.44
Office Supplies,2022,Qtr 3,July,21,843.86
Technology,2022,Qtr 3,July,21,2180.644
Furniture,2022,Qtr 3,July,22,526.344
Office Supplies,2022,Qtr 3,July,22,
Technology,2022,Qtr 3,July,22,29.97
Furniture,2022,Qtr 3,July,23,
Office Supplies,2022,Qtr 3,July,23,338.488
Technology,2022,Qtr 3,July,23,559.7
Furniture,2022,Qtr 3,July,24,
Office Supplies,2022,Qtr 3,July,24,
Technology,2022,Qtr 3,July,24,2399.96
Furniture,2022,Qtr 3,July,25,456.8
Office Supplies,2022,Qtr 3,July,25,341.942
Technology,2022,Qtr 3,July,25,
Furniture,2022,Qtr 3,July,26,362.352
Office Supplies,2022,Qtr 3,July,26,
Technology,2022,Qtr 3,July,26,1649.95
Furniture,2022,Qtr 3,July,27,324.65
Office Supplies,2022,Qtr 3,July,27,39.16
Technology,2022,Qtr 3,July,27,778.87
Furniture,2022,Qtr 3,July,28,
Office Supplies,2022,Qtr 3,July,28,24.964
Technology,2022,Qtr 3,July,28,1145.6
Furniture,2022,Qtr 3,July,29,418.63
Office Supplies,2022,Qtr 3,July,29,273.332
Technology,2022,Qtr 3,July,29,699.332
Furniture,2022,Qtr 3,July,30,
Office Supplies,2022,Qtr 3,July,30,433.426
Technology,2022,Qtr 3,July,30,89.95
Furniture,2022,Qtr 3,July,31,36.96
Office Supplies,2022,Qtr 3,July,31,1157.276
Technology,2022,Qtr 3,July,31,363.792
Furniture,2022,Qtr 3,August,1,892.98
Office Supplies,2022,Qtr 3,August,1,
Technology,2022,Qtr 3,August,1,
Furniture,2022,Qtr 3,August,3,
Office Supplies,2022,Qtr 3,August,3,843.1
Technology,2022,Qtr 3,August,3,
Furniture,2022,Qtr 3,August,4,637.14
Office Supplies,2022,Qtr 3,August,4,5764.79
Technology,2022,Qtr 3,August,4,
Furniture,2022,Qtr 3,August,5,176.05
Office Supplies,2022,Qtr 3,August,5,122.552
Technology,2022,Qtr 3,August,5,3359.952
Furniture,2022,Qtr 3,August,6,1497.666
Office Supplies,2022,Qtr 3,August,6,240.732
Technology,2022,Qtr 3,August,6,488.64
Furniture,2022,Qtr 3,August,7,484.1
Office Supplies,2022,Qtr 3,August,7,1304.264
Technology,2022,Qtr 3,August,7,191.9
Furniture,2022,Qtr 3,August,9,1000.239
Office Supplies,2022,Qtr 3,August,9,236.072
Technology,2022,Qtr 3,August,9,948.016
Furniture,2022,Qtr 3,August,10,145.764
Office Supplies,2022,Qtr 3,August,10,83.44
Technology,2022,Qtr 3,August,10,379.152
Furniture,2022,Qtr 3,August,11,274.2
Office Supplies,2022,Qtr 3,August,11,109.9
Technology,2022,Qtr 3,August,11,
Furniture,2022,Qtr 3,August,12,3368.265
Office Supplies,2022,Qtr 3,August,12,2632.752
Technology,2022,Qtr 3,August,12,1642.024
Furniture,2022,Qtr 3,August,13,455.632
Office Supplies,2022,Qtr 3,August,13,2185.948
Technology,2022,Qtr 3,August,13,1.584
Furniture,2022,Qtr 3,August,14,418.296
Office Supplies,2022,Qtr 3,August,14,22.44
Technology,2022,Qtr 3,August,14,
Furniture,2022,Qtr 3,August,15,
Office Supplies,2022,Qtr 3,August,15,1949.872
Technology,2022,Qtr 3,August,15,
Furniture,2022,Qtr 3,August,16,
Office Supplies,2022,Qtr 3,August,16,80.564
Technology,2022,Qtr 3,August,16,
Furniture,2022,Qtr 3,August,17,4970.114
Office Supplies,2022,Qtr 3,August,17,4377.038
Technology,2022,Qtr 3,August,17,170.136
Furniture,2022,Qtr 3,August,18,204.38
Office Supplies,2022,Qtr 3,August,18,4472.954
Technology,2022,Qtr 3,August,18,2401.15
Furniture,2022,Qtr 3,August,19,
Office Supplies,2022,Qtr 3,August,19,512.446
Technology,2022,Qtr 3,August,19,
Furniture,2022,Qtr 3,August,20,
Office Supplies,2022,Qtr 3,August,20,549.11
Technology,2022,Qtr 3,August,20,143.84
Furniture,2022,Qtr 3,August,21,2093.584
Office Supplies,2022,Qtr 3,August,21,5992.322
Technology,2022,Qtr 3,August,21,465.148
Furniture,2022,Qtr 3,August,22,524.54
Office Supplies,2022,Qtr 3,August,22,
Technology,2022,Qtr 3,August,22,
Furniture,2022,Qtr 3,August,23,2.784
Office Supplies,2022,Qtr 3,August,23,219.664
Technology,2022,Qtr 3,August,23,4367.896
Furniture,2022,Qtr 3,August,24,
Office Supplies,2022,Qtr 3,August,24,685.056
Technology,2022,Qtr 3,August,24,
Furniture,2022,Qtr 3,August,25,130.98
Office Supplies,2022,Qtr 3,August,25,231.008
Technology,2022,Qtr 3,August,25,
Furniture,2022,Qtr 3,August,26,64.96
Office Supplies,2022,Qtr 3,August,26,53.72
Technology,2022,Qtr 3,August,26,71.98
Furniture,2022,Qtr 3,August,27,2037.74
Office Supplies,2022,Qtr 3,August,27,1804.956
Technology,2022,Qtr 3,August,27,2347.842
Furniture,2022,Qtr 3,August,28,1137.75
Office Supplies,2022,Qtr 3,August,28,270.714
Technology,2022,Qtr 3,August,28,35.168
Furniture,2022,Qtr 3,August,29,148.02
Office Supplies,2022,Qtr 3,August,29,87.448
Technology,2022,Qtr 3,August,29,
Furniture,2022,Qtr 3,August,31,569.568
Office Supplies,2022,Qtr 3,August,31,1243.954
Technology,2022,Qtr 3,August,31,1349.308
Furniture,2022,Qtr 3,September,1,
Office Supplies,2022,Qtr 3,September,1,274.491
Technology,2022,Qtr 3,September,1,
Furniture,2022,Qtr 3,September,2,25.104
Office Supplies,2022,Qtr 3,September,2,620.676
Technology,2022,Qtr 3,September,2,127.984
Furniture,2022,Qtr 3,September,3,
Office Supplies,2022,Qtr 3,September,3,30.84
Technology,2022,Qtr 3,September,3,679.964
Furniture,2022,Qtr 3,September,4,
Office Supplies,2022,Qtr 3,September,4,1626.71
Technology,2022,Qtr 3,September,4,
Furniture,2022,Qtr 3,September,5,493.85
Office Supplies,2022,Qtr 3,September,5,384.392
Technology,2022,Qtr 3,September,5,199.98
Furniture,2022,Qtr 3,September,6,132.901
Office Supplies,2022,Qtr 3,September,6,806.232
Technology,2022,Qtr 3,September,6,
Furniture,2022,Qtr 3,September,7,526.45
Office Supplies,2022,Qtr 3,September,7,886.784
Technology,2022,Qtr 3,September,7,257.98
Furniture,2022,Qtr 3,September,9,482.564
Office Supplies,2022,Qtr 3,September,9,1427.003
Technology,2022,Qtr 3,September,9,2446.494
Furniture,2022,Qtr 3,September,10,1333.393
Office Supplies,2022,Qtr 3,September,10,163.196
Technology,2022,Qtr 3,September,10,
Furniture,2022,Qtr 3,September,11,883.018
Office Supplies,2022,Qtr 3,September,11,2250.72
Technology,2022,Qtr 3,September,11,1617.754
Furniture,2022,Qtr 3,September,12,1927.233
Office Supplies,2022,Qtr 3,September,12,1447.079
Technology,2022,Qtr 3,September,12,2096.078
Furniture,2022,Qtr 3,September,13,
Office Supplies,2022,Qtr 3,September,13,15.92
Technology,2022,Qtr 3,September,13,
Furniture,2022,Qtr 3,September,14,830.718
Office Supplies,2022,Qtr 3,September,14,1307.08
Technology,2022,Qtr 3,September,14,2229.549
Furniture,2022,Qtr 3,September,15,2612.768
Office Supplies,2022,Qtr 3,September,15,3482.828
Technology,2022,Qtr 3,September,15,1189.43
Furniture,2022,Qtr 3,September,16,22.512
Office Supplies,2022,Qtr 3,September,16,633.186
Technology,2022,Qtr 3,September,16,193.952
Furniture,2022,Qtr 3,September,17,2335.29
Office Supplies,2022,Qtr 3,September,17,658.206
Technology,2022,Qtr 3,September,17,1985.73
Furniture,2022,Qtr 3,September,18,30.14
Office Supplies,2022,Qtr 3,September,18,872.79
Technology,2022,Qtr 3,September,18,609
Furniture,2022,Qtr 3,September,19,481.804
Office Supplies,2022,Qtr 3,September,19,262.954
Technology,2022,Qtr 3,September,19,903.43
Furniture,2022,Qtr 3,September,20,5496.174
Office Supplies,2022,Qtr 3,September,20,113.824
Technology,2022,Qtr 3,September,20,1749.92
Furniture,2022,Qtr 3,September,21,
Office Supplies,2022,Qtr 3,September,21,186.212
Technology,2022,Qtr 3,September,21,151.96
Furniture,2022,Qtr 3,September,22,254.03
Office Supplies,2022,Qtr 3,September,22,5854.139
Technology,2022,Qtr 3,September,22,1763.044
Furniture,2022,Qtr 3,September,23,804.732
Office Supplies,2022,Qtr 3,September,23,1011.176
Technology,2022,Qtr 3,September,23,579.878
Furniture,2022,Qtr 3,September,24,1427.24
Office Supplies,2022,Qtr 3,September,24,438.578
Technology,2022,Qtr 3,September,24,4584.644
Furniture,2022,Qtr 3,September,25,805.736
Office Supplies,2022,Qtr 3,September,25,486.517
Technology,2022,Qtr 3,September,25,119.96
Furniture,2022,Qtr 3,September,26,428.376
Office Supplies,2022,Qtr 3,September,26,1058.2
Technology,2022,Qtr 3,September,26,
Furniture,2022,Qtr 3,September,28,42.016
Office Supplies,2022,Qtr 3,September,28,462.871
Technology,2022,Qtr 3,September,28,54.384
Furniture,2022,Qtr 3,September,29,553.688
Office Supplies,2022,Qtr 3,September,29,813.906
Technology,2022,Qtr 3,September,29,576.486
Furniture,2022,Qtr 3,September,30,
Office Supplies,2022,Qtr 3,September,30,380.78
Technology,2022,Qtr 3,September,30,159.98
Furniture,2022,Qtr 4,October,2,203.983
Office Supplies,2022,Qtr 4,October,2,23.12
Technology,2022,Qtr 4,October,2,
Furniture,2022,Qtr 4,October,3,983.976
Office Supplies,2022,Qtr 4,October,3,67.124
Technology,2022,Qtr 4,October,3,201.852
Furniture,2022,Qtr 4,October,4,48.992
Office Supplies,2022,Qtr 4,October,4,510.811
Technology,2022,Qtr 4,October,4,195.726
Furniture,2022,Qtr 4,October,6,514.165
Office Supplies,2022,Qtr 4,October,6,1497.922
Technology,2022,Qtr 4,October,6,501.256
Furniture,2022,Qtr 4,October,7,18.84
Office Supplies,2022,Qtr 4,October,7,340.374
Technology,2022,Qtr 4,October,7,
Furniture,2022,Qtr 4,October,8,121.3
Office Supplies,2022,Qtr 4,October,8,247.28
Technology,2022,Qtr 4,October,8,1454.49
Furniture,2022,Qtr 4,October,9,362.352
Office Supplies,2022,Qtr 4,October,9,1290.524
Technology,2022,Qtr 4,October,9,853.77
Furniture,2022,Qtr 4,October,10,239.358
Office Supplies,2022,Qtr 4,October,10,
Technology,2022,Qtr 4,October,10,
Furniture,2022,Qtr 4,October,11,1482.52
Office Supplies,2022,Qtr 4,October,11,1444.828
Technology,2022,Qtr 4,October,11,1080.2
Furniture,2022,Qtr 4,October,12,2102.264
Office Supplies,2022,Qtr 4,October,12,973.235
Technology,2022,Qtr 4,October,12,798.06
Furniture,2022,Qtr 4,October,13,1514.996
Office Supplies,2022,Qtr 4,October,13,6648.882
Technology,2022,Qtr 4,October,13,241.924
Furniture,2022,Qtr 4,October,14,9.46
Office Supplies,2022,Qtr 4,October,14,78.512
Technology,2022,Qtr 4,October,14,46.36
Furniture,2022,Qtr 4,October,15,532.96
Office Supplies,2022,Qtr 4,October,15,484.98
Technology,2022,Qtr 4,October,15,
Furniture,2022,Qtr 4,October,16,2422.558
Office Supplies,2022,Qtr 4,October,16,432.526
Technology,2022,Qtr 4,October,16,618.513
Furniture,2022,Qtr 4,October,17,
Office Supplies,2022,Qtr 4,October,17,73.56
Technology,2022,Qtr 4,October,17,52.792
Furniture,2022,Qtr 4,October,19,531.1622
Office Supplies,2022,Qtr 4,October,19,1924.452
Technology,2022,Qtr 4,October,19,326.256
Furniture,2022,Qtr 4,October,20,328.3
Office Supplies,2022,Qtr 4,October,20,989.574
Technology,2022,Qtr 4,October,20,15.984
Furniture,2022,Qtr 4,October,21,1470.238
Office Supplies,2022,Qtr 4,October,21,1268.655
Technology,2022,Qtr 4,October,21,1798.308
Furniture,2022,Qtr 4,October,22,1005.341
Office Supplies,2022,Qtr 4,October,22,468.278
Technology,2022,Qtr 4,October,22,13685.258
Furniture,2022,Qtr 4,October,23,1193.4
Office Supplies,2022,Qtr 4,October,23,380.074
Technology,2022,Qtr 4,October,23,1778.92
Furniture,2022,Qtr 4,October,24,517.405
Office Supplies,2022,Qtr 4,October,24,11.68
Technology,2022,Qtr 4,October,24,
Furniture,2022,Qtr 4,October,26,356.85
Office Supplies,2022,Qtr 4,October,26,442.836
Technology,2022,Qtr 4,October,26,200.182
Furniture,2022,Qtr 4,October,27,746.241
Office Supplies,2022,Qtr 4,October,27,145.095
Technology,2022,Qtr 4,October,27,194.984
Furniture,2022,Qtr 4,October,28,77.952
Office Supplies,2022,Qtr 4,October,28,280.598
Technology,2022,Qtr 4,October,28,50.176
Furniture,2022,Qtr 4,October,29,
Office Supplies,2022,Qtr 4,October,29,46.96
Technology,2022,Qtr 4,October,29,
Furniture,2022,Qtr 4,October,30,1301.758
Office Supplies,2022,Qtr 4,October,30,2133.092
Technology,2022,Qtr 4,October,30,590.88
Furniture,2022,Qtr 4,October,31,
Office Supplies,2022,Qtr 4,October,31,15.16
Technology,2022,Qtr 4,October,31,508.768
Furniture,2022,Qtr 4,November,2,1110.704
Office Supplies,2022,Qtr 4,November,2,42.036
Technology,2022,Qtr 4,November,2,88.776
Furniture,2022,Qtr 4,November,3,181.484
Office Supplies,2022,Qtr 4,November,3,951.494
Technology,2022,Qtr 4,November,3,840.73
Furniture,2022,Qtr 4,November,4,
Office Supplies,2022,Qtr 4,November,4,92.736
Technology,2022,Qtr 4,November,4,227.07
Furniture,2022,Qtr 4,November,5,217.975
Office Supplies,2022,Qtr 4,November,5,231.494
Technology,2022,Qtr 4,November,5,
Furniture,2022,Qtr 4,November,6,455.212
Office Supplies,2022,Qtr 4,November,6,739.882
Technology,2022,Qtr 4,November,6,385.8
Furniture,2022,Qtr 4,November,7,
Office Supplies,2022,Qtr 4,November,7,236.89
Technology,2022,Qtr 4,November,7,1492.002
Furniture,2022,Qtr 4,November,8,
Office Supplies,2022,Qtr 4,November,8,555.142
Technology,2022,Qtr 4,November,8,153.584
Furniture,2022,Qtr 4,November,9,2810.894
Office Supplies,2022,Qtr 4,November,9,2529.2
Technology,2022,Qtr 4,November,9,223.912
Furniture,2022,Qtr 4,November,11,123.84
Office Supplies,2022,Qtr 4,November,11,1656.194
Technology,2022,Qtr 4,November,11,35.184
Furniture,2022,Qtr 4,November,12,1448.529
Office Supplies,2022,Qtr 4,November,12,899.746
Technology,2022,Qtr 4,November,12,475.69
Furniture,2022,Qtr 4,November,13,2765.6532
Office Supplies,2022,Qtr 4,November,13,1971.528
Technology,2022,Qtr 4,November,13,1896.239
Furniture,2022,Qtr 4,November,14,321.568
Office Supplies,2022,Qtr 4,November,14,225.198
Technology,2022,Qtr 4,November,14,287.892
Furniture,2022,Qtr 4,November,15,559.2
Office Supplies,2022,Qtr 4,November,15,
Technology,2022,Qtr 4,November,15,
Furniture,2022,Qtr 4,November,16,289.59
Office Supplies,2022,Qtr 4,November,16,1225.466
Technology,2022,Qtr 4,November,16,3240.178
Furniture,2022,Qtr 4,November,17,515.4928
Office Supplies,2022,Qtr 4,November,17,1722.21
Technology,2022,Qtr 4,November,17,11457.18
Furniture,2022,Qtr 4,November,18,152.966
Office Supplies,2022,Qtr 4,November,18,1109.32
Technology,2022,Qtr 4,November,18,207.47
Furniture,2022,Qtr 4,November,19,2603.165
