Region,Ship Mode,Segment,Value Column Name,Value
"South","Same Day","Home Office","Sales - Row ID","2958.4559999999997"
"South","Same Day","Home Office","(Sales - Row ID)%","155.70821052631578"
"South","Same Day","Home Office","Quantity (Simulation)","78"
"Central","Standard Class","Consumer","Quantity","2878"
"Central","Standard Class","Consumer","Overall Rank of Quantity","4"
"Central","Standard Class","Consumer","Lead/Lag of Quantity",
"Central","Standard Class","Consumer","% Cont. GT of Quantity","0.08581054891320554"
"Central","Standard Class","Consumer","% Cont. of Quantity","0.6368665633989821"
"Central","Standard Class","Consumer","Running Total of Quantity","2878"
"Central","Standard Class","Consumer","Row ID","765"
"Central","Standard Class","Consumer","Sales","171870.97039999987"
"Central","Standard Class","Consumer","Profit","5964.5404000000235"
"Central","Standard Class","Consumer","Profit - Quantity","3086.5404000000235"
"Central","Standard Class","Consumer","(Profit - Quantity)%","1.0724601806810368"
"Central","Standard Class","Consumer","Profit - Row ID","5199.5404000000235"
"Central","Standard Class","Consumer","(Profit - Row ID)%","6.796784836601338"
"Central","Standard Class","Consumer","Profit - Sales","-165906.42999999985"
"Central","Standard Class","Consumer","(Profit - Sales)%","-0.9652964058670374"
"Central","Standard Class","Consumer","Row ID - Quantity","-2113"
"Central","Standard Class","Consumer","(Row ID - Quantity)%","-0.7341904100069493"
"Central","Standard Class","Consumer","Sales - Quantity","168992.97039999987"
"Central","Standard Class","Consumer","(Sales - Quantity)%","58.71889173036827"
"Central","Standard Class","Consumer","Sales - Row ID","171105.97039999987"
"Central","Standard Class","Consumer","(Sales - Row ID)%","223.66793516339854"
"Central","Standard Class","Consumer","Quantity (Simulation)","2878"
"Central","Standard Class","Corporate","Quantity","1592"
"Central","Standard Class","Corporate","Overall Rank of Quantity","4"
"Central","Standard Class","Corporate","Lead/Lag of Quantity",
"Central","Standard Class","Corporate","% Cont. GT of Quantity","0.06710786999957846"
"Central","Standard Class","Corporate","% Cont. of Quantity","0.6113671274961597"
"Central","Standard Class","Corporate","Running Total of Quantity","1592"
"Central","Standard Class","Corporate","Row ID","416"
"Central","Standard Class","Corporate","Sales","102203.23660000005"
"Central","Standard Class","Corporate","Profit","14926.138400000007"
"Central","Standard Class","Corporate","Profit - Quantity","13334.138400000007"
"Central","Standard Class","Corporate","(Profit - Quantity)%","8.375715075376888"
"Central","Standard Class","Corporate","Profit - Row ID","14510.138400000007"
"Central","Standard Class","Corporate","(Profit - Row ID)%","34.8801403846154"
"Central","Standard Class","Corporate","Profit - Sales","-87277.09820000004"
"Central","Standard Class","Corporate","(Profit - Sales)%","-0.8539563041587667"
"Central","Standard Class","Corporate","Row ID - Quantity","-1176"
"Central","Standard Class","Corporate","(Row ID - Quantity)%","-0.7386934673366834"
"Central","Standard Class","Corporate","Sales - Quantity","100611.23660000005"
"Central","Standard Class","Corporate","(Sales - Quantity)%","63.19801293969852"
"Central","Standard Class","Corporate","Sales - Row ID","101787.23660000005"
"Central","Standard Class","Corporate","(Sales - Row ID)%","244.68085721153858"
"Central","Standard Class","Corporate","Quantity (Simulation)","1592"
"Central","Standard Class","Home Office","Quantity","967"
"Central","Standard Class","Home Office","Overall Rank of Quantity","4"
"Central","Standard Class","Home Office","Lead/Lag of Quantity",
"Central","Standard Class","Home Office","% Cont. GT of Quantity","0.05373416314736608"
"Central","Standard Class","Home Office","% Cont. of Quantity","0.5835847917923959"
"Central","Standard Class","Home Office","Running Total of Quantity","967"
"Central","Standard Class","Home Office","Row ID","258"
"Central","Standard Class","Home Office","Sales","44453.353"
"Central","Standard Class","Home Office","Profit","4461.701899999998"
"Central","Standard Class","Home Office","Profit - Quantity","3494.701899999998"
"Central","Standard Class","Home Office","(Profit - Quantity)%","3.6139626680454997"
"Central","Standard Class","Home Office","Profit - Row ID","4203.701899999998"
"Central","Standard Class","Home Office","(Profit - Row ID)%","16.293418217054256"
"Central","Standard Class","Home Office","Profit - Sales","-39991.6511"
"Central","Standard Class","Home Office","(Profit - Sales)%","-0.8996318252978578"
"Central","Standard Class","Home Office","Row ID - Quantity","-709"
"Central","Standard Class","Home Office","(Row ID - Quantity)%","-0.733195449844881"
"Central","Standard Class","Home Office","Sales - Quantity","43486.353"
"Central","Standard Class","Home Office","(Sales - Quantity)%","44.97037538779731"
"Central","Standard Class","Home Office","Sales - Row ID","44195.353"
"Central","Standard Class","Home Office","(Sales - Row ID)%","171.29981782945734"
"Central","Standard Class","Home Office","Quantity (Simulation)","967"
"Central","Second Class","Consumer","Quantity","845"
"Central","Second Class","Consumer","Overall Rank of Quantity","10"
"Central","Second Class","Consumer","Lead/Lag of Quantity","2878"
"Central","Second Class","Consumer","% Cont. GT of Quantity","0.025194549628790367"
"Central","Second Class","Consumer","% Cont. of Quantity","0.18698827174153576"
"Central","Second Class","Consumer","Running Total of Quantity","3723"
"Central","Second Class","Consumer","Row ID","221"
"Central","Second Class","Consumer","Sales","38826.14759999999"
"Central","Second Class","Consumer","Profit","778.5629000000021"
"Central","Second Class","Consumer","Profit - Quantity","-66.43709999999794"
"Central","Second Class","Consumer","(Profit - Quantity)%","-0.07862378698224608"
"Central","Second Class","Consumer","Profit - Row ID","557.5629000000021"
"Central","Second Class","Consumer","(Profit - Row ID)%","2.522909049773765"
"Central","Second Class","Consumer","Profit - Sales","-38047.584699999985"
"Central","Second Class","Consumer","(Profit - Sales)%","-0.979947459428089"
"Central","Second Class","Consumer","Row ID - Quantity","-624"
"Central","Second Class","Consumer","(Row ID - Quantity)%","-0.7384615384615385"
"Central","Second Class","Consumer","Sales - Quantity","37981.14759999999"
"Central","Second Class","Consumer","(Sales - Quantity)%","44.94810366863904"
"Central","Second Class","Consumer","Sales - Row ID","38605.14759999999"
"Central","Second Class","Consumer","(Sales - Row ID)%","174.68392579185513"
"Central","Second Class","Consumer","Quantity (Simulation)","845"
"Central","Second Class","Corporate","Quantity","560"
"Central","Second Class","Corporate","Overall Rank of Quantity","9"
"Central","Second Class","Corporate","Lead/Lag of Quantity","1592"
"Central","Second Class","Corporate","% Cont. GT of Quantity","0.02360578341693715"
"Central","Second Class","Corporate","% Cont. of Quantity","0.2150537634408602"
"Central","Second Class","Corporate","Running Total of Quantity","2152"
"Central","Second Class","Corporate","Row ID","143"
"Central","Second Class","Corporate","Sales","35721.9668"
"Central","Second Class","Corporate","Profit","3496.9476999999956"
"Central","Second Class","Corporate","Profit - Quantity","2936.9476999999956"
"Central","Second Class","Corporate","(Profit - Quantity)%","5.244549464285707"
"Central","Second Class","Corporate","Profit - Row ID","3353.9476999999956"
"Central","Second Class","Corporate","(Profit - Row ID)%","23.45417972027969"
"Central","Second Class","Corporate","Profit - Sales","-32225.019100000005"
"Central","Second Class","Corporate","(Profit - Sales)%","-0.9021065183902472"
"Central","Second Class","Corporate","Row ID - Quantity","-417"
"Central","Second Class","Corporate","(Row ID - Quantity)%","-0.7446428571428573"
"Central","Second Class","Corporate","Sales - Quantity","35161.9668"
"Central","Second Class","Corporate","(Sales - Quantity)%","62.789226428571425"
"Central","Second Class","Corporate","Sales - Row ID","35578.9668"
"Central","Second Class","Corporate","(Sales - Row ID)%","248.80396363636365"
"Central","Second Class","Corporate","Quantity (Simulation)","560"
"Central","Second Class","Home Office","Quantity","390"
"Central","Second Class","Home Office","Overall Rank of Quantity","6"
"Central","Second Class","Home Office","Lead/Lag of Quantity","967"
"Central","Second Class","Home Office","% Cont. GT of Quantity","0.02167148255167815"
"Central","Second Class","Home Office","% Cont. of Quantity","0.2353651176825588"
"Central","Second Class","Home Office","Running Total of Quantity","1357"
"Central","Second Class","Home Office","Row ID","101"
"Central","Second Class","Home Office","Sales","29001.890999999992"
"Central","Second Class","Home Office","Profit","4839.324299999998"
"Central","Second Class","Home Office","Profit - Quantity","4449.324299999998"
"Central","Second Class","Home Office","(Profit - Quantity)%","11.408523846153845"
"Central","Second Class","Home Office","Profit - Row ID","4738.324299999998"
"Central","Second Class","Home Office","(Profit - Row ID)%","46.914101980198005"
"Central","Second Class","Home Office","Profit - Sales","-24162.566699999996"
"Central","Second Class","Home Office","(Profit - Sales)%","-0.8331376288532358"
"Central","Second Class","Home Office","Row ID - Quantity","-289"
"Central","Second Class","Home Office","(Row ID - Quantity)%","-0.7410256410256411"
"Central","Second Class","Home Office","Sales - Quantity","28611.890999999992"
"Central","Second Class","Home Office","(Sales - Quantity)%","73.36382307692305"
"Central","Second Class","Home Office","Sales - Row ID","28900.890999999992"
"Central","Second Class","Home Office","(Sales - Row ID)%","286.1474356435643"
"Central","Second Class","Home Office","Quantity (Simulation)","390"
"Central","First Class","Consumer","Quantity","513"
"Central","First Class","Consumer","Overall Rank of Quantity","12"
"Central","First Class","Consumer","Lead/Lag of Quantity","845"
"Central","First Class","Consumer","% Cont. GT of Quantity","0.015295625987656164"
"Central","First Class","Consumer","% Cont. of Quantity","0.11352069041823412"
"Central","First Class","Consumer","Running Total of Quantity","4236"
"Central","First Class","Consumer","Row ID","143"
"Central","First Class","Consumer","Sales","27211.978000000006"
"Central","First Class","Consumer","Profit","988.100899999998"
"Central","First Class","Consumer","Profit - Quantity","475.100899999998"
"Central","First Class","Consumer","(Profit - Quantity)%","0.9261226120857661"
"Central","First Class","Consumer","Profit - Row ID","845.100899999998"
"Central","First Class","Consumer","(Profit - Row ID)%","5.909796503496489"
"Central","First Class","Consumer","Profit - Sales","-26223.87710000001"
"Central","First Class","Consumer","(Profit - Sales)%","-0.9636887513285511"
"Central","First Class","Consumer","Row ID - Quantity","-370"
"Central","First Class","Consumer","(Row ID - Quantity)%","-0.7212475633528264"
"Central","First Class","Consumer","Sales - Quantity","26698.978000000006"
"Central","First Class","Consumer","(Sales - Quantity)%","52.04479142300196"
"Central","First Class","Consumer","Sales - Row ID","27068.978000000006"
"Central","First Class","Consumer","(Sales - Row ID)%","189.2935524475525"
"Central","First Class","Consumer","Quantity (Simulation)","513"
"Central","First Class","Corporate","Quantity","421"
"Central","First Class","Corporate","Overall Rank of Quantity","12"
"Central","First Class","Corporate","Lead/Lag of Quantity","560"
"Central","First Class","Corporate","% Cont. GT of Quantity","0.017746490747375963"
"Central","First Class","Corporate","% Cont. of Quantity","0.16167434715821813"
"Central","First Class","Corporate","Running Total of Quantity","2573"
"Central","First Class","Corporate","Row ID","101"
"Central","First Class","Corporate","Sales","18335.10940000001"
"Central","First Class","Corporate","Profit","347.81669999999883"
"Central","First Class","Corporate","Profit - Quantity","-73.18330000000117"
"Central","First Class","Corporate","(Profit - Quantity)%","-0.1738320665083163"
"Central","First Class","Corporate","Profit - Row ID","246.81669999999883"
"Central","First Class","Corporate","(Profit - Row ID)%","2.4437297029702854"
"Central","First Class","Corporate","Profit - Sales","-17987.29270000001"
"Central","First Class","Corporate","(Profit - Sales)%","-0.9810300177428993"
"Central","First Class","Corporate","Row ID - Quantity","-320"
"Central","First Class","Corporate","(Row ID - Quantity)%","-0.7600950118764845"
"Central","First Class","Corporate","Sales - Quantity","17914.10940000001"
"Central","First Class","Corporate","(Sales - Quantity)%","42.551328741092654"
"Central","First Class","Corporate","Sales - Row ID","18234.10940000001"
"Central","First Class","Corporate","(Sales - Row ID)%","180.53573663366345"
"Central","First Class","Corporate","Quantity (Simulation)","421"
"Central","First Class","Home Office","Quantity","222"
"Central","First Class","Home Office","Overall Rank of Quantity","11"
"Central","First Class","Home Office","Lead/Lag of Quantity","390"
"Central","First Class","Home Office","% Cont. GT of Quantity","0.012336074683262947"
"Central","First Class","Home Office","% Cont. of Quantity","0.13397706698853348"
"Central","First Class","Home Office","Running Total of Quantity","1579"
"Central","First Class","Home Office","Row ID","55"
"Central","First Class","Home Office","Sales","13199.828"
"Central","First Class","Home Office","Profit","2371.3496"
"Central","First Class","Home Office","Profit - Quantity","2149.3496"
"Central","First Class","Home Office","(Profit - Quantity)%","9.681754954954956"
"Central","First Class","Home Office","Profit - Row ID","2316.3496"
"Central","First Class","Home Office","(Profit - Row ID)%","42.115447272727266"
"Central","First Class","Home Office","Profit - Sales","-10828.4784"
"Central","First Class","Home Office","(Profit - Sales)%","-0.8203499621358703"
"Central","First Class","Home Office","Row ID - Quantity","-167"
"Central","First Class","Home Office","(Row ID - Quantity)%","-0.7522522522522521"
"Central","First Class","Home Office","Sales - Quantity","12977.828"
"Central","First Class","Home Office","(Sales - Quantity)%","58.458684684684684"
"Central","First Class","Home Office","Sales - Row ID","13144.828"
"Central","First Class","Home Office","(Sales - Row ID)%","238.99687272727272"
"Central","First Class","Home Office","Quantity (Simulation)","222"
"Central","Same Day","Consumer","Quantity","283"
"Central","Same Day","Consumer","Overall Rank of Quantity","16"
"Central","Same Day","Consumer","Lead/Lag of Quantity","513"
"Central","Same Day","Consumer","% Cont. GT of Quantity","0.008437937923014997"
"Central","Same Day","Consumer","% Cont. of Quantity","0.06262447444124807"
"Central","Same Day","Consumer","Running Total of Quantity","4519"
"Central","Same Day","Consumer","Row ID","83"
"Central","Same Day","Consumer","Sales","14122.337999999998"
"Central","Same Day","Consumer","Profit","832.8438999999994"
"Central","Same Day","Consumer","Profit - Quantity","549.8438999999994"
"Central","Same Day","Consumer","(Profit - Quantity)%","1.9429113074204922"
"Central","Same Day","Consumer","Profit - Row ID","749.8438999999994"
"Central","Same Day","Consumer","(Profit - Row ID)%","9.03426385542168"
"Central","Same Day","Consumer","Profit - Sales","-13289.494099999998"
"Central","Same Day","Consumer","(Profit - Sales)%","-0.9410264858410838"
"Central","Same Day","Consumer","Row ID - Quantity","-200"
"Central","Same Day","Consumer","(Row ID - Quantity)%","-0.7067137809187279"
"Central","Same Day","Consumer","Sales - Quantity","13839.337999999998"
"Central","Same Day","Consumer","(Sales - Quantity)%","48.90225441696112"
"Central","Same Day","Consumer","Sales - Row ID","14039.337999999998"
"Central","Same Day","Consumer","(Sales - Row ID)%","169.14865060240962"
"Central","Same Day","Consumer","Quantity (Simulation)","283"
"Central","Same Day","Corporate","Quantity","31"
"Central","Same Day","Corporate","Overall Rank of Quantity","17"
"Central","Same Day","Corporate","Lead/Lag of Quantity","421"
"Central","Same Day","Corporate","% Cont. GT of Quantity","0.0013067487248661636"
"Central","Same Day","Corporate","% Cont. of Quantity","0.011904761904761904"
"Central","Same Day","Corporate","Running Total of Quantity","2604"
"Central","Same Day","Corporate","Row ID","13"
"Central","Same Day","Corporate","Sales","1735.5"
"Central","Same Day","Corporate","Profit","-67.00080000000008"
"Central","Same Day","Corporate","Profit - Quantity","-98.00080000000008"
"Central","Same Day","Corporate","(Profit - Quantity)%","-3.1613161290322607"
"Central","Same Day","Corporate","Profit - Row ID","-80.00080000000008"
"Central","Same Day","Corporate","(Profit - Row ID)%","-6.1539076923076985"
"Central","Same Day","Corporate","Profit - Sales","-1802.5008"
"Central","Same Day","Corporate","(Profit - Sales)%","-1.0386060501296457"
"Central","Same Day","Corporate","Row ID - Quantity","-18"
"Central","Same Day","Corporate","(Row ID - Quantity)%","-0.5806451612903226"
"Central","Same Day","Corporate","Sales - Quantity","1704.5"
"Central","Same Day","Corporate","(Sales - Quantity)%","54.98387096774193"
"Central","Same Day","Corporate","Sales - Row ID","1722.5"
"Central","Same Day","Corporate","(Sales - Row ID)%","132.5"
"Central","Same Day","Corporate","Quantity (Simulation)","31"
"Central","Same Day","Home Office","Quantity","78"
"Central","Same Day","Home Office","Overall Rank of Quantity","16"
"Central","Same Day","Home Office","Lead/Lag of Quantity","222"
"Central","Same Day","Home Office","% Cont. GT of Quantity","0.00433429651033563"
"Central","Same Day","Home Office","% Cont. of Quantity","0.04707302353651177"
"Central","Same Day","Home Office","Running Total of Quantity","1657"
"Central","Same Day","Home Office","Row ID","24"
"Central","Same Day","Home Office","Sales","4557.572000000001"
"Central","Same Day","Home Office","Profit","766.0366000000001"
"Central","Same Day","Home Office","Profit - Quantity","688.0366000000001"
"Central","Same Day","Home Office","(Profit - Quantity)%","8.820982051282053"
"Central","Same Day","Home Office","Profit - Row ID","742.0366000000001"
"Central","Same Day","Home Office","(Profit - Row ID)%","30.918191666666672"
"Central","Same Day","Home Office","Profit - Sales","-3791.5354000000007"
"Central","Same Day","Home Office","(Profit - Sales)%","-0.8319200223276779"
"Central","Same Day","Home Office","Row ID - Quantity","-54"
"Central","Same Day","Home Office","(Row ID - Quantity)%","-0.6923076923076923"
"Central","Same Day","Home Office","Sales - Quantity","4479.572000000001"
"Central","Same Day","Home Office","(Sales - Quantity)%","57.43041025641027"
"Central","Same Day","Home Office","Sales - Row ID","4533.572000000001"
"Central","Same Day","Home Office","(Sales - Row ID)%","188.89883333333339"
"Central","Same Day","Home Office","Quantity (Simulation)","78"
