Retail Orders.Sub-Category,Retail Orders.Category,Retail Orders.Order Date.Variation.Date Hierarchy.Year,Retail Orders.Order Date.Variation.Date Hierarchy.Quarter,Retail Orders.Order Date.Variation.Date Hierarchy.Month,Retail Orders.Order Date.Variation.Date Hierarchy.Day,Sum(Retail Orders.Profit),Sum(Retail Orders.Discount)
Accessories,Technology,2023,Qtr 1,March,14,6.624,0
Copiers,Technology,2023,Qtr 1,March,14,,
Machines,Technology,2023,Qtr 1,March,14,156.047,0
Phones,Technology,2023,Qtr 1,March,14,,
Bookcases,Furniture,2023,Qtr 1,March,15,,
Chairs,Furniture,2023,Qtr 1,March,15,,
Furnishings,Furniture,2023,Qtr 1,March,15,5.1408,0
Tables,Furniture,2023,Qtr 1,March,15,,
Appliances,Office Supplies,2023,Qtr 1,March,15,,
Art,Office Supplies,2023,Qtr 1,March,15,,
Binders,Office Supplies,2023,Qtr 1,March,15,-37.205,2
Envelopes,Office Supplies,2023,Qtr 1,March,15,,
Fasteners,Office Supplies,2023,Qtr 1,March,15,,
Labels,Office Supplies,2023,Qtr 1,March,15,,
Paper,Office Supplies,2023,Qtr 1,March,15,47.8152,0
Storage,Office Supplies,2023,Qtr 1,March,15,17.847,0
Supplies,Office Supplies,2023,Qtr 1,March,15,,
Accessories,Technology,2023,Qtr 1,March,15,,
Copiers,Technology,2023,Qtr 1,March,15,,
Machines,Technology,2023,Qtr 1,March,15,,
Phones,Technology,2023,Qtr 1,March,15,,
Bookcases,Furniture,2023,Qtr 1,March,16,,
Chairs,Furniture,2023,Qtr 1,March,16,,
Furnishings,Furniture,2023,Qtr 1,March,16,,
Tables,Furniture,2023,Qtr 1,March,16,,
Appliances,Office Supplies,2023,Qtr 1,March,16,,
Art,Office Supplies,2023,Qtr 1,March,16,,
Binders,Office Supplies,2023,Qtr 1,March,16,,
Envelopes,Office Supplies,2023,Qtr 1,March,16,,
Fasteners,Office Supplies,2023,Qtr 1,March,16,,
Labels,Office Supplies,2023,Qtr 1,March,16,,
Paper,Office Supplies,2023,Qtr 1,March,16,,
Storage,Office Supplies,2023,Qtr 1,March,16,,
Supplies,Office Supplies,2023,Qtr 1,March,16,,
Accessories,Technology,2023,Qtr 1,March,16,,
Copiers,Technology,2023,Qtr 1,March,16,,
Machines,Technology,2023,Qtr 1,March,16,,
Phones,Technology,2023,Qtr 1,March,16,29.495,0
Bookcases,Furniture,2023,Qtr 1,March,17,,
Chairs,Furniture,2023,Qtr 1,March,17,,
Furnishings,Furniture,2023,Qtr 1,March,17,,
Tables,Furniture,2023,Qtr 1,March,17,-1124.0239,0
Appliances,Office Supplies,2023,Qtr 1,March,17,45.0684,0
Art,Office Supplies,2023,Qtr 1,March,17,6.0408,0
Binders,Office Supplies,2023,Qtr 1,March,17,62.6081,0
Envelopes,Office Supplies,2023,Qtr 1,March,17,,
Fasteners,Office Supplies,2023,Qtr 1,March,17,,
Labels,Office Supplies,2023,Qtr 1,March,17,,
Paper,Office Supplies,2023,Qtr 1,March,17,178.4494,0
Storage,Office Supplies,2023,Qtr 1,March,17,,
Supplies,Office Supplies,2023,Qtr 1,March,17,,
Accessories,Technology,2023,Qtr 1,March,17,,
Copiers,Technology,2023,Qtr 1,March,17,,
Machines,Technology,2023,Qtr 1,March,17,,
Phones,Technology,2023,Qtr 1,March,17,,
Bookcases,Furniture,2023,Qtr 1,March,18,70.49,0
Chairs,Furniture,2023,Qtr 1,March,18,,
Furnishings,Furniture,2023,Qtr 1,March,18,37.8006,0
Tables,Furniture,2023,Qtr 1,March,18,,
Appliances,Office Supplies,2023,Qtr 1,March,18,,
Art,Office Supplies,2023,Qtr 1,March,18,1.002,0
Binders,Office Supplies,2023,Qtr 1,March,18,,
Envelopes,Office Supplies,2023,Qtr 1,March,18,,
Fasteners,Office Supplies,2023,Qtr 1,March,18,5.9175,0
Labels,Office Supplies,2023,Qtr 1,March,18,,
Paper,Office Supplies,2023,Qtr 1,March,18,7.4816,0
Storage,Office Supplies,2023,Qtr 1,March,18,334.1142,0
Supplies,Office Supplies,2023,Qtr 1,March,18,,
Accessories,Technology,2023,Qtr 1,March,18,,
Copiers,Technology,2023,Qtr 1,March,18,,
Machines,Technology,2023,Qtr 1,March,18,-1411.5148,0
Phones,Technology,2023,Qtr 1,March,18,,
Bookcases,Furniture,2023,Qtr 1,March,19,,
Chairs,Furniture,2023,Qtr 1,March,19,,
Furnishings,Furniture,2023,Qtr 1,March,19,6.8772,0
Tables,Furniture,2023,Qtr 1,March,19,,
Appliances,Office Supplies,2023,Qtr 1,March,19,,
Art,Office Supplies,2023,Qtr 1,March,19,,
Binders,Office Supplies,2023,Qtr 1,March,19,-25.737,1
Envelopes,Office Supplies,2023,Qtr 1,March,19,,
Fasteners,Office Supplies,2023,Qtr 1,March,19,,
Labels,Office Supplies,2023,Qtr 1,March,19,3.9852,0
Paper,Office Supplies,2023,Qtr 1,March,19,,
Storage,Office Supplies,2023,Qtr 1,March,19,1.962,0
Supplies,Office Supplies,2023,Qtr 1,March,19,,
Accessories,Technology,2023,Qtr 1,March,19,53.2,0
Copiers,Technology,2023,Qtr 1,March,19,,
Machines,Technology,2023,Qtr 1,March,19,,
Phones,Technology,2023,Qtr 1,March,19,28.3479,0
Bookcases,Furniture,2023,Qtr 1,March,21,,
Chairs,Furniture,2023,Qtr 1,March,21,-10.9188,0
Furnishings,Furniture,2023,Qtr 1,March,21,6.5904,0
Tables,Furniture,2023,Qtr 1,March,21,,
Appliances,Office Supplies,2023,Qtr 1,March,21,,
Art,Office Supplies,2023,Qtr 1,March,21,5.4942,0
Binders,Office Supplies,2023,Qtr 1,March,21,59.0112,0
Envelopes,Office Supplies,2023,Qtr 1,March,21,,
Fasteners,Office Supplies,2023,Qtr 1,March,21,,
Labels,Office Supplies,2023,Qtr 1,March,21,28.824,0
Paper,Office Supplies,2023,Qtr 1,March,21,60.2553,0
Storage,Office Supplies,2023,Qtr 1,March,21,-3.8646,0
Supplies,Office Supplies,2023,Qtr 1,March,21,,
Accessories,Technology,2023,Qtr 1,March,21,,
Copiers,Technology,2023,Qtr 1,March,21,,
Machines,Technology,2023,Qtr 1,March,21,,
Phones,Technology,2023,Qtr 1,March,21,909.9818,0
Bookcases,Furniture,2023,Qtr 1,March,22,,
Chairs,Furniture,2023,Qtr 1,March,22,-35.3646,0
Furnishings,Furniture,2023,Qtr 1,March,22,,
Tables,Furniture,2023,Qtr 1,March,22,,
Appliances,Office Supplies,2023,Qtr 1,March,22,,
Art,Office Supplies,2023,Qtr 1,March,22,6.512,0
Binders,Office Supplies,2023,Qtr 1,March,22,-45.3169,2
Envelopes,Office Supplies,2023,Qtr 1,March,22,,
Fasteners,Office Supplies,2023,Qtr 1,March,22,,
Labels,Office Supplies,2023,Qtr 1,March,22,,
Paper,Office Supplies,2023,Qtr 1,March,22,23.235,0
Storage,Office Supplies,2023,Qtr 1,March,22,,
Supplies,Office Supplies,2023,Qtr 1,March,22,,
Accessories,Technology,2023,Qtr 1,March,22,,
Copiers,Technology,2023,Qtr 1,March,22,,
Machines,Technology,2023,Qtr 1,March,22,,
Phones,Technology,2023,Qtr 1,March,22,,
Bookcases,Furniture,2023,Qtr 1,March,23,,
Chairs,Furniture,2023,Qtr 1,March,23,,
Furnishings,Furniture,2023,Qtr 1,March,23,,
Tables,Furniture,2023,Qtr 1,March,23,,
Appliances,Office Supplies,2023,Qtr 1,March,23,,
Art,Office Supplies,2023,Qtr 1,March,23,,
Binders,Office Supplies,2023,Qtr 1,March,23,,
Envelopes,Office Supplies,2023,Qtr 1,March,23,,
Fasteners,Office Supplies,2023,Qtr 1,March,23,,
Labels,Office Supplies,2023,Qtr 1,March,23,3.2214,0
Paper,Office Supplies,2023,Qtr 1,March,23,,
Storage,Office Supplies,2023,Qtr 1,March,23,85.904,0
Supplies,Office Supplies,2023,Qtr 1,March,23,,
Accessories,Technology,2023,Qtr 1,March,23,,
Copiers,Technology,2023,Qtr 1,March,23,,
Machines,Technology,2023,Qtr 1,March,23,,
Phones,Technology,2023,Qtr 1,March,23,37.797,0
Bookcases,Furniture,2023,Qtr 1,March,24,,
Chairs,Furniture,2023,Qtr 1,March,24,,
Furnishings,Furniture,2023,Qtr 1,March,24,14.5728,0
Tables,Furniture,2023,Qtr 1,March,24,,
Appliances,Office Supplies,2023,Qtr 1,March,24,,
Art,Office Supplies,2023,Qtr 1,March,24,,
Binders,Office Supplies,2023,Qtr 1,March,24,,
Envelopes,Office Supplies,2023,Qtr 1,March,24,,
Fasteners,Office Supplies,2023,Qtr 1,March,24,,
Labels,Office Supplies,2023,Qtr 1,March,24,,
Paper,Office Supplies,2023,Qtr 1,March,24,11.703,0
Storage,Office Supplies,2023,Qtr 1,March,24,,
Supplies,Office Supplies,2023,Qtr 1,March,24,,
Accessories,Technology,2023,Qtr 1,March,24,,
Copiers,Technology,2023,Qtr 1,March,24,,
Machines,Technology,2023,Qtr 1,March,24,,
Phones,Technology,2023,Qtr 1,March,24,,
Bookcases,Furniture,2023,Qtr 1,March,25,,
Chairs,Furniture,2023,Qtr 1,March,25,65.2064,0
Furnishings,Furniture,2023,Qtr 1,March,25,,
Tables,Furniture,2023,Qtr 1,March,25,,
Appliances,Office Supplies,2023,Qtr 1,March,25,,
Art,Office Supplies,2023,Qtr 1,March,25,15.544,0
Binders,Office Supplies,2023,Qtr 1,March,25,,
Envelopes,Office Supplies,2023,Qtr 1,March,25,,
Fasteners,Office Supplies,2023,Qtr 1,March,25,,
Labels,Office Supplies,2023,Qtr 1,March,25,,
Paper,Office Supplies,2023,Qtr 1,March,25,,
Storage,Office Supplies,2023,Qtr 1,March,25,,
Supplies,Office Supplies,2023,Qtr 1,March,25,,
Accessories,Technology,2023,Qtr 1,March,25,15.918,0
Copiers,Technology,2023,Qtr 1,March,25,,
Machines,Technology,2023,Qtr 1,March,25,,
Phones,Technology,2023,Qtr 1,March,25,,
Bookcases,Furniture,2023,Qtr 1,March,26,,
Chairs,Furniture,2023,Qtr 1,March,26,,
Furnishings,Furniture,2023,Qtr 1,March,26,,
Tables,Furniture,2023,Qtr 1,March,26,,
Appliances,Office Supplies,2023,Qtr 1,March,26,,
Art,Office Supplies,2023,Qtr 1,March,26,0.84,0
Binders,Office Supplies,2023,Qtr 1,March,26,9.4284,0
Envelopes,Office Supplies,2023,Qtr 1,March,26,,
Fasteners,Office Supplies,2023,Qtr 1,March,26,,
Labels,Office Supplies,2023,Qtr 1,March,26,9,0
Paper,Office Supplies,2023,Qtr 1,March,26,,
Storage,Office Supplies,2023,Qtr 1,March,26,,
Supplies,Office Supplies,2023,Qtr 1,March,26,,
Accessories,Technology,2023,Qtr 1,March,26,8.619,0
Copiers,Technology,2023,Qtr 1,March,26,,
Machines,Technology,2023,Qtr 1,March,26,,
Phones,Technology,2023,Qtr 1,March,26,2.8784,0
Bookcases,Furniture,2023,Qtr 1,March,28,,
Chairs,Furniture,2023,Qtr 1,March,28,,
Furnishings,Furniture,2023,Qtr 1,March,28,,
Tables,Furniture,2023,Qtr 1,March,28,-36.63,0
Appliances,Office Supplies,2023,Qtr 1,March,28,,
Art,Office Supplies,2023,Qtr 1,March,28,,
Binders,Office Supplies,2023,Qtr 1,March,28,,
Envelopes,Office Supplies,2023,Qtr 1,March,28,2.8764,0
Fasteners,Office Supplies,2023,Qtr 1,March,28,,
Labels,Office Supplies,2023,Qtr 1,March,28,,
Paper,Office Supplies,2023,Qtr 1,March,28,,
Storage,Office Supplies,2023,Qtr 1,March,28,,
Supplies,Office Supplies,2023,Qtr 1,March,28,,
Accessories,Technology,2023,Qtr 1,March,28,,
Copiers,Technology,2023,Qtr 1,March,28,,
Machines,Technology,2023,Qtr 1,March,28,,
Phones,Technology,2023,Qtr 1,March,28,22.6782,0
Bookcases,Furniture,2023,Qtr 1,March,29,,
Chairs,Furniture,2023,Qtr 1,March,29,,
Furnishings,Furniture,2023,Qtr 1,March,29,,
Tables,Furniture,2023,Qtr 1,March,29,-152.7156,0
Appliances,Office Supplies,2023,Qtr 1,March,29,,
Art,Office Supplies,2023,Qtr 1,March,29,,
Binders,Office Supplies,2023,Qtr 1,March,29,,
Envelopes,Office Supplies,2023,Qtr 1,March,29,,
Fasteners,Office Supplies,2023,Qtr 1,March,29,,
Labels,Office Supplies,2023,Qtr 1,March,29,,
Paper,Office Supplies,2023,Qtr 1,March,29,,
Storage,Office Supplies,2023,Qtr 1,March,29,,
Supplies,Office Supplies,2023,Qtr 1,March,29,,
Accessories,Technology,2023,Qtr 1,March,29,,
Copiers,Technology,2023,Qtr 1,March,29,,
Machines,Technology,2023,Qtr 1,March,29,,
Phones,Technology,2023,Qtr 1,March,29,,
Bookcases,Furniture,2023,Qtr 1,March,30,-12.098,0
Chairs,Furniture,2023,Qtr 1,March,30,-9.093,0
Furnishings,Furniture,2023,Qtr 1,March,30,,
Tables,Furniture,2023,Qtr 1,March,30,,
Appliances,Office Supplies,2023,Qtr 1,March,30,,
Art,Office Supplies,2023,Qtr 1,March,30,23.793,0
Binders,Office Supplies,2023,Qtr 1,March,30,,
Envelopes,Office Supplies,2023,Qtr 1,March,30,113.3055,0
Fasteners,Office Supplies,2023,Qtr 1,March,30,,
Labels,Office Supplies,2023,Qtr 1,March,30,22.2,0
Paper,Office Supplies,2023,Qtr 1,March,30,,
Storage,Office Supplies,2023,Qtr 1,March,30,6.465,0
Supplies,Office Supplies,2023,Qtr 1,March,30,,
Accessories,Technology,2023,Qtr 1,March,30,,
Copiers,Technology,2023,Qtr 1,March,30,,
Machines,Technology,2023,Qtr 1,March,30,,
Phones,Technology,2023,Qtr 1,March,30,88.1804,0
Bookcases,Furniture,2023,Qtr 1,March,31,,
Chairs,Furniture,2023,Qtr 1,March,31,98.4802,0
Furnishings,Furniture,2023,Qtr 1,March,31,,
Tables,Furniture,2023,Qtr 1,March,31,,
Appliances,Office Supplies,2023,Qtr 1,March,31,14.8344,0
Art,Office Supplies,2023,Qtr 1,March,31,1.0584,0
Binders,Office Supplies,2023,Qtr 1,March,31,226.7395,4
Envelopes,Office Supplies,2023,Qtr 1,March,31,,
Fasteners,Office Supplies,2023,Qtr 1,March,31,,
Labels,Office Supplies,2023,Qtr 1,March,31,,
Paper,Office Supplies,2023,Qtr 1,March,31,,
Storage,Office Supplies,2023,Qtr 1,March,31,,
Supplies,Office Supplies,2023,Qtr 1,March,31,,
Accessories,Technology,2023,Qtr 1,March,31,13.9972,0
Copiers,Technology,2023,Qtr 1,March,31,,
Machines,Technology,2023,Qtr 1,March,31,,
Phones,Technology,2023,Qtr 1,March,31,,
Bookcases,Furniture,2023,Qtr 2,April,1,,
Chairs,Furniture,2023,Qtr 2,April,1,,
Furnishings,Furniture,2023,Qtr 2,April,1,,
Tables,Furniture,2023,Qtr 2,April,1,,
Appliances,Office Supplies,2023,Qtr 2,April,1,,
Art,Office Supplies,2023,Qtr 2,April,1,,
Binders,Office Supplies,2023,Qtr 2,April,1,-5.487,1
Envelopes,Office Supplies,2023,Qtr 2,April,1,,
Fasteners,Office Supplies,2023,Qtr 2,April,1,,
Labels,Office Supplies,2023,Qtr 2,April,1,4.2717,0
Paper,Office Supplies,2023,Qtr 2,April,1,,
Storage,Office Supplies,2023,Qtr 2,April,1,-64.7748,0
Supplies,Office Supplies,2023,Qtr 2,April,1,,
Accessories,Technology,2023,Qtr 2,April,1,,
Copiers,Technology,2023,Qtr 2,April,1,,
Machines,Technology,2023,Qtr 2,April,1,,
Phones,Technology,2023,Qtr 2,April,1,,
Bookcases,Furniture,2023,Qtr 2,April,2,,
Chairs,Furniture,2023,Qtr 2,April,2,,
Furnishings,Furniture,2023,Qtr 2,April,2,,
Tables,Furniture,2023,Qtr 2,April,2,,
Appliances,Office Supplies,2023,Qtr 2,April,2,,
Art,Office Supplies,2023,Qtr 2,April,2,,
Binders,Office Supplies,2023,Qtr 2,April,2,35.0504,0
Envelopes,Office Supplies,2023,Qtr 2,April,2,,
Fasteners,Office Supplies,2023,Qtr 2,April,2,,
Labels,Office Supplies,2023,Qtr 2,April,2,,
Paper,Office Supplies,2023,Qtr 2,April,2,16.0928,0
Storage,Office Supplies,2023,Qtr 2,April,2,,
Supplies,Office Supplies,2023,Qtr 2,April,2,,
Accessories,Technology,2023,Qtr 2,April,2,,
Copiers,Technology,2023,Qtr 2,April,2,,
Machines,Technology,2023,Qtr 2,April,2,,
Phones,Technology,2023,Qtr 2,April,2,,
Bookcases,Furniture,2023,Qtr 2,April,3,,
Chairs,Furniture,2023,Qtr 2,April,3,,
Furnishings,Furniture,2023,Qtr 2,April,3,,
Tables,Furniture,2023,Qtr 2,April,3,,
Appliances,Office Supplies,2023,Qtr 2,April,3,,
Art,Office Supplies,2023,Qtr 2,April,3,2.3328,0
Binders,Office Supplies,2023,Qtr 2,April,3,,
Envelopes,Office Supplies,2023,Qtr 2,April,3,,
Fasteners,Office Supplies,2023,Qtr 2,April,3,,
Labels,Office Supplies,2023,Qtr 2,April,3,,
Paper,Office Supplies,2023,Qtr 2,April,3,,
Storage,Office Supplies,2023,Qtr 2,April,3,17.745,0
Supplies,Office Supplies,2023,Qtr 2,April,3,,
Accessories,Technology,2023,Qtr 2,April,3,,
Copiers,Technology,2023,Qtr 2,April,3,,
Machines,Technology,2023,Qtr 2,April,3,,
Phones,Technology,2023,Qtr 2,April,3,,
Bookcases,Furniture,2023,Qtr 2,April,4,,
Chairs,Furniture,2023,Qtr 2,April,4,,
Furnishings,Furniture,2023,Qtr 2,April,4,2.3521,0
Tables,Furniture,2023,Qtr 2,April,4,,
Appliances,Office Supplies,2023,Qtr 2,April,4,,
Art,Office Supplies,2023,Qtr 2,April,4,23.808,0
Binders,Office Supplies,2023,Qtr 2,April,4,2.245,0
Envelopes,Office Supplies,2023,Qtr 2,April,4,,
Fasteners,Office Supplies,2023,Qtr 2,April,4,,
Labels,Office Supplies,2023,Qtr 2,April,4,9.072,0
Paper,Office Supplies,2023,Qtr 2,April,4,15.6816,0
Storage,Office Supplies,2023,Qtr 2,April,4,9.302,0
Supplies,Office Supplies,2023,Qtr 2,April,4,,
Accessories,Technology,2023,Qtr 2,April,4,42.9914,0
Copiers,Technology,2023,Qtr 2,April,4,,
Machines,Technology,2023,Qtr 2,April,4,,
Phones,Technology,2023,Qtr 2,April,4,,
Bookcases,Furniture,2023,Qtr 2,April,5,,
Chairs,Furniture,2023,Qtr 2,April,5,,
Furnishings,Furniture,2023,Qtr 2,April,5,13.7832,0
Tables,Furniture,2023,Qtr 2,April,5,,
Appliances,Office Supplies,2023,Qtr 2,April,5,19.0344,0
Art,Office Supplies,2023,Qtr 2,April,5,2.838,0
Binders,Office Supplies,2023,Qtr 2,April,5,21.06,0
Envelopes,Office Supplies,2023,Qtr 2,April,5,,
Fasteners,Office Supplies,2023,Qtr 2,April,5,1.8468,0
Labels,Office Supplies,2023,Qtr 2,April,5,,
Paper,Office Supplies,2023,Qtr 2,April,5,,
Storage,Office Supplies,2023,Qtr 2,April,5,,
Supplies,Office Supplies,2023,Qtr 2,April,5,,
Accessories,Technology,2023,Qtr 2,April,5,,
Copiers,Technology,2023,Qtr 2,April,5,,
Machines,Technology,2023,Qtr 2,April,5,,
Phones,Technology,2023,Qtr 2,April,5,,
Bookcases,Furniture,2023,Qtr 2,April,6,-44.196,0
Chairs,Furniture,2023,Qtr 2,April,6,,
Furnishings,Furniture,2023,Qtr 2,April,6,27.776,0
Tables,Furniture,2023,Qtr 2,April,6,,
Appliances,Office Supplies,2023,Qtr 2,April,6,4.0456,0
Art,Office Supplies,2023,Qtr 2,April,6,,
Binders,Office Supplies,2023,Qtr 2,April,6,,
Envelopes,Office Supplies,2023,Qtr 2,April,6,,
Fasteners,Office Supplies,2023,Qtr 2,April,6,,
Labels,Office Supplies,2023,Qtr 2,April,6,,
Paper,Office Supplies,2023,Qtr 2,April,6,5.8812,0
Storage,Office Supplies,2023,Qtr 2,April,6,,
Supplies,Office Supplies,2023,Qtr 2,April,6,,
Accessories,Technology,2023,Qtr 2,April,6,,
Copiers,Technology,2023,Qtr 2,April,6,,
Machines,Technology,2023,Qtr 2,April,6,,
Phones,Technology,2023,Qtr 2,April,6,,
Bookcases,Furniture,2023,Qtr 2,April,7,,
Chairs,Furniture,2023,Qtr 2,April,7,,
Furnishings,Furniture,2023,Qtr 2,April,7,,
Tables,Furniture,2023,Qtr 2,April,7,,
Appliances,Office Supplies,2023,Qtr 2,April,7,3.2432,0
Art,Office Supplies,2023,Qtr 2,April,7,,
Binders,Office Supplies,2023,Qtr 2,April,7,7.644,0
Envelopes,Office Supplies,2023,Qtr 2,April,7,,
Fasteners,Office Supplies,2023,Qtr 2,April,7,,
Labels,Office Supplies,2023,Qtr 2,April,7,,
Paper,Office Supplies,2023,Qtr 2,April,7,73.0576,0
Storage,Office Supplies,2023,Qtr 2,April,7,,
Supplies,Office Supplies,2023,Qtr 2,April,7,,
Accessories,Technology,2023,Qtr 2,April,7,,
Copiers,Technology,2023,Qtr 2,April,7,,
Machines,Technology,2023,Qtr 2,April,7,,
Phones,Technology,2023,Qtr 2,April,7,,
Bookcases,Furniture,2023,Qtr 2,April,8,,
Chairs,Furniture,2023,Qtr 2,April,8,,
Furnishings,Furniture,2023,Qtr 2,April,8,,
Tables,Furniture,2023,Qtr 2,April,8,,
Appliances,Office Supplies,2023,Qtr 2,April,8,332.6592,0
Art,Office Supplies,2023,Qtr 2,April,8,4.264,0
Binders,Office Supplies,2023,Qtr 2,April,8,4.7792,0
Envelopes,Office Supplies,2023,Qtr 2,April,8,,
Fasteners,Office Supplies,2023,Qtr 2,April,8,,
Labels,Office Supplies,2023,Qtr 2,April,8,,
Paper,Office Supplies,2023,Qtr 2,April,8,344.1168,0
Storage,Office Supplies,2023,Qtr 2,April,8,7.945,0
Supplies,Office Supplies,2023,Qtr 2,April,8,,
Accessories,Technology,2023,Qtr 2,April,8,104.7222,0
Copiers,Technology,2023,Qtr 2,April,8,,
Machines,Technology,2023,Qtr 2,April,8,,
Phones,Technology,2023,Qtr 2,April,8,34.9965,0
Bookcases,Furniture,2023,Qtr 2,April,10,,
Chairs,Furniture,2023,Qtr 2,April,10,-6.549,0
Furnishings,Furniture,2023,Qtr 2,April,10,,
Tables,Furniture,2023,Qtr 2,April,10,,
Appliances,Office Supplies,2023,Qtr 2,April,10,,
Art,Office Supplies,2023,Qtr 2,April,10,,
Binders,Office Supplies,2023,Qtr 2,April,10,31.0856,0
Envelopes,Office Supplies,2023,Qtr 2,April,10,,
Fasteners,Office Supplies,2023,Qtr 2,April,10,,
Labels,Office Supplies,2023,Qtr 2,April,10,20.5343,0
Paper,Office Supplies,2023,Qtr 2,April,10,,
Storage,Office Supplies,2023,Qtr 2,April,10,,
Supplies,Office Supplies,2023,Qtr 2,April,10,,
Accessories,Technology,2023,Qtr 2,April,10,,
Copiers,Technology,2023,Qtr 2,April,10,,
Machines,Technology,2023,Qtr 2,April,10,,
Phones,Technology,2023,Qtr 2,April,10,,
Bookcases,Furniture,2023,Qtr 2,April,11,,
Chairs,Furniture,2023,Qtr 2,April,11,24.1568,0
Furnishings,Furniture,2023,Qtr 2,April,11,13.4292,0
Tables,Furniture,2023,Qtr 2,April,11,-64.5444,0
Appliances,Office Supplies,2023,Qtr 2,April,11,5.096,0
Art,Office Supplies,2023,Qtr 2,April,11,0.7938,0
Binders,Office Supplies,2023,Qtr 2,April,11,27.0992,0
Envelopes,Office Supplies,2023,Qtr 2,April,11,,
Fasteners,Office Supplies,2023,Qtr 2,April,11,2.7222,0
Labels,Office Supplies,2023,Qtr 2,April,11,,
Paper,Office Supplies,2023,Qtr 2,April,11,9.3312,0
Storage,Office Supplies,2023,Qtr 2,April,11,13.071,0
Supplies,Office Supplies,2023,Qtr 2,April,11,,
Accessories,Technology,2023,Qtr 2,April,11,129.6,0
Copiers,Technology,2023,Qtr 2,April,11,,
Machines,Technology,2023,Qtr 2,April,11,2135.98,0
Phones,Technology,2023,Qtr 2,April,11,146.657,0
Bookcases,Furniture,2023,Qtr 2,April,12,,
Chairs,Furniture,2023,Qtr 2,April,12,,
Furnishings,Furniture,2023,Qtr 2,April,12,,
Tables,Furniture,2023,Qtr 2,April,12,,
Appliances,Office Supplies,2023,Qtr 2,April,12,,
Art,Office Supplies,2023,Qtr 2,April,12,,
Binders,Office Supplies,2023,Qtr 2,April,12,,
Envelopes,Office Supplies,2023,Qtr 2,April,12,,
Fasteners,Office Supplies,2023,Qtr 2,April,12,,
Labels,Office Supplies,2023,Qtr 2,April,12,,
Paper,Office Supplies,2023,Qtr 2,April,12,,
Storage,Office Supplies,2023,Qtr 2,April,12,,
Supplies,Office Supplies,2023,Qtr 2,April,12,,
Accessories,Technology,2023,Qtr 2,April,12,,
Copiers,Technology,2023,Qtr 2,April,12,,
Machines,Technology,2023,Qtr 2,April,12,,
Phones,Technology,2023,Qtr 2,April,12,62.3904,0
Bookcases,Furniture,2023,Qtr 2,April,13,,
Chairs,Furniture,2023,Qtr 2,April,13,,
Furnishings,Furniture,2023,Qtr 2,April,13,,
Tables,Furniture,2023,Qtr 2,April,13,,
Appliances,Office Supplies,2023,Qtr 2,April,13,,
Art,Office Supplies,2023,Qtr 2,April,13,1.116,0
Binders,Office Supplies,2023,Qtr 2,April,13,-407.976,1
Envelopes,Office Supplies,2023,Qtr 2,April,13,,
Fasteners,Office Supplies,2023,Qtr 2,April,13,10.0724,0
Labels,Office Supplies,2023,Qtr 2,April,13,3.6018,0
Paper,Office Supplies,2023,Qtr 2,April,13,,
Storage,Office Supplies,2023,Qtr 2,April,13,,
Supplies,Office Supplies,2023,Qtr 2,April,13,,
Accessories,Technology,2023,Qtr 2,April,13,,
Copiers,Technology,2023,Qtr 2,April,13,,
Machines,Technology,2023,Qtr 2,April,13,,
Phones,Technology,2023,Qtr 2,April,13,8.3916,0
Bookcases,Furniture,2023,Qtr 2,April,15,,
Chairs,Furniture,2023,Qtr 2,April,15,,
Furnishings,Furniture,2023,Qtr 2,April,15,76.9816,0
Tables,Furniture,2023,Qtr 2,April,15,,
Appliances,Office Supplies,2023,Qtr 2,April,15,31.0184,0
Art,Office Supplies,2023,Qtr 2,April,15,,
Binders,Office Supplies,2023,Qtr 2,April,15,,
Envelopes,Office Supplies,2023,Qtr 2,April,15,,
Fasteners,Office Supplies,2023,Qtr 2,April,15,,
Labels,Office Supplies,2023,Qtr 2,April,15,,
Paper,Office Supplies,2023,Qtr 2,April,15,,
Storage,Office Supplies,2023,Qtr 2,April,15,,
Supplies,Office Supplies,2023,Qtr 2,April,15,,
Accessories,Technology,2023,Qtr 2,April,15,,
Copiers,Technology,2023,Qtr 2,April,15,,
Machines,Technology,2023,Qtr 2,April,15,,
Phones,Technology,2023,Qtr 2,April,15,,
Bookcases,Furniture,2023,Qtr 2,April,16,,
Chairs,Furniture,2023,Qtr 2,April,16,,
Furnishings,Furniture,2023,Qtr 2,April,16,,
Tables,Furniture,2023,Qtr 2,April,16,,
Appliances,Office Supplies,2023,Qtr 2,April,16,,
Art,Office Supplies,2023,Qtr 2,April,16,9.768,0
Binders,Office Supplies,2023,Qtr 2,April,16,,
Envelopes,Office Supplies,2023,Qtr 2,April,16,,
Fasteners,Office Supplies,2023,Qtr 2,April,16,,
Labels,Office Supplies,2023,Qtr 2,April,16,,
Paper,Office Supplies,2023,Qtr 2,April,16,,
Storage,Office Supplies,2023,Qtr 2,April,16,,
Supplies,Office Supplies,2023,Qtr 2,April,16,,
Accessories,Technology,2023,Qtr 2,April,16,,
Copiers,Technology,2023,Qtr 2,April,16,,
Machines,Technology,2023,Qtr 2,April,16,,
Phones,Technology,2023,Qtr 2,April,16,,
Bookcases,Furniture,2023,Qtr 2,April,18,,
Chairs,Furniture,2023,Qtr 2,April,18,-18.1176,0
