Superstore 2023.Region	Superstore 2023.Category	Superstore 2023.Sub-Category	Superstore 2023.Order Date	Superstore 2023.ProfitM	Sum(Superstore 2023.Sales)
Central	Office Supplies	Paper	Thursday, March 03, 2022	15.5092	42.784
East	Office Supplies	Paper	Thursday, March 03, 2022	79.8912	166.44
South	Office Supplies	Paper	Thursday, March 03, 2022		
West	Office Supplies	Paper	Thursday, March 03, 2022		
Central	Office Supplies	Paper	Tuesday, March 08, 2022		
East	Office Supplies	Paper	Tuesday, March 08, 2022	6.3504	12.96
South	Office Supplies	Paper	Tuesday, March 08, 2022		
West	Office Supplies	Paper	Tuesday, March 08, 2022		
Central	Office Supplies	Paper	Wednesday, March 09, 2022		
East	Office Supplies	Paper	Wednesday, March 09, 2022	8.7906	17.94
South	Office Supplies	Paper	Wednesday, March 09, 2022		
West	Office Supplies	Paper	Wednesday, March 09, 2022		
Central	Office Supplies	Paper	Thursday, March 10, 2022		
East	Office Supplies	Paper	Thursday, March 10, 2022		
South	Office Supplies	Paper	Thursday, March 10, 2022		
West	Office Supplies	Paper	Thursday, March 10, 2022	7.152	14.9
Central	Office Supplies	Paper	Saturday, March 12, 2022		
East	Office Supplies	Paper	Saturday, March 12, 2022		
South	Office Supplies	Paper	Saturday, March 12, 2022	6.2208	12.96
West	Office Supplies	Paper	Saturday, March 12, 2022	8.991	19.98
Central	Office Supplies	Paper	Sunday, March 13, 2022	24.528	70.08
East	Office Supplies	Paper	Sunday, March 13, 2022	13.9185	41.24
South	Office Supplies	Paper	Sunday, March 13, 2022		
West	Office Supplies	Paper	Sunday, March 13, 2022		
Central	Office Supplies	Paper	Monday, March 14, 2022	1.8792	5.184
East	Office Supplies	Paper	Monday, March 14, 2022		
South	Office Supplies	Paper	Monday, March 14, 2022		
West	Office Supplies	Paper	Monday, March 14, 2022		
Central	Office Supplies	Paper	Tuesday, March 15, 2022		
East	Office Supplies	Paper	Tuesday, March 15, 2022		
South	Office Supplies	Paper	Tuesday, March 15, 2022	168.1024	365.44
West	Office Supplies	Paper	Tuesday, March 15, 2022		
Central	Office Supplies	Paper	Sunday, March 20, 2022		
East	Office Supplies	Paper	Sunday, March 20, 2022		
South	Office Supplies	Paper	Sunday, March 20, 2022		
West	Office Supplies	Paper	Sunday, March 20, 2022	10.8864	31.104
Central	Office Supplies	Paper	Thursday, March 24, 2022	10.3408	22.48
East	Office Supplies	Paper	Thursday, March 24, 2022		
South	Office Supplies	Paper	Thursday, March 24, 2022		
West	Office Supplies	Paper	Thursday, March 24, 2022		
Central	Office Supplies	Paper	Saturday, March 26, 2022		
East	Office Supplies	Paper	Saturday, March 26, 2022		
South	Office Supplies	Paper	Saturday, March 26, 2022		
West	Office Supplies	Paper	Saturday, March 26, 2022	8.6436	17.64
Central	Office Supplies	Paper	Monday, March 28, 2022		
East	Office Supplies	Paper	Monday, March 28, 2022		
South	Office Supplies	Paper	Monday, March 28, 2022		
West	Office Supplies	Paper	Monday, March 28, 2022	2.9302	5.98
Central	Office Supplies	Paper	Tuesday, March 29, 2022	15.9348	45.528
East	Office Supplies	Paper	Tuesday, March 29, 2022	6.74	13.48
South	Office Supplies	Paper	Tuesday, March 29, 2022		
West	Office Supplies	Paper	Tuesday, March 29, 2022		
Central	Office Supplies	Paper	Wednesday, March 30, 2022		
East	Office Supplies	Paper	Wednesday, March 30, 2022	5.5566	11.34
South	Office Supplies	Paper	Wednesday, March 30, 2022		
West	Office Supplies	Paper	Wednesday, March 30, 2022		
Central	Office Supplies	Paper	Sunday, April 03, 2022	3.21	10.272
East	Office Supplies	Paper	Sunday, April 03, 2022		
South	Office Supplies	Paper	Sunday, April 03, 2022		
West	Office Supplies	Paper	Sunday, April 03, 2022		
Central	Office Supplies	Paper	Monday, April 04, 2022		
East	Office Supplies	Paper	Monday, April 04, 2022		
South	Office Supplies	Paper	Monday, April 04, 2022	13.0707	27.81
West	Office Supplies	Paper	Monday, April 04, 2022		
Central	Office Supplies	Paper	Thursday, April 07, 2022		
East	Office Supplies	Paper	Thursday, April 07, 2022	18.2112	37.94
South	Office Supplies	Paper	Thursday, April 07, 2022		
West	Office Supplies	Paper	Thursday, April 07, 2022		
Central	Office Supplies	Paper	Friday, April 08, 2022		
East	Office Supplies	Paper	Friday, April 08, 2022	15.824	34.4
South	Office Supplies	Paper	Friday, April 08, 2022	12.7008	25.92
West	Office Supplies	Paper	Friday, April 08, 2022	15.84	33
Central	Office Supplies	Paper	Sunday, April 10, 2022		
East	Office Supplies	Paper	Sunday, April 10, 2022		
South	Office Supplies	Paper	Sunday, April 10, 2022		
West	Office Supplies	Paper	Sunday, April 10, 2022	6.2208	12.96
Central	Office Supplies	Paper	Tuesday, April 12, 2022		
East	Office Supplies	Paper	Tuesday, April 12, 2022		
South	Office Supplies	Paper	Tuesday, April 12, 2022	23.5519	51.262
West	Office Supplies	Paper	Tuesday, April 12, 2022	9.3312	19.44
Central	Office Supplies	Paper	Friday, April 15, 2022		
East	Office Supplies	Paper	Friday, April 15, 2022		
South	Office Supplies	Paper	Friday, April 15, 2022		
West	Office Supplies	Paper	Friday, April 15, 2022	68.976	143.7
Central	Office Supplies	Paper	Saturday, April 16, 2022		
East	Office Supplies	Paper	Saturday, April 16, 2022		
South	Office Supplies	Paper	Saturday, April 16, 2022	40.0036	123.088
West	Office Supplies	Paper	Saturday, April 16, 2022		
Central	Office Supplies	Paper	Monday, April 18, 2022	3.2616	9.664
East	Office Supplies	Paper	Monday, April 18, 2022		
South	Office Supplies	Paper	Monday, April 18, 2022		
West	Office Supplies	Paper	Monday, April 18, 2022		
Central	Office Supplies	Paper	Tuesday, April 19, 2022		
East	Office Supplies	Paper	Tuesday, April 19, 2022	146.79	419.4
South	Office Supplies	Paper	Tuesday, April 19, 2022		
West	Office Supplies	Paper	Tuesday, April 19, 2022	10.224	22.72
Central	Office Supplies	Paper	Thursday, April 21, 2022		
East	Office Supplies	Paper	Thursday, April 21, 2022	24.8832	51.84
South	Office Supplies	Paper	Thursday, April 21, 2022		
West	Office Supplies	Paper	Thursday, April 21, 2022		
Central	Office Supplies	Paper	Saturday, April 23, 2022		
East	Office Supplies	Paper	Saturday, April 23, 2022	67.2816	186.64
South	Office Supplies	Paper	Saturday, April 23, 2022	11.325	36.24
West	Office Supplies	Paper	Saturday, April 23, 2022		
Central	Office Supplies	Paper	Sunday, April 24, 2022		
East	Office Supplies	Paper	Sunday, April 24, 2022		
South	Office Supplies	Paper	Sunday, April 24, 2022		
West	Office Supplies	Paper	Sunday, April 24, 2022	5.4432	15.552
Central	Office Supplies	Paper	Thursday, April 28, 2022		
East	Office Supplies	Paper	Thursday, April 28, 2022		
South	Office Supplies	Paper	Thursday, April 28, 2022		
West	Office Supplies	Paper	Thursday, April 28, 2022	9.9468	29.472
Central	Office Supplies	Paper	Sunday, May 01, 2022		
East	Office Supplies	Paper	Sunday, May 01, 2022		
South	Office Supplies	Paper	Sunday, May 01, 2022	63.192	129.36
West	Office Supplies	Paper	Sunday, May 01, 2022		
Central	Office Supplies	Paper	Monday, May 02, 2022		
East	Office Supplies	Paper	Monday, May 02, 2022	6.0168	13.08
South	Office Supplies	Paper	Monday, May 02, 2022		
West	Office Supplies	Paper	Monday, May 02, 2022		
Central	Office Supplies	Paper	Thursday, May 05, 2022		
East	Office Supplies	Paper	Thursday, May 05, 2022		
South	Office Supplies	Paper	Thursday, May 05, 2022	73.0782	186.74
West	Office Supplies	Paper	Thursday, May 05, 2022		
Central	Office Supplies	Paper	Friday, May 06, 2022		
East	Office Supplies	Paper	Friday, May 06, 2022	15.49	49.568
South	Office Supplies	Paper	Friday, May 06, 2022		
West	Office Supplies	Paper	Friday, May 06, 2022		
Central	Office Supplies	Paper	Sunday, May 08, 2022		
East	Office Supplies	Paper	Sunday, May 08, 2022	7.3696	21.056
South	Office Supplies	Paper	Sunday, May 08, 2022		
West	Office Supplies	Paper	Sunday, May 08, 2022	8.073	17.94
Central	Office Supplies	Paper	Monday, May 09, 2022	26.824	76.64
East	Office Supplies	Paper	Monday, May 09, 2022		
South	Office Supplies	Paper	Monday, May 09, 2022		
West	Office Supplies	Paper	Monday, May 09, 2022	14.418	32.04
Central	Office Supplies	Paper	Tuesday, May 10, 2022		
East	Office Supplies	Paper	Tuesday, May 10, 2022		
South	Office Supplies	Paper	Tuesday, May 10, 2022		
West	Office Supplies	Paper	Tuesday, May 10, 2022	5.8604	11.96
Central	Office Supplies	Paper	Wednesday, May 11, 2022		
East	Office Supplies	Paper	Wednesday, May 11, 2022		
South	Office Supplies	Paper	Wednesday, May 11, 2022		
West	Office Supplies	Paper	Wednesday, May 11, 2022	2.691	5.98
Central	Office Supplies	Paper	Saturday, May 14, 2022		
East	Office Supplies	Paper	Saturday, May 14, 2022		
South	Office Supplies	Paper	Saturday, May 14, 2022	10.8864	31.104
West	Office Supplies	Paper	Saturday, May 14, 2022		
Central	Office Supplies	Paper	Sunday, May 15, 2022		
East	Office Supplies	Paper	Sunday, May 15, 2022	5.5216	15.232
South	Office Supplies	Paper	Sunday, May 15, 2022		
West	Office Supplies	Paper	Sunday, May 15, 2022		
Central	Office Supplies	Paper	Monday, May 16, 2022		
East	Office Supplies	Paper	Monday, May 16, 2022		
South	Office Supplies	Paper	Monday, May 16, 2022		
West	Office Supplies	Paper	Monday, May 16, 2022	8.4966	17.34
Central	Office Supplies	Paper	Tuesday, May 17, 2022	9.54	30.528
East	Office Supplies	Paper	Tuesday, May 17, 2022		
South	Office Supplies	Paper	Tuesday, May 17, 2022		
West	Office Supplies	Paper	Tuesday, May 17, 2022		
Central	Office Supplies	Paper	Wednesday, May 18, 2022		
East	Office Supplies	Paper	Wednesday, May 18, 2022		
South	Office Supplies	Paper	Wednesday, May 18, 2022		
West	Office Supplies	Paper	Wednesday, May 18, 2022	8.7906	17.94
Central	Office Supplies	Paper	Saturday, May 21, 2022	30.996	82.656
East	Office Supplies	Paper	Saturday, May 21, 2022	54.8604	111.96
South	Office Supplies	Paper	Saturday, May 21, 2022		
West	Office Supplies	Paper	Saturday, May 21, 2022		
Central	Office Supplies	Paper	Monday, May 23, 2022		
East	Office Supplies	Paper	Monday, May 23, 2022	3.6288	10.368
South	Office Supplies	Paper	Monday, May 23, 2022	2.4402	4.98
West	Office Supplies	Paper	Monday, May 23, 2022		
Central	Office Supplies	Paper	Tuesday, May 24, 2022		
East	Office Supplies	Paper	Tuesday, May 24, 2022		
South	Office Supplies	Paper	Tuesday, May 24, 2022	91.968	191.6
West	Office Supplies	Paper	Tuesday, May 24, 2022		
Central	Office Supplies	Paper	Wednesday, May 25, 2022		
East	Office Supplies	Paper	Wednesday, May 25, 2022		
South	Office Supplies	Paper	Wednesday, May 25, 2022	9.2928	19.36
West	Office Supplies	Paper	Wednesday, May 25, 2022		
Central	Office Supplies	Paper	Thursday, May 26, 2022	8.8314	24.72
East	Office Supplies	Paper	Thursday, May 26, 2022	15.1732	32.14
South	Office Supplies	Paper	Thursday, May 26, 2022		
West	Office Supplies	Paper	Thursday, May 26, 2022	21.7728	45.36
Central	Office Supplies	Paper	Friday, May 27, 2022	220.1616	458.67
East	Office Supplies	Paper	Friday, May 27, 2022		
South	Office Supplies	Paper	Friday, May 27, 2022		
West	Office Supplies	Paper	Friday, May 27, 2022	6.1548	13.38
Central	Office Supplies	Paper	Saturday, May 28, 2022		
East	Office Supplies	Paper	Saturday, May 28, 2022		
South	Office Supplies	Paper	Saturday, May 28, 2022	19.435	62.192
West	Office Supplies	Paper	Saturday, May 28, 2022	84.0512	182.72
Central	Office Supplies	Paper	Monday, May 30, 2022	323.7408	674.46
East	Office Supplies	Paper	Monday, May 30, 2022		
South	Office Supplies	Paper	Monday, May 30, 2022		
West	Office Supplies	Paper	Monday, May 30, 2022	30.5495	71.672
Central	Office Supplies	Paper	Tuesday, May 31, 2022	10.3336	28.864
East	Office Supplies	Paper	Tuesday, May 31, 2022		
South	Office Supplies	Paper	Tuesday, May 31, 2022		
West	Office Supplies	Paper	Tuesday, May 31, 2022		
Central	Office Supplies	Paper	Thursday, June 02, 2022		
East	Office Supplies	Paper	Thursday, June 02, 2022		
South	Office Supplies	Paper	Thursday, June 02, 2022		
West	Office Supplies	Paper	Thursday, June 02, 2022	13.8828	30.18
Central	Office Supplies	Paper	Saturday, June 04, 2022	9.396	25.92
East	Office Supplies	Paper	Saturday, June 04, 2022	7.0218	14.94
South	Office Supplies	Paper	Saturday, June 04, 2022	35.6636	75.88
West	Office Supplies	Paper	Saturday, June 04, 2022		
Central	Office Supplies	Paper	Monday, June 06, 2022		
East	Office Supplies	Paper	Monday, June 06, 2022	48.5392	105.52
South	Office Supplies	Paper	Monday, June 06, 2022	34.3926	72.9
West	Office Supplies	Paper	Monday, June 06, 2022	46.953	99.9
Central	Office Supplies	Paper	Tuesday, June 07, 2022		
East	Office Supplies	Paper	Tuesday, June 07, 2022	15.552	32.4
South	Office Supplies	Paper	Tuesday, June 07, 2022		
West	Office Supplies	Paper	Tuesday, June 07, 2022	2.3177	4.73
Central	Office Supplies	Paper	Friday, June 10, 2022		
East	Office Supplies	Paper	Friday, June 10, 2022		
South	Office Supplies	Paper	Friday, June 10, 2022		
West	Office Supplies	Paper	Friday, June 10, 2022	15.552	32.4
Central	Office Supplies	Paper	Sunday, June 12, 2022	127.658	352.16
East	Office Supplies	Paper	Sunday, June 12, 2022	41.823	92.94
South	Office Supplies	Paper	Sunday, June 12, 2022		
West	Office Supplies	Paper	Sunday, June 12, 2022	89.8668	198.84
Central	Office Supplies	Paper	Wednesday, June 15, 2022	54.215	173.488
East	Office Supplies	Paper	Wednesday, June 15, 2022		
South	Office Supplies	Paper	Wednesday, June 15, 2022		
West	Office Supplies	Paper	Wednesday, June 15, 2022		
Central	Office Supplies	Paper	Thursday, June 16, 2022		
East	Office Supplies	Paper	Thursday, June 16, 2022		
South	Office Supplies	Paper	Thursday, June 16, 2022		
West	Office Supplies	Paper	Thursday, June 16, 2022	21.7845	46.35
Central	Office Supplies	Paper	Friday, June 17, 2022		
East	Office Supplies	Paper	Friday, June 17, 2022	22.5408	46.96
South	Office Supplies	Paper	Friday, June 17, 2022		
West	Office Supplies	Paper	Friday, June 17, 2022	162.582	331.8
Central	Office Supplies	Paper	Saturday, June 18, 2022	26.9024	76.864
East	Office Supplies	Paper	Saturday, June 18, 2022	2.14	6.848
South	Office Supplies	Paper	Saturday, June 18, 2022		
West	Office Supplies	Paper	Saturday, June 18, 2022		
Central	Office Supplies	Paper	Sunday, June 19, 2022		
East	Office Supplies	Paper	Sunday, June 19, 2022		
South	Office Supplies	Paper	Sunday, June 19, 2022		
West	Office Supplies	Paper	Sunday, June 19, 2022	8.0464	17.12
Central	Office Supplies	Paper	Monday, June 20, 2022	3.6288	10.368
East	Office Supplies	Paper	Monday, June 20, 2022	20.6496	60.608
South	Office Supplies	Paper	Monday, June 20, 2022		
West	Office Supplies	Paper	Monday, June 20, 2022	41.1072	85.64
Central	Office Supplies	Paper	Thursday, June 23, 2022		
East	Office Supplies	Paper	Thursday, June 23, 2022	68.9631	146.73
South	Office Supplies	Paper	Thursday, June 23, 2022		
West	Office Supplies	Paper	Thursday, June 23, 2022	9.3906	19.98
Central	Office Supplies	Paper	Friday, June 24, 2022		
East	Office Supplies	Paper	Friday, June 24, 2022		
South	Office Supplies	Paper	Friday, June 24, 2022		
West	Office Supplies	Paper	Friday, June 24, 2022	50.328	104.85
Central	Office Supplies	Paper	Sunday, June 26, 2022	180.7659	368.91
East	Office Supplies	Paper	Sunday, June 26, 2022		
South	Office Supplies	Paper	Sunday, June 26, 2022		
West	Office Supplies	Paper	Sunday, June 26, 2022	5.616	12.48
Central	Office Supplies	Paper	Monday, June 27, 2022	12.1758	37.464
East	Office Supplies	Paper	Monday, June 27, 2022		
South	Office Supplies	Paper	Monday, June 27, 2022		
West	Office Supplies	Paper	Monday, June 27, 2022		
Central	Office Supplies	Paper	Tuesday, June 28, 2022		
East	Office Supplies	Paper	Tuesday, June 28, 2022	27.882	61.96
South	Office Supplies	Paper	Tuesday, June 28, 2022		
West	Office Supplies	Paper	Tuesday, June 28, 2022		
Central	Office Supplies	Paper	Friday, July 01, 2022		
East	Office Supplies	Paper	Friday, July 01, 2022	33.777	75.06
South	Office Supplies	Paper	Friday, July 01, 2022	6.2208	12.96
West	Office Supplies	Paper	Friday, July 01, 2022		
Central	Office Supplies	Paper	Saturday, July 02, 2022	14.5152	41.472
East	Office Supplies	Paper	Saturday, July 02, 2022		
South	Office Supplies	Paper	Saturday, July 02, 2022		
West	Office Supplies	Paper	Saturday, July 02, 2022		
Central	Office Supplies	Paper	Sunday, July 03, 2022		
East	Office Supplies	Paper	Sunday, July 03, 2022	38.725	123.92
South	Office Supplies	Paper	Sunday, July 03, 2022		
West	Office Supplies	Paper	Sunday, July 03, 2022	6.2208	12.96
Central	Office Supplies	Paper	Thursday, July 07, 2022	7.6986	23.688
East	Office Supplies	Paper	Thursday, July 07, 2022		
South	Office Supplies	Paper	Thursday, July 07, 2022		
West	Office Supplies	Paper	Thursday, July 07, 2022	30.6908	61.9
Central	Office Supplies	Paper	Friday, July 08, 2022		
East	Office Supplies	Paper	Friday, July 08, 2022	6.2208	12.96
South	Office Supplies	Paper	Friday, July 08, 2022	4.995	15.984
West	Office Supplies	Paper	Friday, July 08, 2022		
Central	Office Supplies	Paper	Thursday, July 14, 2022	79.692	219.84
East	Office Supplies	Paper	Thursday, July 14, 2022		
South	Office Supplies	Paper	Thursday, July 14, 2022		
West	Office Supplies	Paper	Thursday, July 14, 2022		
Central	Office Supplies	Paper	Friday, July 15, 2022		
East	Office Supplies	Paper	Friday, July 15, 2022		
South	Office Supplies	Paper	Friday, July 15, 2022		
West	Office Supplies	Paper	Friday, July 15, 2022	34.294	105.52
Central	Office Supplies	Paper	Saturday, July 16, 2022	6.255	20.016
East	Office Supplies	Paper	Saturday, July 16, 2022		
South	Office Supplies	Paper	Saturday, July 16, 2022	28.8576	60.12
West	Office Supplies	Paper	Saturday, July 16, 2022		
Central	Office Supplies	Paper	Sunday, July 17, 2022	39.233	81.41
East	Office Supplies	Paper	Sunday, July 17, 2022	26.6304	55.48
South	Office Supplies	Paper	Sunday, July 17, 2022		
West	Office Supplies	Paper	Sunday, July 17, 2022		
Central	Office Supplies	Paper	Monday, July 18, 2022		
East	Office Supplies	Paper	Monday, July 18, 2022	6.7048	18.496
South	Office Supplies	Paper	Monday, July 18, 2022		
West	Office Supplies	Paper	Monday, July 18, 2022		
Central	Office Supplies	Paper	Tuesday, July 19, 2022		
East	Office Supplies	Paper	Tuesday, July 19, 2022		
South	Office Supplies	Paper	Tuesday, July 19, 2022	120.5106	245.94
West	Office Supplies	Paper	Tuesday, July 19, 2022		
Central	Office Supplies	Paper	Friday, July 22, 2022	15.552	32.4
East	Office Supplies	Paper	Friday, July 22, 2022	24.8832	51.84
South	Office Supplies	Paper	Friday, July 22, 2022		
West	Office Supplies	Paper	Friday, July 22, 2022		
Central	Office Supplies	Paper	Saturday, July 23, 2022	1.8144	5.184
East	Office Supplies	Paper	Saturday, July 23, 2022		
South	Office Supplies	Paper	Saturday, July 23, 2022		
West	Office Supplies	Paper	Saturday, July 23, 2022		
Central	Office Supplies	Paper	Monday, July 25, 2022	9.6914	20.62
East	Office Supplies	Paper	Monday, July 25, 2022		
South	Office Supplies	Paper	Monday, July 25, 2022	32.095	65.5
West	Office Supplies	Paper	Monday, July 25, 2022		
Central	Office Supplies	Paper	Thursday, July 28, 2022	53.8608	109.92
East	Office Supplies	Paper	Thursday, July 28, 2022		
South	Office Supplies	Paper	Thursday, July 28, 2022		
West	Office Supplies	Paper	Thursday, July 28, 2022		
Central	Office Supplies	Paper	Monday, August 01, 2022	6.6312	19.648
East	Office Supplies	Paper	Monday, August 01, 2022		
South	Office Supplies	Paper	Monday, August 01, 2022		
West	Office Supplies	Paper	Monday, August 01, 2022		
Central	Office Supplies	Paper	Saturday, August 06, 2022		
East	Office Supplies	Paper	Saturday, August 06, 2022	33.3136	70.88
South	Office Supplies	Paper	Saturday, August 06, 2022		
West	Office Supplies	Paper	Saturday, August 06, 2022		
Central	Office Supplies	Paper	Monday, August 08, 2022	22.2864	64.512
East	Office Supplies	Paper	Monday, August 08, 2022		
South	Office Supplies	Paper	Monday, August 08, 2022		
West	Office Supplies	Paper	Monday, August 08, 2022		
Central	Office Supplies	Paper	Tuesday, August 09, 2022		
East	Office Supplies	Paper	Tuesday, August 09, 2022		
South	Office Supplies	Paper	Tuesday, August 09, 2022	9.63	30.816
West	Office Supplies	Paper	Tuesday, August 09, 2022		
Central	Office Supplies	Paper	Thursday, August 11, 2022	15.552	32.4
East	Office Supplies	Paper	Thursday, August 11, 2022		
South	Office Supplies	Paper	Thursday, August 11, 2022		
West	Office Supplies	Paper	Thursday, August 11, 2022		
Central	Office Supplies	Paper	Friday, August 12, 2022	3.1104	6.48
East	Office Supplies	Paper	Friday, August 12, 2022		
South	Office Supplies	Paper	Friday, August 12, 2022		
West	Office Supplies	Paper	Friday, August 12, 2022		
Central	Office Supplies	Paper	Saturday, August 13, 2022		
East	Office Supplies	Paper	Saturday, August 13, 2022		
South	Office Supplies	Paper	Saturday, August 13, 2022	3.21	10.272
West	Office Supplies	Paper	Saturday, August 13, 2022		
Central	Office Supplies	Paper	Sunday, August 14, 2022		
East	Office Supplies	Paper	Sunday, August 14, 2022		
South	Office Supplies	Paper	Sunday, August 14, 2022	5.4432	15.552
West	Office Supplies	Paper	Sunday, August 14, 2022	7.6146	15.54
Central	Office Supplies	Paper	Monday, August 15, 2022		
East	Office Supplies	Paper	Monday, August 15, 2022		
South	Office Supplies	Paper	Monday, August 15, 2022		
West	Office Supplies	Paper	Monday, August 15, 2022	18.0096	37.52
Central	Office Supplies	Paper	Tuesday, August 16, 2022		
East	Office Supplies	Paper	Tuesday, August 16, 2022		
South	Office Supplies	Paper	Tuesday, August 16, 2022		
West	Office Supplies	Paper	Tuesday, August 16, 2022	15.552	32.4
Central	Office Supplies	Paper	Thursday, August 18, 2022	30.392	83.84
East	Office Supplies	Paper	Thursday, August 18, 2022		
South	Office Supplies	Paper	Thursday, August 18, 2022		
West	Office Supplies	Paper	Thursday, August 18, 2022		
Central	Office Supplies	Paper	Sunday, August 21, 2022		
East	Office Supplies	Paper	Sunday, August 21, 2022		
South	Office Supplies	Paper	Sunday, August 21, 2022		
West	Office Supplies	Paper	Sunday, August 21, 2022	27.6048	60.48
Central	Office Supplies	Paper	Monday, August 22, 2022		
East	Office Supplies	Paper	Monday, August 22, 2022		
South	Office Supplies	Paper	Monday, August 22, 2022		
West	Office Supplies	Paper	Monday, August 22, 2022	9.3312	19.44
Central	Office Supplies	Paper	Tuesday, August 23, 2022		
East	Office Supplies	Paper	Tuesday, August 23, 2022		
South	Office Supplies	Paper	Tuesday, August 23, 2022		
West	Office Supplies	Paper	Tuesday, August 23, 2022	16.9932	34.68
Central	Office Supplies	Paper	Friday, August 26, 2022	5.6644	11.56
East	Office Supplies	Paper	Friday, August 26, 2022		
South	Office Supplies	Paper	Friday, August 26, 2022	11.2404	31.008
West	Office Supplies	Paper	Friday, August 26, 2022	72.8154	161.38
Central	Office Supplies	Paper	Saturday, August 27, 2022	30.7948	88.072
East	Office Supplies	Paper	Saturday, August 27, 2022	96.9483	204.51
South	Office Supplies	Paper	Saturday, August 27, 2022		
West	Office Supplies	Paper	Saturday, August 27, 2022		
Central	Office Supplies	Paper	Sunday, August 28, 2022		
East	Office Supplies	Paper	Sunday, August 28, 2022		
South	Office Supplies	Paper	Sunday, August 28, 2022		
West	Office Supplies	Paper	Sunday, August 28, 2022	5.6115	15.48
Central	Office Supplies	Paper	Monday, August 29, 2022	22.6184	64.624
East	Office Supplies	Paper	Monday, August 29, 2022		
South	Office Supplies	Paper	Monday, August 29, 2022		
West	Office Supplies	Paper	Monday, August 29, 2022		
Central	Office Supplies	Paper	Thursday, September 01, 2022		
East	Office Supplies	Paper	Thursday, September 01, 2022	44.5356	104.16
South	Office Supplies	Paper	Thursday, September 01, 2022		
West	Office Supplies	Paper	Thursday, September 01, 2022		
Central	Office Supplies	Paper	Saturday, September 03, 2022		
East	Office Supplies	Paper	Saturday, September 03, 2022	33.3766	79.12
South	Office Supplies	Paper	Saturday, September 03, 2022		
West	Office Supplies	Paper	Saturday, September 03, 2022		
Central	Office Supplies	Paper	Sunday, September 04, 2022		
East	Office Supplies	Paper	Sunday, September 04, 2022		
South	Office Supplies	Paper	Sunday, September 04, 2022	119.0748	251.692
West	Office Supplies	Paper	Sunday, September 04, 2022		
Central	Office Supplies	Paper	Monday, September 05, 2022	58.2084	136.896
East	Office Supplies	Paper	Monday, September 05, 2022	92.2368	192.16
South	Office Supplies	Paper	Monday, September 05, 2022	3.21	10.272
West	Office Supplies	Paper	Monday, September 05, 2022	46.1184	96.08
Central	Office Supplies	Paper	Tuesday, September 06, 2022	15.196	41.92
East	Office Supplies	Paper	Tuesday, September 06, 2022		
South	Office Supplies	Paper	Tuesday, September 06, 2022		
West	Office Supplies	Paper	Tuesday, September 06, 2022		
Central	Office Supplies	Paper	Thursday, September 08, 2022		
East	Office Supplies	Paper	Thursday, September 08, 2022		
South	Office Supplies	Paper	Thursday, September 08, 2022	23.4552	64.704
West	Office Supplies	Paper	Thursday, September 08, 2022	29.6082	65.11
Central	Office Supplies	Paper	Saturday, September 10, 2022		
East	Office Supplies	Paper	Saturday, September 10, 2022	3.0774	6.69
South	Office Supplies	Paper	Saturday, September 10, 2022		
West	Office Supplies	Paper	Saturday, September 10, 2022	40.1702	81.98
Central	Office Supplies	Paper	Sunday, September 11, 2022		
East	Office Supplies	Paper	Sunday, September 11, 2022	2.64	8.448
South	Office Supplies	Paper	Sunday, September 11, 2022		
West	Office Supplies	Paper	Sunday, September 11, 2022	13.8243	37.914
Central	Office Supplies	Paper	Monday, September 12, 2022	31.5192	68.52
East	Office Supplies	Paper	Monday, September 12, 2022		
South	Office Supplies	Paper	Monday, September 12, 2022		
West	Office Supplies	Paper	Monday, September 12, 2022		
Central	Office Supplies	Paper	Tuesday, September 13, 2022	17.0964	35.25
East	Office Supplies	Paper	Tuesday, September 13, 2022		
South	Office Supplies	Paper	Tuesday, September 13, 2022		
West	Office Supplies	Paper	Tuesday, September 13, 2022		
Central	Office Supplies	Paper	Wednesday, September 14, 2022		
East	Office Supplies	Paper	Wednesday, September 14, 2022		
South	Office Supplies	Paper	Wednesday, September 14, 2022	12.4416	25.92
West	Office Supplies	Paper	Wednesday, September 14, 2022		
Central	Office Supplies	Paper	Thursday, September 15, 2022		
East	Office Supplies	Paper	Thursday, September 15, 2022	1.8704	5.344
South	Office Supplies	Paper	Thursday, September 15, 2022		
West	Office Supplies	Paper	Thursday, September 15, 2022	10.058	21.4
Central	Office Supplies	Paper	Friday, September 16, 2022		
East	Office Supplies	Paper	Friday, September 16, 2022		
South	Office Supplies	Paper	Friday, September 16, 2022		
West	Office Supplies	Paper	Friday, September 16, 2022	6.3504	12.96
Central	Office Supplies	Paper	Saturday, September 17, 2022		
East	Office Supplies	Paper	Saturday, September 17, 2022		
South	Office Supplies	Paper	Saturday, September 17, 2022		
West	Office Supplies	Paper	Saturday, September 17, 2022	3.1104	6.48
Central	Office Supplies	Paper	Sunday, September 18, 2022		
East	Office Supplies	Paper	Sunday, September 18, 2022		
South	Office Supplies	Paper	Sunday, September 18, 2022	6.0168	13.08
West	Office Supplies	Paper	Sunday, September 18, 2022	180.7659	368.91
Central	Office Supplies	Paper	Monday, September 19, 2022		
East	Office Supplies	Paper	Monday, September 19, 2022	7.668	17.04
South	Office Supplies	Paper	Monday, September 19, 2022		
West	Office Supplies	Paper	Monday, September 19, 2022	73.5448	159.88
Central	Office Supplies	Paper	Tuesday, September 20, 2022		
