OnepointFive.Column.Variation.Date Hierarchy.Quarter,OnepointFive.Column.Variation.Date Hierarchy.Month,OnepointFive.Column.Variation.Date Hierarchy.Year,OnepointFive.Discount,OnepointFive.Performance,OnepointFive.Profit,OnepointFive.Sales,OnepointFive.Quantity,Sum(OnepointFive.Series 1),Sum(OnepointFive.Series 2),Sum(OnepointFive.Series 3),Sum(OnepointFive.Series 4),Sum(OnepointFive.Series 5)
Qtr 1,January,2025,Discount.0003,Performance.0004,Profit.0000,Sales.0002,Quantity.0001,677828.57878,374308.29437099997,661177.3696099999,543704.8820644999,634881.2890589999
Qtr 1,January,2021,Discount.0003,Performance.0004,Profit.0000,Sales.0003,Quantity.0000,612378.0185450001,518201.1361897,661446.309354,538800.2837599999,642788.7731441
Qtr 1,January,2022,Discount.0003,Performance.0004,Profit.0000,Sales.0003,Quantity.0000,707733.243153,575929.99056,562923.765432,814350.253229,846170.9307399999
Qtr 1,January,2023,Discount.0003,Performance.0004,Profit.0000,Sales.0003,Quantity.0000,587788.1322309999,586856.474902,707578.8882360001,498715.585361,488837.8363770001
Qtr 1,January,2024,Discount.0003,Performance.0004,Profit.0000,Sales.0003,Quantity.0000,749234.9929790001,624861.06395,583600.606934,724579.04382,849339.70471
Qtr 1,January,2025,Discount.0003,Performance.0004,Profit.0000,Sales.0003,Quantity.0000,595053.23525,644005.552886,621490.6206349999,434894.24584700004,563971.2934665
Qtr 1,January,2021,Discount.0003,Performance.0004,Profit.0000,Sales.0003,Quantity.0001,750690.95917,640345.7564500001,609323.0652071,454602.53290459997,337958.814318
Qtr 1,January,2022,Discount.0003,Performance.0004,Profit.0000,Sales.0003,Quantity.0001,540475.631523,540094.668617,535508.217252,569003.809245,679441.8802509999
Qtr 1,January,2023,Discount.0003,Performance.0004,Profit.0000,Sales.0003,Quantity.0001,721567.127265,635846.6688499999,551252.37536,631918.8838,632100.9940200001
Qtr 1,January,2024,Discount.0003,Performance.0004,Profit.0000,Sales.0003,Quantity.0001,763609.60491,709249.517677,800930.4999909999,695443.736824,414512.78103300004
Qtr 1,January,2025,Discount.0003,Performance.0004,Profit.0000,Sales.0003,Quantity.0001,405136.45687640004,771956.7447300002,619411.5973300001,429657.51763400005,695553.164108
Qtr 1,January,2021,Discount.0003,Performance.0004,Profit.0000,Sales.0004,Quantity.0000,516006.3002929,363440.581075,731810.31259,721080.53288,701757.9224599999
Qtr 1,January,2022,Discount.0003,Performance.0004,Profit.0000,Sales.0004,Quantity.0000,757705.75697,672467.24653,600622.559147,607228.3226300001,699428.1699590001
Qtr 1,January,2023,Discount.0003,Performance.0004,Profit.0000,Sales.0004,Quantity.0000,597353.283557,600654.955941,630188.8759657,681588.2274,548670.72764
Qtr 1,January,2024,Discount.0003,Performance.0004,Profit.0000,Sales.0004,Quantity.0000,498910.026833,677583.93465,516971.4992299999,704816.5563699999,645343.30195
Qtr 1,January,2025,Discount.0003,Performance.0004,Profit.0000,Sales.0004,Quantity.0000,608187.1431479999,509731.1565839999,520999.154981,743920.37939,563584.5307049999
Qtr 1,January,2021,Discount.0003,Performance.0004,Profit.0000,Sales.0004,Quantity.0001,504399.918173,735231.4330399998,474883.824958,444305.271204,632200.439587
Qtr 1,January,2022,Discount.0003,Performance.0004,Profit.0000,Sales.0004,Quantity.0001,513014.46761399996,566461.5794299999,680866.0488509999,587403.3137419999,555990.8490539999
Qtr 1,January,2023,Discount.0003,Performance.0004,Profit.0000,Sales.0004,Quantity.0001,603731.2293550001,593233.591772,594630.526133,546573.34758,693303.71146
Qtr 1,January,2024,Discount.0003,Performance.0004,Profit.0000,Sales.0004,Quantity.0001,673696.2949608001,412089.7837547,603572.96076,536239.0405,519134.77770700003
Qtr 1,January,2025,Discount.0003,Performance.0004,Profit.0000,Sales.0004,Quantity.0001,620091.1239000001,620194.5930949999,687769.8068099999,527837.0483909999,561942.535513
Qtr 1,January,2021,Discount.0003,Performance.0004,Profit.0001,Sales.0000,Quantity.0000,780268.39809,516090.876725,506560.3793,599615.926333,609484.6464769999
Qtr 1,January,2022,Discount.0003,Performance.0004,Profit.0001,Sales.0000,Quantity.0000,503788.337603,623285.69155,618109.3134600001,583788.6974360001,561425.00954
Qtr 1,January,2023,Discount.0003,Performance.0004,Profit.0001,Sales.0000,Quantity.0000,594721.4430750001,660854.61224,614452.4627100001,627704.145138,635679.155237
Qtr 1,January,2024,Discount.0003,Performance.0004,Profit.0001,Sales.0000,Quantity.0000,476180.28736599995,584852.8880252,649989.575055,491301.05705899996,773745.8371
Qtr 1,January,2025,Discount.0003,Performance.0004,Profit.0001,Sales.0000,Quantity.0000,628122.31763,700134.2503210001,557930.1301765,737670.0325592,744103.5796299999
Qtr 1,January,2021,Discount.0003,Performance.0004,Profit.0001,Sales.0000,Quantity.0001,614189.56596,619689.846717,603083.866217,420972.556359,555334.5475170001
Qtr 1,January,2022,Discount.0003,Performance.0004,Profit.0001,Sales.0000,Quantity.0001,618565.67749,514096.17742100003,547640.503919,682305.3627129999,770261.081444
Qtr 1,January,2023,Discount.0003,Performance.0004,Profit.0001,Sales.0000,Quantity.0001,543569.028903,588626.742835,509478.92432,516312.2137323999,636575.76299
Qtr 1,January,2024,Discount.0003,Performance.0004,Profit.0001,Sales.0000,Quantity.0001,511021.00409,536398.5543209999,545345.667166,718635.8334589999,623746.621039
Qtr 1,January,2025,Discount.0003,Performance.0004,Profit.0001,Sales.0000,Quantity.0001,522338.9084090001,683957.8447900001,462709.83299400005,543580.1667299999,624286.21555
Qtr 1,January,2021,Discount.0003,Performance.0004,Profit.0001,Sales.0001,Quantity.0000,473968.755221,706271.708777,550331.855722,591077.0462499999,696250.6174100001
Qtr 1,January,2022,Discount.0003,Performance.0004,Profit.0001,Sales.0001,Quantity.0000,620179.2338899999,640963.6924602,826430.4403310001,465052.502811,720307.5587650001
Qtr 1,January,2023,Discount.0003,Performance.0004,Profit.0001,Sales.0001,Quantity.0000,492325.21981,505995.08398500003,737417.5158499999,522201.52545600006,572959.184162
Qtr 1,January,2024,Discount.0003,Performance.0004,Profit.0001,Sales.0001,Quantity.0000,612795.4011299999,595073.45502,541611.574787,683478.86109,621132.771783
Qtr 1,January,2025,Discount.0003,Performance.0004,Profit.0001,Sales.0001,Quantity.0000,487891.50330800004,722059.26294,613999.0591668001,521709.179595,498685.25254200003
Qtr 1,January,2021,Discount.0003,Performance.0004,Profit.0001,Sales.0001,Quantity.0001,736118.708833,728433.2306049999,418054.183336,599658.2423970001,543931.524551
Qtr 1,January,2022,Discount.0003,Performance.0004,Profit.0001,Sales.0001,Quantity.0001,616640.0736410001,575603.704601,503204.5116169999,587353.69615,543863.6427500001
Qtr 1,January,2023,Discount.0003,Performance.0004,Profit.0001,Sales.0001,Quantity.0001,626112.6931750001,601494.7444239999,441508.9849610001,489920.770961,488414.0670262
Qtr 1,January,2024,Discount.0003,Performance.0004,Profit.0001,Sales.0001,Quantity.0001,659030.924699,418503.37358,597090.5260600001,466979.84205000004,423327.11512100004
Qtr 1,January,2025,Discount.0003,Performance.0004,Profit.0001,Sales.0001,Quantity.0001,606964.408211,651950.994481,461853.6555908,515187.879131,567139.9386049999
Qtr 1,January,2021,Discount.0003,Performance.0004,Profit.0001,Sales.0002,Quantity.0000,617305.68957,546877.5910499999,562123.431714,426715.51136899996,639808.46143
Qtr 1,January,2022,Discount.0003,Performance.0004,Profit.0001,Sales.0002,Quantity.0000,558145.77281,442472.47583099996,664683.3249720001,744746.4209599999,583799.1013349999
Qtr 1,January,2023,Discount.0003,Performance.0004,Profit.0001,Sales.0002,Quantity.0000,563722.92012,589673.4216199999,455698.060244,547284.4375479999,561450.8192002
Qtr 1,January,2024,Discount.0003,Performance.0004,Profit.0001,Sales.0002,Quantity.0000,815948.9454600001,530941.16949,554490.687021,489901.539276,575323.8670900001
Qtr 1,January,2025,Discount.0003,Performance.0004,Profit.0001,Sales.0002,Quantity.0000,552727.558785,591903.0713354,776774.96201,693068.75176,542828.926813
Qtr 1,January,2021,Discount.0003,Performance.0004,Profit.0001,Sales.0002,Quantity.0001,558533.6203170001,776178.908731,547961.126992,585498.759137,737048.5904499999
Qtr 1,January,2022,Discount.0003,Performance.0004,Profit.0001,Sales.0002,Quantity.0001,440329.19903499994,592273.4554317001,588651.87687,548284.0002899999,534364.511005
Qtr 1,January,2023,Discount.0003,Performance.0004,Profit.0001,Sales.0002,Quantity.0001,472006.6966130001,709115.792222,487851.046383,626798.5765367999,675600.1373129999
Qtr 1,January,2024,Discount.0003,Performance.0004,Profit.0001,Sales.0002,Quantity.0001,615602.169326,564105.196812,731563.1931599999,471272.176349,677728.8678829999
Qtr 1,January,2025,Discount.0003,Performance.0004,Profit.0001,Sales.0002,Quantity.0001,619345.35651,485209.006586,746523.695663,779199.8288,565116.46206
Qtr 1,January,2021,Discount.0003,Performance.0004,Profit.0001,Sales.0003,Quantity.0000,416578.79717299994,420927.596672,423208.39692999993,575176.87019,620686.6982110001
Qtr 1,January,2022,Discount.0003,Performance.0004,Profit.0001,Sales.0003,Quantity.0000,683226.6825713002,589591.57513,625275.1215840001,768936.5310199999,757173.403971
Qtr 1,January,2023,Discount.0003,Performance.0004,Profit.0001,Sales.0003,Quantity.0000,741259.86371,561643.160015,604715.3689715001,560460.823575,627837.2499700001
Qtr 1,January,2024,Discount.0003,Performance.0004,Profit.0001,Sales.0003,Quantity.0000,434717.33519300004,632055.9791700001,379519.10399000003,464403.232769,589059.4674579999
Qtr 1,January,2025,Discount.0003,Performance.0004,Profit.0001,Sales.0003,Quantity.0000,571953.345139,502097.051529,598330.34525,659232.2729398999,590457.9077529999
Qtr 1,January,2021,Discount.0003,Performance.0004,Profit.0001,Sales.0003,Quantity.0001,660601.130823,541107.80071,598332.8355089999,707285.8779900001,488273.25664299994
Qtr 1,January,2022,Discount.0003,Performance.0004,Profit.0001,Sales.0003,Quantity.0001,582588.071541,719615.233299,583115.6259599999,654842.6143382,637114.3604310001
Qtr 1,January,2023,Discount.0003,Performance.0004,Profit.0001,Sales.0003,Quantity.0001,675484.15691,575971.7387000001,599306.320474,620148.3687389999,613949.478286
Qtr 1,January,2024,Discount.0003,Performance.0004,Profit.0001,Sales.0003,Quantity.0001,534882.987862,522119.44080499996,618944.5688900001,686447.67676,430194.046822
Qtr 1,January,2025,Discount.0003,Performance.0004,Profit.0001,Sales.0003,Quantity.0001,674532.74605,725349.9628599999,788497.8575019999,566172.4538999998,546623.2224270001
Qtr 1,January,2021,Discount.0003,Performance.0004,Profit.0001,Sales.0004,Quantity.0000,678037.12595,544560.038791,606943.2302270001,606272.6551179999,682690.9425618
Qtr 1,January,2022,Discount.0003,Performance.0004,Profit.0001,Sales.0004,Quantity.0000,561202.2214839999,630803.926236,649079.6667899999,709240.6119000001,505971.42872900004
Qtr 1,January,2023,Discount.0003,Performance.0004,Profit.0001,Sales.0004,Quantity.0000,590077.13613,722531.351079,549497.736454,428794.2116449999,644620.7086819999
Qtr 1,January,2024,Discount.0003,Performance.0004,Profit.0001,Sales.0004,Quantity.0000,677584.8928500001,505611.545605,575162.378088,631163.272116,688402.3092639999
Qtr 1,January,2025,Discount.0003,Performance.0004,Profit.0001,Sales.0004,Quantity.0000,642044.785949,648719.9557599999,750286.6746629998,774037.04734,540499.7223789999
Qtr 1,January,2021,Discount.0003,Performance.0004,Profit.0001,Sales.0004,Quantity.0001,452924.15497800004,549565.5610280001,392563.129474,392371.142701,404037.49314329994
Qtr 1,January,2022,Discount.0003,Performance.0004,Profit.0001,Sales.0004,Quantity.0001,629203.84832,505258.45816499996,661050.6994119999,484017.05357800005,433943.894462
Qtr 1,January,2023,Discount.0003,Performance.0004,Profit.0001,Sales.0004,Quantity.0001,666144.9626430001,561728.497952,444840.300134,505969.68210000003,866380.2895
Qtr 1,January,2024,Discount.0003,Performance.0004,Profit.0001,Sales.0004,Quantity.0001,654680.6042000001,715537.43852,625724.065805,500331.15885700006,736483.08501
Qtr 1,January,2025,Discount.0003,Performance.0004,Profit.0001,Sales.0004,Quantity.0001,605070.7269439999,477745.540884,548899.3175899999,732148.9573199999,684796.9595900001
Qtr 1,January,2021,Discount.0003,Performance.0004,Profit.0002,Sales.0000,Quantity.0000,658374.548318,454424.10257690004,604663.817805,675745.9328039999,555598.523723
Qtr 1,January,2022,Discount.0003,Performance.0004,Profit.0002,Sales.0000,Quantity.0000,574293.5760247,527854.468916,409170.24415999994,543777.9986379999,588285.809065
Qtr 1,January,2023,Discount.0003,Performance.0004,Profit.0002,Sales.0000,Quantity.0000,622409.8428,770328.63929,707026.1223670002,394706.363828,730164.8805300001
Qtr 1,January,2024,Discount.0003,Performance.0004,Profit.0002,Sales.0000,Quantity.0000,578092.4353850001,659139.29662,554895.07836,671388.17563,560120.187219
Qtr 1,January,2025,Discount.0003,Performance.0004,Profit.0002,Sales.0000,Quantity.0000,673047.085925,454714.5895488999,646647.35676,751448.849231,449528.50025000004
Qtr 1,January,2021,Discount.0003,Performance.0004,Profit.0002,Sales.0000,Quantity.0001,710805.1679029999,556688.089153,634831.0223519999,552602.456766,699833.663689
Qtr 1,January,2022,Discount.0003,Performance.0004,Profit.0002,Sales.0000,Quantity.0001,559999.799401,582350.5757400001,555844.7134669999,670370.4986419998,451651.088867
Qtr 1,January,2023,Discount.0003,Performance.0004,Profit.0002,Sales.0000,Quantity.0001,606797.3595700001,613310.989986,703497.0223,554022.3431879999,540234.906014
Qtr 1,January,2024,Discount.0003,Performance.0004,Profit.0002,Sales.0000,Quantity.0001,570433.90114,605983.0403093,498289.63722469995,509231.58382999996,592446.682584
Qtr 1,January,2025,Discount.0003,Performance.0004,Profit.0002,Sales.0000,Quantity.0001,550376.4635989999,735226.7528599999,692442.2719999999,548943.633172,475975.619239
Qtr 1,January,2021,Discount.0003,Performance.0004,Profit.0002,Sales.0001,Quantity.0000,620480.255484,543186.379878,566870.508636,700765.211744,729593.62012
Qtr 1,January,2022,Discount.0003,Performance.0004,Profit.0002,Sales.0001,Quantity.0000,637029.581978,579510.54483,538950.343776,672982.6928709999,450433.028041
Qtr 1,January,2023,Discount.0003,Performance.0004,Profit.0002,Sales.0001,Quantity.0000,625828.5440959999,598589.89909,584861.545748,774471.1459759999,502963.93023600004
Qtr 1,January,2024,Discount.0003,Performance.0004,Profit.0002,Sales.0001,Quantity.0000,676507.1714570001,595830.23,666125.59656,757031.60672,462083.857965
Qtr 1,January,2025,Discount.0003,Performance.0004,Profit.0002,Sales.0001,Quantity.0000,464471.15468800004,612935.338597,676104.559987,545845.4691209999,612164.878638
Qtr 1,January,2021,Discount.0003,Performance.0004,Profit.0002,Sales.0001,Quantity.0001,589519.33796,526884.747846,665417.18043,632356.2404132,554287.2507229999
Qtr 1,January,2022,Discount.0003,Performance.0004,Profit.0002,Sales.0001,Quantity.0001,593405.77672,595819.66484,800589.0637299999,781838.26431,720331.5646990001
Qtr 1,January,2023,Discount.0003,Performance.0004,Profit.0002,Sales.0001,Quantity.0001,858163.57173,728285.704639,691115.6544305999,650073.86759,784935.4591399999
Qtr 1,January,2024,Discount.0003,Performance.0004,Profit.0002,Sales.0001,Quantity.0001,719063.23429,710501.576188,525926.2409524,574227.5957,746049.7211
Qtr 1,January,2025,Discount.0003,Performance.0004,Profit.0002,Sales.0001,Quantity.0001,584398.7207714999,627485.361449,640865.703034,454743.864661,587044.605398
Qtr 1,January,2021,Discount.0003,Performance.0004,Profit.0002,Sales.0002,Quantity.0000,458770.451587,616427.202116,596857.203107,717820.82089,616339.446115
Qtr 1,January,2022,Discount.0003,Performance.0004,Profit.0002,Sales.0002,Quantity.0000,717803.0571799999,736376.7607940002,698927.7404499999,663520.1336589999,470524.27267100004
Qtr 1,January,2023,Discount.0003,Performance.0004,Profit.0002,Sales.0002,Quantity.0000,603815.570498,675528.212907,637605.2495009999,645690.8019900001,626519.3280039999
Qtr 1,January,2024,Discount.0003,Performance.0004,Profit.0002,Sales.0002,Quantity.0000,725857.2269928,574404.647442,590001.908804,512043.9657659,762921.08592
Qtr 1,January,2025,Discount.0003,Performance.0004,Profit.0002,Sales.0002,Quantity.0000,547922.5637930001,680486.1767280002,567883.693678,624500.73167,683513.9035980001
Qtr 1,January,2021,Discount.0003,Performance.0004,Profit.0002,Sales.0002,Quantity.0001,675035.676309,574841.5752824,725052.3740439999,655583.632308,453604.24108300003
Qtr 1,January,2022,Discount.0003,Performance.0004,Profit.0002,Sales.0002,Quantity.0001,548172.202994,575371.223158,538645.270144,529196.384894,638474.7706500001
Qtr 1,January,2023,Discount.0003,Performance.0004,Profit.0002,Sales.0002,Quantity.0001,451642.7101680001,737302.738956,685450.6683109999,725141.3254679999,637155.2470330001
Qtr 1,January,2024,Discount.0003,Performance.0004,Profit.0002,Sales.0002,Quantity.0001,595395.803219,423445.587597,677450.1755299999,634049.20711,585299.275316
Qtr 1,January,2025,Discount.0003,Performance.0004,Profit.0002,Sales.0002,Quantity.0001,506440.0291956,757385.7430600001,730308.508694,569326.5638682,600284.266095
Qtr 1,January,2021,Discount.0003,Performance.0004,Profit.0002,Sales.0003,Quantity.0000,816290.4439000001,701982.089499,613542.5742670001,629618.8759900001,588962.581991
Qtr 1,January,2022,Discount.0003,Performance.0004,Profit.0002,Sales.0003,Quantity.0000,734090.9389000002,710820.683858,532169.233127,674247.4060189999,562187.924217
Qtr 1,January,2023,Discount.0003,Performance.0004,Profit.0002,Sales.0003,Quantity.0000,440927.4839740001,677321.3530665999,591819.542224,612716.8884956,616623.455201
Qtr 1,January,2024,Discount.0003,Performance.0004,Profit.0002,Sales.0003,Quantity.0000,644234.8772013,764372.8716403,561604.177334,747793.43156,606502.3576490001
Qtr 1,January,2025,Discount.0003,Performance.0004,Profit.0002,Sales.0003,Quantity.0000,642175.1452449999,609603.7434960001,661204.3462139,507429.8051676,498351.84095099993
Qtr 1,January,2021,Discount.0003,Performance.0004,Profit.0002,Sales.0003,Quantity.0001,653926.5239372001,529125.2517039999,532427.189602,653232.942162,823622.84459
Qtr 1,January,2022,Discount.0003,Performance.0004,Profit.0002,Sales.0003,Quantity.0001,703714.5774160001,636142.981117,526843.768356,585137.1582000001,606451.92933
Qtr 1,January,2023,Discount.0003,Performance.0004,Profit.0002,Sales.0003,Quantity.0001,568931.6943479999,483943.71876500006,810899.40417,607273.785097,543265.978064
Qtr 1,January,2024,Discount.0003,Performance.0004,Profit.0002,Sales.0003,Quantity.0001,708258.600307,767440.587453,663797.15273,554993.06692,601319.7125020002
Qtr 1,January,2025,Discount.0003,Performance.0004,Profit.0002,Sales.0003,Quantity.0001,692439.9192049999,427086.803675,493945.46581260004,716381.1903579999,635354.73779
Qtr 1,January,2021,Discount.0003,Performance.0004,Profit.0002,Sales.0004,Quantity.0000,427663.0841893999,638221.4364260001,772414.520261,847124.17095,545913.3993190001
Qtr 1,January,2022,Discount.0003,Performance.0004,Profit.0002,Sales.0004,Quantity.0000,427508.45995299995,564859.6413779999,535467.199092,719532.8454999999,478676.441756
Qtr 1,January,2023,Discount.0003,Performance.0004,Profit.0002,Sales.0004,Quantity.0000,581232.509417,709032.89211,607084.568539,606462.398215,570456.8411719999
Qtr 1,January,2024,Discount.0003,Performance.0004,Profit.0002,Sales.0004,Quantity.0000,383981.2612940001,560178.030938,645827.055681,705057.44847,636430.3801114
Qtr 1,January,2025,Discount.0003,Performance.0004,Profit.0002,Sales.0004,Quantity.0000,533347.3140509999,576890.4831287999,800994.9303499998,770708.033739,625841.81141
Qtr 1,January,2021,Discount.0003,Performance.0004,Profit.0002,Sales.0004,Quantity.0001,708199.9775729999,738669.950259,513322.59729700006,658898.256682,481203.5306447
Qtr 1,January,2022,Discount.0003,Performance.0004,Profit.0002,Sales.0004,Quantity.0001,460624.6509090001,560341.995062,516144.527442,568247.5953389999,531558.385356
Qtr 1,January,2023,Discount.0003,Performance.0004,Profit.0002,Sales.0004,Quantity.0001,478620.71533499996,482808.42395699996,705668.3396300001,615839.248719,560206.6590665
Qtr 1,January,2024,Discount.0003,Performance.0004,Profit.0002,Sales.0004,Quantity.0001,670997.378072,614055.2697589999,629006.0333594,522626.281071,544707.84535
Qtr 1,January,2025,Discount.0003,Performance.0004,Profit.0002,Sales.0004,Quantity.0001,684882.17277,508477.7172679999,584610.259524,572172.7789098,607919.5168570002
Qtr 1,January,2021,Discount.0003,Performance.0004,Profit.0003,Sales.0000,Quantity.0000,683546.747634,710047.7329200001,860419.49023,503785.84674999997,661044.6868880001
Qtr 1,January,2022,Discount.0003,Performance.0004,Profit.0003,Sales.0000,Quantity.0000,655259.412553,759268.8852,577388.0785729999,583976.437442,547937.5772849999
Qtr 1,January,2023,Discount.0003,Performance.0004,Profit.0003,Sales.0000,Quantity.0000,565039.2651,541802.7479712999,562403.678168,445651.31312500004,542555.741615
Qtr 1,January,2024,Discount.0003,Performance.0004,Profit.0003,Sales.0000,Quantity.0000,709391.92044,349803.885136,796274.3380699999,716613.9422790001,714331.5939470001
Qtr 1,January,2025,Discount.0003,Performance.0004,Profit.0003,Sales.0000,Quantity.0000,645181.3194060001,370404.118089,560673.0418000001,717759.6329,468331.374982
Qtr 1,January,2021,Discount.0003,Performance.0004,Profit.0003,Sales.0000,Quantity.0001,633424.8486380001,528830.8333911999,595556.266641,519611.685842,539791.9941860001
Qtr 1,January,2022,Discount.0003,Performance.0004,Profit.0003,Sales.0000,Quantity.0001,776574.0423370001,699122.9177629999,664693.54037,445131.141144,511950.382818
Qtr 1,January,2023,Discount.0003,Performance.0004,Profit.0003,Sales.0000,Quantity.0001,410582.621865,715468.65853,604164.7111290001,610282.5456670001,631906.7551899999
Qtr 1,January,2024,Discount.0003,Performance.0004,Profit.0003,Sales.0000,Quantity.0001,567209.6276400001,681639.714675,602300.4611680001,697501.2984099999,393550.704024
Qtr 1,January,2025,Discount.0003,Performance.0004,Profit.0003,Sales.0000,Quantity.0001,550241.42897,489140.73782000004,705250.4651,623236.382964,490026.73840400006
Qtr 1,January,2021,Discount.0003,Performance.0004,Profit.0003,Sales.0001,Quantity.0000,675279.0241479999,362362.13485599996,677879.7313100001,524044.36373610003,723359.668251
Qtr 1,January,2022,Discount.0003,Performance.0004,Profit.0003,Sales.0001,Quantity.0000,627457.8390500001,603590.351047,415048.619635,520297.7555779999,543184.461882
Qtr 1,January,2023,Discount.0003,Performance.0004,Profit.0003,Sales.0001,Quantity.0000,388138.452911,595840.0384650001,750979.0181669999,685918.90974,497892.41531849996
Qtr 1,January,2024,Discount.0003,Performance.0004,Profit.0003,Sales.0001,Quantity.0000,662485.918595,581200.263373,652432.6614399999,676375.4444510001,535293.71337
Qtr 1,January,2025,Discount.0003,Performance.0004,Profit.0003,Sales.0001,Quantity.0000,578169.8078970001,714100.5471099999,540666.11675,563685.6362171,463732.534036
Qtr 1,January,2021,Discount.0003,Performance.0004,Profit.0003,Sales.0001,Quantity.0001,553784.9756540001,475339.69997699995,598770.273497,538602.40159,712400.5173999999
Qtr 1,January,2022,Discount.0003,Performance.0004,Profit.0003,Sales.0001,Quantity.0001,640064.0789649999,450933.1947059999,540817.9419231,546753.252607,561613.07182
Qtr 1,January,2023,Discount.0003,Performance.0004,Profit.0003,Sales.0001,Quantity.0001,466271.580749,460653.48065999994,528844.97055,586452.74722,573596.3455786
Qtr 1,January,2024,Discount.0003,Performance.0004,Profit.0003,Sales.0001,Quantity.0001,681234.6126905999,567155.836465,516734.1961920001,704689.619576,652395.617192
Qtr 1,January,2025,Discount.0003,Performance.0004,Profit.0003,Sales.0001,Quantity.0001,549724.982701,729465.0986099999,615514.103937,687197.900786,687782.5563599999
Qtr 1,January,2021,Discount.0003,Performance.0004,Profit.0003,Sales.0002,Quantity.0000,477445.4306010001,536668.955021,425090.766505,505663.88678999996,524124.0699053
Qtr 1,January,2022,Discount.0003,Performance.0004,Profit.0003,Sales.0002,Quantity.0000,670406.81496,848824.4229199999,451458.70274800004,628473.15075,653286.5403103
Qtr 1,January,2023,Discount.0003,Performance.0004,Profit.0003,Sales.0002,Quantity.0000,493176.61772000004,523204.737286,781968.5427299999,517592.19678999996,482739.200249
Qtr 1,January,2024,Discount.0003,Performance.0004,Profit.0003,Sales.0002,Quantity.0000,641223.2731759999,643893.802753,640203.3896965999,490157.32182400004,651763.71725
Qtr 1,January,2025,Discount.0003,Performance.0004,Profit.0003,Sales.0002,Quantity.0000,563402.292678,788920.2907799999,595077.9697589,665905.682055,645336.325252
Qtr 1,January,2021,Discount.0003,Performance.0004,Profit.0003,Sales.0002,Quantity.0001,593755.172757,585453.502617,396553.46978600003,566518.8558121,644299.8519840001
Qtr 1,January,2022,Discount.0003,Performance.0004,Profit.0003,Sales.0002,Quantity.0001,697692.754043,578646.931281,690252.6918789999,773760.86115,548251.279427
Qtr 1,January,2023,Discount.0003,Performance.0004,Profit.0003,Sales.0002,Quantity.0001,723198.061753,531932.850637,608246.855801,438211.804919,641409.504822
Qtr 1,January,2024,Discount.0003,Performance.0004,Profit.0003,Sales.0002,Quantity.0001,579806.826791,659737.64724,720824.80195,655587.0991000001,646779.75531
Qtr 1,January,2025,Discount.0003,Performance.0004,Profit.0003,Sales.0002,Quantity.0001,555843.2545249999,584473.219256,532219.952826,523921.2313803999,623449.5832580001
Qtr 1,January,2021,Discount.0003,Performance.0004,Profit.0003,Sales.0003,Quantity.0000,536157.100484,709876.8413699999,661239.594115,599373.796077,487145.31716000004
Qtr 1,January,2022,Discount.0003,Performance.0004,Profit.0003,Sales.0003,Quantity.0000,500740.523592,651949.708802,714969.0970259999,554315.8244070001,476454.82851099997
Qtr 1,January,2023,Discount.0003,Performance.0004,Profit.0003,Sales.0003,Quantity.0000,374771.3741364,619814.142542,595326.5879504,458290.032269,635230.476676
Qtr 1,January,2024,Discount.0003,Performance.0004,Profit.0003,Sales.0003,Quantity.0000,674001.7824524001,618712.704858,707493.09256,586385.90714,473695.826191
Qtr 1,January,2025,Discount.0003,Performance.0004,Profit.0003,Sales.0003,Quantity.0000,574661.5297889999,564319.0725600001,550975.7413240001,613371.561926,557030.842842
Qtr 1,January,2021,Discount.0003,Performance.0004,Profit.0003,Sales.0003,Quantity.0001,559128.870706,622159.738921,552564.9651680001,541968.10333,736202.1653600001
Qtr 1,January,2022,Discount.0003,Performance.0004,Profit.0003,Sales.0003,Quantity.0001,651907.517617,703169.7696159999,650910.7661100001,590600.3905699999,732721.9919299999
Qtr 1,January,2023,Discount.0003,Performance.0004,Profit.0003,Sales.0003,Quantity.0001,646828.942727,532046.66907,467680.4317840001,493206.15816199995,546097.403099
Qtr 1,January,2024,Discount.0003,Performance.0004,Profit.0003,Sales.0003,Quantity.0001,512468.5029239999,409306.3796791,733044.1738149999,462786.7109215,538682.070291
Qtr 1,January,2025,Discount.0003,Performance.0004,Profit.0003,Sales.0003,Quantity.0001,525969.3544472,670275.2181790001,609133.40768,747234.93628,592332.3714439999
Qtr 1,January,2021,Discount.0003,Performance.0004,Profit.0003,Sales.0004,Quantity.0000,631144.0071630001,566828.247298,456410.783628,701000.9598840001,573867.5309377
Qtr 1,January,2022,Discount.0003,Performance.0004,Profit.0003,Sales.0004,Quantity.0000,521146.310629,535087.924353,715826.5870549999,613944.253655,525868.797077
Qtr 1,January,2023,Discount.0003,Performance.0004,Profit.0003,Sales.0004,Quantity.0000,650208.20681,599680.96201,433487.27133399993,479778.413173,725635.10239
Qtr 1,January,2024,Discount.0003,Performance.0004,Profit.0003,Sales.0004,Quantity.0000,539210.968475,649906.8910889999,580438.0328700001,559594.818652,639252.626589
Qtr 1,January,2025,Discount.0003,Performance.0004,Profit.0003,Sales.0004,Quantity.0000,763019.9279799999,490790.17166389996,444639.05259999994,514481.9262299999,866040.5164000001
