Category,Sub-Category,Segment,Month,Value Column Name,Value
"Office Supplies","Appliances","Consumer","October","Sum of Sales - Sum of Profit","2825.5429000000004"
"Office Supplies","Appliances","Consumer","October","(Sum of Sales - Sum of Profit)%","2.9775118284616737"
"Office Supplies","Appliances","Consumer","November","Sum of Profit","1781.5615999999998"
"Office Supplies","Appliances","Consumer","November","Sum of Sales","7519.6579999999985"
"Office Supplies","Appliances","Consumer","November","Sum of Sales - Sum of Profit","5738.0963999999985"
"Office Supplies","Appliances","Consumer","November","(Sum of Sales - Sum of Profit)%","3.220824023149129"
"Office Supplies","Appliances","Consumer","December","Sum of Profit","1161.021400000001"
"Office Supplies","Appliances","Consumer","December","Sum of Sales","9462.651"
"Office Supplies","Appliances","Consumer","December","Sum of Sales - Sum of Profit","8301.629599999998"
"Office Supplies","Appliances","Consumer","December","(Sum of Sales - Sum of Profit)%","7.150281295417975"
"Office Supplies","Appliances","Corporate","January","Sum of Profit","13.210000000000004"
"Office Supplies","Appliances","Corporate","January","Sum of Sales","90.724"
"Office Supplies","Appliances","Corporate","January","Sum of Sales - Sum of Profit","77.514"
"Office Supplies","Appliances","Corporate","January","(Sum of Sales - Sum of Profit)%","5.867827403482207"
"Office Supplies","Appliances","Corporate","February","Sum of Profit","618.0873999999998"
"Office Supplies","Appliances","Corporate","February","Sum of Sales","3060.5839999999994"
"Office Supplies","Appliances","Corporate","February","Sum of Sales - Sum of Profit","2442.4965999999995"
"Office Supplies","Appliances","Corporate","February","(Sum of Sales - Sum of Profit)%","3.951701005391795"
"Office Supplies","Appliances","Corporate","March","Sum of Profit","268.59030000000007"
"Office Supplies","Appliances","Corporate","March","Sum of Sales","2318.502"
"Office Supplies","Appliances","Corporate","March","Sum of Sales - Sum of Profit","2049.9116999999997"
"Office Supplies","Appliances","Corporate","March","(Sum of Sales - Sum of Profit)%","7.63211366903421"
"Office Supplies","Appliances","Corporate","April","Sum of Profit","-75.51490000000001"
"Office Supplies","Appliances","Corporate","April","Sum of Sales","320.08"
"Office Supplies","Appliances","Corporate","April","Sum of Sales - Sum of Profit","395.5949"
"Office Supplies","Appliances","Corporate","April","(Sum of Sales - Sum of Profit)%","5.238633700104217"
"Office Supplies","Appliances","Corporate","May","Sum of Profit","250.36539999999988"
"Office Supplies","Appliances","Corporate","May","Sum of Sales","1282.4239999999998"
"Office Supplies","Appliances","Corporate","May","Sum of Sales - Sum of Profit","1032.0585999999998"
"Office Supplies","Appliances","Corporate","May","(Sum of Sales - Sum of Profit)%","4.122209378771988"
"Office Supplies","Appliances","Corporate","June","Sum of Profit","936.9613999999999"
"Office Supplies","Appliances","Corporate","June","Sum of Sales","3236.9039999999995"
"Office Supplies","Appliances","Corporate","June","Sum of Sales - Sum of Profit","2299.9425999999994"
"Office Supplies","Appliances","Corporate","June","(Sum of Sales - Sum of Profit)%","2.454682338034416"
"Office Supplies","Appliances","Corporate","July","Sum of Profit","461.34749999999974"
"Office Supplies","Appliances","Corporate","July","Sum of Sales","2997.0660000000003"
"Office Supplies","Appliances","Corporate","July","Sum of Sales - Sum of Profit","2535.7185000000004"
"Office Supplies","Appliances","Corporate","July","(Sum of Sales - Sum of Profit)%","5.496330856892043"
"Office Supplies","Appliances","Corporate","August","Sum of Profit","1225.8011000000001"
"Office Supplies","Appliances","Corporate","August","Sum of Sales","4604.22"
"Office Supplies","Appliances","Corporate","August","Sum of Sales - Sum of Profit","3378.4189"
"Office Supplies","Appliances","Corporate","August","(Sum of Sales - Sum of Profit)%","2.7560906088271575"
"Office Supplies","Appliances","Corporate","September","Sum of Profit","490.09119999999984"
"Office Supplies","Appliances","Corporate","September","Sum of Sales","4601.184000000001"
"Office Supplies","Appliances","Corporate","September","Sum of Sales - Sum of Profit","4111.092800000001"
"Office Supplies","Appliances","Corporate","September","(Sum of Sales - Sum of Profit)%","8.38842403209852"
"Office Supplies","Appliances","Corporate","October","Sum of Profit","-18.734000000000037"
"Office Supplies","Appliances","Corporate","October","Sum of Sales","448.80100000000004"
"Office Supplies","Appliances","Corporate","October","Sum of Sales - Sum of Profit","467.5350000000001"
"Office Supplies","Appliances","Corporate","October","(Sum of Sales - Sum of Profit)%","24.95649621009924"
"Office Supplies","Appliances","Corporate","November","Sum of Profit","1845.6546999999998"
"Office Supplies","Appliances","Corporate","November","Sum of Sales","8277.536"
"Office Supplies","Appliances","Corporate","November","Sum of Sales - Sum of Profit","6431.8813"
"Office Supplies","Appliances","Corporate","November","(Sum of Sales - Sum of Profit)%","3.4848779135122085"
"Office Supplies","Appliances","Corporate","December","Sum of Profit","1414.0350999999994"
"Office Supplies","Appliances","Corporate","December","Sum of Sales","5350.658000000001"
"Office Supplies","Appliances","Corporate","December","Sum of Sales - Sum of Profit","3936.622900000002"
"Office Supplies","Appliances","Corporate","December","(Sum of Sales - Sum of Profit)%","2.783964061429595"
"Office Supplies","Appliances","Home Office","January","Sum of Profit","23.587200000000003"
"Office Supplies","Appliances","Home Office","January","Sum of Sales","87.36"
"Office Supplies","Appliances","Home Office","January","Sum of Sales - Sum of Profit","63.7728"
"Office Supplies","Appliances","Home Office","January","(Sum of Sales - Sum of Profit)%","2.7037037037037033"
"Office Supplies","Appliances","Home Office","February","Sum of Profit","169.53660000000005"
"Office Supplies","Appliances","Home Office","February","Sum of Sales","612.23"
"Office Supplies","Appliances","Home Office","February","Sum of Sales - Sum of Profit","442.6934"
"Office Supplies","Appliances","Home Office","February","(Sum of Sales - Sum of Profit)%","2.611196638365992"
"Office Supplies","Appliances","Home Office","March","Sum of Profit","62.65559999999999"
"Office Supplies","Appliances","Home Office","March","Sum of Sales","318.24"
"Office Supplies","Appliances","Home Office","March","Sum of Sales - Sum of Profit","255.58440000000002"
"Office Supplies","Appliances","Home Office","March","(Sum of Sales - Sum of Profit)%","4.079194836534963"
"Office Supplies","Appliances","Home Office","April","Sum of Profit","201.26609999999994"
"Office Supplies","Appliances","Home Office","April","Sum of Sales","867.0459999999999"
"Office Supplies","Appliances","Home Office","April","Sum of Sales - Sum of Profit","665.7799"
"Office Supplies","Appliances","Home Office","April","(Sum of Sales - Sum of Profit)%","3.3079584689125507"
"Office Supplies","Appliances","Home Office","May","Sum of Profit","445.52459999999985"
"Office Supplies","Appliances","Home Office","May","Sum of Sales","2293.43"
"Office Supplies","Appliances","Home Office","May","Sum of Sales - Sum of Profit","1847.9054"
"Office Supplies","Appliances","Home Office","May","(Sum of Sales - Sum of Profit)%","4.147706770849467"
"Office Supplies","Appliances","Home Office","June","Sum of Profit","368.6896999999999"
"Office Supplies","Appliances","Home Office","June","Sum of Sales","2015.33"
"Office Supplies","Appliances","Home Office","June","Sum of Sales - Sum of Profit","1646.6403"
"Office Supplies","Appliances","Home Office","June","(Sum of Sales - Sum of Profit)%","4.4661955568598755"
"Office Supplies","Appliances","Home Office","July","Sum of Profit","31.736399999999996"
"Office Supplies","Appliances","Home Office","July","Sum of Sales","108.41999999999999"
"Office Supplies","Appliances","Home Office","July","Sum of Sales - Sum of Profit","76.68359999999998"
"Office Supplies","Appliances","Home Office","July","(Sum of Sales - Sum of Profit)%","2.41626649525466"
"Office Supplies","Appliances","Home Office","August","Sum of Profit","146.8207999999999"
"Office Supplies","Appliances","Home Office","August","Sum of Sales","1103.1270000000002"
"Office Supplies","Appliances","Home Office","August","Sum of Sales - Sum of Profit","956.3062000000002"
"Office Supplies","Appliances","Home Office","August","(Sum of Sales - Sum of Profit)%","6.513424528404701"
"Office Supplies","Appliances","Home Office","September","Sum of Profit","67.05839999999998"
"Office Supplies","Appliances","Home Office","September","Sum of Sales","988.3559999999999"
"Office Supplies","Appliances","Home Office","September","Sum of Sales - Sum of Profit","921.2975999999999"
"Office Supplies","Appliances","Home Office","September","(Sum of Sales - Sum of Profit)%","13.73873519201174"
"Office Supplies","Appliances","Home Office","October","Sum of Profit","1368.2266"
"Office Supplies","Appliances","Home Office","October","Sum of Sales","4928.2919999999995"
"Office Supplies","Appliances","Home Office","October","Sum of Sales - Sum of Profit","3560.0653999999995"
"Office Supplies","Appliances","Home Office","October","(Sum of Sales - Sum of Profit)%","2.6019559917925874"
"Office Supplies","Appliances","Home Office","November","Sum of Profit","375.7823999999997"
"Office Supplies","Appliances","Home Office","November","Sum of Sales","3172.7380000000003"
"Office Supplies","Appliances","Home Office","November","Sum of Sales - Sum of Profit","2796.9556000000007"
"Office Supplies","Appliances","Home Office","November","(Sum of Sales - Sum of Profit)%","7.443019151508966"
"Office Supplies","Appliances","Home Office","December","Sum of Profit","465.2975999999999"
"Office Supplies","Appliances","Home Office","December","Sum of Sales","1629.328"
"Office Supplies","Appliances","Home Office","December","Sum of Sales - Sum of Profit","1164.0304"
"Office Supplies","Appliances","Home Office","December","(Sum of Sales - Sum of Profit)%","2.501690101130976"
"Office Supplies","Art","Consumer","January","Sum of Profit","89.54809999999999"
"Office Supplies","Art","Consumer","January","Sum of Sales","373.94999999999993"
"Office Supplies","Art","Consumer","January","Sum of Sales - Sum of Profit","284.40189999999996"
"Office Supplies","Art","Consumer","January","(Sum of Sales - Sum of Profit)%","3.1759679993210352"
"Office Supplies","Art","Consumer","February","Sum of Profit","179.04989999999995"
"Office Supplies","Art","Consumer","February","Sum of Sales","822.0020000000001"
"Office Supplies","Art","Consumer","February","Sum of Sales - Sum of Profit","642.9521000000001"
"Office Supplies","Art","Consumer","February","(Sum of Sales - Sum of Profit)%","3.5909101317565675"
"Office Supplies","Art","Consumer","March","Sum of Profit","194.22059999999993"
"Office Supplies","Art","Consumer","March","Sum of Sales","836.0640000000002"
"Office Supplies","Art","Consumer","March","Sum of Sales - Sum of Profit","641.8434000000002"
"Office Supplies","Art","Consumer","March","(Sum of Sales - Sum of Profit)%","3.304713300236949"
"Office Supplies","Art","Consumer","April","Sum of Profit","437.03499999999997"
"Office Supplies","Art","Consumer","April","Sum of Sales","1629.804"
"Office Supplies","Art","Consumer","April","Sum of Sales - Sum of Profit","1192.7690000000002"
"Office Supplies","Art","Consumer","April","(Sum of Sales - Sum of Profit)%","2.729229924376767"
"Office Supplies","Art","Consumer","May","Sum of Profit","271.8169999999999"
"Office Supplies","Art","Consumer","May","Sum of Sales","1155.708"
"Office Supplies","Art","Consumer","May","Sum of Sales - Sum of Profit","883.8910000000002"
"Office Supplies","Art","Consumer","May","(Sum of Sales - Sum of Profit)%","3.2517870479035547"
"Office Supplies","Art","Consumer","June","Sum of Profit","212.9715"
"Office Supplies","Art","Consumer","June","Sum of Sales","806.9499999999999"
"Office Supplies","Art","Consumer","June","Sum of Sales - Sum of Profit","593.9784999999999"
"Office Supplies","Art","Consumer","June","(Sum of Sales - Sum of Profit)%","2.789004632075183"
"Office Supplies","Art","Consumer","July","Sum of Profit","307.6723999999999"
"Office Supplies","Art","Consumer","July","Sum of Sales","1278.0780000000002"
"Office Supplies","Art","Consumer","July","Sum of Sales - Sum of Profit","970.4056000000003"
"Office Supplies","Art","Consumer","July","(Sum of Sales - Sum of Profit)%","3.1540222652405627"
"Office Supplies","Art","Consumer","August","Sum of Profit","134.7278"
"Office Supplies","Art","Consumer","August","Sum of Sales","571.1899999999999"
"Office Supplies","Art","Consumer","August","Sum of Sales - Sum of Profit","436.46219999999994"
"Office Supplies","Art","Consumer","August","(Sum of Sales - Sum of Profit)%","3.239585297169552"
"Office Supplies","Art","Consumer","September","Sum of Profit","535.4179"
"Office Supplies","Art","Consumer","September","Sum of Sales","2120.584"
"Office Supplies","Art","Consumer","September","Sum of Sales - Sum of Profit","1585.1661"
"Office Supplies","Art","Consumer","September","(Sum of Sales - Sum of Profit)%","2.960614689945928"
"Office Supplies","Art","Consumer","October","Sum of Profit","216.37490000000003"
"Office Supplies","Art","Consumer","October","Sum of Sales","939.0820000000001"
"Office Supplies","Art","Consumer","October","Sum of Sales - Sum of Profit","722.7071000000001"
"Office Supplies","Art","Consumer","October","(Sum of Sales - Sum of Profit)%","3.3400690190960227"
"Office Supplies","Art","Consumer","November","Sum of Profit","540.0055999999997"
"Office Supplies","Art","Consumer","November","Sum of Sales","2278.1280000000006"
"Office Supplies","Art","Consumer","November","Sum of Sales - Sum of Profit","1738.1224000000009"
"Office Supplies","Art","Consumer","November","(Sum of Sales - Sum of Profit)%","3.218711805951645"
"Office Supplies","Art","Consumer","December","Sum of Profit","335.46040000000005"
"Office Supplies","Art","Consumer","December","Sum of Sales","1440.3899999999996"
"Office Supplies","Art","Consumer","December","Sum of Sales - Sum of Profit","1104.9295999999995"
"Office Supplies","Art","Consumer","December","(Sum of Sales - Sum of Profit)%","3.2937705911040442"
"Office Supplies","Art","Corporate","January","Sum of Profit","113.98620000000001"
"Office Supplies","Art","Corporate","January","Sum of Sales","439.62"
"Office Supplies","Art","Corporate","January","Sum of Sales - Sum of Profit","325.6338"
"Office Supplies","Art","Corporate","January","(Sum of Sales - Sum of Profit)%","2.856782663164488"
"Office Supplies","Art","Corporate","February","Sum of Profit","3.735599999999998"
"Office Supplies","Art","Corporate","February","Sum of Sales","21.312"
"Office Supplies","Art","Corporate","February","Sum of Sales - Sum of Profit","17.576400000000003"
"Office Supplies","Art","Corporate","February","(Sum of Sales - Sum of Profit)%","4.705107613234825"
"Office Supplies","Art","Corporate","March","Sum of Profit","83.21599999999998"
"Office Supplies","Art","Corporate","March","Sum of Sales","315.04999999999995"
"Office Supplies","Art","Corporate","March","Sum of Sales - Sum of Profit","231.83399999999997"
"Office Supplies","Art","Corporate","March","(Sum of Sales - Sum of Profit)%","2.785930590271102"
"Office Supplies","Art","Corporate","April","Sum of Profit","111.06809999999999"
"Office Supplies","Art","Corporate","April","Sum of Sales","473.758"
"Office Supplies","Art","Corporate","April","Sum of Sales - Sum of Profit","362.68989999999997"
"Office Supplies","Art","Corporate","April","(Sum of Sales - Sum of Profit)%","3.265473164662041"
"Office Supplies","Art","Corporate","May","Sum of Profit","97.82389999999998"
"Office Supplies","Art","Corporate","May","Sum of Sales","480.856"
"Office Supplies","Art","Corporate","May","Sum of Sales - Sum of Profit","383.0321"
"Office Supplies","Art","Corporate","May","(Sum of Sales - Sum of Profit)%","3.9155267782208654"
"Office Supplies","Art","Corporate","June","Sum of Profit","204.99109999999996"
"Office Supplies","Art","Corporate","June","Sum of Sales","743.1079999999998"
"Office Supplies","Art","Corporate","June","Sum of Sales - Sum of Profit","538.1168999999999"
"Office Supplies","Art","Corporate","June","(Sum of Sales - Sum of Profit)%","2.6250744544519247"
"Office Supplies","Art","Corporate","July","Sum of Profit","148.80190000000002"
"Office Supplies","Art","Corporate","July","Sum of Sales","642.1480000000001"
"Office Supplies","Art","Corporate","July","Sum of Sales - Sum of Profit","493.3461000000001"
"Office Supplies","Art","Corporate","July","(Sum of Sales - Sum of Profit)%","3.3154556494238316"
"Office Supplies","Art","Corporate","August","Sum of Profit","200.62300000000002"
"Office Supplies","Art","Corporate","August","Sum of Sales","714.6739999999999"
"Office Supplies","Art","Corporate","August","Sum of Sales - Sum of Profit","514.0509999999998"
"Office Supplies","Art","Corporate","August","(Sum of Sales - Sum of Profit)%","2.5622735179914553"
"Office Supplies","Art","Corporate","September","Sum of Profit","247.15379999999996"
"Office Supplies","Art","Corporate","September","Sum of Sales","1024.5939999999998"
"Office Supplies","Art","Corporate","September","Sum of Sales - Sum of Profit","777.4401999999999"
"Office Supplies","Art","Corporate","September","(Sum of Sales - Sum of Profit)%","3.1455725139568966"
"Office Supplies","Art","Corporate","October","Sum of Profit","191.67420000000004"
"Office Supplies","Art","Corporate","October","Sum of Sales","635.9039999999999"
"Office Supplies","Art","Corporate","October","Sum of Sales - Sum of Profit","444.22979999999984"
"Office Supplies","Art","Corporate","October","(Sum of Sales - Sum of Profit)%","2.3176296027321346"
"Office Supplies","Art","Corporate","November","Sum of Profit","307.8161"
"Office Supplies","Art","Corporate","November","Sum of Sales","1166.3780000000002"
"Office Supplies","Art","Corporate","November","Sum of Sales - Sum of Profit","858.5619000000002"
"Office Supplies","Art","Corporate","November","(Sum of Sales - Sum of Profit)%","2.789204008497282"
"Office Supplies","Art","Corporate","December","Sum of Profit","293.7578"
"Office Supplies","Art","Corporate","December","Sum of Sales","1933.0460000000003"
"Office Supplies","Art","Corporate","December","Sum of Sales - Sum of Profit","1639.2882000000004"
"Office Supplies","Art","Corporate","December","(Sum of Sales - Sum of Profit)%","5.58040739684189"
"Office Supplies","Art","Home Office","January","Sum of Profit","29.31159999999999"
"Office Supplies","Art","Home Office","January","Sum of Sales","100.8"
"Office Supplies","Art","Home Office","January","Sum of Sales - Sum of Profit","71.48840000000001"
"Office Supplies","Art","Home Office","January","(Sum of Sales - Sum of Profit)%","2.438911557199199"
"Office Supplies","Art","Home Office","February","Sum of Profit","78.63480000000001"
"Office Supplies","Art","Home Office","February","Sum of Sales","274.2"
"Office Supplies","Art","Home Office","February","Sum of Sales - Sum of Profit","195.56519999999998"
"Office Supplies","Art","Home Office","February","(Sum of Sales - Sum of Profit)%","2.4870057531779817"
"Office Supplies","Art","Home Office","March","Sum of Profit","33.58529999999999"
"Office Supplies","Art","Home Office","March","Sum of Sales","150.86"
"Office Supplies","Art","Home Office","March","Sum of Sales - Sum of Profit","117.27470000000002"
"Office Supplies","Art","Home Office","March","(Sum of Sales - Sum of Profit)%","3.4918461350650447"
"Office Supplies","Art","Home Office","April","Sum of Profit","60.512499999999996"
"Office Supplies","Art","Home Office","April","Sum of Sales","303.59799999999996"
"Office Supplies","Art","Home Office","April","Sum of Sales - Sum of Profit","243.08549999999997"
"Office Supplies","Art","Home Office","April","(Sum of Sales - Sum of Profit)%","4.017112166907664"
"Office Supplies","Art","Home Office","May","Sum of Profit","120.9097"
"Office Supplies","Art","Home Office","May","Sum of Sales","594.266"
"Office Supplies","Art","Home Office","May","Sum of Sales - Sum of Profit","473.3563"
"Office Supplies","Art","Home Office","May","(Sum of Sales - Sum of Profit)%","3.914957195328414"
"Office Supplies","Art","Home Office","June","Sum of Profit","157.86639999999997"
"Office Supplies","Art","Home Office","June","Sum of Sales","667.6379999999999"
"Office Supplies","Art","Home Office","June","Sum of Sales - Sum of Profit","509.7715999999999"
"Office Supplies","Art","Home Office","June","(Sum of Sales - Sum of Profit)%","3.229132988400318"
"Office Supplies","Art","Home Office","July","Sum of Profit","40.96739999999999"
"Office Supplies","Art","Home Office","July","Sum of Sales","145.71400000000003"
"Office Supplies","Art","Home Office","July","Sum of Sales - Sum of Profit","104.74660000000003"
"Office Supplies","Art","Home Office","July","(Sum of Sales - Sum of Profit)%","2.5568281121086534"
"Office Supplies","Art","Home Office","August","Sum of Profit","107.91959999999996"
"Office Supplies","Art","Home Office","August","Sum of Sales","404.2699999999999"
"Office Supplies","Art","Home Office","August","Sum of Sales - Sum of Profit","296.3504"
"Office Supplies","Art","Home Office","August","(Sum of Sales - Sum of Profit)%","2.746029451554677"
"Office Supplies","Art","Home Office","September","Sum of Profit","120.32439999999998"
"Office Supplies","Art","Home Office","September","Sum of Sales","515.1919999999999"
"Office Supplies","Art","Home Office","September","Sum of Sales - Sum of Profit","394.8675999999999"
"Office Supplies","Art","Home Office","September","(Sum of Sales - Sum of Profit)%","3.2816918264292196"
"Office Supplies","Art","Home Office","October","Sum of Profit","95.88449999999999"
"Office Supplies","Art","Home Office","October","Sum of Sales","348.06999999999994"
"Office Supplies","Art","Home Office","October","Sum of Sales - Sum of Profit","252.18549999999993"
"Office Supplies","Art","Home Office","October","(Sum of Sales - Sum of Profit)%","2.6300966266706296"
"Office Supplies","Art","Home Office","November","Sum of Profit","149.92659999999998"
"Office Supplies","Art","Home Office","November","Sum of Sales","509.52799999999996"
"Office Supplies","Art","Home Office","November","Sum of Sales - Sum of Profit","359.6014"
"Office Supplies","Art","Home Office","November","(Sum of Sales - Sum of Profit)%","2.398516340662698"
"Office Supplies","Art","Home Office","December","Sum of Profit","72.9954"
"Office Supplies","Art","Home Office","December","Sum of Sales","262.27799999999996"
"Office Supplies","Art","Home Office","December","Sum of Sales - Sum of Profit","189.28259999999995"
"Office Supplies","Art","Home Office","December","(Sum of Sales - Sum of Profit)%","2.5930757280595755"
"Office Supplies","Binders","Consumer","January","Sum of Profit","2911.1745999999994"
"Office Supplies","Binders","Consumer","January","Sum of Sales","8349.788999999999"
"Office Supplies","Binders","Consumer","January","Sum of Sales - Sum of Profit","5438.6143999999995"
"Office Supplies","Binders","Consumer","January","(Sum of Sales - Sum of Profit)%","1.868185577051957"
"Office Supplies","Binders","Consumer","February","Sum of Profit","633.5316999999992"
"Office Supplies","Binders","Consumer","February","Sum of Sales","3890.9089999999997"
"Office Supplies","Binders","Consumer","February","Sum of Sales - Sum of Profit","3257.3773000000006"
"Office Supplies","Binders","Consumer","February","(Sum of Sales - Sum of Profit)%","5.141616907251847"
"Office Supplies","Binders","Consumer","March","Sum of Profit","4476.1492"
"Office Supplies","Binders","Consumer","March","Sum of Sales","11096.895999999999"
"Office Supplies","Binders","Consumer","March","Sum of Sales - Sum of Profit","6620.746799999999"
"Office Supplies","Binders","Consumer","March","(Sum of Sales - Sum of Profit)%","1.4791166478543654"
"Office Supplies","Binders","Consumer","April","Sum of Profit","-1797.9016000000008"
"Office Supplies","Binders","Consumer","April","Sum of Sales","3731.846"
"Office Supplies","Binders","Consumer","April","Sum of Sales - Sum of Profit","5529.747600000001"
"Office Supplies","Binders","Consumer","April","(Sum of Sales - Sum of Profit)%","3.075667544875648"
"Office Supplies","Binders","Consumer","May","Sum of Profit","454.1678999999998"
"Office Supplies","Binders","Consumer","May","Sum of Sales","2205.8969999999995"
"Office Supplies","Binders","Consumer","May","Sum of Sales - Sum of Profit","1751.7290999999996"
"Office Supplies","Binders","Consumer","May","(Sum of Sales - Sum of Profit)%","3.857007727758832"
"Office Supplies","Binders","Consumer","June","Sum of Profit","3559.8713999999986"
"Office Supplies","Binders","Consumer","June","Sum of Sales","11214.823"
"Office Supplies","Binders","Consumer","June","Sum of Sales - Sum of Profit","7654.951600000002"
"Office Supplies","Binders","Consumer","June","(Sum of Sales - Sum of Profit)%","2.1503449815630993"
"Office Supplies","Binders","Consumer","July","Sum of Profit","-4292.558400000002"
"Office Supplies","Binders","Consumer","July","Sum of Sales","4847.490999999999"
"Office Supplies","Binders","Consumer","July","Sum of Sales - Sum of Profit","9140.0494"
"Office Supplies","Binders","Consumer","July","(Sum of Sales - Sum of Profit)%","2.129277821822994"
"Office Supplies","Binders","Consumer","August","Sum of Profit","1440.6315"
"Office Supplies","Binders","Consumer","August","Sum of Sales","12183.168999999996"
"Office Supplies","Binders","Consumer","August","Sum of Sales - Sum of Profit","10742.537499999997"
"Office Supplies","Binders","Consumer","August","(Sum of Sales - Sum of Profit)%","7.456825357490793"
"Office Supplies","Binders","Consumer","September","Sum of Profit","6917.8568000000005"
"Office Supplies","Binders","Consumer","September","Sum of Sales","24264.977000000028"
"Office Supplies","Binders","Consumer","September","Sum of Sales - Sum of Profit","17347.120200000027"
"Office Supplies","Binders","Consumer","September","(Sum of Sales - Sum of Profit)%","2.5075859043511897"
"Office Supplies","Binders","Consumer","October","Sum of Profit","1029.242799999999"
"Office Supplies","Binders","Consumer","October","Sum of Sales","3946.31"
"Office Supplies","Binders","Consumer","October","Sum of Sales - Sum of Profit","2917.067200000001"
"Office Supplies","Binders","Consumer","October","(Sum of Sales - Sum of Profit)%","2.8341876183151378"
"Office Supplies","Binders","Consumer","November","Sum of Profit","-2213.7432000000017"
"Office Supplies","Binders","Consumer","November","Sum of Sales","11649.073999999999"
"Office Supplies","Binders","Consumer","November","Sum of Sales - Sum of Profit","13862.817200000001"
"Office Supplies","Binders","Consumer","November","(Sum of Sales - Sum of Profit)%","6.2621613925228505"
"Office Supplies","Binders","Consumer","December","Sum of Profit","4877.174500000004"
"Office Supplies","Binders","Consumer","December","Sum of Sales","20779.827999999998"
"Office Supplies","Binders","Consumer","December","Sum of Sales - Sum of Profit","15902.653499999993"
"Office Supplies","Binders","Consumer","December","(Sum of Sales - Sum of Profit)%","3.260628361769706"
"Office Supplies","Binders","Corporate","January","Sum of Profit","-1065.3232"
"Office Supplies","Binders","Corporate","January","Sum of Sales","1595.408"
"Office Supplies","Binders","Corporate","January","Sum of Sales - Sum of Profit","2660.7312"
"Office Supplies","Binders","Corporate","January","(Sum of Sales - Sum of Profit)%","2.497581203525841"
"Office Supplies","Binders","Corporate","February","Sum of Profit","64.79159999999999"
"Office Supplies","Binders","Corporate","February","Sum of Sales","203.51500000000004"
"Office Supplies","Binders","Corporate","February","Sum of Sales - Sum of Profit","138.72340000000005"
"Office Supplies","Binders","Corporate","February","(Sum of Sales - Sum of Profit)%","2.1410707560856665"
"Office Supplies","Binders","Corporate","March","Sum of Profit","501.4381999999999"
"Office Supplies","Binders","Corporate","March","Sum of Sales","2218.926"
"Office Supplies","Binders","Corporate","March","Sum of Sales - Sum of Profit","1717.4878"
"Office Supplies","Binders","Corporate","March","(Sum of Sales - Sum of Profit)%","3.425123574550165"
"Office Supplies","Binders","Corporate","April","Sum of Profit","1045.2504999999996"
"Office Supplies","Binders","Corporate","April","Sum of Sales","5214.9310000000005"
"Office Supplies","Binders","Corporate","April","Sum of Sales - Sum of Profit","4169.6805"
"Office Supplies","Binders","Corporate","April","(Sum of Sales - Sum of Profit)%","3.9891686251286194"
"Office Supplies","Binders","Corporate","May","Sum of Profit","1440.3558"
"Office Supplies","Binders","Corporate","May","Sum of Sales","4458.338000000001"
"Office Supplies","Binders","Corporate","May","Sum of Sales - Sum of Profit","3017.9822000000004"
"Office Supplies","Binders","Corporate","May","(Sum of Sales - Sum of Profit)%","2.0953032577089634"
"Office Supplies","Binders","Corporate","June","Sum of Profit","-206.97600000000014"
"Office Supplies","Binders","Corporate","June","Sum of Sales","1192.4209999999998"
"Office Supplies","Binders","Corporate","June","Sum of Sales - Sum of Profit","1399.397"
"Office Supplies","Binders","Corporate","June","(Sum of Sales - Sum of Profit)%","6.761155882807664"
"Office Supplies","Binders","Corporate","July","Sum of Profit","468.87429999999983"
"Office Supplies","Binders","Corporate","July","Sum of Sales","1762.1290000000001"
"Office Supplies","Binders","Corporate","July","Sum of Sales - Sum of Profit","1293.2547000000004"
"Office Supplies","Binders","Corporate","July","(Sum of Sales - Sum of Profit)%","2.758211955741658"
"Office Supplies","Binders","Corporate","August","Sum of Profit","2524.157599999999"
"Office Supplies","Binders","Corporate","August","Sum of Sales","7219.833999999998"
"Office Supplies","Binders","Corporate","August","Sum of Sales - Sum of Profit","4695.6763999999985"
"Office Supplies","Binders","Corporate","August","(Sum of Sales - Sum of Profit)%","1.8602944602191243"
"Office Supplies","Binders","Corporate","September","Sum of Profit","-47.05950000000024"
"Office Supplies","Binders","Corporate","September","Sum of Sales","3790.9610000000007"
"Office Supplies","Binders","Corporate","September","Sum of Sales - Sum of Profit","3838.020500000001"
"Office Supplies","Binders","Corporate","September","(Sum of Sales - Sum of Profit)%","81.55676324652794"
"Office Supplies","Binders","Corporate","October","Sum of Profit","2558.7301999999995"
"Office Supplies","Binders","Corporate","October","Sum of Sales","7015.877"
"Office Supplies","Binders","Corporate","October","Sum of Sales - Sum of Profit","4457.1468"
"Office Supplies","Binders","Corporate","October","(Sum of Sales - Sum of Profit)%","1.7419369967181382"
"Office Supplies","Binders","Corporate","November","Sum of Profit","792.6496999999995"
"Office Supplies","Binders","Corporate","November","Sum of Sales","7653.418999999997"
"Office Supplies","Binders","Corporate","November","Sum of Sales - Sum of Profit","6860.769299999998"
"Office Supplies","Binders","Corporate","November","(Sum of Sales - Sum of Profit)%","8.655487159081751"
"Office Supplies","Binders","Corporate","December","Sum of Profit","-1699.5691"
"Office Supplies","Binders","Corporate","December","Sum of Sales","9234.553999999998"
"Office Supplies","Binders","Corporate","December","Sum of Sales - Sum of Profit","10934.123099999999"
