Model3_Invoice_Table.Invoice Date,Model3_Invoice_Table.Order Date,Model3_Invoice_Table.Shipping Date,Model3_Invoice_Table.Bill To Address,Model3_Invoice_Table.Shipping Address,Model3_Invoice_Table.Company Name,Model3_Invoice_Table.Company Address,Model3_Invoice_Table.Date,Model3_Invoice_Table.Phone,Model3_Invoice_Table.Invoice Number,Model3_Invoice_Table.Item Code,Model3_Invoice_Table.Description,Sum(Model3_Invoice_Table.Unit Price),Sum(Model3_Invoice_Table.Quantity),Sum(Model3_Invoice_Table.Discount),Sum(Model3_Invoice_Table.Price)
12/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D32436,Invoice-D32436,,,,
03/07/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D32436,Invoice-D32436,,,,
12/02/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D33314,Invoice-D33314,,,,
25/04/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D33314,Invoice-D33314,353,51,67,17936
02/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D33314,Invoice-D33314,,,,
12/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D33314,Invoice-D33314,,,,
03/07/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D33314,Invoice-D33314,,,,
12/02/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D33589,Invoice-D33589,,,,
25/04/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D33589,Invoice-D33589,415,53,44,21951
02/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D33589,Invoice-D33589,,,,
12/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D33589,Invoice-D33589,,,,
03/07/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D33589,Invoice-D33589,,,,
12/02/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D37183,Invoice-D37183,,,,
25/04/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D37183,Invoice-D37183,393,38,43,14891
02/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D37183,Invoice-D37183,,,,
12/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D37183,Invoice-D37183,,,,
03/07/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D37183,Invoice-D37183,,,,
12/02/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D37304,Invoice-D37304,,,,
25/04/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D37304,Invoice-D37304,102,58,52,5864
02/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D37304,Invoice-D37304,,,,
12/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D37304,Invoice-D37304,,,,
03/07/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D37304,Invoice-D37304,,,,
12/02/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D41443,Invoice-D41443,,,,
25/04/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D41443,Invoice-D41443,118,57,31,6695
02/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D41443,Invoice-D41443,,,,
12/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D41443,Invoice-D41443,,,,
03/07/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D41443,Invoice-D41443,,,,
12/02/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D42519,Invoice-D42519,,,,
25/04/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D42519,Invoice-D42519,386,55,35,21195
02/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D42519,Invoice-D42519,,,,
12/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D42519,Invoice-D42519,,,,
03/07/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D42519,Invoice-D42519,,,,
12/02/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D43169,Invoice-D43169,,,,
25/04/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D43169,Invoice-D43169,174,41,49,7085
02/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D43169,Invoice-D43169,,,,
12/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D43169,Invoice-D43169,,,,
03/07/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D43169,Invoice-D43169,,,,
12/02/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D43442,Invoice-D43442,,,,
25/04/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D43442,Invoice-D43442,366,33,66,12012
02/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D43442,Invoice-D43442,,,,
12/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D43442,Invoice-D43442,,,,
03/07/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D43442,Invoice-D43442,,,,
12/02/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D46042,Invoice-D46042,,,,
25/04/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D46042,Invoice-D46042,204,44,54,8922
02/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D46042,Invoice-D46042,,,,
12/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D46042,Invoice-D46042,,,,
03/07/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D46042,Invoice-D46042,,,,
12/02/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D46217,Invoice-D46217,,,,
25/04/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D46217,Invoice-D46217,481,41,70,19651
02/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D46217,Invoice-D46217,,,,
12/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D46217,Invoice-D46217,,,,
03/07/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D46217,Invoice-D46217,,,,
12/02/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D47643,Invoice-D47643,,,,
25/04/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D47643,Invoice-D47643,210,32,41,6679
02/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D47643,Invoice-D47643,,,,
12/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D47643,Invoice-D47643,,,,
03/07/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D47643,Invoice-D47643,,,,
12/02/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D48224,Invoice-D48224,,,,
25/04/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D48224,Invoice-D48224,413,46,44,18954
02/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D48224,Invoice-D48224,,,,
12/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D48224,Invoice-D48224,,,,
03/07/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D48224,Invoice-D48224,,,,
12/02/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D49304,Invoice-D49304,,,,
25/04/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D49304,Invoice-D49304,496,48,41,23767
02/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D49304,Invoice-D49304,,,,
12/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D49304,Invoice-D49304,,,,
03/07/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D49304,Invoice-D49304,,,,
12/02/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D49806,Invoice-D49806,,,,
25/04/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D49806,Invoice-D49806,123,31,38,3775
02/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D49806,Invoice-D49806,,,,
12/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D49806,Invoice-D49806,,,,
03/07/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D49806,Invoice-D49806,,,,
12/02/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D246867,Invoice-D246867,,,,
25/04/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D246867,Invoice-D246867,,,,
02/06/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D246867,Invoice-D246867,266,56,66,14830
12/06/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D246867,Invoice-D246867,,,,
03/07/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D246867,Invoice-D246867,,,,
12/02/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D267686,Invoice-D267686,,,,
25/04/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D267686,Invoice-D267686,,,,
02/06/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D267686,Invoice-D267686,387,51,51,19686
12/06/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D267686,Invoice-D267686,,,,
03/07/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D267686,Invoice-D267686,,,,
12/02/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D279791,Invoice-D279791,,,,
25/04/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D279791,Invoice-D279791,,,,
02/06/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D279791,Invoice-D279791,231,36,57,8259
12/06/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D279791,Invoice-D279791,,,,
03/07/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D279791,Invoice-D279791,,,,
12/02/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D294741,Invoice-D294741,,,,
25/04/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D294741,Invoice-D294741,,,,
02/06/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D294741,Invoice-D294741,250,35,21,8729
12/06/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D294741,Invoice-D294741,,,,
03/07/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D294741,Invoice-D294741,,,,
12/02/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D346622,Invoice-D346622,,,,
25/04/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D346622,Invoice-D346622,,,,
02/06/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D346622,Invoice-D346622,450,45,33,20217
12/06/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D346622,Invoice-D346622,,,,
03/07/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D346622,Invoice-D346622,,,,
12/02/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D372723,Invoice-D372723,,,,
25/04/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D372723,Invoice-D372723,,,,
02/06/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D372723,Invoice-D372723,466,26,35,12081
12/06/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D372723,Invoice-D372723,,,,
03/07/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D372723,Invoice-D372723,,,,
12/02/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D383814,Invoice-D383814,,,,
25/04/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D383814,Invoice-D383814,,,,
02/06/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D383814,Invoice-D383814,282,31,31,8711
12/06/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D383814,Invoice-D383814,,,,
03/07/2021,02/06/2021,07/06/2021,335 Phoenix Maricopa County Arizona United States,335 Phoenix Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",22/12/2020,454-6456-455,100160,D383814,Invoice-D383814,,,,
