Superstore 2023.Order Date	Superstore 2023.Category	Superstore 2023.Sub-Category	Min(Superstore 2023.Ship Date)	Sum(Superstore 2023.Sales)
Friday, January 31, 2020	Technology	Phones		
Saturday, February 01, 2020	Technology	Phones		
Sunday, February 02, 2020	Technology	Phones	2018-02-08T18:30:00.000Z	180.96
Monday, February 03, 2020	Technology	Phones		
Tuesday, February 04, 2020	Technology	Phones		
Thursday, February 06, 2020	Technology	Phones	2018-02-08T18:30:00.000Z	306.56
Friday, February 07, 2020	Technology	Phones		
Saturday, February 08, 2020	Technology	Phones		
Tuesday, February 11, 2020	Technology	Phones		
Wednesday, February 12, 2020	Technology	Phones		
Friday, February 14, 2020	Technology	Phones		
Saturday, February 15, 2020	Technology	Phones		
Sunday, February 16, 2020	Technology	Phones		
Monday, February 17, 2020	Technology	Phones		
Tuesday, February 18, 2020	Technology	Phones		
Thursday, February 20, 2020	Technology	Phones		
Friday, February 21, 2020	Technology	Phones		
Saturday, February 22, 2020	Technology	Phones		
Sunday, February 23, 2020	Technology	Phones		
Monday, February 24, 2020	Technology	Phones		
Thursday, February 27, 2020	Technology	Phones		
Sunday, March 01, 2020	Technology	Phones	2018-03-04T18:30:00.000Z	5.94
Monday, March 02, 2020	Technology	Phones		
Tuesday, March 03, 2020	Technology	Phones	2018-03-07T18:30:00.000Z	9.99
Wednesday, March 04, 2020	Technology	Phones		
Thursday, March 05, 2020	Technology	Phones		
Saturday, March 07, 2020	Technology	Phones		
Tuesday, March 10, 2020	Technology	Phones		
Wednesday, March 11, 2020	Technology	Phones	2018-03-12T18:30:00.000Z	587.97
Saturday, March 14, 2020	Technology	Phones		
Sunday, March 15, 2020	Technology	Phones		
Monday, March 16, 2020	Technology	Phones	2018-03-20T18:30:00.000Z	471.92
Tuesday, March 17, 2020	Technology	Phones		
Wednesday, March 18, 2020	Technology	Phones		
Thursday, March 19, 2020	Technology	Phones	2018-03-20T18:30:00.000Z	323.976
Saturday, March 21, 2020	Technology	Phones	2018-03-24T18:30:00.000Z	3499.93
Sunday, March 22, 2020	Technology	Phones		
Monday, March 23, 2020	Technology	Phones	2018-03-25T18:30:00.000Z	604.752
Tuesday, March 24, 2020	Technology	Phones		
