Orders.Order Date.Variation.Date Hierarchy.Day,Orders.Order Date.Variation.Date Hierarchy.Month,Orders.Order Date.Variation.Date Hierarchy.Quarter,Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Category,Orders.Sub-Category,Sum(Orders.Profit),Sum(Orders.Quantity),Sum(Orders.Sales)
15,September,Qtr 3,2014,Office Supplies,Fasteners,,,
16,September,Qtr 3,2014,Office Supplies,Fasteners,,,
17,September,Qtr 3,2014,Office Supplies,Fasteners,,,
19,September,Qtr 3,2014,Office Supplies,Fasteners,3.6934000000000005,5,12.83
20,September,Qtr 3,2014,Office Supplies,Fasteners,,,
21,September,Qtr 3,2014,Office Supplies,Fasteners,,,
22,September,Qtr 3,2014,Office Supplies,Fasteners,,,
23,September,Qtr 3,2014,Office Supplies,Fasteners,,,
24,September,Qtr 3,2014,Office Supplies,Fasteners,,,
25,September,Qtr 3,2014,Office Supplies,Fasteners,,,
26,September,Qtr 3,2014,Office Supplies,Fasteners,,,
27,September,Qtr 3,2014,Office Supplies,Fasteners,,,
28,September,Qtr 3,2014,Office Supplies,Fasteners,,,
29,September,Qtr 3,2014,Office Supplies,Fasteners,2.8776,4,8.72
30,September,Qtr 3,2014,Office Supplies,Fasteners,,,
1,October,Qtr 4,2014,Office Supplies,Fasteners,0,1,4.71
2,October,Qtr 4,2014,Office Supplies,Fasteners,1.4599999999999997,2,4.672
3,October,Qtr 4,2014,Office Supplies,Fasteners,-2.8992000000000004,7,19.416
4,October,Qtr 4,2014,Office Supplies,Fasteners,,,
5,October,Qtr 4,2014,Office Supplies,Fasteners,,,
6,October,Qtr 4,2014,Office Supplies,Fasteners,,,
7,October,Qtr 4,2014,Office Supplies,Fasteners,,,
8,October,Qtr 4,2014,Office Supplies,Fasteners,,,
9,October,Qtr 4,2014,Office Supplies,Fasteners,,,
10,October,Qtr 4,2014,Office Supplies,Fasteners,,,
11,October,Qtr 4,2014,Office Supplies,Fasteners,,,
12,October,Qtr 4,2014,Office Supplies,Fasteners,,,
13,October,Qtr 4,2014,Office Supplies,Fasteners,,,
14,October,Qtr 4,2014,Office Supplies,Fasteners,,,
15,October,Qtr 4,2014,Office Supplies,Fasteners,,,
16,October,Qtr 4,2014,Office Supplies,Fasteners,,,
17,October,Qtr 4,2014,Office Supplies,Fasteners,,,
18,October,Qtr 4,2014,Office Supplies,Fasteners,,,
19,October,Qtr 4,2014,Office Supplies,Fasteners,,,
20,October,Qtr 4,2014,Office Supplies,Fasteners,,,
21,October,Qtr 4,2014,Office Supplies,Fasteners,,,
22,October,Qtr 4,2014,Office Supplies,Fasteners,,,
24,October,Qtr 4,2014,Office Supplies,Fasteners,3.7919999999999994,3,11.850000000000001
25,October,Qtr 4,2014,Office Supplies,Fasteners,,,
26,October,Qtr 4,2014,Office Supplies,Fasteners,,,
27,October,Qtr 4,2014,Office Supplies,Fasteners,,,
28,October,Qtr 4,2014,Office Supplies,Fasteners,,,
29,October,Qtr 4,2014,Office Supplies,Fasteners,,,
31,October,Qtr 4,2014,Office Supplies,Fasteners,5.2164,3,11.34
1,November,Qtr 4,2014,Office Supplies,Fasteners,1.4099999999999997,5,7.52
2,November,Qtr 4,2014,Office Supplies,Fasteners,,,
3,November,Qtr 4,2014,Office Supplies,Fasteners,,,
4,November,Qtr 4,2014,Office Supplies,Fasteners,2.7222,3,8.376000000000001
5,November,Qtr 4,2014,Office Supplies,Fasteners,,,
6,November,Qtr 4,2014,Office Supplies,Fasteners,,,
7,November,Qtr 4,2014,Office Supplies,Fasteners,2.8415999999999997,4,5.92
8,November,Qtr 4,2014,Office Supplies,Fasteners,,,
9,November,Qtr 4,2014,Office Supplies,Fasteners,,,
10,November,Qtr 4,2014,Office Supplies,Fasteners,,,
11,November,Qtr 4,2014,Office Supplies,Fasteners,,,
12,November,Qtr 4,2014,Office Supplies,Fasteners,,,
14,November,Qtr 4,2014,Office Supplies,Fasteners,,,
15,November,Qtr 4,2014,Office Supplies,Fasteners,,,
16,November,Qtr 4,2014,Office Supplies,Fasteners,,,
17,November,Qtr 4,2014,Office Supplies,Fasteners,,,
18,November,Qtr 4,2014,Office Supplies,Fasteners,,,
19,November,Qtr 4,2014,Office Supplies,Fasteners,,,
20,November,Qtr 4,2014,Office Supplies,Fasteners,,,
21,November,Qtr 4,2014,Office Supplies,Fasteners,,,
22,November,Qtr 4,2014,Office Supplies,Fasteners,,,
23,November,Qtr 4,2014,Office Supplies,Fasteners,,,
24,November,Qtr 4,2014,Office Supplies,Fasteners,,,
25,November,Qtr 4,2014,Office Supplies,Fasteners,,,
26,November,Qtr 4,2014,Office Supplies,Fasteners,,,
27,November,Qtr 4,2014,Office Supplies,Fasteners,1.3159999999999998,2,3.76
28,November,Qtr 4,2014,Office Supplies,Fasteners,,,
29,November,Qtr 4,2014,Office Supplies,Fasteners,19.145,7,43.024
30,November,Qtr 4,2014,Office Supplies,Fasteners,,,
1,December,Qtr 4,2014,Office Supplies,Fasteners,,,
2,December,Qtr 4,2014,Office Supplies,Fasteners,,,
3,December,Qtr 4,2014,Office Supplies,Fasteners,,,
4,December,Qtr 4,2014,Office Supplies,Fasteners,,,
5,December,Qtr 4,2014,Office Supplies,Fasteners,7.199999999999999,3,15
6,December,Qtr 4,2014,Office Supplies,Fasteners,,,
7,December,Qtr 4,2014,Office Supplies,Fasteners,,,
8,December,Qtr 4,2014,Office Supplies,Fasteners,,,
9,December,Qtr 4,2014,Office Supplies,Fasteners,,,
10,December,Qtr 4,2014,Office Supplies,Fasteners,,,
12,December,Qtr 4,2014,Office Supplies,Fasteners,,,
13,December,Qtr 4,2014,Office Supplies,Fasteners,,,
14,December,Qtr 4,2014,Office Supplies,Fasteners,0.4705999999999998,2,2.8960000000000004
15,December,Qtr 4,2014,Office Supplies,Fasteners,,,
16,December,Qtr 4,2014,Office Supplies,Fasteners,0.6696,2,1.984
17,December,Qtr 4,2014,Office Supplies,Fasteners,,,
19,December,Qtr 4,2014,Office Supplies,Fasteners,8.794500000000001,5,22.549999999999997
20,December,Qtr 4,2014,Office Supplies,Fasteners,,,
21,December,Qtr 4,2014,Office Supplies,Fasteners,,,
22,December,Qtr 4,2014,Office Supplies,Fasteners,,,
23,December,Qtr 4,2014,Office Supplies,Fasteners,,,
24,December,Qtr 4,2014,Office Supplies,Fasteners,,,
26,December,Qtr 4,2014,Office Supplies,Fasteners,9.298799999999996,3,27.552000000000003
27,December,Qtr 4,2014,Office Supplies,Fasteners,3.6156,3,7.86
28,December,Qtr 4,2014,Office Supplies,Fasteners,,,
29,December,Qtr 4,2014,Office Supplies,Fasteners,,,
30,December,Qtr 4,2014,Office Supplies,Fasteners,,,
31,December,Qtr 4,2014,Office Supplies,Fasteners,,,
3,January,Qtr 1,2014,Office Supplies,Labels,,,
4,January,Qtr 1,2014,Office Supplies,Labels,4.271699999999999,3,11.784
5,January,Qtr 1,2014,Office Supplies,Labels,,,
6,January,Qtr 1,2014,Office Supplies,Labels,,,
7,January,Qtr 1,2014,Office Supplies,Labels,,,
9,January,Qtr 1,2014,Office Supplies,Labels,,,
10,January,Qtr 1,2014,Office Supplies,Labels,1.3583,1,2.89
11,January,Qtr 1,2014,Office Supplies,Labels,,,
13,January,Qtr 1,2014,Office Supplies,Labels,,,
14,January,Qtr 1,2014,Office Supplies,Labels,,,
15,January,Qtr 1,2014,Office Supplies,Labels,,,
16,January,Qtr 1,2014,Office Supplies,Labels,10.149299999999997,3,30.072000000000003
18,January,Qtr 1,2014,Office Supplies,Labels,,,
19,January,Qtr 1,2014,Office Supplies,Labels,,,
20,January,Qtr 1,2014,Office Supplies,Labels,,,
21,January,Qtr 1,2014,Office Supplies,Labels,,,
23,January,Qtr 1,2014,Office Supplies,Labels,,,
26,January,Qtr 1,2014,Office Supplies,Labels,,,
27,January,Qtr 1,2014,Office Supplies,Labels,,,
28,January,Qtr 1,2014,Office Supplies,Labels,,,
30,January,Qtr 1,2014,Office Supplies,Labels,,,
31,January,Qtr 1,2014,Office Supplies,Labels,,,
1,February,Qtr 1,2014,Office Supplies,Labels,,,
2,February,Qtr 1,2014,Office Supplies,Labels,,,
3,February,Qtr 1,2014,Office Supplies,Labels,,,
4,February,Qtr 1,2014,Office Supplies,Labels,,,
6,February,Qtr 1,2014,Office Supplies,Labels,7.199999999999999,4,15
7,February,Qtr 1,2014,Office Supplies,Labels,,,
8,February,Qtr 1,2014,Office Supplies,Labels,,,
11,February,Qtr 1,2014,Office Supplies,Labels,6.8724,3,14.940000000000001
12,February,Qtr 1,2014,Office Supplies,Labels,,,
14,February,Qtr 1,2014,Office Supplies,Labels,,,
15,February,Qtr 1,2014,Office Supplies,Labels,,,
16,February,Qtr 1,2014,Office Supplies,Labels,,,
17,February,Qtr 1,2014,Office Supplies,Labels,,,
18,February,Qtr 1,2014,Office Supplies,Labels,,,
20,February,Qtr 1,2014,Office Supplies,Labels,,,
21,February,Qtr 1,2014,Office Supplies,Labels,,,
22,February,Qtr 1,2014,Office Supplies,Labels,,,
23,February,Qtr 1,2014,Office Supplies,Labels,2.3409000000000004,3,6.936000000000001
24,February,Qtr 1,2014,Office Supplies,Labels,,,
27,February,Qtr 1,2014,Office Supplies,Labels,,,
1,March,Qtr 1,2014,Office Supplies,Labels,,,
2,March,Qtr 1,2014,Office Supplies,Labels,,,
3,March,Qtr 1,2014,Office Supplies,Labels,4.913999999999999,3,15.120000000000001
4,March,Qtr 1,2014,Office Supplies,Labels,,,
5,March,Qtr 1,2014,Office Supplies,Labels,,,
7,March,Qtr 1,2014,Office Supplies,Labels,,,
10,March,Qtr 1,2014,Office Supplies,Labels,,,
11,March,Qtr 1,2014,Office Supplies,Labels,,,
14,March,Qtr 1,2014,Office Supplies,Labels,,,
15,March,Qtr 1,2014,Office Supplies,Labels,,,
16,March,Qtr 1,2014,Office Supplies,Labels,,,
17,March,Qtr 1,2014,Office Supplies,Labels,,,
18,March,Qtr 1,2014,Office Supplies,Labels,,,
19,March,Qtr 1,2014,Office Supplies,Labels,3.9852,4,11.808
21,March,Qtr 1,2014,Office Supplies,Labels,28.823999999999995,10,73.60000000000001
22,March,Qtr 1,2014,Office Supplies,Labels,,,
23,March,Qtr 1,2014,Office Supplies,Labels,3.2213999999999996,3,9.912
24,March,Qtr 1,2014,Office Supplies,Labels,,,
25,March,Qtr 1,2014,Office Supplies,Labels,,,
26,March,Qtr 1,2014,Office Supplies,Labels,9,5,18.75
28,March,Qtr 1,2014,Office Supplies,Labels,,,
29,March,Qtr 1,2014,Office Supplies,Labels,,,
30,March,Qtr 1,2014,Office Supplies,Labels,22.200000000000003,3,44.400000000000006
31,March,Qtr 1,2014,Office Supplies,Labels,,,
1,April,Qtr 2,2014,Office Supplies,Labels,14.8,2,29.6
2,April,Qtr 2,2014,Office Supplies,Labels,,,
3,April,Qtr 2,2014,Office Supplies,Labels,,,
4,April,Qtr 2,2014,Office Supplies,Labels,9.072,6,18.9
5,April,Qtr 2,2014,Office Supplies,Labels,,,
6,April,Qtr 2,2014,Office Supplies,Labels,,,
7,April,Qtr 2,2014,Office Supplies,Labels,,,
8,April,Qtr 2,2014,Office Supplies,Labels,,,
11,April,Qtr 2,2014,Office Supplies,Labels,,,
12,April,Qtr 2,2014,Office Supplies,Labels,,,
13,April,Qtr 2,2014,Office Supplies,Labels,3.6018,3,7.83
15,April,Qtr 2,2014,Office Supplies,Labels,,,
16,April,Qtr 2,2014,Office Supplies,Labels,,,
18,April,Qtr 2,2014,Office Supplies,Labels,,,
19,April,Qtr 2,2014,Office Supplies,Labels,,,
20,April,Qtr 2,2014,Office Supplies,Labels,,,
21,April,Qtr 2,2014,Office Supplies,Labels,,,
22,April,Qtr 2,2014,Office Supplies,Labels,,,
23,April,Qtr 2,2014,Office Supplies,Labels,,,
25,April,Qtr 2,2014,Office Supplies,Labels,,,
26,April,Qtr 2,2014,Office Supplies,Labels,5.795999999999999,2,12.6
28,April,Qtr 2,2014,Office Supplies,Labels,4.0176,4,10.062
29,April,Qtr 2,2014,Office Supplies,Labels,,,
30,April,Qtr 2,2014,Office Supplies,Labels,,,
2,May,Qtr 2,2014,Office Supplies,Labels,,,
3,May,Qtr 2,2014,Office Supplies,Labels,10.348799999999999,7,21.560000000000002
4,May,Qtr 2,2014,Office Supplies,Labels,,,
5,May,Qtr 2,2014,Office Supplies,Labels,,,
6,May,Qtr 2,2014,Office Supplies,Labels,2.7166,2,5.78
7,May,Qtr 2,2014,Office Supplies,Labels,,,
8,May,Qtr 2,2014,Office Supplies,Labels,,,
9,May,Qtr 2,2014,Office Supplies,Labels,14.034999999999998,8,30.099999999999998
10,May,Qtr 2,2014,Office Supplies,Labels,,,
11,May,Qtr 2,2014,Office Supplies,Labels,,,
12,May,Qtr 2,2014,Office Supplies,Labels,,,
13,May,Qtr 2,2014,Office Supplies,Labels,,,
14,May,Qtr 2,2014,Office Supplies,Labels,,,
16,May,Qtr 2,2014,Office Supplies,Labels,,,
17,May,Qtr 2,2014,Office Supplies,Labels,,,
18,May,Qtr 2,2014,Office Supplies,Labels,,,
19,May,Qtr 2,2014,Office Supplies,Labels,,,
20,May,Qtr 2,2014,Office Supplies,Labels,,,
21,May,Qtr 2,2014,Office Supplies,Labels,,,
22,May,Qtr 2,2014,Office Supplies,Labels,,,
23,May,Qtr 2,2014,Office Supplies,Labels,,,
24,May,Qtr 2,2014,Office Supplies,Labels,,,
25,May,Qtr 2,2014,Office Supplies,Labels,,,
26,May,Qtr 2,2014,Office Supplies,Labels,,,
27,May,Qtr 2,2014,Office Supplies,Labels,,,
28,May,Qtr 2,2014,Office Supplies,Labels,,,
30,May,Qtr 2,2014,Office Supplies,Labels,,,
31,May,Qtr 2,2014,Office Supplies,Labels,,,
1,June,Qtr 2,2014,Office Supplies,Labels,,,
2,June,Qtr 2,2014,Office Supplies,Labels,,,
3,June,Qtr 2,2014,Office Supplies,Labels,5.1792,4,15.936000000000002
4,June,Qtr 2,2014,Office Supplies,Labels,,,
6,June,Qtr 2,2014,Office Supplies,Labels,33.83099999999999,10,100.24000000000001
7,June,Qtr 2,2014,Office Supplies,Labels,,,
8,June,Qtr 2,2014,Office Supplies,Labels,,,
9,June,Qtr 2,2014,Office Supplies,Labels,,,
10,June,Qtr 2,2014,Office Supplies,Labels,240.8595,5,491.55
13,June,Qtr 2,2014,Office Supplies,Labels,,,
14,June,Qtr 2,2014,Office Supplies,Labels,,,
15,June,Qtr 2,2014,Office Supplies,Labels,,,
16,June,Qtr 2,2014,Office Supplies,Labels,,,
17,June,Qtr 2,2014,Office Supplies,Labels,,,
18,June,Qtr 2,2014,Office Supplies,Labels,,,
20,June,Qtr 2,2014,Office Supplies,Labels,,,
21,June,Qtr 2,2014,Office Supplies,Labels,,,
22,June,Qtr 2,2014,Office Supplies,Labels,,,
23,June,Qtr 2,2014,Office Supplies,Labels,,,
24,June,Qtr 2,2014,Office Supplies,Labels,,,
25,June,Qtr 2,2014,Office Supplies,Labels,,,
27,June,Qtr 2,2014,Office Supplies,Labels,,,
28,June,Qtr 2,2014,Office Supplies,Labels,,,
29,June,Qtr 2,2014,Office Supplies,Labels,,,
30,June,Qtr 2,2014,Office Supplies,Labels,,,
1,July,Qtr 3,2014,Office Supplies,Labels,,,
2,July,Qtr 3,2014,Office Supplies,Labels,,,
4,July,Qtr 3,2014,Office Supplies,Labels,,,
5,July,Qtr 3,2014,Office Supplies,Labels,6.8713999999999995,2,14.62
6,July,Qtr 3,2014,Office Supplies,Labels,,,
7,July,Qtr 3,2014,Office Supplies,Labels,,,
8,July,Qtr 3,2014,Office Supplies,Labels,,,
9,July,Qtr 3,2014,Office Supplies,Labels,1.4112,1,2.88
11,July,Qtr 3,2014,Office Supplies,Labels,7.056,5,14.399999999999999
12,July,Qtr 3,2014,Office Supplies,Labels,,,
13,July,Qtr 3,2014,Office Supplies,Labels,,,
14,July,Qtr 3,2014,Office Supplies,Labels,,,
15,July,Qtr 3,2014,Office Supplies,Labels,,,
18,July,Qtr 3,2014,Office Supplies,Labels,,,
19,July,Qtr 3,2014,Office Supplies,Labels,,,
20,July,Qtr 3,2014,Office Supplies,Labels,,,
21,July,Qtr 3,2014,Office Supplies,Labels,,,
22,July,Qtr 3,2014,Office Supplies,Labels,,,
23,July,Qtr 3,2014,Office Supplies,Labels,,,
25,July,Qtr 3,2014,Office Supplies,Labels,,,
26,July,Qtr 3,2014,Office Supplies,Labels,76.55829999999999,13,162.89
27,July,Qtr 3,2014,Office Supplies,Labels,,,
28,July,Qtr 3,2014,Office Supplies,Labels,,,
30,July,Qtr 3,2014,Office Supplies,Labels,,,
1,August,Qtr 3,2014,Office Supplies,Labels,5.921099999999998,3,17.544
2,August,Qtr 3,2014,Office Supplies,Labels,,,
3,August,Qtr 3,2014,Office Supplies,Labels,,,
4,August,Qtr 3,2014,Office Supplies,Labels,,,
5,August,Qtr 3,2014,Office Supplies,Labels,,,
6,August,Qtr 3,2014,Office Supplies,Labels,,,
8,August,Qtr 3,2014,Office Supplies,Labels,,,
9,August,Qtr 3,2014,Office Supplies,Labels,9.6048,8,20.88
11,August,Qtr 3,2014,Office Supplies,Labels,,,
12,August,Qtr 3,2014,Office Supplies,Labels,0.9963,1,2.952
15,August,Qtr 3,2014,Office Supplies,Labels,,,
16,August,Qtr 3,2014,Office Supplies,Labels,,,
17,August,Qtr 3,2014,Office Supplies,Labels,,,
19,August,Qtr 3,2014,Office Supplies,Labels,,,
20,August,Qtr 3,2014,Office Supplies,Labels,,,
22,August,Qtr 3,2014,Office Supplies,Labels,,,
23,August,Qtr 3,2014,Office Supplies,Labels,,,
24,August,Qtr 3,2014,Office Supplies,Labels,,,
25,August,Qtr 3,2014,Office Supplies,Labels,,,
26,August,Qtr 3,2014,Office Supplies,Labels,,,
27,August,Qtr 3,2014,Office Supplies,Labels,,,
29,August,Qtr 3,2014,Office Supplies,Labels,,,
30,August,Qtr 3,2014,Office Supplies,Labels,,,
31,August,Qtr 3,2014,Office Supplies,Labels,,,
1,September,Qtr 3,2014,Office Supplies,Labels,,,
2,September,Qtr 3,2014,Office Supplies,Labels,,,
3,September,Qtr 3,2014,Office Supplies,Labels,7.056,5,14.399999999999999
5,September,Qtr 3,2014,Office Supplies,Labels,,,
6,September,Qtr 3,2014,Office Supplies,Labels,27.485599999999998,8,58.48
7,September,Qtr 3,2014,Office Supplies,Labels,,,
8,September,Qtr 3,2014,Office Supplies,Labels,,,
9,September,Qtr 3,2014,Office Supplies,Labels,51.800000000000004,7,103.60000000000001
10,September,Qtr 3,2014,Office Supplies,Labels,,,
11,September,Qtr 3,2014,Office Supplies,Labels,,,
12,September,Qtr 3,2014,Office Supplies,Labels,,,
13,September,Qtr 3,2014,Office Supplies,Labels,,,
14,September,Qtr 3,2014,Office Supplies,Labels,6.551999999999999,4,20.16
15,September,Qtr 3,2014,Office Supplies,Labels,,,
16,September,Qtr 3,2014,Office Supplies,Labels,,,
17,September,Qtr 3,2014,Office Supplies,Labels,,,
19,September,Qtr 3,2014,Office Supplies,Labels,,,
20,September,Qtr 3,2014,Office Supplies,Labels,39.916199999999996,8,85.13999999999999
21,September,Qtr 3,2014,Office Supplies,Labels,7.0226999999999995,9,20.808000000000003
22,September,Qtr 3,2014,Office Supplies,Labels,1.6704,2,4.608
23,September,Qtr 3,2014,Office Supplies,Labels,,,
24,September,Qtr 3,2014,Office Supplies,Labels,,,
25,September,Qtr 3,2014,Office Supplies,Labels,,,
26,September,Qtr 3,2014,Office Supplies,Labels,,,
27,September,Qtr 3,2014,Office Supplies,Labels,,,
28,September,Qtr 3,2014,Office Supplies,Labels,,,
29,September,Qtr 3,2014,Office Supplies,Labels,26.711999999999996,14,74.34
30,September,Qtr 3,2014,Office Supplies,Labels,,,
1,October,Qtr 4,2014,Office Supplies,Labels,,,
2,October,Qtr 4,2014,Office Supplies,Labels,,,
3,October,Qtr 4,2014,Office Supplies,Labels,1.7247999999999997,2,4.928000000000001
4,October,Qtr 4,2014,Office Supplies,Labels,20.534299999999998,9,43.69
5,October,Qtr 4,2014,Office Supplies,Labels,,,
6,October,Qtr 4,2014,Office Supplies,Labels,,,
7,October,Qtr 4,2014,Office Supplies,Labels,,,
8,October,Qtr 4,2014,Office Supplies,Labels,,,
9,October,Qtr 4,2014,Office Supplies,Labels,,,
10,October,Qtr 4,2014,Office Supplies,Labels,,,
11,October,Qtr 4,2014,Office Supplies,Labels,3.4356999999999998,1,7.31
12,October,Qtr 4,2014,Office Supplies,Labels,,,
13,October,Qtr 4,2014,Office Supplies,Labels,,,
14,October,Qtr 4,2014,Office Supplies,Labels,,,
15,October,Qtr 4,2014,Office Supplies,Labels,,,
16,October,Qtr 4,2014,Office Supplies,Labels,,,
17,October,Qtr 4,2014,Office Supplies,Labels,,,
18,October,Qtr 4,2014,Office Supplies,Labels,,,
19,October,Qtr 4,2014,Office Supplies,Labels,9,5,18.75
20,October,Qtr 4,2014,Office Supplies,Labels,7.9378,1,24.424000000000003
21,October,Qtr 4,2014,Office Supplies,Labels,,,
22,October,Qtr 4,2014,Office Supplies,Labels,,,
24,October,Qtr 4,2014,Office Supplies,Labels,,,
25,October,Qtr 4,2014,Office Supplies,Labels,,,
26,October,Qtr 4,2014,Office Supplies,Labels,,,
27,October,Qtr 4,2014,Office Supplies,Labels,,,
28,October,Qtr 4,2014,Office Supplies,Labels,,,
29,October,Qtr 4,2014,Office Supplies,Labels,,,
31,October,Qtr 4,2014,Office Supplies,Labels,,,
1,November,Qtr 4,2014,Office Supplies,Labels,37.7376,15,92.20800000000001
2,November,Qtr 4,2014,Office Supplies,Labels,16.0356,7,34.86
3,November,Qtr 4,2014,Office Supplies,Labels,,,
4,November,Qtr 4,2014,Office Supplies,Labels,,,
5,November,Qtr 4,2014,Office Supplies,Labels,,,
6,November,Qtr 4,2014,Office Supplies,Labels,,,
7,November,Qtr 4,2014,Office Supplies,Labels,,,
8,November,Qtr 4,2014,Office Supplies,Labels,,,
9,November,Qtr 4,2014,Office Supplies,Labels,,,
10,November,Qtr 4,2014,Office Supplies,Labels,18.3264,8,39.84
11,November,Qtr 4,2014,Office Supplies,Labels,,,
12,November,Qtr 4,2014,Office Supplies,Labels,,,
14,November,Qtr 4,2014,Office Supplies,Labels,,,
15,November,Qtr 4,2014,Office Supplies,Labels,,,
16,November,Qtr 4,2014,Office Supplies,Labels,2.4012,2,5.22
17,November,Qtr 4,2014,Office Supplies,Labels,,,
18,November,Qtr 4,2014,Office Supplies,Labels,,,
19,November,Qtr 4,2014,Office Supplies,Labels,15.381599999999999,8,32.46
20,November,Qtr 4,2014,Office Supplies,Labels,,,
21,November,Qtr 4,2014,Office Supplies,Labels,,,
22,November,Qtr 4,2014,Office Supplies,Labels,,,
23,November,Qtr 4,2014,Office Supplies,Labels,8.879999999999999,2,23.680000000000003
24,November,Qtr 4,2014,Office Supplies,Labels,96.3438,2,196.62
25,November,Qtr 4,2014,Office Supplies,Labels,2.8746,3,8.424
26,November,Qtr 4,2014,Office Supplies,Labels,50.35680000000001,13,104.66999999999999
27,November,Qtr 4,2014,Office Supplies,Labels,,,
28,November,Qtr 4,2014,Office Supplies,Labels,19.872,4,41.4
29,November,Qtr 4,2014,Office Supplies,Labels,13.542199999999998,4,30.099999999999998
30,November,Qtr 4,2014,Office Supplies,Labels,,,
1,December,Qtr 4,2014,Office Supplies,Labels,,,
2,December,Qtr 4,2014,Office Supplies,Labels,7.2036,6,15.66
3,December,Qtr 4,2014,Office Supplies,Labels,,,
4,December,Qtr 4,2014,Office Supplies,Labels,,,
5,December,Qtr 4,2014,Office Supplies,Labels,,,
6,December,Qtr 4,2014,Office Supplies,Labels,,,
7,December,Qtr 4,2014,Office Supplies,Labels,,,
8,December,Qtr 4,2014,Office Supplies,Labels,12.807599999999997,12,39.408
9,December,Qtr 4,2014,Office Supplies,Labels,,,
10,December,Qtr 4,2014,Office Supplies,Labels,,,
12,December,Qtr 4,2014,Office Supplies,Labels,,,
13,December,Qtr 4,2014,Office Supplies,Labels,,,
14,December,Qtr 4,2014,Office Supplies,Labels,,,
15,December,Qtr 4,2014,Office Supplies,Labels,,,
16,December,Qtr 4,2014,Office Supplies,Labels,,,
17,December,Qtr 4,2014,Office Supplies,Labels,,,
19,December,Qtr 4,2014,Office Supplies,Labels,6.8713999999999995,2,14.62
20,December,Qtr 4,2014,Office Supplies,Labels,16.6383,4,34.739999999999995
21,December,Qtr 4,2014,Office Supplies,Labels,7.9487999999999985,6,17.28
22,December,Qtr 4,2014,Office Supplies,Labels,,,
23,December,Qtr 4,2014,Office Supplies,Labels,,,
24,December,Qtr 4,2014,Office Supplies,Labels,,,
26,December,Qtr 4,2014,Office Supplies,Labels,,,
27,December,Qtr 4,2014,Office Supplies,Labels,5.4332,4,11.56
28,December,Qtr 4,2014,Office Supplies,Labels,,,
29,December,Qtr 4,2014,Office Supplies,Labels,170.79420000000002,15,363.57
30,December,Qtr 4,2014,Office Supplies,Labels,,,
31,December,Qtr 4,2014,Office Supplies,Labels,8.693999999999999,3,18.9
3,January,Qtr 1,2014,Office Supplies,Paper,5.551199999999998,2,16.448
4,January,Qtr 1,2014,Office Supplies,Paper,,,
5,January,Qtr 1,2014,Office Supplies,Paper,,,
6,January,Qtr 1,2014,Office Supplies,Paper,12.3396,4,25.98
7,January,Qtr 1,2014,Office Supplies,Paper,,,
9,January,Qtr 1,2014,Office Supplies,Paper,,,
10,January,Qtr 1,2014,Office Supplies,Paper,,,
11,January,Qtr 1,2014,Office Supplies,Paper,,,
13,January,Qtr 1,2014,Office Supplies,Paper,13.0928,7,37.408
14,January,Qtr 1,2014,Office Supplies,Paper,,,
15,January,Qtr 1,2014,Office Supplies,Paper,,,
16,January,Qtr 1,2014,Office Supplies,Paper,,,
18,January,Qtr 1,2014,Office Supplies,Paper,,,
19,January,Qtr 1,2014,Office Supplies,Paper,19.6224,4,56.064
20,January,Qtr 1,2014,Office Supplies,Paper,9.2928,2,19.36
21,January,Qtr 1,2014,Office Supplies,Paper,,,
23,January,Qtr 1,2014,Office Supplies,Paper,19.2384,6,40.08
26,January,Qtr 1,2014,Office Supplies,Paper,17.6712,5,36.120000000000005
27,January,Qtr 1,2014,Office Supplies,Paper,,,
28,January,Qtr 1,2014,Office Supplies,Paper,,,
30,January,Qtr 1,2014,Office Supplies,Paper,4.752,2,10.56
31,January,Qtr 1,2014,Office Supplies,Paper,,,
1,February,Qtr 1,2014,Office Supplies,Paper,,,
2,February,Qtr 1,2014,Office Supplies,Paper,,,
3,February,Qtr 1,2014,Office Supplies,Paper,,,
4,February,Qtr 1,2014,Office Supplies,Paper,16.0928,4,34.24
6,February,Qtr 1,2014,Office Supplies,Paper,,,
7,February,Qtr 1,2014,Office Supplies,Paper,,,
8,February,Qtr 1,2014,Office Supplies,Paper,,,
11,February,Qtr 1,2014,Office Supplies,Paper,,,
12,February,Qtr 1,2014,Office Supplies,Paper,,,
14,February,Qtr 1,2014,Office Supplies,Paper,6.065999999999999,3,16.176000000000002
15,February,Qtr 1,2014,Office Supplies,Paper,,,
16,February,Qtr 1,2014,Office Supplies,Paper,,,
17,February,Qtr 1,2014,Office Supplies,Paper,,,
18,February,Qtr 1,2014,Office Supplies,Paper,,,
20,February,Qtr 1,2014,Office Supplies,Paper,6.2208000000000006,2,12.96
21,February,Qtr 1,2014,Office Supplies,Paper,,,
22,February,Qtr 1,2014,Office Supplies,Paper,9.3312,3,19.44
23,February,Qtr 1,2014,Office Supplies,Paper,,,
24,February,Qtr 1,2014,Office Supplies,Paper,18.789299999999997,7,55.672000000000004
27,February,Qtr 1,2014,Office Supplies,Paper,,,
1,March,Qtr 1,2014,Office Supplies,Paper,5.678399999999998,3,17.472
2,March,Qtr 1,2014,Office Supplies,Paper,18.542,6,39.824
