Level 0 Description,Level 1 Description,Level 2 Description,Region,Sub Region,Value Column Name,Value
"Operating Profit","Operating Expenses","Sales and Marketing","United States","Central","2020 Plan - 2020 Gross Sales","-72364627.08000006"
"Operating Profit","Operating Expenses","Sales and Marketing","United States","Central","(2020 Plan - 2020 Gross Sales)%",
"Operating Profit","Operating Expenses","Sales and Marketing","United States","Central","Actuals - 2020 Gross Sales","-240946030.47"
"Operating Profit","Operating Expenses","Sales and Marketing","United States","Central","(Actuals - 2020 Gross Sales)%",
"Operating Profit","Operating Expenses","Sales and Marketing","United States","Central","Actuals - 2020 Plan","-168581403.38999993"
"Operating Profit","Operating Expenses","Sales and Marketing","United States","Central","(Actuals - 2020 Plan)%","-2.3296106149159166"
"Operating Profit","Operating Expenses","Sales and Marketing","United States","East","2020 Gross Sales",
"Operating Profit","Operating Expenses","Sales and Marketing","United States","East","2020 Plan","-144265062.83999997"
"Operating Profit","Operating Expenses","Sales and Marketing","United States","East","Actuals","-497994524.2000005"
"Operating Profit","Operating Expenses","Sales and Marketing","United States","East","2020 Actuals","-166609567.71000007"
"Operating Profit","Operating Expenses","Sales and Marketing","United States","East","2020 Actuals - 2020 Gross Sales","-166609567.71000007"
"Operating Profit","Operating Expenses","Sales and Marketing","United States","East","(2020 Actuals - 2020 Gross Sales)%",
"Operating Profit","Operating Expenses","Sales and Marketing","United States","East","2020 Actuals - 2020 Plan","-22344504.870000094"
"Operating Profit","Operating Expenses","Sales and Marketing","United States","East","(2020 Actuals - 2020 Plan)%","-0.15488507355922834"
"Operating Profit","Operating Expenses","Sales and Marketing","United States","East","2020 Actuals - Actuals","331384956.4900005"
"Operating Profit","Operating Expenses","Sales and Marketing","United States","East","(2020 Actuals - Actuals)%","0.6654389564269834"
"Operating Profit","Operating Expenses","Sales and Marketing","United States","East","2020 Plan - 2020 Gross Sales","-144265062.83999997"
"Operating Profit","Operating Expenses","Sales and Marketing","United States","East","(2020 Plan - 2020 Gross Sales)%",
"Operating Profit","Operating Expenses","Sales and Marketing","United States","East","Actuals - 2020 Gross Sales","-497994524.2000005"
"Operating Profit","Operating Expenses","Sales and Marketing","United States","East","(Actuals - 2020 Gross Sales)%",
"Operating Profit","Operating Expenses","Sales and Marketing","United States","East","Actuals - 2020 Plan","-353729461.36000055"
"Operating Profit","Operating Expenses","Sales and Marketing","United States","East","(Actuals - 2020 Plan)%","-2.4519412697467247"
"Operating Profit","Operating Expenses","Sales and Marketing","United States","Midwest","2020 Gross Sales",
"Operating Profit","Operating Expenses","Sales and Marketing","United States","Midwest","2020 Plan","-50509388.74999997"
"Operating Profit","Operating Expenses","Sales and Marketing","United States","Midwest","Actuals","-164135581.90000007"
"Operating Profit","Operating Expenses","Sales and Marketing","United States","Midwest","2020 Actuals","-54498004.83000002"
"Operating Profit","Operating Expenses","Sales and Marketing","United States","Midwest","2020 Actuals - 2020 Gross Sales","-54498004.83000002"
"Operating Profit","Operating Expenses","Sales and Marketing","United States","Midwest","(2020 Actuals - 2020 Gross Sales)%",
"Operating Profit","Operating Expenses","Sales and Marketing","United States","Midwest","2020 Actuals - 2020 Plan","-3988616.0800000504"
"Operating Profit","Operating Expenses","Sales and Marketing","United States","Midwest","(2020 Actuals - 2020 Plan)%","-0.0789678152658312"
"Operating Profit","Operating Expenses","Sales and Marketing","United States","Midwest","2020 Actuals - Actuals","109637577.07000005"
"Operating Profit","Operating Expenses","Sales and Marketing","United States","Midwest","(2020 Actuals - Actuals)%","0.6679695883175226"
"Operating Profit","Operating Expenses","Sales and Marketing","United States","Midwest","2020 Plan - 2020 Gross Sales","-50509388.74999997"
"Operating Profit","Operating Expenses","Sales and Marketing","United States","Midwest","(2020 Plan - 2020 Gross Sales)%",
"Operating Profit","Operating Expenses","Sales and Marketing","United States","Midwest","Actuals - 2020 Gross Sales","-164135581.90000007"
"Operating Profit","Operating Expenses","Sales and Marketing","United States","Midwest","(Actuals - 2020 Gross Sales)%",
"Operating Profit","Operating Expenses","Sales and Marketing","United States","Midwest","Actuals - 2020 Plan","-113626193.1500001"
"Operating Profit","Operating Expenses","Sales and Marketing","United States","Midwest","(Actuals - 2020 Plan)%","-2.249605389453464"
"Operating Profit","Operating Expenses","Sales and Marketing","United States","Pacific","2020 Gross Sales",
"Operating Profit","Operating Expenses","Sales and Marketing","United States","Pacific","2020 Plan","-87242995.66999999"
"Operating Profit","Operating Expenses","Sales and Marketing","United States","Pacific","Actuals","-309086728.5899998"
"Operating Profit","Operating Expenses","Sales and Marketing","United States","Pacific","2020 Actuals","-100517086.63"
"Operating Profit","Operating Expenses","Sales and Marketing","United States","Pacific","2020 Actuals - 2020 Gross Sales","-100517086.63"
"Operating Profit","Operating Expenses","Sales and Marketing","United States","Pacific","(2020 Actuals - 2020 Gross Sales)%",
"Operating Profit","Operating Expenses","Sales and Marketing","United States","Pacific","2020 Actuals - 2020 Plan","-13274090.960000008"
"Operating Profit","Operating Expenses","Sales and Marketing","United States","Pacific","(2020 Actuals - 2020 Plan)%","-0.15215079282937247"
"Operating Profit","Operating Expenses","Sales and Marketing","United States","Pacific","2020 Actuals - Actuals","208569641.9599998"
"Operating Profit","Operating Expenses","Sales and Marketing","United States","Pacific","(2020 Actuals - Actuals)%","0.6747932624330343"
"Operating Profit","Operating Expenses","Sales and Marketing","United States","Pacific","2020 Plan - 2020 Gross Sales","-87242995.66999999"
"Operating Profit","Operating Expenses","Sales and Marketing","United States","Pacific","(2020 Plan - 2020 Gross Sales)%",
"Operating Profit","Operating Expenses","Sales and Marketing","United States","Pacific","Actuals - 2020 Gross Sales","-309086728.5899998"
"Operating Profit","Operating Expenses","Sales and Marketing","United States","Pacific","(Actuals - 2020 Gross Sales)%",
"Operating Profit","Operating Expenses","Sales and Marketing","United States","Pacific","Actuals - 2020 Plan","-221843732.9199998"
"Operating Profit","Operating Expenses","Sales and Marketing","United States","Pacific","(Actuals - 2020 Plan)%","-2.542825715879041"
