Category,Sub-Category,Region,Value Column Name,Value
"Technology","Copiers","West","(FC - PL)%","-0.44903086862885855"
"Technology","Machines","Central","Quantity","37873"
"Technology","Machines","Central","PL","2786"
"Technology","Machines","Central","FC","1535"
"Technology","Machines","Central","Profit","286397.0217"
"Technology","Machines","Central","Profit - Quantity","248524.02169999998"
"Technology","Machines","Central","(Profit - Quantity)%","6.562036852111003"
"Technology","Machines","Central","Profit - PL","283611.0217"
"Technology","Machines","Central","(Profit - PL)%","101.79864382627422"
"Technology","Machines","Central","Profit - FC","284862.0217"
"Technology","Machines","Central","(Profit - FC)%","185.57786429967425"
"Technology","Machines","Central","PL - Quantity","-35087"
"Technology","Machines","Central","(PL - Quantity)%","-0.9264383597813746"
"Technology","Machines","Central","FC - Quantity","-36338"
"Technology","Machines","Central","(FC - Quantity)%","-0.9594698069865075"
"Technology","Machines","Central","FC - PL","-1251"
"Technology","Machines","Central","(FC - PL)%","-0.44903086862885855"
"Technology","Machines","East","Quantity","37873"
"Technology","Machines","East","PL","2786"
"Technology","Machines","East","FC","1535"
"Technology","Machines","East","Profit","286397.0217"
"Technology","Machines","East","Profit - Quantity","248524.02169999998"
"Technology","Machines","East","(Profit - Quantity)%","6.562036852111003"
"Technology","Machines","East","Profit - PL","283611.0217"
"Technology","Machines","East","(Profit - PL)%","101.79864382627422"
"Technology","Machines","East","Profit - FC","284862.0217"
"Technology","Machines","East","(Profit - FC)%","185.57786429967425"
"Technology","Machines","East","PL - Quantity","-35087"
"Technology","Machines","East","(PL - Quantity)%","-0.9264383597813746"
"Technology","Machines","East","FC - Quantity","-36338"
"Technology","Machines","East","(FC - Quantity)%","-0.9594698069865075"
"Technology","Machines","East","FC - PL","-1251"
"Technology","Machines","East","(FC - PL)%","-0.44903086862885855"
"Technology","Machines","South","Quantity","37873"
"Technology","Machines","South","PL","2786"
"Technology","Machines","South","FC","1535"
"Technology","Machines","South","Profit","286397.0217"
"Technology","Machines","South","Profit - Quantity","248524.02169999998"
"Technology","Machines","South","(Profit - Quantity)%","6.562036852111003"
"Technology","Machines","South","Profit - PL","283611.0217"
"Technology","Machines","South","(Profit - PL)%","101.79864382627422"
"Technology","Machines","South","Profit - FC","284862.0217"
"Technology","Machines","South","(Profit - FC)%","185.57786429967425"
"Technology","Machines","South","PL - Quantity","-35087"
"Technology","Machines","South","(PL - Quantity)%","-0.9264383597813746"
"Technology","Machines","South","FC - Quantity","-36338"
"Technology","Machines","South","(FC - Quantity)%","-0.9594698069865075"
"Technology","Machines","South","FC - PL","-1251"
"Technology","Machines","South","(FC - PL)%","-0.44903086862885855"
"Technology","Machines","West","Quantity","37873"
"Technology","Machines","West","PL","2786"
"Technology","Machines","West","FC","1535"
"Technology","Machines","West","Profit","286397.0217"
"Technology","Machines","West","Profit - Quantity","248524.02169999998"
"Technology","Machines","West","(Profit - Quantity)%","6.562036852111003"
"Technology","Machines","West","Profit - PL","283611.0217"
"Technology","Machines","West","(Profit - PL)%","101.79864382627422"
"Technology","Machines","West","Profit - FC","284862.0217"
"Technology","Machines","West","(Profit - FC)%","185.57786429967425"
"Technology","Machines","West","PL - Quantity","-35087"
"Technology","Machines","West","(PL - Quantity)%","-0.9264383597813746"
"Technology","Machines","West","FC - Quantity","-36338"
"Technology","Machines","West","(FC - Quantity)%","-0.9594698069865075"
"Technology","Machines","West","FC - PL","-1251"
"Technology","Machines","West","(FC - PL)%","-0.44903086862885855"
"Technology","Phones","Central","Quantity","37873"
"Technology","Phones","Central","PL","2786"
"Technology","Phones","Central","FC","1535"
"Technology","Phones","Central","Profit","286397.0217"
"Technology","Phones","Central","Profit - Quantity","248524.02169999998"
"Technology","Phones","Central","(Profit - Quantity)%","6.562036852111003"
"Technology","Phones","Central","Profit - PL","283611.0217"
"Technology","Phones","Central","(Profit - PL)%","101.79864382627422"
"Technology","Phones","Central","Profit - FC","284862.0217"
"Technology","Phones","Central","(Profit - FC)%","185.57786429967425"
"Technology","Phones","Central","PL - Quantity","-35087"
"Technology","Phones","Central","(PL - Quantity)%","-0.9264383597813746"
"Technology","Phones","Central","FC - Quantity","-36338"
"Technology","Phones","Central","(FC - Quantity)%","-0.9594698069865075"
"Technology","Phones","Central","FC - PL","-1251"
"Technology","Phones","Central","(FC - PL)%","-0.44903086862885855"
"Technology","Phones","East","Quantity","37873"
"Technology","Phones","East","PL","2786"
"Technology","Phones","East","FC","1535"
"Technology","Phones","East","Profit","286397.0217"
"Technology","Phones","East","Profit - Quantity","248524.02169999998"
"Technology","Phones","East","(Profit - Quantity)%","6.562036852111003"
"Technology","Phones","East","Profit - PL","283611.0217"
"Technology","Phones","East","(Profit - PL)%","101.79864382627422"
"Technology","Phones","East","Profit - FC","284862.0217"
"Technology","Phones","East","(Profit - FC)%","185.57786429967425"
"Technology","Phones","East","PL - Quantity","-35087"
"Technology","Phones","East","(PL - Quantity)%","-0.9264383597813746"
"Technology","Phones","East","FC - Quantity","-36338"
"Technology","Phones","East","(FC - Quantity)%","-0.9594698069865075"
"Technology","Phones","East","FC - PL","-1251"
"Technology","Phones","East","(FC - PL)%","-0.44903086862885855"
"Technology","Phones","South","Quantity","37873"
"Technology","Phones","South","PL","2786"
"Technology","Phones","South","FC","1535"
"Technology","Phones","South","Profit","286397.0217"
"Technology","Phones","South","Profit - Quantity","248524.02169999998"
"Technology","Phones","South","(Profit - Quantity)%","6.562036852111003"
"Technology","Phones","South","Profit - PL","283611.0217"
"Technology","Phones","South","(Profit - PL)%","101.79864382627422"
"Technology","Phones","South","Profit - FC","284862.0217"
"Technology","Phones","South","(Profit - FC)%","185.57786429967425"
"Technology","Phones","South","PL - Quantity","-35087"
"Technology","Phones","South","(PL - Quantity)%","-0.9264383597813746"
"Technology","Phones","South","FC - Quantity","-36338"
"Technology","Phones","South","(FC - Quantity)%","-0.9594698069865075"
"Technology","Phones","South","FC - PL","-1251"
"Technology","Phones","South","(FC - PL)%","-0.44903086862885855"
"Technology","Phones","West","Quantity","37873"
"Technology","Phones","West","PL","2786"
"Technology","Phones","West","FC","1535"
"Technology","Phones","West","Profit","286397.0217"
"Technology","Phones","West","Profit - Quantity","248524.02169999998"
"Technology","Phones","West","(Profit - Quantity)%","6.562036852111003"
"Technology","Phones","West","Profit - PL","283611.0217"
"Technology","Phones","West","(Profit - PL)%","101.79864382627422"
"Technology","Phones","West","Profit - FC","284862.0217"
"Technology","Phones","West","(Profit - FC)%","185.57786429967425"
"Technology","Phones","West","PL - Quantity","-35087"
"Technology","Phones","West","(PL - Quantity)%","-0.9264383597813746"
"Technology","Phones","West","FC - Quantity","-36338"
"Technology","Phones","West","(FC - Quantity)%","-0.9594698069865075"
"Technology","Phones","West","FC - PL","-1251"
"Technology","Phones","West","(FC - PL)%","-0.44903086862885855"
