Orders.Order Date.Variation.Date Hierarchy.Year,Orders.City,Sum(Orders.Profit)
2016,West Palm Beach,25.2784
2017,West Palm Beach,
2014,Westfield,
2015,Westfield,
2016,Westfield,128.15519999999998
2017,Westfield,25.020599999999988
2014,Westland,192.03300000000002
2015,Westland,
2016,Westland,197.56650000000002
2017,Westland,
2014,Westminster,
2015,Westminster,
2016,Westminster,
2017,Westminster,763.6886000000001
2014,Wheeling,
2015,Wheeling,
2016,Wheeling,-308.50980000000004
2017,Wheeling,201.11359999999996
2014,Whittier,
2015,Whittier,
2016,Whittier,
2017,Whittier,44.476800000000026
2014,Wichita,
2015,Wichita,68.2124
2016,Wichita,118.56319999999998
2017,Wichita,137.151
2014,Wilmington,513.3230000000001
2015,Wilmington,775.9739999999999
2016,Wilmington,164.52540000000002
2017,Wilmington,493.8795
2014,Wilson,
2015,Wilson,10.067199999999989
2016,Wilson,-24.403200000000005
2017,Wilson,
2014,Woodbury,
2015,Woodbury,35.473200000000006
2016,Woodbury,160.62299999999993
2017,Woodbury,
2014,Woodland,
2015,Woodland,
2016,Woodland,23.998400000000004
2017,Woodland,9.3864
2014,Woodstock,91.16129999999998
2015,Woodstock,
2016,Woodstock,-12.078400000000101
2017,Woodstock,0.9099999999999998
2014,Woonsocket,20.1248
2015,Woonsocket,13.891499999999999
2016,Woonsocket,
2017,Woonsocket,44.662800000000004
2014,Yonkers,279.7037
2015,Yonkers,
2016,Yonkers,2253.4264999999996
2017,Yonkers,234.62550000000002
2014,York,
2015,York,
2016,York,-96.88980000000001
2017,York,-5.2794000000000025
2014,Yucaipa,
2015,Yucaipa,13.208000000000002
2016,Yucaipa,
2017,Yucaipa,
2014,Yuma,
2015,Yuma,
2016,Yuma,13.99710000000001
2017,Yuma,-479.98799999999994
