Orders.Ship Date.Variation.Date Hierarchy.Year,Sum(Orders.Sales),Orders.City,Orders.Colors
2016,,Madison,Maroon
2017,,Madison,Maroon
2018,,Madison,Maroon
2014,,Malden,
2015,,Malden,
2016,228.38,Malden,
2017,,Malden,
2018,,Malden,
2014,,Manchester,
2015,93.78999999999999,Manchester,
2016,,Manchester,
2017,853.22,Manchester,
2018,,Manchester,
2014,,Manchester,Black
2015,,Manchester,Black
2016,23.2,Manchester,Black
2017,,Manchester,Black
2018,,Manchester,Black
2014,,Manchester,Maroon
2015,,Manchester,Maroon
2016,7.36,Manchester,Maroon
2017,,Manchester,Maroon
2018,,Manchester,Maroon
2014,,Manchester,Purple
2015,,Manchester,Purple
2016,1043.92,Manchester,Purple
2017,,Manchester,Purple
2018,,Manchester,Purple
2014,,Manchester,Voilet
2015,,Manchester,Voilet
2016,104.79,Manchester,Voilet
2017,,Manchester,Voilet
2018,,Manchester,Voilet
2014,273.96,Manhattan,
2015,,Manhattan,
2016,,Manhattan,
2017,,Manhattan,
2018,,Manhattan,
2014,,Mansfield,
2015,,Mansfield,
2016,,Mansfield,
2017,558.8770000000001,Mansfield,
2018,,Mansfield,
2014,137.632,Manteca,
2015,,Manteca,
2016,,Manteca,
2017,314.54999999999995,Manteca,
2018,,Manteca,
2014,,Maple Grove,
2015,,Maple Grove,
2016,,Maple Grove,
2017,882.87,Maple Grove,
2018,,Maple Grove,
2014,15.552000000000003,Margate,
2015,,Margate,
2016,,Margate,
2017,,Margate,
2018,,Margate,
2014,259.28999999999996,Marietta,
2015,5.64,Marietta,
2016,2673.69,Marietta,
2017,,Marietta,
2018,,Marietta,
2014,403.11400000000003,Marion,
2015,2368.2400000000002,Marion,
2016,115.84,Marion,
2017,482.152,Marion,
2018,,Marion,
2014,,Marlborough,
2015,,Marlborough,
2016,206.64,Marlborough,
2017,,Marlborough,
2018,,Marlborough,
2014,,Marysville,
2015,,Marysville,
2016,102.18,Marysville,
2017,,Marysville,
2018,,Marysville,
2014,94.26400000000001,Mason,
2015,,Mason,
2016,,Mason,
2017,,Mason,
2018,,Mason,
2014,,Mcallen,
2015,645.2700000000001,Mcallen,
2016,203.648,Mcallen,
2017,17.798,Mcallen,
2018,,Mcallen,
2014,55.672000000000004,Medford,
2015,9.762,Medford,
2016,24.784000000000002,Medford,
2017,,Medford,
2018,,Medford,
2014,609.4379999999999,Medina,
2015,51.588,Medina,
2016,,Medina,
2017,,Medina,
2018,,Medina,
2014,,Medina,Black
2015,452.45,Medina,Black
2016,,Medina,Black
2017,,Medina,Black
2018,,Medina,Black
2014,,Medina,Maroon
2015,62.982,Medina,Maroon
2016,,Medina,Maroon
2017,,Medina,Maroon
2018,,Medina,Maroon
2014,,Medina,Purple
2015,89.584,Medina,Purple
2016,,Medina,Purple
2017,,Medina,Purple
2018,,Medina,Purple
2014,,Medina,Voilet
2015,1188.0000000000002,Medina,Voilet
2016,,Medina,Voilet
2017,,Medina,Voilet
2018,,Medina,Voilet
2014,,Medina,Yellow
2015,23.680000000000003,Medina,Yellow
2016,,Medina,Yellow
2017,,Medina,Yellow
2018,,Medina,Yellow
2014,,Melbourne,Maroon
2015,,Melbourne,Maroon
2016,,Melbourne,Maroon
2017,95.616,Melbourne,Maroon
2018,,Melbourne,Maroon
2014,703.7120000000001,Memphis,
2015,191.86599999999999,Memphis,
2016,567.228,Memphis,
2017,3477.7750000000005,Memphis,
2018,,Memphis,
2014,,Memphis,Blue
2015,97.04,Memphis,Blue
2016,,Memphis,Blue
2017,,Memphis,Blue
2018,,Memphis,Blue
2014,,Memphis,Purple
2015,831.9360000000001,Memphis,Purple
2016,,Memphis,Purple
2017,,Memphis,Purple
2018,,Memphis,Purple
2014,,Memphis,White
2015,72.784,Memphis,White
2016,,Memphis,White
2017,,Memphis,White
2018,,Memphis,White
2014,,Mentor,
2015,,Mentor,
2016,,Mentor,
2017,693.13,Mentor,
2018,,Mentor,
2014,1238.78,Meriden,
2015,63.14,Meriden,
2016,,Meriden,
2017,248.76,Meriden,
2018,,Meriden,
2014,,Meridian,
2015,,Meridian,
2016,,Meridian,
2017,329.052,Meridian,
2018,,Meridian,
2014,100.70400000000001,Mesa,
2015,2471.876,Mesa,
2016,59.38999999999999,Mesa,
2017,1405.77,Mesa,
2018,,Mesa,
2014,46.96399999999999,Mesquite,
2015,,Mesquite,
2016,,Mesquite,
2017,5.184000000000001,Mesquite,
2018,,Mesquite,
2014,1954.5755000000004,Miami,
2015,2298.0589999999997,Miami,
2016,2408.36,Miami,
2017,2002.5120000000002,Miami,
2018,,Miami,
2014,9.568000000000001,Miami,Black
2015,,Miami,Black
2016,,Miami,Black
2017,,Miami,Black
2018,,Miami,Black
2014,27.46,Middletown,
2015,26.9,Middletown,
2016,600.7199999999999,Middletown,
2017,499.5299999999999,Middletown,
2018,,Middletown,
2014,1291.81,Midland,
2015,3999.702,Midland,
2016,,Midland,
2017,,Midland,
2018,,Midland,
2014,,Milford,
2015,,Milford,
2016,267.07,Milford,
2017,694.6700000000001,Milford,
2018,,Milford,
2014,34.79,Milwaukee,
2015,4402.369999999999,Milwaukee,
2016,2926.33,Milwaukee,
2017,4046.73,Milwaukee,
2018,,Milwaukee,
2014,10631.09,Minneapolis,
2015,3113.75,Minneapolis,
2016,711.78,Minneapolis,
2017,2314.6600000000003,Minneapolis,
2018,,Minneapolis,
2014,,Minneapolis,Orange
2015,53.34,Minneapolis,Orange
2016,,Minneapolis,Orange
2017,,Minneapolis,Orange
2018,,Minneapolis,Orange
2014,,Minneapolis,Red
2015,32.96,Minneapolis,Red
2016,,Minneapolis,Red
2017,,Minneapolis,Red
2018,,Minneapolis,Red
2014,,Minneapolis,White
2015,12.96,Minneapolis,White
2016,,Minneapolis,White
2017,,Minneapolis,White
2018,,Minneapolis,White
2014,,Miramar,
2015,,Miramar,
2016,,Miramar,
2017,1531.192,Miramar,
2018,,Miramar,
2014,647.84,Mishawaka,
2015,,Mishawaka,
2016,128.39999999999998,Mishawaka,
2017,,Mishawaka,
2018,,Mishawaka,
2014,290.666,Mission Viejo,
2015,,Mission Viejo,
2016,128.67,Mission Viejo,
2017,356.65,Mission Viejo,
2018,,Mission Viejo,
2014,,Missoula,
2015,,Missoula,
2016,487.98400000000004,Missoula,
2017,,Missoula,
2018,,Missoula,
2014,,Missouri City,
2015,,Missouri City,
2016,,Missouri City,
2017,6.369999999999998,Missouri City,
2018,,Missouri City,
2014,8.96,Mobile,
2015,1918.79,Mobile,
2016,3535.24,Mobile,
2017,,Mobile,
2018,,Mobile,
2014,,Modesto,
2015,,Modesto,
2016,,Modesto,
2017,326.15,Modesto,
2018,,Modesto,
2014,,Monroe,
2015,539.496,Monroe,
2016,200.11200000000002,Monroe,
2017,1547.916,Monroe,
2018,,Monroe,
2014,149.95,Monroe,Orange
2015,,Monroe,Orange
2016,,Monroe,Orange
2017,,Monroe,Orange
2018,,Monroe,Orange
2014,29,Monroe,Red
2015,,Monroe,Red
2016,,Monroe,Red
2017,,Monroe,Red
2018,,Monroe,Red
2014,503.96,Monroe,White
2015,,Monroe,White
2016,,Monroe,White
2017,,Monroe,White
2018,,Monroe,White
2014,,Montebello,
2015,,Montebello,
2016,27.88,Montebello,
2017,,Montebello,
2018,,Montebello,
2014,2231.47,Montgomery,
2015,478.4,Montgomery,
2016,1002.7,Montgomery,
2017,10.16,Montgomery,
2018,,Montgomery,
2014,479.90000000000003,Moorhead,
2015,,Moorhead,
2016,,Moorhead,
2017,63.96,Moorhead,
2018,,Moorhead,
2014,126.78599999999999,Moreno Valley,
2015,251,Moreno Valley,
2016,884.6800000000001,Moreno Valley,
2017,,Moreno Valley,
2018,,Moreno Valley,
2014,,Morgan Hill,
2015,,Morgan Hill,
2016,545.01,Morgan Hill,
2017,,Morgan Hill,
2018,,Morgan Hill,
2014,,Morristown,
2015,2643.06,Morristown,
2016,1793.98,Morristown,
2017,588.5,Morristown,
2018,,Morristown,
2014,,Morristown,Black
2015,,Morristown,Black
2016,7.5600000000000005,Morristown,Black
2017,,Morristown,Black
2018,,Morristown,Black
2014,545.9399999999999,Mount Pleasant,
2015,17.14,Mount Pleasant,
2016,,Mount Pleasant,
2017,,Mount Pleasant,
2018,,Mount Pleasant,
2014,70.032,Mount Vernon,
2015,,Mount Vernon,
2016,,Mount Vernon,
2017,2049.6,Mount Vernon,
2018,,Mount Vernon,
2014,,Murfreesboro,
2015,306.9890000000001,Murfreesboro,
2016,14.352000000000002,Murfreesboro,
2017,,Murfreesboro,
2018,,Murfreesboro,
2014,,Murfreesboro,Blue
2015,,Murfreesboro,Blue
2016,,Murfreesboro,Blue
2017,15.991999999999999,Murfreesboro,Blue
2018,,Murfreesboro,Blue
2014,48.4,Murray,
2015,,Murray,
2016,191.82,Murray,
2017,170.71800000000002,Murray,
2018,,Murray,
2014,,Murrieta,
2015,484.65000000000003,Murrieta,
2016,,Murrieta,
2017,,Murrieta,
2018,,Murrieta,
2014,,Muskogee,
2015,,Muskogee,
2016,,Muskogee,
2017,1721.7000000000003,Muskogee,
2018,,Muskogee,
2014,288.06,Naperville,
2015,613.1149999999999,Naperville,
2016,,Naperville,
2017,239.96000000000004,Naperville,
2018,,Naperville,
2014,,Naperville,Yellow
2015,,Naperville,Yellow
2016,,Naperville,Yellow
2017,147.168,Naperville,Yellow
2018,,Naperville,Yellow
2014,,Nashua,
2015,,Nashua,
2016,,Nashua,
2017,35.94,Nashua,
2018,,Nashua,
2014,147.34400000000002,Nashville,
2015,1793.5400000000002,Nashville,
2016,281.875,Nashville,
2017,3783.3200000000006,Nashville,
2018,64.784,Nashville,
2014,,New Albany,Black
2015,6.16,New Albany,Black
2016,,New Albany,Black
2017,,New Albany,Black
2018,,New Albany,Black
2014,,New Albany,Maroon
2015,89.99,New Albany,Maroon
2016,,New Albany,Maroon
2017,,New Albany,Maroon
2018,,New Albany,Maroon
2014,,New Albany,Red
2015,38.22,New Albany,Red
2016,,New Albany,Red
2017,,New Albany,Red
2018,,New Albany,Red
2014,,New Albany,Yellow
2015,75.17999999999999,New Albany,Yellow
2016,,New Albany,Yellow
2017,,New Albany,Yellow
2018,,New Albany,Yellow
2014,,New Bedford,
2015,52.199999999999996,New Bedford,
2016,,New Bedford,
2017,183.77000000000004,New Bedford,
2018,,New Bedford,
2014,,New Brunswick,
2015,,New Brunswick,
2016,,New Brunswick,
2017,14.77,New Brunswick,
2018,,New Brunswick,
2014,,New Castle,
2015,84.61,New Castle,
2016,,New Castle,
2017,,New Castle,
2018,,New Castle,
2014,361.464,New Rochelle,
2015,,New Rochelle,
2016,692.5020000000001,New Rochelle,
2017,201.262,New Rochelle,
2018,,New Rochelle,
2014,39149.77899999999,New York City,
2015,68941.88299999997,New York City,
2016,48451.04200000004,New York City,
2017,85279.02899999994,New York City,
2018,601.366,New York City,
2014,43.57,New York City,Black
2015,,New York City,Black
2016,34.4,New York City,Black
2017,116.9,New York City,Black
2018,,New York City,Black
2014,,New York City,Blue
2015,71.76,New York City,Blue
2016,411.04,New York City,Blue
2017,20.7,New York City,Blue
2018,,New York City,Blue
2014,,New York City,Maroon
2015,26.8,New York City,Maroon
2016,11.405999999999999,New York City,Maroon
2017,221.54999999999998,New York City,Maroon
2018,,New York City,Maroon
2014,3991.98,New York City,Orange
2015,626.3520000000001,New York City,Orange
2016,388.70400000000006,New York City,Orange
2017,45.54,New York City,Orange
2018,,New York City,Orange
2014,,New York City,Purple
2015,899.1360000000001,New York City,Purple
2016,1113.578,New York City,Purple
2017,,New York City,Purple
2018,,New York City,Purple
2014,275.94,New York City,Red
2015,19.9,New York City,Red
2016,8.26,New York City,Red
2017,47.12,New York City,Red
2018,,New York City,Red
2014,,New York City,Voilet
2015,3.28,New York City,Voilet
2016,39.82,New York City,Voilet
2017,53.43000000000001,New York City,Voilet
2018,,New York City,Voilet
2014,135.882,New York City,White
2015,51.84,New York City,White
2016,4355.168000000001,New York City,White
2017,553.966,New York City,White
2018,,New York City,White
2014,360,New York City,Yellow
2015,,New York City,Yellow
2016,17.04,New York City,Yellow
2017,,New York City,Yellow
2018,,New York City,Yellow
2014,3692.7720000000004,Newark,
2015,7090.936000000001,Newark,
2016,3477.373,Newark,
2017,13808.468,Newark,
2018,,Newark,
2014,,Newark,Black
2015,396.802,Newark,Black
2016,,Newark,Black
2017,,Newark,Black
2018,,Newark,Black
2014,,Newark,Maroon
2015,15.88,Newark,Maroon
2016,,Newark,Maroon
2017,,Newark,Maroon
2018,,Newark,Maroon
2014,93.888,Newark,White
2015,,Newark,White
2016,,Newark,White
2017,,Newark,White
2018,,Newark,White
2014,788.86,Newport News,
2015,31.12,Newport News,
2016,1872.11,Newport News,
2017,629.86,Newport News,
2018,,Newport News,
2014,164.85000000000002,Niagara Falls,
2015,,Niagara Falls,
2016,34.992000000000004,Niagara Falls,
2017,,Niagara Falls,
2018,,Niagara Falls,
2014,,Noblesville,
2015,412.23999999999995,Noblesville,
2016,2678.94,Noblesville,
2017,,Noblesville,
2018,,Noblesville,
2014,,Norfolk,
2015,17.43,Norfolk,
2016,,Norfolk,
2017,,Norfolk,
2018,,Norfolk,
2014,,Normal,
2015,366.74399999999997,Normal,
2016,,Normal,
2017,,Normal,
2018,,Normal,
2014,,Norman,
2015,,Norman,
2016,1351.3300000000002,Norman,
2017,,Norman,
2018,,Norman,
2014,,North Charleston,
2015,269.49,North Charleston,
2016,,North Charleston,
2017,14.76,North Charleston,
2018,,North Charleston,
2014,2040.476,North Las Vegas,
2015,1347.2700000000002,North Las Vegas,
2016,4743.656000000001,North Las Vegas,
2017,1669.6,North Las Vegas,
2018,,North Las Vegas,
2014,7.6320000000000014,North Miami,
2015,14.496000000000002,North Miami,
2016,,North Miami,
2017,,North Miami,
2018,,North Miami,
2014,,Norwich,
2015,392.34,Norwich,
2016,11.34,Norwich,
2017,10.36,Norwich,
2018,,Norwich,
2014,,Oak Park,
2015,,Oak Park,
2016,,Oak Park,
2017,591.0519999999999,Oak Park,
2018,,Oak Park,
2014,180.69,Oakland,
2015,1273.6660000000002,Oakland,
2016,589.676,Oakland,
2017,3920.386000000001,Oakland,
2018,,Oakland,
2014,25.951999999999998,Oceanside,
2015,2118.7459999999996,Oceanside,
2016,1618.828,Oceanside,
2017,587.212,Oceanside,
2018,,Oceanside,
2014,340.116,Odessa,
2015,,Odessa,
2016,606.2139999999998,Odessa,
2017,13.761999999999997,Odessa,
2018,16.032,Odessa,
2014,479.96,Oklahoma City,
2015,1971.4599999999998,Oklahoma City,
2016,2845.64,Oklahoma City,
2017,1299.7600000000002,Oklahoma City,
2018,,Oklahoma City,
2014,787.8499999999999,Olathe,
2015,,Olathe,
2016,107.94,Olathe,
2017,,Olathe,
2018,,Olathe,
2014,649.5999999999999,Olympia,
2015,201.568,Olympia,
2016,,Olympia,
2017,169.28,Olympia,
2018,,Olympia,
2014,210.01999999999998,Omaha,
2015,576.71,Omaha,
2016,2967.7200000000003,Omaha,
2017,2558.0800000000004,Omaha,
2018,,Omaha,
2014,,Ontario,
2015,,Ontario,
2016,,Ontario,
2017,283.92,Ontario,
2018,,Ontario,
2014,81.88000000000001,Orange,
2015,,Orange,
2016,53.370000000000005,Orange,
2017,75.85999999999999,Orange,
2018,,Orange,
2014,133.12800000000001,Orem,
2015,1745.71,Orem,
2016,58.94,Orem,
2017,11.68,Orem,
2018,,Orem,
2014,,Orem,Black
2015,1044.6299999999999,Orem,Black
2016,,Orem,Black
2017,,Orem,Black
2018,,Orem,Black
2014,,Orland Park,Blue
2015,339.96000000000004,Orland Park,Blue
2016,,Orland Park,Blue
2017,,Orland Park,Blue
2018,,Orland Park,Blue
2014,6.642000000000001,Orlando,
2015,87.168,Orlando,
2016,574.056,Orlando,
2017,1072.2140000000004,Orlando,
2018,,Orlando,
2014,,Ormond Beach,
2015,,Ormond Beach,
2016,,Ormond Beach,
2017,2.8080000000000007,Ormond Beach,
2018,,Ormond Beach,
2014,321.97799999999995,Oswego,
2015,,Oswego,
2016,,Oswego,
2017,,Oswego,
2018,,Oswego,
2014,,Overland Park,
2015,,Overland Park,
2016,186.95,Overland Park,
2017,419.96,Overland Park,
2018,,Overland Park,
2014,25.5,Owensboro,
2015,45.68,Owensboro,
2016,,Owensboro,
2017,,Owensboro,
2018,,Owensboro,
2014,127.94999999999999,Oxnard,
2015,131.48000000000002,Oxnard,
2016,1215.7200000000003,Oxnard,
2017,82.95,Oxnard,
2018,,Oxnard,
2014,,Palatine,
2015,,Palatine,
2016,,Palatine,
2017,116.312,Palatine,
2018,,Palatine,
2014,242.54600000000002,Palm Coast,
2015,,Palm Coast,
2016,7.434000000000001,Palm Coast,
2017,24.448,Palm Coast,
2018,,Palm Coast,
2014,,Park Ridge,
2015,254.74400000000003,Park Ridge,
2016,286.40000000000003,Park Ridge,
2017,143.85600000000002,Park Ridge,
2018,,Park Ridge,
2014,,Parker,
2015,,Parker,
2016,874.3080000000001,Parker,
2017,193.63400000000001,Parker,
2018,,Parker,
2014,191.33999999999997,Parma,
2015,,Parma,
2016,3652.064,Parma,
2017,36.352000000000004,Parma,
2018,,Parma,
2014,493.15200000000004,Pasadena,
2015,170.35200000000003,Pasadena,
2016,2890.852,Pasadena,
2017,2362.236,Pasadena,
2018,,Pasadena,
2014,,Pasadena,Blue
2015,671.93,Pasadena,Blue
2016,,Pasadena,Blue
2017,,Pasadena,Blue
2018,,Pasadena,Blue
2014,,Pasadena,Purple
2015,,Pasadena,Purple
2016,,Pasadena,Purple
2017,1.6239999999999994,Pasadena,Purple
2018,,Pasadena,Purple
2014,1771.52,Pasco,
2015,,Pasco,
2016,,Pasco,
2017,429.592,Pasco,
2018,,Pasco,
2014,,Passaic,
2015,,Passaic,
2016,1562.0860000000002,Passaic,
2017,,Passaic,
2018,,Passaic,
2014,,Paterson,
2015,744.75,Paterson,
2016,475.85999999999996,Paterson,
2017,1022.5999999999999,Paterson,
2018,,Paterson,
2014,,Pearland,
2015,,Pearland,
2016,,Pearland,
2017,494.9960000000001,Pearland,
2018,,Pearland,
2014,,Pembroke Pines,
2015,,Pembroke Pines,
2016,24.066,Pembroke Pines,
2017,1230.8760000000002,Pembroke Pines,
2018,,Pembroke Pines,
2014,,Pembroke Pines,Black
2015,375.45750000000004,Pembroke Pines,Black
2016,,Pembroke Pines,Black
2017,,Pembroke Pines,Black
2018,,Pembroke Pines,Black
2014,,Pembroke Pines,Maroon
2015,83.97600000000001,Pembroke Pines,Maroon
2016,,Pembroke Pines,Maroon
2017,,Pembroke Pines,Maroon
2018,,Pembroke Pines,Maroon
2014,,Pensacola,
2015,,Pensacola,
2016,2.2140000000000004,Pensacola,
2017,,Pensacola,
2018,,Pensacola,
2014,,Peoria,
2015,963.806,Peoria,
2016,3.979999999999999,Peoria,
2017,736.604,Peoria,
2018,125.97999999999999,Peoria,
2014,12.461999999999996,Peoria,Black
2015,,Peoria,Black
2016,,Peoria,Black
2017,,Peoria,Black
2018,,Peoria,Black
2014,,Perth Amboy,
2015,286.78999999999996,Perth Amboy,
2016,1252.08,Perth Amboy,
2017,178.20999999999998,Perth Amboy,
2018,,Perth Amboy,
2014,,Pharr,
2015,,Pharr,
2016,1416.3039999999999,Pharr,
2017,124.404,Pharr,
2018,,Pharr,
2014,16728.618,Philadelphia,
2015,15848.954999999998,Philadelphia,
2016,28827.328000000005,Philadelphia,
2017,41407.272,Philadelphia,
2018,,Philadelphia,
2014,,Philadelphia,Black
2015,15.76,Philadelphia,Black
2016,37.76400000000001,Philadelphia,Black
2017,11.648000000000001,Philadelphia,Black
2018,,Philadelphia,Black
2014,171.06400000000002,Philadelphia,Blue
2015,9.618000000000002,Philadelphia,Blue
2016,,Philadelphia,Blue
2017,16.056,Philadelphia,Blue
2018,,Philadelphia,Blue
2014,17.856,Philadelphia,Maroon
2015,,Philadelphia,Maroon
2016,82.8,Philadelphia,Maroon
2017,18.176,Philadelphia,Maroon
2018,,Philadelphia,Maroon
2014,,Philadelphia,Orange
2015,3.2640000000000002,Philadelphia,Orange
2016,54.224000000000004,Philadelphia,Orange
2017,,Philadelphia,Orange
2018,,Philadelphia,Orange
2014,30.991999999999997,Philadelphia,Purple
2015,3086.3900000000003,Philadelphia,Purple
2016,4.896000000000001,Philadelphia,Purple
2017,27.785999999999998,Philadelphia,Purple
2018,,Philadelphia,Purple
2014,,Philadelphia,Red
2015,86.304,Philadelphia,Red
2016,786.744,Philadelphia,Red
2017,,Philadelphia,Red
2018,,Philadelphia,Red
2014,509.9700000000001,Philadelphia,Voilet
2015,536.724,Philadelphia,Voilet
2016,20.724000000000004,Philadelphia,Voilet
2017,59.712,Philadelphia,Voilet
2018,,Philadelphia,Voilet
2014,,Philadelphia,White
2015,124.20000000000002,Philadelphia,White
2016,290.898,Philadelphia,White
2017,,Philadelphia,White
2018,,Philadelphia,White
2014,,Philadelphia,Yellow
2015,6.858000000000001,Philadelphia,Yellow
2016,183.04000000000002,Philadelphia,Yellow
2017,71.37199999999999,Philadelphia,Yellow
2018,,Philadelphia,Yellow
2014,1164.7650000000003,Phoenix,
2015,3678.716,Phoenix,
2016,2336.272,Phoenix,
2017,3574.1240000000003,Phoenix,
2018,,Phoenix,
2014,,Phoenix,Blue
2015,,Phoenix,Blue
2016,,Phoenix,Blue
2017,243.99200000000002,Phoenix,Blue
2018,,Phoenix,Blue
2014,,Phoenix,Purple
2015,,Phoenix,Purple
2016,,Phoenix,Purple
2017,2.3880000000000003,Phoenix,Purple
2018,,Phoenix,Purple
2014,,Pico Rivera,
2015,,Pico Rivera,
2016,,Pico Rivera,
2017,145.9,Pico Rivera,
2018,,Pico Rivera,
2014,,Pine Bluff,
2015,,Pine Bluff,
2016,,Pine Bluff,
2017,212.91000000000003,Pine Bluff,
2018,,Pine Bluff,
2014,79.56,Plainfield,
2015,,Plainfield,
2016,910.53,Plainfield,
2017,3536.7599999999998,Plainfield,
2018,,Plainfield,
2014,2244.3705999999997,Plano,
2015,,Plano,
2016,13.616,Plano,
2017,1272.388,Plano,
2018,,Plano,
2014,,Plantation,
2015,1436.836,Plantation,
2016,,Plantation,
2017,,Plantation,
2018,,Plantation,
2014,2126.0340000000006,Pleasant Grove,
2015,12.144,Pleasant Grove,
2016,,Pleasant Grove,
2017,,Pleasant Grove,
2018,,Pleasant Grove,
2014,,Pocatello,
2015,495.736,Pocatello,
2016,34.68,Pocatello,
2017,814.5260000000001,Pocatello,
2018,,Pocatello,
2014,118.73,Pomona,
2015,942.3520000000001,Pomona,
2016,,Pomona,
2017,421.42,Pomona,
2018,,Pomona,
2014,,Pompano Beach,
2015,,Pompano Beach,
2016,,Pompano Beach,
2017,90.44,Pompano Beach,
2018,,Pompano Beach,
2014,5.184000000000001,Port Arthur,
2015,697.8208,Port Arthur,
2016,,Port Arthur,
2017,34.048,Port Arthur,
2018,,Port Arthur,
2014,,Port Orange,
2015,,Port Orange,
2016,,Port Orange,
2017,7.824,Port Orange,
2018,,Port Orange,
2014,,Port Saint Lucie,
2015,231.92000000000002,Port Saint Lucie,
2016,2.6940000000000004,Port Saint Lucie,
2017,14.336000000000002,Port Saint Lucie,
2018,,Port Saint Lucie,
2014,16.28,Portage,
2015,,Portage,
2016,,Portage,
2017,,Portage,
2018,,Portage,
2014,746.5840000000001,Portland,
2015,1257.3820000000003,Portland,
2016,923.869,Portland,
2017,705.6880000000001,Portland,
2018,,Portland,
2014,,Portland,Black
2015,31.104000000000006,Portland,Black
2016,,Portland,Black
2017,,Portland,Black
2018,,Portland,Black
2014,,Portland,Red
2015,141.76,Portland,Red
2016,,Portland,Red
2017,,Portland,Red
2018,,Portland,Red
2014,,Portland,Yellow
2015,239.80000000000004,Portland,Yellow
2016,,Portland,Yellow
2017,5.682000000000001,Portland,Yellow
2018,,Portland,Yellow
2014,,Providence,
2015,3894.33,Providence,
2016,10973.68,Providence,
2017,1112.64,Providence,
2018,,Providence,
2014,21.98,Provo,
2015,912.75,Provo,
2016,44.400000000000006,Provo,
2017,1782.1040000000003,Provo,
2018,,Provo,
2014,36.252,Pueblo,
2015,849.136,Pueblo,
2016,801.5500000000001,Pueblo,
2017,,Pueblo,
2018,,Pueblo,
2014,,Quincy,
2015,231.824,Quincy,
2016,551.739,Quincy,
2017,393.76,Quincy,
2018,,Quincy,
2014,,Quincy,Maroon
2015,,Quincy,Maroon
2016,99.13600000000001,Quincy,Maroon
2017,,Quincy,Maroon
2018,,Quincy,Maroon
2014,524.528,Raleigh,
2015,474.60400000000004,Raleigh,
2016,2234.548,Raleigh,
2017,1273.8600000000004,Raleigh,
2018,,Raleigh,
2014,34.272,Rancho Cucamonga,
2015,5.76,Rancho Cucamonga,
2016,,Rancho Cucamonga,
2017,191.82,Rancho Cucamonga,
2018,,Rancho Cucamonga,
2014,152.64000000000001,Rapid City,
2015,,Rapid City,
2016,,Rapid City,
2017,,Rapid City,
2018,,Rapid City,
2014,545.928,Reading,
2015,15.008000000000003,Reading,
2016,303.92,Reading,
2017,8.856,Reading,
2018,,Reading,
2014,333.576,Redding,
2015,,Redding,
2016,,Redding,
2017,,Redding,
2018,,Redding,
2014,,Redlands,
2015,2752.161,Redlands,
2016,124.58,Redlands,
2017,,Redlands,
2018,,Redlands,
2014,,Redlands,Yellow
2015,14.280000000000001,Redlands,Yellow
2016,,Redlands,Yellow
2017,,Redlands,Yellow
2018,,Redlands,Yellow
2014,,Redmond,
2015,711.7840000000001,Redmond,
2016,78.26400000000001,Redmond,
2017,308.209,Redmond,
2018,,Redmond,
2014,1847.683,Redondo Beach,
2015,,Redondo Beach,
2016,112.12,Redondo Beach,
2017,,Redondo Beach,
2018,,Redondo Beach,
2014,,Redwood City,
2015,,Redwood City,
2016,41.904,Redwood City,
2017,,Redwood City,
2018,,Redwood City,
2014,480.654,Reno,
2015,,Reno,
2016,,Reno,
2017,163.408,Reno,
2018,,Reno,
2014,,Renton,
2015,,Renton,
2016,,Renton,
2017,1242.6319999999998,Renton,
2018,,Renton,
2014,73.19999999999999,Revere,
2015,760.06,Revere,
2016,,Revere,
2017,,Revere,
2018,,Revere,
2014,,Richardson,Purple
2015,,Richardson,Purple
2016,190.92,Richardson,Purple
2017,,Richardson,Purple
2018,,Richardson,Purple
2014,,Richardson,Voilet
2015,,Richardson,Voilet
2016,1097.5440000000003,Richardson,Voilet
2017,,Richardson,Voilet
2018,,Richardson,Voilet
2014,2673.88,Richmond,
2015,1979.91,Richmond,
2016,4475.29,Richmond,
2017,9008.85,Richmond,
2018,,Richmond,
2014,,Rio Rancho,
2015,1114.192,Rio Rancho,
2016,,Rio Rancho,
2017,,Rio Rancho,
2018,,Rio Rancho,
2014,602.4300000000001,Riverside,
2015,160.4,Riverside,
2016,1173.616,Riverside,
2017,7.800000000000001,Riverside,
2018,,Riverside,
2014,491.03999999999996,Rochester,
2015,3121.99,Rochester,
2016,2164.16,Rochester,
2017,2147.2700000000004,Rochester,
2018,,Rochester,
2014,,Rochester,Black
2015,,Rochester,Black
2016,,Rochester,Black
2017,6.16,Rochester,Black
2018,,Rochester,Black
2014,,Rochester,Orange
2015,,Rochester,Orange
2016,23.92,Rochester,Orange
2017,,Rochester,Orange
2018,,Rochester,Orange
2014,,Rochester,Yellow
2015,,Rochester,Yellow
2016,,Rochester,Yellow
2017,19.99,Rochester,Yellow
2018,,Rochester,Yellow
2014,,Rochester Hills,
2015,,Rochester Hills,
2016,,Rochester Hills,
2017,132.52,Rochester Hills,
2018,,Rochester Hills,
2014,11.850000000000001,Rock Hill,
2015,,Rock Hill,
2016,,Rock Hill,
2017,,Rock Hill,
2018,,Rock Hill,
2014,,Rockford,
2015,128.744,Rockford,
2016,2521.5840000000003,Rockford,
2017,515.9,Rockford,
2018,,Rockford,
2014,,Rockville,
2015,26.82,Rockville,
2016,442.95000000000005,Rockville,
