Orders.Category	Orders.Country	Orders.Order Date.Variation.Date Hierarchy.Year	Orders.Order Date.Variation.Date Hierarchy.Month	Orders.Order Date.Variation.Date Hierarchy.Day	Sum(Orders.Profit)
Office Supplies	United States	2016	February	7	14.225
Technology	United States	2016	February	7	59.9975
Furniture	United States	2016	February	8	0
Office Supplies	United States	2016	February	8	
Technology	United States	2016	February	8	126.8973
Furniture	United States	2016	February	9	
Office Supplies	United States	2016	February	9	
Technology	United States	2016	February	9	50.7378
Furniture	United States	2016	February	11	
Office Supplies	United States	2016	February	11	
Technology	United States	2016	February	11	0.6993
Furniture	United States	2016	February	12	
Office Supplies	United States	2016	February	12	182.998
Technology	United States	2016	February	12	
Furniture	United States	2016	February	13	
Office Supplies	United States	2016	February	13	73.41
Technology	United States	2016	February	13	
Furniture	United States	2016	February	14	-42.5334
Office Supplies	United States	2016	February	14	72.9081
Technology	United States	2016	February	14	
Furniture	United States	2016	February	15	
Office Supplies	United States	2016	February	15	128.0602
Technology	United States	2016	February	15	
Furniture	United States	2016	February	16	108.6876
Office Supplies	United States	2016	February	16	-219.3012
Technology	United States	2016	February	16	39.5868
Furniture	United States	2016	February	19	14.6718
Office Supplies	United States	2016	February	19	53.7907
Technology	United States	2016	February	19	
Furniture	United States	2016	February	20	
Office Supplies	United States	2016	February	20	5.5674
Technology	United States	2016	February	20	
Furniture	United States	2016	February	21	95.501
Office Supplies	United States	2016	February	21	109.3851
Technology	United States	2016	February	21	2.7784
Furniture	United States	2016	February	22	
Office Supplies	United States	2016	February	22	142.2951
Technology	United States	2016	February	22	70.9658
Furniture	United States	2016	February	23	
Office Supplies	United States	2016	February	23	21.591
Technology	United States	2016	February	23	
Furniture	United States	2016	February	25	
Office Supplies	United States	2016	February	25	17.52
Technology	United States	2016	February	25	
Furniture	United States	2016	February	27	-6.8816
Office Supplies	United States	2016	February	27	77.9652
Technology	United States	2016	February	27	
Furniture	United States	2016	February	28	
Office Supplies	United States	2016	February	28	18.24
Technology	United States	2016	February	28	
Furniture	United States	2016	February	29	
Office Supplies	United States	2016	February	29	8.3328
Technology	United States	2016	February	29	
Furniture	United States	2016	March	1	-264.9208
Office Supplies	United States	2016	March	1	117.3816
Technology	United States	2016	March	1	2414.9643
Furniture	United States	2016	March	3	-171.927
Office Supplies	United States	2016	March	3	-450.885
Technology	United States	2016	March	3	239.0687
Furniture	United States	2016	March	4	
Office Supplies	United States	2016	March	4	72.6551
Technology	United States	2016	March	4	57.5928
Furniture	United States	2016	March	5	
Office Supplies	United States	2016	March	5	49.5943
Technology	United States	2016	March	5	
Furniture	United States	2016	March	6	-294.0904
Office Supplies	United States	2016	March	6	-10.5648
Technology	United States	2016	March	6	-84.5003
Furniture	United States	2016	March	7	
Office Supplies	United States	2016	March	7	
Technology	United States	2016	March	7	1.5804
Furniture	United States	2016	March	8	40.4655
Office Supplies	United States	2016	March	8	107.7732
Technology	United States	2016	March	8	68.3011
Furniture	United States	2016	March	9	88.725
Office Supplies	United States	2016	March	9	35.4636
Technology	United States	2016	March	9	87.89
Furniture	United States	2016	March	10	-22.098
Office Supplies	United States	2016	March	10	13.6955
Technology	United States	2016	March	10	754.2348
Furniture	United States	2016	March	11	9.645
Office Supplies	United States	2016	March	11	133.3494
Technology	United States	2016	March	11	19.7714
Furniture	United States	2016	March	12	77.0352
Office Supplies	United States	2016	March	12	90.7221
Technology	United States	2016	March	12	
Furniture	United States	2016	March	13	42.7504
Office Supplies	United States	2016	March	13	111.8717
Technology	United States	2016	March	13	-697.9567
Furniture	United States	2016	March	14	-25.6913
Office Supplies	United States	2016	March	14	32.3955
Technology	United States	2016	March	14	
Furniture	United States	2016	March	15	-58.929
Office Supplies	United States	2016	March	15	133.932
Technology	United States	2016	March	15	-13.6461
Furniture	United States	2016	March	17	252.59
Office Supplies	United States	2016	March	17	413.8599
Technology	United States	2016	March	17	42.2542
Furniture	United States	2016	March	18	-94.941
Office Supplies	United States	2016	March	18	87.18
Technology	United States	2016	March	18	
Furniture	United States	2016	March	19	-85.0022
Office Supplies	United States	2016	March	19	-20.724
Technology	United States	2016	March	19	
Furniture	United States	2016	March	20	184.4416
Office Supplies	United States	2016	March	20	-2.0097
Technology	United States	2016	March	20	-19.2368
Furniture	United States	2016	March	21	-1.4196
Office Supplies	United States	2016	March	21	-2.7414
Technology	United States	2016	March	21	
Furniture	United States	2016	March	22	14.6902
Office Supplies	United States	2016	March	22	
Technology	United States	2016	March	22	19.3314
Furniture	United States	2016	March	24	-241.176
Office Supplies	United States	2016	March	24	11.9732
Technology	United States	2016	March	24	25.198
Furniture	United States	2016	March	25	
Office Supplies	United States	2016	March	25	17.856
Technology	United States	2016	March	25	244.6155
Furniture	United States	2016	March	26	
Office Supplies	United States	2016	March	26	38.4981
Technology	United States	2016	March	26	-17.9964
Furniture	United States	2016	March	27	19.8808
Office Supplies	United States	2016	March	27	15.9446
Technology	United States	2016	March	27	
Furniture	United States	2016	March	28	
Office Supplies	United States	2016	March	28	11.6594
Technology	United States	2016	March	28	
Furniture	United States	2016	March	29	-79.9624
Office Supplies	United States	2016	March	29	46.9687
Technology	United States	2016	March	29	24.0008
Furniture	United States	2016	March	30	
Office Supplies	United States	2016	March	30	5.5566
Technology	United States	2016	March	30	
Furniture	United States	2016	March	31	54.666
Office Supplies	United States	2016	March	31	
Technology	United States	2016	March	31	-59.6367
Furniture	United States	2016	April	1	295.8736
Office Supplies	United States	2016	April	1	180.5064
Technology	United States	2016	April	1	9.391
Furniture	United States	2016	April	2	378.274
Office Supplies	United States	2016	April	2	
Technology	United States	2016	April	2	
Furniture	United States	2016	April	3	22.0472
Office Supplies	United States	2016	April	3	-79.995
Technology	United States	2016	April	3	124.7808
Furniture	United States	2016	April	4	7.4376
Office Supplies	United States	2016	April	4	205.1309
Technology	United States	2016	April	4	43.7862
Furniture	United States	2016	April	5	
Office Supplies	United States	2016	April	5	-149.5944
Technology	United States	2016	April	5	-27.7158
Furniture	United States	2016	April	6	
Office Supplies	United States	2016	April	6	
Technology	United States	2016	April	6	336.635
Furniture	United States	2016	April	7	146.388
Office Supplies	United States	2016	April	7	25.383
Technology	United States	2016	April	7	374.9925
Furniture	United States	2016	April	8	122.1106
Office Supplies	United States	2016	April	8	-1867.8995
Technology	United States	2016	April	8	64.7892
Furniture	United States	2016	April	9	6.549
Office Supplies	United States	2016	April	9	15.2439
Technology	United States	2016	April	9	134.654
Furniture	United States	2016	April	10	
Office Supplies	United States	2016	April	10	158.1682
Technology	United States	2016	April	10	
Furniture	United States	2016	April	12	7.307
Office Supplies	United States	2016	April	12	52.1249
Technology	United States	2016	April	12	
Furniture	United States	2016	April	13	
Office Supplies	United States	2016	April	13	2.8764
Technology	United States	2016	April	13	
Furniture	United States	2016	April	14	143.4028
Office Supplies	United States	2016	April	14	28.2558
Technology	United States	2016	April	14	
Furniture	United States	2016	April	15	0
Office Supplies	United States	2016	April	15	-68.3747
Technology	United States	2016	April	15	131.382
Furniture	United States	2016	April	16	3.2868
Office Supplies	United States	2016	April	16	56.4822
Technology	United States	2016	April	16	2374.3342
Furniture	United States	2016	April	17	44.3668
Office Supplies	United States	2016	April	17	9.0055
Technology	United States	2016	April	17	4.1391
Furniture	United States	2016	April	18	-160.6094
Office Supplies	United States	2016	April	18	90.9858
Technology	United States	2016	April	18	7.9812
Furniture	United States	2016	April	19	-58.1332
Office Supplies	United States	2016	April	19	239.1422
Technology	United States	2016	April	19	13.7664
Furniture	United States	2016	April	21	
Office Supplies	United States	2016	April	21	-174.7428
Technology	United States	2016	April	21	
Furniture	United States	2016	April	22	-788.3384
Office Supplies	United States	2016	April	22	-38.2212
Technology	United States	2016	April	22	
Furniture	United States	2016	April	23	
Office Supplies	United States	2016	April	23	209.1835
Technology	United States	2016	April	23	34.9965
Furniture	United States	2016	April	24	149.148
Office Supplies	United States	2016	April	24	4.662
Technology	United States	2016	April	24	64.674
Furniture	United States	2016	April	25	
Office Supplies	United States	2016	April	25	-17.2432
Technology	United States	2016	April	25	-20.7
Furniture	United States	2016	April	26	62.7822
Office Supplies	United States	2016	April	26	
Technology	United States	2016	April	26	
Furniture	United States	2016	April	28	-29.2632
Office Supplies	United States	2016	April	28	15.6424
Technology	United States	2016	April	28	41.5773
Furniture	United States	2016	April	30	12.204
Office Supplies	United States	2016	April	30	2.7956
Technology	United States	2016	April	30	
Furniture	United States	2016	May	1	-142.071
Office Supplies	United States	2016	May	1	66.8284
Technology	United States	2016	May	1	
Furniture	United States	2016	May	2	-10.58
Office Supplies	United States	2016	May	2	68.6874
Technology	United States	2016	May	2	
Furniture	United States	2016	May	3	10.3936
Office Supplies	United States	2016	May	3	-114.0771
Technology	United States	2016	May	3	-205.7631
Furniture	United States	2016	May	5	329.3534
Office Supplies	United States	2016	May	5	78.4516
Technology	United States	2016	May	5	41.5062
Furniture	United States	2016	May	6	25.7703
Office Supplies	United States	2016	May	6	27.165
Technology	United States	2016	May	6	-3.272
Furniture	United States	2016	May	7	87.0544
Office Supplies	United States	2016	May	7	53.0966
Technology	United States	2016	May	7	1181.98
Furniture	United States	2016	May	8	42.392
Office Supplies	United States	2016	May	8	105.0425
Technology	United States	2016	May	8	7.264
Furniture	United States	2016	May	9	
Office Supplies	United States	2016	May	9	-5.5622
Technology	United States	2016	May	9	15.0708
Furniture	United States	2016	May	10	
Office Supplies	United States	2016	May	10	8.2472
Technology	United States	2016	May	10	-123.998
Furniture	United States	2016	May	11	
Office Supplies	United States	2016	May	11	2.691
Technology	United States	2016	May	11	
Furniture	United States	2016	May	12	4.4088
Office Supplies	United States	2016	May	12	12.6387
Technology	United States	2016	May	12	350.1408
Furniture	United States	2016	May	14	38.0718
Office Supplies	United States	2016	May	14	-50.2754
Technology	United States	2016	May	14	53.0611
Furniture	United States	2016	May	15	
Office Supplies	United States	2016	May	15	273.3048
Technology	United States	2016	May	15	
Furniture	United States	2016	May	16	19.7988
Office Supplies	United States	2016	May	16	21.8022
Technology	United States	2016	May	16	
Furniture	United States	2016	May	17	7.1504
Office Supplies	United States	2016	May	17	9.2305
Technology	United States	2016	May	17	
Furniture	United States	2016	May	18	
Office Supplies	United States	2016	May	18	34.8606
Technology	United States	2016	May	18	
Furniture	United States	2016	May	19	207.1608
Office Supplies	United States	2016	May	19	118.6382
Technology	United States	2016	May	19	
Furniture	United States	2016	May	20	272.792
Office Supplies	United States	2016	May	20	-29.7402
Technology	United States	2016	May	20	85.2475
Furniture	United States	2016	May	21	
Office Supplies	United States	2016	May	21	76.7289
Technology	United States	2016	May	21	194.482
Furniture	United States	2016	May	22	-19.9184
Office Supplies	United States	2016	May	22	192.4585
Technology	United States	2016	May	22	213.7346
Furniture	United States	2016	May	23	16.302
Office Supplies	United States	2016	May	23	1.873
Technology	United States	2016	May	23	1244.015
Furniture	United States	2016	May	24	
Office Supplies	United States	2016	May	24	115.4542
Technology	United States	2016	May	24	
Furniture	United States	2016	May	25	6.24
Office Supplies	United States	2016	May	25	161.4108
Technology	United States	2016	May	25	
Furniture	United States	2016	May	26	-144.917
Office Supplies	United States	2016	May	26	70.7678
Technology	United States	2016	May	26	144.7798
Furniture	United States	2016	May	27	665.9466
Office Supplies	United States	2016	May	27	323.619
Technology	United States	2016	May	27	
Furniture	United States	2016	May	28	-24.392
Office Supplies	United States	2016	May	28	255.1018
Technology	United States	2016	May	28	74.836
Furniture	United States	2016	May	29	14.547
Office Supplies	United States	2016	May	29	3.0629
Technology	United States	2016	May	29	274.386
Furniture	United States	2016	May	30	470.0118
Office Supplies	United States	2016	May	30	503.3377
Technology	United States	2016	May	30	804.6464
Furniture	United States	2016	May	31	-51.0414
Office Supplies	United States	2016	May	31	12.658
Technology	United States	2016	May	31	88.053
Furniture	United States	2016	June	2	
Office Supplies	United States	2016	June	2	23.5796
Technology	United States	2016	June	2	
Furniture	United States	2016	June	3	-1.7772
Office Supplies	United States	2016	June	3	
Technology	United States	2016	June	3	
Furniture	United States	2016	June	4	-458.8368
Office Supplies	United States	2016	June	4	53.2852
Technology	United States	2016	June	4	375.6539
Furniture	United States	2016	June	5	
Office Supplies	United States	2016	June	5	121.3312
Technology	United States	2016	June	5	
Furniture	United States	2016	June	6	34.974
Office Supplies	United States	2016	June	6	384.0046
Technology	United States	2016	June	6	630.5029
Furniture	United States	2016	June	7	
Office Supplies	United States	2016	June	7	22.9219
Technology	United States	2016	June	7	
Furniture	United States	2016	June	9	186.9996
Office Supplies	United States	2016	June	9	
Technology	United States	2016	June	9	-7.8615
Furniture	United States	2016	June	10	-217.048
Office Supplies	United States	2016	June	10	33.4584
Technology	United States	2016	June	10	
Furniture	United States	2016	June	11	24.7573
Office Supplies	United States	2016	June	11	8.617
Technology	United States	2016	June	11	204.5808
Furniture	United States	2016	June	12	-105.4252
Office Supplies	United States	2016	June	12	324.9964
Technology	United States	2016	June	12	62.9307
Furniture	United States	2016	June	13	
Office Supplies	United States	2016	June	13	20.4428
Technology	United States	2016	June	13	94.4925
Furniture	United States	2016	June	14	336.7305
Office Supplies	United States	2016	June	14	-22.0768
Technology	United States	2016	June	14	11.9737
Furniture	United States	2016	June	15	
Office Supplies	United States	2016	June	15	54.215
Technology	United States	2016	June	15	
Furniture	United States	2016	June	16	
Office Supplies	United States	2016	June	16	26.3205
Technology	United States	2016	June	16	-1.8295
Furniture	United States	2016	June	17	-151.3262
Office Supplies	United States	2016	June	17	272.267
Technology	United States	2016	June	17	156.3819
Furniture	United States	2016	June	18	
Office Supplies	United States	2016	June	18	115.9074
Technology	United States	2016	June	18	
Furniture	United States	2016	June	19	
Office Supplies	United States	2016	June	19	8.0464
Technology	United States	2016	June	19	
Furniture	United States	2016	June	20	15.5745
Office Supplies	United States	2016	June	20	100.311
Technology	United States	2016	June	20	37.9972
Furniture	United States	2016	June	21	-44.196
Office Supplies	United States	2016	June	21	71.9552
Technology	United States	2016	June	21	
Furniture	United States	2016	June	23	
Office Supplies	United States	2016	June	23	248.0978
Technology	United States	2016	June	23	97.0137
Furniture	United States	2016	June	24	
Office Supplies	United States	2016	June	24	103.158
Technology	United States	2016	June	24	617.5348
Furniture	United States	2016	June	25	-50.3468
Office Supplies	United States	2016	June	25	-61.7748
Technology	United States	2016	June	25	
Furniture	United States	2016	June	26	19.2522
Office Supplies	United States	2016	June	26	347.7898
Technology	United States	2016	June	26	61.814
Furniture	United States	2016	June	27	-7.7094
Office Supplies	United States	2016	June	27	12.1758
Technology	United States	2016	June	27	12.599
Furniture	United States	2016	June	28	20.7332
Office Supplies	United States	2016	June	28	169.5601
Technology	United States	2016	June	28	35.9976
Furniture	United States	2016	June	29	
Office Supplies	United States	2016	June	29	19.188
Technology	United States	2016	June	29	
Furniture	United States	2016	June	30	291.3778
Office Supplies	United States	2016	June	30	9.7119
Technology	United States	2016	June	30	-0.6265
Furniture	United States	2016	July	1	
Office Supplies	United States	2016	July	1	89.4816
Technology	United States	2016	July	1	456.153
Furniture	United States	2016	July	2	19.5184
Office Supplies	United States	2016	July	2	17.6722
Technology	United States	2016	July	2	
Furniture	United States	2016	July	3	
Office Supplies	United States	2016	July	3	242.9458
Technology	United States	2016	July	3	
Furniture	United States	2016	July	4	243.007
Office Supplies	United States	2016	July	4	21.2196
Technology	United States	2016	July	4	28.9635
Furniture	United States	2016	July	7	28.1134
Office Supplies	United States	2016	July	7	47.878
Technology	United States	2016	July	7	931.9878
Furniture	United States	2016	July	8	74.574
Office Supplies	United States	2016	July	8	0.134
Technology	United States	2016	July	8	168.9011
Furniture	United States	2016	July	9	87.4096
Office Supplies	United States	2016	July	9	
Technology	United States	2016	July	9	
Furniture	United States	2016	July	10	
Office Supplies	United States	2016	July	10	-50.8696
Technology	United States	2016	July	10	-319.1916
Furniture	United States	2016	July	12	
Office Supplies	United States	2016	July	12	
Technology	United States	2016	July	12	7.182
Furniture	United States	2016	July	14	47.4066
Office Supplies	United States	2016	July	14	193.1162
Technology	United States	2016	July	14	110.2467
Furniture	United States	2016	July	15	23.028
Office Supplies	United States	2016	July	15	46.726
Technology	United States	2016	July	15	
Furniture	United States	2016	July	16	-3.8208
Office Supplies	United States	2016	July	16	64.1904
Technology	United States	2016	July	16	-125.9156
Furniture	United States	2016	July	17	15.3612
Office Supplies	United States	2016	July	17	244.4429
Technology	United States	2016	July	17	365.8776
Furniture	United States	2016	July	18	90.9068
Office Supplies	United States	2016	July	18	1.8148
Technology	United States	2016	July	18	6.8094
Furniture	United States	2016	July	19	202.3128
Office Supplies	United States	2016	July	19	161.1094
Technology	United States	2016	July	19	137.0878
Furniture	United States	2016	July	20	
Office Supplies	United States	2016	July	20	
Technology	United States	2016	July	20	43.176
Furniture	United States	2016	July	21	0
Office Supplies	United States	2016	July	21	205.748
Technology	United States	2016	July	21	
Furniture	United States	2016	July	22	12.6716
Office Supplies	United States	2016	July	22	227.6946
Technology	United States	2016	July	22	36.2835
Furniture	United States	2016	July	23	
Office Supplies	United States	2016	July	23	0.547
Technology	United States	2016	July	23	-99.9859
Furniture	United States	2016	July	24	31.0156
Office Supplies	United States	2016	July	24	21.228
Technology	United States	2016	July	24	
Furniture	United States	2016	July	25	636.105
Office Supplies	United States	2016	July	25	149.3638
Technology	United States	2016	July	25	323.7683
Furniture	United States	2016	July	28	-466.358
Office Supplies	United States	2016	July	28	-840.7122
Technology	United States	2016	July	28	
Furniture	United States	2016	July	29	
Office Supplies	United States	2016	July	29	-12.0947
Technology	United States	2016	July	29	
Furniture	United States	2016	July	30	
Office Supplies	United States	2016	July	30	219.9664
Technology	United States	2016	July	30	
Furniture	United States	2016	July	31	-2.3439
Office Supplies	United States	2016	July	31	72.358
Technology	United States	2016	July	31	198.6668
Furniture	United States	2016	August	1	3.1382
Office Supplies	United States	2016	August	1	20.4192
Technology	United States	2016	August	1	90.9762
Furniture	United States	2016	August	2	15.3522
Office Supplies	United States	2016	August	2	4.704
Technology	United States	2016	August	2	33.3576
Furniture	United States	2016	August	3	
Office Supplies	United States	2016	August	3	38.3238
Technology	United States	2016	August	3	23.4192
Furniture	United States	2016	August	4	46.116
Office Supplies	United States	2016	August	4	21.711
Technology	United States	2016	August	4	30.2384
Furniture	United States	2016	August	5	
Office Supplies	United States	2016	August	5	59.115
Technology	United States	2016	August	5	
Furniture	United States	2016	August	6	
Office Supplies	United States	2016	August	6	49.033
Technology	United States	2016	August	6	18.4772
Furniture	United States	2016	August	7	
Office Supplies	United States	2016	August	7	
Technology	United States	2016	August	7	86.3856
Furniture	United States	2016	August	8	12.8256
Office Supplies	United States	2016	August	8	168.101
Technology	United States	2016	August	8	
Furniture	United States	2016	August	9	
Office Supplies	United States	2016	August	9	62.7462
Technology	United States	2016	August	9	4.4784
Furniture	United States	2016	August	11	
Office Supplies	United States	2016	August	11	70.4852
Technology	United States	2016	August	11	
Furniture	United States	2016	August	12	-329.9157
Office Supplies	United States	2016	August	12	292.2924
Technology	United States	2016	August	12	52.4979
Furniture	United States	2016	August	13	24.196
Office Supplies	United States	2016	August	13	-121.617
Technology	United States	2016	August	13	15.1158
Furniture	United States	2016	August	14	
Office Supplies	United States	2016	August	14	13.0578
Technology	United States	2016	August	14	-21.1316
Furniture	United States	2016	August	15	66.2138
Office Supplies	United States	2016	August	15	20.9574
Technology	United States	2016	August	15	88.102
Furniture	United States	2016	August	16	12.096
Office Supplies	United States	2016	August	16	20.6562
Technology	United States	2016	August	16	
Furniture	United States	2016	August	17	
Office Supplies	United States	2016	August	17	5.6956
Technology	United States	2016	August	17	
Furniture	United States	2016	August	18	-5.9584
Office Supplies	United States	2016	August	18	126.4694
Technology	United States	2016	August	18	11.5971
Furniture	United States	2016	August	19	
Office Supplies	United States	2016	August	19	154.1413
Technology	United States	2016	August	19	
Furniture	United States	2016	August	20	
Office Supplies	United States	2016	August	20	
Technology	United States	2016	August	20	3.9906
Furniture	United States	2016	August	21	-95.578
Office Supplies	United States	2016	August	21	50.9076
Technology	United States	2016	August	21	63.1022
Furniture	United States	2016	August	22	9.8328
Office Supplies	United States	2016	August	22	36.8402
Technology	United States	2016	August	22	
Furniture	United States	2016	August	23	-50.1264
Office Supplies	United States	2016	August	23	250.6199
Technology	United States	2016	August	23	30.391
Furniture	United States	2016	August	26	210.482
Office Supplies	United States	2016	August	26	148.4174
Technology	United States	2016	August	26	389.7758
Furniture	United States	2016	August	27	20.967
Office Supplies	United States	2016	August	27	146.5803
Technology	United States	2016	August	27	28.7856
Furniture	United States	2016	August	28	-52.8908
Office Supplies	United States	2016	August	28	-44.8971
Technology	United States	2016	August	28	8.1432
Furniture	United States	2016	August	29	-138.388
Office Supplies	United States	2016	August	29	22.5083
Technology	United States	2016	August	29	-5.2973
Furniture	United States	2016	August	30	-242.508
Office Supplies	United States	2016	August	30	9.5264
Technology	United States	2016	August	30	-25.3812
Furniture	United States	2016	August	31	
Office Supplies	United States	2016	August	31	2.3968
Technology	United States	2016	August	31	
Furniture	United States	2016	September	1	61.3824
Office Supplies	United States	2016	September	1	1598.8064
Technology	United States	2016	September	1	236.5514
Furniture	United States	2016	September	2	-158.4994
Office Supplies	United States	2016	September	2	72.1866
Technology	United States	2016	September	2	836.4295
Furniture	United States	2016	September	3	-54.9234
Office Supplies	United States	2016	September	3	-654.0302
Technology	United States	2016	September	3	-46.797
Furniture	United States	2016	September	4	50.2878
Office Supplies	United States	2016	September	4	402.0385
Technology	United States	2016	September	4	1012.1745
Furniture	United States	2016	September	5	248.4393
Office Supplies	United States	2016	September	5	48.3331
Technology	United States	2016	September	5	128.743
Furniture	United States	2016	September	6	90.294
Office Supplies	United States	2016	September	6	66.1186
Technology	United States	2016	September	6	48.2292
Furniture	United States	2016	September	8	-609.8617
Office Supplies	United States	2016	September	8	203.424
Technology	United States	2016	September	8	30.8077
Furniture	United States	2016	September	9	-12.0064
Office Supplies	United States	2016	September	9	24.168
Technology	United States	2016	September	9	
Furniture	United States	2016	September	10	-34.392
Office Supplies	United States	2016	September	10	172.3614
Technology	United States	2016	September	10	112.461
Furniture	United States	2016	September	11	
Office Supplies	United States	2016	September	11	60.6958
Technology	United States	2016	September	11	1292.9544
Furniture	United States	2016	September	12	384.7334
Office Supplies	United States	2016	September	12	57.2335
Technology	United States	2016	September	12	10.8405
Furniture	United States	2016	September	13	387.5676
Office Supplies	United States	2016	September	13	266.4414
Technology	United States	2016	September	13	42.2857
Furniture	United States	2016	September	14	
Office Supplies	United States	2016	September	14	265.0296
Technology	United States	2016	September	14	131.355
Furniture	United States	2016	September	15	259.5297
Office Supplies	United States	2016	September	15	342.3802
Technology	United States	2016	September	15	
Furniture	United States	2016	September	16	17.5666
Office Supplies	United States	2016	September	16	10.8952
Technology	United States	2016	September	16	
Furniture	United States	2016	September	17	111.5108
Office Supplies	United States	2016	September	17	43.6775
Technology	United States	2016	September	17	337.632
Furniture	United States	2016	September	18	28.4061
Office Supplies	United States	2016	September	18	306.9415
Technology	United States	2016	September	18	23.9984
Furniture	United States	2016	September	19	197.9964
Office Supplies	United States	2016	September	19	630.9251
Technology	United States	2016	September	19	107.4785
Furniture	United States	2016	September	20	30.9689
Office Supplies	United States	2016	September	20	346.4117
Technology	United States	2016	September	20	
Furniture	United States	2016	September	22	22.5124
Office Supplies	United States	2016	September	22	100.7009
Technology	United States	2016	September	22	33.0288
Furniture	United States	2016	September	23	41.4536
Office Supplies	United States	2016	September	23	51.3229
Technology	United States	2016	September	23	
Furniture	United States	2016	September	24	95.6459
Office Supplies	United States	2016	September	24	-652.6014
Technology	United States	2016	September	24	
Furniture	United States	2016	September	25	7.8902
Office Supplies	United States	2016	September	25	-13.783
Technology	United States	2016	September	25	341.448
Furniture	United States	2016	September	26	-212.6061
Office Supplies	United States	2016	September	26	-148.33
Technology	United States	2016	September	26	-54.5958
Furniture	United States	2016	September	27	-225.0976
Office Supplies	United States	2016	September	27	11.3394
Technology	United States	2016	September	27	125.198
Furniture	United States	2016	September	28	
Office Supplies	United States	2016	September	28	30.98
Technology	United States	2016	September	28	
Furniture	United States	2016	September	29	
Office Supplies	United States	2016	September	29	73.6156
Technology	United States	2016	September	29	161.7906
Furniture	United States	2016	September	30	-26.196
Office Supplies	United States	2016	September	30	-3.2406
Technology	United States	2016	September	30	
Furniture	United States	2016	October	1	-92.6468
Office Supplies	United States	2016	October	1	10.1124
Technology	United States	2016	October	1	39.7449
Furniture	United States	2016	October	2	
Office Supplies	United States	2016	October	2	338.8211
Technology	United States	2016	October	2	8399.976
Furniture	United States	2016	October	3	166.664
Office Supplies	United States	2016	October	3	57.8698
Technology	United States	2016	October	3	
Furniture	United States	2016	October	4	-21.3344
Office Supplies	United States	2016	October	4	67.9424
Technology	United States	2016	October	4	2611.7118
Furniture	United States	2016	October	6	
Office Supplies	United States	2016	October	6	-9.6766
Technology	United States	2016	October	6	-937.4305
Furniture	United States	2016	October	7	
Office Supplies	United States	2016	October	7	16.588
Technology	United States	2016	October	7	62.82
Furniture	United States	2016	October	8	-32.32
Office Supplies	United States	2016	October	8	-19.6704
Technology	United States	2016	October	8	
Furniture	United States	2016	October	9	-24.9624
Office Supplies	United States	2016	October	9	6.1384
Technology	United States	2016	October	9	-15.5844
Furniture	United States	2016	October	10	-183.564
Office Supplies	United States	2016	October	10	-33.3364
Technology	United States	2016	October	10	-2.9985
Furniture	United States	2016	October	11	
Office Supplies	United States	2016	October	11	4.133
Technology	United States	2016	October	11	
Furniture	United States	2016	October	13	-557.1898
Office Supplies	United States	2016	October	13	136.1301
Technology	United States	2016	October	13	23.997
Furniture	United States	2016	October	14	10.2592
Office Supplies	United States	2016	October	14	117.828
Technology	United States	2016	October	14	853.4498
Furniture	United States	2016	October	15	
Office Supplies	United States	2016	October	15	597.566
Technology	United States	2016	October	15	1.375
Furniture	United States	2016	October	16	-37.9152
Office Supplies	United States	2016	October	16	
Technology	United States	2016	October	16	
Furniture	United States	2016	October	17	33.392
Office Supplies	United States	2016	October	17	906.8537
Technology	United States	2016	October	17	220.4853
Furniture	United States	2016	October	18	-34.641
Office Supplies	United States	2016	October	18	
Technology	United States	2016	October	18	
Furniture	United States	2016	October	20	8.5928
Office Supplies	United States	2016	October	20	32.0379
Technology	United States	2016	October	20	87.0306
Furniture	United States	2016	October	21	67.3864
Office Supplies	United States	2016	October	21	1742.5806
Technology	United States	2016	October	21	-46.4964
Furniture	United States	2016	October	22	51.8076
Office Supplies	United States	2016	October	22	5.4582
Technology	United States	2016	October	22	
Furniture	United States	2016	October	23	-12.117
Office Supplies	United States	2016	October	23	204.3172
Technology	United States	2016	October	23	
Furniture	United States	2016	October	24	
Office Supplies	United States	2016	October	24	5.4432
Technology	United States	2016	October	24	308.5927
Furniture	United States	2016	October	25	
Office Supplies	United States	2016	October	25	
Technology	United States	2016	October	25	78.396
Furniture	United States	2016	October	27	175.728
Office Supplies	United States	2016	October	27	62.087
Technology	United States	2016	October	27	
Furniture	United States	2016	October	28	168.7522
Office Supplies	United States	2016	October	28	63.5874
Technology	United States	2016	October	28	22.6782
Furniture	United States	2016	October	29	32.16
Office Supplies	United States	2016	October	29	7.2584
Technology	United States	2016	October	29	
Furniture	United States	2016	October	30	
Office Supplies	United States	2016	October	30	46.9478
Technology	United States	2016	October	30	
Furniture	United States	2016	October	31	137.2884
Office Supplies	United States	2016	October	31	313.0378
Technology	United States	2016	October	31	
Furniture	United States	2016	November	1	
Office Supplies	United States	2016	November	1	125.3208
Technology	United States	2016	November	1	23.9834
Furniture	United States	2016	November	3	125.9658
Office Supplies	United States	2016	November	3	778.9493
Technology	United States	2016	November	3	-208.5549
Furniture	United States	2016	November	4	-433.6915
Office Supplies	United States	2016	November	4	299.1366
Technology	United States	2016	November	4	77.22
Furniture	United States	2016	November	5	-228.518
Office Supplies	United States	2016	November	5	176.8027
Technology	United States	2016	November	5	113.7704
