Country,City,Year,Value Column Name,Value
"France","Marseille","2018","Sum of PL - Sum of PY","0"
"France","Marseille","2018","(Sum of PL - Sum of PY)%",
"France","Marseille","2018","Sum of BU",""
"France","Marseille","2019","Sum of PY","101000"
"France","Marseille","2019","Sum of PL","95000"
"France","Marseille","2019","Sum of AC","44000"
"France","Marseille","2019","Sum of AC - Sum of PY","-57000"
"France","Marseille","2019","(Sum of AC - Sum of PY)%","-0.5643564356435643"
"France","Marseille","2019","Sum of AC - Sum of PL","-51000"
"France","Marseille","2019","(Sum of AC - Sum of PL)%","-0.5368421052631579"
"France","Marseille","2019","Sum of PL - Sum of PY","-6000"
"France","Marseille","2019","(Sum of PL - Sum of PY)%","-0.0594059405940594"
"France","Marseille","2019","Sum of BU",""
"France","Paris","2017","Sum of PY","89000"
"France","Paris","2017","Sum of PL","100000"
"France","Paris","2017","Sum of AC","0"
"France","Paris","2017","Sum of AC - Sum of PY","-89000"
"France","Paris","2017","(Sum of AC - Sum of PY)%","-1"
"France","Paris","2017","Sum of AC - Sum of PL","-100000"
"France","Paris","2017","(Sum of AC - Sum of PL)%","-1"
"France","Paris","2017","Sum of PL - Sum of PY","11000"
"France","Paris","2017","(Sum of PL - Sum of PY)%","0.12359550561797752"
"France","Paris","2017","Sum of BU",""
"France","Paris","2018","Sum of PY","0"
"France","Paris","2018","Sum of PL","0"
"France","Paris","2018","Sum of AC","0"
"France","Paris","2018","Sum of AC - Sum of PY","0"
"France","Paris","2018","(Sum of AC - Sum of PY)%",
"France","Paris","2018","Sum of AC - Sum of PL","0"
"France","Paris","2018","(Sum of AC - Sum of PL)%",
"France","Paris","2018","Sum of PL - Sum of PY","0"
"France","Paris","2018","(Sum of PL - Sum of PY)%",
"France","Paris","2018","Sum of BU",""
"France","Paris","2019","Sum of PY","51000"
"France","Paris","2019","Sum of PL","63000"
"France","Paris","2019","Sum of AC","131000"
"France","Paris","2019","Sum of AC - Sum of PY","80000"
"France","Paris","2019","(Sum of AC - Sum of PY)%","1.5686274509803924"
"France","Paris","2019","Sum of AC - Sum of PL","68000"
"France","Paris","2019","(Sum of AC - Sum of PL)%","1.0793650793650793"
"France","Paris","2019","Sum of PL - Sum of PY","12000"
"France","Paris","2019","(Sum of PL - Sum of PY)%","0.2352941176470588"
"France","Paris","2019","Sum of BU",""
