Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Segment,Orders.State,Orders.Country,Orders.City,Sum(Orders.Quantity),Sum(Orders.Sales)
2017,Corporate,Florida,United States,Miami,19,712.3300000000002
2014,Corporate,Florida,United States,Miramar,,
2015,Corporate,Florida,United States,Miramar,,
2016,Corporate,Florida,United States,Miramar,,
2017,Corporate,Florida,United States,Miramar,29,552.856
2014,Corporate,Florida,United States,Orlando,9,6.642000000000001
2015,Corporate,Florida,United States,Orlando,,
2016,Corporate,Florida,United States,Orlando,11,574.056
2017,Corporate,Florida,United States,Orlando,4,20.736000000000004
2014,Corporate,Florida,United States,Palm Coast,10,242.54600000000002
2015,Corporate,Florida,United States,Palm Coast,,
2016,Corporate,Florida,United States,Palm Coast,6,7.434000000000001
2017,Corporate,Florida,United States,Palm Coast,,
2014,Corporate,Florida,United States,Plantation,,
2015,Corporate,Florida,United States,Plantation,29,838.4840000000002
2016,Corporate,Florida,United States,Plantation,,
2017,Corporate,Florida,United States,Plantation,,
2014,Corporate,Florida,United States,Pompano Beach,,
2015,Corporate,Florida,United States,Pompano Beach,,
2016,Corporate,Florida,United States,Pompano Beach,,
2017,Corporate,Florida,United States,Pompano Beach,12,90.44
2014,Corporate,Florida,United States,Port Saint Lucie,,
2015,Corporate,Florida,United States,Port Saint Lucie,5,231.92000000000002
2016,Corporate,Florida,United States,Port Saint Lucie,,
2017,Corporate,Florida,United States,Port Saint Lucie,,
2014,Corporate,Florida,United States,Saint Petersburg,7,504.8160000000001
2015,Corporate,Florida,United States,Saint Petersburg,35,937.6080000000001
2016,Corporate,Florida,United States,Saint Petersburg,,
2017,Corporate,Florida,United States,Saint Petersburg,,
2014,Corporate,Florida,United States,Tallahassee,,
2015,Corporate,Florida,United States,Tallahassee,,
2016,Corporate,Florida,United States,Tallahassee,21,452.464
2017,Corporate,Florida,United States,Tallahassee,13,68.967
2014,Corporate,Florida,United States,Tamarac,,
2015,Corporate,Florida,United States,Tamarac,,
2016,Corporate,Florida,United States,Tamarac,14,1410.0660000000003
2017,Corporate,Florida,United States,Tamarac,,
2014,Corporate,Florida,United States,Tampa,,
2015,Corporate,Florida,United States,Tampa,12,277.632
2016,Corporate,Florida,United States,Tampa,5,324.38700000000006
2017,Corporate,Florida,United States,Tampa,1,2.8960000000000004
2014,Corporate,Georgia,United States,Athens,3,12.78
2015,Corporate,Georgia,United States,Athens,,
2016,Corporate,Georgia,United States,Athens,,
2017,Corporate,Georgia,United States,Athens,6,286.09
2014,Corporate,Georgia,United States,Atlanta,2,9.96
2015,Corporate,Georgia,United States,Atlanta,,
2016,Corporate,Georgia,United States,Atlanta,,
2017,Corporate,Georgia,United States,Atlanta,16,3123.8399999999997
2014,Corporate,Georgia,United States,Columbus,16,1367.52
2015,Corporate,Georgia,United States,Columbus,19,976.2500000000001
2016,Corporate,Georgia,United States,Columbus,11,408.70000000000005
2017,Corporate,Georgia,United States,Columbus,51,1742.7800000000002
2014,Corporate,Georgia,United States,East Point,,
2015,Corporate,Georgia,United States,East Point,7,268.4
2016,Corporate,Georgia,United States,East Point,,
2017,Corporate,Georgia,United States,East Point,,
2014,Corporate,Georgia,United States,Macon,7,116.85
2015,Corporate,Georgia,United States,Macon,6,38.88
2016,Corporate,Georgia,United States,Macon,,
2017,Corporate,Georgia,United States,Macon,,
2014,Corporate,Georgia,United States,Marietta,,
2015,Corporate,Georgia,United States,Marietta,,
2016,Corporate,Georgia,United States,Marietta,18,2673.69
2017,Corporate,Georgia,United States,Marietta,,
2014,Corporate,Georgia,United States,Roswell,,
2015,Corporate,Georgia,United States,Roswell,4,24.42
2016,Corporate,Georgia,United States,Roswell,,
2017,Corporate,Georgia,United States,Roswell,16,3993.11
2014,Corporate,Georgia,United States,Sandy Springs,4,21.19
2015,Corporate,Georgia,United States,Sandy Springs,,
2016,Corporate,Georgia,United States,Sandy Springs,,
2017,Corporate,Georgia,United States,Sandy Springs,18,524.85
2014,Corporate,Georgia,United States,Warner Robins,,
2015,Corporate,Georgia,United States,Warner Robins,3,392.93999999999994
2016,Corporate,Georgia,United States,Warner Robins,,
2017,Corporate,Georgia,United States,Warner Robins,,
2014,Corporate,Idaho,United States,Boise,,
2015,Corporate,Idaho,United States,Boise,6,1004.4999999999999
2016,Corporate,Idaho,United States,Boise,,
2017,Corporate,Idaho,United States,Boise,,
2014,Corporate,Idaho,United States,Caldwell,11,455.63199999999995
2015,Corporate,Idaho,United States,Caldwell,,
2016,Corporate,Idaho,United States,Caldwell,,
2017,Corporate,Idaho,United States,Caldwell,,
2014,Corporate,Idaho,United States,Meridian,,
2015,Corporate,Idaho,United States,Meridian,,
2016,Corporate,Idaho,United States,Meridian,,
2017,Corporate,Idaho,United States,Meridian,3,21.312000000000005
2014,Corporate,Idaho,United States,Twin Falls,,
2015,Corporate,Idaho,United States,Twin Falls,,
2016,Corporate,Idaho,United States,Twin Falls,7,1148.8059999999998
2017,Corporate,Idaho,United States,Twin Falls,,
2014,Corporate,Illinois,United States,Aurora,,
2015,Corporate,Illinois,United States,Aurora,,
2016,Corporate,Illinois,United States,Aurora,20,339.97999999999996
2017,Corporate,Illinois,United States,Aurora,20,824.143
2014,Corporate,Illinois,United States,Bloomington,,
2015,Corporate,Illinois,United States,Bloomington,,
2016,Corporate,Illinois,United States,Bloomington,,
2017,Corporate,Illinois,United States,Bloomington,4,54.336000000000006
2014,Corporate,Illinois,United States,Chicago,34,1317.608
2015,Corporate,Illinois,United States,Chicago,75,4601.604000000001
2016,Corporate,Illinois,United States,Chicago,93,1140.3319999999999
2017,Corporate,Illinois,United States,Chicago,98,4191.674999999999
2014,Corporate,Illinois,United States,Highland Park,,
2015,Corporate,Illinois,United States,Highland Park,,
2016,Corporate,Illinois,United States,Highland Park,10,577.1220000000001
2017,Corporate,Illinois,United States,Highland Park,,
2014,Corporate,Illinois,United States,Naperville,,
2015,Corporate,Illinois,United States,Naperville,,
2016,Corporate,Illinois,United States,Naperville,,
2017,Corporate,Illinois,United States,Naperville,4,147.168
2014,Corporate,Illinois,United States,Oak Park,,
2015,Corporate,Illinois,United States,Oak Park,,
2016,Corporate,Illinois,United States,Oak Park,,
2017,Corporate,Illinois,United States,Oak Park,7,10.192000000000002
2014,Corporate,Illinois,United States,Palatine,,
2015,Corporate,Illinois,United States,Palatine,,
2016,Corporate,Illinois,United States,Palatine,,
2017,Corporate,Illinois,United States,Palatine,7,116.312
2014,Corporate,Illinois,United States,Peoria,3,12.461999999999996
2015,Corporate,Illinois,United States,Peoria,,
2016,Corporate,Illinois,United States,Peoria,,
2017,Corporate,Illinois,United States,Peoria,12,125.97999999999999
2014,Corporate,Illinois,United States,Quincy,,
2015,Corporate,Illinois,United States,Quincy,,
2016,Corporate,Illinois,United States,Quincy,4,99.13600000000001
2017,Corporate,Illinois,United States,Quincy,15,78.04
2014,Corporate,Illinois,United States,Rockford,,
2015,Corporate,Illinois,United States,Rockford,,
2016,Corporate,Illinois,United States,Rockford,7,442.37199999999996
2017,Corporate,Illinois,United States,Rockford,14,227.72800000000004
2014,Corporate,Illinois,United States,Skokie,2,12.624
2015,Corporate,Illinois,United States,Skokie,,
2016,Corporate,Illinois,United States,Skokie,,
2017,Corporate,Illinois,United States,Skokie,10,23.887999999999998
2014,Corporate,Illinois,United States,Tinley Park,,
2015,Corporate,Illinois,United States,Tinley Park,7,22.288
2016,Corporate,Illinois,United States,Tinley Park,,
2017,Corporate,Illinois,United States,Tinley Park,,
2014,Corporate,Illinois,United States,Woodstock,,
2015,Corporate,Illinois,United States,Woodstock,,
2016,Corporate,Illinois,United States,Woodstock,8,845.4879999999999
2017,Corporate,Illinois,United States,Woodstock,,
2014,Corporate,Indiana,United States,Columbus,4,77.86
2015,Corporate,Indiana,United States,Columbus,3,34.019999999999996
2016,Corporate,Indiana,United States,Columbus,11,361.93999999999994
2017,Corporate,Indiana,United States,Columbus,22,2885.4
2014,Corporate,Indiana,United States,Indianapolis,2,386.34
2015,Corporate,Indiana,United States,Indianapolis,7,125.92999999999999
2016,Corporate,Indiana,United States,Indianapolis,3,54.96
2017,Corporate,Indiana,United States,Indianapolis,28,5381.44
2014,Corporate,Indiana,United States,La Porte,,
2015,Corporate,Indiana,United States,La Porte,,
2016,Corporate,Indiana,United States,La Porte,21,383.14
2017,Corporate,Indiana,United States,La Porte,,
2014,Corporate,Indiana,United States,Lafayette,,
2015,Corporate,Indiana,United States,Lafayette,,
2016,Corporate,Indiana,United States,Lafayette,23,18358.139999999996
2017,Corporate,Indiana,United States,Lafayette,,
2014,Corporate,Indiana,United States,Noblesville,,
2015,Corporate,Indiana,United States,Noblesville,,
2016,Corporate,Indiana,United States,Noblesville,6,2678.94
2017,Corporate,Indiana,United States,Noblesville,,
2014,Corporate,Indiana,United States,Richmond,13,146.64999999999998
2015,Corporate,Indiana,United States,Richmond,5,714.3000000000001
2016,Corporate,Indiana,United States,Richmond,1,22.48
2017,Corporate,Indiana,United States,Richmond,5,177.2
2014,Corporate,Iowa,United States,Iowa City,,
2015,Corporate,Iowa,United States,Iowa City,,
2016,Corporate,Iowa,United States,Iowa City,1,9.99
2017,Corporate,Iowa,United States,Iowa City,,
2014,Corporate,Iowa,United States,Marion,,
2015,Corporate,Iowa,United States,Marion,,
2016,Corporate,Iowa,United States,Marion,8,115.84
2017,Corporate,Iowa,United States,Marion,,
2014,Corporate,Kansas,United States,Overland Park,,
2015,Corporate,Kansas,United States,Overland Park,,
2016,Corporate,Kansas,United States,Overland Park,10,186.95
2017,Corporate,Kansas,United States,Overland Park,13,419.96
2014,Corporate,Louisiana,United States,Bossier City,24,1417.18
2015,Corporate,Louisiana,United States,Bossier City,,
2016,Corporate,Louisiana,United States,Bossier City,,
2017,Corporate,Louisiana,United States,Bossier City,,
2014,Corporate,Louisiana,United States,Lafayette,12,364.92999999999995
2015,Corporate,Louisiana,United States,Lafayette,,
2016,Corporate,Louisiana,United States,Lafayette,,
2017,Corporate,Louisiana,United States,Lafayette,,
2014,Corporate,Louisiana,United States,Monroe,,
2015,Corporate,Louisiana,United States,Monroe,,
2016,Corporate,Louisiana,United States,Monroe,10,100.24000000000001
2017,Corporate,Louisiana,United States,Monroe,,
2014,Corporate,Maryland,United States,Baltimore,14,526.9599999999999
2015,Corporate,Maryland,United States,Baltimore,32,854.02
2016,Corporate,Maryland,United States,Baltimore,4,207.76
2017,Corporate,Maryland,United States,Baltimore,32,755.7900000000001
2014,Corporate,Maryland,United States,Clinton,20,463.04
2015,Corporate,Maryland,United States,Clinton,27,2593.6400000000003
2016,Corporate,Maryland,United States,Clinton,,
2017,Corporate,Maryland,United States,Clinton,3,272.96999999999997
2014,Corporate,Maryland,United States,Columbia,,
2015,Corporate,Maryland,United States,Columbia,,
2016,Corporate,Maryland,United States,Columbia,16,122.34
2017,Corporate,Maryland,United States,Columbia,30,5031.100000000001
2014,Corporate,Maryland,United States,Gaithersburg,,
2015,Corporate,Maryland,United States,Gaithersburg,,
2016,Corporate,Maryland,United States,Gaithersburg,5,405.91999999999996
2017,Corporate,Maryland,United States,Gaithersburg,,
2014,Corporate,Maryland,United States,Laurel,,
2015,Corporate,Maryland,United States,Laurel,,
2016,Corporate,Maryland,United States,Laurel,,
2017,Corporate,Maryland,United States,Laurel,5,152.59
2014,Corporate,Massachusetts,United States,Beverly,15,2583.1899999999996
2015,Corporate,Massachusetts,United States,Beverly,,
2016,Corporate,Massachusetts,United States,Beverly,,
2017,Corporate,Massachusetts,United States,Beverly,,
2014,Corporate,Massachusetts,United States,Leominster,,
2015,Corporate,Massachusetts,United States,Leominster,15,191.62
2016,Corporate,Massachusetts,United States,Leominster,,
2017,Corporate,Massachusetts,United States,Leominster,,
2014,Corporate,Massachusetts,United States,Lowell,16,2304.37
2015,Corporate,Massachusetts,United States,Lowell,,
2016,Corporate,Massachusetts,United States,Lowell,4,105.52
2017,Corporate,Massachusetts,United States,Lowell,7,69.93
2014,Corporate,Massachusetts,United States,Revere,6,73.19999999999999
2015,Corporate,Massachusetts,United States,Revere,13,702.74
2016,Corporate,Massachusetts,United States,Revere,,
2017,Corporate,Massachusetts,United States,Revere,,
2014,Corporate,Michigan,United States,Ann Arbor,,
2015,Corporate,Michigan,United States,Ann Arbor,18,736.473
2016,Corporate,Michigan,United States,Ann Arbor,,
2017,Corporate,Michigan,United States,Ann Arbor,,
2014,Corporate,Michigan,United States,Canton,,
2015,Corporate,Michigan,United States,Canton,,
2016,Corporate,Michigan,United States,Canton,,
2017,Corporate,Michigan,United States,Canton,10,316.32
2014,Corporate,Michigan,United States,Detroit,20,815.9100000000001
2015,Corporate,Michigan,United States,Detroit,64,2918.1680000000006
2016,Corporate,Michigan,United States,Detroit,17,5912.88
2017,Corporate,Michigan,United States,Detroit,21,6247.936000000001
2014,Corporate,Michigan,United States,Grand Rapids,,
2015,Corporate,Michigan,United States,Grand Rapids,,
2016,Corporate,Michigan,United States,Grand Rapids,7,24.849999999999998
2017,Corporate,Michigan,United States,Grand Rapids,2,209.7
2014,Corporate,Michigan,United States,Jackson,11,508.61999999999995
2015,Corporate,Michigan,United States,Jackson,7,1000.4300000000001
2016,Corporate,Michigan,United States,Jackson,26,1966.954
2017,Corporate,Michigan,United States,Jackson,,
2014,Corporate,Michigan,United States,Lincoln Park,,
2015,Corporate,Michigan,United States,Lincoln Park,5,220.31
2016,Corporate,Michigan,United States,Lincoln Park,6,167.292
2017,Corporate,Michigan,United States,Lincoln Park,,
2014,Corporate,Michigan,United States,Oak Park,,
2015,Corporate,Michigan,United States,Oak Park,,
2016,Corporate,Michigan,United States,Oak Park,,
2017,Corporate,Michigan,United States,Oak Park,5,580.8599999999999
2014,Corporate,Michigan,United States,Roseville,,
2015,Corporate,Michigan,United States,Roseville,,
2016,Corporate,Michigan,United States,Roseville,3,68.52
2017,Corporate,Michigan,United States,Roseville,,
2014,Corporate,Michigan,United States,Taylor,3,9.84
2015,Corporate,Michigan,United States,Taylor,2,41.9
2016,Corporate,Michigan,United States,Taylor,,
2017,Corporate,Michigan,United States,Taylor,,
2014,Corporate,Michigan,United States,Trenton,,
2015,Corporate,Michigan,United States,Trenton,,
2016,Corporate,Michigan,United States,Trenton,,
2017,Corporate,Michigan,United States,Trenton,2,41.28
2014,Corporate,Minnesota,United States,Eagan,,
2015,Corporate,Minnesota,United States,Eagan,,
2016,Corporate,Minnesota,United States,Eagan,4,63.44
2017,Corporate,Minnesota,United States,Eagan,,
2014,Corporate,Minnesota,United States,Maple Grove,,
2015,Corporate,Minnesota,United States,Maple Grove,,
2016,Corporate,Minnesota,United States,Maple Grove,,
2017,Corporate,Minnesota,United States,Maple Grove,2,735.98
2014,Corporate,Minnesota,United States,Rochester,,
2015,Corporate,Minnesota,United States,Rochester,5,43
2016,Corporate,Minnesota,United States,Rochester,,
2017,Corporate,Minnesota,United States,Rochester,,
2014,Corporate,Minnesota,United States,Roseville,,
2015,Corporate,Minnesota,United States,Roseville,,
2016,Corporate,Minnesota,United States,Roseville,,
2017,Corporate,Minnesota,United States,Roseville,8,50.4
2014,Corporate,Minnesota,United States,Saint Cloud,,
2015,Corporate,Minnesota,United States,Saint Cloud,,
2016,Corporate,Minnesota,United States,Saint Cloud,,
2017,Corporate,Minnesota,United States,Saint Cloud,13,1331.8200000000002
2014,Corporate,Minnesota,United States,Saint Paul,,
2015,Corporate,Minnesota,United States,Saint Paul,,
2016,Corporate,Minnesota,United States,Saint Paul,11,192.82999999999998
2017,Corporate,Minnesota,United States,Saint Paul,,
2014,Corporate,Minnesota,United States,Woodbury,,
2015,Corporate,Minnesota,United States,Woodbury,8,72.24000000000001
2016,Corporate,Minnesota,United States,Woodbury,3,535.41
2017,Corporate,Minnesota,United States,Woodbury,,
2014,Corporate,Mississippi,United States,Gulfport,,
2015,Corporate,Mississippi,United States,Gulfport,,
2016,Corporate,Mississippi,United States,Gulfport,11,117.81
2017,Corporate,Mississippi,United States,Gulfport,,
2014,Corporate,Mississippi,United States,Jackson,14,103.5
2015,Corporate,Mississippi,United States,Jackson,4,62.459999999999994
2016,Corporate,Mississippi,United States,Jackson,,
2017,Corporate,Mississippi,United States,Jackson,,
2014,Corporate,Mississippi,United States,Southaven,,
2015,Corporate,Mississippi,United States,Southaven,,
2016,Corporate,Mississippi,United States,Southaven,,
2017,Corporate,Mississippi,United States,Southaven,15,839.25
2014,Corporate,Missouri,United States,Columbia,14,77.21000000000001
2015,Corporate,Missouri,United States,Columbia,,
2016,Corporate,Missouri,United States,Columbia,,
2017,Corporate,Missouri,United States,Columbia,,
2014,Corporate,Missouri,United States,Saint Charles,,
2015,Corporate,Missouri,United States,Saint Charles,2,10.56
2016,Corporate,Missouri,United States,Saint Charles,,
2017,Corporate,Missouri,United States,Saint Charles,,
2014,Corporate,Missouri,United States,Saint Louis,4,25.92
2015,Corporate,Missouri,United States,Saint Louis,3,52.59
2016,Corporate,Missouri,United States,Saint Louis,,
2017,Corporate,Missouri,United States,Saint Louis,,
2014,Corporate,Missouri,United States,Springfield,,
2015,Corporate,Missouri,United States,Springfield,17,5595.56
2016,Corporate,Missouri,United States,Springfield,4,119.25999999999999
2017,Corporate,Missouri,United States,Springfield,19,4619.329999999999
2014,Corporate,Montana,United States,Billings,2,8.288
2015,Corporate,Montana,United States,Billings,,
2016,Corporate,Montana,United States,Billings,,
2017,Corporate,Montana,United States,Billings,,
2014,Corporate,Montana,United States,Helena,,
2015,Corporate,Montana,United States,Helena,,
2016,Corporate,Montana,United States,Helena,,
2017,Corporate,Montana,United States,Helena,5,39.900000000000006
2014,Corporate,Nebraska,United States,Fremont,,
2015,Corporate,Nebraska,United States,Fremont,,
2016,Corporate,Nebraska,United States,Fremont,14,79.8
2017,Corporate,Nebraska,United States,Fremont,11,884.54
2014,Corporate,Nebraska,United States,Omaha,11,174.04
2015,Corporate,Nebraska,United States,Omaha,9,128.36
2016,Corporate,Nebraska,United States,Omaha,,
2017,Corporate,Nebraska,United States,Omaha,,
2014,Corporate,Nevada,United States,Henderson,,
2015,Corporate,Nevada,United States,Henderson,,
2016,Corporate,Nevada,United States,Henderson,8,1691.6080000000002
2017,Corporate,Nevada,United States,Henderson,5,196.45
2014,Corporate,Nevada,United States,North Las Vegas,12,134.6
2015,Corporate,Nevada,United States,North Las Vegas,,
2016,Corporate,Nevada,United States,North Las Vegas,2,58.58
2017,Corporate,Nevada,United States,North Las Vegas,,
2014,Corporate,Nevada,United States,Reno,,
2015,Corporate,Nevada,United States,Reno,,
2016,Corporate,Nevada,United States,Reno,9,163.408
2017,Corporate,Nevada,United States,Reno,,
2014,Corporate,Nevada,United States,Sparks,,
2015,Corporate,Nevada,United States,Sparks,,
2016,Corporate,Nevada,United States,Sparks,10,2396.4
2017,Corporate,Nevada,United States,Sparks,,
2014,Corporate,New Hampshire,United States,Concord,9,292.82
2015,Corporate,New Hampshire,United States,Concord,,
2016,Corporate,New Hampshire,United States,Concord,,
2017,Corporate,New Hampshire,United States,Concord,8,247.44
2014,Corporate,New Hampshire,United States,Dover,20,211.66000000000003
2015,Corporate,New Hampshire,United States,Dover,6,35.88
2016,Corporate,New Hampshire,United States,Dover,2,159.98
2017,Corporate,New Hampshire,United States,Dover,,
2014,Corporate,New Hampshire,United States,Nashua,,
2015,Corporate,New Hampshire,United States,Nashua,,
2016,Corporate,New Hampshire,United States,Nashua,4,21.12
2017,Corporate,New Hampshire,United States,Nashua,,
2014,Corporate,New Jersey,United States,Atlantic City,,
2015,Corporate,New Jersey,United States,Atlantic City,,
2016,Corporate,New Jersey,United States,Atlantic City,2,23.36
2017,Corporate,New Jersey,United States,Atlantic City,,
2014,Corporate,New Jersey,United States,Bridgeton,,
2015,Corporate,New Jersey,United States,Bridgeton,,
2016,Corporate,New Jersey,United States,Bridgeton,6,52.410000000000004
2017,Corporate,New Jersey,United States,Bridgeton,,
2014,Corporate,New Jersey,United States,Hackensack,28,1456.16
2015,Corporate,New Jersey,United States,Hackensack,,
2016,Corporate,New Jersey,United States,Hackensack,,
2017,Corporate,New Jersey,United States,Hackensack,,
2014,Corporate,New Jersey,United States,Lakewood,10,461.13
2015,Corporate,New Jersey,United States,Lakewood,10,235.97
2016,Corporate,New Jersey,United States,Lakewood,16,9173.13
2017,Corporate,New Jersey,United States,Lakewood,20,1047.2
2014,Corporate,New Jersey,United States,Linden,7,115.36
2015,Corporate,New Jersey,United States,Linden,,
2016,Corporate,New Jersey,United States,Linden,,
2017,Corporate,New Jersey,United States,Linden,,
2014,Corporate,New Jersey,United States,Morristown,,
2015,Corporate,New Jersey,United States,Morristown,,
2016,Corporate,New Jersey,United States,Morristown,2,1793.98
2017,Corporate,New Jersey,United States,Morristown,5,74.45
2014,Corporate,New Jersey,United States,Orange,4,81.88000000000001
2015,Corporate,New Jersey,United States,Orange,,
2016,Corporate,New Jersey,United States,Orange,,
2017,Corporate,New Jersey,United States,Orange,,
2014,Corporate,New Jersey,United States,Paterson,,
2015,Corporate,New Jersey,United States,Paterson,8,345.26
2016,Corporate,New Jersey,United States,Paterson,,
2017,Corporate,New Jersey,United States,Paterson,3,6.540000000000001
2014,Corporate,New Jersey,United States,Perth Amboy,,
2015,Corporate,New Jersey,United States,Perth Amboy,,
2016,Corporate,New Jersey,United States,Perth Amboy,6,815.12
2017,Corporate,New Jersey,United States,Perth Amboy,,
2014,Corporate,New Jersey,United States,Plainfield,,
2015,Corporate,New Jersey,United States,Plainfield,,
2016,Corporate,New Jersey,United States,Plainfield,20,910.53
2017,Corporate,New Jersey,United States,Plainfield,,
2014,Corporate,New Jersey,United States,Vineland,,
2015,Corporate,New Jersey,United States,Vineland,4,11.12
2016,Corporate,New Jersey,United States,Vineland,4,239.43
2017,Corporate,New Jersey,United States,Vineland,,
2014,Corporate,New Jersey,United States,Westfield,,
2015,Corporate,New Jersey,United States,Westfield,,
2016,Corporate,New Jersey,United States,Westfield,3,31.56
2017,Corporate,New Jersey,United States,Westfield,3,129.93
2014,Corporate,New Mexico,United States,Albuquerque,7,255.84999999999997
2015,Corporate,New Mexico,United States,Albuquerque,,
2016,Corporate,New Mexico,United States,Albuquerque,,
2017,Corporate,New Mexico,United States,Albuquerque,11,702.0519999999999
2014,Corporate,New Mexico,United States,Carlsbad,,
2015,Corporate,New Mexico,United States,Carlsbad,,
2016,Corporate,New Mexico,United States,Carlsbad,3,24.904
2017,Corporate,New Mexico,United States,Carlsbad,15,126.98
2014,Corporate,New Mexico,United States,Farmington,,
2015,Corporate,New Mexico,United States,Farmington,,
2016,Corporate,New Mexico,United States,Farmington,,
2017,Corporate,New Mexico,United States,Farmington,1,159.99
2014,Corporate,New York,United States,Auburn,,
2015,Corporate,New York,United States,Auburn,,
2016,Corporate,New York,United States,Auburn,,
2017,Corporate,New York,United States,Auburn,16,584.9800000000001
2014,Corporate,New York,United States,Buffalo,5,199.89999999999998
2015,Corporate,New York,United States,Buffalo,9,1522.638
2016,Corporate,New York,United States,Buffalo,,
2017,Corporate,New York,United States,Buffalo,7,198.54999999999998
2014,Corporate,New York,United States,Hempstead,,
2015,Corporate,New York,United States,Hempstead,,
2016,Corporate,New York,United States,Hempstead,22,1671.08
2017,Corporate,New York,United States,Hempstead,3,7.98
2014,Corporate,New York,United States,Jamestown,2,159.98
2015,Corporate,New York,United States,Jamestown,,
2016,Corporate,New York,United States,Jamestown,,
2017,Corporate,New York,United States,Jamestown,,
2014,Corporate,New York,United States,Long Beach,16,1175.228
2015,Corporate,New York,United States,Long Beach,20,1554.1080000000002
2016,Corporate,New York,United States,Long Beach,6,34.38
2017,Corporate,New York,United States,Long Beach,4,41.4
2014,Corporate,New York,United States,Mount Vernon,3,7.752000000000001
2015,Corporate,New York,United States,Mount Vernon,,
2016,Corporate,New York,United States,Mount Vernon,,
2017,Corporate,New York,United States,Mount Vernon,18,1974.71
2014,Corporate,New York,United States,New York City,120,6896.981000000001
2015,Corporate,New York,United States,New York City,215,17343.742
2016,Corporate,New York,United States,New York City,337,15183.775999999996
2017,Corporate,New York,United States,New York City,291,23958.749999999993
2014,Corporate,New York,United States,Oceanside,5,25.951999999999998
2015,Corporate,New York,United States,Oceanside,,
2016,Corporate,New York,United States,Oceanside,10,405.29999999999995
2017,Corporate,New York,United States,Oceanside,,
2014,Corporate,New York,United States,Rochester,,
2015,Corporate,New York,United States,Rochester,16,167.31
2016,Corporate,New York,United States,Rochester,8,1133.6660000000002
2017,Corporate,New York,United States,Rochester,24,194.31400000000002
2014,Corporate,New York,United States,Rome,,
2015,Corporate,New York,United States,Rome,1,90.882
2016,Corporate,New York,United States,Rome,,
2017,Corporate,New York,United States,Rome,,
2014,Corporate,New York,United States,Troy,11,257.752
2015,Corporate,New York,United States,Troy,,
2016,Corporate,New York,United States,Troy,,
2017,Corporate,New York,United States,Troy,,
2014,Corporate,New York,United States,Utica,,
2015,Corporate,New York,United States,Utica,,
2016,Corporate,New York,United States,Utica,2,40.48
2017,Corporate,New York,United States,Utica,,
2014,Corporate,New York,United States,Watertown,10,1609.3980000000001
2015,Corporate,New York,United States,Watertown,,
2016,Corporate,New York,United States,Watertown,,
2017,Corporate,New York,United States,Watertown,13,1454.844
2014,Corporate,North Carolina,United States,Asheville,4,24.144000000000002
2015,Corporate,North Carolina,United States,Asheville,,
2016,Corporate,North Carolina,United States,Asheville,,
2017,Corporate,North Carolina,United States,Asheville,8,19.008000000000003
2014,Corporate,North Carolina,United States,Burlington,,
2015,Corporate,North Carolina,United States,Burlington,,
2016,Corporate,North Carolina,United States,Burlington,4,630.024
2017,Corporate,North Carolina,United States,Burlington,9,8176.972
2014,Corporate,North Carolina,United States,Cary,16,259.04
2015,Corporate,North Carolina,United States,Cary,3,246.168
2016,Corporate,North Carolina,United States,Cary,,
2017,Corporate,North Carolina,United States,Cary,,
2014,Corporate,North Carolina,United States,Chapel Hill,,
2015,Corporate,North Carolina,United States,Chapel Hill,,
2016,Corporate,North Carolina,United States,Chapel Hill,,
2017,Corporate,North Carolina,United States,Chapel Hill,3,14.015999999999998
2014,Corporate,North Carolina,United States,Charlotte,46,1265.9840000000002
2015,Corporate,North Carolina,United States,Charlotte,5,16.712000000000003
2016,Corporate,North Carolina,United States,Charlotte,23,2103.132
2017,Corporate,North Carolina,United States,Charlotte,,
2014,Corporate,North Carolina,United States,Durham,,
2015,Corporate,North Carolina,United States,Durham,11,341.72
2016,Corporate,North Carolina,United States,Durham,,
2017,Corporate,North Carolina,United States,Durham,5,30.336000000000006
2014,Corporate,North Carolina,United States,Fayetteville,10,106.944
2015,Corporate,North Carolina,United States,Fayetteville,7,12.158000000000003
2016,Corporate,North Carolina,United States,Fayetteville,,
2017,Corporate,North Carolina,United States,Fayetteville,8,198.27200000000002
2014,Corporate,North Carolina,United States,Greensboro,,
2015,Corporate,North Carolina,United States,Greensboro,7,64.68
2016,Corporate,North Carolina,United States,Greensboro,8,140.183
2017,Corporate,North Carolina,United States,Greensboro,16,1922.976
2014,Corporate,North Carolina,United States,Greenville,,
2015,Corporate,North Carolina,United States,Greenville,,
2016,Corporate,North Carolina,United States,Greenville,4,17.616000000000003
2017,Corporate,North Carolina,United States,Greenville,,
2014,Corporate,North Carolina,United States,Jacksonville,2,88.768
2015,Corporate,North Carolina,United States,Jacksonville,22,98.223
2016,Corporate,North Carolina,United States,Jacksonville,,
2017,Corporate,North Carolina,United States,Jacksonville,19,1012.446
2014,Corporate,North Carolina,United States,Monroe,,
2015,Corporate,North Carolina,United States,Monroe,3,207
2016,Corporate,North Carolina,United States,Monroe,,
2017,Corporate,North Carolina,United States,Monroe,4,103.968
2014,Corporate,North Carolina,United States,Raleigh,,
2015,Corporate,North Carolina,United States,Raleigh,15,246.36400000000003
2016,Corporate,North Carolina,United States,Raleigh,,
2017,Corporate,North Carolina,United States,Raleigh,12,1079.0120000000002
