Fifty Thousand Report.Column.Variation.Date Hierarchy.Month,Fifty Thousand Report.Column.Variation.Date Hierarchy.Quarter,Fifty Thousand Report.Column.Variation.Date Hierarchy.Year,Fifty Thousand Report.Appliances,Fifty Thousand Report.Office Suppliers,Fifty Thousand Report.Performance,Fifty Thousand Report.Sales,Sum(Fifty Thousand Report.Series 2),Sum(Fifty Thousand Report.Series 3),Sum(Fifty Thousand Report.Series 4),Sum(Fifty Thousand Report.Series 5),Sum(Fifty Thousand Report.Series 1)
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0000,Performance.0000,Sales.0002,604591.58659,647243.0526590002,698242.5309700001,452866.28947099997,515650.20549799997
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0000,Performance.0000,Sales.0003,667938.42456,439135.92457000003,646717.125652,594295.468229,690527.2425409999
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0000,Performance.0000,Sales.0003,651685.7957299999,542820.516456,537551.91393,505724.086934,614170.07341
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0000,Performance.0000,Sales.0003,764129.15436,613451.005057,551198.5726950001,551162.4309530001,538290.7098300001
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0000,Performance.0000,Sales.0004,774031.34094,635120.43939,623105.5024510002,749720.2095,570434.343661
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0000,Performance.0000,Sales.0004,668871.08365,682486.7603999999,666832.6685600001,697429.898115,452865.52978700004
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0000,Performance.0000,Sales.0004,709510.3229900001,854290.17235,643004.0487,571486.7623,476939.3848399999
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0000,Performance.0000,Sales.0005,687799.68158,563601.851904,557957.465031,759116.9829,554225.4061370001
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0000,Performance.0000,Sales.0005,397189.5669280001,613962.6087504999,697267.214121,674222.837684,622195.68875
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0000,Performance.0000,Sales.0005,516412.6783098,628753.5109557,629535.71851,917865.7017999999,538936.5305689999
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0000,Performance.0000,Sales.0006,523256.505329,663823.0152167999,724840.176864,476877.590095,602366.1968810001
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0000,Performance.0000,Sales.0006,518385.57499800005,629544.5716600001,569789.172581,620896.3132852,735072.7445000001
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0000,Performance.0000,Sales.0006,482845.97370200005,661333.0697,674139.6977,526004.887105,602752.8481706
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0000,Performance.0000,Sales.0007,722135.2079470002,661039.7052399999,497587.7643018,707989.89043,597926.3684224
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0000,Performance.0000,Sales.0007,831911.31991,689260.86933,520490.36041699996,587351.937982,473400.5236541
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0000,Performance.0000,Sales.0007,497641.176846,547506.1645859999,491557.073606,551934.192165,536954.3827473
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0000,Performance.0001,Sales.0000,561121.513137,589471.8739319999,737876.489218,572116.141463,463503.360565
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0000,Performance.0001,Sales.0000,745239.98473,604680.628899,700109.985449,782059.904741,470352.3466549999
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0000,Performance.0001,Sales.0000,468377.0153789,636994.306403,424258.82567799994,453428.8739639999,692817.36688
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0000,Performance.0001,Sales.0001,567494.8407020001,489263.727258,525917.4020394001,508244.58582900005,619733.7402955
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0000,Performance.0001,Sales.0001,582672.0165900001,510900.581673,630164.302722,584325.69791,554318.2134590001
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0000,Performance.0001,Sales.0001,520566.2029765,661336.58154,744244.352833,662994.69446,662985.2341911001
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0000,Performance.0001,Sales.0002,354471.16356709995,598996.2491604001,581816.08256,819354.67539,752461.21474
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0000,Performance.0001,Sales.0002,535805.630164,694128.779244,672322.78566,588999.1498459,667872.4386100001
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0000,Performance.0001,Sales.0002,463799.89559900004,490605.49271799996,807196.0026799999,668500.5854459999,524544.80893
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0000,Performance.0001,Sales.0003,690681.7570839999,550681.4681609999,736782.315789,577104.655789,411086.541463
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0000,Performance.0001,Sales.0003,468826.60730000003,570881.504641,473617.2888011,567255.546395,595837.072444
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0000,Performance.0001,Sales.0003,691276.4575,568997.994461,723896.031355,793259.3467669,646102.7807600001
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0000,Performance.0001,Sales.0004,470648.29562499997,708766.21964,663980.459044,780621.3351799999,754646.2543300001
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0000,Performance.0001,Sales.0004,678569.68072,606394.935329,668495.3405149999,740640.75726,760143.8968010001
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0000,Performance.0001,Sales.0004,694139.3253799999,491508.81597000005,513588.28565900004,565715.689186,778163.6420410001
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0000,Performance.0001,Sales.0005,596740.8366490001,423503.5204427,623047.8148149999,420610.72234700003,773793.95189
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0000,Performance.0001,Sales.0005,670033.216317,689102.0984199999,645779.6695431,674346.5296070001,512283.9709650001
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0000,Performance.0001,Sales.0005,652343.183776,489989.57058000006,566405.191195,634028.574454,359724.726411
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0000,Performance.0001,Sales.0006,757703.4085770001,550620.0324461999,612151.43235,602999.6370989999,556647.85366
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0000,Performance.0001,Sales.0006,378732.300863,492156.81436399993,611473.5854600001,496759.89167900005,492165.50804760004
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0000,Performance.0001,Sales.0006,582559.877269,719899.28157,401963.63939799997,599583.90194,572662.7701595
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0000,Performance.0001,Sales.0007,636270.5992,768488.42542,407415.32443100004,665140.144457,626514.3495100001
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0000,Performance.0001,Sales.0007,692792.306507,552689.62274,689259.476389,682831.338233,502588.1000900001
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0000,Performance.0001,Sales.0007,628890.5188499999,774844.5510300001,547101.861341,583881.579274,614648.5182709
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0000,Performance.0002,Sales.0000,644903.366974,524155.309614,561325.6738909999,663367.3554499999,651614.659791
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0000,Performance.0002,Sales.0000,550555.449572,718367.0404800001,584155.923366,603214.3663410001,606912.45351
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0000,Performance.0002,Sales.0000,420767.283882,515322.148314,676059.94499,524464.3491189999,262896.969896
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0000,Performance.0002,Sales.0001,513506.1427380001,404537.63024399994,679279.11717,605868.2079891,615397.646812
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0000,Performance.0002,Sales.0001,496883.80071000004,585739.8581679999,561003.870193,499870.654717,728922.3229799999
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0000,Performance.0002,Sales.0001,459905.4437719999,642645.9049999998,654680.96802,588442.4811079999,415749.59650800005
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0000,Performance.0002,Sales.0002,374555.3981267,603486.5908070001,534910.911949,768779.388498,697880.2793820001
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0000,Performance.0002,Sales.0002,625840.057,601666.2804200001,671538.49578,555947.2116939999,486179.78092100006
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0000,Performance.0002,Sales.0002,688116.6647379999,524579.3496658001,629885.3512200001,573310.658717,494142.8232799
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0000,Performance.0002,Sales.0003,621229.0372870001,633691.9962299999,494659.22147999995,707394.2062900001,406535.699022
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0000,Performance.0002,Sales.0003,594842.388443,654020.5161029999,395873.671719,674087.9724,671725.9024029999
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0000,Performance.0002,Sales.0003,616346.1209200001,623057.01537,555397.423055,721813.336441,661791.653536
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0000,Performance.0002,Sales.0004,609475.696427,848794.9058699999,540061.8158630001,658174.227541,518061.552831
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0000,Performance.0002,Sales.0004,701394.521402,617145.8648299999,636288.5287510001,606172.9790449999,418503.791518
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0000,Performance.0002,Sales.0004,606026.4832820001,599398.07303,541821.4142150001,432683.41304899997,697636.041977
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0000,Performance.0002,Sales.0005,544838.483065,578913.941027,471194.6653485,613629.4967090001,638018.1620830001
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0000,Performance.0002,Sales.0005,461601.647881,443165.71297,603443.7872329999,628332.184474,407371.049386
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0000,Performance.0002,Sales.0005,506966.428134,665294.4790099999,455631.542942,731970.471092,742981.88112
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0000,Performance.0002,Sales.0006,599710.205105,461668.23924300005,537822.670754,708518.36156,581980.0769443001
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0000,Performance.0002,Sales.0006,694493.82975,758804.11493,679478.42911,624667.3185680001,541491.473168
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0000,Performance.0002,Sales.0006,696929.1120900001,584117.811365,708375.4103250001,709429.7520909,601443.0814559999
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0000,Performance.0002,Sales.0007,628822.4494299999,749844.63082,511876.929381,696136.4072199999,466668.8544
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0000,Performance.0002,Sales.0007,516813.67790699995,507732.2377799999,513006.072269,468758.164444,716199.281561
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0000,Performance.0002,Sales.0007,645935.69017,764090.2984000001,664344.8988940001,637924.9458400001,484773.307818
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0000,Performance.0003,Sales.0000,721754.7648920001,581072.8370920001,709565.782,517598.170788,510218.19680800004
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0000,Performance.0003,Sales.0000,710322.9215200002,674490.552463,611493.13171,852437.8428799999,726345.66808
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0000,Performance.0003,Sales.0000,495317.1867620001,583762.02347,628853.8792890001,557365.615458,424337.3073384
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0000,Performance.0003,Sales.0001,646738.88936,600006.1127759999,662815.104491,686444.77448,678494.8531599999
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0000,Performance.0003,Sales.0001,649061.14976,569117.537739,575723.583264,789953.760516,565371.73761
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0000,Performance.0003,Sales.0001,555579.6811259999,610225.3814679999,513740.97361399996,615575.6705337,597198.89815
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0000,Performance.0003,Sales.0002,692854.8190299999,618081.8176790001,393343.14586140006,751374.6570509999,705982.61587
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0000,Performance.0003,Sales.0002,658387.4652899998,685748.1026900001,427341.72017600003,439332.762393,576506.206307
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0000,Performance.0003,Sales.0002,470702.3952169999,631947.78711,562472.0057756,477174.85659800004,590398.8848700001
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0000,Performance.0003,Sales.0003,647870.51685,483419.30542399996,718942.09715,820455.0647000001,778742.59415
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0000,Performance.0003,Sales.0003,564084.850434,809334.558075,781509.8257999999,695964.6812700001,504626.828121
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0000,Performance.0003,Sales.0003,627806.3972059999,721004.6721510001,517624.389556,447451.5966607,706909.0263099999
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0000,Performance.0003,Sales.0004,703934.65842,610156.7258840001,536907.9157600001,614003.41036,681317.93482
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0000,Performance.0003,Sales.0004,530296.146121,801102.7854899999,740734.5946000001,640945.5991219999,600218.96618
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0000,Performance.0003,Sales.0004,608060.80669,628836.7216799998,507135.78031,658042.780663,557792.54693
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0000,Performance.0003,Sales.0005,642230.7134299999,729795.5933170001,574044.175882,788127.6736099999,547760.3155080001
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0000,Performance.0003,Sales.0005,468901.4286178,569679.6505,643986.6548169999,655078.416556,507134.399674
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0000,Performance.0003,Sales.0005,460922.8872336,467792.000589,760818.33685,462603.53821900004,535814.7618854
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0000,Performance.0003,Sales.0006,469980.07523,556749.2231636,753217.309033,667307.898987,726037.220723
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0000,Performance.0003,Sales.0006,596377.2577,621622.438183,537150.46423,602952.150621,580288.877716
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0000,Performance.0003,Sales.0006,650748.6098099999,736600.877381,702301.1484,657474.7380809999,350130.0424535
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0000,Performance.0003,Sales.0007,789632.81256,772211.8233099999,663056.5488460001,643048.5541350001,636111.2452599999
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0000,Performance.0003,Sales.0007,788119.24583,663996.8603599999,444012.06891,551061.971925,568936.7912300001
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0000,Performance.0003,Sales.0007,526141.0398449999,658515.04817,511057.063203,599373.6113425,538423.5954939999
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0000,Performance.0004,Sales.0000,582423.6859,686292.160232,646118.969608,513544.32651700004,421069.637562
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0000,Performance.0004,Sales.0000,786457.841181,487817.3008305,552340.3182600001,649520.877593,521058.52486199996
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0000,Performance.0004,Sales.0000,580456.67181,631516.9480799998,508424.04409200005,547323.338286,636437.4955499999
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0000,Performance.0004,Sales.0001,701985.2771099999,599866.332605,670216.2783969999,661494.8011503001,586695.13607
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0000,Performance.0004,Sales.0001,590157.348556,448250.68684459996,620234.70004,385884.06630500004,557235.44583
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0000,Performance.0004,Sales.0001,672524.3091600001,603458.6040409999,694436.7279120001,573544.829503,639794.1576100001
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0000,Performance.0004,Sales.0002,505226.9911486,582301.8608293999,576504.8171129999,611999.9339200001,453458.691226
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0000,Performance.0004,Sales.0002,460906.23782800004,682310.3322,587764.5821949999,583923.04443,737224.651
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0000,Performance.0004,Sales.0002,629645.2493319999,749143.2182100001,429600.56833469996,681885.856615,699960.5556499999
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0000,Performance.0004,Sales.0003,654147.223432,697503.2685590001,435231.90062200004,664414.0951980001,663477.504508
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0000,Performance.0004,Sales.0003,518856.0853928,458481.68810489995,759137.929543,424197.39180700004,479464.852262
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0000,Performance.0004,Sales.0003,669351.4970699999,632481.6754412,724289.6078139999,534798.28977,782676.569159
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0000,Performance.0004,Sales.0004,666416.7692699999,619937.1542500001,621727.53804,638110.122612,670853.0221581999
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0000,Performance.0004,Sales.0004,511520.42390700005,482206.3973439,616576.4179400001,633816.925456,558825.470417
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0000,Performance.0004,Sales.0004,545030.930921,613760.98044,789938.6674540001,601355.420886,643208.8123699999
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0000,Performance.0004,Sales.0005,767386.72857,695288.1942200001,626335.63564,566519.474274,478203.43854899995
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0000,Performance.0004,Sales.0005,491151.5350157,565587.6206660001,613846.2329859999,404993.56015300006,657343.3349400001
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0000,Performance.0004,Sales.0005,768019.7197999998,505181.313193,495124.5737119999,637524.939722,659556.8687414
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0000,Performance.0004,Sales.0006,614170.4812963001,655366.4271700002,614697.2548102001,673347.490304,723948.1686709999
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0000,Performance.0004,Sales.0006,557401.0430990001,586087.6421700001,476840.148438,561115.9609739999,555740.12759
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0000,Performance.0004,Sales.0006,608582.692468,671080.0984009999,566799.130749,704788.19294,434527.51437099994
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0000,Performance.0004,Sales.0007,541816.196368,451508.03670000006,425743.83728,660795.580782,676070.57804
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0000,Performance.0004,Sales.0007,601779.1515403,565991.9101420001,609610.30368,685579.9279739999,684478.423126
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0000,Performance.0004,Sales.0007,601126.2775590001,631508.9869282001,661693.5685200001,814234.1760299999,575766.10682
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0001,Performance.0000,Sales.0000,767132.1037699999,593633.500274,615684.36449,422714.22022099997,691189.290539
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0001,Performance.0000,Sales.0000,589337.047129,515062.0428860001,492279.1443215999,618026.7946833,581243.9658729999
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0001,Performance.0000,Sales.0000,540686.161621,600284.283763,728489.571326,433930.8407649999,478547.463081
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0001,Performance.0000,Sales.0001,513320.54660500004,838540.82019,753174.0112999999,574849.94213,573051.7492258999
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0001,Performance.0000,Sales.0001,644214.8872000001,540370.0663899999,509852.22443299997,522897.02635199996,479474.2836429
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0001,Performance.0000,Sales.0001,814403.2929,540959.9303859998,607752.195437,648717.7837999999,530188.9158999999
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0001,Performance.0000,Sales.0002,391790.75049279997,499277.08580009994,595106.5973850001,431278.13920100004,689641.9041000002
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0001,Performance.0000,Sales.0002,692303.8114202,632382.3431320001,527703.1242239999,573658.6373566,683375.16694
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0001,Performance.0000,Sales.0002,611149.33587,667474.8803588001,442373.22441599995,595263.961429,566058.19797
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0001,Performance.0000,Sales.0003,465081.91299309995,612172.2974490001,593325.1727839999,632352.831484,570865.083007
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0001,Performance.0000,Sales.0003,521393.5243660001,489585.37427200004,543393.301586,549312.4775980001,497566.3735
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0001,Performance.0000,Sales.0003,553301.540173,711982.57663,603651.6978689999,581325.791346,667548.1371
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0001,Performance.0000,Sales.0004,528879.36048,517350.70093700005,398140.355452,503912.3984940001,688001.59252
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0001,Performance.0000,Sales.0004,625833.67974,482917.2289219,798140.33654,513603.5318416,655927.262189
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0001,Performance.0000,Sales.0004,542617.694926,626162.742188,576906.011001,540820.17317,582515.3143239999
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0001,Performance.0000,Sales.0005,797845.0112,606460.3739700001,508879.90054699994,455405.22725500003,568328.9924320001
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0001,Performance.0000,Sales.0005,405243.84840799996,847334.05658,783610.834383,605406.7346051,852497.3337500001
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0001,Performance.0000,Sales.0005,690477.2356230001,661829.92462,625156.4532359999,663668.68264,628662.0196549998
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0001,Performance.0000,Sales.0006,533849.4755,727143.61636,516357.287982,622156.5803720001,821595.7215300001
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0001,Performance.0000,Sales.0006,604858.8825760001,524885.580082,732200.9492550001,573827.446375,602510.7014100001
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0001,Performance.0000,Sales.0006,563279.09828,490483.88854,651036.496668,519521.6647150001,663387.484945
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0001,Performance.0000,Sales.0007,548983.3376369999,609551.3024399999,590935.800729,558289.376695,700790.29067
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0001,Performance.0000,Sales.0007,492957.909514,687824.9424200001,567033.2677280001,599495.47033,479830.93304899987
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0001,Performance.0000,Sales.0007,487884.12837999995,624638.771371,570836.56078,678056.76527,530182.590882
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0001,Performance.0001,Sales.0000,527671.939778,682061.636316,655454.1234200001,525873.304765,568184.38295
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0001,Performance.0001,Sales.0000,589390.4891519999,598412.5682,434350.736666,763604.06723,607972.072507
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0001,Performance.0001,Sales.0000,521250.603066,524437.906815,559608.441013,684958.4970110002,684506.28393
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0001,Performance.0001,Sales.0001,790100.55577,503124.085237,755921.57894,567565.695876,647764.676304
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0001,Performance.0001,Sales.0001,571483.9488499999,592221.35231,555424.5300779999,649711.692301,543320.88015
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0001,Performance.0001,Sales.0001,511446.123577,563655.032481,445097.806813,604377.330233,542201.84287
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0001,Performance.0001,Sales.0002,627223.947678,548258.27616,570886.6782600001,627043.0598299999,532159.095812
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0001,Performance.0001,Sales.0002,465636.7694874001,742266.858811,914719.5104700001,801402.00421,560219.480666
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0001,Performance.0001,Sales.0002,612406.688296,638637.259039,616949.85033,710526.031189,456418.970583
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0001,Performance.0001,Sales.0003,742271.6249487,490054.74396399996,499293.69582,529622.9858291,570342.3722859999
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0001,Performance.0001,Sales.0003,498990.25781999994,545297.4917349999,398024.2092,594937.8626610001,773371.060668
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0001,Performance.0001,Sales.0003,655162.663702,749693.0742200001,487732.89679899986,751313.086508,622065.302447
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0001,Performance.0001,Sales.0004,492898.226383,713982.5939199999,693556.3408400001,611669.9100810001,749195.6276169999
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0001,Performance.0001,Sales.0004,599791.9051715,654926.89361,450340.3517492001,602937.618957,764504.3222299999
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0001,Performance.0001,Sales.0004,456964.89136,604893.19961,666826.848806,551631.589687,675915.33789
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0001,Performance.0001,Sales.0005,393866.0503230001,569273.057298,652839.0075699999,426275.16811100004,607617.00811
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0001,Performance.0001,Sales.0005,546605.7167048,688455.93753,680538.1326799999,501354.98489,587122.327272
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0001,Performance.0001,Sales.0005,589932.3258536,567701.3143039999,599791.83729,708685.90728,657756.21268
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0001,Performance.0001,Sales.0006,497878.077972,558961.5150530001,526395.3307240001,533406.6778350001,523351.1677500001
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0001,Performance.0001,Sales.0006,523830.71823699994,575205.645859,542787.2803835,630942.7430432,645883.7709700001
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0001,Performance.0001,Sales.0006,504904.50061999995,503222.4063169999,812614.7214799998,622134.0135800001,683890.0636449999
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0001,Performance.0001,Sales.0007,770614.3702679999,535773.195737,653844.046267,565796.94178,885225.97437
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0001,Performance.0001,Sales.0007,780259.5522669998,580103.9992949999,709822.490278,683713.524957,638112.6798399999
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0001,Performance.0001,Sales.0007,542679.7492969999,705006.163892,604503.1377029999,555371.5935549999,817219.6113999999
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0001,Performance.0002,Sales.0000,504433.285117,587899.3143199999,632278.7450300001,695807.248927,571273.34011
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0001,Performance.0002,Sales.0000,697678.656695,557724.015434,751391.63074,514589.742844,662345.7875199999
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0001,Performance.0002,Sales.0000,468543.5048220001,548319.554419,729872.90592,664844.850811,708048.50411
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0001,Performance.0002,Sales.0001,633486.97259,600489.9895200001,523042.77840999997,607478.338631,498255.364029
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0001,Performance.0002,Sales.0001,672313.6609910001,666438.527107,781001.58551,760248.8911209998,575498.184355
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0001,Performance.0002,Sales.0001,606714.3210240001,650519.69364,771394.51933,418849.41322399996,677741.01283
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0001,Performance.0002,Sales.0002,635731.0999100001,536112.6575132001,543358.7389100001,575587.2118200001,560438.8973153
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0001,Performance.0002,Sales.0002,553401.4261629999,529423.1463769999,758162.0179450001,738831.12058,477516.616983
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0001,Performance.0002,Sales.0002,687608.1429999999,611326.629099,488648.0615,694114.9331400001,470978.436696
January,Qtr 1,2021,Appliances.0002,Office Suppliers.0001,Performance.0002,Sales.0003,553297.1329718,671720.7319,298080.362746,706848.79515,532979.653012
January,Qtr 1,2022,Appliances.0002,Office Suppliers.0001,Performance.0002,Sales.0003,563796.8747800001,665971.880384,673883.3732599998,507900.63404,647213.7126999999
January,Qtr 1,2023,Appliances.0002,Office Suppliers.0001,Performance.0002,Sales.0003,608509.8200760001,707862.1091769999,644505.530767,607632.9612949999,619755.9538499999
