One Lakh Report.column.Variation.Date Hierarchy.Month,One Lakh Report.column.Variation.Date Hierarchy.Quarter,One Lakh Report.column.Variation.Date Hierarchy.Year,One Lakh Report.Continent,One Lakh Report.Country,One Lakh Report.States,One Lakh Report.Districts,One Lakh Report.Villages,Sum(One Lakh Report.Series 2),Sum(One Lakh Report.Series 3),Sum(One Lakh Report.Series 4),Sum(One Lakh Report.Series 5),Sum(One Lakh Report.Series 1)
January,Qtr 1,2023,Continent.0002,Country.0001,States.0004,Districts.0004,Villages.0000,698236.212747,586275.3762310001,569744.206275,526314.6244786,511603.769914
January,Qtr 1,2021,Continent.0002,Country.0001,States.0004,Districts.0004,Villages.0001,557931.167191,651747.5241699999,696951.60623,496878.2947859999,523414.80489699997
January,Qtr 1,2022,Continent.0002,Country.0001,States.0004,Districts.0004,Villages.0001,432325.8727720001,490467.63947,788337.6831499999,512097.857479,619118.124766
January,Qtr 1,2023,Continent.0002,Country.0001,States.0004,Districts.0004,Villages.0001,546997.469359,587991.95417,526949.7505892,777956.14928,750764.64374
January,Qtr 1,2021,Continent.0002,Country.0001,States.0005,Districts.0000,Villages.0000,679420.741693,620891.926231,624609.188645,559887.961572,513492.00176
January,Qtr 1,2022,Continent.0002,Country.0001,States.0005,Districts.0000,Villages.0000,359401.177755,693949.1855159999,677123.21204,715129.1719370001,609830.969065
January,Qtr 1,2023,Continent.0002,Country.0001,States.0005,Districts.0000,Villages.0000,575200.05897,542619.617026,466305.3651118,657226.600962,648621.3669
January,Qtr 1,2021,Continent.0002,Country.0001,States.0005,Districts.0000,Villages.0001,718249.237064,644880.9565359999,610129.87138,784506.5423000001,676524.1706500001
January,Qtr 1,2022,Continent.0002,Country.0001,States.0005,Districts.0000,Villages.0001,458154.378051,467727.309008,807879.9427700002,343149.192438,542976.0577059999
January,Qtr 1,2023,Continent.0002,Country.0001,States.0005,Districts.0000,Villages.0001,634166.54889,521485.29618,691621.58486,642196.847541,747712.3080900001
January,Qtr 1,2021,Continent.0002,Country.0001,States.0005,Districts.0001,Villages.0000,633714.681639,510787.49621,583225.8633,843515.16062,623722.217258
January,Qtr 1,2022,Continent.0002,Country.0001,States.0005,Districts.0001,Villages.0000,547595.436139,651489.160991,530861.401676,839709.119213,654592.61133
January,Qtr 1,2023,Continent.0002,Country.0001,States.0005,Districts.0001,Villages.0000,454318.162033,572838.31495,672768.71498,732009.2354899999,590138.5210699999
January,Qtr 1,2021,Continent.0002,Country.0001,States.0005,Districts.0001,Villages.0001,516326.4073047,526770.083535,389136.59563899995,680627.5948109999,694533.8105820001
January,Qtr 1,2022,Continent.0002,Country.0001,States.0005,Districts.0001,Villages.0001,743320.09778,519390.267527,707245.9685399998,603175.834098,564003.6384109999
January,Qtr 1,2023,Continent.0002,Country.0001,States.0005,Districts.0001,Villages.0001,642000.32523,608062.91117,554772.77855,477802.76473299996,486005.1059916
January,Qtr 1,2021,Continent.0002,Country.0001,States.0005,Districts.0002,Villages.0000,642690.9661300001,468828.36129999993,779688.3820479999,312002.68671730004,539831.122149
January,Qtr 1,2022,Continent.0002,Country.0001,States.0005,Districts.0002,Villages.0000,623025.5724480001,655374.3526980001,618788.643226,425716.4903170001,700941.1205219999
January,Qtr 1,2023,Continent.0002,Country.0001,States.0005,Districts.0002,Villages.0000,772609.6423500001,632784.66728,545669.402683,490079.59879499994,568746.6894990001
January,Qtr 1,2021,Continent.0002,Country.0001,States.0005,Districts.0002,Villages.0001,765099.3205110001,552364.92084,663835.194756,553776.3221560001,461141.85569399997
January,Qtr 1,2022,Continent.0002,Country.0001,States.0005,Districts.0002,Villages.0001,743741.8679553999,708472.90831,583963.410143,720831.79918,456082.181608
January,Qtr 1,2023,Continent.0002,Country.0001,States.0005,Districts.0002,Villages.0001,767444.4566650001,420446.22517920006,594114.31302,477901.69540150004,668474.93295
January,Qtr 1,2021,Continent.0002,Country.0001,States.0005,Districts.0003,Villages.0000,589622.9511538999,528329.182775,441631.0090699999,498188.7435929999,521306.1710872
January,Qtr 1,2022,Continent.0002,Country.0001,States.0005,Districts.0003,Villages.0000,712831.3046850001,557232.2873219999,680846.812737,647186.9459930001,585189.42387
January,Qtr 1,2023,Continent.0002,Country.0001,States.0005,Districts.0003,Villages.0000,601524.2009450002,666880.0755090002,541176.9827289999,554297.947795,563388.101931
January,Qtr 1,2021,Continent.0002,Country.0001,States.0005,Districts.0003,Villages.0001,439789.425284,502860.77304699994,609060.8731190001,600730.98712,503255.93205999996
January,Qtr 1,2022,Continent.0002,Country.0001,States.0005,Districts.0003,Villages.0001,742721.90316,764068.8912300001,500619.21481800004,619535.6700400001,593057.6986400001
January,Qtr 1,2023,Continent.0002,Country.0001,States.0005,Districts.0003,Villages.0001,594578.145712,516657.57217100007,765465.3666,643795.3167430001,455226.690628
January,Qtr 1,2021,Continent.0002,Country.0001,States.0005,Districts.0004,Villages.0000,502818.72521500004,533374.2460429999,571108.0613010001,716312.41601,526434.9149099999
January,Qtr 1,2022,Continent.0002,Country.0001,States.0005,Districts.0004,Villages.0000,653010.2476540001,509987.970462,655867.955671,515206.439501,609357.9091713999
January,Qtr 1,2023,Continent.0002,Country.0001,States.0005,Districts.0004,Villages.0000,485984.41089999996,571247.623044,446815.01974,640579.714965,634333.567532
January,Qtr 1,2021,Continent.0002,Country.0001,States.0005,Districts.0004,Villages.0001,404408.27328,532251.295289,607450.07427,598120.7187269999,626334.3130610001
January,Qtr 1,2022,Continent.0002,Country.0001,States.0005,Districts.0004,Villages.0001,618494.5200159999,651890.9593019999,620313.7786693,571548.0148840001,593606.635565
January,Qtr 1,2023,Continent.0002,Country.0001,States.0005,Districts.0004,Villages.0001,613495.52761,736631.4069599999,599146.3793423001,693034.57231,590563.3689399998
January,Qtr 1,2021,Continent.0002,Country.0001,States.0006,Districts.0000,Villages.0000,552718.83489,634881.51783,584447.4854410001,577777.996749,632806.214367
January,Qtr 1,2022,Continent.0002,Country.0001,States.0006,Districts.0000,Villages.0000,652718.198308,813844.89345,603770.0820909999,563265.5859160001,742264.27697
January,Qtr 1,2023,Continent.0002,Country.0001,States.0006,Districts.0000,Villages.0000,560635.9502034,655029.3379200001,673141.08317,619302.8714599999,653943.1252
January,Qtr 1,2021,Continent.0002,Country.0001,States.0006,Districts.0000,Villages.0001,416752.26054999995,652262.19759,676830.044918,642376.59198,597099.89118
January,Qtr 1,2022,Continent.0002,Country.0001,States.0006,Districts.0000,Villages.0001,382658.5063269999,527246.4707589999,489827.85986789997,598004.65215,662537.641312
January,Qtr 1,2023,Continent.0002,Country.0001,States.0006,Districts.0000,Villages.0001,670384.30079,576218.8308800001,606667.7009449999,685983.358666,603764.88035
January,Qtr 1,2021,Continent.0002,Country.0001,States.0006,Districts.0001,Villages.0000,562372.0781309999,713881.92085,777765.130074,566028.4004030001,632523.711143
January,Qtr 1,2022,Continent.0002,Country.0001,States.0006,Districts.0001,Villages.0000,296988.40909360006,601503.0883000001,711421.4207173999,741083.54393,526573.633337
January,Qtr 1,2023,Continent.0002,Country.0001,States.0006,Districts.0001,Villages.0000,507597.792826,572227.758816,565367.5831001999,575464.9018090001,592894.693334
January,Qtr 1,2021,Continent.0002,Country.0001,States.0006,Districts.0001,Villages.0001,728877.7726400001,568967.899236,432967.7944247,475858.681825,691379.1964700001
January,Qtr 1,2022,Continent.0002,Country.0001,States.0006,Districts.0001,Villages.0001,719217.367495,431470.8537980001,557128.384403,691381.114974,647825.9345
January,Qtr 1,2023,Continent.0002,Country.0001,States.0006,Districts.0001,Villages.0001,627324.39309,716744.66284,567159.5487559999,453899.047703,593646.8507279999
January,Qtr 1,2021,Continent.0002,Country.0001,States.0006,Districts.0002,Villages.0000,758685.37481,739767.9298500001,697938.5045500001,708250.3913400001,580626.0124659999
January,Qtr 1,2022,Continent.0002,Country.0001,States.0006,Districts.0002,Villages.0000,602446.74032,547658.842515,709759.56074,664096.857003,534976.407632
January,Qtr 1,2023,Continent.0002,Country.0001,States.0006,Districts.0002,Villages.0000,511899.089734,642708.4544203001,483685.96644700004,685818.811768,580536.8573
January,Qtr 1,2021,Continent.0002,Country.0001,States.0006,Districts.0002,Villages.0001,612101.601565,571889.712951,627921.4582499999,530253.8635499999,613051.0254080001
January,Qtr 1,2022,Continent.0002,Country.0001,States.0006,Districts.0002,Villages.0001,704282.793251,580565.32294,480087.514,603316.7218,666309.06196
January,Qtr 1,2023,Continent.0002,Country.0001,States.0006,Districts.0002,Villages.0001,713667.8680359999,700268.02451,690699.7543500001,352772.703632,700216.2616950001
January,Qtr 1,2021,Continent.0002,Country.0001,States.0006,Districts.0003,Villages.0000,632974.8215180001,569528.4340380001,552466.007188,520591.41736619995,649441.76847
January,Qtr 1,2022,Continent.0002,Country.0001,States.0006,Districts.0003,Villages.0000,445527.3304799999,431355.424846,700237.19594,588539.017711,470108.37101599993
January,Qtr 1,2023,Continent.0002,Country.0001,States.0006,Districts.0003,Villages.0000,527501.602789,605213.6349350001,520479.447783,624507.51421,605019.774526
January,Qtr 1,2021,Continent.0002,Country.0001,States.0006,Districts.0003,Villages.0001,701640.4302630001,654626.0709800001,872132.55122,458487.8038711,601359.204229
January,Qtr 1,2022,Continent.0002,Country.0001,States.0006,Districts.0003,Villages.0001,652571.478563,721809.3806,642953.4362100001,704601.91034,519748.89372900006
January,Qtr 1,2023,Continent.0002,Country.0001,States.0006,Districts.0003,Villages.0001,749022.3452499999,426504.6375620001,665324.8453,481130.3064140001,475246.1577726
January,Qtr 1,2021,Continent.0002,Country.0001,States.0006,Districts.0004,Villages.0000,505529.40838499996,709947.5079240002,698322.145206,579632.46021,827290.26155
January,Qtr 1,2022,Continent.0002,Country.0001,States.0006,Districts.0004,Villages.0000,549002.4189059999,733479.8974400001,649547.48706,758797.57131,401498.364075
January,Qtr 1,2023,Continent.0002,Country.0001,States.0006,Districts.0004,Villages.0000,545025.012896,588852.60558,614682.2926699999,639490.92178,704682.3306500001
January,Qtr 1,2021,Continent.0002,Country.0001,States.0006,Districts.0004,Villages.0001,734441.0474260001,515166.00835600006,511049.43792900007,538741.1827110001,655977.261998
January,Qtr 1,2022,Continent.0002,Country.0001,States.0006,Districts.0004,Villages.0001,322457.380764,547400.333934,682212.2603399999,545014.4029560001,697104.949197
January,Qtr 1,2023,Continent.0002,Country.0001,States.0006,Districts.0004,Villages.0001,525605.26114,569668.1412109999,519305.013337,748552.1667229999,774080.1589400001
January,Qtr 1,2021,Continent.0002,Country.0001,States.0007,Districts.0000,Villages.0000,608086.61053,679450.7825399999,706909.261025,629604.64798,624476.13717
January,Qtr 1,2022,Continent.0002,Country.0001,States.0007,Districts.0000,Villages.0000,441072.24602599995,570143.11968,624301.0827620002,646851.3220700001,574525.80021
January,Qtr 1,2023,Continent.0002,Country.0001,States.0007,Districts.0000,Villages.0000,456170.0656840001,607808.5930995999,499332.90852000006,777346.980628,655148.018789
January,Qtr 1,2021,Continent.0002,Country.0001,States.0007,Districts.0000,Villages.0001,561544.6020900001,534916.977736,589015.7180870001,546909.772318,483899.238971
January,Qtr 1,2022,Continent.0002,Country.0001,States.0007,Districts.0000,Villages.0001,548946.231074,760701.3683600001,683486.8219502,476966.46366600005,661207.5906219999
January,Qtr 1,2023,Continent.0002,Country.0001,States.0007,Districts.0000,Villages.0001,612036.9898950001,613100.2183030001,741088.45244,614722.531603,709443.07698
January,Qtr 1,2021,Continent.0002,Country.0001,States.0007,Districts.0001,Villages.0000,558717.18521,721686.43105,844787.0813800001,641078.3801399999,632993.792244
January,Qtr 1,2022,Continent.0002,Country.0001,States.0007,Districts.0001,Villages.0000,610925.7757199999,610298.387375,485211.76577200013,663422.5528549999,616116.2076000001
January,Qtr 1,2023,Continent.0002,Country.0001,States.0007,Districts.0001,Villages.0000,529798.870062,587086.6775069999,498064.61329820007,579750.9184499999,722447.1070300001
January,Qtr 1,2021,Continent.0002,Country.0001,States.0007,Districts.0001,Villages.0001,655047.8484499999,510899.21631960006,597099.296104,655094.5566149999,674022.430829
January,Qtr 1,2022,Continent.0002,Country.0001,States.0007,Districts.0001,Villages.0001,702543.86405,628110.26984,649804.9412899999,609775.825899,539902.222669
January,Qtr 1,2023,Continent.0002,Country.0001,States.0007,Districts.0001,Villages.0001,823621.4324020001,617313.238915,557443.5737036001,631058.9698459998,536027.521446
January,Qtr 1,2021,Continent.0002,Country.0001,States.0007,Districts.0002,Villages.0000,476147.0427816,830682.914873,561282.0522970001,527334.1188359999,659967.495884
January,Qtr 1,2022,Continent.0002,Country.0001,States.0007,Districts.0002,Villages.0000,612876.5380299999,497360.77732,798021.258369,585166.6963760001,652005.1207800001
January,Qtr 1,2023,Continent.0002,Country.0001,States.0007,Districts.0002,Villages.0000,597297.147902,656967.91948,566337.743391,580602.2220460001,767368.399344
January,Qtr 1,2021,Continent.0002,Country.0001,States.0007,Districts.0002,Villages.0001,728733.9244030002,682687.890435,472484.004766,796100.907267,539497.44988
January,Qtr 1,2022,Continent.0002,Country.0001,States.0007,Districts.0002,Villages.0001,522378.83574999997,843130.39661,611391.40116,512226.82004500006,508215.87515999994
January,Qtr 1,2023,Continent.0002,Country.0001,States.0007,Districts.0002,Villages.0001,451911.63684200007,549349.2074896,744141.1672499999,727862.608,581497.873116
January,Qtr 1,2021,Continent.0002,Country.0001,States.0007,Districts.0003,Villages.0000,421167.7356479001,705041.69378,492119.65238499996,508279.1019099999,448883.078486
January,Qtr 1,2022,Continent.0002,Country.0001,States.0007,Districts.0003,Villages.0000,426983.125957,491597.13782,581369.51596,431834.98643999995,514408.0455437
January,Qtr 1,2023,Continent.0002,Country.0001,States.0007,Districts.0003,Villages.0000,489123.8306499999,786468.1128450001,453402.73921,578029.667115,706735.197894
January,Qtr 1,2021,Continent.0002,Country.0001,States.0007,Districts.0003,Villages.0001,544055.1318790001,476453.3803462,523348.51511599997,534968.5692230001,537258.522435
January,Qtr 1,2022,Continent.0002,Country.0001,States.0007,Districts.0003,Villages.0001,588218.1946139999,405761.03942,673434.913833,540311.637871,737509.4131789998
January,Qtr 1,2023,Continent.0002,Country.0001,States.0007,Districts.0003,Villages.0001,478346.95211400004,363448.22676499997,672063.30489,588507.41761,629415.37606
January,Qtr 1,2021,Continent.0002,Country.0001,States.0007,Districts.0004,Villages.0000,578032.6352320001,513304.6803191001,588259.199051,838646.07137,654679.41168
January,Qtr 1,2022,Continent.0002,Country.0001,States.0007,Districts.0004,Villages.0000,690834.286804,639167.02868,562570.67097,647423.847167,527661.50907
January,Qtr 1,2023,Continent.0002,Country.0001,States.0007,Districts.0004,Villages.0000,900228.6340900002,472481.174024,680070.9626070001,709380.21814,637322.25923
January,Qtr 1,2021,Continent.0002,Country.0001,States.0007,Districts.0004,Villages.0001,567913.467326,508749.03638199996,742144.95145,475891.6891553,504805.81010299997
January,Qtr 1,2022,Continent.0002,Country.0001,States.0007,Districts.0004,Villages.0001,520329.425392,387610.5936910001,562841.594993,548691.7534119999,491935.19983600004
January,Qtr 1,2023,Continent.0002,Country.0001,States.0007,Districts.0004,Villages.0001,562541.6876849999,539069.0430109999,588800.857562,570052.65512,691117.5349600001
January,Qtr 1,2021,Continent.0002,Country.0002,States.0000,Districts.0000,Villages.0000,637632.876809,722496.03157,456451.23292100005,698028.371513,739510.1001629999
January,Qtr 1,2022,Continent.0002,Country.0002,States.0000,Districts.0000,Villages.0000,456971.1790309999,759324.7928800001,817538.8671299999,433814.2795814,666770.351018
January,Qtr 1,2023,Continent.0002,Country.0002,States.0000,Districts.0000,Villages.0000,576180.3277660001,563615.161942,450040.44111899997,629252.53249,703686.90625
January,Qtr 1,2021,Continent.0002,Country.0002,States.0000,Districts.0000,Villages.0001,773651.46978,414717.14751,670606.7779381,589644.2581069999,536025.1270056
January,Qtr 1,2022,Continent.0002,Country.0002,States.0000,Districts.0000,Villages.0001,659518.28292,535753.0984624999,657210.32147,726456.678445,526752.827009
January,Qtr 1,2023,Continent.0002,Country.0002,States.0000,Districts.0000,Villages.0001,500781.9325288999,523346.25692,325051.845884,715354.1353899998,421733.80395100004
January,Qtr 1,2021,Continent.0002,Country.0002,States.0000,Districts.0001,Villages.0000,627142.8392409999,786339.32183,586948.17299,533933.0613089999,638889.4183730001
January,Qtr 1,2022,Continent.0002,Country.0002,States.0000,Districts.0001,Villages.0000,660751.6104238001,783557.846274,654930.4483379999,630337.78514,654553.6115700001
January,Qtr 1,2023,Continent.0002,Country.0002,States.0000,Districts.0001,Villages.0000,514714.378755,658473.3212000001,675967.6053800001,611522.9713099999,574078.0905320001
January,Qtr 1,2021,Continent.0002,Country.0002,States.0000,Districts.0001,Villages.0001,533470.5710270001,556726.434533,486897.52458699996,554980.0389220001,464988.227359
January,Qtr 1,2022,Continent.0002,Country.0002,States.0000,Districts.0001,Villages.0001,640157.001138,498834.987826,669157.91994,559808.2670450001,673101.196154
January,Qtr 1,2023,Continent.0002,Country.0002,States.0000,Districts.0001,Villages.0001,669959.81524,659160.231619,672315.175457,593528.4607530001,446646.417108
January,Qtr 1,2021,Continent.0002,Country.0002,States.0000,Districts.0002,Villages.0000,503717.20673000003,724508.911005,816458.11742,613097.186491,560349.533991
January,Qtr 1,2022,Continent.0002,Country.0002,States.0000,Districts.0002,Villages.0000,866328.07373,703523.3381800001,586956.0925269999,580179.093151,490172.718013
January,Qtr 1,2023,Continent.0002,Country.0002,States.0000,Districts.0002,Villages.0000,555671.049923,674372.539542,586249.7975519999,650316.190557,629657.831455
January,Qtr 1,2021,Continent.0002,Country.0002,States.0000,Districts.0002,Villages.0001,706091.820702,577455.424929,637479.792667,790218.7068,634546.338457
January,Qtr 1,2022,Continent.0002,Country.0002,States.0000,Districts.0002,Villages.0001,491838.24628099997,715166.72664,580307.975948,780072.6239050002,591716.813452
January,Qtr 1,2023,Continent.0002,Country.0002,States.0000,Districts.0002,Villages.0001,649457.8562399999,523439.847868,421788.821063,557829.98423,650829.6161849999
January,Qtr 1,2021,Continent.0002,Country.0002,States.0000,Districts.0003,Villages.0000,688358.04348,733684.63828,520588.55443699996,660421.211329,576699.007337
January,Qtr 1,2022,Continent.0002,Country.0002,States.0000,Districts.0003,Villages.0000,553204.8923870001,578306.5036457,699886.031612,615728.5572399999,529363.78887
January,Qtr 1,2023,Continent.0002,Country.0002,States.0000,Districts.0003,Villages.0000,617436.4062879999,665587.3940939999,772146.9561800001,694272.1270799999,648431.7977300001
January,Qtr 1,2021,Continent.0002,Country.0002,States.0000,Districts.0003,Villages.0001,465841.91267700004,625588.41224,502848.930671,702882.7779300001,576724.472307
January,Qtr 1,2022,Continent.0002,Country.0002,States.0000,Districts.0003,Villages.0001,712366.62947,536786.6018929,814209.87261,505893.639703,660551.0681500001
January,Qtr 1,2023,Continent.0002,Country.0002,States.0000,Districts.0003,Villages.0001,575319.005521,554550.084558,396262.3662970001,626265.1826899999,563500.23839
January,Qtr 1,2021,Continent.0002,Country.0002,States.0000,Districts.0004,Villages.0000,593198.386221,679836.700032,738701.5847320001,703039.8075300001,719823.25514
January,Qtr 1,2022,Continent.0002,Country.0002,States.0000,Districts.0004,Villages.0000,681074.50255,489799.2612099999,420711.04391099996,713956.0489720001,551663.54502
January,Qtr 1,2023,Continent.0002,Country.0002,States.0000,Districts.0004,Villages.0000,500195.61349400005,549111.067208,466065.378115,612772.45256,664162.852325
January,Qtr 1,2021,Continent.0002,Country.0002,States.0000,Districts.0004,Villages.0001,654863.102921,604480.9086609998,665499.618025,538877.043063,762297.9499480001
January,Qtr 1,2022,Continent.0002,Country.0002,States.0000,Districts.0004,Villages.0001,644585.2100900001,646152.86353,725999.4131619999,409775.45429500006,737493.6029800001
January,Qtr 1,2023,Continent.0002,Country.0002,States.0000,Districts.0004,Villages.0001,567780.700386,499153.50317,576189.105487,682907.32741,717474.9767499999
January,Qtr 1,2021,Continent.0002,Country.0002,States.0001,Districts.0000,Villages.0000,505427.80912999995,572153.1338385999,528673.739274,576369.661174,645947.94867
January,Qtr 1,2022,Continent.0002,Country.0002,States.0001,Districts.0000,Villages.0000,577721.596598,582599.19892,425608.92823,727509.78792,706582.758449
January,Qtr 1,2023,Continent.0002,Country.0002,States.0001,Districts.0000,Villages.0000,497416.6811500001,533408.85325,548649.98191,679190.635327,711834.055714
January,Qtr 1,2021,Continent.0002,Country.0002,States.0001,Districts.0000,Villages.0001,674131.59819,793717.9626599998,784972.1733899999,569255.2635690001,596134.62413
January,Qtr 1,2022,Continent.0002,Country.0002,States.0001,Districts.0000,Villages.0001,581004.94597,671620.4333187,518325.05763199995,496608.48448099993,616747.022352
January,Qtr 1,2023,Continent.0002,Country.0002,States.0001,Districts.0000,Villages.0001,712959.85741,585118.6441730001,785980.0349800001,653574.086809,626728.9737300001
January,Qtr 1,2021,Continent.0002,Country.0002,States.0001,Districts.0001,Villages.0000,797149.9846600001,513888.39526270004,512184.7361549999,656382.382157,565953.14903
January,Qtr 1,2022,Continent.0002,Country.0002,States.0001,Districts.0001,Villages.0000,575292.361532,800303.08589,656960.677983,801733.5955800001,674716.76023
January,Qtr 1,2023,Continent.0002,Country.0002,States.0001,Districts.0001,Villages.0000,469541.26949910005,642241.534891,669439.3153620001,393100.12822769996,351171.367307
January,Qtr 1,2021,Continent.0002,Country.0002,States.0001,Districts.0001,Villages.0001,542946.155954,665348.1055150001,521299.41591900005,618893.00296,646424.563358
January,Qtr 1,2022,Continent.0002,Country.0002,States.0001,Districts.0001,Villages.0001,652372.641898,641148.7474300001,668673.8710810001,733589.16721,569556.3662020001
January,Qtr 1,2023,Continent.0002,Country.0002,States.0001,Districts.0001,Villages.0001,678917.9227624,668767.165161,563762.657635,603473.107583,653644.51909
January,Qtr 1,2021,Continent.0002,Country.0002,States.0001,Districts.0002,Villages.0000,480490.75210200006,690587.1342900001,736998.071287,498198.3800660001,827561.16775
January,Qtr 1,2022,Continent.0002,Country.0002,States.0001,Districts.0002,Villages.0000,501112.9668429999,548904.7303579999,600562.9184799999,578338.2319820002,615136.1386350001
January,Qtr 1,2023,Continent.0002,Country.0002,States.0001,Districts.0002,Villages.0000,689817.13583,483341.60258400004,689812.0024229999,697140.5754660001,680222.34839
January,Qtr 1,2021,Continent.0002,Country.0002,States.0001,Districts.0002,Villages.0001,778114.9374701,614230.5463220001,638296.7899170001,567829.70069,664947.949056
January,Qtr 1,2022,Continent.0002,Country.0002,States.0001,Districts.0002,Villages.0001,558792.7604394001,568412.725815,694612.7997099999,483127.272161,970026.1922699999
January,Qtr 1,2023,Continent.0002,Country.0002,States.0001,Districts.0002,Villages.0001,522560.50175399997,645388.01152,644607.0586427998,363747.20395,618741.490495
January,Qtr 1,2021,Continent.0002,Country.0002,States.0001,Districts.0003,Villages.0000,684625.5893999999,573065.4040690999,772289.640275,783649.12497,525647.1478700001
January,Qtr 1,2022,Continent.0002,Country.0002,States.0001,Districts.0003,Villages.0000,563370.480378,547870.765044,526087.2215925999,485266.850807,674293.4787800001
January,Qtr 1,2023,Continent.0002,Country.0002,States.0001,Districts.0003,Villages.0000,546480.559457,662916.28675,649924.7295,631313.5824900001,545438.7916689999
January,Qtr 1,2021,Continent.0002,Country.0002,States.0001,Districts.0003,Villages.0001,547301.96713,495321.014227,523300.778314,671807.32806,535942.7212169999
January,Qtr 1,2022,Continent.0002,Country.0002,States.0001,Districts.0003,Villages.0001,636496.44843,637090.7156329999,586365.0942660001,581533.704197,501760.2892323
January,Qtr 1,2023,Continent.0002,Country.0002,States.0001,Districts.0003,Villages.0001,685171.06146,715426.8539930001,529719.0942439999,521262.206909,582919.8924159999
January,Qtr 1,2021,Continent.0002,Country.0002,States.0001,Districts.0004,Villages.0000,832083.0039479999,500713.637967,495029.95475199993,780149.63547,519631.65563399997
January,Qtr 1,2022,Continent.0002,Country.0002,States.0001,Districts.0004,Villages.0000,716516.150778,626506.36419,568030.604777,600593.963662,612769.5203099999
January,Qtr 1,2023,Continent.0002,Country.0002,States.0001,Districts.0004,Villages.0000,396649.82427900005,500141.564518,623184.2408872999,622748.4532982,773533.5812099999
January,Qtr 1,2021,Continent.0002,Country.0002,States.0001,Districts.0004,Villages.0001,638749.1809579999,813027.83242,565634.0459830001,529123.5605795,612742.112766
January,Qtr 1,2022,Continent.0002,Country.0002,States.0001,Districts.0004,Villages.0001,465663.79800999997,632500.0084919999,558901.9327969999,515019.28383100004,524531.792924
January,Qtr 1,2023,Continent.0002,Country.0002,States.0001,Districts.0004,Villages.0001,639283.6185089999,686688.9261530001,741903.38239,494073.816887,763547.5360000001
January,Qtr 1,2021,Continent.0002,Country.0002,States.0002,Districts.0000,Villages.0000,598125.969913,699007.8370800001,535521.360359,780971.78214,537327.359273
January,Qtr 1,2022,Continent.0002,Country.0002,States.0002,Districts.0000,Villages.0000,468791.62325299997,537591.259828,673525.710637,708695.07376,543702.49821
January,Qtr 1,2023,Continent.0002,Country.0002,States.0002,Districts.0000,Villages.0000,702781.0282999999,626985.095263,648056.61467,645361.09338,640819.20058
January,Qtr 1,2021,Continent.0002,Country.0002,States.0002,Districts.0000,Villages.0001,609132.9393470001,624099.8902499999,520606.87666699995,420117.473419,932967.22489
January,Qtr 1,2022,Continent.0002,Country.0002,States.0002,Districts.0000,Villages.0001,579189.754268,549798.95391,590739.44576,799968.46067,635195.5844571
January,Qtr 1,2023,Continent.0002,Country.0002,States.0002,Districts.0000,Villages.0001,602900.8682240001,545468.3499079999,490125.84275700006,616845.6921539999,793961.0990100001
January,Qtr 1,2021,Continent.0002,Country.0002,States.0002,Districts.0001,Villages.0000,668614.5665707,594710.2121100001,670714.14287,513991.816812,413058.526369
January,Qtr 1,2022,Continent.0002,Country.0002,States.0002,Districts.0001,Villages.0000,627019.9683099999,770784.91686,661715.708419,526032.317883,477425.855401
January,Qtr 1,2023,Continent.0002,Country.0002,States.0002,Districts.0001,Villages.0000,646895.709317,740102.50853,610723.27995,666051.176097,723388.5879330002
January,Qtr 1,2021,Continent.0002,Country.0002,States.0002,Districts.0001,Villages.0001,524083.84518099995,500855.33256,652745.90094,625702.7897099999,702784.3552600001
January,Qtr 1,2022,Continent.0002,Country.0002,States.0002,Districts.0001,Villages.0001,596502.3128840001,687269.594351,618886.73426,597371.2772850001,625104.621959
January,Qtr 1,2023,Continent.0002,Country.0002,States.0002,Districts.0001,Villages.0001,485232.31481400004,510083.65027300006,706566.9143,647153.701556,309423.986346
January,Qtr 1,2021,Continent.0002,Country.0002,States.0002,Districts.0002,Villages.0000,665283.87676,640490.4599599999,802726.0270400001,423326.694473,678435.9138699999
January,Qtr 1,2022,Continent.0002,Country.0002,States.0002,Districts.0002,Villages.0000,633654.289634,627995.43611,507247.315597,738333.12922,793734.1998999999
January,Qtr 1,2023,Continent.0002,Country.0002,States.0002,Districts.0002,Villages.0000,496833.481993,690972.579,688720.5851499998,481973.54943759996,507091.257807
January,Qtr 1,2021,Continent.0002,Country.0002,States.0002,Districts.0002,Villages.0001,646444.9169000001,650722.463071,583064.446311,374435.2511051999,765834.58044
January,Qtr 1,2022,Continent.0002,Country.0002,States.0002,Districts.0002,Villages.0001,628544.5243148999,471829.09253,576960.9832700001,511540.00562199997,588661.7821339999
January,Qtr 1,2023,Continent.0002,Country.0002,States.0002,Districts.0002,Villages.0001,654995.597488,670234.5456999999,461911.49657099997,562355.0620099999,592093.9702250999
January,Qtr 1,2021,Continent.0002,Country.0002,States.0002,Districts.0003,Villages.0000,589676.99854,660129.583081,658085.186866,677392.956903,334655.677904
January,Qtr 1,2022,Continent.0002,Country.0002,States.0002,Districts.0003,Villages.0000,697251.108849,707828.48922,533622.343,660587.1567140002,585396.2186169999
January,Qtr 1,2023,Continent.0002,Country.0002,States.0002,Districts.0003,Villages.0000,636671.6143159999,579548.7405010001,536485.5751530001,635675.27252,629006.520494
