Retail Orders.Order Date.Variation.Date Hierarchy.Day,Retail Orders.Order Date.Variation.Date Hierarchy.Month,Retail Orders.Order Date.Variation.Date Hierarchy.Quarter,Retail Orders.Order Date.Variation.Date Hierarchy.Year,Retail Orders.Category,Sum(Retail Orders.Sales)
20,October,Qtr 4,2021,Office Supplies,123.572
21,October,Qtr 4,2021,Office Supplies,5499.44
22,October,Qtr 4,2021,Office Supplies,15.02
23,October,Qtr 4,2021,Office Supplies,451.266
24,October,Qtr 4,2021,Office Supplies,15.552
25,October,Qtr 4,2021,Office Supplies,
27,October,Qtr 4,2021,Office Supplies,219.966
28,October,Qtr 4,2021,Office Supplies,1485.277
29,October,Qtr 4,2021,Office Supplies,64.154
30,October,Qtr 4,2021,Office Supplies,159.002
31,October,Qtr 4,2021,Office Supplies,1484.774
1,November,Qtr 4,2021,Office Supplies,78.864
2,November,Qtr 4,2021,Office Supplies,
3,November,Qtr 4,2021,Office Supplies,498.78
5,November,Qtr 4,2021,Office Supplies,5.98
6,November,Qtr 4,2021,Office Supplies,78.22
8,November,Qtr 4,2021,Office Supplies,151.82
9,November,Qtr 4,2021,Office Supplies,600.6
10,November,Qtr 4,2021,Office Supplies,33.064
11,November,Qtr 4,2021,Office Supplies,1021.728
12,November,Qtr 4,2021,Office Supplies,1451.6
13,November,Qtr 4,2021,Office Supplies,611.098
14,November,Qtr 4,2021,Office Supplies,113.596
15,November,Qtr 4,2021,Office Supplies,1054.928
16,November,Qtr 4,2021,Office Supplies,36.72
17,November,Qtr 4,2021,Office Supplies,75.508
18,November,Qtr 4,2021,Office Supplies,1425.712
19,November,Qtr 4,2021,Office Supplies,532.214
20,November,Qtr 4,2021,Office Supplies,620.623
21,November,Qtr 4,2021,Office Supplies,145.82
22,November,Qtr 4,2021,Office Supplies,253.132
23,November,Qtr 4,2021,Office Supplies,15.8
24,November,Qtr 4,2021,Office Supplies,1538.086
25,November,Qtr 4,2021,Office Supplies,1115.728
26,November,Qtr 4,2021,Office Supplies,419.571
27,November,Qtr 4,2021,Office Supplies,802.554
28,November,Qtr 4,2021,Office Supplies,2456.018
29,November,Qtr 4,2021,Office Supplies,
30,November,Qtr 4,2021,Office Supplies,543.98
2,December,Qtr 4,2021,Office Supplies,1366.04
3,December,Qtr 4,2021,Office Supplies,924.29
4,December,Qtr 4,2021,Office Supplies,365.97
5,December,Qtr 4,2021,Office Supplies,156.898
6,December,Qtr 4,2021,Office Supplies,1453.148
7,December,Qtr 4,2021,Office Supplies,
8,December,Qtr 4,2021,Office Supplies,1634.812
9,December,Qtr 4,2021,Office Supplies,196.268
11,December,Qtr 4,2021,Office Supplies,520.626
12,December,Qtr 4,2021,Office Supplies,211.813
13,December,Qtr 4,2021,Office Supplies,15.936
14,December,Qtr 4,2021,Office Supplies,216.93
15,December,Qtr 4,2021,Office Supplies,405.192
16,December,Qtr 4,2021,Office Supplies,43.412
17,December,Qtr 4,2021,Office Supplies,10016.014
18,December,Qtr 4,2021,Office Supplies,4813.818
19,December,Qtr 4,2021,Office Supplies,55.222
20,December,Qtr 4,2021,Office Supplies,49.32
22,December,Qtr 4,2021,Office Supplies,112.264
23,December,Qtr 4,2021,Office Supplies,1589.751
24,December,Qtr 4,2021,Office Supplies,641.09
25,December,Qtr 4,2021,Office Supplies,205.138
26,December,Qtr 4,2021,Office Supplies,175.06
27,December,Qtr 4,2021,Office Supplies,74.002
29,December,Qtr 4,2021,Office Supplies,452.67
30,December,Qtr 4,2021,Office Supplies,602.988
31,December,Qtr 4,2021,Office Supplies,429.392
1,January,Qtr 1,2022,Office Supplies,506.338
4,January,Qtr 1,2022,Office Supplies,320.062
5,January,Qtr 1,2022,Office Supplies,7.936
6,January,Qtr 1,2022,Office Supplies,2850.246
7,January,Qtr 1,2022,Office Supplies,639.83
8,January,Qtr 1,2022,Office Supplies,277.724
9,January,Qtr 1,2022,Office Supplies,345.1
10,January,Qtr 1,2022,Office Supplies,609.066
11,January,Qtr 1,2022,Office Supplies,255.81
12,January,Qtr 1,2022,Office Supplies,1371.45
13,January,Qtr 1,2022,Office Supplies,4406.39
14,January,Qtr 1,2022,Office Supplies,508.39
15,January,Qtr 1,2022,Office Supplies,2029.704
16,January,Qtr 1,2022,Office Supplies,5500.03
19,January,Qtr 1,2022,Office Supplies,664.876
20,January,Qtr 1,2022,Office Supplies,39.24
21,January,Qtr 1,2022,Office Supplies,1145.78
22,January,Qtr 1,2022,Office Supplies,1212.422
23,January,Qtr 1,2022,Office Supplies,57.018
24,January,Qtr 1,2022,Office Supplies,308.314
26,January,Qtr 1,2022,Office Supplies,52.63
27,January,Qtr 1,2022,Office Supplies,14.016
28,January,Qtr 1,2022,Office Supplies,279.9
29,January,Qtr 1,2022,Office Supplies,279.932
30,January,Qtr 1,2022,Office Supplies,290.524
1,February,Qtr 1,2022,Office Supplies,453.834
2,February,Qtr 1,2022,Office Supplies,316.56
3,February,Qtr 1,2022,Office Supplies,331.45
4,February,Qtr 1,2022,Office Supplies,26.06
5,February,Qtr 1,2022,Office Supplies,109.62
6,February,Qtr 1,2022,Office Supplies,132.736
7,February,Qtr 1,2022,Office Supplies,169.192
9,February,Qtr 1,2022,Office Supplies,2852.518
10,February,Qtr 1,2022,Office Supplies,2139.624
11,February,Qtr 1,2022,Office Supplies,2025.652
12,February,Qtr 1,2022,Office Supplies,2665.612
13,February,Qtr 1,2022,Office Supplies,150.94
16,February,Qtr 1,2022,Office Supplies,714.202
17,February,Qtr 1,2022,Office Supplies,359.365
18,February,Qtr 1,2022,Office Supplies,9.82
19,February,Qtr 1,2022,Office Supplies,1269.92
20,February,Qtr 1,2022,Office Supplies,90.91
21,February,Qtr 1,2022,Office Supplies,
23,February,Qtr 1,2022,Office Supplies,45.84
24,February,Qtr 1,2022,Office Supplies,128.876
25,February,Qtr 1,2022,Office Supplies,1.788
26,February,Qtr 1,2022,Office Supplies,715.35
28,February,Qtr 1,2022,Office Supplies,17.62
1,March,Qtr 1,2022,Office Supplies,2070.272
2,March,Qtr 1,2022,Office Supplies,900.127
3,March,Qtr 1,2022,Office Supplies,99.68
4,March,Qtr 1,2022,Office Supplies,7.056
5,March,Qtr 1,2022,Office Supplies,980.428
6,March,Qtr 1,2022,Office Supplies,247.27
7,March,Qtr 1,2022,Office Supplies,459.784
8,March,Qtr 1,2022,Office Supplies,184.2
9,March,Qtr 1,2022,Office Supplies,589.448
10,March,Qtr 1,2022,Office Supplies,1877.302
11,March,Qtr 1,2022,Office Supplies,407.501
12,March,Qtr 1,2022,Office Supplies,447.932
13,March,Qtr 1,2022,Office Supplies,2833.674
14,March,Qtr 1,2022,Office Supplies,
16,March,Qtr 1,2022,Office Supplies,653.341
17,March,Qtr 1,2022,Office Supplies,294.386
18,March,Qtr 1,2022,Office Supplies,379.874
19,March,Qtr 1,2022,Office Supplies,481.154
20,March,Qtr 1,2022,Office Supplies,392.728
21,March,Qtr 1,2022,Office Supplies,1504.616
23,March,Qtr 1,2022,Office Supplies,604.268
24,March,Qtr 1,2022,Office Supplies,281.698
25,March,Qtr 1,2022,Office Supplies,418.978
26,March,Qtr 1,2022,Office Supplies,217.342
27,March,Qtr 1,2022,Office Supplies,545.18
28,March,Qtr 1,2022,Office Supplies,923.942
29,March,Qtr 1,2022,Office Supplies,81.4
30,March,Qtr 1,2022,Office Supplies,397.415
31,March,Qtr 1,2022,Office Supplies,250.488
2,April,Qtr 2,2022,Office Supplies,32.67
3,April,Qtr 2,2022,Office Supplies,125.322
4,April,Qtr 2,2022,Office Supplies,264.39
5,April,Qtr 2,2022,Office Supplies,904.541
6,April,Qtr 2,2022,Office Supplies,145.11
8,April,Qtr 2,2022,Office Supplies,20.07
9,April,Qtr 2,2022,Office Supplies,1477.484
10,April,Qtr 2,2022,Office Supplies,
11,April,Qtr 2,2022,Office Supplies,473.768
12,April,Qtr 2,2022,Office Supplies,199.138
13,April,Qtr 2,2022,Office Supplies,909.12
14,April,Qtr 2,2022,Office Supplies,137.856
15,April,Qtr 2,2022,Office Supplies,135.888
16,April,Qtr 2,2022,Office Supplies,815.616
17,April,Qtr 2,2022,Office Supplies,327.92
20,April,Qtr 2,2022,Office Supplies,1440.464
21,April,Qtr 2,2022,Office Supplies,123.628
22,April,Qtr 2,2022,Office Supplies,675.06
23,April,Qtr 2,2022,Office Supplies,431.222
24,April,Qtr 2,2022,Office Supplies,306.578
25,April,Qtr 2,2022,Office Supplies,225.162
26,April,Qtr 2,2022,Office Supplies,59.62
27,April,Qtr 2,2022,Office Supplies,216.73
28,April,Qtr 2,2022,Office Supplies,43.312
29,April,Qtr 2,2022,Office Supplies,4.91
30,April,Qtr 2,2022,Office Supplies,400.826
2,May,Qtr 2,2022,Office Supplies,1891.812
3,May,Qtr 2,2022,Office Supplies,940.05
5,May,Qtr 2,2022,Office Supplies,95.132
6,May,Qtr 2,2022,Office Supplies,20.736
7,May,Qtr 2,2022,Office Supplies,64.366
8,May,Qtr 2,2022,Office Supplies,423.896
9,May,Qtr 2,2022,Office Supplies,237.476
10,May,Qtr 2,2022,Office Supplies,228.308
11,May,Qtr 2,2022,Office Supplies,815.552
12,May,Qtr 2,2022,Office Supplies,796.06
13,May,Qtr 2,2022,Office Supplies,2019.978
14,May,Qtr 2,2022,Office Supplies,964.53
15,May,Qtr 2,2022,Office Supplies,77.008
16,May,Qtr 2,2022,Office Supplies,221.024
18,May,Qtr 2,2022,Office Supplies,902.076
19,May,Qtr 2,2022,Office Supplies,1108.57
20,May,Qtr 2,2022,Office Supplies,1005.998
21,May,Qtr 2,2022,Office Supplies,17.97
22,May,Qtr 2,2022,Office Supplies,86.116
23,May,Qtr 2,2022,Office Supplies,70.148
25,May,Qtr 2,2022,Office Supplies,747.186
26,May,Qtr 2,2022,Office Supplies,247.16
27,May,Qtr 2,2022,Office Supplies,604.91
28,May,Qtr 2,2022,Office Supplies,158.118
29,May,Qtr 2,2022,Office Supplies,619.444
30,May,Qtr 2,2022,Office Supplies,76.51
1,June,Qtr 2,2022,Office Supplies,33.74
2,June,Qtr 2,2022,Office Supplies,76.14
3,June,Qtr 2,2022,Office Supplies,499.882
4,June,Qtr 2,2022,Office Supplies,114.42
5,June,Qtr 2,2022,Office Supplies,1332.025
6,June,Qtr 2,2022,Office Supplies,26.4
7,June,Qtr 2,2022,Office Supplies,19.002
8,June,Qtr 2,2022,Office Supplies,437.936
10,June,Qtr 2,2022,Office Supplies,1137.732
11,June,Qtr 2,2022,Office Supplies,1481.478
12,June,Qtr 2,2022,Office Supplies,10.68
13,June,Qtr 2,2022,Office Supplies,346.596
15,June,Qtr 2,2022,Office Supplies,481.454
16,June,Qtr 2,2022,Office Supplies,471.352
17,June,Qtr 2,2022,Office Supplies,235.582
18,June,Qtr 2,2022,Office Supplies,113.232
19,June,Qtr 2,2022,Office Supplies,583.788
20,June,Qtr 2,2022,Office Supplies,134.348
21,June,Qtr 2,2022,Office Supplies,577.736
22,June,Qtr 2,2022,Office Supplies,91.059
24,June,Qtr 2,2022,Office Supplies,838.16
25,June,Qtr 2,2022,Office Supplies,87.688
26,June,Qtr 2,2022,Office Supplies,1304.2
27,June,Qtr 2,2022,Office Supplies,39.51
29,June,Qtr 2,2022,Office Supplies,3078.388
30,June,Qtr 2,2022,Office Supplies,1614.732
1,July,Qtr 3,2022,Office Supplies,335.608
3,July,Qtr 3,2022,Office Supplies,117.51
4,July,Qtr 3,2022,Office Supplies,21.584
5,July,Qtr 3,2022,Office Supplies,87.444
7,July,Qtr 3,2022,Office Supplies,52.356
8,July,Qtr 3,2022,Office Supplies,2033.69
9,July,Qtr 3,2022,Office Supplies,2388.661
10,July,Qtr 3,2022,Office Supplies,739.822
11,July,Qtr 3,2022,Office Supplies,160.892
12,July,Qtr 3,2022,Office Supplies,2279.774
13,July,Qtr 3,2022,Office Supplies,373.94
14,July,Qtr 3,2022,Office Supplies,405.192
15,July,Qtr 3,2022,Office Supplies,242.8
16,July,Qtr 3,2022,Office Supplies,2.912
17,July,Qtr 3,2022,Office Supplies,200.76
18,July,Qtr 3,2022,Office Supplies,32.936
20,July,Qtr 3,2022,Office Supplies,1353.822
21,July,Qtr 3,2022,Office Supplies,843.86
22,July,Qtr 3,2022,Office Supplies,
23,July,Qtr 3,2022,Office Supplies,338.488
24,July,Qtr 3,2022,Office Supplies,
25,July,Qtr 3,2022,Office Supplies,341.942
26,July,Qtr 3,2022,Office Supplies,
27,July,Qtr 3,2022,Office Supplies,39.16
28,July,Qtr 3,2022,Office Supplies,24.964
29,July,Qtr 3,2022,Office Supplies,273.332
30,July,Qtr 3,2022,Office Supplies,433.426
31,July,Qtr 3,2022,Office Supplies,1157.276
1,August,Qtr 3,2022,Office Supplies,
3,August,Qtr 3,2022,Office Supplies,843.1
4,August,Qtr 3,2022,Office Supplies,5764.79
5,August,Qtr 3,2022,Office Supplies,122.552
6,August,Qtr 3,2022,Office Supplies,240.732
7,August,Qtr 3,2022,Office Supplies,1304.264
9,August,Qtr 3,2022,Office Supplies,236.072
10,August,Qtr 3,2022,Office Supplies,83.44
11,August,Qtr 3,2022,Office Supplies,109.9
12,August,Qtr 3,2022,Office Supplies,2632.752
13,August,Qtr 3,2022,Office Supplies,2185.948
14,August,Qtr 3,2022,Office Supplies,22.44
15,August,Qtr 3,2022,Office Supplies,1949.872
16,August,Qtr 3,2022,Office Supplies,80.564
17,August,Qtr 3,2022,Office Supplies,4377.038
18,August,Qtr 3,2022,Office Supplies,4472.954
19,August,Qtr 3,2022,Office Supplies,512.446
20,August,Qtr 3,2022,Office Supplies,549.11
21,August,Qtr 3,2022,Office Supplies,5992.322
22,August,Qtr 3,2022,Office Supplies,
23,August,Qtr 3,2022,Office Supplies,219.664
24,August,Qtr 3,2022,Office Supplies,685.056
25,August,Qtr 3,2022,Office Supplies,231.008
26,August,Qtr 3,2022,Office Supplies,53.72
27,August,Qtr 3,2022,Office Supplies,1804.956
28,August,Qtr 3,2022,Office Supplies,270.714
29,August,Qtr 3,2022,Office Supplies,87.448
31,August,Qtr 3,2022,Office Supplies,1243.954
1,September,Qtr 3,2022,Office Supplies,274.491
2,September,Qtr 3,2022,Office Supplies,620.676
3,September,Qtr 3,2022,Office Supplies,30.84
4,September,Qtr 3,2022,Office Supplies,1626.71
5,September,Qtr 3,2022,Office Supplies,384.392
6,September,Qtr 3,2022,Office Supplies,806.232
7,September,Qtr 3,2022,Office Supplies,886.784
9,September,Qtr 3,2022,Office Supplies,1427.003
10,September,Qtr 3,2022,Office Supplies,163.196
11,September,Qtr 3,2022,Office Supplies,2250.72
12,September,Qtr 3,2022,Office Supplies,1447.079
13,September,Qtr 3,2022,Office Supplies,15.92
14,September,Qtr 3,2022,Office Supplies,1307.08
15,September,Qtr 3,2022,Office Supplies,3482.828
16,September,Qtr 3,2022,Office Supplies,633.186
17,September,Qtr 3,2022,Office Supplies,658.206
18,September,Qtr 3,2022,Office Supplies,872.79
19,September,Qtr 3,2022,Office Supplies,262.954
20,September,Qtr 3,2022,Office Supplies,113.824
21,September,Qtr 3,2022,Office Supplies,186.212
22,September,Qtr 3,2022,Office Supplies,5854.139
23,September,Qtr 3,2022,Office Supplies,1011.176
24,September,Qtr 3,2022,Office Supplies,438.578
25,September,Qtr 3,2022,Office Supplies,486.517
26,September,Qtr 3,2022,Office Supplies,1058.2
28,September,Qtr 3,2022,Office Supplies,462.871
29,September,Qtr 3,2022,Office Supplies,813.906
30,September,Qtr 3,2022,Office Supplies,380.78
2,October,Qtr 4,2022,Office Supplies,23.12
3,October,Qtr 4,2022,Office Supplies,67.124
4,October,Qtr 4,2022,Office Supplies,510.811
6,October,Qtr 4,2022,Office Supplies,1497.922
7,October,Qtr 4,2022,Office Supplies,340.374
8,October,Qtr 4,2022,Office Supplies,247.28
9,October,Qtr 4,2022,Office Supplies,1290.524
10,October,Qtr 4,2022,Office Supplies,
11,October,Qtr 4,2022,Office Supplies,1444.828
12,October,Qtr 4,2022,Office Supplies,973.235
13,October,Qtr 4,2022,Office Supplies,6648.882
14,October,Qtr 4,2022,Office Supplies,78.512
15,October,Qtr 4,2022,Office Supplies,484.98
16,October,Qtr 4,2022,Office Supplies,432.526
17,October,Qtr 4,2022,Office Supplies,73.56
19,October,Qtr 4,2022,Office Supplies,1924.452
20,October,Qtr 4,2022,Office Supplies,989.574
21,October,Qtr 4,2022,Office Supplies,1268.655
22,October,Qtr 4,2022,Office Supplies,468.278
23,October,Qtr 4,2022,Office Supplies,380.074
24,October,Qtr 4,2022,Office Supplies,11.68
26,October,Qtr 4,2022,Office Supplies,442.836
27,October,Qtr 4,2022,Office Supplies,145.095
28,October,Qtr 4,2022,Office Supplies,280.598
29,October,Qtr 4,2022,Office Supplies,46.96
30,October,Qtr 4,2022,Office Supplies,2133.092
31,October,Qtr 4,2022,Office Supplies,15.16
2,November,Qtr 4,2022,Office Supplies,42.036
3,November,Qtr 4,2022,Office Supplies,951.494
4,November,Qtr 4,2022,Office Supplies,92.736
5,November,Qtr 4,2022,Office Supplies,231.494
6,November,Qtr 4,2022,Office Supplies,739.882
7,November,Qtr 4,2022,Office Supplies,236.89
8,November,Qtr 4,2022,Office Supplies,555.142
9,November,Qtr 4,2022,Office Supplies,2529.2
11,November,Qtr 4,2022,Office Supplies,1656.194
12,November,Qtr 4,2022,Office Supplies,899.746
13,November,Qtr 4,2022,Office Supplies,1971.528
14,November,Qtr 4,2022,Office Supplies,225.198
15,November,Qtr 4,2022,Office Supplies,
16,November,Qtr 4,2022,Office Supplies,1225.466
17,November,Qtr 4,2022,Office Supplies,1722.21
18,November,Qtr 4,2022,Office Supplies,1109.32
19,November,Qtr 4,2022,Office Supplies,4762.139
20,November,Qtr 4,2022,Office Supplies,274.482
21,November,Qtr 4,2022,Office Supplies,382.64
22,November,Qtr 4,2022,Office Supplies,35.712
23,November,Qtr 4,2022,Office Supplies,445.964
24,November,Qtr 4,2022,Office Supplies,2832.945
25,November,Qtr 4,2022,Office Supplies,686.928
26,November,Qtr 4,2022,Office Supplies,463.89
27,November,Qtr 4,2022,Office Supplies,1185.016
28,November,Qtr 4,2022,Office Supplies,273.914
29,November,Qtr 4,2022,Office Supplies,
30,November,Qtr 4,2022,Office Supplies,1417.566
1,December,Qtr 4,2022,Office Supplies,810.84
3,December,Qtr 4,2022,Office Supplies,283.35
4,December,Qtr 4,2022,Office Supplies,69.66
5,December,Qtr 4,2022,Office Supplies,554.654
6,December,Qtr 4,2022,Office Supplies,206.948
7,December,Qtr 4,2022,Office Supplies,3.816
8,December,Qtr 4,2022,Office Supplies,1140.7
9,December,Qtr 4,2022,Office Supplies,483.19
10,December,Qtr 4,2022,Office Supplies,233.788
11,December,Qtr 4,2022,Office Supplies,1375.124
13,December,Qtr 4,2022,Office Supplies,91.92
14,December,Qtr 4,2022,Office Supplies,320.732
15,December,Qtr 4,2022,Office Supplies,87.342
16,December,Qtr 4,2022,Office Supplies,321.09
17,December,Qtr 4,2022,Office Supplies,1398.498
18,December,Qtr 4,2022,Office Supplies,2115.91
19,December,Qtr 4,2022,Office Supplies,1780.548
20,December,Qtr 4,2022,Office Supplies,377.736
21,December,Qtr 4,2022,Office Supplies,1772.05
22,December,Qtr 4,2022,Office Supplies,1851.813
23,December,Qtr 4,2022,Office Supplies,1149.692
24,December,Qtr 4,2022,Office Supplies,1479.638
25,December,Qtr 4,2022,Office Supplies,1465.265
26,December,Qtr 4,2022,Office Supplies,814.594
27,December,Qtr 4,2022,Office Supplies,13.248
28,December,Qtr 4,2022,Office Supplies,1091.244
29,December,Qtr 4,2022,Office Supplies,282.44
30,December,Qtr 4,2022,Office Supplies,299.724
2,January,Qtr 1,2023,Office Supplies,
3,January,Qtr 1,2023,Office Supplies,303.216
4,January,Qtr 1,2023,Office Supplies,119.888
6,January,Qtr 1,2023,Office Supplies,2282.53
7,January,Qtr 1,2023,Office Supplies,25.104
8,January,Qtr 1,2023,Office Supplies,184.2
9,January,Qtr 1,2023,Office Supplies,112.436
10,January,Qtr 1,2023,Office Supplies,4.71
11,January,Qtr 1,2023,Office Supplies,1512.912
12,January,Qtr 1,2023,Office Supplies,82.928
13,January,Qtr 1,2023,Office Supplies,2027.116
14,January,Qtr 1,2023,Office Supplies,
15,January,Qtr 1,2023,Office Supplies,
16,January,Qtr 1,2023,Office Supplies,48.66
18,January,Qtr 1,2023,Office Supplies,64.864
19,January,Qtr 1,2023,Office Supplies,197.124
20,January,Qtr 1,2023,Office Supplies,560.43
21,January,Qtr 1,2023,Office Supplies,
23,January,Qtr 1,2023,Office Supplies,46.02
26,January,Qtr 1,2023,Office Supplies,536.72
27,January,Qtr 1,2023,Office Supplies,93.67
28,January,Qtr 1,2023,Office Supplies,3.928
30,January,Qtr 1,2023,Office Supplies,240.5
31,January,Qtr 1,2023,Office Supplies,
2,February,Qtr 1,2023,Office Supplies,30.686
3,February,Qtr 1,2023,Office Supplies,51.184
4,February,Qtr 1,2023,Office Supplies,230.948
5,February,Qtr 1,2023,Office Supplies,26.136
6,February,Qtr 1,2023,Office Supplies,425.308
7,February,Qtr 1,2023,Office Supplies,5.58
8,February,Qtr 1,2023,Office Supplies,865.08
9,February,Qtr 1,2023,Office Supplies,1907.81
10,February,Qtr 1,2023,Office Supplies,42.208
11,February,Qtr 1,2023,Office Supplies,417.022
12,February,Qtr 1,2023,Office Supplies,243.298
14,February,Qtr 1,2023,Office Supplies,336.756
15,February,Qtr 1,2023,Office Supplies,21.36
16,February,Qtr 1,2023,Office Supplies,9.04
17,February,Qtr 1,2023,Office Supplies,54.208
18,February,Qtr 1,2023,Office Supplies,12.624
20,February,Qtr 1,2023,Office Supplies,12.96
21,February,Qtr 1,2023,Office Supplies,8.85
22,February,Qtr 1,2023,Office Supplies,19.44
23,February,Qtr 1,2023,Office Supplies,11.364
24,February,Qtr 1,2023,Office Supplies,55.672
27,February,Qtr 1,2023,Office Supplies,19.456
1,March,Qtr 1,2023,Office Supplies,16.448
2,March,Qtr 1,2023,Office Supplies,97.112
3,March,Qtr 1,2023,Office Supplies,407.1
4,March,Qtr 1,2023,Office Supplies,11.16
5,March,Qtr 1,2023,Office Supplies,72.632
6,March,Qtr 1,2023,Office Supplies,163.912
8,March,Qtr 1,2023,Office Supplies,259.244
9,March,Qtr 1,2023,Office Supplies,22.08
10,March,Qtr 1,2023,Office Supplies,164.356
11,March,Qtr 1,2023,Office Supplies,554.845
12,March,Qtr 1,2023,Office Supplies,25.92
14,March,Qtr 1,2023,Office Supplies,310.92
15,March,Qtr 1,2023,Office Supplies,325.086
16,March,Qtr 1,2023,Office Supplies,
17,March,Qtr 1,2023,Office Supplies,695.128
18,March,Qtr 1,2023,Office Supplies,1904.518
19,March,Qtr 1,2023,Office Supplies,71.538
21,March,Qtr 1,2023,Office Supplies,358.558
22,March,Qtr 1,2023,Office Supplies,149.741
23,March,Qtr 1,2023,Office Supplies,340.312
24,March,Qtr 1,2023,Office Supplies,24.9
25,March,Qtr 1,2023,Office Supplies,46.88
26,March,Qtr 1,2023,Office Supplies,50.046
28,March,Qtr 1,2023,Office Supplies,6.12
29,March,Qtr 1,2023,Office Supplies,
30,March,Qtr 1,2023,Office Supplies,585.41
31,March,Qtr 1,2023,Office Supplies,754.08
1,April,Qtr 2,2023,Office Supplies,288.06
2,April,Qtr 2,2023,Office Supplies,134.384
3,April,Qtr 2,2023,Office Supplies,370.452
4,April,Qtr 2,2023,Office Supplies,370.394
5,April,Qtr 2,2023,Office Supplies,147.792
6,April,Qtr 2,2023,Office Supplies,31.784
7,April,Qtr 2,2023,Office Supplies,247.408
8,April,Qtr 2,2023,Office Supplies,2087.774
10,April,Qtr 2,2023,Office Supplies,139.338
11,April,Qtr 2,2023,Office Supplies,206.566
12,April,Qtr 2,2023,Office Supplies,
13,April,Qtr 2,2023,Office Supplies,566.648
15,April,Qtr 2,2023,Office Supplies,106.96
16,April,Qtr 2,2023,Office Supplies,39.072
18,April,Qtr 2,2023,Office Supplies,187.53
19,April,Qtr 2,2023,Office Supplies,129.33
20,April,Qtr 2,2023,Office Supplies,44.84
21,April,Qtr 2,2023,Office Supplies,845.36
22,April,Qtr 2,2023,Office Supplies,257.752
23,April,Qtr 2,2023,Office Supplies,58.9
25,April,Qtr 2,2023,Office Supplies,287.328
26,April,Qtr 2,2023,Office Supplies,52.288
28,April,Qtr 2,2023,Office Supplies,738.536
29,April,Qtr 2,2023,Office Supplies,117.86
30,April,Qtr 2,2023,Office Supplies,1000.95
1,May,Qtr 2,2023,Office Supplies,19.536
3,May,Qtr 2,2023,Office Supplies,225.592
4,May,Qtr 2,2023,Office Supplies,5266.108
5,May,Qtr 2,2023,Office Supplies,133.108
7,May,Qtr 2,2023,Office Supplies,731.398
8,May,Qtr 2,2023,Office Supplies,293.65
9,May,Qtr 2,2023,Office Supplies,264.32
10,May,Qtr 2,2023,Office Supplies,91.92
11,May,Qtr 2,2023,Office Supplies,1093.29
12,May,Qtr 2,2023,Office Supplies,2170.252
13,May,Qtr 2,2023,Office Supplies,468.956
14,May,Qtr 2,2023,Office Supplies,
16,May,Qtr 2,2023,Office Supplies,
17,May,Qtr 2,2023,Office Supplies,91.68
18,May,Qtr 2,2023,Office Supplies,19.92
19,May,Qtr 2,2023,Office Supplies,91.62
20,May,Qtr 2,2023,Office Supplies,149.128
21,May,Qtr 2,2023,Office Supplies,3538.586
22,May,Qtr 2,2023,Office Supplies,
23,May,Qtr 2,2023,Office Supplies,268.57
24,May,Qtr 2,2023,Office Supplies,116.28
25,May,Qtr 2,2023,Office Supplies,90.22
26,May,Qtr 2,2023,Office Supplies,164.416
27,May,Qtr 2,2023,Office Supplies,376.78
28,May,Qtr 2,2023,Office Supplies,136.96
30,May,Qtr 2,2023,Office Supplies,385.482
31,May,Qtr 2,2023,Office Supplies,
1,June,Qtr 2,2023,Office Supplies,685.34
2,June,Qtr 2,2023,Office Supplies,23.952
4,June,Qtr 2,2023,Office Supplies,266.652
5,June,Qtr 2,2023,Office Supplies,254.456
6,June,Qtr 2,2023,Office Supplies,382.237
7,June,Qtr 2,2023,Office Supplies,
8,June,Qtr 2,2023,Office Supplies,
9,June,Qtr 2,2023,Office Supplies,58.48
10,June,Qtr 2,2023,Office Supplies,485.62
11,June,Qtr 2,2023,Office Supplies,43.68
12,June,Qtr 2,2023,Office Supplies,1410.746
13,June,Qtr 2,2023,Office Supplies,14.52
14,June,Qtr 2,2023,Office Supplies,
15,June,Qtr 2,2023,Office Supplies,45.112
16,June,Qtr 2,2023,Office Supplies,115.952
17,June,Qtr 2,2023,Office Supplies,3346.292
18,June,Qtr 2,2023,Office Supplies,
20,June,Qtr 2,2023,Office Supplies,1015.5
21,June,Qtr 2,2023,Office Supplies,255.92
22,June,Qtr 2,2023,Office Supplies,671.976
23,June,Qtr 2,2023,Office Supplies,23.12
24,June,Qtr 2,2023,Office Supplies,
25,June,Qtr 2,2023,Office Supplies,80.96
27,June,Qtr 2,2023,Office Supplies,306.2
28,June,Qtr 2,2023,Office Supplies,417.326
29,June,Qtr 2,2023,Office Supplies,46.68
30,June,Qtr 2,2023,Office Supplies,739.624
1,July,Qtr 3,2023,Office Supplies,10.43
2,July,Qtr 3,2023,Office Supplies,64.96
3,July,Qtr 3,2023,Office Supplies,594.078
4,July,Qtr 3,2023,Office Supplies,181.29
5,July,Qtr 3,2023,Office Supplies,24.78
6,July,Qtr 3,2023,Office Supplies,12.462
7,July,Qtr 3,2023,Office Supplies,
9,July,Qtr 3,2023,Office Supplies,651.076
10,July,Qtr 3,2023,Office Supplies,107.44
11,July,Qtr 3,2023,Office Supplies,765.998
12,July,Qtr 3,2023,Office Supplies,548.4
13,July,Qtr 3,2023,Office Supplies,
14,July,Qtr 3,2023,Office Supplies,184.856
15,July,Qtr 3,2023,Office Supplies,6.54
