Date.Month,Date.Fiscal Quarter,Date.Fiscal Year,Product.Category,Product.Subcategory,Customer.Country-Region,Avg(Sales.Unit Price),Sum(Sales.Sales Amount),Sum(Bullet_Report.Total Sales)
2017 Oct,FY2018 Q2,FY2018,Bikes,Road Bikes,United Kingdom,2618.5461,23566.9146,933216056.6900003
2017 Nov,FY2018 Q2,FY2018,Bikes,Road Bikes,United Kingdom,3166.9597,44337.4364,933216056.6900003
2017 Dec,FY2018 Q2,FY2018,Bikes,Road Bikes,United Kingdom,3398.3218,54373.1482,933216056.6900003
2018 Jan,FY2018 Q3,FY2018,Bikes,Road Bikes,United Kingdom,2913.8457,37879.9946,933216056.6900003
2018 Feb,FY2018 Q3,FY2018,Bikes,Road Bikes,United Kingdom,3578.27,25047.89,933216056.6900003
2018 Mar,FY2018 Q3,FY2018,Bikes,Road Bikes,United Kingdom,3578.27,28626.16,933216056.6900003
2018 Apr,FY2018 Q4,FY2018,Bikes,Road Bikes,United Kingdom,2755.6495,19289.5464,933216056.6900003
2018 May,FY2018 Q4,FY2018,Bikes,Road Bikes,United Kingdom,3258.362,29325.2582,933216056.6900003
2018 Jun,FY2018 Q4,FY2018,Bikes,Road Bikes,United Kingdom,1659.4521,28210.685,933216056.6900003
2018 Jul,FY2019 Q1,FY2019,Bikes,Road Bikes,United Kingdom,1732.9348,53720.9775,933216056.6900003
2018 Aug,FY2019 Q1,FY2019,Bikes,Road Bikes,United Kingdom,1628.2436,37449.6025,933216056.6900003
2018 Sep,FY2019 Q1,FY2019,Bikes,Road Bikes,United Kingdom,1680.9294,33618.5875,933216056.6900003
2018 Oct,FY2019 Q2,FY2019,Bikes,Road Bikes,United Kingdom,1811.753,39858.565,933216056.6900003
2018 Nov,FY2019 Q2,FY2019,Bikes,Road Bikes,United Kingdom,1669.7912,45084.3625,933216056.6900003
2018 Dec,FY2019 Q2,FY2019,Bikes,Road Bikes,United Kingdom,1715.1547,41163.7125,933216056.6900003
2019 Jan,FY2019 Q3,FY2019,Bikes,Road Bikes,United Kingdom,1731.2506,46743.7675,933216056.6900003
2019 Feb,FY2019 Q3,FY2019,Bikes,Road Bikes,United Kingdom,1656.8869,41422.1725,933216056.6900003
2019 Mar,FY2019 Q3,FY2019,Bikes,Road Bikes,United Kingdom,1461.1003,33605.3075,933216056.6900003
2019 Apr,FY2019 Q4,FY2019,Bikes,Road Bikes,United Kingdom,1663.5676,53234.1625,933216056.6900003
2019 May,FY2019 Q4,FY2019,Bikes,Road Bikes,United Kingdom,1477.9652,32515.235,933216056.6900003
2019 Jun,FY2019 Q4,FY2019,Bikes,Road Bikes,United Kingdom,1762.7737,75799.27,933216056.6900003
2019 Jul,FY2020 Q1,FY2020,Bikes,Road Bikes,United Kingdom,1481.9035,59276.14,933216056.6900003
2019 Aug,FY2020 Q1,FY2020,Bikes,Road Bikes,United Kingdom,1265.7765,43036.4,933216056.6900003
2019 Sep,FY2020 Q1,FY2020,Bikes,Road Bikes,United Kingdom,1226.721,38028.35,933216056.6900003
2019 Oct,FY2020 Q2,FY2020,Bikes,Road Bikes,United Kingdom,1293.9405,51757.62,933216056.6900003
2019 Nov,FY2020 Q2,FY2020,Bikes,Road Bikes,United Kingdom,1171.0963,70265.78,933216056.6900003
2019 Dec,FY2020 Q2,FY2020,Bikes,Road Bikes,United Kingdom,1393.8378,50178.16,933216056.6900003
2020 Jan,FY2020 Q3,FY2020,Bikes,Road Bikes,United Kingdom,1293.2744,58197.35,933216056.6900003
2020 Feb,FY2020 Q3,FY2020,Bikes,Road Bikes,United Kingdom,1260.3694,41592.19,933216056.6900003
2020 Mar,FY2020 Q3,FY2020,Bikes,Road Bikes,United Kingdom,1259.2002,59182.41,933216056.6900003
2020 Apr,FY2020 Q4,FY2020,Bikes,Road Bikes,United Kingdom,1211.3783,72682.7,933216056.6900003
2020 May,FY2020 Q4,FY2020,Bikes,Road Bikes,United Kingdom,1194.726,59736.3,933216056.6900003
2020 Jun,FY2020 Q4,FY2020,Bikes,Road Bikes,United Kingdom,,,
2017 Jul,FY2018 Q1,FY2018,Bikes,Road Bikes,United States,3172.7528,225265.452,933216056.6900003
2017 Aug,FY2018 Q1,FY2018,Bikes,Road Bikes,United States,3218.3735,154481.9292,933216056.6900003
2017 Sep,FY2018 Q1,FY2018,Bikes,Road Bikes,United States,3126.6352,159458.3956,933216056.6900003
2017 Oct,FY2018 Q2,FY2018,Bikes,Road Bikes,United States,3269.7873,183108.0892,933216056.6900003
2017 Nov,FY2018 Q2,FY2018,Bikes,Road Bikes,United States,3237.3154,246035.9738,933216056.6900003
2017 Dec,FY2018 Q2,FY2018,Bikes,Road Bikes,United States,3098.408,185904.482,933216056.6900003
2018 Jan,FY2018 Q3,FY2018,Bikes,Road Bikes,United States,2858.4771,102905.1738,933216056.6900003
2018 Feb,FY2018 Q3,FY2018,Bikes,Road Bikes,United States,3275.1993,186686.3592,933216056.6900003
2018 Mar,FY2018 Q3,FY2018,Bikes,Road Bikes,United States,3161.5478,240277.6302,933216056.6900003
2018 Apr,FY2018 Q4,FY2018,Bikes,Road Bikes,United States,3112.5216,211651.4702,933216056.6900003
2018 May,FY2018 Q4,FY2018,Bikes,Road Bikes,United States,3243.6113,236783.6281,933216056.6900003
2018 Jun,FY2018 Q4,FY2018,Bikes,Road Bikes,United States,2004.3324,162350.9275,933216056.6900003
2018 Jul,FY2019 Q1,FY2019,Bikes,Road Bikes,United States,1892.244,147595.03,933216056.6900003
2018 Aug,FY2019 Q1,FY2019,Bikes,Road Bikes,United States,1373.3459,50813.8,933216056.6900003
2018 Sep,FY2019 Q1,FY2019,Bikes,Road Bikes,United States,1280.0732,37122.1225,933216056.6900003
2018 Oct,FY2019 Q2,FY2019,Bikes,Road Bikes,United States,1434.7828,54521.7475,933216056.6900003
2018 Nov,FY2019 Q2,FY2019,Bikes,Road Bikes,United States,1324.2268,60914.435,933216056.6900003
2018 Dec,FY2019 Q2,FY2019,Bikes,Road Bikes,United States,1235.5794,44480.86,933216056.6900003
2019 Jan,FY2019 Q3,FY2019,Bikes,Road Bikes,United States,1248.2108,53673.065,933216056.6900003
2019 Feb,FY2019 Q3,FY2019,Bikes,Road Bikes,United States,1147.354,29831.205,933216056.6900003
2019 Mar,FY2019 Q3,FY2019,Bikes,Road Bikes,United States,1148.6893,55137.085,933216056.6900003
2019 Apr,FY2019 Q4,FY2019,Bikes,Road Bikes,United States,1103.7515,47461.3125,933216056.6900003
2019 May,FY2019 Q4,FY2019,Bikes,Road Bikes,United States,1119.9159,53755.9625,933216056.6900003
2019 Jun,FY2019 Q4,FY2019,Bikes,Road Bikes,United States,1140.0248,66121.44,933216056.6900003
2019 Jul,FY2020 Q1,FY2020,Bikes,Road Bikes,United States,1071.952,73964.69,933216056.6900003
2019 Aug,FY2020 Q1,FY2020,Bikes,Road Bikes,United States,1124.4865,83212,933216056.6900003
2019 Sep,FY2020 Q1,FY2020,Bikes,Road Bikes,United States,1133.4663,90677.3,933216056.6900003
2019 Oct,FY2020 Q2,FY2020,Bikes,Road Bikes,United States,1198.9616,122294.08,933216056.6900003
2019 Nov,FY2020 Q2,FY2020,Bikes,Road Bikes,United States,1109.5165,129813.43,933216056.6900003
2019 Dec,FY2020 Q2,FY2020,Bikes,Road Bikes,United States,1048.4779,84926.71,933216056.6900003
2020 Jan,FY2020 Q3,FY2020,Bikes,Road Bikes,United States,1085.9432,120539.69,933216056.6900003
2020 Feb,FY2020 Q3,FY2020,Bikes,Road Bikes,United States,1106.7382,121741.2,933216056.6900003
2020 Mar,FY2020 Q3,FY2020,Bikes,Road Bikes,United States,1121.0049,145730.64,933216056.6900003
2020 Apr,FY2020 Q4,FY2020,Bikes,Road Bikes,United States,1061.4493,150725.8,933216056.6900003
2020 May,FY2020 Q4,FY2020,Bikes,Road Bikes,United States,1118.1762,169962.78,933216056.6900003
2020 Jun,FY2020 Q4,FY2020,Bikes,Road Bikes,United States,,,
2017 Jul,FY2018 Q1,FY2018,Bikes,Touring Bikes,[Not Applicable],,,
2017 Aug,FY2018 Q1,FY2018,Bikes,Touring Bikes,[Not Applicable],,,
2017 Sep,FY2018 Q1,FY2018,Bikes,Touring Bikes,[Not Applicable],,,
2017 Oct,FY2018 Q2,FY2018,Bikes,Touring Bikes,[Not Applicable],,,
2017 Nov,FY2018 Q2,FY2018,Bikes,Touring Bikes,[Not Applicable],,,
2017 Dec,FY2018 Q2,FY2018,Bikes,Touring Bikes,[Not Applicable],,,
2018 Jan,FY2018 Q3,FY2018,Bikes,Touring Bikes,[Not Applicable],,,
2018 Feb,FY2018 Q3,FY2018,Bikes,Touring Bikes,[Not Applicable],,,
2018 Mar,FY2018 Q3,FY2018,Bikes,Touring Bikes,[Not Applicable],,,
2018 Apr,FY2018 Q4,FY2018,Bikes,Touring Bikes,[Not Applicable],,,
2018 May,FY2018 Q4,FY2018,Bikes,Touring Bikes,[Not Applicable],,,
2018 Jun,FY2018 Q4,FY2018,Bikes,Touring Bikes,[Not Applicable],,,
2018 Jul,FY2019 Q1,FY2019,Bikes,Touring Bikes,[Not Applicable],,,
2018 Aug,FY2019 Q1,FY2019,Bikes,Touring Bikes,[Not Applicable],,,
2018 Sep,FY2019 Q1,FY2019,Bikes,Touring Bikes,[Not Applicable],,,
2018 Oct,FY2019 Q2,FY2019,Bikes,Touring Bikes,[Not Applicable],,,
2018 Nov,FY2019 Q2,FY2019,Bikes,Touring Bikes,[Not Applicable],,,
2018 Dec,FY2019 Q2,FY2019,Bikes,Touring Bikes,[Not Applicable],,,
2019 Jan,FY2019 Q3,FY2019,Bikes,Touring Bikes,[Not Applicable],,,
2019 Feb,FY2019 Q3,FY2019,Bikes,Touring Bikes,[Not Applicable],,,
2019 Mar,FY2019 Q3,FY2019,Bikes,Touring Bikes,[Not Applicable],,,
2019 Apr,FY2019 Q4,FY2019,Bikes,Touring Bikes,[Not Applicable],,,
2019 May,FY2019 Q4,FY2019,Bikes,Touring Bikes,[Not Applicable],,,
2019 Jun,FY2019 Q4,FY2019,Bikes,Touring Bikes,[Not Applicable],,,
2019 Jul,FY2020 Q1,FY2020,Bikes,Touring Bikes,[Not Applicable],731.4324,542685.6611,933216056.6900003
2019 Aug,FY2020 Q1,FY2020,Bikes,Touring Bikes,[Not Applicable],758.3115,1002168.639,933216056.6900003
2019 Sep,FY2020 Q1,FY2020,Bikes,Touring Bikes,[Not Applicable],726.6639,1062047.0578,933216056.6900003
2019 Oct,FY2020 Q2,FY2020,Bikes,Touring Bikes,[Not Applicable],864.8898,625327.953,933216056.6900003
2019 Nov,FY2020 Q2,FY2020,Bikes,Touring Bikes,[Not Applicable],887.7619,973645.6249,933216056.6900003
2019 Dec,FY2020 Q2,FY2020,Bikes,Touring Bikes,[Not Applicable],867.3838,1197255.7362,933216056.6900003
2020 Jan,FY2020 Q3,FY2020,Bikes,Touring Bikes,[Not Applicable],905.4279,491833.1944,933216056.6900003
2020 Feb,FY2020 Q3,FY2020,Bikes,Touring Bikes,[Not Applicable],889.8277,753589.9187,933216056.6900003
2020 Mar,FY2020 Q3,FY2020,Bikes,Touring Bikes,[Not Applicable],861.1481,1082523.5633,933216056.6900003
2020 Apr,FY2020 Q4,FY2020,Bikes,Touring Bikes,[Not Applicable],884.794,589291.2873,933216056.6900003
2020 May,FY2020 Q4,FY2020,Bikes,Touring Bikes,[Not Applicable],874.7958,938258.0923,933216056.6900003
2020 Jun,FY2020 Q4,FY2020,Bikes,Touring Bikes,[Not Applicable],887.1925,1192863.4918,933216056.6900003
2017 Jul,FY2018 Q1,FY2018,Bikes,Touring Bikes,Australia,,,
2017 Aug,FY2018 Q1,FY2018,Bikes,Touring Bikes,Australia,,,
2017 Sep,FY2018 Q1,FY2018,Bikes,Touring Bikes,Australia,,,
2017 Oct,FY2018 Q2,FY2018,Bikes,Touring Bikes,Australia,,,
2017 Nov,FY2018 Q2,FY2018,Bikes,Touring Bikes,Australia,,,
2017 Dec,FY2018 Q2,FY2018,Bikes,Touring Bikes,Australia,,,
2018 Jan,FY2018 Q3,FY2018,Bikes,Touring Bikes,Australia,,,
2018 Feb,FY2018 Q3,FY2018,Bikes,Touring Bikes,Australia,,,
2018 Mar,FY2018 Q3,FY2018,Bikes,Touring Bikes,Australia,,,
2018 Apr,FY2018 Q4,FY2018,Bikes,Touring Bikes,Australia,,,
2018 May,FY2018 Q4,FY2018,Bikes,Touring Bikes,Australia,,,
2018 Jun,FY2018 Q4,FY2018,Bikes,Touring Bikes,Australia,,,
2018 Jul,FY2019 Q1,FY2019,Bikes,Touring Bikes,Australia,,,
2018 Aug,FY2019 Q1,FY2019,Bikes,Touring Bikes,Australia,,,
2018 Sep,FY2019 Q1,FY2019,Bikes,Touring Bikes,Australia,,,
2018 Oct,FY2019 Q2,FY2019,Bikes,Touring Bikes,Australia,,,
2018 Nov,FY2019 Q2,FY2019,Bikes,Touring Bikes,Australia,,,
2018 Dec,FY2019 Q2,FY2019,Bikes,Touring Bikes,Australia,,,
2019 Jan,FY2019 Q3,FY2019,Bikes,Touring Bikes,Australia,,,
2019 Feb,FY2019 Q3,FY2019,Bikes,Touring Bikes,Australia,,,
2019 Mar,FY2019 Q3,FY2019,Bikes,Touring Bikes,Australia,,,
2019 Apr,FY2019 Q4,FY2019,Bikes,Touring Bikes,Australia,,,
2019 May,FY2019 Q4,FY2019,Bikes,Touring Bikes,Australia,1214.85,1214.85,933216056.6900003
2019 Jun,FY2019 Q4,FY2019,Bikes,Touring Bikes,Australia,1818.145,21817.74,933216056.6900003
2019 Jul,FY2020 Q1,FY2020,Bikes,Touring Bikes,Australia,1968.08,35425.44,933216056.6900003
2019 Aug,FY2020 Q1,FY2020,Bikes,Touring Bikes,Australia,1772.9961,40778.91,933216056.6900003
2019 Sep,FY2020 Q1,FY2020,Bikes,Touring Bikes,Australia,1962.6009,68691.03,933216056.6900003
2019 Oct,FY2020 Q2,FY2020,Bikes,Touring Bikes,Australia,1747.9757,61179.15,933216056.6900003
2019 Nov,FY2020 Q2,FY2020,Bikes,Touring Bikes,Australia,1818.3351,127283.46,933216056.6900003
2019 Dec,FY2020 Q2,FY2020,Bikes,Touring Bikes,Australia,1915.3127,86189.07,933216056.6900003
2020 Jan,FY2020 Q3,FY2020,Bikes,Touring Bikes,Australia,1915.2017,101505.69,933216056.6900003
2020 Feb,FY2020 Q3,FY2020,Bikes,Touring Bikes,Australia,1735.7317,81579.39,933216056.6900003
2020 Mar,FY2020 Q3,FY2020,Bikes,Touring Bikes,Australia,1784.9983,128519.88,933216056.6900003
2020 Apr,FY2020 Q4,FY2020,Bikes,Touring Bikes,Australia,1720.4829,111831.39,933216056.6900003
2020 May,FY2020 Q4,FY2020,Bikes,Touring Bikes,Australia,1725.2181,127666.14,933216056.6900003
2020 Jun,FY2020 Q4,FY2020,Bikes,Touring Bikes,Australia,,,
2017 Jul,FY2018 Q1,FY2018,Bikes,Touring Bikes,Canada,,,
2017 Aug,FY2018 Q1,FY2018,Bikes,Touring Bikes,Canada,,,
2017 Sep,FY2018 Q1,FY2018,Bikes,Touring Bikes,Canada,,,
2017 Oct,FY2018 Q2,FY2018,Bikes,Touring Bikes,Canada,,,
2017 Nov,FY2018 Q2,FY2018,Bikes,Touring Bikes,Canada,,,
2017 Dec,FY2018 Q2,FY2018,Bikes,Touring Bikes,Canada,,,
2018 Jan,FY2018 Q3,FY2018,Bikes,Touring Bikes,Canada,,,
2018 Feb,FY2018 Q3,FY2018,Bikes,Touring Bikes,Canada,,,
2018 Mar,FY2018 Q3,FY2018,Bikes,Touring Bikes,Canada,,,
2018 Apr,FY2018 Q4,FY2018,Bikes,Touring Bikes,Canada,,,
2018 May,FY2018 Q4,FY2018,Bikes,Touring Bikes,Canada,,,
2018 Jun,FY2018 Q4,FY2018,Bikes,Touring Bikes,Canada,,,
2018 Jul,FY2019 Q1,FY2019,Bikes,Touring Bikes,Canada,,,
2018 Aug,FY2019 Q1,FY2019,Bikes,Touring Bikes,Canada,,,
2018 Sep,FY2019 Q1,FY2019,Bikes,Touring Bikes,Canada,,,
2018 Oct,FY2019 Q2,FY2019,Bikes,Touring Bikes,Canada,,,
2018 Nov,FY2019 Q2,FY2019,Bikes,Touring Bikes,Canada,,,
2018 Dec,FY2019 Q2,FY2019,Bikes,Touring Bikes,Canada,,,
2019 Jan,FY2019 Q3,FY2019,Bikes,Touring Bikes,Canada,,,
2019 Feb,FY2019 Q3,FY2019,Bikes,Touring Bikes,Canada,,,
2019 Mar,FY2019 Q3,FY2019,Bikes,Touring Bikes,Canada,,,
2019 Apr,FY2019 Q4,FY2019,Bikes,Touring Bikes,Canada,,,
2019 May,FY2019 Q4,FY2019,Bikes,Touring Bikes,Canada,,,
2019 Jun,FY2019 Q4,FY2019,Bikes,Touring Bikes,Canada,2055.726,10278.63,933216056.6900003
2019 Jul,FY2020 Q1,FY2020,Bikes,Touring Bikes,Canada,1447.09,13023.81,933216056.6900003
2019 Aug,FY2020 Q1,FY2020,Bikes,Touring Bikes,Canada,1476.12,11808.96,933216056.6900003
2019 Sep,FY2020 Q1,FY2020,Bikes,Touring Bikes,Canada,1447.09,8682.54,933216056.6900003
2019 Oct,FY2020 Q2,FY2020,Bikes,Touring Bikes,Canada,1629.5033,14665.53,933216056.6900003
2019 Nov,FY2020 Q2,FY2020,Bikes,Touring Bikes,Canada,1815.4757,25416.66,933216056.6900003
2019 Dec,FY2020 Q2,FY2020,Bikes,Touring Bikes,Canada,2124.2433,38236.38,933216056.6900003
2020 Jan,FY2020 Q3,FY2020,Bikes,Touring Bikes,Canada,2102.976,21029.76,933216056.6900003
2020 Feb,FY2020 Q3,FY2020,Bikes,Touring Bikes,Canada,2091.765,25101.18,933216056.6900003
2020 Mar,FY2020 Q3,FY2020,Bikes,Touring Bikes,Canada,1968.08,35425.44,933216056.6900003
2020 Apr,FY2020 Q4,FY2020,Bikes,Touring Bikes,Canada,2071.7433,18645.69,933216056.6900003
2020 May,FY2020 Q4,FY2020,Bikes,Touring Bikes,Canada,1843.5046,47931.12,933216056.6900003
2020 Jun,FY2020 Q4,FY2020,Bikes,Touring Bikes,Canada,,,
2017 Jul,FY2018 Q1,FY2018,Bikes,Touring Bikes,France,,,
2017 Aug,FY2018 Q1,FY2018,Bikes,Touring Bikes,France,,,
2017 Sep,FY2018 Q1,FY2018,Bikes,Touring Bikes,France,,,
2017 Oct,FY2018 Q2,FY2018,Bikes,Touring Bikes,France,,,
2017 Nov,FY2018 Q2,FY2018,Bikes,Touring Bikes,France,,,
2017 Dec,FY2018 Q2,FY2018,Bikes,Touring Bikes,France,,,
2018 Jan,FY2018 Q3,FY2018,Bikes,Touring Bikes,France,,,
2018 Feb,FY2018 Q3,FY2018,Bikes,Touring Bikes,France,,,
2018 Mar,FY2018 Q3,FY2018,Bikes,Touring Bikes,France,,,
2018 Apr,FY2018 Q4,FY2018,Bikes,Touring Bikes,France,,,
2018 May,FY2018 Q4,FY2018,Bikes,Touring Bikes,France,,,
2018 Jun,FY2018 Q4,FY2018,Bikes,Touring Bikes,France,,,
2018 Jul,FY2019 Q1,FY2019,Bikes,Touring Bikes,France,,,
2018 Aug,FY2019 Q1,FY2019,Bikes,Touring Bikes,France,,,
2018 Sep,FY2019 Q1,FY2019,Bikes,Touring Bikes,France,,,
2018 Oct,FY2019 Q2,FY2019,Bikes,Touring Bikes,France,,,
2018 Nov,FY2019 Q2,FY2019,Bikes,Touring Bikes,France,,,
2018 Dec,FY2019 Q2,FY2019,Bikes,Touring Bikes,France,,,
2019 Jan,FY2019 Q3,FY2019,Bikes,Touring Bikes,France,,,
2019 Feb,FY2019 Q3,FY2019,Bikes,Touring Bikes,France,,,
2019 Mar,FY2019 Q3,FY2019,Bikes,Touring Bikes,France,,,
2019 Apr,FY2019 Q4,FY2019,Bikes,Touring Bikes,France,,,
2019 May,FY2019 Q4,FY2019,Bikes,Touring Bikes,France,,,
2019 Jun,FY2019 Q4,FY2019,Bikes,Touring Bikes,France,1747.9757,12235.83,933216056.6900003
2019 Jul,FY2020 Q1,FY2020,Bikes,Touring Bikes,France,1382.2936,15205.23,933216056.6900003
2019 Aug,FY2020 Q1,FY2020,Bikes,Touring Bikes,France,1681.335,26901.36,933216056.6900003
2019 Sep,FY2020 Q1,FY2020,Bikes,Touring Bikes,France,2071.7433,18645.69,933216056.6900003
2019 Oct,FY2020 Q2,FY2020,Bikes,Touring Bikes,France,1634.085,32681.7,933216056.6900003
2019 Nov,FY2020 Q2,FY2020,Bikes,Touring Bikes,France,1759.0825,42217.98,933216056.6900003
2019 Dec,FY2020 Q2,FY2020,Bikes,Touring Bikes,France,1415.59,21233.85,933216056.6900003
2020 Jan,FY2020 Q3,FY2020,Bikes,Touring Bikes,France,1670.124,33402.48,933216056.6900003
2020 Feb,FY2020 Q3,FY2020,Bikes,Touring Bikes,France,1539.986,23099.79,933216056.6900003
2020 Mar,FY2020 Q3,FY2020,Bikes,Touring Bikes,France,1739.395,41745.48,933216056.6900003
2020 Apr,FY2020 Q4,FY2020,Bikes,Touring Bikes,France,1502.5068,37562.67,933216056.6900003
2020 May,FY2020 Q4,FY2020,Bikes,Touring Bikes,France,1702.2655,37449.84,933216056.6900003
2020 Jun,FY2020 Q4,FY2020,Bikes,Touring Bikes,France,,,
2017 Jul,FY2018 Q1,FY2018,Bikes,Touring Bikes,Germany,,,
2017 Aug,FY2018 Q1,FY2018,Bikes,Touring Bikes,Germany,,,
2017 Sep,FY2018 Q1,FY2018,Bikes,Touring Bikes,Germany,,,
2017 Oct,FY2018 Q2,FY2018,Bikes,Touring Bikes,Germany,,,
2017 Nov,FY2018 Q2,FY2018,Bikes,Touring Bikes,Germany,,,
2017 Dec,FY2018 Q2,FY2018,Bikes,Touring Bikes,Germany,,,
2018 Jan,FY2018 Q3,FY2018,Bikes,Touring Bikes,Germany,,,
2018 Feb,FY2018 Q3,FY2018,Bikes,Touring Bikes,Germany,,,
2018 Mar,FY2018 Q3,FY2018,Bikes,Touring Bikes,Germany,,,
2018 Apr,FY2018 Q4,FY2018,Bikes,Touring Bikes,Germany,,,
2018 May,FY2018 Q4,FY2018,Bikes,Touring Bikes,Germany,,,
2018 Jun,FY2018 Q4,FY2018,Bikes,Touring Bikes,Germany,,,
2018 Jul,FY2019 Q1,FY2019,Bikes,Touring Bikes,Germany,,,
2018 Aug,FY2019 Q1,FY2019,Bikes,Touring Bikes,Germany,,,
2018 Sep,FY2019 Q1,FY2019,Bikes,Touring Bikes,Germany,,,
2018 Oct,FY2019 Q2,FY2019,Bikes,Touring Bikes,Germany,,,
2018 Nov,FY2019 Q2,FY2019,Bikes,Touring Bikes,Germany,,,
2018 Dec,FY2019 Q2,FY2019,Bikes,Touring Bikes,Germany,,,
2019 Jan,FY2019 Q3,FY2019,Bikes,Touring Bikes,Germany,,,
2019 Feb,FY2019 Q3,FY2019,Bikes,Touring Bikes,Germany,,,
2019 Mar,FY2019 Q3,FY2019,Bikes,Touring Bikes,Germany,,,
2019 Apr,FY2019 Q4,FY2019,Bikes,Touring Bikes,Germany,,,
2019 May,FY2019 Q4,FY2019,Bikes,Touring Bikes,Germany,742.35,742.35,933216056.6900003
2019 Jun,FY2019 Q4,FY2019,Bikes,Touring Bikes,Germany,1588.038,23820.57,933216056.6900003
2019 Jul,FY2020 Q1,FY2020,Bikes,Touring Bikes,Germany,1653.8947,28116.21,933216056.6900003
2019 Aug,FY2020 Q1,FY2020,Bikes,Touring Bikes,Germany,1977.778,29666.67,933216056.6900003
2019 Sep,FY2020 Q1,FY2020,Bikes,Touring Bikes,Germany,1651.8038,26428.86,933216056.6900003
2019 Oct,FY2020 Q2,FY2020,Bikes,Touring Bikes,Germany,1681.335,33626.7,933216056.6900003
2019 Nov,FY2020 Q2,FY2020,Bikes,Touring Bikes,Germany,1480.5536,41455.5,933216056.6900003
2019 Dec,FY2020 Q2,FY2020,Bikes,Touring Bikes,Germany,1593.2425,38237.82,933216056.6900003
2020 Jan,FY2020 Q3,FY2020,Bikes,Touring Bikes,Germany,1656.15,31466.85,933216056.6900003
2020 Feb,FY2020 Q3,FY2020,Bikes,Touring Bikes,Germany,1661.6475,39879.54,933216056.6900003
2020 Mar,FY2020 Q3,FY2020,Bikes,Touring Bikes,Germany,1689.3429,47301.6,933216056.6900003
2020 Apr,FY2020 Q4,FY2020,Bikes,Touring Bikes,Germany,1671.6444,41791.11,933216056.6900003
2020 May,FY2020 Q4,FY2020,Bikes,Touring Bikes,Germany,1609.1054,41836.74,933216056.6900003
2020 Jun,FY2020 Q4,FY2020,Bikes,Touring Bikes,Germany,,,
2017 Jul,FY2018 Q1,FY2018,Bikes,Touring Bikes,United Kingdom,,,
2017 Aug,FY2018 Q1,FY2018,Bikes,Touring Bikes,United Kingdom,,,
2017 Sep,FY2018 Q1,FY2018,Bikes,Touring Bikes,United Kingdom,,,
2017 Oct,FY2018 Q2,FY2018,Bikes,Touring Bikes,United Kingdom,,,
2017 Nov,FY2018 Q2,FY2018,Bikes,Touring Bikes,United Kingdom,,,
2017 Dec,FY2018 Q2,FY2018,Bikes,Touring Bikes,United Kingdom,,,
2018 Jan,FY2018 Q3,FY2018,Bikes,Touring Bikes,United Kingdom,,,
2018 Feb,FY2018 Q3,FY2018,Bikes,Touring Bikes,United Kingdom,,,
2018 Mar,FY2018 Q3,FY2018,Bikes,Touring Bikes,United Kingdom,,,
2018 Apr,FY2018 Q4,FY2018,Bikes,Touring Bikes,United Kingdom,,,
2018 May,FY2018 Q4,FY2018,Bikes,Touring Bikes,United Kingdom,,,
2018 Jun,FY2018 Q4,FY2018,Bikes,Touring Bikes,United Kingdom,,,
2018 Jul,FY2019 Q1,FY2019,Bikes,Touring Bikes,United Kingdom,,,
2018 Aug,FY2019 Q1,FY2019,Bikes,Touring Bikes,United Kingdom,,,
2018 Sep,FY2019 Q1,FY2019,Bikes,Touring Bikes,United Kingdom,,,
2018 Oct,FY2019 Q2,FY2019,Bikes,Touring Bikes,United Kingdom,,,
2018 Nov,FY2019 Q2,FY2019,Bikes,Touring Bikes,United Kingdom,,,
2018 Dec,FY2019 Q2,FY2019,Bikes,Touring Bikes,United Kingdom,,,
2019 Jan,FY2019 Q3,FY2019,Bikes,Touring Bikes,United Kingdom,,,
2019 Feb,FY2019 Q3,FY2019,Bikes,Touring Bikes,United Kingdom,,,
2019 Mar,FY2019 Q3,FY2019,Bikes,Touring Bikes,United Kingdom,,,
2019 Apr,FY2019 Q4,FY2019,Bikes,Touring Bikes,United Kingdom,,,
2019 May,FY2019 Q4,FY2019,Bikes,Touring Bikes,United Kingdom,,,
2019 Jun,FY2019 Q4,FY2019,Bikes,Touring Bikes,United Kingdom,1312.6629,18377.28,933216056.6900003
2019 Jul,FY2020 Q1,FY2020,Bikes,Touring Bikes,United Kingdom,1413.9129,9897.39,933216056.6900003
2019 Aug,FY2020 Q1,FY2020,Bikes,Touring Bikes,United Kingdom,1493.538,29870.76,933216056.6900003
2019 Sep,FY2020 Q1,FY2020,Bikes,Touring Bikes,United Kingdom,1590.9323,41364.24,933216056.6900003
2019 Oct,FY2020 Q2,FY2020,Bikes,Touring Bikes,United Kingdom,1967.6344,53126.13,933216056.6900003
2019 Nov,FY2020 Q2,FY2020,Bikes,Touring Bikes,United Kingdom,1680.8723,43702.68,933216056.6900003
2019 Dec,FY2020 Q2,FY2020,Bikes,Touring Bikes,United Kingdom,1981.0884,49527.21,933216056.6900003
2020 Jan,FY2020 Q3,FY2020,Bikes,Touring Bikes,United Kingdom,1827.4875,58479.6,933216056.6900003
2020 Feb,FY2020 Q3,FY2020,Bikes,Touring Bikes,United Kingdom,1877.7339,58209.75,933216056.6900003
