Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Segment,Orders.Region,Orders.City,Sum(Orders.Profit)
2014,Consumer,West,Bellingham,
2015,Consumer,West,Bellingham,
2016,Consumer,West,Bellingham,
2017,Consumer,West,Bellingham,247.7558000000001
2014,Consumer,West,Boise,
2015,Consumer,West,Boise,
2016,Consumer,West,Boise,
2017,Consumer,West,Boise,37.787400000000005
2014,Consumer,West,Brentwood,80.39639999999996
2015,Consumer,West,Brentwood,35.156000000000006
2016,Consumer,West,Brentwood,
2017,Consumer,West,Brentwood,
2014,Consumer,West,Broomfield,
2015,Consumer,West,Broomfield,
2016,Consumer,West,Broomfield,53.89099999999995
2017,Consumer,West,Broomfield,
2014,Consumer,West,Bullhead City,
2015,Consumer,West,Bullhead City,6.723199999999999
2016,Consumer,West,Bullhead City,
2017,Consumer,West,Bullhead City,
2014,Consumer,West,Camarillo,
2015,Consumer,West,Camarillo,
2016,Consumer,West,Camarillo,
2017,Consumer,West,Camarillo,7.2177
2014,Consumer,West,Carlsbad,
2015,Consumer,West,Carlsbad,
2016,Consumer,West,Carlsbad,16.715499999999995
2017,Consumer,West,Carlsbad,
2014,Consumer,West,Chandler,
2015,Consumer,West,Chandler,
2016,Consumer,West,Chandler,
2017,Consumer,West,Chandler,2.5359999999999996
2014,Consumer,West,Chico,
2015,Consumer,West,Chico,24.4443
2016,Consumer,West,Chico,
2017,Consumer,West,Chico,
2014,Consumer,West,Chula Vista,85.98179999999999
2015,Consumer,West,Chula Vista,
2016,Consumer,West,Chula Vista,55.91199999999998
2017,Consumer,West,Chula Vista,
2014,Consumer,West,Citrus Heights,
2015,Consumer,West,Citrus Heights,
2016,Consumer,West,Citrus Heights,
2017,Consumer,West,Citrus Heights,54.34380000000001
2014,Consumer,West,Clovis,
2015,Consumer,West,Clovis,
2016,Consumer,West,Clovis,
2017,Consumer,West,Clovis,11.63519999999999
2014,Consumer,West,Colorado Springs,
2015,Consumer,West,Colorado Springs,-1117.5781000000002
2016,Consumer,West,Colorado Springs,2.5488000000000004
2017,Consumer,West,Colorado Springs,
2014,Consumer,West,Commerce City,
2015,Consumer,West,Commerce City,
2016,Consumer,West,Commerce City,
2017,Consumer,West,Commerce City,-32.9292
2014,Consumer,West,Concord,-19.963000000000022
2015,Consumer,West,Concord,
2016,Consumer,West,Concord,22.156
2017,Consumer,West,Concord,14.097999999999999
2014,Consumer,West,Costa Mesa,
2015,Consumer,West,Costa Mesa,12.856800000000002
2016,Consumer,West,Costa Mesa,163.2002
2017,Consumer,West,Costa Mesa,81.9236
2014,Consumer,West,Davis,
2015,Consumer,West,Davis,
2016,Consumer,West,Davis,15.552000000000001
2017,Consumer,West,Davis,
2014,Consumer,West,Denver,182.76209999999963
2015,Consumer,West,Denver,
2016,Consumer,West,Denver,
2017,Consumer,West,Denver,-112.56360000000011
2014,Consumer,West,Des Moines,729.7065
2015,Consumer,West,Des Moines,
2016,Consumer,West,Des Moines,478.2831
2017,Consumer,West,Des Moines,
2014,Consumer,West,Draper,
2015,Consumer,West,Draper,
2016,Consumer,West,Draper,
2017,Consumer,West,Draper,58.02719999999999
2014,Consumer,West,Dublin,
2015,Consumer,West,Dublin,
2016,Consumer,West,Dublin,
2017,Consumer,West,Dublin,1.375
2014,Consumer,West,Edmonds,379.4923999999999
2015,Consumer,West,Edmonds,
2016,Consumer,West,Edmonds,61.9622
2017,Consumer,West,Edmonds,106.4076
2014,Consumer,West,Encinitas,
2015,Consumer,West,Encinitas,
2016,Consumer,West,Encinitas,9.821399999999992
2017,Consumer,West,Encinitas,61.2374
2014,Consumer,West,Englewood,
2015,Consumer,West,Englewood,
2016,Consumer,West,Englewood,13.7547
2017,Consumer,West,Englewood,
2014,Consumer,West,Escondido,15.642599999999995
2015,Consumer,West,Escondido,
2016,Consumer,West,Escondido,
2017,Consumer,West,Escondido,
2014,Consumer,West,Farmington,
2015,Consumer,West,Farmington,0.3864000000000001
2016,Consumer,West,Farmington,
2017,Consumer,West,Farmington,114.6285
2014,Consumer,West,Fort Collins,
2015,Consumer,West,Fort Collins,
2016,Consumer,West,Fort Collins,
2017,Consumer,West,Fort Collins,-267.728
2014,Consumer,West,Fresno,260.2554000000001
2015,Consumer,West,Fresno,
2016,Consumer,West,Fresno,
2017,Consumer,West,Fresno,303.3248999999999
2014,Consumer,West,Gilbert,
2015,Consumer,West,Gilbert,-41.97240000000003
2016,Consumer,West,Gilbert,
2017,Consumer,West,Gilbert,
2014,Consumer,West,Glendale,-13.831700000000023
2015,Consumer,West,Glendale,0.8057999999999996
2016,Consumer,West,Glendale,102.20559999999996
2017,Consumer,West,Glendale,-48.60599999999999
2014,Consumer,West,Great Falls,124.94580000000002
2015,Consumer,West,Great Falls,
2016,Consumer,West,Great Falls,
2017,Consumer,West,Great Falls,
2014,Consumer,West,Greeley,
2015,Consumer,West,Greeley,
2016,Consumer,West,Greeley,
2017,Consumer,West,Greeley,10.3614
2014,Consumer,West,Gresham,156.30880000000008
2015,Consumer,West,Gresham,
2016,Consumer,West,Gresham,-30.642400000000002
2017,Consumer,West,Gresham,
2014,Consumer,West,Hillsboro,
2015,Consumer,West,Hillsboro,-1.607199999999998
2016,Consumer,West,Hillsboro,
2017,Consumer,West,Hillsboro,
2014,Consumer,West,Huntington Beach,
2015,Consumer,West,Huntington Beach,
2016,Consumer,West,Huntington Beach,
2017,Consumer,West,Huntington Beach,25.898399999999995
2014,Consumer,West,Inglewood,
2015,Consumer,West,Inglewood,
2016,Consumer,West,Inglewood,
2017,Consumer,West,Inglewood,94.74899999999997
2014,Consumer,West,Kent,81.8437
2015,Consumer,West,Kent,
2016,Consumer,West,Kent,
2017,Consumer,West,Kent,521.2526
2014,Consumer,West,Lake Elsinore,
2015,Consumer,West,Lake Elsinore,17.74500000000002
2016,Consumer,West,Lake Elsinore,
2017,Consumer,West,Lake Elsinore,
2014,Consumer,West,Lake Forest,
2015,Consumer,West,Lake Forest,
2016,Consumer,West,Lake Forest,
2017,Consumer,West,Lake Forest,171.79439999999997
2014,Consumer,West,Lakewood,
2015,Consumer,West,Lakewood,15.2818
2016,Consumer,West,Lakewood,24.235199999999978
2017,Consumer,West,Lakewood,39.56400000000001
2014,Consumer,West,Lancaster,
2015,Consumer,West,Lancaster,38.48979999999998
2016,Consumer,West,Lancaster,
2017,Consumer,West,Lancaster,5.8914
2014,Consumer,West,Las Cruces,
2015,Consumer,West,Las Cruces,23.086399999999998
2016,Consumer,West,Las Cruces,
2017,Consumer,West,Las Cruces,17.3754
2014,Consumer,West,Las Vegas,19.2384
2015,Consumer,West,Las Vegas,122.39659999999998
2016,Consumer,West,Las Vegas,
2017,Consumer,West,Las Vegas,92.02089999999998
2014,Consumer,West,Layton,
2015,Consumer,West,Layton,2.3312
2016,Consumer,West,Layton,
2017,Consumer,West,Layton,
2014,Consumer,West,Lewiston,3.3543999999999996
2015,Consumer,West,Lewiston,
2016,Consumer,West,Lewiston,
2017,Consumer,West,Lewiston,
2014,Consumer,West,Littleton,
2015,Consumer,West,Littleton,
2016,Consumer,West,Littleton,-98.80179999999999
2017,Consumer,West,Littleton,
2014,Consumer,West,Lodi,
2015,Consumer,West,Lodi,
2016,Consumer,West,Lodi,
2017,Consumer,West,Lodi,28.21699999999999
2014,Consumer,West,Logan,46.963199999999986
2015,Consumer,West,Logan,
2016,Consumer,West,Logan,
2017,Consumer,West,Logan,
2014,Consumer,West,Long Beach,
2015,Consumer,West,Long Beach,133.85989999999998
2016,Consumer,West,Long Beach,250.74169999999992
2017,Consumer,West,Long Beach,80.68879999999997
2014,Consumer,West,Longmont,
2015,Consumer,West,Longmont,
2016,Consumer,West,Longmont,41.03519999999993
2017,Consumer,West,Longmont,
2014,Consumer,West,Longview,
2015,Consumer,West,Longview,
2016,Consumer,West,Longview,7.703499999999998
2017,Consumer,West,Longview,31.194799999999997
2014,Consumer,West,Los Angeles,1862.5751999999993
2015,Consumer,West,Los Angeles,5049.3919000000005
2016,Consumer,West,Los Angeles,5068.267199999999
2017,Consumer,West,Los Angeles,4528.518600000001
2014,Consumer,West,Louisville,102.1266
2015,Consumer,West,Louisville,17.24040000000001
2016,Consumer,West,Louisville,
2017,Consumer,West,Louisville,-122.93300000000002
2014,Consumer,West,Loveland,
2015,Consumer,West,Loveland,
2016,Consumer,West,Loveland,
2017,Consumer,West,Loveland,-0.6048
2014,Consumer,West,Marysville,
2015,Consumer,West,Marysville,
2016,Consumer,West,Marysville,3.3149999999999986
2017,Consumer,West,Marysville,
2014,Consumer,West,Medford,18.789299999999997
2015,Consumer,West,Medford,
2016,Consumer,West,Medford,7.744999999999998
2017,Consumer,West,Medford,
2014,Consumer,West,Mesa,
2015,Consumer,West,Mesa,-371.52080000000007
2016,Consumer,West,Mesa,-4.480600000000003
2017,Consumer,West,Mesa,-100.37239999999997
2014,Consumer,West,Mission Viejo,3.4195999999999884
2015,Consumer,West,Mission Viejo,
2016,Consumer,West,Mission Viejo,49.1409
2017,Consumer,West,Mission Viejo,98.50399999999999
2014,Consumer,West,Missoula,
2015,Consumer,West,Missoula,152.49499999999998
2016,Consumer,West,Missoula,
2017,Consumer,West,Missoula,
2014,Consumer,West,Modesto,
2015,Consumer,West,Modesto,
2016,Consumer,West,Modesto,
2017,Consumer,West,Modesto,15.323699999999981
2014,Consumer,West,Moreno Valley,9.3312
2015,Consumer,West,Moreno Valley,12.717599999999997
2016,Consumer,West,Moreno Valley,213.1624
2017,Consumer,West,Moreno Valley,
2014,Consumer,West,Morgan Hill,
2015,Consumer,West,Morgan Hill,
2016,Consumer,West,Morgan Hill,7.845999999999979
2017,Consumer,West,Morgan Hill,
2014,Consumer,West,Murray,
2015,Consumer,West,Murray,
2016,Consumer,West,Murray,
2017,Consumer,West,Murray,13.830799999999996
2014,Consumer,West,Murrieta,
2015,Consumer,West,Murrieta,92.08350000000002
2016,Consumer,West,Murrieta,
2017,Consumer,West,Murrieta,
2014,Consumer,West,North Las Vegas,110.6961999999998
2015,Consumer,West,North Las Vegas,248.6357999999999
2016,Consumer,West,North Las Vegas,
2017,Consumer,West,North Las Vegas,116.87199999999984
2014,Consumer,West,Oakland,62.064899999999994
2015,Consumer,West,Oakland,67.41419999999997
2016,Consumer,West,Oakland,177.58890000000002
2017,Consumer,West,Oakland,207.5364999999999
2014,Consumer,West,Oceanside,
2015,Consumer,West,Oceanside,53.196
2016,Consumer,West,Oceanside,
2017,Consumer,West,Oceanside,26.9536
2014,Consumer,West,Olympia,66.30680000000001
2015,Consumer,West,Olympia,22.676399999999994
2016,Consumer,West,Olympia,
2017,Consumer,West,Olympia,50.643699999999995
2014,Consumer,West,Ontario,
2015,Consumer,West,Ontario,
2016,Consumer,West,Ontario,
2017,Consumer,West,Ontario,-46.13700000000003
2014,Consumer,West,Orem,
2015,Consumer,West,Orem,449.89989999999995
2016,Consumer,West,Orem,19.095200000000002
2017,Consumer,West,Orem,
2014,Consumer,West,Oxnard,21.751499999999986
2015,Consumer,West,Oxnard,
2016,Consumer,West,Oxnard,
2017,Consumer,West,Oxnard,29.0325
2014,Consumer,West,Parker,
2015,Consumer,West,Parker,
2016,Consumer,West,Parker,
2017,Consumer,West,Parker,-197.2319999999999
2014,Consumer,West,Pasadena,-56.73600000000005
2015,Consumer,West,Pasadena,3.1226999999999947
2016,Consumer,West,Pasadena,174.75660000000002
2017,Consumer,West,Pasadena,153.41609999999997
2014,Consumer,West,Pasco,235.22319999999985
2015,Consumer,West,Pasco,
2016,Consumer,West,Pasco,
2017,Consumer,West,Pasco,122.30120000000001
2014,Consumer,West,Peoria,
2015,Consumer,West,Peoria,-23.00760000000004
2016,Consumer,West,Peoria,
2017,Consumer,West,Peoria,-45.239999999999995
2014,Consumer,West,Phoenix,-701.5251
2015,Consumer,West,Phoenix,368.8346999999997
2016,Consumer,West,Phoenix,-237.14630000000005
2017,Consumer,West,Phoenix,-431.34979999999996
2014,Consumer,West,Pleasant Grove,576.5563
2015,Consumer,West,Pleasant Grove,
2016,Consumer,West,Pleasant Grove,
2017,Consumer,West,Pleasant Grove,
2014,Consumer,West,Pocatello,
2015,Consumer,West,Pocatello,101.1671
2016,Consumer,West,Pocatello,14.181599999999998
2017,Consumer,West,Pocatello,66.00719999999998
2014,Consumer,West,Pomona,43.992999999999995
2015,Consumer,West,Pomona,-17.3386
2016,Consumer,West,Pomona,
2017,Consumer,West,Pomona,
2014,Consumer,West,Portland,-21.611799999999974
2015,Consumer,West,Portland,75.10300000000004
2016,Consumer,West,Portland,-255.45239999999993
2017,Consumer,West,Portland,120.82610000000001
2014,Consumer,West,Provo,
2015,Consumer,West,Provo,118.65750000000006
2016,Consumer,West,Provo,
2017,Consumer,West,Provo,
2014,Consumer,West,Pueblo,-24.907199999999996
2015,Consumer,West,Pueblo,84.57279999999994
2016,Consumer,West,Pueblo,
2017,Consumer,West,Pueblo,
2014,Consumer,West,Rancho Cucamonga,11.138399999999999
2015,Consumer,West,Rancho Cucamonga,
2016,Consumer,West,Rancho Cucamonga,
2017,Consumer,West,Rancho Cucamonga,59.95620000000001
2014,Consumer,West,Redding,25.018199999999993
2015,Consumer,West,Redding,
2016,Consumer,West,Redding,
2017,Consumer,West,Redding,
2014,Consumer,West,Redlands,
2015,Consumer,West,Redlands,403.0436999999999
2016,Consumer,West,Redlands,44.4003
2017,Consumer,West,Redlands,
2014,Consumer,West,Redmond,
2015,Consumer,West,Redmond,21.88539999999999
2016,Consumer,West,Redmond,-17.106399999999987
2017,Consumer,West,Redmond,14.818599999999996
2014,Consumer,West,Redondo Beach,3.7436
2015,Consumer,West,Redondo Beach,
2016,Consumer,West,Redondo Beach,51.84799999999999
2017,Consumer,West,Redondo Beach,
2014,Consumer,West,Renton,
2015,Consumer,West,Renton,
2016,Consumer,West,Renton,
2017,Consumer,West,Renton,185.43240000000003
2014,Consumer,West,Rio Rancho,
2015,Consumer,West,Rio Rancho,119.58779999999994
2016,Consumer,West,Rio Rancho,
2017,Consumer,West,Rio Rancho,
2014,Consumer,West,Riverside,
2015,Consumer,West,Riverside,
2016,Consumer,West,Riverside,15.872399999999999
2017,Consumer,West,Riverside,
2014,Consumer,West,Roseville,2.0747999999999998
2015,Consumer,West,Roseville,9.3312
2016,Consumer,West,Roseville,100.31539999999998
2017,Consumer,West,Roseville,5.193
2014,Consumer,West,Sacramento,-18.106799999999993
2015,Consumer,West,Sacramento,
2016,Consumer,West,Sacramento,11.338299999999998
2017,Consumer,West,Sacramento,
2014,Consumer,West,Salem,13.814099999999982
2015,Consumer,West,Salem,4.927500000000003
2016,Consumer,West,Salem,-22.14590000000001
2017,Consumer,West,Salem,
2014,Consumer,West,Salt Lake City,
2015,Consumer,West,Salt Lake City,
2016,Consumer,West,Salt Lake City,
2017,Consumer,West,Salt Lake City,153.52499999999998
2014,Consumer,West,San Bernardino,
2015,Consumer,West,San Bernardino,31.297199999999947
2016,Consumer,West,San Bernardino,
2017,Consumer,West,San Bernardino,
2014,Consumer,West,San Clemente,
2015,Consumer,West,San Clemente,
2016,Consumer,West,San Clemente,42.5419
2017,Consumer,West,San Clemente,
2014,Consumer,West,San Diego,1126.2020999999997
2015,Consumer,West,San Diego,1075.8112999999998
2016,Consumer,West,San Diego,1822.4007999999992
2017,Consumer,West,San Diego,266.8116
2014,Consumer,West,San Francisco,2561.6326
2015,Consumer,West,San Francisco,1669.2686999999999
2016,Consumer,West,San Francisco,1902.6297999999992
2017,Consumer,West,San Francisco,3253.0799
2014,Consumer,West,San Jose,233.60410000000002
2015,Consumer,West,San Jose,115.34380000000002
2016,Consumer,West,San Jose,305.11289999999997
2017,Consumer,West,San Jose,252.21529999999998
2014,Consumer,West,San Luis Obispo,
2015,Consumer,West,San Luis Obispo,
2016,Consumer,West,San Luis Obispo,1.1945999999999999
2017,Consumer,West,San Luis Obispo,
2014,Consumer,West,San Mateo,
2015,Consumer,West,San Mateo,
2016,Consumer,West,San Mateo,
2017,Consumer,West,San Mateo,35.334599999999995
2014,Consumer,West,Santa Ana,
2015,Consumer,West,Santa Ana,
2016,Consumer,West,Santa Ana,64.16999999999989
2017,Consumer,West,Santa Ana,719.6089000000001
2014,Consumer,West,Santa Barbara,
2015,Consumer,West,Santa Barbara,
2016,Consumer,West,Santa Barbara,
2017,Consumer,West,Santa Barbara,99.90119999999999
2014,Consumer,West,Santa Clara,
2015,Consumer,West,Santa Clara,
2016,Consumer,West,Santa Clara,22.7292
2017,Consumer,West,Santa Clara,
2014,Consumer,West,Santa Fe,18.50399999999999
2015,Consumer,West,Santa Fe,
2016,Consumer,West,Santa Fe,
2017,Consumer,West,Santa Fe,
2014,Consumer,West,Santa Maria,
2015,Consumer,West,Santa Maria,30.0144
2016,Consumer,West,Santa Maria,
2017,Consumer,West,Santa Maria,
2014,Consumer,West,Scottsdale,-279.19559999999996
2015,Consumer,West,Scottsdale,-1.0428000000000006
2016,Consumer,West,Scottsdale,23.799300000000002
2017,Consumer,West,Scottsdale,
2014,Consumer,West,Seattle,2720.7698
2015,Consumer,West,Seattle,1823.6082000000001
2016,Consumer,West,Seattle,2447.373499999999
2017,Consumer,West,Seattle,9397.901199999998
2014,Consumer,West,Sierra Vista,
2015,Consumer,West,Sierra Vista,
2016,Consumer,West,Sierra Vista,3.9512
2017,Consumer,West,Sierra Vista,
2014,Consumer,West,Sparks,
2015,Consumer,West,Sparks,23.807999999999993
2016,Consumer,West,Sparks,
2017,Consumer,West,Sparks,
2014,Consumer,West,Spokane,
2015,Consumer,West,Spokane,32.83019999999999
2016,Consumer,West,Spokane,
2017,Consumer,West,Spokane,20.584199999999996
2014,Consumer,West,Springfield,-98.21890000000003
2015,Consumer,West,Springfield,-186.05939999999998
2016,Consumer,West,Springfield,10.422
2017,Consumer,West,Springfield,-386.21830000000006
2014,Consumer,West,Stockton,
2015,Consumer,West,Stockton,
2016,Consumer,West,Stockton,92.22879999999999
2017,Consumer,West,Stockton,40.9628
2014,Consumer,West,Temecula,
2015,Consumer,West,Temecula,101.88689999999997
2016,Consumer,West,Temecula,
2017,Consumer,West,Temecula,
2014,Consumer,West,Tempe,
2015,Consumer,West,Tempe,-2.243999999999999
2016,Consumer,West,Tempe,-34.64100000000002
2017,Consumer,West,Tempe,3.5279999999999996
2014,Consumer,West,Thornton,89.58879999999999
2015,Consumer,West,Thornton,0.9575999999999998
2016,Consumer,West,Thornton,
2017,Consumer,West,Thornton,50.29339999999998
2014,Consumer,West,Thousand Oaks,
2015,Consumer,West,Thousand Oaks,1.1988000000000003
2016,Consumer,West,Thousand Oaks,
2017,Consumer,West,Thousand Oaks,
2014,Consumer,West,Tigard,-249.49400000000006
2015,Consumer,West,Tigard,
2016,Consumer,West,Tigard,
2017,Consumer,West,Tigard,
2014,Consumer,West,Tucson,215.30879999999985
2015,Consumer,West,Tucson,81.8266
2016,Consumer,West,Tucson,
2017,Consumer,West,Tucson,27.435199999999995
2014,Consumer,West,Vacaville,110.05279999999999
2015,Consumer,West,Vacaville,
2016,Consumer,West,Vacaville,
2017,Consumer,West,Vacaville,
2014,Consumer,West,Vallejo,58.230699999999985
2015,Consumer,West,Vallejo,
2016,Consumer,West,Vallejo,
2017,Consumer,West,Vallejo,
2014,Consumer,West,Visalia,
2015,Consumer,West,Visalia,
2016,Consumer,West,Visalia,84.563
2017,Consumer,West,Visalia,
2014,Consumer,West,West Jordan,9.989999999999995
2015,Consumer,West,West Jordan,92.6823
2016,Consumer,West,West Jordan,
2017,Consumer,West,West Jordan,
2014,Consumer,West,Westminster,
2015,Consumer,West,Westminster,
2016,Consumer,West,Westminster,
2017,Consumer,West,Westminster,763.6886000000001
2014,Consumer,West,Whittier,
2015,Consumer,West,Whittier,
2016,Consumer,West,Whittier,
2017,Consumer,West,Whittier,44.476800000000026
2014,Consumer,West,Woodland,
2015,Consumer,West,Woodland,
2016,Consumer,West,Woodland,23.998400000000004
2017,Consumer,West,Woodland,
2014,Corporate,Central,Amarillo,
2015,Corporate,Central,Amarillo,
2016,Corporate,Central,Amarillo,6.631199999999999
2017,Corporate,Central,Amarillo,-36.235200000000006
2014,Corporate,Central,Ann Arbor,
2015,Corporate,Central,Ann Arbor,152.51579999999996
2016,Corporate,Central,Ann Arbor,
2017,Corporate,Central,Ann Arbor,
2014,Corporate,Central,Arlington,-117.86009999999993
2015,Corporate,Central,Arlington,
2016,Corporate,Central,Arlington,98.56659999999997
2017,Corporate,Central,Arlington,-79.49760000000003
2014,Corporate,Central,Aurora,
2015,Corporate,Central,Aurora,
2016,Corporate,Central,Aurora,-33.08689999999999
2017,Corporate,Central,Aurora,-640.0908000000003
2014,Corporate,Central,Austin,
2015,Corporate,Central,Austin,-2.569800000000029
2016,Corporate,Central,Austin,-70.88100000000014
2017,Corporate,Central,Austin,-235.22630000000026
2014,Corporate,Central,Baytown,
2015,Corporate,Central,Baytown,3.6288
2016,Corporate,Central,Baytown,
2017,Corporate,Central,Baytown,
2014,Corporate,Central,Beaumont,
2015,Corporate,Central,Beaumont,
2016,Corporate,Central,Beaumont,
2017,Corporate,Central,Beaumont,0.9575999999999993
2014,Corporate,Central,Bedford,
2015,Corporate,Central,Bedford,
2016,Corporate,Central,Bedford,
2017,Corporate,Central,Bedford,3.8081999999999887
2014,Corporate,Central,Bloomington,
2015,Corporate,Central,Bloomington,
2016,Corporate,Central,Bloomington,
2017,Corporate,Central,Bloomington,5.4336
2014,Corporate,Central,Broken Arrow,
2015,Corporate,Central,Broken Arrow,
2016,Corporate,Central,Broken Arrow,355.773
2017,Corporate,Central,Broken Arrow,
2014,Corporate,Central,Brownsville,24.486699999999985
2015,Corporate,Central,Brownsville,
2016,Corporate,Central,Brownsville,
2017,Corporate,Central,Brownsville,
2014,Corporate,Central,Bryan,
2015,Corporate,Central,Bryan,
2016,Corporate,Central,Bryan,-179.2486
2017,Corporate,Central,Bryan,
2014,Corporate,Central,Canton,
2015,Corporate,Central,Canton,
2016,Corporate,Central,Canton,
2017,Corporate,Central,Canton,149.2776
2014,Corporate,Central,Carrollton,
2015,Corporate,Central,Carrollton,
2016,Corporate,Central,Carrollton,30.020000000000003
2017,Corporate,Central,Carrollton,-5.640600000000002
2014,Corporate,Central,Cedar Hill,
2015,Corporate,Central,Cedar Hill,
2016,Corporate,Central,Cedar Hill,
2017,Corporate,Central,Cedar Hill,40.353599999999986
2014,Corporate,Central,Chicago,-202.66190000000003
2015,Corporate,Central,Chicago,927.7989999999998
2016,Corporate,Central,Chicago,-415.7142000000001
2017,Corporate,Central,Chicago,-3261.504000000001
2014,Corporate,Central,Columbia,27.735400000000002
2015,Corporate,Central,Columbia,
2016,Corporate,Central,Columbia,
2017,Corporate,Central,Columbia,
2014,Corporate,Central,Columbus,36.55459999999999
2015,Corporate,Central,Columbus,16.6698
2016,Corporate,Central,Columbus,169.73569999999998
2017,Corporate,Central,Columbus,1051.5839999999998
2014,Corporate,Central,Conroe,
2015,Corporate,Central,Conroe,
2016,Corporate,Central,Conroe,6.979499999999991
2017,Corporate,Central,Conroe,
2014,Corporate,Central,Coppell,
2015,Corporate,Central,Coppell,34.742
2016,Corporate,Central,Coppell,
2017,Corporate,Central,Coppell,
2014,Corporate,Central,Corpus Christi,-66.9654
2015,Corporate,Central,Corpus Christi,
2016,Corporate,Central,Corpus Christi,
2017,Corporate,Central,Corpus Christi,
2014,Corporate,Central,Dallas,-42.96709999999993
2015,Corporate,Central,Dallas,-83.57620000000014
2016,Corporate,Central,Dallas,224.93649999999988
2017,Corporate,Central,Dallas,-1366.4587000000001
2014,Corporate,Central,Dearborn,
2015,Corporate,Central,Dearborn,444.26719999999995
2016,Corporate,Central,Dearborn,
2017,Corporate,Central,Dearborn,23.1192
2014,Corporate,Central,Decatur,86.13029999999999
2015,Corporate,Central,Decatur,
2016,Corporate,Central,Decatur,
2017,Corporate,Central,Decatur,-317.02950000000016
2014,Corporate,Central,Deer Park,
2015,Corporate,Central,Deer Park,
2016,Corporate,Central,Deer Park,-10.386
2017,Corporate,Central,Deer Park,
2014,Corporate,Central,Des Moines,
2015,Corporate,Central,Des Moines,
2016,Corporate,Central,Des Moines,129.1592
2017,Corporate,Central,Des Moines,105.9391
2014,Corporate,Central,Detroit,375.31629999999996
2015,Corporate,Central,Detroit,615.6908999999999
2016,Corporate,Central,Detroit,1232.5731
2017,Corporate,Central,Detroit,1521.9310999999998
2014,Corporate,Central,Eagan,
2015,Corporate,Central,Eagan,
2016,Corporate,Central,Eagan,27.9776
2017,Corporate,Central,Eagan,
2014,Corporate,Central,Eau Claire,
2015,Corporate,Central,Eau Claire,
2016,Corporate,Central,Eau Claire,
2017,Corporate,Central,Eau Claire,8.465600000000002
2014,Corporate,Central,El Paso,17.968399999999995
2015,Corporate,Central,El Paso,
2016,Corporate,Central,El Paso,
2017,Corporate,Central,El Paso,-10.79730000000001
2014,Corporate,Central,Fort Worth,
2015,Corporate,Central,Fort Worth,-82.59320000000002
2016,Corporate,Central,Fort Worth,5.683800000000001
2017,Corporate,Central,Fort Worth,-226.46240000000006
2014,Corporate,Central,Franklin,43.223399999999984
2015,Corporate,Central,Franklin,
2016,Corporate,Central,Franklin,1232.9531000000002
2017,Corporate,Central,Franklin,
2014,Corporate,Central,Freeport,3.959199999999999
2015,Corporate,Central,Freeport,
2016,Corporate,Central,Freeport,
2017,Corporate,Central,Freeport,
2014,Corporate,Central,Fremont,
2015,Corporate,Central,Fremont,
2016,Corporate,Central,Fremont,20.748
2017,Corporate,Central,Fremont,85.7948
2014,Corporate,Central,Garden City,74.8142
2015,Corporate,Central,Garden City,
2016,Corporate,Central,Garden City,
2017,Corporate,Central,Garden City,7.989599999999999
2014,Corporate,Central,Grand Prairie,
2015,Corporate,Central,Grand Prairie,
2016,Corporate,Central,Grand Prairie,-19.53460000000001
2017,Corporate,Central,Grand Prairie,
2014,Corporate,Central,Grand Rapids,
2015,Corporate,Central,Grand Rapids,
2016,Corporate,Central,Grand Rapids,11.679499999999999
2017,Corporate,Central,Grand Rapids,100.65599999999999
2014,Corporate,Central,Grapevine,
2015,Corporate,Central,Grapevine,
2016,Corporate,Central,Grapevine,8.774899999999995
2017,Corporate,Central,Grapevine,
2014,Corporate,Central,Green Bay,
2015,Corporate,Central,Green Bay,
2016,Corporate,Central,Green Bay,11.9364
2017,Corporate,Central,Green Bay,10.223999999999998
2014,Corporate,Central,Haltom City,
2015,Corporate,Central,Haltom City,51.955799999999996
2016,Corporate,Central,Haltom City,
2017,Corporate,Central,Haltom City,
2014,Corporate,Central,Highland Park,
2015,Corporate,Central,Highland Park,
2016,Corporate,Central,Highland Park,4.466399999999897
2017,Corporate,Central,Highland Park,
2014,Corporate,Central,Houston,-909.8267000000006
2015,Corporate,Central,Houston,140.30219999999957
2016,Corporate,Central,Houston,-627.4975000000003
2017,Corporate,Central,Houston,393.5989000000001
2014,Corporate,Central,Huntsville,48.08880000000006
2015,Corporate,Central,Huntsville,
2016,Corporate,Central,Huntsville,-210.58239999999992
2017,Corporate,Central,Huntsville,
2014,Corporate,Central,Indianapolis,54.08760000000001
2015,Corporate,Central,Indianapolis,35.260400000000004
2016,Corporate,Central,Indianapolis,15.938399999999998
2017,Corporate,Central,Indianapolis,1381.4571999999998
2014,Corporate,Central,Iowa City,
2015,Corporate,Central,Iowa City,
2016,Corporate,Central,Iowa City,4.4955
2017,Corporate,Central,Iowa City,
2014,Corporate,Central,Irving,
2015,Corporate,Central,Irving,
2016,Corporate,Central,Irving,5.1792
2017,Corporate,Central,Irving,
2014,Corporate,Central,Jackson,219.07739999999995
2015,Corporate,Central,Jackson,235.8448
2016,Corporate,Central,Jackson,452.1986999999999
2017,Corporate,Central,Jackson,
2014,Corporate,Central,Kenosha,
2015,Corporate,Central,Kenosha,287.3705
2016,Corporate,Central,Kenosha,
