Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Region,Orders.City,Orders.Category,Sum(Orders.Profit),Sum(Orders.Quantity)
2016,East,Wilmington,Furniture,18.345599999999997,3
2017,East,Wilmington,Furniture,-48.78390000000003,3
2014,East,Wilmington,Office Supplies,117.66,15
2015,East,Wilmington,Office Supplies,180.18719999999996,32
2016,East,Wilmington,Office Supplies,129.0738,19
2017,East,Wilmington,Office Supplies,414.9206,12
2014,East,Wilmington,Technology,,
2015,East,Wilmington,Technology,282.6342,4
2016,East,Wilmington,Technology,19.731599999999997,7
2017,East,Wilmington,Technology,113.67419999999998,2
2014,East,Woonsocket,Furniture,20.1248,2
2015,East,Woonsocket,Furniture,,
2016,East,Woonsocket,Furniture,,
2017,East,Woonsocket,Furniture,,
2014,East,Woonsocket,Office Supplies,,
2015,East,Woonsocket,Office Supplies,13.891499999999999,3
2016,East,Woonsocket,Office Supplies,,
2017,East,Woonsocket,Office Supplies,44.662800000000004,10
2014,East,Yonkers,Furniture,,
2015,East,Yonkers,Furniture,,
2016,East,Yonkers,Furniture,-264.9208,8
2017,East,Yonkers,Furniture,4.020300000000001,1
2014,East,Yonkers,Office Supplies,102.11479999999999,19
2015,East,Yonkers,Office Supplies,,
2016,East,Yonkers,Office Supplies,117.38159999999995,3
2017,East,Yonkers,Office Supplies,,
2014,East,Yonkers,Technology,177.58890000000002,3
2015,East,Yonkers,Technology,,
2016,East,Yonkers,Technology,2400.9656999999997,7
2017,East,Yonkers,Technology,230.60520000000002,16
2014,East,York,Furniture,,
2015,East,York,Furniture,,
2016,East,York,Furniture,-18.0882,3
2017,East,York,Furniture,,
2014,East,York,Office Supplies,,
2015,East,York,Office Supplies,,
2016,East,York,Office Supplies,-78.80160000000001,10
2017,East,York,Office Supplies,-5.2794000000000025,6
2014,South,Alexandria,Furniture,35.253,6
2015,South,Alexandria,Furniture,69.1992,14
2016,South,Alexandria,Furniture,,
2017,South,Alexandria,Furniture,,
2014,South,Alexandria,Office Supplies,128.41460000000006,36
2015,South,Alexandria,Office Supplies,,
2016,South,Alexandria,Office Supplies,12.18,5
2017,South,Alexandria,Office Supplies,12.530000000000001,7
2014,South,Alexandria,Technology,61.0415,16
2015,South,Alexandria,Technology,,
2016,South,Alexandria,Technology,,
2017,South,Alexandria,Technology,,
2014,South,Apopka,Furniture,12.98879999999999,6
2015,South,Apopka,Furniture,,
2016,South,Apopka,Furniture,,
2017,South,Apopka,Furniture,,
2014,South,Apopka,Office Supplies,21.709600000000002,12
2015,South,Apopka,Office Supplies,,
2016,South,Apopka,Office Supplies,19.664999999999942,13
2017,South,Apopka,Office Supplies,,
2014,South,Arlington,Furniture,,
2015,South,Arlington,Furniture,34.84139999999999,7
2016,South,Arlington,Furniture,205.181,14
2017,South,Arlington,Furniture,79.19339999999997,3
2014,South,Arlington,Office Supplies,82.9202,17
2015,South,Arlington,Office Supplies,187.10080000000002,19
2016,South,Arlington,Office Supplies,61.43039999999999,27
2017,South,Arlington,Office Supplies,177.91289999999992,10
2014,South,Arlington,Technology,16.2486,3
2015,South,Arlington,Technology,752.3975999999999,21
2016,South,Arlington,Technology,2826.8591999999994,7
2017,South,Arlington,Technology,,
2014,South,Asheville,Office Supplies,-2.979000000000003,4
2015,South,Asheville,Office Supplies,,
2016,South,Asheville,Office Supplies,,
2017,South,Asheville,Office Supplies,-4.761099999999996,19
2014,South,Asheville,Technology,,
2015,South,Asheville,Technology,,
2016,South,Asheville,Technology,85.2475,5
2017,South,Asheville,Technology,,
2014,South,Athens,Furniture,,
2015,South,Athens,Furniture,,
2016,South,Athens,Furniture,41.0388,3
2017,South,Athens,Furniture,,
2014,South,Athens,Office Supplies,52.6418,11
2015,South,Athens,Office Supplies,,
2016,South,Athens,Office Supplies,7.2177,3
2017,South,Athens,Office Supplies,,
2014,South,Athens,Technology,293.98040000000003,7
2015,South,Athens,Technology,,
2016,South,Athens,Technology,,
2017,South,Athens,Technology,84.4434,6
2014,South,Atlanta,Furniture,27.583199999999998,5
2015,South,Atlanta,Furniture,12.992999999999988,3
2016,South,Atlanta,Furniture,,
2017,South,Atlanta,Furniture,374.6285999999999,9
2014,South,Atlanta,Office Supplies,81.43869999999998,15
2015,South,Atlanta,Office Supplies,3540.0491,40
2016,South,Atlanta,Office Supplies,897.0446999999999,28
2017,South,Atlanta,Office Supplies,315.3256,32
2014,South,Atlanta,Technology,,
2015,South,Atlanta,Technology,47.86289999999998,9
2016,South,Atlanta,Technology,154.42090000000002,3
2017,South,Atlanta,Technology,1542.3162000000002,12
2014,South,Auburn,Furniture,,
2015,South,Auburn,Furniture,,
2016,South,Auburn,Furniture,84.23520000000002,1
2017,South,Auburn,Furniture,,
2014,South,Auburn,Office Supplies,,
2015,South,Auburn,Office Supplies,244.2543,7
2016,South,Auburn,Office Supplies,123.02720000000001,6
2017,South,Auburn,Office Supplies,1.0903999999999998,2
2014,South,Bartlett,Office Supplies,,
2015,South,Bartlett,Office Supplies,10.007999999999988,8
2016,South,Bartlett,Office Supplies,,
2017,South,Bartlett,Office Supplies,,
2014,South,Boca Raton,Office Supplies,1.6704,2
2015,South,Boca Raton,Office Supplies,,
2016,South,Boca Raton,Office Supplies,-26.623999999999995,4
2017,South,Boca Raton,Office Supplies,,
2014,South,Boca Raton,Technology,,
2015,South,Boca Raton,Technology,,
2016,South,Boca Raton,Technology,2.308,2
2017,South,Boca Raton,Technology,,
2014,South,Bossier City,Furniture,10.393599999999992,4
2015,South,Bossier City,Furniture,,
2016,South,Bossier City,Furniture,,
2017,South,Bossier City,Furniture,,
2014,South,Bossier City,Office Supplies,67.87119999999996,14
2015,South,Bossier City,Office Supplies,,
2016,South,Bossier City,Office Supplies,,
2017,South,Bossier City,Office Supplies,,
2014,South,Bossier City,Technology,258.696,6
2015,South,Bossier City,Technology,,
2016,South,Bossier City,Technology,,
2017,South,Bossier City,Technology,,
2014,South,Bowling Green,Furniture,,
2015,South,Bowling Green,Furniture,,
2016,South,Bowling Green,Furniture,39.4268,1
2017,South,Bowling Green,Furniture,,
2014,South,Bowling Green,Technology,,
2015,South,Bowling Green,Technology,,
2016,South,Bowling Green,Technology,,
2017,South,Bowling Green,Technology,27.689999999999998,4
2014,South,Boynton Beach,Furniture,,
2015,South,Boynton Beach,Furniture,,
2016,South,Boynton Beach,Furniture,55.04820000000001,8
2017,South,Boynton Beach,Furniture,6.074000000000002,2
2014,South,Boynton Beach,Office Supplies,5.4432,3
2015,South,Boynton Beach,Office Supplies,,
2016,South,Boynton Beach,Office Supplies,-29.940000000000012,5
2017,South,Boynton Beach,Office Supplies,14.0361,10
2014,South,Bristol,Furniture,10.647000000000006,3
2015,South,Bristol,Furniture,,
2016,South,Bristol,Furniture,,
2017,South,Bristol,Furniture,,
2014,South,Bristol,Office Supplies,,
2015,South,Bristol,Office Supplies,-115.7156,1
2016,South,Bristol,Office Supplies,-21.4518,10
2017,South,Bristol,Office Supplies,,
2014,South,Burlington,Furniture,,
2015,South,Burlington,Furniture,,
2016,South,Burlington,Furniture,-199.50760000000008,4
2017,South,Burlington,Furniture,-653.2834,7
2014,South,Burlington,Office Supplies,,
2015,South,Burlington,Office Supplies,,
2016,South,Burlington,Office Supplies,,
2017,South,Burlington,Office Supplies,-1283.3404,28
2014,South,Burlington,Technology,,
2015,South,Burlington,Technology,,
2016,South,Burlington,Technology,,
2017,South,Burlington,Technology,-3758.3954999999987,7
2014,South,Cary,Office Supplies,30.21649999999999,15
2015,South,Cary,Office Supplies,,
2016,South,Cary,Office Supplies,,
2017,South,Cary,Office Supplies,,
2014,South,Cary,Technology,2.282399999999999,1
2015,South,Cary,Technology,21.539699999999996,3
2016,South,Cary,Technology,,
2017,South,Cary,Technology,,
2014,South,Chapel Hill,Office Supplies,,
2015,South,Chapel Hill,Office Supplies,,
2016,South,Chapel Hill,Office Supplies,,
2017,South,Chapel Hill,Office Supplies,4.7303999999999995,3
2014,South,Charlotte,Furniture,12.135200000000001,4
2015,South,Charlotte,Furniture,0.7391999999999994,2
2016,South,Charlotte,Furniture,-441.7307000000002,13
2017,South,Charlotte,Furniture,-20.964600000000004,6
2014,South,Charlotte,Office Supplies,58.500199999999964,39
2015,South,Charlotte,Office Supplies,6.035699999999999,5
2016,South,Charlotte,Office Supplies,-140.66220000000015,53
2017,South,Charlotte,Office Supplies,190.22839999999994,65
2014,South,Charlotte,Technology,-829.8873000000006,15
2015,South,Charlotte,Technology,,
2016,South,Charlotte,Technology,500.50399999999996,15
2017,South,Charlotte,Technology,235.31969999999993,26
2014,South,Charlottesville,Furniture,,
2015,South,Charlottesville,Furniture,12.232799999999997,4
2016,South,Charlottesville,Furniture,,
2017,South,Charlottesville,Furniture,,
2014,South,Charlottesville,Office Supplies,,
2015,South,Charlottesville,Office Supplies,,
2016,South,Charlottesville,Office Supplies,,
2017,South,Charlottesville,Office Supplies,10.395,3
2014,South,Chattanooga,Furniture,,
2015,South,Chattanooga,Furniture,,
2016,South,Chattanooga,Furniture,-14.836799999999998,9
2017,South,Chattanooga,Furniture,67.83099999999996,7
2014,South,Chattanooga,Office Supplies,,
2015,South,Chattanooga,Office Supplies,,
2016,South,Chattanooga,Office Supplies,,
2017,South,Chattanooga,Office Supplies,-7.185199999999998,9
2014,South,Chattanooga,Technology,,
2015,South,Chattanooga,Technology,,
2016,South,Chattanooga,Technology,-1.829499999999996,1
2017,South,Chattanooga,Technology,-16.78770000000001,12
2014,South,Chesapeake,Furniture,360.35319999999996,10
2015,South,Chesapeake,Furniture,,
2016,South,Chesapeake,Furniture,314.05859999999996,3
2017,South,Chesapeake,Furniture,80.78400000000002,5
2014,South,Chesapeake,Office Supplies,52.5582,20
2015,South,Chesapeake,Office Supplies,102.71600000000001,12
2016,South,Chesapeake,Office Supplies,66.8366,6
2017,South,Chesapeake,Office Supplies,,
2014,South,Chesapeake,Technology,277.4992,12
2015,South,Chesapeake,Technology,,
2016,South,Chesapeake,Technology,7.981200000000001,4
2017,South,Chesapeake,Technology,,
2014,South,Clarksville,Furniture,,
2015,South,Clarksville,Furniture,,
2016,South,Clarksville,Furniture,,
2017,South,Clarksville,Furniture,-26.210400000000035,7
2014,South,Clarksville,Office Supplies,11.247599999999995,6
2015,South,Clarksville,Office Supplies,-1053.36,11
2016,South,Clarksville,Office Supplies,,
2017,South,Clarksville,Office Supplies,1.0499999999999998,1
2014,South,Clarksville,Technology,,
2015,South,Clarksville,Technology,,
2016,South,Clarksville,Technology,,
2017,South,Clarksville,Technology,11.919599999999999,2
2014,South,Columbia,Furniture,118.30999999999992,8
2015,South,Columbia,Furniture,438.0763999999999,14
2016,South,Columbia,Furniture,13.845999999999997,5
2017,South,Columbia,Furniture,-931.4268999999999,12
2014,South,Columbia,Office Supplies,143.3918,36
2015,South,Columbia,Office Supplies,211.86989999999994,28
2016,South,Columbia,Office Supplies,193.8606000000001,37
2017,South,Columbia,Office Supplies,59.3754,24
2014,South,Columbia,Technology,186.43460000000005,8
2015,South,Columbia,Technology,267.74769999999995,12
2016,South,Columbia,Technology,18.2352,2
2017,South,Columbia,Technology,4.4004,2
2014,South,Columbus,Furniture,,
2015,South,Columbus,Furniture,344.58959999999996,12
2016,South,Columbus,Furniture,276.624,28
2017,South,Columbus,Furniture,182.74709999999996,17
2014,South,Columbus,Office Supplies,502.8722000000001,25
2015,South,Columbus,Office Supplies,122.07479999999998,20
2016,South,Columbus,Office Supplies,380.86029999999994,36
2017,South,Columbus,Office Supplies,711.1074,69
2014,South,Columbus,Technology,,
2015,South,Columbus,Technology,100.97789999999999,7
2016,South,Columbus,Technology,349.1544999999999,18
2017,South,Columbus,Technology,1133.1141,26
2014,South,Concord,Furniture,,
2015,South,Concord,Furniture,-1862.3124000000003,13
2016,South,Concord,Furniture,31.577600000000018,13
2017,South,Concord,Furniture,,
2014,South,Concord,Office Supplies,2.1006,10
2015,South,Concord,Office Supplies,,
2016,South,Concord,Office Supplies,34.504200000000004,5
2017,South,Concord,Office Supplies,10.8864,6
2014,South,Conway,Furniture,,
2015,South,Conway,Furniture,45.29399999999998,2
2016,South,Conway,Furniture,,
2017,South,Conway,Furniture,,
2014,South,Coral Gables,Furniture,,
2015,South,Coral Gables,Furniture,,
2016,South,Coral Gables,Furniture,2.602800000000001,3
2017,South,Coral Gables,Furniture,,
2014,South,Coral Gables,Technology,,
2015,South,Coral Gables,Technology,,
2016,South,Coral Gables,Technology,19.755,3
2017,South,Coral Gables,Technology,,
2014,South,Coral Springs,Furniture,,
2015,South,Coral Springs,Furniture,0.45439999999999303,5
2016,South,Coral Springs,Furniture,,
2017,South,Coral Springs,Furniture,-15.71759999999999,3
2014,South,Coral Springs,Office Supplies,,
2015,South,Coral Springs,Office Supplies,32.322400000000016,11
2016,South,Coral Springs,Office Supplies,,
2017,South,Coral Springs,Office Supplies,1.4975999999999996,2
2014,South,Daytona Beach,Furniture,,
2015,South,Daytona Beach,Furniture,-76.6062,1
2016,South,Daytona Beach,Furniture,,
2017,South,Daytona Beach,Furniture,,
2014,South,Daytona Beach,Office Supplies,,
2015,South,Daytona Beach,Office Supplies,9.6442,3
2016,South,Daytona Beach,Office Supplies,,
2017,South,Daytona Beach,Office Supplies,,
2014,South,Daytona Beach,Technology,,
2015,South,Daytona Beach,Technology,14.628000000000005,6
2016,South,Daytona Beach,Technology,,
2017,South,Daytona Beach,Technology,,
2014,South,Decatur,Furniture,316.1392000000001,8
2015,South,Decatur,Furniture,,
2016,South,Decatur,Furniture,,
2017,South,Decatur,Furniture,,
2014,South,Decatur,Office Supplies,11.7208,4
2015,South,Decatur,Office Supplies,31.294800000000002,14
2016,South,Decatur,Office Supplies,64.23840000000001,4
2017,South,Decatur,Office Supplies,6.8724,3
2014,South,Decatur,Technology,230.841,8
2015,South,Decatur,Technology,314.9895,3
2016,South,Decatur,Technology,,
2017,South,Decatur,Technology,23.99199999999999,8
2014,South,Delray Beach,Office Supplies,3.2213999999999996,3
2015,South,Delray Beach,Office Supplies,,
2016,South,Delray Beach,Office Supplies,13.852799999999995,6
2017,South,Delray Beach,Office Supplies,,
2014,South,Delray Beach,Technology,,
2015,South,Delray Beach,Technology,,
2016,South,Delray Beach,Technology,11.98,2
2017,South,Delray Beach,Technology,,
2014,South,Deltona,Furniture,13.9728,4
2015,South,Deltona,Furniture,,
2016,South,Deltona,Furniture,,
2017,South,Deltona,Furniture,,
2014,South,Deltona,Office Supplies,-3.6288,6
2015,South,Deltona,Office Supplies,,
2016,South,Deltona,Office Supplies,,
2017,South,Deltona,Office Supplies,2.0087999999999973,4
2014,South,Deltona,Technology,71.98999999999998,2
2015,South,Deltona,Technology,37.79159999999999,3
2016,South,Deltona,Technology,,
2017,South,Deltona,Technology,,
2014,South,Durham,Furniture,,
2015,South,Durham,Furniture,25.180800000000005,2
2016,South,Durham,Furniture,,
2017,South,Durham,Furniture,,
2014,South,Durham,Office Supplies,5.082,5
2015,South,Durham,Office Supplies,80.72349999999997,21
2016,South,Durham,Office Supplies,,
2017,South,Durham,Office Supplies,4.484999999999999,3
2014,South,Durham,Technology,,
2015,South,Durham,Technology,,
2016,South,Durham,Technology,,
2017,South,Durham,Technology,1.3986,2
2014,South,East Point,Furniture,,
2015,South,East Point,Furniture,9.322799999999999,3
2016,South,East Point,Furniture,,
2017,South,East Point,Furniture,,
2014,South,East Point,Office Supplies,,
2015,South,East Point,Office Supplies,74.69099999999999,1
2016,South,East Point,Office Supplies,,
2017,South,East Point,Office Supplies,,
2014,South,East Point,Technology,,
2015,South,East Point,Technology,18,3
2016,South,East Point,Technology,,
2017,South,East Point,Technology,,
2014,South,Fayetteville,Furniture,3.9248000000000003,4
2015,South,Fayetteville,Furniture,0.7391999999999994,2
2016,South,Fayetteville,Furniture,96.68080000000003,19
2017,South,Fayetteville,Furniture,-10.267600000000026,13
2014,South,Fayetteville,Office Supplies,889.2928999999999,18
2015,South,Fayetteville,Office Supplies,50.085,12
2016,South,Fayetteville,Office Supplies,144.86109999999994,32
2017,South,Fayetteville,Office Supplies,372.6907,50
2014,South,Fayetteville,Technology,,
2015,South,Fayetteville,Technology,,
2016,South,Fayetteville,Technology,176.46980000000002,4
2017,South,Fayetteville,Technology,94.19250000000001,14
2014,South,Florence,Furniture,163.78740000000002,14
2015,South,Florence,Furniture,,
2016,South,Florence,Furniture,,
2017,South,Florence,Furniture,112.33949999999996,5
2014,South,Florence,Office Supplies,76.81530000000001,7
2015,South,Florence,Office Supplies,33.0076,23
2016,South,Florence,Office Supplies,21.628200000000003,7
2017,South,Florence,Office Supplies,83.454,17
2014,South,Florence,Technology,,
2015,South,Florence,Technology,1605.7020999999995,14
2016,South,Florence,Technology,,
2017,South,Florence,Technology,72.23199999999999,4
2014,South,Fort Lauderdale,Furniture,,
2015,South,Fort Lauderdale,Furniture,-383.03100000000006,5
2016,South,Fort Lauderdale,Furniture,-104.67019999999997,9
2017,South,Fort Lauderdale,Furniture,-75.70979999999994,8
2014,South,Fort Lauderdale,Office Supplies,3.6288,2
2015,South,Fort Lauderdale,Office Supplies,2.516399999999999,2
2016,South,Fort Lauderdale,Office Supplies,-26.260799999999996,12
2017,South,Fort Lauderdale,Office Supplies,100.85169999999982,7
2014,South,Fort Lauderdale,Technology,239.976,10
2015,South,Fort Lauderdale,Technology,,
2016,South,Fort Lauderdale,Technology,73.05899999999995,8
2017,South,Fort Lauderdale,Technology,8.284799999999997,2
2014,South,Franklin,Furniture,,
2015,South,Franklin,Furniture,,
2016,South,Franklin,Furniture,-29.323800000000006,3
2017,South,Franklin,Furniture,9.671200000000002,7
2014,South,Franklin,Office Supplies,,
2015,South,Franklin,Office Supplies,-65.81900000000002,13
2016,South,Franklin,Office Supplies,-2.0622,2
2017,South,Franklin,Office Supplies,4.150799999999998,3
2014,South,Franklin,Technology,,
2015,South,Franklin,Technology,,
2016,South,Franklin,Technology,-9.153000000000004,3
2017,South,Franklin,Technology,,
2014,South,Gastonia,Office Supplies,,
2015,South,Gastonia,Office Supplies,,
2016,South,Gastonia,Office Supplies,-146.1256,4
2017,South,Gastonia,Office Supplies,,
2014,South,Gastonia,Technology,,
2015,South,Gastonia,Technology,,
2016,South,Gastonia,Technology,131.38199999999995,12
2017,South,Gastonia,Technology,,
2014,South,Georgetown,Furniture,,
2015,South,Georgetown,Furniture,,
2016,South,Georgetown,Furniture,16.614,3
2017,South,Georgetown,Furniture,,
2014,South,Georgetown,Office Supplies,,
2015,South,Georgetown,Office Supplies,,
2016,South,Georgetown,Office Supplies,132.60080000000002,22
2017,South,Georgetown,Office Supplies,57.5508,8
2014,South,Georgetown,Technology,,
2015,South,Georgetown,Technology,,
2016,South,Georgetown,Technology,195.99440000000004,2
2017,South,Georgetown,Technology,,
2014,South,Goldsboro,Office Supplies,,
2015,South,Goldsboro,Office Supplies,,
2016,South,Goldsboro,Office Supplies,3.0576000000000008,3
2017,South,Goldsboro,Office Supplies,,
2014,South,Greensboro,Furniture,,
2015,South,Greensboro,Furniture,,
2016,South,Greensboro,Furniture,1.6899000000000033,12
2017,South,Greensboro,Furniture,-192.04680000000008,3
2014,South,Greensboro,Office Supplies,-45.31689999999999,9
2015,South,Greensboro,Office Supplies,8.084999999999997,7
2016,South,Greensboro,Office Supplies,-7.109200000000001,5
2017,South,Greensboro,Office Supplies,-7.591800000000001,6
2014,South,Greensboro,Technology,,
2015,South,Greensboro,Technology,,
2016,South,Greensboro,Technology,,
2017,South,Greensboro,Technology,119.33640000000003,8
2014,South,Greenville,Furniture,,
2015,South,Greenville,Furniture,,
2016,South,Greenville,Furniture,,
2017,South,Greenville,Furniture,-16.34020000000001,7
2014,South,Greenville,Office Supplies,,
2015,South,Greenville,Office Supplies,,
2016,South,Greenville,Office Supplies,-7.246000000000004,10
2017,South,Greenville,Office Supplies,,
2014,South,Greenville,Technology,-571.9956,2
2015,South,Greenville,Technology,,
2016,South,Greenville,Technology,46.59339999999998,8
2017,South,Greenville,Technology,,
2014,South,Gulfport,Furniture,,
2015,South,Gulfport,Furniture,,
2016,South,Gulfport,Furniture,38.038000000000004,7
2017,South,Gulfport,Furniture,,
2014,South,Gulfport,Office Supplies,,
2015,South,Gulfport,Office Supplies,,
2016,South,Gulfport,Office Supplies,15.68,4
2017,South,Gulfport,Office Supplies,23.8581,9
2014,South,Hampton,Furniture,185.54259999999994,18
2015,South,Hampton,Furniture,41.0388,3
2016,South,Hampton,Furniture,75.6548,1
2017,South,Hampton,Furniture,,
2014,South,Hampton,Office Supplies,430.84049999999996,3
2015,South,Hampton,Office Supplies,161.94359999999998,18
2016,South,Hampton,Office Supplies,,
2017,South,Hampton,Office Supplies,,
2014,South,Hampton,Technology,,
2015,South,Hampton,Technology,58.812,5
2016,South,Hampton,Technology,,
2017,South,Hampton,Technology,,
2014,South,Harrisonburg,Furniture,838.9286,16
2015,South,Harrisonburg,Furniture,14.3856,2
2016,South,Harrisonburg,Furniture,,
2017,South,Harrisonburg,Furniture,,
2014,South,Harrisonburg,Office Supplies,29.2857,5
2015,South,Harrisonburg,Office Supplies,,
2016,South,Harrisonburg,Office Supplies,,
2017,South,Harrisonburg,Office Supplies,,
2014,South,Harrisonburg,Technology,,
2015,South,Harrisonburg,Technology,,
2016,South,Harrisonburg,Technology,,
2017,South,Harrisonburg,Technology,6.9239999999999995,2
2014,South,Hattiesburg,Furniture,,
2015,South,Hattiesburg,Furniture,,
2016,South,Hattiesburg,Furniture,202.31280000000004,11
2017,South,Hattiesburg,Furniture,,
2014,South,Hattiesburg,Office Supplies,,
2015,South,Hattiesburg,Office Supplies,,
2016,South,Hattiesburg,Office Supplies,161.1094,13
2017,South,Hattiesburg,Office Supplies,89.7792,4
2014,South,Hattiesburg,Technology,,
2015,South,Hattiesburg,Technology,105.46800000000002,6
2016,South,Hattiesburg,Technology,,
2017,South,Hattiesburg,Technology,23.4,4
2014,South,Henderson,Furniture,746.4077999999997,9
2015,South,Henderson,Furniture,93.05090000000003,16
2016,South,Henderson,Furniture,465.80099999999993,17
2017,South,Henderson,Furniture,543.6684,17
2014,South,Henderson,Office Supplies,335.90630000000004,36
2015,South,Henderson,Office Supplies,506.11359999999996,48
2016,South,Henderson,Office Supplies,16.909799999999997,9
2017,South,Henderson,Office Supplies,787.556,11
2014,South,Henderson,Technology,317.7834,6
2015,South,Henderson,Technology,,
2016,South,Henderson,Technology,,
2017,South,Henderson,Technology,705.6197000000001,16
2014,South,Hendersonville,Furniture,,
2015,South,Hendersonville,Furniture,,
2016,South,Hendersonville,Furniture,,
2017,South,Hendersonville,Furniture,19.084800000000005,4
2014,South,Hendersonville,Office Supplies,,
2015,South,Hendersonville,Office Supplies,,
2016,South,Hendersonville,Office Supplies,-10.956599999999998,8
2017,South,Hendersonville,Office Supplies,-53.51490000000001,10
2014,South,Hialeah,Furniture,105.4215,10
2015,South,Hialeah,Furniture,,
2016,South,Hialeah,Furniture,8.497999999999976,5
2017,South,Hialeah,Furniture,5.775000000000002,3
2014,South,Hialeah,Office Supplies,-328.8927999999999,12
2015,South,Hialeah,Office Supplies,,
2016,South,Hialeah,Office Supplies,13.3318,25
2017,South,Hialeah,Office Supplies,11.960200000000007,13
2014,South,Hialeah,Technology,,
2015,South,Hialeah,Technology,-1.9791000000000025,3
2016,South,Hialeah,Technology,,
2017,South,Hialeah,Technology,6.657900000000005,5
2014,South,Hickory,Office Supplies,,
2015,South,Hickory,Office Supplies,,
2016,South,Hickory,Office Supplies,,
2017,South,Hickory,Office Supplies,-3.8100000000000005,4
2014,South,Hickory,Technology,,
2015,South,Hickory,Technology,,
2016,South,Hickory,Technology,2.7143999999999995,1
2017,South,Hickory,Technology,,
2014,South,Hollywood,Furniture,16.854399999999984,4
2015,South,Hollywood,Furniture,,
2016,South,Hollywood,Furniture,,
2017,South,Hollywood,Furniture,,
2014,South,Hollywood,Office Supplies,46.81899999999998,10
2015,South,Hollywood,Office Supplies,10.666599999999999,7
2016,South,Hollywood,Office Supplies,14.563199999999998,10
2017,South,Hollywood,Office Supplies,-19.097999999999995,8
2014,South,Hollywood,Technology,,
2015,South,Hollywood,Technology,,
2016,South,Hollywood,Technology,,
2017,South,Hollywood,Technology,38.396000000000015,5
2014,South,Homestead,Office Supplies,,
2015,South,Homestead,Office Supplies,,
2016,South,Homestead,Office Supplies,7.457100000000004,3
2017,South,Homestead,Office Supplies,14.871999999999998,2
2014,South,Hoover,Office Supplies,,
2015,South,Hoover,Office Supplies,,
2016,South,Hoover,Office Supplies,,
2017,South,Hoover,Office Supplies,17.15850000000001,13
2014,South,Hoover,Technology,,
2015,South,Hoover,Technology,,
2016,South,Hoover,Technology,,
2017,South,Hoover,Technology,1.558799999999998,2
2014,South,Hot Springs,Furniture,,
2015,South,Hot Springs,Furniture,,
2016,South,Hot Springs,Furniture,31.983999999999995,4
2017,South,Hot Springs,Furniture,,
2014,South,Hot Springs,Office Supplies,,
2015,South,Hot Springs,Office Supplies,,
2016,South,Hot Springs,Office Supplies,27.1008,10
2017,South,Hot Springs,Office Supplies,,
2014,South,Hot Springs,Technology,,
2015,South,Hot Springs,Technology,2.9989999999999988,1
2016,South,Hot Springs,Technology,,
2017,South,Hot Springs,Technology,,
2014,South,Huntsville,Office Supplies,,
2015,South,Huntsville,Office Supplies,5.476800000000001,4
2016,South,Huntsville,Office Supplies,78.92219999999998,14
2017,South,Huntsville,Office Supplies,362.09939999999995,14
2014,South,Huntsville,Technology,,
2015,South,Huntsville,Technology,,
2016,South,Huntsville,Technology,535.234,6
2017,South,Huntsville,Technology,23.5248,2
2014,South,Jackson,Furniture,,
2015,South,Jackson,Furniture,192.40100000000007,13
2016,South,Jackson,Furniture,454.8788000000002,18
2017,South,Jackson,Furniture,-47.633999999999986,12
2014,South,Jackson,Office Supplies,59.014900000000004,19
2015,South,Jackson,Office Supplies,15.764000000000003,2
2016,South,Jackson,Office Supplies,602.0213,64
2017,South,Jackson,Office Supplies,94.62559999999998,35
2014,South,Jackson,Technology,410.4110999999999,12
2015,South,Jackson,Technology,,
2016,South,Jackson,Technology,8.619000000000003,3
2017,South,Jackson,Technology,266.3819000000001,8
2014,South,Jacksonville,Furniture,-334.9576000000001,18
2015,South,Jacksonville,Furniture,146.42729999999995,11
2016,South,Jacksonville,Furniture,-171.5744,12
2017,South,Jacksonville,Furniture,-871.873,35
2014,South,Jacksonville,Office Supplies,83.23949999999999,35
2015,South,Jacksonville,Office Supplies,-80.12730000000008,74
2016,South,Jacksonville,Office Supplies,83.3735,67
2017,South,Jacksonville,Office Supplies,116.42659999999984,71
2014,South,Jacksonville,Technology,-1836.492600000002,19
2015,South,Jacksonville,Technology,276.78939999999994,30
2016,South,Jacksonville,Technology,89.68729999999996,22
2017,South,Jacksonville,Technology,175.24630000000002,35
2014,South,Johnson City,Office Supplies,37.39760000000001,9
2015,South,Johnson City,Office Supplies,,
2016,South,Johnson City,Office Supplies,-52.270799999999994,13
2017,South,Johnson City,Office Supplies,12.9314,17
2014,South,Johnson City,Technology,,
2015,South,Johnson City,Technology,,
2016,South,Johnson City,Technology,6.799000000000007,2
2017,South,Johnson City,Technology,6.999000000000006,2
2014,South,Jonesboro,Furniture,408.3287999999999,16
2015,South,Jonesboro,Furniture,,
2016,South,Jonesboro,Furniture,,
2017,South,Jonesboro,Furniture,,
2014,South,Jonesboro,Office Supplies,19.418299999999995,13
2015,South,Jonesboro,Office Supplies,,
2016,South,Jonesboro,Office Supplies,114.95999999999998,5
2017,South,Jonesboro,Office Supplies,58.428399999999996,10
2014,South,Jonesboro,Technology,181.9818,7
2015,South,Jonesboro,Technology,,
2016,South,Jonesboro,Technology,17.993999999999993,2
2017,South,Jonesboro,Technology,,
2014,South,Jupiter,Office Supplies,,
2015,South,Jupiter,Office Supplies,,
2016,South,Jupiter,Office Supplies,,
