15000.Date.Variation.Date Hierarchy.Year,15000.Date.Variation.Date Hierarchy.Quarter,15000.City,Sum(15000.Volume Sold (Gallons))
2013,Qtr 2,LE MARS,2.38
2013,Qtr 4,LE MARS,3.6999999999999997
2014,Qtr 2,LE MARS,4.76
2014,Qtr 4,LE MARS,
2015,Qtr 2,LE MARS,6.54
2015,Qtr 4,LE MARS,2.77
2012,Qtr 2,LECLAIRE,
2012,Qtr 4,LECLAIRE,
2013,Qtr 2,LECLAIRE,10.31
2013,Qtr 4,LECLAIRE,0.4
2014,Qtr 2,LECLAIRE,5.55
2014,Qtr 4,LECLAIRE,0.3
2015,Qtr 2,LECLAIRE,0.2
2015,Qtr 4,LECLAIRE,0.7
2012,Qtr 2,LEMARS,
2012,Qtr 4,LEMARS,0.2
2013,Qtr 2,LEMARS,3.8699999999999997
2013,Qtr 4,LEMARS,8.129999999999999
2014,Qtr 2,LEMARS,5.069999999999999
2014,Qtr 4,LEMARS,3.96
2015,Qtr 2,LEMARS,7.529999999999999
2015,Qtr 4,LEMARS,2.84
2012,Qtr 2,LENOX,0.2
2012,Qtr 4,LENOX,0.46
2013,Qtr 2,LENOX,0.2
2013,Qtr 4,LENOX,
2014,Qtr 2,LENOX,0.4
2014,Qtr 4,LENOX,
2015,Qtr 2,LENOX,2.38
2015,Qtr 4,LENOX,
2012,Qtr 2,LEON,1.18
2012,Qtr 4,LEON,
2013,Qtr 2,LEON,
2013,Qtr 4,LEON,
2014,Qtr 2,LEON,
2014,Qtr 4,LEON,2.38
2015,Qtr 2,LEON,
2015,Qtr 4,LEON,2.38
2012,Qtr 2,LISBON,
2012,Qtr 4,LISBON,
2013,Qtr 2,LISBON,
2013,Qtr 4,LISBON,2.78
2014,Qtr 2,LISBON,
2014,Qtr 4,LISBON,
2015,Qtr 2,LISBON,
2015,Qtr 4,LISBON,
2012,Qtr 2,LOST NATION,
2012,Qtr 4,LOST NATION,
2013,Qtr 2,LOST NATION,
2013,Qtr 4,LOST NATION,2.77
2014,Qtr 2,LOST NATION,
2014,Qtr 4,LOST NATION,
2015,Qtr 2,LOST NATION,
2015,Qtr 4,LOST NATION,
2012,Qtr 2,MADRID,2.38
2012,Qtr 4,MADRID,0.59
2013,Qtr 2,MADRID,
2013,Qtr 4,MADRID,
2014,Qtr 2,MADRID,
2014,Qtr 4,MADRID,0.8
2015,Qtr 2,MADRID,2.38
2015,Qtr 4,MADRID,2.38
2012,Qtr 2,MALVERN,
2012,Qtr 4,MALVERN,
2013,Qtr 2,MALVERN,4.76
2013,Qtr 4,MALVERN,
2014,Qtr 2,MALVERN,
2014,Qtr 4,MALVERN,
2015,Qtr 2,MALVERN,
2015,Qtr 4,MALVERN,
2012,Qtr 2,MANCHESTER,3.17
2012,Qtr 4,MANCHESTER,16.64
2013,Qtr 2,MANCHESTER,8.53
2013,Qtr 4,MANCHESTER,7.92
2014,Qtr 2,MANCHESTER,26.56
2014,Qtr 4,MANCHESTER,7.93
2015,Qtr 2,MANCHESTER,0.8
2015,Qtr 4,MANCHESTER,9.11
2012,Qtr 2,MANNING,0.2
2012,Qtr 4,MANNING,3.17
2013,Qtr 2,MANNING,3.3
2013,Qtr 4,MANNING,
2014,Qtr 2,MANNING,
2014,Qtr 4,MANNING,
2015,Qtr 2,MANNING,9.51
2015,Qtr 4,MANNING,0.4
2012,Qtr 2,MANSON,
2012,Qtr 4,MANSON,
2013,Qtr 2,MANSON,0.53
2013,Qtr 4,MANSON,
2014,Qtr 2,MANSON,
2014,Qtr 4,MANSON,0.3
2015,Qtr 2,MANSON,
2015,Qtr 4,MANSON,
2012,Qtr 2,MAPLETON,5.55
2012,Qtr 4,MAPLETON,2.9000000000000004
2013,Qtr 2,MAPLETON,2.17
2013,Qtr 4,MAPLETON,3.07
2014,Qtr 2,MAPLETON,4.63
2014,Qtr 4,MAPLETON,1.71
2015,Qtr 2,MAPLETON,0.53
2015,Qtr 4,MAPLETON,1.12
2012,Qtr 2,MAQUOKETA,3.36
2012,Qtr 4,MAQUOKETA,15.52
2013,Qtr 2,MAQUOKETA,6.93
2013,Qtr 4,MAQUOKETA,3.17
2014,Qtr 2,MAQUOKETA,7.47
2014,Qtr 4,MAQUOKETA,8.72
2015,Qtr 2,MAQUOKETA,
2015,Qtr 4,MAQUOKETA,3.5
2012,Qtr 2,MARCUS,
2012,Qtr 4,MARCUS,0.59
2013,Qtr 2,MARCUS,
2013,Qtr 4,MARCUS,
2014,Qtr 2,MARCUS,
2014,Qtr 4,MARCUS,
2015,Qtr 2,MARCUS,
2015,Qtr 4,MARCUS,0.59
2012,Qtr 2,MARENGO,4.23
2012,Qtr 4,MARENGO,8.52
2013,Qtr 2,MARENGO,1.58
2013,Qtr 4,MARENGO,3.83
2014,Qtr 2,MARENGO,1.7200000000000002
2014,Qtr 4,MARENGO,29.189999999999998
2015,Qtr 2,MARENGO,1.19
2015,Qtr 4,MARENGO,5.55
2012,Qtr 2,MARION,13.12
2012,Qtr 4,MARION,16.08
2013,Qtr 2,MARION,23.27
2013,Qtr 4,MARION,12.15
2014,Qtr 2,MARION,36.470000000000006
2014,Qtr 4,MARION,13.27
2015,Qtr 2,MARION,11.26
2015,Qtr 4,MARION,14.079999999999998
2012,Qtr 2,MARSHALLTOWN,9.84
2012,Qtr 4,MARSHALLTOWN,69.74
2013,Qtr 2,MARSHALLTOWN,24.369999999999997
2013,Qtr 4,MARSHALLTOWN,30.52
2014,Qtr 2,MARSHALLTOWN,17.169999999999998
2014,Qtr 4,MARSHALLTOWN,28.389999999999997
2015,Qtr 2,MARSHALLTOWN,5.74
2015,Qtr 4,MARSHALLTOWN,14.349999999999998
2012,Qtr 2,MASON CITY,24.990000000000002
2012,Qtr 4,MASON CITY,26.74
2013,Qtr 2,MASON CITY,17.73
2013,Qtr 4,MASON CITY,197.89000000000001
2014,Qtr 2,MASON CITY,43.850000000000016
2014,Qtr 4,MASON CITY,55.320000000000014
2015,Qtr 2,MASON CITY,45.280000000000015
2015,Qtr 4,MASON CITY,21.919999999999998
2012,Qtr 2,MAXWELL,
2012,Qtr 4,MAXWELL,5.55
2013,Qtr 2,MAXWELL,
2013,Qtr 4,MAXWELL,
2014,Qtr 2,MAXWELL,
2014,Qtr 4,MAXWELL,
2015,Qtr 2,MAXWELL,
2015,Qtr 4,MAXWELL,
2012,Qtr 2,MCGREGOR,2.38
2012,Qtr 4,MCGREGOR,2.38
2013,Qtr 2,MCGREGOR,
2013,Qtr 4,MCGREGOR,
2014,Qtr 2,MCGREGOR,
2014,Qtr 4,MCGREGOR,
2015,Qtr 2,MCGREGOR,
2015,Qtr 4,MCGREGOR,
2012,Qtr 2,MEDIAPOLIS,0.26
2012,Qtr 4,MEDIAPOLIS,2.5
2013,Qtr 2,MEDIAPOLIS,2.38
2013,Qtr 4,MEDIAPOLIS,1.39
2014,Qtr 2,MEDIAPOLIS,0.26
2014,Qtr 4,MEDIAPOLIS,0.4
2015,Qtr 2,MEDIAPOLIS,1.12
2015,Qtr 4,MEDIAPOLIS,0.53
2012,Qtr 2,MELCHER-DALLAS,1.19
2012,Qtr 4,MELCHER-DALLAS,3.3
2013,Qtr 2,MELCHER-DALLAS,3.17
2013,Qtr 4,MELCHER-DALLAS,
2014,Qtr 2,MELCHER-DALLAS,
2014,Qtr 4,MELCHER-DALLAS,
2015,Qtr 2,MELCHER-DALLAS,0.4
2015,Qtr 4,MELCHER-DALLAS,
2012,Qtr 2,MILFORD,5.35
2012,Qtr 4,MILFORD,9.67
2013,Qtr 2,MILFORD,9.51
2013,Qtr 4,MILFORD,7.2299999999999995
2014,Qtr 2,MILFORD,11.1
2014,Qtr 4,MILFORD,0.4
2015,Qtr 2,MILFORD,7.33
2015,Qtr 4,MILFORD,3.1
2012,Qtr 2,MISSOURI VALLEY,1.12
2012,Qtr 4,MISSOURI VALLEY,1.98
2013,Qtr 2,MISSOURI VALLEY,3.52
2013,Qtr 4,MISSOURI VALLEY,2.58
2014,Qtr 2,MISSOURI VALLEY,4.15
2014,Qtr 4,MISSOURI VALLEY,
2015,Qtr 2,MISSOURI VALLEY,0.53
2015,Qtr 4,MISSOURI VALLEY,0.33
2012,Qtr 2,MONONA,1.51
2012,Qtr 4,MONONA,2.24
2013,Qtr 2,MONONA,0.4
2013,Qtr 4,MONONA,
2014,Qtr 2,MONONA,3.17
2014,Qtr 4,MONONA,0.72
2015,Qtr 2,MONONA,3.36
2015,Qtr 4,MONONA,0.79
2012,Qtr 2,MONROE,1.19
2012,Qtr 4,MONROE,
2013,Qtr 2,MONROE,
2013,Qtr 4,MONROE,
2014,Qtr 2,MONROE,
2014,Qtr 4,MONROE,
2015,Qtr 2,MONROE,
2015,Qtr 4,MONROE,2.38
2012,Qtr 2,MONTEZUMA,3.17
2012,Qtr 4,MONTEZUMA,2.1100000000000003
2013,Qtr 2,MONTEZUMA,0.59
2013,Qtr 4,MONTEZUMA,0.4
2014,Qtr 2,MONTEZUMA,
2014,Qtr 4,MONTEZUMA,
2015,Qtr 2,MONTEZUMA,0.59
2015,Qtr 4,MONTEZUMA,
2012,Qtr 2,MONTICELLO,6.05
2012,Qtr 4,MONTICELLO,1.58
2013,Qtr 2,MONTICELLO,3.45
2013,Qtr 4,MONTICELLO,3.99
2014,Qtr 2,MONTICELLO,3.67
2014,Qtr 4,MONTICELLO,8.29
2015,Qtr 2,MONTICELLO,10.31
2015,Qtr 4,MONTICELLO,2.91
2012,Qtr 2,MORAVIA,
2012,Qtr 4,MORAVIA,
2013,Qtr 2,MORAVIA,
2013,Qtr 4,MORAVIA,
2014,Qtr 2,MORAVIA,0.79
2014,Qtr 4,MORAVIA,
2015,Qtr 2,MORAVIA,
2015,Qtr 4,MORAVIA,
2012,Qtr 2,MOUNT AYR,2.77
2012,Qtr 4,MOUNT AYR,5.15
2013,Qtr 2,MOUNT AYR,
2013,Qtr 4,MOUNT AYR,
2014,Qtr 2,MOUNT AYR,
2014,Qtr 4,MOUNT AYR,2.77
2015,Qtr 2,MOUNT AYR,
2015,Qtr 4,MOUNT AYR,0.24
2012,Qtr 2,MOUNT PLEASANT,2.38
2012,Qtr 4,MOUNT PLEASANT,5.35
2013,Qtr 2,MOUNT PLEASANT,9.51
2013,Qtr 4,MOUNT PLEASANT,5.55
2014,Qtr 2,MOUNT PLEASANT,1.9199999999999997
2014,Qtr 4,MOUNT PLEASANT,8.52
2015,Qtr 2,MOUNT PLEASANT,5.75
2015,Qtr 4,MOUNT PLEASANT,7.529999999999999
2012,Qtr 2,MOUNT VERNON,1.38
2012,Qtr 4,MOUNT VERNON,1.19
2013,Qtr 2,MOUNT VERNON,
2013,Qtr 4,MOUNT VERNON,3.36
2014,Qtr 2,MOUNT VERNON,0.59
2014,Qtr 4,MOUNT VERNON,
2015,Qtr 2,MOUNT VERNON,3.17
2015,Qtr 4,MOUNT VERNON,1.58
2012,Qtr 2,MT PLEASANT,2.38
2012,Qtr 4,MT PLEASANT,
2013,Qtr 2,MT PLEASANT,
2013,Qtr 4,MT PLEASANT,
2014,Qtr 2,MT PLEASANT,
2014,Qtr 4,MT PLEASANT,2.77
2015,Qtr 2,MT PLEASANT,
2015,Qtr 4,MT PLEASANT,2.77
2012,Qtr 2,MT VERNON,22.58
2012,Qtr 4,MT VERNON,15.25
2013,Qtr 2,MT VERNON,32.5
2013,Qtr 4,MT VERNON,20.919999999999998
2014,Qtr 2,MT VERNON,29.020000000000003
2014,Qtr 4,MT VERNON,22.359999999999996
2015,Qtr 2,MT VERNON,
2015,Qtr 4,MT VERNON,
2012,Qtr 2,MUSCATINE,16.23
2012,Qtr 4,MUSCATINE,27.38
2013,Qtr 2,MUSCATINE,31.509999999999998
2013,Qtr 4,MUSCATINE,35.32
2014,Qtr 2,MUSCATINE,16.57
2014,Qtr 4,MUSCATINE,2.95
2015,Qtr 2,MUSCATINE,26.33
2015,Qtr 4,MUSCATINE,18.34
2012,Qtr 2,NASHUA,
2012,Qtr 4,NASHUA,
2013,Qtr 2,NASHUA,
2013,Qtr 4,NASHUA,0.4
2014,Qtr 2,NASHUA,
2014,Qtr 4,NASHUA,0.92
2015,Qtr 2,NASHUA,
2015,Qtr 4,NASHUA,
2012,Qtr 2,NEOLA,
2012,Qtr 4,NEOLA,
2013,Qtr 2,NEOLA,2.38
2013,Qtr 4,NEOLA,
2014,Qtr 2,NEOLA,
2014,Qtr 4,NEOLA,
2015,Qtr 2,NEOLA,
2015,Qtr 4,NEOLA,
2012,Qtr 2,NEVADA,0.4
2012,Qtr 4,NEVADA,6.93
2013,Qtr 2,NEVADA,14.259999999999998
2013,Qtr 4,NEVADA,9.49
2014,Qtr 2,NEVADA,1.1400000000000001
2014,Qtr 4,NEVADA,2.51
2015,Qtr 2,NEVADA,2.27
2015,Qtr 4,NEVADA,2.1799999999999997
2012,Qtr 2,NEW HAMPTON,2.77
2012,Qtr 4,NEW HAMPTON,2.77
2013,Qtr 2,NEW HAMPTON,5.55
2013,Qtr 4,NEW HAMPTON,33.69
2014,Qtr 2,NEW HAMPTON,1.19
2014,Qtr 4,NEW HAMPTON,
2015,Qtr 2,NEW HAMPTON,6.47
2015,Qtr 4,NEW HAMPTON,
2012,Qtr 2,NEW SHARON,
2012,Qtr 4,NEW SHARON,
2013,Qtr 2,NEW SHARON,
2013,Qtr 4,NEW SHARON,
2014,Qtr 2,NEW SHARON,
2014,Qtr 4,NEW SHARON,0.59
2015,Qtr 2,NEW SHARON,
2015,Qtr 4,NEW SHARON,
2012,Qtr 2,NEW VIRGINIA,8.32
2012,Qtr 4,NEW VIRGINIA,
2013,Qtr 2,NEW VIRGINIA,
2013,Qtr 4,NEW VIRGINIA,
2014,Qtr 2,NEW VIRGINIA,
2014,Qtr 4,NEW VIRGINIA,
2015,Qtr 2,NEW VIRGINIA,
2015,Qtr 4,NEW VIRGINIA,
2012,Qtr 2,NEWTON,14.649999999999999
2012,Qtr 4,NEWTON,34.03
2013,Qtr 2,NEWTON,1.98
2013,Qtr 4,NEWTON,7.29
2014,Qtr 2,NEWTON,13.639999999999999
2014,Qtr 4,NEWTON,6.37
2015,Qtr 2,NEWTON,12.090000000000002
2015,Qtr 4,NEWTON,10.59
2012,Qtr 2,NORA SPRINGS,
2012,Qtr 4,NORA SPRINGS,
2013,Qtr 2,NORA SPRINGS,8.32
2013,Qtr 4,NORA SPRINGS,
2014,Qtr 2,NORA SPRINGS,
2014,Qtr 4,NORA SPRINGS,
2015,Qtr 2,NORA SPRINGS,
2015,Qtr 4,NORA SPRINGS,
2012,Qtr 2,NORTH ENGLISH,0.2
2012,Qtr 4,NORTH ENGLISH,3.17
2013,Qtr 2,NORTH ENGLISH,
2013,Qtr 4,NORTH ENGLISH,2.38
2014,Qtr 2,NORTH ENGLISH,
2014,Qtr 4,NORTH ENGLISH,
2015,Qtr 2,NORTH ENGLISH,
2015,Qtr 4,NORTH ENGLISH,
2012,Qtr 2,NORTH LIBERTY,13.149999999999999
2012,Qtr 4,NORTH LIBERTY,9.31
2013,Qtr 2,NORTH LIBERTY,13.079999999999998
2013,Qtr 4,NORTH LIBERTY,20.919999999999998
2014,Qtr 2,NORTH LIBERTY,10.31
2014,Qtr 4,NORTH LIBERTY,14.209999999999997
2015,Qtr 2,NORTH LIBERTY,6.74
2015,Qtr 4,NORTH LIBERTY,1.19
2012,Qtr 2,Northwood,0.59
2012,Qtr 4,Northwood,
2013,Qtr 2,Northwood,3.17
2013,Qtr 4,Northwood,
2014,Qtr 2,Northwood,2.6399999999999997
2014,Qtr 4,Northwood,2.1799999999999997
2015,Qtr 2,Northwood,1.39
2015,Qtr 4,Northwood,
2012,Qtr 2,NORWALK,34.48
2012,Qtr 4,NORWALK,
2013,Qtr 2,NORWALK,0.8899999999999999
2013,Qtr 4,NORWALK,3.36
2014,Qtr 2,NORWALK,2.38
2014,Qtr 4,NORWALK,12.28
2015,Qtr 2,NORWALK,0.99
2015,Qtr 4,NORWALK,
2012,Qtr 2,OAKLAND,1.58
2012,Qtr 4,OAKLAND,0.26
2013,Qtr 2,OAKLAND,0.79
2013,Qtr 4,OAKLAND,
2014,Qtr 2,OAKLAND,
2014,Qtr 4,OAKLAND,
2015,Qtr 2,OAKLAND,0.3
2015,Qtr 4,OAKLAND,
2012,Qtr 2,OELWEIN,4.76
2012,Qtr 4,OELWEIN,4.76
2013,Qtr 2,OELWEIN,0.59
2013,Qtr 4,OELWEIN,3.17
2014,Qtr 2,OELWEIN,3.17
2014,Qtr 4,OELWEIN,8.52
2015,Qtr 2,OELWEIN,2.77
2015,Qtr 4,OELWEIN,6.029999999999999
2012,Qtr 2,OGDEN,
2012,Qtr 4,OGDEN,
2013,Qtr 2,OGDEN,2.38
2013,Qtr 4,OGDEN,2.77
2014,Qtr 2,OGDEN,
2014,Qtr 4,OGDEN,
2015,Qtr 2,OGDEN,
2015,Qtr 4,OGDEN,
2012,Qtr 2,ONAWA,7
2012,Qtr 4,ONAWA,2.98
2013,Qtr 2,ONAWA,6.4799999999999995
2013,Qtr 4,ONAWA,4.23
2014,Qtr 2,ONAWA,5.789999999999999
2014,Qtr 4,ONAWA,4.36
2015,Qtr 2,ONAWA,1.12
2015,Qtr 4,ONAWA,1.59
2012,Qtr 2,ORANGE CITY,0.59
2012,Qtr 4,ORANGE CITY,
2013,Qtr 2,ORANGE CITY,
2013,Qtr 4,ORANGE CITY,0.92
2014,Qtr 2,ORANGE CITY,5.55
2014,Qtr 4,ORANGE CITY,4.76
2015,Qtr 2,ORANGE CITY,5.75
2015,Qtr 4,ORANGE CITY,2.38
2012,Qtr 2,OSAGE,0.92
2012,Qtr 4,OSAGE,0.2
2013,Qtr 2,OSAGE,4.96
2013,Qtr 4,OSAGE,4.35
2014,Qtr 2,OSAGE,0.53
2014,Qtr 4,OSAGE,0.2
2015,Qtr 2,OSAGE,0.4
2015,Qtr 4,OSAGE,0.4
2012,Qtr 2,OSCEOLA,0.2
2012,Qtr 4,OSCEOLA,6.54
2013,Qtr 2,OSCEOLA,8.91
2013,Qtr 4,OSCEOLA,5.16
2014,Qtr 2,OSCEOLA,3.96
2014,Qtr 4,OSCEOLA,9.979999999999999
2015,Qtr 2,OSCEOLA,3.17
2015,Qtr 4,OSCEOLA,1.39
2012,Qtr 2,OSKALOOSA,9.52
2012,Qtr 4,OSKALOOSA,14.259999999999998
2013,Qtr 2,OSKALOOSA,21
2013,Qtr 4,OSKALOOSA,25.12
2014,Qtr 2,OSKALOOSA,25.680000000000003
2014,Qtr 4,OSKALOOSA,8.639999999999999
2015,Qtr 2,OSKALOOSA,1.98
2015,Qtr 4,OSKALOOSA,8.7
2012,Qtr 2,OSSIAN,
2012,Qtr 4,OSSIAN,1.19
2013,Qtr 2,OSSIAN,
2013,Qtr 4,OSSIAN,
2014,Qtr 2,OSSIAN,0.92
2014,Qtr 4,OSSIAN,
2015,Qtr 2,OSSIAN,
2015,Qtr 4,OSSIAN,
2012,Qtr 2,OTHO,
2012,Qtr 4,OTHO,
2013,Qtr 2,OTHO,
2013,Qtr 4,OTHO,
2014,Qtr 2,OTHO,
2014,Qtr 4,OTHO,1.19
2015,Qtr 2,OTHO,
2015,Qtr 4,OTHO,
2012,Qtr 2,OTTUMWA,17.549999999999997
2012,Qtr 4,OTTUMWA,2.1999999999999997
2013,Qtr 2,OTTUMWA,16.200000000000003
2013,Qtr 4,OTTUMWA,10.63
2014,Qtr 2,OTTUMWA,12.42
2014,Qtr 4,OTTUMWA,15.589999999999998
2015,Qtr 2,OTTUMWA,24.84
2015,Qtr 4,OTTUMWA,101.17999999999999
2012,Qtr 2,OTTUWMA,2.05
2012,Qtr 4,OTTUWMA,1.75
2013,Qtr 2,OTTUWMA,3.17
2013,Qtr 4,OTTUWMA,7.859999999999999
2014,Qtr 2,OTTUWMA,0.4
2014,Qtr 4,OTTUWMA,3.09
2015,Qtr 2,OTTUWMA,0.79
2015,Qtr 4,OTTUWMA,6.529999999999999
2012,Qtr 2,PACIFIC JUNCTION,1.19
2012,Qtr 4,PACIFIC JUNCTION,2.77
2013,Qtr 2,PACIFIC JUNCTION,
2013,Qtr 4,PACIFIC JUNCTION,0.26
2014,Qtr 2,PACIFIC JUNCTION,
2014,Qtr 4,PACIFIC JUNCTION,
2015,Qtr 2,PACIFIC JUNCTION,
2015,Qtr 4,PACIFIC JUNCTION,
2012,Qtr 2,PALO,
2012,Qtr 4,PALO,5.15
2013,Qtr 2,PALO,
2013,Qtr 4,PALO,
2014,Qtr 2,PALO,
2014,Qtr 4,PALO,3.17
2015,Qtr 2,PALO,
2015,Qtr 4,PALO,5.55
2012,Qtr 2,PANORA,
2012,Qtr 4,PANORA,0.59
2013,Qtr 2,PANORA,3.57
2013,Qtr 4,PANORA,2.77
2014,Qtr 2,PANORA,
2014,Qtr 4,PANORA,
2015,Qtr 2,PANORA,
2015,Qtr 4,PANORA,
2012,Qtr 2,PARKERSBURG,2.77
2012,Qtr 4,PARKERSBURG,
2013,Qtr 2,PARKERSBURG,
2013,Qtr 4,PARKERSBURG,2.77
2014,Qtr 2,PARKERSBURG,2.38
2014,Qtr 4,PARKERSBURG,
2015,Qtr 2,PARKERSBURG,
2015,Qtr 4,PARKERSBURG,
2012,Qtr 2,PAULLINA,
2012,Qtr 4,PAULLINA,
2013,Qtr 2,PAULLINA,
2013,Qtr 4,PAULLINA,5.55
2014,Qtr 2,PAULLINA,5.55
2014,Qtr 4,PAULLINA,0.4
2015,Qtr 2,PAULLINA,6.64
2015,Qtr 4,PAULLINA,
2012,Qtr 2,PELLA,2.77
2012,Qtr 4,PELLA,2.77
2013,Qtr 2,PELLA,5.02
2013,Qtr 4,PELLA,8.59
2014,Qtr 2,PELLA,8.82
2014,Qtr 4,PELLA,9.11
2015,Qtr 2,PELLA,5.67
2015,Qtr 4,PELLA,18.369999999999997
2012,Qtr 2,PEOSTA,1.19
2012,Qtr 4,PEOSTA,1.19
2013,Qtr 2,PEOSTA,
2013,Qtr 4,PEOSTA,
2014,Qtr 2,PEOSTA,
2014,Qtr 4,PEOSTA,
2015,Qtr 2,PEOSTA,0.42
2015,Qtr 4,PEOSTA,
2012,Qtr 2,PERRY,0.59
2012,Qtr 4,PERRY,4.470000000000001
2013,Qtr 2,PERRY,3.17
2013,Qtr 4,PERRY,6.539999999999999
2014,Qtr 2,PERRY,4.359999999999999
2014,Qtr 4,PERRY,3.95
2015,Qtr 2,PERRY,2.36
2015,Qtr 4,PERRY,8.649999999999999
2012,Qtr 2,PLEASANT HILL,86.44999999999999
2012,Qtr 4,PLEASANT HILL,2.78
2013,Qtr 2,PLEASANT HILL,12.87
2013,Qtr 4,PLEASANT HILL,6.469999999999999
2014,Qtr 2,PLEASANT HILL,2.78
2014,Qtr 4,PLEASANT HILL,5.54
2015,Qtr 2,PLEASANT HILL,5.75
2015,Qtr 4,PLEASANT HILL,8.85
2012,Qtr 2,PLEASANTVILLE,
2012,Qtr 4,PLEASANTVILLE,
2013,Qtr 2,PLEASANTVILLE,0.2
2013,Qtr 4,PLEASANTVILLE,0.2
2014,Qtr 2,PLEASANTVILLE,0.4
2014,Qtr 4,PLEASANTVILLE,2.77
2015,Qtr 2,PLEASANTVILLE,
2015,Qtr 4,PLEASANTVILLE,
2012,Qtr 2,POCAHONTAS,0.99
2012,Qtr 4,POCAHONTAS,0.2
2013,Qtr 2,POCAHONTAS,0.4
2013,Qtr 4,POCAHONTAS,
2014,Qtr 2,POCAHONTAS,0.92
2014,Qtr 4,POCAHONTAS,3.3
2015,Qtr 2,POCAHONTAS,
2015,Qtr 4,POCAHONTAS,
2012,Qtr 2,POLK CITY,2.77
2012,Qtr 4,POLK CITY,
2013,Qtr 2,POLK CITY,4.76
2013,Qtr 4,POLK CITY,
2014,Qtr 2,POLK CITY,5.55
2014,Qtr 4,POLK CITY,
2015,Qtr 2,POLK CITY,3.17
2015,Qtr 4,POLK CITY,0.79
2012,Qtr 2,PRAIRIE CITY,
2012,Qtr 4,PRAIRIE CITY,1.19
2013,Qtr 2,PRAIRIE CITY,
2013,Qtr 4,PRAIRIE CITY,
2014,Qtr 2,PRAIRIE CITY,4.76
2014,Qtr 4,PRAIRIE CITY,
2015,Qtr 2,PRAIRIE CITY,
2015,Qtr 4,PRAIRIE CITY,
2012,Qtr 2,PRESTON,3.17
2012,Qtr 4,PRESTON,3.17
2013,Qtr 2,PRESTON,
2013,Qtr 4,PRESTON,
2014,Qtr 2,PRESTON,
2014,Qtr 4,PRESTON,
2015,Qtr 2,PRESTON,
2015,Qtr 4,PRESTON,
2012,Qtr 2,PRIMGHAR,
2012,Qtr 4,PRIMGHAR,
2013,Qtr 2,PRIMGHAR,
2013,Qtr 4,PRIMGHAR,
2014,Qtr 2,PRIMGHAR,
2014,Qtr 4,PRIMGHAR,0.08
2015,Qtr 2,PRIMGHAR,
2015,Qtr 4,PRIMGHAR,
2012,Qtr 2,PRINCETON,
2012,Qtr 4,PRINCETON,
2013,Qtr 2,PRINCETON,
2013,Qtr 4,PRINCETON,
2014,Qtr 2,PRINCETON,1.19
2014,Qtr 4,PRINCETON,
2015,Qtr 2,PRINCETON,
2015,Qtr 4,PRINCETON,
2012,Qtr 2,RAYMOND,
2012,Qtr 4,RAYMOND,
2013,Qtr 2,RAYMOND,
2013,Qtr 4,RAYMOND,
2014,Qtr 2,RAYMOND,
2014,Qtr 4,RAYMOND,0.4
2015,Qtr 2,RAYMOND,
2015,Qtr 4,RAYMOND,0.3
2012,Qtr 2,RED OAK,
2012,Qtr 4,RED OAK,5.15
2013,Qtr 2,RED OAK,5.9399999999999995
2013,Qtr 4,RED OAK,0.89
2014,Qtr 2,RED OAK,7.93
2014,Qtr 4,RED OAK,0.2
2015,Qtr 2,RED OAK,8.12
2015,Qtr 4,RED OAK,3.88
2012,Qtr 2,REINBECK,
2012,Qtr 4,REINBECK,
2013,Qtr 2,REINBECK,
2013,Qtr 4,REINBECK,2.38
2014,Qtr 2,REINBECK,
2014,Qtr 4,REINBECK,
2015,Qtr 2,REINBECK,
2015,Qtr 4,REINBECK,
2012,Qtr 2,REMSEN,6.34
2012,Qtr 4,REMSEN,
2013,Qtr 2,REMSEN,
2013,Qtr 4,REMSEN,3.56
2014,Qtr 2,REMSEN,5.9399999999999995
2014,Qtr 4,REMSEN,
2015,Qtr 2,REMSEN,
2015,Qtr 4,REMSEN,0.59
2012,Qtr 2,RIVERSIDE,2.77
2012,Qtr 4,RIVERSIDE,2.77
2013,Qtr 2,RIVERSIDE,
2013,Qtr 4,RIVERSIDE,
2014,Qtr 2,RIVERSIDE,0.3
2014,Qtr 4,RIVERSIDE,
2015,Qtr 2,RIVERSIDE,5.55
2015,Qtr 4,RIVERSIDE,
2012,Qtr 2,ROCK RAPIDS,2.78
2012,Qtr 4,ROCK RAPIDS,1.72
2013,Qtr 2,ROCK RAPIDS,0.46
2013,Qtr 4,ROCK RAPIDS,3.7
2014,Qtr 2,ROCK RAPIDS,0.79
2014,Qtr 4,ROCK RAPIDS,3.1999999999999997
2015,Qtr 2,ROCK RAPIDS,5.15
2015,Qtr 4,ROCK RAPIDS,5.15
2012,Qtr 2,ROCK VALLEY,3.0300000000000002
2012,Qtr 4,ROCK VALLEY,0.4
2013,Qtr 2,ROCK VALLEY,
2013,Qtr 4,ROCK VALLEY,
2014,Qtr 2,ROCK VALLEY,
2014,Qtr 4,ROCK VALLEY,
2015,Qtr 2,ROCK VALLEY,
2015,Qtr 4,ROCK VALLEY,
2012,Qtr 2,ROCKWELL,0.3
2012,Qtr 4,ROCKWELL,3.37
2013,Qtr 2,ROCKWELL,
2013,Qtr 4,ROCKWELL,
2014,Qtr 2,ROCKWELL,
2014,Qtr 4,ROCKWELL,
2015,Qtr 2,ROCKWELL,
2015,Qtr 4,ROCKWELL,3.4299999999999997
