Category,Subcategory,Fiscal Year,Fiscal Quarter,Channel,Value Column Name,Value
"Clothing","Jerseys","FY2018","FY2018 Q3","Internet","Unit Price",
"Clothing","Jerseys","FY2018","FY2018 Q3","Internet","Sales Amount",
"Clothing","Jerseys","FY2018","FY2018 Q3","Internet","Sales Amount - Unit Price",
"Clothing","Jerseys","FY2018","FY2018 Q3","Internet","(Sales Amount - Unit Price)%",
"Clothing","Jerseys","FY2018","FY2018 Q3","Internet","Total Sales",
"Clothing","Jerseys","FY2018","FY2018 Q3","Reseller","Unit Price","28.8404"
"Clothing","Jerseys","FY2018","FY2018 Q3","Reseller","Sales Amount","9517.332"
"Clothing","Jerseys","FY2018","FY2018 Q3","Reseller","Sales Amount - Unit Price","9488.491600000001"
"Clothing","Jerseys","FY2018","FY2018 Q3","Reseller","(Sales Amount - Unit Price)%","329.00000000000006"
"Clothing","Jerseys","FY2018","FY2018 Q3","Reseller","Total Sales","933216056.6900003"
"Clothing","Jerseys","FY2018","FY2018 Q4","Internet","Unit Price",
"Clothing","Jerseys","FY2018","FY2018 Q4","Internet","Sales Amount",
"Clothing","Jerseys","FY2018","FY2018 Q4","Internet","Sales Amount - Unit Price",
"Clothing","Jerseys","FY2018","FY2018 Q4","Internet","(Sales Amount - Unit Price)%",
"Clothing","Jerseys","FY2018","FY2018 Q4","Internet","Total Sales",
"Clothing","Jerseys","FY2018","FY2018 Q4","Reseller","Unit Price","28.8241"
"Clothing","Jerseys","FY2018","FY2018 Q4","Reseller","Sales Amount","16900.1944"
"Clothing","Jerseys","FY2018","FY2018 Q4","Reseller","Sales Amount - Unit Price","16871.3703"
"Clothing","Jerseys","FY2018","FY2018 Q4","Reseller","(Sales Amount - Unit Price)%","585.3216683261576"
"Clothing","Jerseys","FY2018","FY2018 Q4","Reseller","Total Sales","933216056.6900003"
"Clothing","Jerseys","FY2019","FY2019 Q1","Internet","Unit Price",
"Clothing","Jerseys","FY2019","FY2019 Q1","Internet","Sales Amount",
"Clothing","Jerseys","FY2019","FY2019 Q1","Internet","Sales Amount - Unit Price",
"Clothing","Jerseys","FY2019","FY2019 Q1","Internet","(Sales Amount - Unit Price)%",
"Clothing","Jerseys","FY2019","FY2019 Q1","Internet","Total Sales",
"Clothing","Jerseys","FY2019","FY2019 Q1","Reseller","Unit Price","28.6594"
"Clothing","Jerseys","FY2019","FY2019 Q1","Reseller","Sales Amount","48417.5201"
"Clothing","Jerseys","FY2019","FY2019 Q1","Reseller","Sales Amount - Unit Price","48388.860700000005"
"Clothing","Jerseys","FY2019","FY2019 Q1","Reseller","(Sales Amount - Unit Price)%","1688.4115054746437"
"Clothing","Jerseys","FY2019","FY2019 Q1","Reseller","Total Sales","933216056.6900003"
"Clothing","Jerseys","FY2019","FY2019 Q2","Internet","Unit Price",
"Clothing","Jerseys","FY2019","FY2019 Q2","Internet","Sales Amount",
"Clothing","Jerseys","FY2019","FY2019 Q2","Internet","Sales Amount - Unit Price",
"Clothing","Jerseys","FY2019","FY2019 Q2","Internet","(Sales Amount - Unit Price)%",
"Clothing","Jerseys","FY2019","FY2019 Q2","Internet","Total Sales",
"Clothing","Jerseys","FY2019","FY2019 Q2","Reseller","Unit Price","28.7988"
"Clothing","Jerseys","FY2019","FY2019 Q2","Reseller","Sales Amount","35408.7225"
"Clothing","Jerseys","FY2019","FY2019 Q2","Reseller","Sales Amount - Unit Price","35379.92370000001"
"Clothing","Jerseys","FY2019","FY2019 Q2","Reseller","(Sales Amount - Unit Price)%","1228.5207612817203"
"Clothing","Jerseys","FY2019","FY2019 Q2","Reseller","Total Sales","933216056.6900003"
"Clothing","Jerseys","FY2019","FY2019 Q3","Internet","Unit Price",
"Clothing","Jerseys","FY2019","FY2019 Q3","Internet","Sales Amount",
"Clothing","Jerseys","FY2019","FY2019 Q3","Internet","Sales Amount - Unit Price",
"Clothing","Jerseys","FY2019","FY2019 Q3","Internet","(Sales Amount - Unit Price)%",
"Clothing","Jerseys","FY2019","FY2019 Q3","Internet","Total Sales",
"Clothing","Jerseys","FY2019","FY2019 Q3","Reseller","Unit Price","28.8278"
"Clothing","Jerseys","FY2019","FY2019 Q3","Reseller","Sales Amount","18192.1962"
"Clothing","Jerseys","FY2019","FY2019 Q3","Reseller","Sales Amount - Unit Price","18163.3684"
"Clothing","Jerseys","FY2019","FY2019 Q3","Reseller","(Sales Amount - Unit Price)%","630.0643267956625"
"Clothing","Jerseys","FY2019","FY2019 Q3","Reseller","Total Sales","933216056.6900003"
"Clothing","Jerseys","FY2019","FY2019 Q4","Internet","Unit Price","52.471"
"Clothing","Jerseys","FY2019","FY2019 Q4","Internet","Sales Amount","4145.21"
"Clothing","Jerseys","FY2019","FY2019 Q4","Internet","Sales Amount - Unit Price","4092.739"
"Clothing","Jerseys","FY2019","FY2019 Q4","Internet","(Sales Amount - Unit Price)%","78.0000190581464"
"Clothing","Jerseys","FY2019","FY2019 Q4","Internet","Total Sales","933216056.6900003"
"Clothing","Jerseys","FY2019","FY2019 Q4","Reseller","Unit Price","28.8058"
"Clothing","Jerseys","FY2019","FY2019 Q4","Reseller","Sales Amount","31260.5707"
"Clothing","Jerseys","FY2019","FY2019 Q4","Reseller","Sales Amount - Unit Price","31231.764900000002"
"Clothing","Jerseys","FY2019","FY2019 Q4","Reseller","(Sales Amount - Unit Price)%","1084.2179318054002"
"Clothing","Jerseys","FY2019","FY2019 Q4","Reseller","Total Sales","933216056.6900003"
"Clothing","Jerseys","FY2020","FY2020 Q1","Internet","Unit Price","51.9565"
"Clothing","Jerseys","FY2020","FY2020 Q1","Internet","Sales Amount","37200.84"
"Clothing","Jerseys","FY2020","FY2020 Q1","Internet","Sales Amount - Unit Price","37148.883499999996"
"Clothing","Jerseys","FY2020","FY2020 Q1","Internet","(Sales Amount - Unit Price)%","714.9997305438203"
"Clothing","Jerseys","FY2020","FY2020 Q1","Internet","Total Sales","933216056.6900003"
"Clothing","Jerseys","FY2020","FY2020 Q1","Reseller","Unit Price","30.9562"
"Clothing","Jerseys","FY2020","FY2020 Q1","Reseller","Sales Amount","142320.3331"
"Clothing","Jerseys","FY2020","FY2020 Q1","Reseller","Sales Amount - Unit Price","142289.3769"
"Clothing","Jerseys","FY2020","FY2020 Q1","Reseller","(Sales Amount - Unit Price)%","4596.474273328122"
"Clothing","Jerseys","FY2020","FY2020 Q1","Reseller","Total Sales","933216056.6900003"
"Clothing","Jerseys","FY2020","FY2020 Q2","Internet","Unit Price","51.9154"
"Clothing","Jerseys","FY2020","FY2020 Q2","Internet","Sales Amount","44543.42"
"Clothing","Jerseys","FY2020","FY2020 Q2","Internet","Sales Amount - Unit Price","44491.5046"
"Clothing","Jerseys","FY2020","FY2020 Q2","Internet","(Sales Amount - Unit Price)%","857.000130982329"
"Clothing","Jerseys","FY2020","FY2020 Q2","Internet","Total Sales","933216056.6900003"
"Clothing","Jerseys","FY2020","FY2020 Q2","Reseller","Unit Price","31.2117"
"Clothing","Jerseys","FY2020","FY2020 Q2","Reseller","Sales Amount","98231.6341"
"Clothing","Jerseys","FY2020","FY2020 Q2","Reseller","Sales Amount - Unit Price","98200.4224"
"Clothing","Jerseys","FY2020","FY2020 Q2","Reseller","(Sales Amount - Unit Price)%","3146.2695848031344"
"Clothing","Jerseys","FY2020","FY2020 Q2","Reseller","Total Sales","933216056.6900003"
"Clothing","Jerseys","FY2020","FY2020 Q3","Internet","Unit Price","51.8199"
"Clothing","Jerseys","FY2020","FY2020 Q3","Internet","Sales Amount","45083.3"
"Clothing","Jerseys","FY2020","FY2020 Q3","Internet","Sales Amount - Unit Price","45031.4801"
"Clothing","Jerseys","FY2020","FY2020 Q3","Internet","(Sales Amount - Unit Price)%","868.9997491311253"
"Clothing","Jerseys","FY2020","FY2020 Q3","Internet","Total Sales","933216056.6900003"
"Clothing","Jerseys","FY2020","FY2020 Q3","Reseller","Unit Price","31.2857"
"Clothing","Jerseys","FY2020","FY2020 Q3","Reseller","Sales Amount","57896.2342"
"Clothing","Jerseys","FY2020","FY2020 Q3","Reseller","Sales Amount - Unit Price","57864.9485"
"Clothing","Jerseys","FY2020","FY2020 Q3","Reseller","(Sales Amount - Unit Price)%","1849.5654084773553"
"Clothing","Jerseys","FY2020","FY2020 Q3","Reseller","Total Sales","933216056.6900003"
"Clothing","Jerseys","FY2020","FY2020 Q4","Internet","Unit Price","51.8886"
"Clothing","Jerseys","FY2020","FY2020 Q4","Internet","Sales Amount","41977.91"
"Clothing","Jerseys","FY2020","FY2020 Q4","Internet","Sales Amount - Unit Price","41926.021400000005"
"Clothing","Jerseys","FY2020","FY2020 Q4","Internet","(Sales Amount - Unit Price)%","808.0006282690225"
"Clothing","Jerseys","FY2020","FY2020 Q4","Internet","Total Sales","933216056.6900003"
"Clothing","Jerseys","FY2020","FY2020 Q4","Reseller","Unit Price","31.2341"
"Clothing","Jerseys","FY2020","FY2020 Q4","Reseller","Sales Amount","92908.3985"
"Clothing","Jerseys","FY2020","FY2020 Q4","Reseller","Sales Amount - Unit Price","92877.1644"
"Clothing","Jerseys","FY2020","FY2020 Q4","Reseller","(Sales Amount - Unit Price)%","2973.5822194332472"
"Clothing","Jerseys","FY2020","FY2020 Q4","Reseller","Total Sales","933216056.6900003"
"Clothing","Shorts","FY2018","FY2018 Q1","Internet","Unit Price",
"Clothing","Shorts","FY2018","FY2018 Q1","Internet","Sales Amount",
"Clothing","Shorts","FY2018","FY2018 Q1","Internet","Sales Amount - Unit Price",
"Clothing","Shorts","FY2018","FY2018 Q1","Internet","(Sales Amount - Unit Price)%",
"Clothing","Shorts","FY2018","FY2018 Q1","Internet","Total Sales",
"Clothing","Shorts","FY2018","FY2018 Q1","Reseller","Unit Price",
"Clothing","Shorts","FY2018","FY2018 Q1","Reseller","Sales Amount",
"Clothing","Shorts","FY2018","FY2018 Q1","Reseller","Sales Amount - Unit Price",
"Clothing","Shorts","FY2018","FY2018 Q1","Reseller","(Sales Amount - Unit Price)%",
"Clothing","Shorts","FY2018","FY2018 Q1","Reseller","Total Sales",
"Clothing","Shorts","FY2018","FY2018 Q2","Internet","Unit Price",
"Clothing","Shorts","FY2018","FY2018 Q2","Internet","Sales Amount",
"Clothing","Shorts","FY2018","FY2018 Q2","Internet","Sales Amount - Unit Price",
"Clothing","Shorts","FY2018","FY2018 Q2","Internet","(Sales Amount - Unit Price)%",
"Clothing","Shorts","FY2018","FY2018 Q2","Internet","Total Sales",
"Clothing","Shorts","FY2018","FY2018 Q2","Reseller","Unit Price",
"Clothing","Shorts","FY2018","FY2018 Q2","Reseller","Sales Amount",
"Clothing","Shorts","FY2018","FY2018 Q2","Reseller","Sales Amount - Unit Price",
"Clothing","Shorts","FY2018","FY2018 Q2","Reseller","(Sales Amount - Unit Price)%",
"Clothing","Shorts","FY2018","FY2018 Q2","Reseller","Total Sales",
"Clothing","Shorts","FY2018","FY2018 Q3","Internet","Unit Price",
"Clothing","Shorts","FY2018","FY2018 Q3","Internet","Sales Amount",
"Clothing","Shorts","FY2018","FY2018 Q3","Internet","Sales Amount - Unit Price",
"Clothing","Shorts","FY2018","FY2018 Q3","Internet","(Sales Amount - Unit Price)%",
"Clothing","Shorts","FY2018","FY2018 Q3","Internet","Total Sales",
"Clothing","Shorts","FY2018","FY2018 Q3","Reseller","Unit Price",
"Clothing","Shorts","FY2018","FY2018 Q3","Reseller","Sales Amount",
"Clothing","Shorts","FY2018","FY2018 Q3","Reseller","Sales Amount - Unit Price",
"Clothing","Shorts","FY2018","FY2018 Q3","Reseller","(Sales Amount - Unit Price)%",
"Clothing","Shorts","FY2018","FY2018 Q3","Reseller","Total Sales",
"Clothing","Shorts","FY2018","FY2018 Q4","Internet","Unit Price",
"Clothing","Shorts","FY2018","FY2018 Q4","Internet","Sales Amount",
"Clothing","Shorts","FY2018","FY2018 Q4","Internet","Sales Amount - Unit Price",
"Clothing","Shorts","FY2018","FY2018 Q4","Internet","(Sales Amount - Unit Price)%",
"Clothing","Shorts","FY2018","FY2018 Q4","Internet","Total Sales",
"Clothing","Shorts","FY2018","FY2018 Q4","Reseller","Unit Price",
"Clothing","Shorts","FY2018","FY2018 Q4","Reseller","Sales Amount",
"Clothing","Shorts","FY2018","FY2018 Q4","Reseller","Sales Amount - Unit Price",
"Clothing","Shorts","FY2018","FY2018 Q4","Reseller","(Sales Amount - Unit Price)%",
"Clothing","Shorts","FY2018","FY2018 Q4","Reseller","Total Sales",
"Clothing","Shorts","FY2019","FY2019 Q1","Internet","Unit Price",
"Clothing","Shorts","FY2019","FY2019 Q1","Internet","Sales Amount",
"Clothing","Shorts","FY2019","FY2019 Q1","Internet","Sales Amount - Unit Price",
"Clothing","Shorts","FY2019","FY2019 Q1","Internet","(Sales Amount - Unit Price)%",
"Clothing","Shorts","FY2019","FY2019 Q1","Internet","Total Sales",
"Clothing","Shorts","FY2019","FY2019 Q1","Reseller","Unit Price","35.9314"
"Clothing","Shorts","FY2019","FY2019 Q1","Reseller","Sales Amount","26127.4328"
"Clothing","Shorts","FY2019","FY2019 Q1","Reseller","Sales Amount - Unit Price","26091.501399999997"
"Clothing","Shorts","FY2019","FY2019 Q1","Reseller","(Sales Amount - Unit Price)%","726.1476424520058"
"Clothing","Shorts","FY2019","FY2019 Q1","Reseller","Total Sales","933216056.6900003"
"Clothing","Shorts","FY2019","FY2019 Q2","Internet","Unit Price",
"Clothing","Shorts","FY2019","FY2019 Q2","Internet","Sales Amount",
"Clothing","Shorts","FY2019","FY2019 Q2","Internet","Sales Amount - Unit Price",
"Clothing","Shorts","FY2019","FY2019 Q2","Internet","(Sales Amount - Unit Price)%",
"Clothing","Shorts","FY2019","FY2019 Q2","Internet","Total Sales",
"Clothing","Shorts","FY2019","FY2019 Q2","Reseller","Unit Price","35.9596"
"Clothing","Shorts","FY2019","FY2019 Q2","Reseller","Sales Amount","23134.1357"
"Clothing","Shorts","FY2019","FY2019 Q2","Reseller","Sales Amount - Unit Price","23098.1761"
"Clothing","Shorts","FY2019","FY2019 Q2","Reseller","(Sales Amount - Unit Price)%","642.3368474621519"
"Clothing","Shorts","FY2019","FY2019 Q2","Reseller","Total Sales","933216056.6900003"
"Clothing","Shorts","FY2019","FY2019 Q3","Internet","Unit Price",
"Clothing","Shorts","FY2019","FY2019 Q3","Internet","Sales Amount",
"Clothing","Shorts","FY2019","FY2019 Q3","Internet","Sales Amount - Unit Price",
"Clothing","Shorts","FY2019","FY2019 Q3","Internet","(Sales Amount - Unit Price)%",
"Clothing","Shorts","FY2019","FY2019 Q3","Internet","Total Sales",
"Clothing","Shorts","FY2019","FY2019 Q3","Reseller","Unit Price","35.994"
"Clothing","Shorts","FY2019","FY2019 Q3","Reseller","Sales Amount","11230.128"
"Clothing","Shorts","FY2019","FY2019 Q3","Reseller","Sales Amount - Unit Price","11194.134"
"Clothing","Shorts","FY2019","FY2019 Q3","Reseller","(Sales Amount - Unit Price)%","311"
"Clothing","Shorts","FY2019","FY2019 Q3","Reseller","Total Sales","933216056.6900003"
"Clothing","Shorts","FY2019","FY2019 Q4","Internet","Unit Price","69.99"
"Clothing","Shorts","FY2019","FY2019 Q4","Internet","Sales Amount","349.95"
"Clothing","Shorts","FY2019","FY2019 Q4","Internet","Sales Amount - Unit Price","279.96"
"Clothing","Shorts","FY2019","FY2019 Q4","Internet","(Sales Amount - Unit Price)%","4"
"Clothing","Shorts","FY2019","FY2019 Q4","Internet","Total Sales","933216056.6900003"
"Clothing","Shorts","FY2019","FY2019 Q4","Reseller","Unit Price","35.9785"
"Clothing","Shorts","FY2019","FY2019 Q4","Reseller","Sales Amount","21406.9276"
"Clothing","Shorts","FY2019","FY2019 Q4","Reseller","Sales Amount - Unit Price","21370.949099999998"
"Clothing","Shorts","FY2019","FY2019 Q4","Reseller","(Sales Amount - Unit Price)%","593.9922203538224"
"Clothing","Shorts","FY2019","FY2019 Q4","Reseller","Total Sales","933216056.6900003"
"Clothing","Shorts","FY2020","FY2020 Q1","Internet","Unit Price","69.99"
"Clothing","Shorts","FY2020","FY2020 Q1","Internet","Sales Amount","18267.39"
"Clothing","Shorts","FY2020","FY2020 Q1","Internet","Sales Amount - Unit Price","18197.399999999998"
"Clothing","Shorts","FY2020","FY2020 Q1","Internet","(Sales Amount - Unit Price)%","260"
"Clothing","Shorts","FY2020","FY2020 Q1","Internet","Total Sales","933216056.6900003"
"Clothing","Shorts","FY2020","FY2020 Q1","Reseller","Unit Price","41.0206"
"Clothing","Shorts","FY2020","FY2020 Q1","Reseller","Sales Amount","81993.6073"
"Clothing","Shorts","FY2020","FY2020 Q1","Reseller","Sales Amount - Unit Price","81952.5867"
"Clothing","Shorts","FY2020","FY2020 Q1","Reseller","(Sales Amount - Unit Price)%","1997.839785376128"
"Clothing","Shorts","FY2020","FY2020 Q1","Reseller","Total Sales","933216056.6900003"
"Clothing","Shorts","FY2020","FY2020 Q2","Internet","Unit Price","69.99"
"Clothing","Shorts","FY2020","FY2020 Q2","Internet","Sales Amount","17357.52"
"Clothing","Shorts","FY2020","FY2020 Q2","Internet","Sales Amount - Unit Price","17287.53"
"Clothing","Shorts","FY2020","FY2020 Q2","Internet","(Sales Amount - Unit Price)%","247"
"Clothing","Shorts","FY2020","FY2020 Q2","Internet","Total Sales","933216056.6900003"
"Clothing","Shorts","FY2020","FY2020 Q2","Reseller","Unit Price","41.4135"
"Clothing","Shorts","FY2020","FY2020 Q2","Reseller","Sales Amount","64670.6621"
"Clothing","Shorts","FY2020","FY2020 Q2","Reseller","Sales Amount - Unit Price","64629.2486"
"Clothing","Shorts","FY2020","FY2020 Q2","Reseller","(Sales Amount - Unit Price)%","1560.584075241165"
"Clothing","Shorts","FY2020","FY2020 Q2","Reseller","Total Sales","933216056.6900003"
"Clothing","Shorts","FY2020","FY2020 Q3","Internet","Unit Price","69.99"
"Clothing","Shorts","FY2020","FY2020 Q3","Internet","Sales Amount","18337.38"
"Clothing","Shorts","FY2020","FY2020 Q3","Internet","Sales Amount - Unit Price","18267.39"
"Clothing","Shorts","FY2020","FY2020 Q3","Internet","(Sales Amount - Unit Price)%","261"
"Clothing","Shorts","FY2020","FY2020 Q3","Internet","Total Sales","933216056.6900003"
"Clothing","Shorts","FY2020","FY2020 Q3","Reseller","Unit Price","41.7645"
"Clothing","Shorts","FY2020","FY2020 Q3","Reseller","Sales Amount","48155.8706"
"Clothing","Shorts","FY2020","FY2020 Q3","Reseller","Sales Amount - Unit Price","48114.106100000005"
"Clothing","Shorts","FY2020","FY2020 Q3","Reseller","(Sales Amount - Unit Price)%","1152.0335715739445"
"Clothing","Shorts","FY2020","FY2020 Q3","Reseller","Total Sales","933216056.6900003"
"Clothing","Shorts","FY2020","FY2020 Q4","Internet","Unit Price","69.99"
"Clothing","Shorts","FY2020","FY2020 Q4","Internet","Sales Amount","17007.57"
"Clothing","Shorts","FY2020","FY2020 Q4","Internet","Sales Amount - Unit Price","16937.579999999998"
"Clothing","Shorts","FY2020","FY2020 Q4","Internet","(Sales Amount - Unit Price)%","242"
"Clothing","Shorts","FY2020","FY2020 Q4","Internet","Total Sales","933216056.6900003"
"Clothing","Shorts","FY2020","FY2020 Q4","Reseller","Unit Price","41.4649"
"Clothing","Shorts","FY2020","FY2020 Q4","Reseller","Sales Amount","65483.9529"
"Clothing","Shorts","FY2020","FY2020 Q4","Reseller","Sales Amount - Unit Price","65442.488"
"Clothing","Shorts","FY2020","FY2020 Q4","Reseller","(Sales Amount - Unit Price)%","1578.2622893097534"
"Clothing","Shorts","FY2020","FY2020 Q4","Reseller","Total Sales","933216056.6900003"
"Clothing","Vests","FY2018","FY2018 Q1","Internet","Unit Price",
"Clothing","Vests","FY2018","FY2018 Q1","Internet","Sales Amount",
"Clothing","Vests","FY2018","FY2018 Q1","Internet","Sales Amount - Unit Price",
"Clothing","Vests","FY2018","FY2018 Q1","Internet","(Sales Amount - Unit Price)%",
"Clothing","Vests","FY2018","FY2018 Q1","Internet","Total Sales",
"Clothing","Vests","FY2018","FY2018 Q1","Reseller","Unit Price",
"Clothing","Vests","FY2018","FY2018 Q1","Reseller","Sales Amount",
"Clothing","Vests","FY2018","FY2018 Q1","Reseller","Sales Amount - Unit Price",
"Clothing","Vests","FY2018","FY2018 Q1","Reseller","(Sales Amount - Unit Price)%",
"Clothing","Vests","FY2018","FY2018 Q1","Reseller","Total Sales",
"Clothing","Vests","FY2018","FY2018 Q2","Internet","Unit Price",
"Clothing","Vests","FY2018","FY2018 Q2","Internet","Sales Amount",
"Clothing","Vests","FY2018","FY2018 Q2","Internet","Sales Amount - Unit Price",
"Clothing","Vests","FY2018","FY2018 Q2","Internet","(Sales Amount - Unit Price)%",
"Clothing","Vests","FY2018","FY2018 Q2","Internet","Total Sales",
"Clothing","Vests","FY2018","FY2018 Q2","Reseller","Unit Price",
"Clothing","Vests","FY2018","FY2018 Q2","Reseller","Sales Amount",
"Clothing","Vests","FY2018","FY2018 Q2","Reseller","Sales Amount - Unit Price",
"Clothing","Vests","FY2018","FY2018 Q2","Reseller","(Sales Amount - Unit Price)%",
"Clothing","Vests","FY2018","FY2018 Q2","Reseller","Total Sales",
"Clothing","Vests","FY2018","FY2018 Q3","Internet","Unit Price",
"Clothing","Vests","FY2018","FY2018 Q3","Internet","Sales Amount",
"Clothing","Vests","FY2018","FY2018 Q3","Internet","Sales Amount - Unit Price",
"Clothing","Vests","FY2018","FY2018 Q3","Internet","(Sales Amount - Unit Price)%",
"Clothing","Vests","FY2018","FY2018 Q3","Internet","Total Sales",
"Clothing","Vests","FY2018","FY2018 Q3","Reseller","Unit Price",
"Clothing","Vests","FY2018","FY2018 Q3","Reseller","Sales Amount",
"Clothing","Vests","FY2018","FY2018 Q3","Reseller","Sales Amount - Unit Price",
"Clothing","Vests","FY2018","FY2018 Q3","Reseller","(Sales Amount - Unit Price)%",
"Clothing","Vests","FY2018","FY2018 Q3","Reseller","Total Sales",
"Clothing","Vests","FY2018","FY2018 Q4","Internet","Unit Price",
"Clothing","Vests","FY2018","FY2018 Q4","Internet","Sales Amount",
"Clothing","Vests","FY2018","FY2018 Q4","Internet","Sales Amount - Unit Price",
"Clothing","Vests","FY2018","FY2018 Q4","Internet","(Sales Amount - Unit Price)%",
"Clothing","Vests","FY2018","FY2018 Q4","Internet","Total Sales",
"Clothing","Vests","FY2018","FY2018 Q4","Reseller","Unit Price",
"Clothing","Vests","FY2018","FY2018 Q4","Reseller","Sales Amount",
"Clothing","Vests","FY2018","FY2018 Q4","Reseller","Sales Amount - Unit Price",
"Clothing","Vests","FY2018","FY2018 Q4","Reseller","(Sales Amount - Unit Price)%",
"Clothing","Vests","FY2018","FY2018 Q4","Reseller","Total Sales",
"Clothing","Vests","FY2019","FY2019 Q1","Internet","Unit Price",
"Clothing","Vests","FY2019","FY2019 Q1","Internet","Sales Amount",
"Clothing","Vests","FY2019","FY2019 Q1","Internet","Sales Amount - Unit Price",
"Clothing","Vests","FY2019","FY2019 Q1","Internet","(Sales Amount - Unit Price)%",
"Clothing","Vests","FY2019","FY2019 Q1","Internet","Total Sales",
"Clothing","Vests","FY2019","FY2019 Q1","Reseller","Unit Price",
"Clothing","Vests","FY2019","FY2019 Q1","Reseller","Sales Amount",
"Clothing","Vests","FY2019","FY2019 Q1","Reseller","Sales Amount - Unit Price",
"Clothing","Vests","FY2019","FY2019 Q1","Reseller","(Sales Amount - Unit Price)%",
"Clothing","Vests","FY2019","FY2019 Q1","Reseller","Total Sales",
"Clothing","Vests","FY2019","FY2019 Q2","Internet","Unit Price",
"Clothing","Vests","FY2019","FY2019 Q2","Internet","Sales Amount",
"Clothing","Vests","FY2019","FY2019 Q2","Internet","Sales Amount - Unit Price",
"Clothing","Vests","FY2019","FY2019 Q2","Internet","(Sales Amount - Unit Price)%",
"Clothing","Vests","FY2019","FY2019 Q2","Internet","Total Sales",
"Clothing","Vests","FY2019","FY2019 Q2","Reseller","Unit Price",
"Clothing","Vests","FY2019","FY2019 Q2","Reseller","Sales Amount",
"Clothing","Vests","FY2019","FY2019 Q2","Reseller","Sales Amount - Unit Price",
"Clothing","Vests","FY2019","FY2019 Q2","Reseller","(Sales Amount - Unit Price)%",
"Clothing","Vests","FY2019","FY2019 Q2","Reseller","Total Sales",
"Clothing","Vests","FY2019","FY2019 Q3","Internet","Unit Price",
"Clothing","Vests","FY2019","FY2019 Q3","Internet","Sales Amount",
"Clothing","Vests","FY2019","FY2019 Q3","Internet","Sales Amount - Unit Price",
"Clothing","Vests","FY2019","FY2019 Q3","Internet","(Sales Amount - Unit Price)%",
"Clothing","Vests","FY2019","FY2019 Q3","Internet","Total Sales",
"Clothing","Vests","FY2019","FY2019 Q3","Reseller","Unit Price",
"Clothing","Vests","FY2019","FY2019 Q3","Reseller","Sales Amount",
"Clothing","Vests","FY2019","FY2019 Q3","Reseller","Sales Amount - Unit Price",
"Clothing","Vests","FY2019","FY2019 Q3","Reseller","(Sales Amount - Unit Price)%",
"Clothing","Vests","FY2019","FY2019 Q3","Reseller","Total Sales",
"Clothing","Vests","FY2019","FY2019 Q4","Internet","Unit Price","63.5"
"Clothing","Vests","FY2019","FY2019 Q4","Internet","Sales Amount","952.5"
"Clothing","Vests","FY2019","FY2019 Q4","Internet","Sales Amount - Unit Price","889"
"Clothing","Vests","FY2019","FY2019 Q4","Internet","(Sales Amount - Unit Price)%","14"
"Clothing","Vests","FY2019","FY2019 Q4","Internet","Total Sales","933216056.6900003"
"Clothing","Vests","FY2019","FY2019 Q4","Reseller","Unit Price",
"Clothing","Vests","FY2019","FY2019 Q4","Reseller","Sales Amount",
"Clothing","Vests","FY2019","FY2019 Q4","Reseller","Sales Amount - Unit Price",
"Clothing","Vests","FY2019","FY2019 Q4","Reseller","(Sales Amount - Unit Price)%",
"Clothing","Vests","FY2019","FY2019 Q4","Reseller","Total Sales",
"Clothing","Vests","FY2020","FY2020 Q1","Internet","Unit Price","63.5"
"Clothing","Vests","FY2020","FY2020 Q1","Internet","Sales Amount","6540.5"
"Clothing","Vests","FY2020","FY2020 Q1","Internet","Sales Amount - Unit Price","6477"
"Clothing","Vests","FY2020","FY2020 Q1","Internet","(Sales Amount - Unit Price)%","102"
"Clothing","Vests","FY2020","FY2020 Q1","Internet","Total Sales","933216056.6900003"
"Clothing","Vests","FY2020","FY2020 Q1","Reseller","Unit Price","37.4343"
"Clothing","Vests","FY2020","FY2020 Q1","Reseller","Sales Amount","74339.2731"
"Clothing","Vests","FY2020","FY2020 Q1","Reseller","Sales Amount - Unit Price","74301.83880000001"
"Clothing","Vests","FY2020","FY2020 Q1","Reseller","(Sales Amount - Unit Price)%","1984.8598424439622"
"Clothing","Vests","FY2020","FY2020 Q1","Reseller","Total Sales","933216056.6900003"
"Clothing","Vests","FY2020","FY2020 Q2","Internet","Unit Price","63.5"
"Clothing","Vests","FY2020","FY2020 Q2","Internet","Sales Amount","8763"
"Clothing","Vests","FY2020","FY2020 Q2","Internet","Sales Amount - Unit Price","8699.5"
"Clothing","Vests","FY2020","FY2020 Q2","Internet","(Sales Amount - Unit Price)%","137"
"Clothing","Vests","FY2020","FY2020 Q2","Internet","Total Sales","933216056.6900003"
"Clothing","Vests","FY2020","FY2020 Q2","Reseller","Unit Price","37.5668"
"Clothing","Vests","FY2020","FY2020 Q2","Reseller","Sales Amount","57654.0065"
"Clothing","Vests","FY2020","FY2020 Q2","Reseller","Sales Amount - Unit Price","57616.4397"
"Clothing","Vests","FY2020","FY2020 Q2","Reseller","(Sales Amount - Unit Price)%","1533.7063497556353"
"Clothing","Vests","FY2020","FY2020 Q2","Reseller","Total Sales","933216056.6900003"
"Clothing","Vests","FY2020","FY2020 Q3","Internet","Unit Price","63.5"
"Clothing","Vests","FY2020","FY2020 Q3","Internet","Sales Amount","10604.5"
