World Food Price.Food Group,Table3.Date.Variation.Date Hierarchy.Year,Table3.Date.Variation.Date Hierarchy.Month,Sum(World Food Price.Price),
FOOD PRICE INDEX,2012,March,125.76324918137013,100.10479854995658
FAO CEREAL PRICE INDEX,2012,April,129.11052654533617,101.42500763717695
FAO DAIRY FOOD PRICE INDEX,2012,April,112.52536034853352,102.17201806113785
FAO MEAT PRICE INDEX,2012,April,105.71886503599568,89.25242743857746
FAO SUGAR PRICE INDEX,2012,April,141.285275934276,88.48188559670608
FAO VEGETABLE OIL PRICE INDEX,2012,April,156.29156605103438,105.34454427402288
FOOD PRICE INDEX,2012,April,124.38102211438854,97.21090148164497
FAO CEREAL PRICE INDEX,2012,May,126.3042147212203,101.98351881314993
FAO DAIRY FOOD PRICE INDEX,2012,May,105.52116520469605,101.86377897843484
FAO MEAT PRICE INDEX,2012,May,103.74904383345839,90.39458409118944
FAO SUGAR PRICE INDEX,2012,May,128.47196888711096,87.82690676805765
FAO VEGETABLE OIL PRICE INDEX,2012,May,144.39660708907326,106.28896868346804
FOOD PRICE INDEX,2012,May,119.04065513310724,97.82066009598026
FAO CEREAL PRICE INDEX,2012,June,125.32789111101721,101.62428406480797
FAO DAIRY FOOD PRICE INDEX,2012,June,102.2774687097396,102.59587277595189
FAO MEAT PRICE INDEX,2012,June,101.403306325034,91.48465272217048
FAO SUGAR PRICE INDEX,2012,June,126.6625460428241,89.08028204861803
FAO VEGETABLE OIL PRICE INDEX,2012,June,135.25797898909255,104.46835786753736
FOOD PRICE INDEX,2012,June,115.87005888125145,97.96808621369334
FAO CEREAL PRICE INDEX,2012,July,143.89696275921514,100.52989723869926
FAO DAIRY FOOD PRICE INDEX,2012,July,99.73376753816709,103.02880989297145
FAO MEAT PRICE INDEX,2012,July,100.36940484968586,92.60140364152569
FAO SUGAR PRICE INDEX,2012,July,141.43070755864986,93.94961334754449
FAO VEGETABLE OIL PRICE INDEX,2012,July,138.55712949062118,102.58369953955201
FOOD PRICE INDEX,2012,July,122.12877421581177,98.11531050432275
FAO CEREAL PRICE INDEX,2012,August,147.05929846543543,100.72586227130942
FAO DAIRY FOOD PRICE INDEX,2012,August,101.99290110264623,102.95162161375463
FAO MEAT PRICE INDEX,2012,August,103.081867217618,93.06032948683205
FAO SUGAR PRICE INDEX,2012,August,129.15835029037146,93.80606354872593
FAO VEGETABLE OIL PRICE INDEX,2012,August,138.31260850357606,102.390855715947
FOOD PRICE INDEX,2012,August,123.35385621660576,98.2717052576407
FAO CEREAL PRICE INDEX,2012,September,146.76451162850086,101.17827210952213
FAO DAIRY FOOD PRICE INDEX,2012,September,110.95420631342282,103.84621437396761
FAO MEAT PRICE INDEX,2012,September,107.02047027531836,93.00257260656764
FAO SUGAR PRICE INDEX,2012,September,123.72208657372077,93.89311016104124
FAO VEGETABLE OIL PRICE INDEX,2012,September,136.92616048872287,102.31418609382202
FOOD PRICE INDEX,2012,September,125.22304522285901,98.50212207078461
FAO CEREAL PRICE INDEX,2012,October,146.45261100674963,101.8571219449347
FAO DAIRY FOOD PRICE INDEX,2012,October,114.22211455939436,104.62964308281964
FAO MEAT PRICE INDEX,2012,October,107.96652298812806,91.96498722673425
FAO SUGAR PRICE INDEX,2012,October,125.69812699814575,96.3546808785908
FAO VEGETABLE OIL PRICE INDEX,2012,October,124.89746859622133,102.79642199338896
FOOD PRICE INDEX,2012,October,124.04151276080162,98.71712421645435
FAO CEREAL PRICE INDEX,2012,November,148.48455813283977,102.35957129498412
FAO DAIRY FOOD PRICE INDEX,2012,November,114.86145300080227,104.49185233613642
FAO MEAT PRICE INDEX,2012,November,107.69045799603545,91.91808658895592
FAO SUGAR PRICE INDEX,2012,November,119.69557154221673,95.87622296088315
FAO VEGETABLE OIL PRICE INDEX,2012,November,121.52181107234897,106.0066577417501
FOOD PRICE INDEX,2012,November,123.63866045006203,99.3286168852461
FAO CEREAL PRICE INDEX,2012,December,146.39619436084558,103.26800669791598
FAO DAIRY FOOD PRICE INDEX,2012,December,118.14915600136797,104.78757904117812
FAO MEAT PRICE INDEX,2012,December,107.40625582976146,90.71526611326958
FAO SUGAR PRICE INDEX,2012,December,119.50147517699818,95.83529807773397
FAO VEGETABLE OIL PRICE INDEX,2012,December,118.38095499737275,107.10895926373618
FOOD PRICE INDEX,2012,December,122.86475534293109,99.41264911092858
FAO CEREAL PRICE INDEX,2012,,1648.7802343537176,1496.9761217381345
FAO DAIRY FOOD PRICE INDEX,2012,,1339.8807229616025,1496.9761217381345
FAO MEAT PRICE INDEX,2012,,1259.602873547556,1496.9761217381345
FAO SUGAR PRICE INDEX,2012,,1599.823610947482,1496.9761217381345
FAO VEGETABLE OIL PRICE INDEX,2012,,1659.67938547549,1496.9761217381345
FOOD PRICE INDEX,2012,,1474.0899031429583,1496.9761217381345
FAO CEREAL PRICE INDEX,2013,January,145.18176651637876,102.63742916595577
FAO DAIRY FOOD PRICE INDEX,2013,January,121.00755496499747,102.00492945559489
FAO MEAT PRICE INDEX,2013,January,106.45472597224244,88.06036790640158
FAO SUGAR PRICE INDEX,2013,January,116.80381699954093,96.61330829648912
FAO VEGETABLE OIL PRICE INDEX,2013,January,124.27972984276106,107.59094383620615
FOOD PRICE INDEX,2013,January,123.39045525367366,98.09062736119324
FAO CEREAL PRICE INDEX,2013,February,142.2832107522842,104.1463044043392
FAO DAIRY FOOD PRICE INDEX,2013,February,123.77232061584274,103.28815882696858
FAO MEAT PRICE INDEX,2013,February,107.55394555599833,88.34166999338643
FAO SUGAR PRICE INDEX,2013,February,113.03131503730111,97.93407346617218
FAO VEGETABLE OIL PRICE INDEX,2013,February,125.54911531270396,109.81480904431206
FOOD PRICE INDEX,2013,February,123.25195428283806,99.26465512562595
FAO CEREAL PRICE INDEX,2013,March,139.94167886608957,104.79473299308552
FAO DAIRY FOOD PRICE INDEX,2013,March,128.03304817913147,104.30682235844907
FAO MEAT PRICE INDEX,2013,March,108.02176116802082,89.64441027384376
FAO SUGAR PRICE INDEX,2013,March,114.25355954001763,93.5406663314412
FAO VEGETABLE OIL PRICE INDEX,2013,March,122.3818302611626,112.13459295240872
FOOD PRICE INDEX,2013,March,122.88793241362539,100.10479854995658
FAO CEREAL PRICE INDEX,2013,April,134.85384892521571,101.42500763717695
FAO DAIRY FOOD PRICE INDEX,2013,April,140.81622043768695,102.17201806113785
FAO MEAT PRICE INDEX,2013,April,108.73738726942125,89.25242743857746
FAO SUGAR PRICE INDEX,2013,April,110.18203665570931,88.48188559670608
FAO VEGETABLE OIL PRICE INDEX,2013,April,120.63599571139996,105.34454427402288
FOOD PRICE INDEX,2013,April,122.87156068790064,97.21090148164497
FAO CEREAL PRICE INDEX,2013,May,136.38030205742064,101.98351881314993
FAO DAIRY FOOD PRICE INDEX,2013,May,139.97656587139574,101.86377897843484
FAO MEAT PRICE INDEX,2013,May,105.46028928088435,90.39458409118944
FAO SUGAR PRICE INDEX,2013,May,109.05965332640224,87.82690676805765
FAO VEGETABLE OIL PRICE INDEX,2013,May,121.04590344578085,106.28896868346804
FOOD PRICE INDEX,2013,May,122.09160124168872,97.82066009598026
FAO CEREAL PRICE INDEX,2013,June,133.75958012523083,101.62428406480797
FAO DAIRY FOOD PRICE INDEX,2013,June,140.25857045321078,102.59587277595189
FAO MEAT PRICE INDEX,2013,June,104.98643891317388,91.48465272217048
FAO SUGAR PRICE INDEX,2013,June,105.78139384776956,89.08028204861803
FAO VEGETABLE OIL PRICE INDEX,2013,June,120.68123422486381,104.46835786753736
FOOD PRICE INDEX,2013,June,120.92326682833009,97.96808621369334
FAO CEREAL PRICE INDEX,2013,July,126.44146523454943,100.52989723869926
FAO DAIRY FOOD PRICE INDEX,2013,July,140.9898097928048,103.02880989297145
FAO MEAT PRICE INDEX,2013,July,104.51341637446272,92.60140364152569
FAO SUGAR PRICE INDEX,2013,July,104.21030179463537,93.94961334754449
FAO VEGETABLE OIL PRICE INDEX,2013,July,116.22098935534193,102.58369953955201
FOOD PRICE INDEX,2013,July,117.89921473942348,98.11531050432275
FAO CEREAL PRICE INDEX,2013,August,119.2319694898294,100.72586227130942
FAO DAIRY FOOD PRICE INDEX,2013,August,145.64966771424156,102.95162161375463
FAO MEAT PRICE INDEX,2013,August,105.47313438938895,93.06032948683205
FAO SUGAR PRICE INDEX,2013,August,105.40276528605348,93.80606354872593
FAO VEGETABLE OIL PRICE INDEX,2013,August,111.89492607873646,102.390855715947
FOOD PRICE INDEX,2013,August,116.153422763965,98.2717052576407
FAO CEREAL PRICE INDEX,2013,September,116.70599625040734,101.17827210952213
FAO DAIRY FOOD PRICE INDEX,2013,September,149.00062536700568,103.84621437396761
FAO MEAT PRICE INDEX,2013,September,106.05369950198049,93.00257260656764
FAO SUGAR PRICE INDEX,2013,September,107.48678961322369,93.89311016104124
FAO VEGETABLE OIL PRICE INDEX,2013,September,112.91693059134185,102.31418609382202
FOOD PRICE INDEX,2013,September,116.40536668640762,98.50212207078461
FAO CEREAL PRICE INDEX,2013,October,118.7228306147764,101.8571219449347
FAO DAIRY FOOD PRICE INDEX,2013,October,152.9606033264842,104.62964308281964
FAO MEAT PRICE INDEX,2013,October,106.41841729907802,91.96498722673425
FAO SUGAR PRICE INDEX,2013,October,115.4995269318165,96.3546808785908
FAO VEGETABLE OIL PRICE INDEX,2013,October,116.03932477749038,102.79642199338896
FOOD PRICE INDEX,2013,October,118.75319687353954,98.71712421645435
FAO CEREAL PRICE INDEX,2013,November,117.96335199632423,102.35957129498412
FAO DAIRY FOOD PRICE INDEX,2013,November,151.92967475351037,104.49185233613642
FAO MEAT PRICE INDEX,2013,November,105.6380562461333,91.91808658895592
FAO SUGAR PRICE INDEX,2013,November,109.30210634299682,95.87622296088315
FAO VEGETABLE OIL PRICE INDEX,2013,November,121.9691430806489,106.0066577417501
FOOD PRICE INDEX,2013,November,118.67885624962143,99.3286168852461
FAO CEREAL PRICE INDEX,2013,December,117.86446062002105,103.26800669791598
FAO DAIRY FOOD PRICE INDEX,2013,December,156.48829454742446,104.78757904117812
FAO MEAT PRICE INDEX,2013,December,104.60594283175031,90.71526611326958
FAO SUGAR PRICE INDEX,2013,December,102.42688892325533,95.83529807773397
FAO VEGETABLE OIL PRICE INDEX,2013,December,120.3833533606343,107.10895926373618
FOOD PRICE INDEX,2013,December,118.19520320739767,99.41264911092858
FAO CEREAL PRICE INDEX,2013,,1549.3304614485276,1450.5118823074663
FAO DAIRY FOOD PRICE INDEX,2013,,1690.8829560237364,1450.5118823074663
FAO MEAT PRICE INDEX,2013,,1273.917214802535,1450.5118823074663
FAO SUGAR PRICE INDEX,2013,,1313.440154298722,1450.5118823074663
FAO VEGETABLE OIL PRICE INDEX,2013,,1433.998476042866,1450.5118823074663
FOOD PRICE INDEX,2013,,1441.5020312284114,1450.5118823074663
FAO CEREAL PRICE INDEX,2014,January,117.01240973376449,102.63742916595577
FAO DAIRY FOOD PRICE INDEX,2014,January,156.18310732469678,102.00492945559489
FAO MEAT PRICE INDEX,2014,January,103.18589676949293,88.06036790640158
FAO SUGAR PRICE INDEX,2014,January,96.66561586042009,96.61330829648912
FAO VEGETABLE OIL PRICE INDEX,2014,January,115.57992180143751,107.59094383620615
FOOD PRICE INDEX,2014,January,116.22440442117495,98.09062736119324
FAO CEREAL PRICE INDEX,2014,February,119.67432687733819,104.1463044043392
FAO DAIRY FOOD PRICE INDEX,2014,February,156.41762180910555,103.28815882696858
FAO MEAT PRICE INDEX,2014,February,103.61793620293672,88.34166999338643
FAO SUGAR PRICE INDEX,2014,February,102.64378390915032,97.93407346617218
FAO VEGETABLE OIL PRICE INDEX,2014,February,120.84044325602672,109.81480904431206
FOOD PRICE INDEX,2014,February,118.47050984644193,99.26465512562595
FAO CEREAL PRICE INDEX,2014,March,125.41514187875906,104.79473299308552
FAO DAIRY FOOD PRICE INDEX,2014,March,154.79198717070946,104.30682235844907
FAO MEAT PRICE INDEX,2014,March,106.22461644990992,89.64441027384376
FAO SUGAR PRICE INDEX,2014,March,110.7726307718228,93.5406663314412
FAO VEGETABLE OIL PRICE INDEX,2014,March,125.38361577854684,112.13459295240872
FOOD PRICE INDEX,2014,March,122.10233348649523,100.10479854995658
FAO CEREAL PRICE INDEX,2014,April,125.49090225904817,101.42500763717695
FAO DAIRY FOOD PRICE INDEX,2014,April,147.30186392551184,102.17201806113785
FAO MEAT PRICE INDEX,2014,April,109.68558077035506,89.25242743857746
FAO SUGAR PRICE INDEX,2014,April,108.98088958399474,88.48188559670608
FAO VEGETABLE OIL PRICE INDEX,2014,April,121.53007113945802,105.34454427402288
FOOD PRICE INDEX,2014,April,121.45684139904604,97.21090148164497
FAO CEREAL PRICE INDEX,2014,May,125.24676952304229,101.98351881314993
FAO DAIRY FOOD PRICE INDEX,2014,May,141.8010575156389,101.86377897843484
FAO MEAT PRICE INDEX,2014,May,112.06756526893608,90.39458409118944
FAO SUGAR PRICE INDEX,2014,May,113.06535222598433,87.82690676805765
FAO VEGETABLE OIL PRICE INDEX,2014,May,119.17706638816732,106.28896868346804
FOOD PRICE INDEX,2014,May,121.30475734611656,97.82066009598026
FAO CEREAL PRICE INDEX,2014,June,118.74820539767724,101.62428406480797
FAO DAIRY FOOD PRICE INDEX,2014,June,136.0528236526123,102.59587277595189
FAO MEAT PRICE INDEX,2014,June,116.18765151703104,91.48465272217048
FAO SUGAR PRICE INDEX,2014,June,112.51489434201605,89.08028204861803
FAO VEGETABLE OIL PRICE INDEX,2014,June,115.22230076572868,104.46835786753736
FOOD PRICE INDEX,2014,June,119.29498812264622,97.96808621369334
FAO CEREAL PRICE INDEX,2014,July,112.17511154978024,100.52989723869926
FAO DAIRY FOOD PRICE INDEX,2014,July,130.21200247764003,103.02880989297145
FAO MEAT PRICE INDEX,2014,July,117.77830797981171,92.60140364152569
FAO SUGAR PRICE INDEX,2014,July,113.00065343757817,93.94961334754449
FAO VEGETABLE OIL PRICE INDEX,2014,July,110.6286440941333,102.58369953955201
FOOD PRICE INDEX,2014,July,116.37468149135118,98.11531050432275
FAO CEREAL PRICE INDEX,2014,August,110.38588425787648,100.72586227130942
FAO DAIRY FOOD PRICE INDEX,2014,August,120.63460683615529,102.95162161375463
FAO MEAT PRICE INDEX,2014,August,119.16970252580626,93.06032948683205
FAO SUGAR PRICE INDEX,2014,August,106.55555570639201,93.80606354872593
FAO VEGETABLE OIL PRICE INDEX,2014,August,101.6475475000652,102.390855715947
FOOD PRICE INDEX,2014,August,113.02354947542455,98.2717052576407
FAO CEREAL PRICE INDEX,2014,September,107.3949105215308,101.17827210952213
FAO DAIRY FOOD PRICE INDEX,2014,September,110.84972023812918,103.84621437396761
FAO MEAT PRICE INDEX,2014,September,117.91302650772157,93.00257260656764
FAO SUGAR PRICE INDEX,2014,September,99.47579366988812,93.89311016104124
FAO VEGETABLE OIL PRICE INDEX,2014,September,98.55103414391455,102.31418609382202
FOOD PRICE INDEX,2014,September,109.34977448740584,98.50212207078461
FAO CEREAL PRICE INDEX,2014,October,108.15071907207059,101.8571219449347
FAO DAIRY FOOD PRICE INDEX,2014,October,107.1092088208637,104.62964308281964
FAO MEAT PRICE INDEX,2014,October,117.19641316682275,91.96498722673425
FAO SUGAR PRICE INDEX,2014,October,103.63359791259776,96.3546808785908
FAO VEGETABLE OIL PRICE INDEX,2014,October,100.09115310173426,102.79642199338896
FOOD PRICE INDEX,2014,October,109.3553703580698,98.71712421645435
FAO CEREAL PRICE INDEX,2014,November,109.26123275349234,102.35957129498412
FAO DAIRY FOOD PRICE INDEX,2014,November,102.64179084944502,104.49185233613642
FAO MEAT PRICE INDEX,2014,November,115.1093989290311,91.91808658895592
FAO SUGAR PRICE INDEX,2014,November,100.1931063239566,95.87622296088315
FAO VEGETABLE OIL PRICE INDEX,2014,November,100.85116520548753,106.0066577417501
FOOD PRICE INDEX,2014,November,108.2368348303198,99.3286168852461
FAO CEREAL PRICE INDEX,2014,December,110.86387581351727,103.26800669791598
FAO DAIRY FOOD PRICE INDEX,2014,December,98.48250281963095,104.78757904117812
FAO MEAT PRICE INDEX,2014,December,108.82510066704381,90.71526611326958
FAO SUGAR PRICE INDEX,2014,December,94.84279782184623,95.83529807773397
FAO VEGETABLE OIL PRICE INDEX,2014,December,97.89217478842845,107.10895926373618
FOOD PRICE INDEX,2014,December,105.1499411890838,99.41264911092858
FAO CEREAL PRICE INDEX,2014,,1389.8194896378973,1378.2237959692147
FAO DAIRY FOOD PRICE INDEX,2014,,1562.478293440139,1378.2237959692147
FAO MEAT PRICE INDEX,2014,,1346.961196754899,1378.2237959692147
FAO SUGAR PRICE INDEX,2014,,1262.3446715656473,1378.2237959692147
FAO VEGETABLE OIL PRICE INDEX,2014,,1327.3951379631287,1378.2237959692147
FOOD PRICE INDEX,2014,,1380.343986453576,1378.2237959692147
FAO CEREAL PRICE INDEX,2015,January,105.88965214025703,102.63742916595577
FAO DAIRY FOOD PRICE INDEX,2015,January,92.39105312361835,102.00492945559489
FAO MEAT PRICE INDEX,2015,January,103.80790037373754,88.06036790640158
FAO SUGAR PRICE INDEX,2015,January,94.95756784649718,96.61330829648912
FAO VEGETABLE OIL PRICE INDEX,2015,January,95.00028401525708,107.59094383620615
FOOD PRICE INDEX,2015,January,100.71195915697933,98.09062736119324
FAO CEREAL PRICE INDEX,2015,February,101.59241702162657,104.1463044043392
FAO DAIRY FOOD PRICE INDEX,2015,February,95.17096624490964,103.28815882696858
FAO MEAT PRICE INDEX,2015,February,100.47244594768249,88.34166999338643
FAO SUGAR PRICE INDEX,2015,February,90.31417873770901,97.93407346617218
FAO VEGETABLE OIL PRICE INDEX,2015,February,95.1796908673502,109.81480904431206
FOOD PRICE INDEX,2015,February,98.45041148700258,99.26465512562595
FAO CEREAL PRICE INDEX,2015,March,99.51076054313029,104.79473299308552
FAO DAIRY FOOD PRICE INDEX,2015,March,95.13871593586504,104.30682235844907
FAO MEAT PRICE INDEX,2015,March,96.81118848839199,89.64441027384376
FAO SUGAR PRICE INDEX,2015,March,81.9615503492576,93.5406663314412
FAO VEGETABLE OIL PRICE INDEX,2015,March,92.61521886651627,112.13459295240872
FOOD PRICE INDEX,2015,March,95.60566821936169,100.10479854995658
FAO CEREAL PRICE INDEX,2015,April,98.20055190704043,101.42500763717695
FAO DAIRY FOOD PRICE INDEX,2015,April,90.5893110111079,102.17201806113785
FAO MEAT PRICE INDEX,2015,April,97.73176378437215,89.25242743857746
FAO SUGAR PRICE INDEX,2015,April,80.92010078383254,88.48188559670608
FAO VEGETABLE OIL PRICE INDEX,2015,April,91.8674194041755,105.34454427402288
FOOD PRICE INDEX,2015,April,94.69689517153233,97.21090148164497
FAO CEREAL PRICE INDEX,2015,May,95.71345665763236,101.98351881314993
FAO DAIRY FOOD PRICE INDEX,2015,May,89.87995109416897,101.86377897843484
FAO MEAT PRICE INDEX,2015,May,99.52873826708917,90.39458409118944
FAO SUGAR PRICE INDEX,2015,May,82.55565400627427,87.82690676805765
FAO VEGETABLE OIL PRICE INDEX,2015,May,94.48970767228569,106.28896868346804
FOOD PRICE INDEX,2015,May,95.03048510379233,97.82066009598026
FAO CEREAL PRICE INDEX,2015,June,96.69148609039424,101.62428406480797
FAO DAIRY FOOD PRICE INDEX,2015,June,87.68688158227815,102.59587277595189
FAO MEAT PRICE INDEX,2015,June,98.59856891913562,91.48465272217048
FAO SUGAR PRICE INDEX,2015,June,77.10970381695483,89.08028204861803
FAO VEGETABLE OIL PRICE INDEX,2015,June,95.89016086245287,104.46835786753736
FOOD PRICE INDEX,2015,June,94.54320673349378,97.96808621369334
FAO CEREAL PRICE INDEX,2015,July,98.93239069044657,100.52989723869926
FAO DAIRY FOOD PRICE INDEX,2015,July,82.20232624845914,103.02880989297145
FAO MEAT PRICE INDEX,2015,July,99.0688602443835,92.60140364152569
FAO SUGAR PRICE INDEX,2015,July,79.03378952433833,93.94961334754449
FAO VEGETABLE OIL PRICE INDEX,2015,July,90.42870703869495,102.58369953955201
FOOD PRICE INDEX,2015,July,93.80322138151833,98.11531050432275
FAO CEREAL PRICE INDEX,2015,August,91.866745177779,100.72586227130942
FAO DAIRY FOOD PRICE INDEX,2015,August,79.949611644036,102.95162161375463
FAO MEAT PRICE INDEX,2015,August,99.16606737169664,93.06032948683205
FAO SUGAR PRICE INDEX,2015,August,71.15393253307248,93.80606354872593
FAO VEGETABLE OIL PRICE INDEX,2015,August,82.29450233002761,102.390855715947
FOOD PRICE INDEX,2015,August,89.56419416997119,98.2717052576407
FAO CEREAL PRICE INDEX,2015,September,90.47227511414275,101.17827210952213
FAO DAIRY FOOD PRICE INDEX,2015,September,83.20013451821002,103.84621437396761
FAO MEAT PRICE INDEX,2015,September,97.0567965939821,93.00257260656764
FAO SUGAR PRICE INDEX,2015,September,73.42307844528891,93.89311016104124
FAO VEGETABLE OIL PRICE INDEX,2015,September,81.96055840728813,102.31418609382202
FOOD PRICE INDEX,2015,September,89.01970145832355,98.50212207078461
FAO CEREAL PRICE INDEX,2015,October,91.70451155056793,101.8571219449347
FAO DAIRY FOOD PRICE INDEX,2015,October,88.020108299878,104.62964308281964
FAO MEAT PRICE INDEX,2015,October,92.42203437488607,91.96498722673425
FAO SUGAR PRICE INDEX,2015,October,86.07189250660964,96.3546808785908
FAO VEGETABLE OIL PRICE INDEX,2015,October,87.75636591562882,102.79642199338896
FOOD PRICE INDEX,2015,October,90.36950868562671,98.71712421645435
FAO CEREAL PRICE INDEX,2015,November,90.46318837584388,102.35957129498412
FAO DAIRY FOOD PRICE INDEX,2015,November,80.52290470825521,104.49185233613642
FAO MEAT PRICE INDEX,2015,November,89.13583696007737,91.91808658895592
FAO SUGAR PRICE INDEX,2015,November,90.04383551658852,95.87622296088315
FAO VEGETABLE OIL PRICE INDEX,2015,November,85.1293452289583,106.0066577417501
FOOD PRICE INDEX,2015,November,87.70669525008654,99.3286168852461
FAO CEREAL PRICE INDEX,2015,December,89.44360642041401,103.26800669791598
FAO DAIRY FOOD PRICE INDEX,2015,December,80.98982101478887,104.78757904117812
FAO MEAT PRICE INDEX,2015,December,86.98476703073881,90.71526611326958
FAO SUGAR PRICE INDEX,2015,December,90.62893760304435,95.83529807773397
FAO VEGETABLE OIL PRICE INDEX,2015,December,86.68116764497687,107.10895926373618
FOOD PRICE INDEX,2015,December,87.06100573285357,99.41264911092858
FAO CEREAL PRICE INDEX,2015,,1150.4810416892751,1091.8396829907742
FAO DAIRY FOOD PRICE INDEX,2015,,1045.7417854255752,1091.8396829907742
FAO MEAT PRICE INDEX,2015,,1160.7849683561733,1091.8396829907742
FAO SUGAR PRICE INDEX,2015,,998.1742216694677,1091.8396829907742
FAO VEGETABLE OIL PRICE INDEX,2015,,1079.2931282536122,1091.8396829907742
FOOD PRICE INDEX,2015,,1116.562952550542,1091.8396829907742
FAO CEREAL PRICE INDEX,2016,January,87.55250112926498,102.63742916595577
FAO DAIRY FOOD PRICE INDEX,2016,January,79.37497450472424,102.00492945559489
FAO MEAT PRICE INDEX,2016,January,84.18047047288842,88.06036790640158
FAO SUGAR PRICE INDEX,2016,January,86.94954563629337,96.61330829648912
FAO VEGETABLE OIL PRICE INDEX,2016,January,85.29061011098428,107.59094383620615
FOOD PRICE INDEX,2016,January,84.86123842440257,98.09062736119324
FAO CEREAL PRICE INDEX,2016,February,87.27615063022444,104.1463044043392
FAO DAIRY FOOD PRICE INDEX,2016,February,78.83776298662963,103.28815882696858
FAO MEAT PRICE INDEX,2016,February,85.90911031602239,88.34166999338643
FAO SUGAR PRICE INDEX,2016,February,81.59153842251914,97.93407346617218
FAO VEGETABLE OIL PRICE INDEX,2016,February,92.15099038289138,109.81480904431206
FOOD PRICE INDEX,2016,February,86.04638341925057,99.26465512562595
FAO CEREAL PRICE INDEX,2016,March,86.45483322175123,104.79473299308552
FAO DAIRY FOOD PRICE INDEX,2016,March,76.66905329005372,104.30682235844907
FAO MEAT PRICE INDEX,2016,March,86.10363866659416,89.64441027384376
FAO SUGAR PRICE INDEX,2016,March,95.53760654951255,93.5406663314412
FAO VEGETABLE OIL PRICE INDEX,2016,March,97.34258927543247,112.13459295240872
FOOD PRICE INDEX,2016,March,87.4222049434859,100.10479854995658
FAO CEREAL PRICE INDEX,2016,April,88.40676890064668,101.42500763717695
FAO DAIRY FOOD PRICE INDEX,2016,April,77.14410521529727,102.17201806113785
FAO MEAT PRICE INDEX,2016,April,87.91461807006148,89.25242743857746
FAO SUGAR PRICE INDEX,2016,April,93.88694354791507,88.48188559670608
FAO VEGETABLE OIL PRICE INDEX,2016,April,101.16915030167128,105.34454427402288
FOOD PRICE INDEX,2016,April,89.1773460686966,97.21090148164497
FAO CEREAL PRICE INDEX,2016,May,91.09448081942814,101.98351881314993
FAO DAIRY FOOD PRICE INDEX,2016,May,72.70320537076614,101.86377897843484
FAO MEAT PRICE INDEX,2016,May,90.15529056498318,90.39458409118944
FAO SUGAR PRICE INDEX,2016,May,104.84431258612649,87.82690676805765
FAO VEGETABLE OIL PRICE INDEX,2016,May,99.5557866171588,106.28896868346804
FOOD PRICE INDEX,2016,May,90.58383941889524,97.82066009598026
FAO CEREAL PRICE INDEX,2016,June,94.14294739995142,101.62428406480797
FAO DAIRY FOOD PRICE INDEX,2016,June,73.9068455890245,102.59587277595189
FAO MEAT PRICE INDEX,2016,June,94.28035407154803,91.48465272217048
FAO SUGAR PRICE INDEX,2016,June,120.37631531588167,89.08028204861803
FAO VEGETABLE OIL PRICE INDEX,2016,June,97.9269525701844,104.46835786753736
FOOD PRICE INDEX,2016,June,93.83605926059714,97.96808621369334
FAO CEREAL PRICE INDEX,2016,July,90.39615452716917,100.52989723869926
FAO DAIRY FOOD PRICE INDEX,2016,July,76.01543778156886,103.02880989297145
FAO MEAT PRICE INDEX,2016,July,95.31251079264506,92.60140364152569
FAO SUGAR PRICE INDEX,2016,July,121.56138815445183,93.94961334754449
FAO VEGETABLE OIL PRICE INDEX,2016,July,94.90251071247788,102.58369953955201
FOOD PRICE INDEX,2016,July,92.97317258945907,98.11531050432275
FAO CEREAL PRICE INDEX,2016,August,89.28563753396841,100.72586227130942
FAO DAIRY FOOD PRICE INDEX,2016,August,81.81047883090352,102.95162161375463
FAO MEAT PRICE INDEX,2016,August,96.41849685828329,93.06032948683205
FAO SUGAR PRICE INDEX,2016,August,124.56803852012494,93.80606354872593
FAO VEGETABLE OIL PRICE INDEX,2016,August,102.38612076617063,102.390855715947
FOOD PRICE INDEX,2016,August,95.29472432882574,98.2717052576407
FAO CEREAL PRICE INDEX,2016,September,86.26522717162898,101.17827210952213
FAO DAIRY FOOD PRICE INDEX,2016,September,90.85479262552093,103.84621437396761
FAO MEAT PRICE INDEX,2016,September,94.85958927864449,93.00257260656764
FAO SUGAR PRICE INDEX,2016,September,132.92506727587858,93.89311016104124
FAO VEGETABLE OIL PRICE INDEX,2016,September,104.31961997069597,102.31418609382202
FOOD PRICE INDEX,2016,September,96.08610043105095,98.50212207078461
FAO CEREAL PRICE INDEX,2016,October,86.72195622263744,101.8571219449347
FAO DAIRY FOOD PRICE INDEX,2016,October,93.75854241031739,104.62964308281964
FAO MEAT PRICE INDEX,2016,October,93.02399530083476,91.96498722673425
FAO SUGAR PRICE INDEX,2016,October,137.5102422803159,96.3546808785908
FAO VEGETABLE OIL PRICE INDEX,2016,October,101.84684494925058,102.79642199338896
FOOD PRICE INDEX,2016,October,95.92635654867054,98.71712421645435
FAO CEREAL PRICE INDEX,2016,November,85.95575036167605,102.35957129498412
FAO DAIRY FOOD PRICE INDEX,2016,November,94.50275198026003,104.49185233613642
FAO MEAT PRICE INDEX,2016,November,93.44477137105665,91.91808658895592
FAO SUGAR PRICE INDEX,2016,November,125.2259114555442,95.87622296088315
FAO VEGETABLE OIL PRICE INDEX,2016,November,106.16112417903776,106.0066577417501
