Region,Category,Sub-Category,Value Column Name,Value
"Central","Office Supplies","Labels","(FC - PL)%","-0.44903086862885855"
"Central","Office Supplies","Paper","Quantity","1225"
"Central","Office Supplies","Paper","PL","2786"
"Central","Office Supplies","Paper","FC","1535"
"Central","Office Supplies","Paper","Profit","6971.9005"
"Central","Office Supplies","Paper","Profit - Quantity","5746.9005"
"Central","Office Supplies","Paper","(Profit - Quantity)%","4.691347346938775"
"Central","Office Supplies","Paper","Profit - PL","4185.9005"
"Central","Office Supplies","Paper","(Profit - PL)%","1.502476848528356"
"Central","Office Supplies","Paper","Profit - FC","5436.9005"
"Central","Office Supplies","Paper","(Profit - FC)%","3.5419547231270356"
"Central","Office Supplies","Paper","PL - Quantity","1561"
"Central","Office Supplies","Paper","(PL - Quantity)%","1.2742857142857142"
"Central","Office Supplies","Paper","FC - Quantity","310"
"Central","Office Supplies","Paper","(FC - Quantity)%","0.2530612244897959"
"Central","Office Supplies","Paper","FC - PL","-1251"
"Central","Office Supplies","Paper","(FC - PL)%","-0.44903086862885855"
"Central","Office Supplies","Storage","Quantity","724"
"Central","Office Supplies","Storage","PL","2786"
"Central","Office Supplies","Storage","FC","1535"
"Central","Office Supplies","Storage","Profit","1969.8365"
"Central","Office Supplies","Storage","Profit - Quantity","1245.8365"
"Central","Office Supplies","Storage","(Profit - Quantity)%","1.7207686464088396"
"Central","Office Supplies","Storage","Profit - PL","-816.1635000000001"
"Central","Office Supplies","Storage","(Profit - PL)%","-0.2929517229002154"
"Central","Office Supplies","Storage","Profit - FC","434.8364999999999"
"Central","Office Supplies","Storage","(Profit - FC)%","0.2832811074918566"
"Central","Office Supplies","Storage","PL - Quantity","2062"
"Central","Office Supplies","Storage","(PL - Quantity)%","2.848066298342542"
"Central","Office Supplies","Storage","FC - Quantity","811"
"Central","Office Supplies","Storage","(FC - Quantity)%","1.1201657458563536"
"Central","Office Supplies","Storage","FC - PL","-1251"
"Central","Office Supplies","Storage","(FC - PL)%","-0.44903086862885855"
"Central","Office Supplies","Supplies","Quantity","122"
"Central","Office Supplies","Supplies","PL","2786"
"Central","Office Supplies","Supplies","FC","1535"
"Central","Office Supplies","Supplies","Profit","-661.8881"
"Central","Office Supplies","Supplies","Profit - Quantity","-783.8881"
"Central","Office Supplies","Supplies","(Profit - Quantity)%","-6.4253122950819685"
"Central","Office Supplies","Supplies","Profit - PL","-3447.8881"
"Central","Office Supplies","Supplies","(Profit - PL)%","-1.2375764895908112"
"Central","Office Supplies","Supplies","Profit - FC","-2196.8881"
"Central","Office Supplies","Supplies","(Profit - FC)%","-1.4311974592833878"
"Central","Office Supplies","Supplies","PL - Quantity","2664"
"Central","Office Supplies","Supplies","(PL - Quantity)%","21.836065573770487"
"Central","Office Supplies","Supplies","FC - Quantity","1413"
"Central","Office Supplies","Supplies","(FC - Quantity)%","11.581967213114757"
"Central","Office Supplies","Supplies","FC - PL","-1251"
"Central","Office Supplies","Supplies","(FC - PL)%","-0.44903086862885855"
"Central","Technology","Accessories","Quantity","716"
"Central","Technology","Accessories","PL","2786"
"Central","Technology","Accessories","FC","1535"
"Central","Technology","Accessories","Profit","7251.6306"
"Central","Technology","Accessories","Profit - Quantity","6535.6306"
"Central","Technology","Accessories","(Profit - Quantity)%","9.127975698324024"
"Central","Technology","Accessories","Profit - PL","4465.6306"
"Central","Technology","Accessories","(Profit - PL)%","1.6028824838478106"
"Central","Technology","Accessories","Profit - FC","5716.6306"
"Central","Technology","Accessories","(Profit - FC)%","3.724189315960912"
"Central","Technology","Accessories","PL - Quantity","2070"
"Central","Technology","Accessories","(PL - Quantity)%","2.8910614525139664"
"Central","Technology","Accessories","FC - Quantity","819"
"Central","Technology","Accessories","(FC - Quantity)%","1.143854748603352"
"Central","Technology","Accessories","FC - PL","-1251"
"Central","Technology","Accessories","(FC - PL)%","-0.44903086862885855"
"Central","Technology","Copiers","Quantity","49"
"Central","Technology","Copiers","PL","2786"
"Central","Technology","Copiers","FC","1535"
"Central","Technology","Copiers","Profit","15608.8413"
"Central","Technology","Copiers","Profit - Quantity","15559.8413"
"Central","Technology","Copiers","(Profit - Quantity)%","317.5477816326531"
"Central","Technology","Copiers","Profit - PL","12822.8413"
"Central","Technology","Copiers","(Profit - PL)%","4.602599174443647"
"Central","Technology","Copiers","Profit - FC","14073.8413"
"Central","Technology","Copiers","(Profit - FC)%","9.168626254071661"
"Central","Technology","Copiers","PL - Quantity","2737"
"Central","Technology","Copiers","(PL - Quantity)%","55.857142857142854"
"Central","Technology","Copiers","FC - Quantity","1486"
"Central","Technology","Copiers","(FC - Quantity)%","30.326530612244895"
"Central","Technology","Copiers","FC - PL","-1251"
"Central","Technology","Copiers","(FC - PL)%","-0.44903086862885855"
"Central","Technology","Machines","Quantity","66"
"Central","Technology","Machines","PL","2786"
"Central","Technology","Machines","FC","1535"
"Central","Technology","Machines","Profit","-1486.0666"
"Central","Technology","Machines","Profit - Quantity","-1552.0666"
"Central","Technology","Machines","(Profit - Quantity)%","-23.51616060606061"
"Central","Technology","Machines","Profit - PL","-4272.0666"
"Central","Technology","Machines","(Profit - PL)%","-1.5334050969131372"
"Central","Technology","Machines","Profit - FC","-3021.0666"
"Central","Technology","Machines","(Profit - FC)%","-1.9681215635179155"
"Central","Technology","Machines","PL - Quantity","2720"
"Central","Technology","Machines","(PL - Quantity)%","41.21212121212121"
"Central","Technology","Machines","FC - Quantity","1469"
"Central","Technology","Machines","(FC - Quantity)%","22.25757575757576"
"Central","Technology","Machines","FC - PL","-1251"
"Central","Technology","Machines","(FC - PL)%","-0.44903086862885855"
"Central","Technology","Phones","Quantity","713"
"Central","Technology","Phones","PL","2786"
"Central","Technology","Phones","FC","1535"
"Central","Technology","Phones","Profit","12323.0267"
"Central","Technology","Phones","Profit - Quantity","11610.0267"
"Central","Technology","Phones","(Profit - Quantity)%","16.283347405329593"
"Central","Technology","Phones","Profit - PL","9537.0267"
"Central","Technology","Phones","(Profit - PL)%","3.423196949030869"
"Central","Technology","Phones","Profit - FC","10788.0267"
"Central","Technology","Phones","(Profit - FC)%","7.028030423452769"
"Central","Technology","Phones","PL - Quantity","2073"
"Central","Technology","Phones","(PL - Quantity)%","2.9074333800841514"
"Central","Technology","Phones","FC - Quantity","822"
"Central","Technology","Phones","(FC - Quantity)%","1.152875175315568"
"Central","Technology","Phones","FC - PL","-1251"
"Central","Technology","Phones","(FC - PL)%","-0.44903086862885855"
