Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Segment,Orders.Region,Orders.City,Sum(Orders.Sales)
2014,Consumer,West,Costa Mesa,
2015,Consumer,West,Costa Mesa,29.22
2016,Consumer,West,Costa Mesa,686.2439999999999
2017,Consumer,West,Costa Mesa,504.496
2014,Consumer,West,Davis,
2015,Consumer,West,Davis,
2016,Consumer,West,Davis,32.400000000000006
2017,Consumer,West,Davis,
2014,Consumer,West,Denver,3392.4460000000004
2015,Consumer,West,Denver,
2016,Consumer,West,Denver,
2017,Consumer,West,Denver,2873.4550000000004
2014,Consumer,West,Des Moines,2046.354
2015,Consumer,West,Des Moines,
2016,Consumer,West,Des Moines,1281.8960000000002
2017,Consumer,West,Des Moines,
2014,Consumer,West,Draper,
2015,Consumer,West,Draper,
2016,Consumer,West,Draper,
2017,Consumer,West,Draper,151.72
2014,Consumer,West,Dublin,
2015,Consumer,West,Dublin,
2016,Consumer,West,Dublin,
2017,Consumer,West,Dublin,22
2014,Consumer,West,Edmonds,1549.77
2015,Consumer,West,Edmonds,
2016,Consumer,West,Edmonds,143.24
2017,Consumer,West,Edmonds,650.712
2014,Consumer,West,Encinitas,
2015,Consumer,West,Encinitas,
2016,Consumer,West,Encinitas,305.49600000000004
2017,Consumer,West,Encinitas,286.485
2014,Consumer,West,Englewood,
2015,Consumer,West,Englewood,
2016,Consumer,West,Englewood,124.056
2017,Consumer,West,Englewood,
2014,Consumer,West,Escondido,53.94
2015,Consumer,West,Escondido,
2016,Consumer,West,Escondido,
2017,Consumer,West,Escondido,
2014,Consumer,West,Farmington,
2015,Consumer,West,Farmington,12.88
2016,Consumer,West,Farmington,
2017,Consumer,West,Farmington,545.85
2014,Consumer,West,Fort Collins,
2015,Consumer,West,Fort Collins,
2016,Consumer,West,Fort Collins,
2017,Consumer,West,Fort Collins,822.5720000000001
2014,Consumer,West,Fresno,4676.9705
2015,Consumer,West,Fresno,
2016,Consumer,West,Fresno,
2017,Consumer,West,Fresno,2127.322
2014,Consumer,West,Gilbert,
2015,Consumer,West,Gilbert,496.896
2016,Consumer,West,Gilbert,
2017,Consumer,West,Gilbert,
2014,Consumer,West,Glendale,217.35200000000003
2015,Consumer,West,Glendale,10.744
2016,Consumer,West,Glendale,986.214
2017,Consumer,West,Glendale,212.22700000000003
2014,Consumer,West,Great Falls,410.104
2015,Consumer,West,Great Falls,
2016,Consumer,West,Great Falls,
2017,Consumer,West,Great Falls,
2014,Consumer,West,Greeley,
2015,Consumer,West,Greeley,
2016,Consumer,West,Greeley,
2017,Consumer,West,Greeley,30.352
2014,Consumer,West,Gresham,1508.768
2015,Consumer,West,Gresham,
2016,Consumer,West,Gresham,221.488
2017,Consumer,West,Gresham,
2014,Consumer,West,Hillsboro,
2015,Consumer,West,Hillsboro,64.072
2016,Consumer,West,Hillsboro,
2017,Consumer,West,Hillsboro,
2014,Consumer,West,Huntington Beach,
2015,Consumer,West,Huntington Beach,
2016,Consumer,West,Huntington Beach,
2017,Consumer,West,Huntington Beach,95.92
2014,Consumer,West,Inglewood,
2015,Consumer,West,Inglewood,
2016,Consumer,West,Inglewood,
2017,Consumer,West,Inglewood,492.736
2014,Consumer,West,Kent,201.73
2015,Consumer,West,Kent,
2016,Consumer,West,Kent,
2017,Consumer,West,Kent,1149.5240000000001
2014,Consumer,West,Lake Elsinore,
2015,Consumer,West,Lake Elsinore,283.92
2016,Consumer,West,Lake Elsinore,
2017,Consumer,West,Lake Elsinore,
2014,Consumer,West,Lake Forest,
2015,Consumer,West,Lake Forest,
2016,Consumer,West,Lake Forest,
2017,Consumer,West,Lake Forest,597.8599999999999
2014,Consumer,West,Lakewood,
2015,Consumer,West,Lakewood,41.98
2016,Consumer,West,Lakewood,257.499
2017,Consumer,West,Lakewood,94.2
2014,Consumer,West,Lancaster,
2015,Consumer,West,Lancaster,359.82800000000003
2016,Consumer,West,Lancaster,
2017,Consumer,West,Lancaster,17.456
2014,Consumer,West,Las Cruces,
2015,Consumer,West,Las Cruces,49.12
2016,Consumer,West,Las Cruces,
2017,Consumer,West,Las Cruces,41.37
2014,Consumer,West,Las Vegas,40.08
2015,Consumer,West,Las Vegas,360.47200000000004
2016,Consumer,West,Las Vegas,
2017,Consumer,West,Las Vegas,1196.3160000000003
2014,Consumer,West,Layton,
2015,Consumer,West,Layton,4.96
2016,Consumer,West,Layton,
2017,Consumer,West,Layton,
2014,Consumer,West,Lewiston,9.584000000000001
2015,Consumer,West,Lewiston,
2016,Consumer,West,Lewiston,
2017,Consumer,West,Lewiston,
2014,Consumer,West,Littleton,
2015,Consumer,West,Littleton,
2016,Consumer,West,Littleton,72.29400000000001
2017,Consumer,West,Littleton,
2014,Consumer,West,Lodi,
2015,Consumer,West,Lodi,
2016,Consumer,West,Lodi,
2017,Consumer,West,Lodi,97.3
2014,Consumer,West,Logan,280.27600000000007
2015,Consumer,West,Logan,
2016,Consumer,West,Logan,
2017,Consumer,West,Logan,
2014,Consumer,West,Long Beach,
2015,Consumer,West,Long Beach,1021.4460000000001
2016,Consumer,West,Long Beach,1059.088
2017,Consumer,West,Long Beach,332.8
2014,Consumer,West,Longmont,
2015,Consumer,West,Longmont,
2016,Consumer,West,Longmont,749.488
2017,Consumer,West,Longmont,
2014,Consumer,West,Longview,
2015,Consumer,West,Longview,
2016,Consumer,West,Longview,24.849999999999998
2017,Consumer,West,Longview,94.36000000000001
2014,Consumer,West,Los Angeles,13886.478000000005
2015,Consumer,West,Los Angeles,28752.404
2016,Consumer,West,Los Angeles,26854.938999999995
2017,Consumer,West,Los Angeles,20182.819500000005
2014,Consumer,West,Louisville,1545.836
2015,Consumer,West,Louisville,248.272
2016,Consumer,West,Louisville,
2017,Consumer,West,Louisville,387.3030000000001
2014,Consumer,West,Loveland,
2015,Consumer,West,Loveland,
2016,Consumer,West,Loveland,
2017,Consumer,West,Loveland,3.024
2014,Consumer,West,Marysville,
2015,Consumer,West,Marysville,
2016,Consumer,West,Marysville,102.18
2017,Consumer,West,Marysville,
2014,Consumer,West,Medford,55.672000000000004
2015,Consumer,West,Medford,
2016,Consumer,West,Medford,24.784000000000002
2017,Consumer,West,Medford,
2014,Consumer,West,Mesa,
2015,Consumer,West,Mesa,1341.881
2016,Consumer,West,Mesa,59.38999999999999
2017,Consumer,West,Mesa,1360.9859999999999
2014,Consumer,West,Mission Viejo,290.666
2015,Consumer,West,Mission Viejo,
2016,Consumer,West,Mission Viejo,128.67
2017,Consumer,West,Mission Viejo,356.65
2014,Consumer,West,Missoula,
2015,Consumer,West,Missoula,487.98400000000004
2016,Consumer,West,Missoula,
2017,Consumer,West,Missoula,
2014,Consumer,West,Modesto,
2015,Consumer,West,Modesto,
2016,Consumer,West,Modesto,
2017,Consumer,West,Modesto,273.358
2014,Consumer,West,Moreno Valley,19.44
2015,Consumer,West,Moreno Valley,68.28
2016,Consumer,West,Moreno Valley,884.6800000000001
2017,Consumer,West,Moreno Valley,
2014,Consumer,West,Morgan Hill,
2015,Consumer,West,Morgan Hill,
2016,Consumer,West,Morgan Hill,545.01
2017,Consumer,West,Morgan Hill,
2014,Consumer,West,Murray,
2015,Consumer,West,Murray,
2016,Consumer,West,Murray,
2017,Consumer,West,Murray,97.918
2014,Consumer,West,Murrieta,
2015,Consumer,West,Murrieta,484.65000000000003
2016,Consumer,West,Murrieta,
2017,Consumer,West,Murrieta,
2014,Consumer,West,North Las Vegas,1891.3160000000003
2015,Consumer,West,North Las Vegas,1347.2700000000002
2016,Consumer,West,North Las Vegas,
2017,Consumer,West,North Las Vegas,1669.6
2014,Consumer,West,Oakland,180.69
2015,Consumer,West,Oakland,819.3940000000001
2016,Consumer,West,Oakland,479.97
2017,Consumer,West,Oakland,1529.6100000000001
2014,Consumer,West,Oceanside,
2015,Consumer,West,Oceanside,204.6
2016,Consumer,West,Oceanside,
2017,Consumer,West,Oceanside,60.08
2014,Consumer,West,Olympia,649.5999999999999
2015,Consumer,West,Olympia,201.568
2016,Consumer,West,Olympia,
2017,Consumer,West,Olympia,169.28
2014,Consumer,West,Ontario,
2015,Consumer,West,Ontario,
2016,Consumer,West,Ontario,
2017,Consumer,West,Ontario,283.92
2014,Consumer,West,Orem,
2015,Consumer,West,Orem,2790.3399999999997
2016,Consumer,West,Orem,58.94
2017,Consumer,West,Orem,
2014,Consumer,West,Oxnard,127.94999999999999
2015,Consumer,West,Oxnard,
2016,Consumer,West,Oxnard,
2017,Consumer,West,Oxnard,82.95
2014,Consumer,West,Parker,
2015,Consumer,West,Parker,
2016,Consumer,West,Parker,
2017,Consumer,West,Parker,193.63400000000001
2014,Consumer,West,Pasadena,465.48800000000006
2015,Consumer,West,Pasadena,842.2819999999999
2016,Consumer,West,Pasadena,849.9199999999998
2017,Consumer,West,Pasadena,845.1339999999999
2014,Consumer,West,Pasco,1771.52
2015,Consumer,West,Pasco,
2016,Consumer,West,Pasco,
2017,Consumer,West,Pasco,429.592
2014,Consumer,West,Peoria,
2015,Consumer,West,Peoria,329.44
2016,Consumer,West,Peoria,
2017,Consumer,West,Peoria,67.86000000000001
2014,Consumer,West,Phoenix,1024.7190000000003
2015,Consumer,West,Phoenix,2569.267
2016,Consumer,West,Phoenix,543.7570000000001
2017,Consumer,West,Phoenix,2187.4799999999996
2014,Consumer,West,Pleasant Grove,2126.034
2015,Consumer,West,Pleasant Grove,
2016,Consumer,West,Pleasant Grove,
2017,Consumer,West,Pleasant Grove,
2014,Consumer,West,Pocatello,
2015,Consumer,West,Pocatello,495.736
2016,Consumer,West,Pocatello,34.68
2017,Consumer,West,Pocatello,814.5260000000001
2014,Consumer,West,Pomona,118.73
2015,Consumer,West,Pomona,942.3520000000001
2016,Consumer,West,Pomona,
2017,Consumer,West,Pomona,
2014,Consumer,West,Portland,746.584
2015,Consumer,West,Portland,1670.0460000000003
2016,Consumer,West,Portland,184.14900000000003
2017,Consumer,West,Portland,663.408
2014,Consumer,West,Provo,
2015,Consumer,West,Provo,912.75
2016,Consumer,West,Provo,
2017,Consumer,West,Provo,
2014,Consumer,West,Pueblo,36.252
2015,Consumer,West,Pueblo,845.728
2016,Consumer,West,Pueblo,
2017,Consumer,West,Pueblo,
2014,Consumer,West,Rancho Cucamonga,34.272
2015,Consumer,West,Rancho Cucamonga,
2016,Consumer,West,Rancho Cucamonga,
2017,Consumer,West,Rancho Cucamonga,191.82
2014,Consumer,West,Redding,333.576
2015,Consumer,West,Redding,
2016,Consumer,West,Redding,
2017,Consumer,West,Redding,
2014,Consumer,West,Redlands,
2015,Consumer,West,Redlands,2752.161
2016,Consumer,West,Redlands,124.58
2017,Consumer,West,Redlands,
2014,Consumer,West,Redmond,
2015,Consumer,West,Redmond,711.7840000000001
2016,Consumer,West,Redmond,65.944
2017,Consumer,West,Redmond,42.91
2014,Consumer,West,Redondo Beach,7.64
2015,Consumer,West,Redondo Beach,
2016,Consumer,West,Redondo Beach,112.12
2017,Consumer,West,Redondo Beach,
2014,Consumer,West,Renton,
2015,Consumer,West,Renton,
2016,Consumer,West,Renton,
2017,Consumer,West,Renton,1242.6319999999998
2014,Consumer,West,Rio Rancho,
2015,Consumer,West,Rio Rancho,1114.192
2016,Consumer,West,Rio Rancho,
2017,Consumer,West,Rio Rancho,
2014,Consumer,West,Riverside,
2015,Consumer,West,Riverside,
2016,Consumer,West,Riverside,36.744
2017,Consumer,West,Riverside,
2014,Consumer,West,Roseville,7.98
2015,Consumer,West,Roseville,19.44
2016,Consumer,West,Roseville,264.51599999999996
2017,Consumer,West,Roseville,17.31
2014,Consumer,West,Sacramento,120.71199999999999
2015,Consumer,West,Sacramento,
2016,Consumer,West,Sacramento,41.99
2017,Consumer,West,Sacramento,
2014,Consumer,West,Salem,265.78400000000005
2015,Consumer,West,Salem,42.432
2016,Consumer,West,Salem,132.709
2017,Consumer,West,Salem,
2014,Consumer,West,Salt Lake City,
2015,Consumer,West,Salt Lake City,
2016,Consumer,West,Salt Lake City,
2017,Consumer,West,Salt Lake City,417.216
2014,Consumer,West,San Bernardino,
2015,Consumer,West,San Bernardino,868.772
2016,Consumer,West,San Bernardino,
2017,Consumer,West,San Bernardino,
2014,Consumer,West,San Clemente,
2015,Consumer,West,San Clemente,
2016,Consumer,West,San Clemente,90.05799999999999
2017,Consumer,West,San Clemente,
2014,Consumer,West,San Diego,6902.508000000001
2015,Consumer,West,San Diego,7864.5700000000015
2016,Consumer,West,San Diego,12885.052
2017,Consumer,West,San Diego,1741.4780000000003
2014,Consumer,West,San Francisco,21752.008999999995
2015,Consumer,West,San Francisco,6588.7210000000005
2016,Consumer,West,San Francisco,12813.023000000001
2017,Consumer,West,San Francisco,18041.346000000005
2014,Consumer,West,San Jose,1991.6740000000004
2015,Consumer,West,San Jose,526.88
2016,Consumer,West,San Jose,1181.33
2017,Consumer,West,San Jose,1100.207
2014,Consumer,West,San Luis Obispo,
2015,Consumer,West,San Luis Obispo,
2016,Consumer,West,San Luis Obispo,3.62
2017,Consumer,West,San Luis Obispo,
2014,Consumer,West,San Mateo,
2015,Consumer,West,San Mateo,
2016,Consumer,West,San Mateo,
2017,Consumer,West,San Mateo,75.17999999999999
2014,Consumer,West,Santa Ana,
2015,Consumer,West,Santa Ana,
2016,Consumer,West,Santa Ana,1265.188
2017,Consumer,West,Santa Ana,1861.27
2014,Consumer,West,Santa Barbara,
2015,Consumer,West,Santa Barbara,
2016,Consumer,West,Santa Barbara,
2017,Consumer,West,Santa Barbara,356.78999999999996
2014,Consumer,West,Santa Clara,
2015,Consumer,West,Santa Clara,
2016,Consumer,West,Santa Clara,79.792
2017,Consumer,West,Santa Clara,
2014,Consumer,West,Santa Fe,92.52
2015,Consumer,West,Santa Fe,
2016,Consumer,West,Santa Fe,
2017,Consumer,West,Santa Fe,
2014,Consumer,West,Santa Maria,
2015,Consumer,West,Santa Maria,115.44
2016,Consumer,West,Santa Maria,
2017,Consumer,West,Santa Maria,
2014,Consumer,West,Scottsdale,402.06600000000003
2015,Consumer,West,Scottsdale,11.481000000000002
2016,Consumer,West,Scottsdale,271.992
2017,Consumer,West,Scottsdale,
2014,Consumer,West,Seattle,10927.516000000001
2015,Consumer,West,Seattle,8941.624000000002
2016,Consumer,West,Seattle,11274.072000000004
2017,Consumer,West,Seattle,27873.09799999999
2014,Consumer,West,Sierra Vista,
2015,Consumer,West,Sierra Vista,
2016,Consumer,West,Sierra Vista,14.368000000000002
2017,Consumer,West,Sierra Vista,
2014,Consumer,West,Sparks,
2015,Consumer,West,Sparks,79.36
2016,Consumer,West,Sparks,
2017,Consumer,West,Sparks,
2014,Consumer,West,Spokane,
2015,Consumer,West,Spokane,263.78
2016,Consumer,West,Spokane,
2017,Consumer,West,Spokane,70.98
2014,Consumer,West,Springfield,698.223
2015,Consumer,West,Springfield,312.70799999999997
2016,Consumer,West,Springfield,27.792
2017,Consumer,West,Springfield,374.61800000000005
2014,Consumer,West,Stockton,
2015,Consumer,West,Stockton,
2016,Consumer,West,Stockton,215.24
2017,Consumer,West,Stockton,108.80000000000001
2014,Consumer,West,Temecula,
2015,Consumer,West,Temecula,808.6660000000002
2016,Consumer,West,Temecula,
2017,Consumer,West,Temecula,
2014,Consumer,West,Tempe,
2015,Consumer,West,Tempe,3.366000000000001
2016,Consumer,West,Tempe,307.92
2017,Consumer,West,Tempe,19.12
2014,Consumer,West,Thornton,447.94399999999996
2015,Consumer,West,Thornton,10.944
2016,Consumer,West,Thornton,
2017,Consumer,West,Thornton,306.36
2014,Consumer,West,Thousand Oaks,
2015,Consumer,West,Thousand Oaks,15.984000000000002
2016,Consumer,West,Thousand Oaks,
2017,Consumer,West,Thousand Oaks,
2014,Consumer,West,Tigard,1122.968
2015,Consumer,West,Tigard,
2016,Consumer,West,Tigard,
2017,Consumer,West,Tigard,
2014,Consumer,West,Tucson,2121.312
2015,Consumer,West,Tucson,792.832
2016,Consumer,West,Tucson,
2017,Consumer,West,Tucson,84.416
2014,Consumer,West,Vacaville,423.28
2015,Consumer,West,Vacaville,
2016,Consumer,West,Vacaville,
2017,Consumer,West,Vacaville,
2014,Consumer,West,Vallejo,156.786
2015,Consumer,West,Vallejo,
2016,Consumer,West,Vallejo,
2017,Consumer,West,Vallejo,
2014,Consumer,West,Visalia,
2015,Consumer,West,Visalia,
2016,Consumer,West,Visalia,310.86
2017,Consumer,West,Visalia,
2014,Consumer,West,West Jordan,55.5
2015,Consumer,West,West Jordan,256.35
2016,Consumer,West,West Jordan,
2017,Consumer,West,West Jordan,
2014,Consumer,West,Westminster,
2015,Consumer,West,Westminster,
2016,Consumer,West,Westminster,
2017,Consumer,West,Westminster,3826.646
2014,Consumer,West,Whittier,
2015,Consumer,West,Whittier,
2016,Consumer,West,Whittier,
2017,Consumer,West,Whittier,444.76800000000003
2014,Consumer,West,Woodland,
2015,Consumer,West,Woodland,
2016,Consumer,West,Woodland,239.98400000000004
2017,Consumer,West,Woodland,
2014,Corporate,Central,Amarillo,
2015,Corporate,Central,Amarillo,
2016,Corporate,Central,Amarillo,19.648
2017,Corporate,Central,Amarillo,205.33279999999996
2014,Corporate,Central,Ann Arbor,
2015,Corporate,Central,Ann Arbor,736.473
2016,Corporate,Central,Ann Arbor,
2017,Corporate,Central,Ann Arbor,
2014,Corporate,Central,Arlington,1273.6229999999996
2015,Corporate,Central,Arlington,
2016,Corporate,Central,Arlington,1150.8560000000002
2017,Corporate,Central,Arlington,697.49
2014,Corporate,Central,Aurora,
2015,Corporate,Central,Aurora,
2016,Corporate,Central,Aurora,339.97999999999996
2017,Corporate,Central,Aurora,824.143
2014,Corporate,Central,Austin,
2015,Corporate,Central,Austin,179.886
2016,Corporate,Central,Austin,1361.5939999999998
2017,Corporate,Central,Austin,1603.958
2014,Corporate,Central,Baytown,
2015,Corporate,Central,Baytown,10.368000000000002
2016,Corporate,Central,Baytown,
2017,Corporate,Central,Baytown,
2014,Corporate,Central,Beaumont,
2015,Corporate,Central,Beaumont,
2016,Corporate,Central,Beaumont,
2017,Corporate,Central,Beaumont,12.768
2014,Corporate,Central,Bedford,
2015,Corporate,Central,Bedford,
2016,Corporate,Central,Bedford,
2017,Corporate,Central,Bedford,205.29600000000002
2014,Corporate,Central,Bloomington,
2015,Corporate,Central,Bloomington,
2016,Corporate,Central,Bloomington,
2017,Corporate,Central,Bloomington,54.336000000000006
2014,Corporate,Central,Broken Arrow,
2015,Corporate,Central,Broken Arrow,
2016,Corporate,Central,Broken Arrow,1604.7300000000002
2017,Corporate,Central,Broken Arrow,
2014,Corporate,Central,Brownsville,247.78400000000002
2015,Corporate,Central,Brownsville,
2016,Corporate,Central,Brownsville,
2017,Corporate,Central,Brownsville,
2014,Corporate,Central,Bryan,
2015,Corporate,Central,Bryan,
2016,Corporate,Central,Bryan,550.8159999999999
2017,Corporate,Central,Bryan,
2014,Corporate,Central,Canton,
2015,Corporate,Central,Canton,
2016,Corporate,Central,Canton,
2017,Corporate,Central,Canton,316.32
2014,Corporate,Central,Carrollton,
2015,Corporate,Central,Carrollton,
2016,Corporate,Central,Carrollton,106.33600000000001
2017,Corporate,Central,Carrollton,3.3179999999999996
2014,Corporate,Central,Cedar Hill,
2015,Corporate,Central,Cedar Hill,
2016,Corporate,Central,Cedar Hill,
2017,Corporate,Central,Cedar Hill,115.296
2014,Corporate,Central,Chicago,1317.608
2015,Corporate,Central,Chicago,4601.604000000001
2016,Corporate,Central,Chicago,1140.3319999999999
2017,Corporate,Central,Chicago,4191.674999999999
2014,Corporate,Central,Columbia,77.21000000000001
2015,Corporate,Central,Columbia,
2016,Corporate,Central,Columbia,
2017,Corporate,Central,Columbia,
2014,Corporate,Central,Columbus,77.86
2015,Corporate,Central,Columbus,34.019999999999996
2016,Corporate,Central,Columbus,361.93999999999994
2017,Corporate,Central,Columbus,2885.4
2014,Corporate,Central,Conroe,
2015,Corporate,Central,Conroe,
2016,Corporate,Central,Conroe,111.67200000000001
2017,Corporate,Central,Conroe,
2014,Corporate,Central,Coppell,
2015,Corporate,Central,Coppell,95.84
2016,Corporate,Central,Coppell,
2017,Corporate,Central,Coppell,
2014,Corporate,Central,Corpus Christi,146.192
2015,Corporate,Central,Corpus Christi,
2016,Corporate,Central,Corpus Christi,
2017,Corporate,Central,Corpus Christi,
2014,Corporate,Central,Dallas,1153.638
2015,Corporate,Central,Dallas,1898.2910000000002
2016,Corporate,Central,Dallas,1201.748
2017,Corporate,Central,Dallas,3461.0361999999996
2014,Corporate,Central,Dearborn,
2015,Corporate,Central,Dearborn,1542.47
2016,Corporate,Central,Dearborn,
2017,Corporate,Central,Dearborn,60.84
2014,Corporate,Central,Decatur,535.288
2015,Corporate,Central,Decatur,
2016,Corporate,Central,Decatur,
2017,Corporate,Central,Decatur,193.26599999999996
2014,Corporate,Central,Deer Park,
2015,Corporate,Central,Deer Park,
2016,Corporate,Central,Deer Park,6.923999999999998
2017,Corporate,Central,Deer Park,
2014,Corporate,Central,Des Moines,
2015,Corporate,Central,Des Moines,
2016,Corporate,Central,Des Moines,445.3999999999999
2017,Corporate,Central,Des Moines,340.21999999999997
2014,Corporate,Central,Detroit,815.9100000000001
2015,Corporate,Central,Detroit,2918.1680000000006
2016,Corporate,Central,Detroit,5912.88
2017,Corporate,Central,Detroit,6247.936000000001
2014,Corporate,Central,Eagan,
2015,Corporate,Central,Eagan,
2016,Corporate,Central,Eagan,63.44
2017,Corporate,Central,Eagan,
2014,Corporate,Central,Eau Claire,
2015,Corporate,Central,Eau Claire,
2016,Corporate,Central,Eau Claire,
2017,Corporate,Central,Eau Claire,32.56
2014,Corporate,Central,El Paso,49.568000000000005
2015,Corporate,Central,El Paso,
2016,Corporate,Central,El Paso,
2017,Corporate,Central,El Paso,95.97600000000001
2014,Corporate,Central,Fort Worth,
2015,Corporate,Central,Fort Worth,39.60799999999999
2016,Corporate,Central,Fort Worth,39.792
2017,Corporate,Central,Fort Worth,1660.5904
2014,Corporate,Central,Franklin,392.93999999999994
2015,Corporate,Central,Franklin,
2016,Corporate,Central,Franklin,4329.74
2017,Corporate,Central,Franklin,
2014,Corporate,Central,Freeport,45.248000000000005
2015,Corporate,Central,Freeport,
2016,Corporate,Central,Freeport,
2017,Corporate,Central,Freeport,
2014,Corporate,Central,Fremont,
2015,Corporate,Central,Fremont,
2016,Corporate,Central,Fremont,79.8
2017,Corporate,Central,Fremont,884.54
2014,Corporate,Central,Garden City,257.98
2015,Corporate,Central,Garden City,
2016,Corporate,Central,Garden City,
2017,Corporate,Central,Garden City,33.29
2014,Corporate,Central,Grand Prairie,
2015,Corporate,Central,Grand Prairie,
2016,Corporate,Central,Grand Prairie,95.32000000000001
2017,Corporate,Central,Grand Prairie,
2014,Corporate,Central,Grand Rapids,
2015,Corporate,Central,Grand Rapids,
2016,Corporate,Central,Grand Rapids,24.849999999999998
2017,Corporate,Central,Grand Rapids,209.7
2014,Corporate,Central,Grapevine,
2015,Corporate,Central,Grapevine,
2016,Corporate,Central,Grapevine,41.528000000000006
2017,Corporate,Central,Grapevine,
2014,Corporate,Central,Green Bay,
2015,Corporate,Central,Green Bay,
2016,Corporate,Central,Green Bay,35.7
2017,Corporate,Central,Green Bay,22.72
2014,Corporate,Central,Haltom City,
2015,Corporate,Central,Haltom City,269.32800000000003
2016,Corporate,Central,Haltom City,
2017,Corporate,Central,Haltom City,
2014,Corporate,Central,Highland Park,
2015,Corporate,Central,Highland Park,
2016,Corporate,Central,Highland Park,577.1220000000001
2017,Corporate,Central,Highland Park,
2014,Corporate,Central,Houston,7395.7991999999995
2015,Corporate,Central,Houston,5094.416600000001
2016,Corporate,Central,Houston,5448.743
2017,Corporate,Central,Houston,4044.2079999999996
2014,Corporate,Central,Huntsville,2701.734
2015,Corporate,Central,Huntsville,
2016,Corporate,Central,Huntsville,1526.5667999999998
2017,Corporate,Central,Huntsville,
2014,Corporate,Central,Indianapolis,386.34
2015,Corporate,Central,Indianapolis,125.92999999999999
2016,Corporate,Central,Indianapolis,54.96
2017,Corporate,Central,Indianapolis,5381.44
2014,Corporate,Central,Iowa City,
2015,Corporate,Central,Iowa City,
2016,Corporate,Central,Iowa City,9.99
2017,Corporate,Central,Iowa City,
2014,Corporate,Central,Irving,
2015,Corporate,Central,Irving,
2016,Corporate,Central,Irving,15.936000000000002
2017,Corporate,Central,Irving,
2014,Corporate,Central,Jackson,508.61999999999995
2015,Corporate,Central,Jackson,1000.4300000000001
2016,Corporate,Central,Jackson,1966.954
2017,Corporate,Central,Jackson,
2014,Corporate,Central,Kenosha,
2015,Corporate,Central,Kenosha,974.9000000000001
2016,Corporate,Central,Kenosha,
2017,Corporate,Central,Kenosha,
2014,Corporate,Central,La Crosse,
2015,Corporate,Central,La Crosse,
2016,Corporate,Central,La Crosse,773.5899999999999
2017,Corporate,Central,La Crosse,
2014,Corporate,Central,La Porte,
2015,Corporate,Central,La Porte,
2016,Corporate,Central,La Porte,383.14
2017,Corporate,Central,La Porte,
2014,Corporate,Central,Lafayette,
2015,Corporate,Central,Lafayette,
2016,Corporate,Central,Lafayette,18358.139999999996
2017,Corporate,Central,Lafayette,
2014,Corporate,Central,Laredo,609.6140000000001
2015,Corporate,Central,Laredo,
2016,Corporate,Central,Laredo,
2017,Corporate,Central,Laredo,
2014,Corporate,Central,Lincoln Park,
2015,Corporate,Central,Lincoln Park,220.31
2016,Corporate,Central,Lincoln Park,167.292
2017,Corporate,Central,Lincoln Park,
2014,Corporate,Central,Lubbock,
2015,Corporate,Central,Lubbock,
2016,Corporate,Central,Lubbock,
2017,Corporate,Central,Lubbock,9.248000000000001
2014,Corporate,Central,Mansfield,
2015,Corporate,Central,Mansfield,
2016,Corporate,Central,Mansfield,
2017,Corporate,Central,Mansfield,41.47200000000001
2014,Corporate,Central,Maple Grove,
2015,Corporate,Central,Maple Grove,
2016,Corporate,Central,Maple Grove,
2017,Corporate,Central,Maple Grove,735.98
2014,Corporate,Central,Marion,
2015,Corporate,Central,Marion,
2016,Corporate,Central,Marion,115.84
2017,Corporate,Central,Marion,
2014,Corporate,Central,Mcallen,
2015,Corporate,Central,Mcallen,544.41
2016,Corporate,Central,Mcallen,
2017,Corporate,Central,Mcallen,17.798
2014,Corporate,Central,Mesquite,46.964
2015,Corporate,Central,Mesquite,
2016,Corporate,Central,Mesquite,
2017,Corporate,Central,Mesquite,5.184000000000001
2014,Corporate,Central,Milwaukee,
2015,Corporate,Central,Milwaukee,51.84
2016,Corporate,Central,Milwaukee,2409.0699999999997
2017,Corporate,Central,Milwaukee,3122.090000000001
2014,Corporate,Central,Minneapolis,67.15
2015,Corporate,Central,Minneapolis,
2016,Corporate,Central,Minneapolis,18.84
2017,Corporate,Central,Minneapolis,
2014,Corporate,Central,Missouri City,
2015,Corporate,Central,Missouri City,
2016,Corporate,Central,Missouri City,
2017,Corporate,Central,Missouri City,6.369999999999998
2014,Corporate,Central,Naperville,
2015,Corporate,Central,Naperville,
2016,Corporate,Central,Naperville,
2017,Corporate,Central,Naperville,147.168
2014,Corporate,Central,Noblesville,
2015,Corporate,Central,Noblesville,
2016,Corporate,Central,Noblesville,2678.94
2017,Corporate,Central,Noblesville,
2014,Corporate,Central,Norman,
2015,Corporate,Central,Norman,
2016,Corporate,Central,Norman,63.88
2017,Corporate,Central,Norman,
2014,Corporate,Central,Oak Park,
2015,Corporate,Central,Oak Park,
2016,Corporate,Central,Oak Park,
2017,Corporate,Central,Oak Park,591.0519999999999
2014,Corporate,Central,Odessa,
2015,Corporate,Central,Odessa,
2016,Corporate,Central,Odessa,606.2139999999998
2017,Corporate,Central,Odessa,29.793999999999997
2014,Corporate,Central,Oklahoma City,
2015,Corporate,Central,Oklahoma City,
2016,Corporate,Central,Oklahoma City,94.94999999999999
2017,Corporate,Central,Oklahoma City,
2014,Corporate,Central,Omaha,174.04
