Region,PL,City,Country,FC,BU,Year,Value Column Name,Value
"Asia-Pacific","130000","Melbourne","Australia","63000","103000","2019","AC",
"Asia-Pacific","130000","Melbourne","Australia","63000","103000","2019","AC - PY",
"Asia-Pacific","130000","Melbourne","Australia","63000","103000","2019","(AC - PY)%",
"Asia-Pacific","130000","Chengdu","China","94000","103000","2017","PY","96000"
"Asia-Pacific","130000","Chengdu","China","94000","103000","2017","AC","62000"
"Asia-Pacific","130000","Chengdu","China","94000","103000","2017","AC - PY","-34000"
"Asia-Pacific","130000","Chengdu","China","94000","103000","2017","(AC - PY)%","-0.35416666666666674"
"Asia-Pacific","130000","Chengdu","China","94000","103000","2018","PY",
"Asia-Pacific","130000","Chengdu","China","94000","103000","2018","AC",
"Asia-Pacific","130000","Chengdu","China","94000","103000","2018","AC - PY",
"Asia-Pacific","130000","Chengdu","China","94000","103000","2018","(AC - PY)%",
"Asia-Pacific","130000","Chengdu","China","94000","103000","2019","PY",
"Asia-Pacific","130000","Chengdu","China","94000","103000","2019","AC",
"Asia-Pacific","130000","Chengdu","China","94000","103000","2019","AC - PY",
"Asia-Pacific","130000","Chengdu","China","94000","103000","2019","(AC - PY)%",
"Asia-Pacific","63000","Shangai","China","126000","92000","2017","PY",
"Asia-Pacific","63000","Shangai","China","126000","92000","2017","AC",
"Asia-Pacific","63000","Shangai","China","126000","92000","2017","AC - PY",
"Asia-Pacific","63000","Shangai","China","126000","92000","2017","(AC - PY)%",
"Asia-Pacific","63000","Shangai","China","126000","92000","2018","PY","109000"
"Asia-Pacific","63000","Shangai","China","126000","92000","2018","AC","124000"
"Asia-Pacific","63000","Shangai","China","126000","92000","2018","AC - PY","15000"
"Asia-Pacific","63000","Shangai","China","126000","92000","2018","(AC - PY)%","0.13761467889908258"
"Asia-Pacific","63000","Shangai","China","126000","92000","2019","PY",
"Asia-Pacific","63000","Shangai","China","126000","92000","2019","AC",
"Asia-Pacific","63000","Shangai","China","126000","92000","2019","AC - PY",
"Asia-Pacific","63000","Shangai","China","126000","92000","2019","(AC - PY)%",
"Asia-Pacific","69000","Tokyo","Japan","150000","99000","2017","PY","112000"
"Asia-Pacific","69000","Tokyo","Japan","150000","99000","2017","AC","119000"
"Asia-Pacific","69000","Tokyo","Japan","150000","99000","2017","AC - PY","7000"
"Asia-Pacific","69000","Tokyo","Japan","150000","99000","2017","(AC - PY)%","0.0625"
"Asia-Pacific","69000","Tokyo","Japan","150000","99000","2018","PY",
"Asia-Pacific","69000","Tokyo","Japan","150000","99000","2018","AC",
"Asia-Pacific","69000","Tokyo","Japan","150000","99000","2018","AC - PY",
"Asia-Pacific","69000","Tokyo","Japan","150000","99000","2018","(AC - PY)%",
"Asia-Pacific","69000","Tokyo","Japan","150000","99000","2019","PY",
"Asia-Pacific","69000","Tokyo","Japan","150000","99000","2019","AC",
"Asia-Pacific","69000","Tokyo","Japan","150000","99000","2019","AC - PY",
"Asia-Pacific","69000","Tokyo","Japan","150000","99000","2019","(AC - PY)%",
"Asia-Pacific","41000","Seoul","Other","87000","95000","2017","PY",
"Asia-Pacific","41000","Seoul","Other","87000","95000","2017","AC",
"Asia-Pacific","41000","Seoul","Other","87000","95000","2017","AC - PY",
"Asia-Pacific","41000","Seoul","Other","87000","95000","2017","(AC - PY)%",
"Asia-Pacific","41000","Seoul","Other","87000","95000","2018","PY",
"Asia-Pacific","41000","Seoul","Other","87000","95000","2018","AC",
"Asia-Pacific","41000","Seoul","Other","87000","95000","2018","AC - PY",
"Asia-Pacific","41000","Seoul","Other","87000","95000","2018","(AC - PY)%",
"Asia-Pacific","41000","Seoul","Other","87000","95000","2019","PY","66000"
"Asia-Pacific","41000","Seoul","Other","87000","95000","2019","AC","69000"
"Asia-Pacific","41000","Seoul","Other","87000","95000","2019","AC - PY","3000"
"Asia-Pacific","41000","Seoul","Other","87000","95000","2019","(AC - PY)%","0.045454545454545456"
"Asia-Pacific","41000","Chengdu","China","138000","65000","2017","PY",
"Asia-Pacific","41000","Chengdu","China","138000","65000","2017","AC",
"Asia-Pacific","41000","Chengdu","China","138000","65000","2017","AC - PY",
"Asia-Pacific","41000","Chengdu","China","138000","65000","2017","(AC - PY)%",
"Asia-Pacific","41000","Chengdu","China","138000","65000","2018","PY","117000"
"Asia-Pacific","41000","Chengdu","China","138000","65000","2018","AC","48000"
"Asia-Pacific","41000","Chengdu","China","138000","65000","2018","AC - PY","-69000"
"Asia-Pacific","41000","Chengdu","China","138000","65000","2018","(AC - PY)%","-0.5897435897435898"
"Asia-Pacific","41000","Chengdu","China","138000","65000","2019","PY",
"Asia-Pacific","41000","Chengdu","China","138000","65000","2019","AC",
"Asia-Pacific","41000","Chengdu","China","138000","65000","2019","AC - PY",
"Asia-Pacific","41000","Chengdu","China","138000","65000","2019","(AC - PY)%",
"Asia-Pacific","109000","Sydney","Australia","101000","115000","2017","PY",
"Asia-Pacific","109000","Sydney","Australia","101000","115000","2017","AC",
"Asia-Pacific","109000","Sydney","Australia","101000","115000","2017","AC - PY",
"Asia-Pacific","109000","Sydney","Australia","101000","115000","2017","(AC - PY)%",
"Asia-Pacific","109000","Sydney","Australia","101000","115000","2018","PY","38000"
"Asia-Pacific","109000","Sydney","Australia","101000","115000","2018","AC","117000"
"Asia-Pacific","109000","Sydney","Australia","101000","115000","2018","AC - PY","79000"
"Asia-Pacific","109000","Sydney","Australia","101000","115000","2018","(AC - PY)%","2.0789473684210527"
"Asia-Pacific","109000","Sydney","Australia","101000","115000","2019","PY",
"Asia-Pacific","109000","Sydney","Australia","101000","115000","2019","AC",
"Asia-Pacific","109000","Sydney","Australia","101000","115000","2019","AC - PY",
"Asia-Pacific","109000","Sydney","Australia","101000","115000","2019","(AC - PY)%",
"Asia-Pacific","133000","Beijing","China","149000","133000","2017","PY",
"Asia-Pacific","133000","Beijing","China","149000","133000","2017","AC",
"Asia-Pacific","133000","Beijing","China","149000","133000","2017","AC - PY",
"Asia-Pacific","133000","Beijing","China","149000","133000","2017","(AC - PY)%",
"Asia-Pacific","133000","Beijing","China","149000","133000","2018","PY","92000"
"Asia-Pacific","133000","Beijing","China","149000","133000","2018","AC","115000"
"Asia-Pacific","133000","Beijing","China","149000","133000","2018","AC - PY","23000"
"Asia-Pacific","133000","Beijing","China","149000","133000","2018","(AC - PY)%","0.25"
"Asia-Pacific","133000","Beijing","China","149000","133000","2019","PY",
"Asia-Pacific","133000","Beijing","China","149000","133000","2019","AC",
"Asia-Pacific","133000","Beijing","China","149000","133000","2019","AC - PY",
"Asia-Pacific","133000","Beijing","China","149000","133000","2019","(AC - PY)%",
"Asia-Pacific","92000","Hiroshima","Japan","82000","59000","2017","PY",
"Asia-Pacific","92000","Hiroshima","Japan","82000","59000","2017","AC",
"Asia-Pacific","92000","Hiroshima","Japan","82000","59000","2017","AC - PY",
"Asia-Pacific","92000","Hiroshima","Japan","82000","59000","2017","(AC - PY)%",
"Asia-Pacific","92000","Hiroshima","Japan","82000","59000","2018","PY",
"Asia-Pacific","92000","Hiroshima","Japan","82000","59000","2018","AC",
"Asia-Pacific","92000","Hiroshima","Japan","82000","59000","2018","AC - PY",
"Asia-Pacific","92000","Hiroshima","Japan","82000","59000","2018","(AC - PY)%",
"Asia-Pacific","92000","Hiroshima","Japan","82000","59000","2019","PY","67000"
"Asia-Pacific","92000","Hiroshima","Japan","82000","59000","2019","AC","102000"
"Asia-Pacific","92000","Hiroshima","Japan","82000","59000","2019","AC - PY","35000"
"Asia-Pacific","92000","Hiroshima","Japan","82000","59000","2019","(AC - PY)%","0.5223880597014925"
"Asia-Pacific","87000","Hiroshima","Japan","121000","136000","2017","PY",
"Asia-Pacific","87000","Hiroshima","Japan","121000","136000","2017","AC",
"Asia-Pacific","87000","Hiroshima","Japan","121000","136000","2017","AC - PY",
"Asia-Pacific","87000","Hiroshima","Japan","121000","136000","2017","(AC - PY)%",
"Asia-Pacific","87000","Hiroshima","Japan","121000","136000","2018","PY","62000"
"Asia-Pacific","87000","Hiroshima","Japan","121000","136000","2018","AC","92000"
"Asia-Pacific","87000","Hiroshima","Japan","121000","136000","2018","AC - PY","30000"
"Asia-Pacific","87000","Hiroshima","Japan","121000","136000","2018","(AC - PY)%","0.4838709677419355"
"Asia-Pacific","87000","Hiroshima","Japan","121000","136000","2019","PY",
"Asia-Pacific","87000","Hiroshima","Japan","121000","136000","2019","AC",
"Asia-Pacific","87000","Hiroshima","Japan","121000","136000","2019","AC - PY",
"Asia-Pacific","87000","Hiroshima","Japan","121000","136000","2019","(AC - PY)%",
"Asia-Pacific","94000","Tokyo","Japan","93000","127000","2017","PY",
"Asia-Pacific","94000","Tokyo","Japan","93000","127000","2017","AC",
"Asia-Pacific","94000","Tokyo","Japan","93000","127000","2017","AC - PY",
"Asia-Pacific","94000","Tokyo","Japan","93000","127000","2017","(AC - PY)%",
"Asia-Pacific","94000","Tokyo","Japan","93000","127000","2018","PY",
"Asia-Pacific","94000","Tokyo","Japan","93000","127000","2018","AC",
"Asia-Pacific","94000","Tokyo","Japan","93000","127000","2018","AC - PY",
"Asia-Pacific","94000","Tokyo","Japan","93000","127000","2018","(AC - PY)%",
"Asia-Pacific","94000","Tokyo","Japan","93000","127000","2019","PY","139000"
"Asia-Pacific","94000","Tokyo","Japan","93000","127000","2019","AC","91000"
"Asia-Pacific","94000","Tokyo","Japan","93000","127000","2019","AC - PY","-48000"
"Asia-Pacific","94000","Tokyo","Japan","93000","127000","2019","(AC - PY)%","-0.3453237410071942"
"Asia-Pacific","116000","Tokyo","Japan","145000","141000","2017","PY",
"Asia-Pacific","116000","Tokyo","Japan","145000","141000","2017","AC",
"Asia-Pacific","116000","Tokyo","Japan","145000","141000","2017","AC - PY",
"Asia-Pacific","116000","Tokyo","Japan","145000","141000","2017","(AC - PY)%",
"Asia-Pacific","116000","Tokyo","Japan","145000","141000","2018","PY","59000"
"Asia-Pacific","116000","Tokyo","Japan","145000","141000","2018","AC","89000"
"Asia-Pacific","116000","Tokyo","Japan","145000","141000","2018","AC - PY","30000"
"Asia-Pacific","116000","Tokyo","Japan","145000","141000","2018","(AC - PY)%","0.5084745762711864"
"Asia-Pacific","116000","Tokyo","Japan","145000","141000","2019","PY",
"Asia-Pacific","116000","Tokyo","Japan","145000","141000","2019","AC",
"Asia-Pacific","116000","Tokyo","Japan","145000","141000","2019","AC - PY",
"Asia-Pacific","116000","Tokyo","Japan","145000","141000","2019","(AC - PY)%",
"Asia-Pacific","52000","Seoul","Other","55000","130000","2017","PY",
"Asia-Pacific","52000","Seoul","Other","55000","130000","2017","AC",
"Asia-Pacific","52000","Seoul","Other","55000","130000","2017","AC - PY",
"Asia-Pacific","52000","Seoul","Other","55000","130000","2017","(AC - PY)%",
"Asia-Pacific","52000","Seoul","Other","55000","130000","2018","PY","78000"
"Asia-Pacific","52000","Seoul","Other","55000","130000","2018","AC","78000"
"Asia-Pacific","52000","Seoul","Other","55000","130000","2018","AC - PY","0"
"Asia-Pacific","52000","Seoul","Other","55000","130000","2018","(AC - PY)%","0"
"Asia-Pacific","52000","Seoul","Other","55000","130000","2019","PY",
"Asia-Pacific","52000","Seoul","Other","55000","130000","2019","AC",
"Asia-Pacific","52000","Seoul","Other","55000","130000","2019","AC - PY",
"Asia-Pacific","52000","Seoul","Other","55000","130000","2019","(AC - PY)%",
"Asia-Pacific","62000","Yokohoma","Japan","144000","131000","2017","PY",
"Asia-Pacific","62000","Yokohoma","Japan","144000","131000","2017","AC",
"Asia-Pacific","62000","Yokohoma","Japan","144000","131000","2017","AC - PY",
"Asia-Pacific","62000","Yokohoma","Japan","144000","131000","2017","(AC - PY)%",
"Asia-Pacific","62000","Yokohoma","Japan","144000","131000","2018","PY","66000"
"Asia-Pacific","62000","Yokohoma","Japan","144000","131000","2018","AC","68000"
"Asia-Pacific","62000","Yokohoma","Japan","144000","131000","2018","AC - PY","2000"
"Asia-Pacific","62000","Yokohoma","Japan","144000","131000","2018","(AC - PY)%","0.030303030303030304"
"Asia-Pacific","62000","Yokohoma","Japan","144000","131000","2019","PY",
"Asia-Pacific","62000","Yokohoma","Japan","144000","131000","2019","AC",
"Asia-Pacific","62000","Yokohoma","Japan","144000","131000","2019","AC - PY",
"Asia-Pacific","62000","Yokohoma","Japan","144000","131000","2019","(AC - PY)%",
"Asia-Pacific","113000","Shangai","China","63000","82000","2017","PY",
"Asia-Pacific","113000","Shangai","China","63000","82000","2017","AC",
"Asia-Pacific","113000","Shangai","China","63000","82000","2017","AC - PY",
"Asia-Pacific","113000","Shangai","China","63000","82000","2017","(AC - PY)%",
"Asia-Pacific","113000","Shangai","China","63000","82000","2018","PY",
"Asia-Pacific","113000","Shangai","China","63000","82000","2018","AC",
"Asia-Pacific","113000","Shangai","China","63000","82000","2018","AC - PY",
"Asia-Pacific","113000","Shangai","China","63000","82000","2018","(AC - PY)%",
"Asia-Pacific","113000","Shangai","China","63000","82000","2019","PY","96000"
"Asia-Pacific","113000","Shangai","China","63000","82000","2019","AC","68000"
"Asia-Pacific","113000","Shangai","China","63000","82000","2019","AC - PY","-28000"
"Asia-Pacific","113000","Shangai","China","63000","82000","2019","(AC - PY)%","-0.2916666666666667"
"Asia-Pacific","66000","Sydney","Australia","58000","75000","2017","PY","54000"
"Asia-Pacific","66000","Sydney","Australia","58000","75000","2017","AC","62000"
"Asia-Pacific","66000","Sydney","Australia","58000","75000","2017","AC - PY","8000"
"Asia-Pacific","66000","Sydney","Australia","58000","75000","2017","(AC - PY)%","0.14814814814814814"
"Asia-Pacific","66000","Sydney","Australia","58000","75000","2018","PY",
"Asia-Pacific","66000","Sydney","Australia","58000","75000","2018","AC",
"Asia-Pacific","66000","Sydney","Australia","58000","75000","2018","AC - PY",
"Asia-Pacific","66000","Sydney","Australia","58000","75000","2018","(AC - PY)%",
"Asia-Pacific","66000","Sydney","Australia","58000","75000","2019","PY",
"Asia-Pacific","66000","Sydney","Australia","58000","75000","2019","AC",
"Asia-Pacific","66000","Sydney","Australia","58000","75000","2019","AC - PY",
"Asia-Pacific","66000","Sydney","Australia","58000","75000","2019","(AC - PY)%",
"Asia-Pacific","111000","Seoul","Other","118000","93000","2017","PY","134000"
"Asia-Pacific","111000","Seoul","Other","118000","93000","2017","AC","50000"
"Asia-Pacific","111000","Seoul","Other","118000","93000","2017","AC - PY","-84000"
"Asia-Pacific","111000","Seoul","Other","118000","93000","2017","(AC - PY)%","-0.6268656716417911"
"Asia-Pacific","111000","Seoul","Other","118000","93000","2018","PY",
"Asia-Pacific","111000","Seoul","Other","118000","93000","2018","AC",
"Asia-Pacific","111000","Seoul","Other","118000","93000","2018","AC - PY",
"Asia-Pacific","111000","Seoul","Other","118000","93000","2018","(AC - PY)%",
"Asia-Pacific","111000","Seoul","Other","118000","93000","2019","PY",
"Asia-Pacific","111000","Seoul","Other","118000","93000","2019","AC",
"Asia-Pacific","111000","Seoul","Other","118000","93000","2019","AC - PY",
"Asia-Pacific","111000","Seoul","Other","118000","93000","2019","(AC - PY)%",
"Asia-Pacific","35000","Beijing","China","137000","78000","2017","PY","104000"
"Asia-Pacific","35000","Beijing","China","137000","78000","2017","AC","48000"
"Asia-Pacific","35000","Beijing","China","137000","78000","2017","AC - PY","-56000"
"Asia-Pacific","35000","Beijing","China","137000","78000","2017","(AC - PY)%","-0.5384615384615384"
"Asia-Pacific","35000","Beijing","China","137000","78000","2018","PY",
"Asia-Pacific","35000","Beijing","China","137000","78000","2018","AC",
"Asia-Pacific","35000","Beijing","China","137000","78000","2018","AC - PY",
"Asia-Pacific","35000","Beijing","China","137000","78000","2018","(AC - PY)%",
"Asia-Pacific","35000","Beijing","China","137000","78000","2019","PY",
"Asia-Pacific","35000","Beijing","China","137000","78000","2019","AC",
"Asia-Pacific","35000","Beijing","China","137000","78000","2019","AC - PY",
"Asia-Pacific","35000","Beijing","China","137000","78000","2019","(AC - PY)%",
"Asia-Pacific","85000","Yokohoma","Japan","65000","121000","2017","PY","35000"
"Asia-Pacific","85000","Yokohoma","Japan","65000","121000","2017","AC","47000"
"Asia-Pacific","85000","Yokohoma","Japan","65000","121000","2017","AC - PY","12000"
"Asia-Pacific","85000","Yokohoma","Japan","65000","121000","2017","(AC - PY)%","0.34285714285714286"
"Asia-Pacific","85000","Yokohoma","Japan","65000","121000","2018","PY",
"Asia-Pacific","85000","Yokohoma","Japan","65000","121000","2018","AC",
"Asia-Pacific","85000","Yokohoma","Japan","65000","121000","2018","AC - PY",
"Asia-Pacific","85000","Yokohoma","Japan","65000","121000","2018","(AC - PY)%",
"Asia-Pacific","85000","Yokohoma","Japan","65000","121000","2019","PY",
"Asia-Pacific","85000","Yokohoma","Japan","65000","121000","2019","AC",
"Asia-Pacific","85000","Yokohoma","Japan","65000","121000","2019","AC - PY",
"Asia-Pacific","85000","Yokohoma","Japan","65000","121000","2019","(AC - PY)%",
"Asia-Pacific","42000","Sydney","Australia","106000","96000","2017","PY",
"Asia-Pacific","42000","Sydney","Australia","106000","96000","2017","AC",
"Asia-Pacific","42000","Sydney","Australia","106000","96000","2017","AC - PY",
"Asia-Pacific","42000","Sydney","Australia","106000","96000","2017","(AC - PY)%",
"Asia-Pacific","42000","Sydney","Australia","106000","96000","2018","PY",
"Asia-Pacific","42000","Sydney","Australia","106000","96000","2018","AC",
"Asia-Pacific","42000","Sydney","Australia","106000","96000","2018","AC - PY",
"Asia-Pacific","42000","Sydney","Australia","106000","96000","2018","(AC - PY)%",
"Asia-Pacific","42000","Sydney","Australia","106000","96000","2019","PY","147000"
"Asia-Pacific","42000","Sydney","Australia","106000","96000","2019","AC","42000"
"Asia-Pacific","42000","Sydney","Australia","106000","96000","2019","AC - PY","-105000"
"Asia-Pacific","42000","Sydney","Australia","106000","96000","2019","(AC - PY)%","-0.7142857142857143"
"Asia-Pacific","78000","Hiroshima","Japan","39000","86000","2017","PY","117000"
"Asia-Pacific","78000","Hiroshima","Japan","39000","86000","2017","AC","40000"
"Asia-Pacific","78000","Hiroshima","Japan","39000","86000","2017","AC - PY","-77000"
"Asia-Pacific","78000","Hiroshima","Japan","39000","86000","2017","(AC - PY)%","-0.658119658119658"
"Asia-Pacific","78000","Hiroshima","Japan","39000","86000","2018","PY",
"Asia-Pacific","78000","Hiroshima","Japan","39000","86000","2018","AC",
"Asia-Pacific","78000","Hiroshima","Japan","39000","86000","2018","AC - PY",
"Asia-Pacific","78000","Hiroshima","Japan","39000","86000","2018","(AC - PY)%",
"Asia-Pacific","78000","Hiroshima","Japan","39000","86000","2019","PY",
"Asia-Pacific","78000","Hiroshima","Japan","39000","86000","2019","AC",
"Asia-Pacific","78000","Hiroshima","Japan","39000","86000","2019","AC - PY",
"Asia-Pacific","78000","Hiroshima","Japan","39000","86000","2019","(AC - PY)%",
"Asia-Pacific","135000","Beijing","China","124000","115000","2017","PY",
"Asia-Pacific","135000","Beijing","China","124000","115000","2017","AC",
"Asia-Pacific","135000","Beijing","China","124000","115000","2017","AC - PY",
"Asia-Pacific","135000","Beijing","China","124000","115000","2017","(AC - PY)%",
"Asia-Pacific","135000","Beijing","China","124000","115000","2018","PY",
"Asia-Pacific","135000","Beijing","China","124000","115000","2018","AC",
"Asia-Pacific","135000","Beijing","China","124000","115000","2018","AC - PY",
"Asia-Pacific","135000","Beijing","China","124000","115000","2018","(AC - PY)%",
"Asia-Pacific","135000","Beijing","China","124000","115000","2019","PY","145000"
"Asia-Pacific","135000","Beijing","China","124000","115000","2019","AC","39000"
"Asia-Pacific","135000","Beijing","China","124000","115000","2019","AC - PY","-106000"
"Asia-Pacific","135000","Beijing","China","124000","115000","2019","(AC - PY)%","-0.7310344827586206"
"Asia-Pacific","47000","Chengdu","China","69000","108000","2017","PY",
"Asia-Pacific","47000","Chengdu","China","69000","108000","2017","AC",
"Asia-Pacific","47000","Chengdu","China","69000","108000","2017","AC - PY",
"Asia-Pacific","47000","Chengdu","China","69000","108000","2017","(AC - PY)%",
"Asia-Pacific","47000","Chengdu","China","69000","108000","2018","PY",
"Asia-Pacific","47000","Chengdu","China","69000","108000","2018","AC",
"Asia-Pacific","47000","Chengdu","China","69000","108000","2018","AC - PY",
"Asia-Pacific","47000","Chengdu","China","69000","108000","2018","(AC - PY)%",
"Asia-Pacific","47000","Chengdu","China","69000","108000","2019","PY","80000"
"Asia-Pacific","47000","Chengdu","China","69000","108000","2019","AC","38000"
"Asia-Pacific","47000","Chengdu","China","69000","108000","2019","AC - PY","-42000"
"Asia-Pacific","47000","Chengdu","China","69000","108000","2019","(AC - PY)%","-0.525"
"Asia-Pacific","97000","Brisbane","Australia","70000","150000","2017","PY",
"Asia-Pacific","97000","Brisbane","Australia","70000","150000","2017","AC",
"Asia-Pacific","97000","Brisbane","Australia","70000","150000","2017","AC - PY",
"Asia-Pacific","97000","Brisbane","Australia","70000","150000","2017","(AC - PY)%",
"Asia-Pacific","97000","Brisbane","Australia","70000","150000","2018","PY",
"Asia-Pacific","97000","Brisbane","Australia","70000","150000","2018","AC",
"Asia-Pacific","97000","Brisbane","Australia","70000","150000","2018","AC - PY",
"Asia-Pacific","97000","Brisbane","Australia","70000","150000","2018","(AC - PY)%",
"Asia-Pacific","97000","Brisbane","Australia","70000","150000","2019","PY","70000"
"Asia-Pacific","97000","Brisbane","Australia","70000","150000","2019","AC","38000"
"Asia-Pacific","97000","Brisbane","Australia","70000","150000","2019","AC - PY","-32000"
"Asia-Pacific","97000","Brisbane","Australia","70000","150000","2019","(AC - PY)%","-0.45714285714285713"
"Asia-Pacific","114000","Yokohoma","Japan","46000","129000","2017","PY",
"Asia-Pacific","114000","Yokohoma","Japan","46000","129000","2017","AC",
"Asia-Pacific","114000","Yokohoma","Japan","46000","129000","2017","AC - PY",
"Asia-Pacific","114000","Yokohoma","Japan","46000","129000","2017","(AC - PY)%",
"Asia-Pacific","114000","Yokohoma","Japan","46000","129000","2018","PY",
"Asia-Pacific","114000","Yokohoma","Japan","46000","129000","2018","AC",
"Asia-Pacific","114000","Yokohoma","Japan","46000","129000","2018","AC - PY",
"Asia-Pacific","114000","Yokohoma","Japan","46000","129000","2018","(AC - PY)%",
"Asia-Pacific","114000","Yokohoma","Japan","46000","129000","2019","PY","73000"
"Asia-Pacific","114000","Yokohoma","Japan","46000","129000","2019","AC","36000"
"Asia-Pacific","114000","Yokohoma","Japan","46000","129000","2019","AC - PY","-37000"
"Asia-Pacific","114000","Yokohoma","Japan","46000","129000","2019","(AC - PY)%","-0.5068493150684932"
"Asia-Pacific","12000","Melbourne","Australia","14000","16000","2017","PY","9000"
"Asia-Pacific","12000","Melbourne","Australia","14000","16000","2017","AC","11000"
"Asia-Pacific","12000","Melbourne","Australia","14000","16000","2017","AC - PY","2000"
"Asia-Pacific","12000","Melbourne","Australia","14000","16000","2017","(AC - PY)%","0.2222222222222222"
"Asia-Pacific","12000","Melbourne","Australia","14000","16000","2018","PY",
"Asia-Pacific","12000","Melbourne","Australia","14000","16000","2018","AC",
"Asia-Pacific","12000","Melbourne","Australia","14000","16000","2018","AC - PY",
"Asia-Pacific","12000","Melbourne","Australia","14000","16000","2018","(AC - PY)%",
"Asia-Pacific","12000","Melbourne","Australia","14000","16000","2019","PY",
"Asia-Pacific","12000","Melbourne","Australia","14000","16000","2019","AC",
"Asia-Pacific","12000","Melbourne","Australia","14000","16000","2019","AC - PY",
"Asia-Pacific","12000","Melbourne","Australia","14000","16000","2019","(AC - PY)%",
