Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Category,Orders.Sub-Category,Orders.Segment,Orders.Region,Sum(Orders.Quantity),Sum(Orders.Profit),Sum(Orders.Discount),Sum(Orders.Sales),CountNonNull(Orders.Postal Code)
2014,Technology,Accessories,Consumer,Central,80,622.1514000000001,3.0000000000000004,3137.73,18
2015,Technology,Accessories,Consumer,Central,84,791.0439999999998,3.2000000000000006,4051.0919999999996,21
2016,Technology,Accessories,Consumer,Central,106,1371.3057,3.600000000000001,7690.97,25
2017,Technology,Accessories,Consumer,Central,122,958.8847999999996,3.400000000000001,4182.512,37
2014,Technology,Accessories,Consumer,East,56,628.1177999999998,2.1999999999999997,2785.562,19
2015,Technology,Accessories,Consumer,East,85,2949.7856999999995,2.6,11843.260000000002,27
2016,Technology,Accessories,Consumer,East,66,497.3909000000001,1.4,2482.4400000000005,21
2017,Technology,Accessories,Consumer,East,147,1164.7838999999997,3.800000000000001,5749.793999999999,40
2014,Technology,Accessories,Consumer,South,56,654.2967,1,2610.7960000000003,13
2015,Technology,Accessories,Consumer,South,67,357.7556999999999,1.4,2110.15,14
2016,Technology,Accessories,Consumer,South,66,1092.9295,1.5999999999999999,3826.0720000000006,21
2017,Technology,Accessories,Consumer,South,76,683.3252999999996,2.6,3104.5460000000003,22
2014,Technology,Accessories,Consumer,West,144,1152.2438,1.7999999999999998,5764.523999999999,33
2015,Technology,Accessories,Consumer,West,131,2510.7203,1.5999999999999999,8394.364,33
2016,Technology,Accessories,Consumer,West,89,2343.5202999999997,0.4,9461.813999999998,23
2017,Technology,Accessories,Consumer,West,203,2957.6667000000007,1.4,9909.612,41
2014,Technology,Accessories,Corporate,Central,42,169.61589999999998,1.2,792,11
2015,Technology,Accessories,Corporate,Central,29,266.8103,1.2,1471.1039999999998,9
2016,Technology,Accessories,Corporate,Central,62,435.2235999999999,1.7999999999999998,1788.966,16
2017,Technology,Accessories,Corporate,Central,62,591.2838999999999,1.4,2143.168,15
2014,Technology,Accessories,Corporate,East,29,285.4739,0.4,836.53,6
2015,Technology,Accessories,Corporate,East,44,691.2335,0.8,2084.7459999999996,14
2016,Technology,Accessories,Corporate,East,39,422.33049999999986,1,1918.672,11
2017,Technology,Accessories,Corporate,East,110,1534.5531999999998,2.6,6908.05,25
2014,Technology,Accessories,Corporate,South,30,721.8762999999999,0.4,1925.896,10
2015,Technology,Accessories,Corporate,South,32,287.0609999999999,0.6000000000000001,1175.652,6
2016,Technology,Accessories,Corporate,South,35,1318.4211999999998,0.4,4165.411999999999,9
2017,Technology,Accessories,Corporate,South,32,758.1191999999999,0.6000000000000001,2908.4959999999996,9
2014,Technology,Accessories,Corporate,West,58,482.6298,0.2,1687.1200000000003,16
2015,Technology,Accessories,Corporate,West,44,408.38689999999997,0.6000000000000001,1427.508,13
2016,Technology,Accessories,Corporate,West,83,1297.8576999999998,0.8,4795.588,24
2017,Technology,Accessories,Corporate,West,150,3036.6036,1,12161.655999999999,33
2014,Technology,Accessories,Home Office,Central,17,99.49419999999998,0.6000000000000001,509.24,5
2015,Technology,Accessories,Home Office,Central,35,473.19339999999994,1.2,2273.032,8
2016,Technology,Accessories,Home Office,Central,37,81.56060000000002,1.4,1322.278,9
2017,Technology,Accessories,Home Office,Central,40,1391.0628000000002,0.8,4593.984,9
2014,Technology,Accessories,Home Office,East,18,974.4441000000002,0.4,2431.676,6
2015,Technology,Accessories,Home Office,East,41,1047.4399,1,3983.43,12
2016,Technology,Accessories,Home Office,East,43,340.28149999999994,1.2,1830.266,14
2017,Technology,Accessories,Home Office,East,46,660.0294999999999,0.2,2178.946,11
2014,Technology,Accessories,Home Office,South,24,309.55559999999997,0.4,1058.598,5
2015,Technology,Accessories,Home Office,South,29,183.21739999999997,0.4,855.732,4
2016,Technology,Accessories,Home Office,South,23,132.49019999999996,0.8,1388.3600000000001,4
2017,Technology,Accessories,Home Office,South,34,505.49429999999995,0.8,2147.0440000000003,11
2014,Technology,Accessories,Home Office,West,26,302.81549999999993,0,1474.6000000000001,6
2015,Technology,Accessories,Home Office,West,14,230.62709999999996,0,853.89,5
2016,Technology,Accessories,Home Office,West,33,330.9768,0.4,1225.0160000000003,9
2017,Technology,Accessories,Home Office,West,57,1430.5498000000002,1.2,3958.4240000000004,22
2014,Technology,Copiers,Consumer,Central,5,624.9875,0.2,1999.96,1
2015,Technology,Copiers,Consumer,Central,9,857.9740999999999,0.4,2519.924,3
2016,Technology,Copiers,Consumer,Central,,,,,
2017,Technology,Copiers,Consumer,Central,,,,,
2014,Technology,Copiers,Consumer,East,12,650.9887,1.4,4099.9259999999995,4
2015,Technology,Copiers,Consumer,East,11,1404.9717,0.6000000000000001,4159.912,3
2016,Technology,Copiers,Consumer,East,12,1491.9899999999989,1.2000000000000002,11039.927999999998,3
2017,Technology,Copiers,Consumer,East,8,5109.9821,0.4,11099.939999999999,2
2014,Technology,Copiers,Consumer,South,2,89.99699999999999,0.2,479.98400000000004,1
2015,Technology,Copiers,Consumer,South,,,,,
2016,Technology,Copiers,Consumer,South,8,751.9624,0,1599.92,1
2017,Technology,Copiers,Consumer,South,4,941.9857999999999,0.2,2359.964,2
2014,Technology,Copiers,Consumer,West,6,1136.9796000000001,0.2,2999.946,2
2015,Technology,Copiers,Consumer,West,13,1154.9706999999999,0.8,3919.8960000000006,4
2016,Technology,Copiers,Consumer,West,15,2501.9559,0.6000000000000001,7079.876000000002,4
2017,Technology,Copiers,Consumer,West,12,7364.9650999999985,0.6000000000000001,16459.894,5
2014,Technology,Copiers,Corporate,Central,3,134.9955,0.2,719.9760000000001,1
2015,Technology,Copiers,Corporate,Central,14,3576.9476999999993,0.4,8739.872000000001,4
2016,Technology,Copiers,Corporate,Central,5,8399.975999999999,0,17499.949999999997,1
2017,Technology,Copiers,Corporate,Central,7,677.9851000000001,0.4,2719.944,2
2014,Technology,Copiers,Corporate,East,,,,,
2015,Technology,Copiers,Corporate,East,,,,,
2016,Technology,Copiers,Corporate,East,8,1059.9779999999998,0.6000000000000001,3319.932,3
2017,Technology,Copiers,Corporate,East,3,74.99849999999992,0.4,899.982,1
2014,Technology,Copiers,Corporate,South,,,,,
2015,Technology,Copiers,Corporate,South,3,314.9895,0,899.97,1
2016,Technology,Copiers,Corporate,South,4,119.99599999999992,0.2,959.9680000000001,1
2017,Technology,Copiers,Corporate,South,5,1439.976,0,2999.95,1
2014,Technology,Copiers,Corporate,West,,,,,
2015,Technology,Copiers,Corporate,West,8,1645.4641,0.2,3589.9220000000005,2
2016,Technology,Copiers,Corporate,West,3,374.99249999999995,0.2,1199.976,1
2017,Technology,Copiers,Corporate,West,7,1169.98,0.4,3279.944,2
2014,Technology,Copiers,Home Office,Central,1,274.995,0,549.99,1
2015,Technology,Copiers,Home Office,Central,3,724.986,0,1549.97,2
2016,Technology,Copiers,Home Office,Central,,,,,
2017,Technology,Copiers,Home Office,Central,2,335.99440000000004,0.2,959.984,1
2014,Technology,Copiers,Home Office,East,,,,,
2015,Technology,Copiers,Home Office,East,2,249.99499999999998,0.2,799.984,1
2016,Technology,Copiers,Home Office,East,9,2591.9568,0,5399.91,1
2017,Technology,Copiers,Home Office,East,6,4387.980999999999,0.2,12399.948,2
2014,Technology,Copiers,Home Office,West,,,,,
2015,Technology,Copiers,Home Office,West,,,,,
2016,Technology,Copiers,Home Office,West,5,449.9849999999999,0,1499.95,1
2017,Technology,Copiers,Home Office,West,19,3527.9421999999995,0.6000000000000001,9719.838,4
2014,Technology,Machines,Consumer,Central,15,-1657.482000000002,1.2000000000000002,9577.601999999999,3
2015,Technology,Machines,Consumer,Central,7,-23.665500000000023,0.8,771.3499999999999,3
2016,Technology,Machines,Consumer,Central,6,14.119499999999846,0.7,1650.81,2
2017,Technology,Machines,Consumer,Central,,,,,
2014,Technology,Machines,Consumer,East,16,3399.0852,1.4,10174.875,5
2015,Technology,Machines,Consumer,East,24,-1870.1156000000005,1.4,4754.802,5
2016,Technology,Machines,Consumer,East,30,-2863.7971000000016,2.0999999999999996,15004.997000000001,6
2017,Technology,Machines,Consumer,East,7,38.74250000000009,1.4,733.755,3
2014,Technology,Machines,Consumer,South,8,-1426.7031000000004,1,4134.945,3
2015,Technology,Machines,Consumer,South,10,1414.8208999999997,0.5,3112.985,2
2016,Technology,Machines,Consumer,South,11,2962.2359999999994,0.5,9841.650000000001,3
2017,Technology,Machines,Consumer,South,7,-39.795000000000144,1,1248.97,3
2014,Technology,Machines,Consumer,West,15,438.2881999999999,1.3,1452.181,4
2015,Technology,Machines,Consumer,West,21,903.3806999999989,1,8072.232,5
2016,Technology,Machines,Consumer,West,23,585.4388999999996,1.9,7216.718999999999,7
2017,Technology,Machines,Consumer,West,17,266.50820000000004,0.6000000000000001,1794.952,3
2014,Technology,Machines,Corporate,Central,13,-883.2633000000006,1.2000000000000002,6139.65,3
2015,Technology,Machines,Corporate,Central,2,55.99859999999995,0.4,479.988,1
2016,Technology,Machines,Corporate,Central,,,,,
2017,Technology,Machines,Corporate,Central,8,465.76029999999935,0.9,5097.096,3
2014,Technology,Machines,Corporate,East,4,-559.3559999999999,0.7,399.54,1
2015,Technology,Machines,Corporate,East,21,1210.2939999999999,1.4,7349.9400000000005,4
2016,Technology,Machines,Corporate,East,21,1521.4505999999994,1.4,10210.941,4
2017,Technology,Machines,Corporate,East,17,452.2137,0.7,5931.615,3
2014,Technology,Machines,Corporate,South,,,,,
2015,Technology,Machines,Corporate,South,,,,,
2016,Technology,Machines,Corporate,South,9,1347.7005,0.5,3305.475,2
2017,Technology,Machines,Corporate,South,6,-3867.8183999999987,1,8695.68,2
2014,Technology,Machines,Corporate,West,6,287.98199999999997,0.2,767.9520000000001,1
2015,Technology,Machines,Corporate,West,5,34.99649999999998,0.8999999999999999,299.97,2
2016,Technology,Machines,Corporate,West,15,-144.4069999999998,1.1,3503.9700000000003,3
2017,Technology,Machines,Corporate,West,14,781.4674999999993,1.7,8094.937999999999,6
2014,Technology,Machines,Home Office,Central,2,156.04699999999997,0.3,574.91,1
2015,Technology,Machines,Home Office,Central,2,137.26399999999995,0.3,600.53,1
2016,Technology,Machines,Home Office,Central,3,43.199100000000044,0.3,1007.979,1
2017,Technology,Machines,Home Office,Central,8,205.95569999999992,0.8,897.469,3
2014,Technology,Machines,Home Office,East,3,2026.0857,0,4061.97,2
2015,Technology,Machines,Home Office,East,2,1114.512,0,2321.9,1
2016,Technology,Machines,Home Office,East,,,,,
2017,Technology,Machines,Home Office,East,20,2459.5279,0,5161.83,3
2014,Technology,Machines,Home Office,South,10,-1827.504400000002,1,23459.78,2
2015,Technology,Machines,Home Office,South,,,,,
2016,Technology,Machines,Home Office,South,1,-1.829499999999996,0.5,91.475,1
2017,Technology,Machines,Home Office,South,,,,,
2014,Technology,Machines,Home Office,West,4,415.98959999999994,0.2,1279.968,1
2015,Technology,Machines,Home Office,West,,,,,
2016,Technology,Machines,Home Office,West,10,-556.7930000000003,1.1,4072.8700000000003,3
2017,Technology,Machines,Home Office,West,17,-3631.7780000000007,1.8,5888.370000000001,4
2014,Technology,Phones,Consumer,Central,48,735.6789999999996,2.4,5550.280000000001,16
2015,Technology,Phones,Consumer,Central,83,1798.2329999999995,2.6,8957.145999999999,26
2016,Technology,Phones,Consumer,Central,133,1865.3407000000002,3.2000000000000006,11299.903999999999,35
2017,Technology,Phones,Consumer,Central,92,2016.7668999999996,4.800000000000002,11301.456,28
2014,Technology,Phones,Consumer,East,104,3043.2290000000003,4.8,16651.997999999996,28
2015,Technology,Phones,Consumer,East,113,2038.22,4.8,12095.466,35
2016,Technology,Phones,Consumer,East,113,635.6175999999998,4.3999999999999995,6680.607999999999,31
2017,Technology,Phones,Consumer,East,184,1611.187,8.000000000000002,16083.965999999999,46
2014,Technology,Phones,Consumer,South,46,1185.0283,0.6000000000000001,4690.514,12
2015,Technology,Phones,Consumer,South,79,1558.2632999999998,1.4,5847.6579999999985,19
2016,Technology,Phones,Consumer,South,58,976.231,2.4,7732.339999999999,17
2017,Technology,Phones,Consumer,South,86,1904.3891999999998,2.1999999999999997,12575.692000000001,20
2014,Technology,Phones,Consumer,West,161,1812.6377999999995,7.0000000000000036,19498.272,35
2015,Technology,Phones,Consumer,West,115,1143.4174999999996,6.200000000000003,11779.96,31
2016,Technology,Phones,Consumer,West,94,589.7996999999996,5.8000000000000025,7625.639999999999,29
2017,Technology,Phones,Consumer,West,176,923.0746999999998,8.600000000000001,11561.864000000001,43
2014,Technology,Phones,Corporate,Central,25,277.50849999999997,1,2548.196000000001,6
2015,Technology,Phones,Corporate,Central,66,891.0112999999997,2.4,6451.064,17
2016,Technology,Phones,Corporate,Central,85,789.2826999999997,2.1999999999999997,5353.372000000001,18
2017,Technology,Phones,Corporate,Central,34,433.4771999999999,1.5999999999999999,2828.1639999999998,12
2014,Technology,Phones,Corporate,East,48,299.65110000000004,2.4,3744.7819999999997,12
2015,Technology,Phones,Corporate,East,77,914.1632999999997,3.1999999999999997,7726.91,24
2016,Technology,Phones,Corporate,East,70,1104.0686,3.1999999999999997,7130.253999999999,20
2017,Technology,Phones,Corporate,East,109,811.7353000000003,4.3999999999999995,11263.672,31
2014,Technology,Phones,Corporate,South,52,2277.5083999999997,0.8,9740.380000000001,14
2015,Technology,Phones,Corporate,South,22,383.77779999999984,1.2,2000.7240000000002,8
2016,Technology,Phones,Corporate,South,34,196.22480000000002,1.4,1767.8080000000002,7
2017,Technology,Phones,Corporate,South,56,822.701,1.5999999999999999,5765.3200000000015,15
2014,Technology,Phones,Corporate,West,75,639.2624000000001,3.800000000000001,5094.312,19
2015,Technology,Phones,Corporate,West,58,476.4329999999997,3.400000000000001,4197.688,17
2016,Technology,Phones,Corporate,West,80,845.2782000000007,4.200000000000001,8693.488000000001,21
2017,Technology,Phones,Corporate,West,112,604.136,6.200000000000003,6847.280000000001,31
2014,Technology,Phones,Home Office,Central,25,467.74119999999994,1,1827.276,7
2015,Technology,Phones,Home Office,Central,29,617.9998,0.8,3955.7120000000004,8
2016,Technology,Phones,Home Office,Central,28,760.5102,0.4,3249.1759999999995,9
2017,Technology,Phones,Home Office,Central,65,1669.4761999999998,1.9999999999999998,9081.536,18
2014,Technology,Phones,Home Office,East,10,86.2218,0,291.87,3
2015,Technology,Phones,Home Office,East,35,347.2843,1.2000000000000002,2739.03,10
2016,Technology,Phones,Home Office,East,47,428.1258999999999,3.5999999999999996,7479.493999999999,13
2017,Technology,Phones,Home Office,East,72,995.1821000000001,3.5999999999999996,8726.931999999999,19
2014,Technology,Phones,Home Office,South,35,623.1709,0.2,2818.0699999999997,8
2015,Technology,Phones,Home Office,South,,,,,
2016,Technology,Phones,Home Office,South,21,335.4691999999998,0.8,2343.674,8
2017,Technology,Phones,Home Office,South,37,504.5114000000001,1.4,3022.2580000000007,12
2014,Technology,Phones,Home Office,West,55,360.3668999999999,2.1999999999999997,4934.856000000001,11
2015,Technology,Phones,Home Office,West,20,230.00410000000008,0.8,2562.344,4
2016,Technology,Phones,Home Office,West,55,933.6443000000002,3.400000000000001,9606.272,17
2017,Technology,Phones,Home Office,West,67,552.688,3.800000000000001,6282.376000000001,19
