Category,Sub-Category,Value Column Name,Value
"Office Supplies","Supplies","2016 Qtr 2 Row ID","17"
"Office Supplies","Supplies","2016 Qtr 2 Quantity","65"
"Office Supplies","Supplies","2016 Qtr 2 Profit","56.0429"
"Office Supplies","Supplies","2016 Qtr 2 Sales","1852.094"
"Office Supplies","Supplies","2016 Qtr 3 Row ID","21"
"Office Supplies","Supplies","2016 Qtr 3 Quantity","65"
"Office Supplies","Supplies","2016 Qtr 3 Profit","-877.6241"
"Office Supplies","Supplies","2016 Qtr 3 Sales","5335.036"
"Office Supplies","Supplies","2016 Qtr 4 Row ID","15"
"Office Supplies","Supplies","2016 Qtr 4 Quantity","60"
"Office Supplies","Supplies","2016 Qtr 4 Profit","-112.8962"
"Office Supplies","Supplies","2016 Qtr 4 Sales","1922.054"
"Office Supplies","Supplies","2017 Qtr 1 Row ID","9"
"Office Supplies","Supplies","2017 Qtr 1 Quantity","24"
"Office Supplies","Supplies","2017 Qtr 1 Profit","-158.7625"
"Office Supplies","Supplies","2017 Qtr 1 Sales","5993.236"
"Office Supplies","Supplies","2017 Qtr 2 Row ID","20"
"Office Supplies","Supplies","2017 Qtr 2 Quantity","67"
"Office Supplies","Supplies","2017 Qtr 2 Profit","54.2588"
"Office Supplies","Supplies","2017 Qtr 2 Sales","1908.108"
"Office Supplies","Supplies","2017 Qtr 3 Row ID","19"
"Office Supplies","Supplies","2017 Qtr 3 Quantity","64"
"Office Supplies","Supplies","2017 Qtr 3 Profit","-983.9404"
"Office Supplies","Supplies","2017 Qtr 3 Sales","5513.794"
"Office Supplies","Supplies","2017 Qtr 4 Row ID","12"
"Office Supplies","Supplies","2017 Qtr 4 Quantity","34"
"Office Supplies","Supplies","2017 Qtr 4 Profit","136.4019"
"Office Supplies","Supplies","2017 Qtr 4 Sales","2631.256"
"Office Supplies","Supplies","2018 Qtr 1 Row ID","1"
"Office Supplies","Supplies","2018 Qtr 1 Quantity","7"
"Office Supplies","Supplies","2018 Qtr 1 Profit","5.0274"
"Office Supplies","Supplies","2018 Qtr 1 Sales","44.688"
"Office Supplies","Supplies","2018 Qtr 2 Row ID",
"Office Supplies","Supplies","2018 Qtr 2 Quantity",
"Office Supplies","Supplies","2018 Qtr 2 Profit",
"Office Supplies","Supplies","2018 Qtr 2 Sales",
"Technology","Accessories","2014 Qtr 1 Row ID","24"
"Technology","Accessories","2014 Qtr 1 Quantity","102"
"Technology","Accessories","2014 Qtr 1 Profit","1247.1014"
"Technology","Accessories","2014 Qtr 1 Sales","3661.712"
"Technology","Accessories","2014 Qtr 2 Row ID","25"
"Technology","Accessories","2014 Qtr 2 Quantity","100"
"Technology","Accessories","2014 Qtr 2 Profit","932.4019"
"Technology","Accessories","2014 Qtr 2 Sales","4238.19"
"Technology","Accessories","2014 Qtr 3 Row ID","44"
"Technology","Accessories","2014 Qtr 3 Quantity","187"
"Technology","Accessories","2014 Qtr 3 Profit","1855.842"
"Technology","Accessories","2014 Qtr 3 Sales","8145.902"
"Technology","Accessories","2014 Qtr 4 Row ID","47"
"Technology","Accessories","2014 Qtr 4 Quantity","161"
"Technology","Accessories","2014 Qtr 4 Profit","1316.1834"
"Technology","Accessories","2014 Qtr 4 Sales","6390.646"
"Technology","Accessories","2015 Qtr 1 Row ID","29"
"Technology","Accessories","2015 Qtr 1 Quantity","102"
"Technology","Accessories","2015 Qtr 1 Profit","920.9089"
"Technology","Accessories","2015 Qtr 1 Sales","4328.61"
"Technology","Accessories","2015 Qtr 2 Row ID","29"
"Technology","Accessories","2015 Qtr 2 Quantity","106"
"Technology","Accessories","2015 Qtr 2 Profit","1570.2636"
"Technology","Accessories","2015 Qtr 2 Sales","5071.776"
"Technology","Accessories","2015 Qtr 3 Row ID","47"
"Technology","Accessories","2015 Qtr 3 Quantity","189"
"Technology","Accessories","2015 Qtr 3 Profit","3982.6625"
"Technology","Accessories","2015 Qtr 3 Sales","14158.326"
"Technology","Accessories","2015 Qtr 4 Row ID","69"
"Technology","Accessories","2015 Qtr 4 Quantity","268"
"Technology","Accessories","2015 Qtr 4 Profit","4774.6265"
"Technology","Accessories","2015 Qtr 4 Sales","19543.07"
"Technology","Accessories","2016 Qtr 1 Row ID","42"
"Technology","Accessories","2016 Qtr 1 Quantity","129"
"Technology","Accessories","2016 Qtr 1 Profit","1861.1354"
"Technology","Accessories","2016 Qtr 1 Sales","8247.794"
"Technology","Accessories","2016 Qtr 2 Row ID","29"
"Technology","Accessories","2016 Qtr 2 Quantity","105"
"Technology","Accessories","2016 Qtr 2 Profit","1686.775"
"Technology","Accessories","2016 Qtr 2 Sales","6415.982"
"Technology","Accessories","2016 Qtr 3 Row ID","45"
"Technology","Accessories","2016 Qtr 3 Quantity","176"
"Technology","Accessories","2016 Qtr 3 Profit","2473.8261"
"Technology","Accessories","2016 Qtr 3 Sales","12091.4"
"Technology","Accessories","2016 Qtr 4 Row ID","68"
"Technology","Accessories","2016 Qtr 4 Quantity","267"
"Technology","Accessories","2016 Qtr 4 Profit","3629.028"
"Technology","Accessories","2016 Qtr 4 Sales","14994.758"
"Technology","Accessories","2017 Qtr 1 Row ID","55"
"Technology","Accessories","2017 Qtr 1 Quantity","192"
"Technology","Accessories","2017 Qtr 1 Profit","3254.2294"
"Technology","Accessories","2017 Qtr 1 Sales","11929.318"
"Technology","Accessories","2017 Qtr 2 Row ID","56"
"Technology","Accessories","2017 Qtr 2 Quantity","226"
"Technology","Accessories","2017 Qtr 2 Profit","3122.3552"
"Technology","Accessories","2017 Qtr 2 Sales","12086.874"
"Technology","Accessories","2017 Qtr 3 Row ID","78"
"Technology","Accessories","2017 Qtr 3 Quantity","308"
"Technology","Accessories","2017 Qtr 3 Profit","5603.1931"
"Technology","Accessories","2017 Qtr 3 Sales","20989.714"
"Technology","Accessories","2017 Qtr 4 Row ID","88"
"Technology","Accessories","2017 Qtr 4 Quantity","358"
"Technology","Accessories","2017 Qtr 4 Profit","3706.1033"
"Technology","Accessories","2017 Qtr 4 Sales","15086.246"
"Technology","Accessories","2018 Qtr 1 Row ID",
"Technology","Accessories","2018 Qtr 1 Quantity",
"Technology","Accessories","2018 Qtr 1 Profit",
"Technology","Accessories","2018 Qtr 1 Sales",
"Technology","Accessories","2018 Qtr 2 Row ID",
"Technology","Accessories","2018 Qtr 2 Quantity",
"Technology","Accessories","2018 Qtr 2 Profit",
"Technology","Accessories","2018 Qtr 2 Sales",
"Technology","Copiers","2014 Qtr 1 Row ID","2"
"Technology","Copiers","2014 Qtr 1 Quantity","5"
"Technology","Copiers","2014 Qtr 1 Profit","244.9935"
"Technology","Copiers","2014 Qtr 1 Sales","1379.964"
"Technology","Copiers","2014 Qtr 2 Row ID","1"
"Technology","Copiers","2014 Qtr 2 Quantity","2"
"Technology","Copiers","2014 Qtr 2 Profit","89.997"
"Technology","Copiers","2014 Qtr 2 Sales","479.984"
"Technology","Copiers","2014 Qtr 3 Row ID","3"
"Technology","Copiers","2014 Qtr 3 Quantity","7"
"Technology","Copiers","2014 Qtr 3 Profit","1311.9771"
"Technology","Copiers","2014 Qtr 3 Sales","3559.938"
"Technology","Copiers","2014 Qtr 4 Row ID","4"
"Technology","Copiers","2014 Qtr 4 Quantity","15"
"Technology","Copiers","2014 Qtr 4 Profit","1265.9757"
"Technology","Copiers","2014 Qtr 4 Sales","5429.896"
"Technology","Copiers","2015 Qtr 1 Row ID","4"
"Technology","Copiers","2015 Qtr 1 Quantity","14"
"Technology","Copiers","2015 Qtr 1 Profit","2754.4477"
"Technology","Copiers","2015 Qtr 1 Sales","6989.872"
"Technology","Copiers","2015 Qtr 2 Row ID","6"
"Technology","Copiers","2015 Qtr 2 Quantity","22"
"Technology","Copiers","2015 Qtr 2 Profit","2577.935"
"Technology","Copiers","2015 Qtr 2 Sales","7339.814"
"Technology","Copiers","2015 Qtr 3 Row ID","3"
"Technology","Copiers","2015 Qtr 3 Quantity","6"
"Technology","Copiers","2015 Qtr 3 Profit","839.983"
"Technology","Copiers","2015 Qtr 3 Sales","2359.948"
"Technology","Copiers","2015 Qtr 4 Row ID","7"
"Technology","Copiers","2015 Qtr 4 Quantity","21"
"Technology","Copiers","2015 Qtr 4 Profit","3757.9331"
"Technology","Copiers","2015 Qtr 4 Sales","9489.816"
"Technology","Copiers","2016 Qtr 1 Row ID","3"
"Technology","Copiers","2016 Qtr 1 Quantity","10"
"Technology","Copiers","2016 Qtr 1 Profit","681.9759"
"Technology","Copiers","2016 Qtr 1 Sales","2819.914"
"Technology","Copiers","2016 Qtr 2 Row ID","2"
"Technology","Copiers","2016 Qtr 2 Quantity","9"
"Technology","Copiers","2016 Qtr 2 Profit","2064.9833"
"Technology","Copiers","2016 Qtr 2 Sales","11199.936"
"Technology","Copiers","2016 Qtr 3 Row ID","8"
"Technology","Copiers","2016 Qtr 3 Quantity","40"
"Technology","Copiers","2016 Qtr 3 Profit","13825.858"
"Technology","Copiers","2016 Qtr 3 Sales","31899.64"
"Technology","Copiers","2016 Qtr 4 Row ID","3"
"Technology","Copiers","2016 Qtr 4 Quantity","10"
"Technology","Copiers","2016 Qtr 4 Profit","1169.9754"
"Technology","Copiers","2016 Qtr 4 Sales","3679.92"
"Technology","Copiers","2017 Qtr 1 Row ID","7"
"Technology","Copiers","2017 Qtr 1 Quantity","25"
"Technology","Copiers","2017 Qtr 1 Profit","10565.9147"
"Technology","Copiers","2017 Qtr 1 Sales","24319.772"
"Technology","Copiers","2017 Qtr 2 Row ID",
"Technology","Copiers","2017 Qtr 2 Quantity",
"Technology","Copiers","2017 Qtr 2 Profit",
"Technology","Copiers","2017 Qtr 2 Sales",
"Technology","Copiers","2017 Qtr 3 Row ID","6"
"Technology","Copiers","2017 Qtr 3 Quantity","17"
"Technology","Copiers","2017 Qtr 3 Profit","1731.9653"
"Technology","Copiers","2017 Qtr 3 Sales","5619.872"
"Technology","Copiers","2017 Qtr 4 Row ID","9"
"Technology","Copiers","2017 Qtr 4 Quantity","31"
"Technology","Copiers","2017 Qtr 4 Profit","12733.9102"
"Technology","Copiers","2017 Qtr 4 Sales","32959.744"
"Technology","Copiers","2018 Qtr 1 Row ID",
"Technology","Copiers","2018 Qtr 1 Quantity",
"Technology","Copiers","2018 Qtr 1 Profit",
"Technology","Copiers","2018 Qtr 1 Sales",
"Technology","Copiers","2018 Qtr 2 Row ID",
"Technology","Copiers","2018 Qtr 2 Quantity",
"Technology","Copiers","2018 Qtr 2 Profit",
"Technology","Copiers","2018 Qtr 2 Sales",
"Technology","Machines","2014 Qtr 1 Row ID","6"
"Technology","Machines","2014 Qtr 1 Quantity","23"
"Technology","Machines","2014 Qtr 1 Profit","-1232.1838"
"Technology","Machines","2014 Qtr 1 Sales","26999.828"
"Technology","Machines","2014 Qtr 2 Row ID","4"
"Technology","Machines","2014 Qtr 2 Quantity","12"
"Technology","Machines","2014 Qtr 2 Profit","-142.0174"
"Technology","Machines","2014 Qtr 2 Sales","979.729"
"Technology","Machines","2014 Qtr 3 Row ID","11"
"Technology","Machines","2014 Qtr 3 Quantity","37"
"Technology","Machines","2014 Qtr 3 Profit","506.7987"
"Technology","Machines","2014 Qtr 3 Sales","17565.99"
"Technology","Machines","2014 Qtr 4 Row ID","4"
"Technology","Machines","2014 Qtr 4 Quantity","18"
"Technology","Machines","2014 Qtr 4 Profit","948.5894"
"Technology","Machines","2014 Qtr 4 Sales","15709.874"
"Technology","Machines","2015 Qtr 1 Row ID","5"
"Technology","Machines","2015 Qtr 1 Quantity","26"
"Technology","Machines","2015 Qtr 1 Profit","1267.608"
"Technology","Machines","2015 Qtr 1 Sales","3077.772"
"Technology","Machines","2015 Qtr 2 Row ID","4"
"Technology","Machines","2015 Qtr 2 Quantity","14"
"Technology","Machines","2015 Qtr 2 Profit","512.4678"
"Technology","Machines","2015 Qtr 2 Sales","5851.236"
"Technology","Machines","2015 Qtr 3 Row ID","6"
"Technology","Machines","2015 Qtr 3 Quantity","30"
"Technology","Machines","2015 Qtr 3 Profit","2591.3144"
"Technology","Machines","2015 Qtr 3 Sales","9931.086"
"Technology","Machines","2015 Qtr 4 Row ID","9"
"Technology","Machines","2015 Qtr 4 Quantity","24"
"Technology","Machines","2015 Qtr 4 Profit","-1392.6356"
"Technology","Machines","2015 Qtr 4 Sales","7122.995"
"Technology","Machines","2016 Qtr 1 Row ID","5"
"Technology","Machines","2016 Qtr 1 Quantity","19"
"Technology","Machines","2016 Qtr 1 Profit","-6537.365"
"Technology","Machines","2016 Qtr 1 Sales","11413.645"
"Technology","Machines","2016 Qtr 2 Row ID","11"
"Technology","Machines","2016 Qtr 2 Quantity","49"
"Technology","Machines","2016 Qtr 2 Profit","8355.4319"
"Technology","Machines","2016 Qtr 2 Sales","32849.218"
"Technology","Machines","2016 Qtr 3 Row ID","9"
"Technology","Machines","2016 Qtr 3 Quantity","31"
"Technology","Machines","2016 Qtr 3 Profit","-607.0962"
"Technology","Machines","2016 Qtr 3 Sales","5483.147"
"Technology","Machines","2016 Qtr 4 Row ID","7"
"Technology","Machines","2016 Qtr 4 Quantity","34"
"Technology","Machines","2016 Qtr 4 Profit","2370.0173"
"Technology","Machines","2016 Qtr 4 Sales","8439.466"
"Technology","Machines","2017 Qtr 1 Row ID","7"
"Technology","Machines","2017 Qtr 1 Quantity","28"
"Technology","Machines","2017 Qtr 1 Profit","1164.182"
"Technology","Machines","2017 Qtr 1 Sales","10263.723"
"Technology","Machines","2017 Qtr 2 Row ID","9"
"Technology","Machines","2017 Qtr 2 Quantity","39"
"Technology","Machines","2017 Qtr 2 Profit","-5303.8454"
"Technology","Machines","2017 Qtr 2 Sales","16681.967"
"Technology","Machines","2017 Qtr 3 Row ID","9"
"Technology","Machines","2017 Qtr 3 Quantity","27"
"Technology","Machines","2017 Qtr 3 Profit","1106.5344"
"Technology","Machines","2017 Qtr 3 Sales","8847.621"
"Technology","Machines","2017 Qtr 4 Row ID","9"
"Technology","Machines","2017 Qtr 4 Quantity","29"
"Technology","Machines","2017 Qtr 4 Profit","-223.0436"
"Technology","Machines","2017 Qtr 4 Sales","8021.334"
"Technology","Machines","2018 Qtr 1 Row ID",
"Technology","Machines","2018 Qtr 1 Quantity",
"Technology","Machines","2018 Qtr 1 Profit",
"Technology","Machines","2018 Qtr 1 Sales",
"Technology","Machines","2018 Qtr 2 Row ID",
"Technology","Machines","2018 Qtr 2 Quantity",
"Technology","Machines","2018 Qtr 2 Profit",
"Technology","Machines","2018 Qtr 2 Sales",
"Technology","Phones","2014 Qtr 1 Row ID","22"
"Technology","Phones","2014 Qtr 1 Quantity","104"
"Technology","Phones","2014 Qtr 1 Profit","2040.9245"
"Technology","Phones","2014 Qtr 1 Sales","11783.624"
"Technology","Phones","2014 Qtr 2 Row ID","44"
"Technology","Phones","2014 Qtr 2 Quantity","170"
"Technology","Phones","2014 Qtr 2 Profit","2826.0586"
"Technology","Phones","2014 Qtr 2 Sales","19350.276"
"Technology","Phones","2014 Qtr 3 Row ID","48"
"Technology","Phones","2014 Qtr 3 Quantity","172"
"Technology","Phones","2014 Qtr 3 Profit","3049.0481"
"Technology","Phones","2014 Qtr 3 Sales","16743.658"
"Technology","Phones","2014 Qtr 4 Row ID","51"
"Technology","Phones","2014 Qtr 4 Quantity","217"
"Technology","Phones","2014 Qtr 4 Profit","3845.0607"
"Technology","Phones","2014 Qtr 4 Sales","28179.004"
"Technology","Phones","2015 Qtr 1 Row ID","40"
"Technology","Phones","2015 Qtr 1 Quantity","131"
"Technology","Phones","2015 Qtr 1 Profit","1149.67"
"Technology","Phones","2015 Qtr 1 Sales","13763.25"
"Technology","Phones","2015 Qtr 2 Row ID","50"
"Technology","Phones","2015 Qtr 2 Quantity","160"
"Technology","Phones","2015 Qtr 2 Profit","1770.8569"
"Technology","Phones","2015 Qtr 2 Sales","13352.012"
"Technology","Phones","2015 Qtr 3 Row ID","49"
"Technology","Phones","2015 Qtr 3 Quantity","200"
"Technology","Phones","2015 Qtr 3 Profit","3841.2547"
"Technology","Phones","2015 Qtr 3 Sales","22760.934"
"Technology","Phones","2015 Qtr 4 Row ID","64"
"Technology","Phones","2015 Qtr 4 Quantity","222"
"Technology","Phones","2015 Qtr 4 Profit","3627.9796"
"Technology","Phones","2015 Qtr 4 Sales","19409.89"
"Technology","Phones","2016 Qtr 1 Row ID","41"
"Technology","Phones","2016 Qtr 1 Quantity","140"
"Technology","Phones","2016 Qtr 1 Profit","1155.4238"
"Technology","Phones","2016 Qtr 1 Sales","14707.13"
"Technology","Phones","2016 Qtr 2 Row ID","52"
"Technology","Phones","2016 Qtr 2 Quantity","177"
"Technology","Phones","2016 Qtr 2 Profit","2026.9788"
"Technology","Phones","2016 Qtr 2 Sales","15413.444"
"Technology","Phones","2016 Qtr 3 Row ID","63"
"Technology","Phones","2016 Qtr 3 Quantity","235"
"Technology","Phones","2016 Qtr 3 Profit","1979.5236"
"Technology","Phones","2016 Qtr 3 Sales","14919.29"
"Technology","Phones","2016 Qtr 4 Row ID","70"
"Technology","Phones","2016 Qtr 4 Quantity","268"
"Technology","Phones","2016 Qtr 4 Profit","4330.9481"
"Technology","Phones","2016 Qtr 4 Sales","33981.65"
"Technology","Phones","2017 Qtr 1 Row ID","69"
"Technology","Phones","2017 Qtr 1 Quantity","256"
"Technology","Phones","2017 Qtr 1 Profit","3319.513"
"Technology","Phones","2017 Qtr 1 Sales","23790.248"
"Technology","Phones","2017 Qtr 2 Row ID","64"
"Technology","Phones","2017 Qtr 2 Quantity","226"
"Technology","Phones","2017 Qtr 2 Profit","3273.5276"
"Technology","Phones","2017 Qtr 2 Sales","24816.226"
"Technology","Phones","2017 Qtr 3 Row ID","72"
"Technology","Phones","2017 Qtr 3 Quantity","280"
"Technology","Phones","2017 Qtr 3 Profit","2718.4771"
"Technology","Phones","2017 Qtr 3 Sales","31167.49"
"Technology","Phones","2017 Qtr 4 Row ID","87"
"Technology","Phones","2017 Qtr 4 Quantity","318"
"Technology","Phones","2017 Qtr 4 Profit","3531.0699"
"Technology","Phones","2017 Qtr 4 Sales","25460.772"
"Technology","Phones","2018 Qtr 1 Row ID","2"
"Technology","Phones","2018 Qtr 1 Quantity","10"
"Technology","Phones","2018 Qtr 1 Profit","25.4061"
"Technology","Phones","2018 Qtr 1 Sales","393.306"
"Technology","Phones","2018 Qtr 2 Row ID","1"
"Technology","Phones","2018 Qtr 2 Quantity","3"
"Technology","Phones","2018 Qtr 2 Profit","4.0095"
"Technology","Phones","2018 Qtr 2 Sales","14.85"
