Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Category,Orders.Sub-Category,Orders.City,Sum(Orders.Sales)
2015,Technology,Chairs,Rome,
2015,Furniture,Chairs,San Antonio,210.61599999999999
2015,Office Supplies,Chairs,San Antonio,
2015,Technology,Chairs,San Antonio,
2015,Furniture,Chairs,San Diego,4241.280000000001
2015,Office Supplies,Chairs,San Diego,
2015,Technology,Chairs,San Diego,
2015,Furniture,Chairs,San Francisco,2867.216000000001
2015,Office Supplies,Chairs,San Francisco,
2015,Technology,Chairs,San Francisco,
2015,Furniture,Chairs,Santa Barbara,362.13599999999997
2015,Office Supplies,Chairs,Santa Barbara,
2015,Technology,Chairs,Santa Barbara,
2015,Furniture,Chairs,Seattle,2934.208
2015,Office Supplies,Chairs,Seattle,
2015,Technology,Chairs,Seattle,
2015,Furniture,Chairs,Smyrna,643.136
2015,Office Supplies,Chairs,Smyrna,
2015,Technology,Chairs,Smyrna,
2015,Furniture,Chairs,Springfield,598.458
2015,Office Supplies,Chairs,Springfield,
2015,Technology,Chairs,Springfield,
2015,Furniture,Chairs,Texas City,199.304
2015,Office Supplies,Chairs,Texas City,
2015,Technology,Chairs,Texas City,
2015,Furniture,Chairs,Troy,109.764
2015,Office Supplies,Chairs,Troy,
2015,Technology,Chairs,Troy,
2015,Furniture,Chairs,Warner Robins,392.93999999999994
2015,Office Supplies,Chairs,Warner Robins,
2015,Technology,Chairs,Warner Robins,
2015,Furniture,Chairs,Washington,1267.53
2015,Office Supplies,Chairs,Washington,
2015,Technology,Chairs,Washington,
2015,Furniture,Chairs,Wilmington,1268.82
2015,Office Supplies,Chairs,Wilmington,
2015,Technology,Chairs,Wilmington,
2015,Furniture,Copiers,Chicago,
2015,Office Supplies,Copiers,Chicago,
2015,Technology,Copiers,Chicago,2799.9600000000005
2015,Furniture,Copiers,Decatur,
2015,Office Supplies,Copiers,Decatur,
2015,Technology,Copiers,Decatur,899.97
2015,Furniture,Copiers,Denver,
2015,Office Supplies,Copiers,Denver,
2015,Technology,Copiers,Denver,439.992
2015,Furniture,Copiers,Evanston,
2015,Office Supplies,Copiers,Evanston,
2015,Technology,Copiers,Evanston,1439.968
2015,Furniture,Copiers,Indianapolis,
2015,Office Supplies,Copiers,Indianapolis,
2015,Technology,Copiers,Indianapolis,999.98
2015,Furniture,Copiers,Lansing,
2015,Office Supplies,Copiers,Lansing,
2015,Technology,Copiers,Lansing,599.98
2015,Furniture,Copiers,Los Angeles,
2015,Office Supplies,Copiers,Los Angeles,
2015,Technology,Copiers,Los Angeles,1599.9520000000002
2015,Furniture,Copiers,Lubbock,
2015,Office Supplies,Copiers,Lubbock,
2015,Technology,Copiers,Lubbock,479.97600000000006
2015,Furniture,Copiers,New York City,
2015,Office Supplies,Copiers,New York City,
2015,Technology,Copiers,New York City,4959.896000000001
2015,Furniture,Copiers,Port Arthur,
2015,Office Supplies,Copiers,Port Arthur,
2015,Technology,Copiers,Port Arthur,439.992
2015,Furniture,Copiers,Roseville,
2015,Office Supplies,Copiers,Roseville,
2015,Technology,Copiers,Roseville,549.99
2015,Furniture,Copiers,San Diego,
2015,Office Supplies,Copiers,San Diego,
2015,Technology,Copiers,San Diego,1199.96
2015,Furniture,Copiers,San Francisco,
2015,Office Supplies,Copiers,San Francisco,
2015,Technology,Copiers,San Francisco,1119.9840000000002
2015,Furniture,Copiers,Seattle,
2015,Office Supplies,Copiers,Seattle,
2015,Technology,Copiers,Seattle,3149.9300000000003
2015,Furniture,Copiers,Springfield,
2015,Office Supplies,Copiers,Springfield,
2015,Technology,Copiers,Springfield,5499.92
2015,Furniture,Envelopes,Ann Arbor,
2015,Office Supplies,Envelopes,Ann Arbor,57.959999999999994
2015,Technology,Envelopes,Ann Arbor,
2015,Furniture,Envelopes,Auburn,
2015,Office Supplies,Envelopes,Auburn,34.56
2015,Technology,Envelopes,Auburn,
2015,Furniture,Envelopes,Aurora,
2015,Office Supplies,Envelopes,Aurora,12.536000000000001
2015,Technology,Envelopes,Aurora,
2015,Furniture,Envelopes,Baltimore,
2015,Office Supplies,Envelopes,Baltimore,137.25
2015,Technology,Envelopes,Baltimore,
2015,Furniture,Envelopes,Bloomington,
2015,Office Supplies,Envelopes,Bloomington,12.224
2015,Technology,Envelopes,Bloomington,
2015,Furniture,Envelopes,Buffalo,
2015,Office Supplies,Envelopes,Buffalo,79.96
2015,Technology,Envelopes,Buffalo,
2015,Furniture,Envelopes,Bullhead City,
2015,Office Supplies,Envelopes,Bullhead City,7.920000000000001
2015,Technology,Envelopes,Bullhead City,
2015,Furniture,Envelopes,Chester,
2015,Office Supplies,Envelopes,Chester,200.98400000000004
2015,Technology,Envelopes,Chester,
2015,Furniture,Envelopes,Chicago,
2015,Office Supplies,Envelopes,Chicago,7.824
2015,Technology,Envelopes,Chicago,
2015,Furniture,Envelopes,Chico,
2015,Office Supplies,Envelopes,Chico,15.52
2015,Technology,Envelopes,Chico,
2015,Furniture,Envelopes,Columbia,
2015,Office Supplies,Envelopes,Columbia,308.65
2015,Technology,Envelopes,Columbia,
2015,Furniture,Envelopes,Columbus,
2015,Office Supplies,Envelopes,Columbus,90.36
2015,Technology,Envelopes,Columbus,
2015,Furniture,Envelopes,Dallas,
2015,Office Supplies,Envelopes,Dallas,4.464
2015,Technology,Envelopes,Dallas,
2015,Furniture,Envelopes,Daytona Beach,
2015,Office Supplies,Envelopes,Daytona Beach,27.312
2015,Technology,Envelopes,Daytona Beach,
2015,Furniture,Envelopes,Detroit,
2015,Office Supplies,Envelopes,Detroit,180.96
2015,Technology,Envelopes,Detroit,
2015,Furniture,Envelopes,Durham,
2015,Office Supplies,Envelopes,Durham,200.98400000000004
2015,Technology,Envelopes,Durham,
2015,Furniture,Envelopes,Fayetteville,
2015,Office Supplies,Envelopes,Fayetteville,105.42
2015,Technology,Envelopes,Fayetteville,
2015,Furniture,Envelopes,Grand Prairie,
2015,Office Supplies,Envelopes,Grand Prairie,28.752000000000002
2015,Technology,Envelopes,Grand Prairie,
2015,Furniture,Envelopes,Haltom City,
2015,Office Supplies,Envelopes,Haltom City,6.6080000000000005
2015,Technology,Envelopes,Haltom City,
2015,Furniture,Envelopes,Henderson,
2015,Office Supplies,Envelopes,Henderson,100.03
2015,Technology,Envelopes,Henderson,
2015,Furniture,Envelopes,Houston,
2015,Office Supplies,Envelopes,Houston,337.216
2015,Technology,Envelopes,Houston,
2015,Furniture,Envelopes,Jacksonville,
2015,Office Supplies,Envelopes,Jacksonville,12.224
2015,Technology,Envelopes,Jacksonville,
2015,Furniture,Envelopes,Lakewood,
2015,Office Supplies,Envelopes,Lakewood,51.12
2015,Technology,Envelopes,Lakewood,
2015,Furniture,Envelopes,Los Angeles,
2015,Office Supplies,Envelopes,Los Angeles,768.3900000000001
2015,Technology,Envelopes,Los Angeles,
2015,Furniture,Envelopes,Marion,
2015,Office Supplies,Envelopes,Marion,19.872
2015,Technology,Envelopes,Marion,
2015,Furniture,Envelopes,Memphis,
2015,Office Supplies,Envelopes,Memphis,55.93600000000001
2015,Technology,Envelopes,Memphis,
2015,Furniture,Envelopes,Montgomery,
2015,Office Supplies,Envelopes,Montgomery,98.46
2015,Technology,Envelopes,Montgomery,
2015,Furniture,Envelopes,New York City,
2015,Office Supplies,Envelopes,New York City,229.45
2015,Technology,Envelopes,New York City,
2015,Furniture,Envelopes,Newport News,
2015,Office Supplies,Envelopes,Newport News,31.12
2015,Technology,Envelopes,Newport News,
2015,Furniture,Envelopes,Oceanside,
2015,Office Supplies,Envelopes,Oceanside,12.24
2015,Technology,Envelopes,Oceanside,
2015,Furniture,Envelopes,Philadelphia,
2015,Office Supplies,Envelopes,Philadelphia,86.384
2015,Technology,Envelopes,Philadelphia,
2015,Furniture,Envelopes,Plantation,
2015,Office Supplies,Envelopes,Plantation,8.688
2015,Technology,Envelopes,Plantation,
2015,Furniture,Envelopes,Redlands,
2015,Office Supplies,Envelopes,Redlands,14.280000000000001
2015,Technology,Envelopes,Redlands,
2015,Furniture,Envelopes,Richmond,
2015,Office Supplies,Envelopes,Richmond,101.88
2015,Technology,Envelopes,Richmond,
2015,Furniture,Envelopes,Roswell,
2015,Office Supplies,Envelopes,Roswell,33.22
2015,Technology,Envelopes,Roswell,
2015,Furniture,Envelopes,Salinas,
2015,Office Supplies,Envelopes,Salinas,14.75
2015,Technology,Envelopes,Salinas,
2015,Furniture,Envelopes,San Diego,
2015,Office Supplies,Envelopes,San Diego,136.26
2015,Technology,Envelopes,San Diego,
2015,Furniture,Envelopes,San Francisco,
2015,Office Supplies,Envelopes,San Francisco,378.70000000000005
2015,Technology,Envelopes,San Francisco,
2015,Furniture,Envelopes,Scottsdale,
2015,Office Supplies,Envelopes,Scottsdale,7.080000000000001
2015,Technology,Envelopes,Scottsdale,
2015,Furniture,Envelopes,South Bend,
2015,Office Supplies,Envelopes,South Bend,106.75
2015,Technology,Envelopes,South Bend,
2015,Furniture,Envelopes,Springfield,
2015,Office Supplies,Envelopes,Springfield,371.33
2015,Technology,Envelopes,Springfield,
2015,Furniture,Envelopes,Wilmington,
2015,Office Supplies,Envelopes,Wilmington,16.56
2015,Technology,Envelopes,Wilmington,
2015,Furniture,Fasteners,Auburn,
2015,Office Supplies,Fasteners,Auburn,1.24
2015,Technology,Fasteners,Auburn,
2015,Furniture,Fasteners,Aurora,
2015,Office Supplies,Fasteners,Aurora,4.5120000000000005
2015,Technology,Fasteners,Aurora,
2015,Furniture,Fasteners,Austin,
2015,Office Supplies,Fasteners,Austin,3.4880000000000004
2015,Technology,Fasteners,Austin,
2015,Furniture,Fasteners,Baltimore,
2015,Office Supplies,Fasteners,Baltimore,11.52
2015,Technology,Fasteners,Baltimore,
2015,Furniture,Fasteners,Bolingbrook,
2015,Office Supplies,Fasteners,Bolingbrook,12.032
2015,Technology,Fasteners,Bolingbrook,
2015,Furniture,Fasteners,Carrollton,
2015,Office Supplies,Fasteners,Carrollton,18.864
2015,Technology,Fasteners,Carrollton,
2015,Furniture,Fasteners,Chicago,
2015,Office Supplies,Fasteners,Chicago,23.104
2015,Technology,Fasteners,Chicago,
2015,Furniture,Fasteners,Clinton,
2015,Office Supplies,Fasteners,Clinton,15.8
2015,Technology,Fasteners,Clinton,
2015,Furniture,Fasteners,Columbus,
2015,Office Supplies,Fasteners,Columbus,11.047999999999998
2015,Technology,Fasteners,Columbus,
2015,Furniture,Fasteners,Dublin,
2015,Office Supplies,Fasteners,Dublin,5.5840000000000005
2015,Technology,Fasteners,Dublin,
2015,Furniture,Fasteners,Florence,
2015,Office Supplies,Fasteners,Florence,31.56
2015,Technology,Fasteners,Florence,
2015,Furniture,Fasteners,Garden City,
2015,Office Supplies,Fasteners,Garden City,5.81
2015,Technology,Fasteners,Garden City,
2015,Furniture,Fasteners,Houston,
2015,Office Supplies,Fasteners,Houston,14.432
2015,Technology,Fasteners,Houston,
2015,Furniture,Fasteners,Jacksonville,
2015,Office Supplies,Fasteners,Jacksonville,31.504000000000005
2015,Technology,Fasteners,Jacksonville,
2015,Furniture,Fasteners,Lancaster,
2015,Office Supplies,Fasteners,Lancaster,10.9
2015,Technology,Fasteners,Lancaster,
2015,Furniture,Fasteners,Lansing,
2015,Office Supplies,Fasteners,Lansing,5.84
2015,Technology,Fasteners,Lansing,
2015,Furniture,Fasteners,Lawrence,
2015,Office Supplies,Fasteners,Lawrence,22.200000000000003
2015,Technology,Fasteners,Lawrence,
2015,Furniture,Fasteners,Layton,
2015,Office Supplies,Fasteners,Layton,4.96
2015,Technology,Fasteners,Layton,
2015,Furniture,Fasteners,Long Beach,
2015,Office Supplies,Fasteners,Long Beach,12.99
2015,Technology,Fasteners,Long Beach,
2015,Furniture,Fasteners,Los Angeles,
2015,Office Supplies,Fasteners,Los Angeles,53.82
2015,Technology,Fasteners,Los Angeles,
2015,Furniture,Fasteners,Memphis,
2015,Office Supplies,Fasteners,Memphis,55.104000000000006
2015,Technology,Fasteners,Memphis,
2015,Furniture,Fasteners,Nashville,
2015,Office Supplies,Fasteners,Nashville,7.240000000000001
2015,Technology,Fasteners,Nashville,
2015,Furniture,Fasteners,New York City,
2015,Office Supplies,Fasteners,New York City,17.89
2015,Technology,Fasteners,New York City,
2015,Furniture,Fasteners,Newark,
2015,Office Supplies,Fasteners,Newark,26.18
2015,Technology,Fasteners,Newark,
2015,Furniture,Fasteners,Oceanside,
2015,Office Supplies,Fasteners,Oceanside,34.44
2015,Technology,Fasteners,Oceanside,
2015,Furniture,Fasteners,Omaha,
2015,Office Supplies,Fasteners,Omaha,5.04
2015,Technology,Fasteners,Omaha,
2015,Furniture,Fasteners,Philadelphia,
2015,Office Supplies,Fasteners,Philadelphia,26.328
2015,Technology,Fasteners,Philadelphia,
2015,Furniture,Fasteners,Redlands,
2015,Office Supplies,Fasteners,Redlands,17.450000000000003
2015,Technology,Fasteners,Redlands,
2015,Furniture,Fasteners,Roseville,
2015,Office Supplies,Fasteners,Roseville,2.48
2015,Technology,Fasteners,Roseville,
2015,Furniture,Fasteners,San Diego,
2015,Office Supplies,Fasteners,San Diego,12.86
2015,Technology,Fasteners,San Diego,
2015,Furniture,Fasteners,Seattle,
2015,Office Supplies,Fasteners,Seattle,13.379999999999999
2015,Technology,Fasteners,Seattle,
2015,Furniture,Fasteners,Springfield,
2015,Office Supplies,Fasteners,Springfield,8.72
2015,Technology,Fasteners,Springfield,
2015,Furniture,Fasteners,Toledo,
2015,Office Supplies,Fasteners,Toledo,11.864000000000003
2015,Technology,Fasteners,Toledo,
2015,Furniture,Fasteners,West Jordan,
2015,Office Supplies,Fasteners,West Jordan,5.04
2015,Technology,Fasteners,West Jordan,
2015,Furniture,Furnishings,Alexandria,192.22
2015,Office Supplies,Furnishings,Alexandria,
2015,Technology,Furnishings,Alexandria,
2015,Furniture,Furnishings,Anaheim,383.90000000000003
2015,Office Supplies,Furnishings,Anaheim,
2015,Technology,Furnishings,Anaheim,
2015,Furniture,Furnishings,Arlington,108.82
2015,Office Supplies,Furnishings,Arlington,
2015,Technology,Furnishings,Arlington,
2015,Furniture,Furnishings,Atlanta,129.93
2015,Office Supplies,Furnishings,Atlanta,
2015,Technology,Furnishings,Atlanta,
2015,Furniture,Furnishings,Aurora,126.99999999999999
2015,Office Supplies,Furnishings,Aurora,
2015,Technology,Furnishings,Aurora,
2015,Furniture,Furnishings,Bellevue,20.24
2015,Office Supplies,Furnishings,Bellevue,
2015,Technology,Furnishings,Bellevue,
2015,Furniture,Furnishings,Bethlehem,33.568000000000005
2015,Office Supplies,Furnishings,Bethlehem,
2015,Technology,Furnishings,Bethlehem,
2015,Furniture,Furnishings,Bloomington,41.552
2015,Office Supplies,Furnishings,Bloomington,
2015,Technology,Furnishings,Bloomington,
2015,Furniture,Furnishings,Bullhead City,14.368000000000002
2015,Office Supplies,Furnishings,Bullhead City,
2015,Technology,Furnishings,Bullhead City,
2015,Furniture,Furnishings,Camarillo,122.91
2015,Office Supplies,Furnishings,Camarillo,
2015,Technology,Furnishings,Camarillo,
2015,Furniture,Furnishings,Champaign,151.96
2015,Office Supplies,Furnishings,Champaign,
2015,Technology,Furnishings,Champaign,
2015,Furniture,Furnishings,Charlotte,4.928000000000001
2015,Office Supplies,Furnishings,Charlotte,
2015,Technology,Furnishings,Charlotte,
2015,Furniture,Furnishings,Charlottesville,67.96
2015,Office Supplies,Furnishings,Charlottesville,
2015,Technology,Furnishings,Charlottesville,
2015,Furniture,Furnishings,Chicago,152.452
2015,Office Supplies,Furnishings,Chicago,
2015,Technology,Furnishings,Chicago,
2015,Furniture,Furnishings,Chico,327.76
2015,Office Supplies,Furnishings,Chico,
2015,Technology,Furnishings,Chico,
2015,Furniture,Furnishings,Chula Vista,665.88
2015,Office Supplies,Furnishings,Chula Vista,
2015,Technology,Furnishings,Chula Vista,
2015,Furniture,Furnishings,Clinton,181.96
2015,Office Supplies,Furnishings,Clinton,
2015,Technology,Furnishings,Clinton,
2015,Furniture,Furnishings,Colorado Springs,107.33600000000001
2015,Office Supplies,Furnishings,Colorado Springs,
2015,Technology,Furnishings,Colorado Springs,
2015,Furniture,Furnishings,Columbus,983.948
2015,Office Supplies,Furnishings,Columbus,
2015,Technology,Furnishings,Columbus,
2015,Furniture,Furnishings,Coral Springs,71.67999999999999
2015,Office Supplies,Furnishings,Coral Springs,
2015,Technology,Furnishings,Coral Springs,
2015,Furniture,Furnishings,Costa Mesa,29.22
2015,Office Supplies,Furnishings,Costa Mesa,
2015,Technology,Furnishings,Costa Mesa,
2015,Furniture,Furnishings,Covington,46.900000000000006
2015,Office Supplies,Furnishings,Covington,
2015,Technology,Furnishings,Covington,
2015,Furniture,Furnishings,Cuyahoga Falls,8.352
2015,Office Supplies,Furnishings,Cuyahoga Falls,
2015,Technology,Furnishings,Cuyahoga Falls,
2015,Furniture,Furnishings,Dallas,218.916
2015,Office Supplies,Furnishings,Dallas,
2015,Technology,Furnishings,Dallas,
2015,Furniture,Furnishings,Denver,15.488
2015,Office Supplies,Furnishings,Denver,
2015,Technology,Furnishings,Denver,
2015,Furniture,Furnishings,Detroit,287.46
2015,Office Supplies,Furnishings,Detroit,
2015,Technology,Furnishings,Detroit,
2015,Furniture,Furnishings,Dover,76.14
2015,Office Supplies,Furnishings,Dover,
2015,Technology,Furnishings,Dover,
2015,Furniture,Furnishings,Dublin,72.704
2015,Office Supplies,Furnishings,Dublin,
2015,Technology,Furnishings,Dublin,
2015,Furniture,Furnishings,Durham,335.744
2015,Office Supplies,Furnishings,Durham,
2015,Technology,Furnishings,Durham,
2015,Furniture,Furnishings,East Point,27.42
2015,Office Supplies,Furnishings,East Point,
2015,Technology,Furnishings,East Point,
2015,Furniture,Furnishings,Everett,38.97
2015,Office Supplies,Furnishings,Everett,
2015,Technology,Furnishings,Everett,
2015,Furniture,Furnishings,Fayetteville,4.928000000000001
2015,Office Supplies,Furnishings,Fayetteville,
2015,Technology,Furnishings,Fayetteville,
2015,Furniture,Furnishings,Franklin,124.36
2015,Office Supplies,Furnishings,Franklin,
2015,Technology,Furnishings,Franklin,
2015,Furniture,Furnishings,Freeport,322.59000000000003
2015,Office Supplies,Furnishings,Freeport,
2015,Technology,Furnishings,Freeport,
2015,Furniture,Furnishings,Gilbert,1026.7200000000003
2015,Office Supplies,Furnishings,Gilbert,
2015,Technology,Furnishings,Gilbert,
2015,Furniture,Furnishings,Grand Prairie,14.76
2015,Office Supplies,Furnishings,Grand Prairie,
2015,Technology,Furnishings,Grand Prairie,
2015,Furniture,Furnishings,Hampton,186.54
2015,Office Supplies,Furnishings,Hampton,
2015,Technology,Furnishings,Hampton,
2015,Furniture,Furnishings,Harrisonburg,39.96
2015,Office Supplies,Furnishings,Harrisonburg,
2015,Technology,Furnishings,Harrisonburg,
2015,Furniture,Furnishings,Helena,63.980000000000004
2015,Office Supplies,Furnishings,Helena,
2015,Technology,Furnishings,Helena,
2015,Furniture,Furnishings,Hempstead,28.44
2015,Office Supplies,Furnishings,Hempstead,
2015,Technology,Furnishings,Hempstead,
2015,Furniture,Furnishings,Henderson,57.21
2015,Office Supplies,Furnishings,Henderson,
2015,Technology,Furnishings,Henderson,
2015,Furniture,Furnishings,Hillsboro,11.032
2015,Office Supplies,Furnishings,Hillsboro,
2015,Technology,Furnishings,Hillsboro,
2015,Furniture,Furnishings,Houston,246.228
2015,Office Supplies,Furnishings,Houston,
2015,Technology,Furnishings,Houston,
2015,Furniture,Furnishings,Jackson,698.632
2015,Office Supplies,Furnishings,Jackson,
2015,Technology,Furnishings,Jackson,
2015,Furniture,Furnishings,Jacksonville,99.752
2015,Office Supplies,Furnishings,Jacksonville,
2015,Technology,Furnishings,Jacksonville,
2015,Furniture,Furnishings,Kenosha,373.08
2015,Office Supplies,Furnishings,Kenosha,
2015,Technology,Furnishings,Kenosha,
2015,Furniture,Furnishings,Kirkwood,212.94
2015,Office Supplies,Furnishings,Kirkwood,
2015,Technology,Furnishings,Kirkwood,
2015,Furniture,Furnishings,Lakeland,48.672
2015,Office Supplies,Furnishings,Lakeland,
2015,Technology,Furnishings,Lakeland,
2015,Furniture,Furnishings,Lakewood,25.08
2015,Office Supplies,Furnishings,Lakewood,
2015,Technology,Furnishings,Lakewood,
2015,Furniture,Furnishings,Lancaster,20.104
2015,Office Supplies,Furnishings,Lancaster,
2015,Technology,Furnishings,Lancaster,
2015,Furniture,Furnishings,Las Vegas,80.96
2015,Office Supplies,Furnishings,Las Vegas,
2015,Technology,Furnishings,Las Vegas,
2015,Furniture,Furnishings,Lawrence,65.18
2015,Office Supplies,Furnishings,Lawrence,
2015,Technology,Furnishings,Lawrence,
2015,Furniture,Furnishings,Los Angeles,1478.93
2015,Office Supplies,Furnishings,Los Angeles,
2015,Technology,Furnishings,Los Angeles,
2015,Furniture,Furnishings,Louisville,230.82
2015,Office Supplies,Furnishings,Louisville,
2015,Technology,Furnishings,Louisville,
2015,Furniture,Furnishings,Marion,63.824000000000005
2015,Office Supplies,Furnishings,Marion,
2015,Technology,Furnishings,Marion,
2015,Furniture,Furnishings,Memphis,117.36000000000001
2015,Office Supplies,Furnishings,Memphis,
2015,Technology,Furnishings,Memphis,
2015,Furniture,Furnishings,Milwaukee,185.57999999999998
2015,Office Supplies,Furnishings,Milwaukee,
2015,Technology,Furnishings,Milwaukee,
2015,Furniture,Furnishings,Minneapolis,177.3
2015,Office Supplies,Furnishings,Minneapolis,
2015,Technology,Furnishings,Minneapolis,
2015,Furniture,Furnishings,Monroe,47.336
2015,Office Supplies,Furnishings,Monroe,
2015,Technology,Furnishings,Monroe,
2015,Furniture,Furnishings,Montgomery,21.36
2015,Office Supplies,Furnishings,Montgomery,
2015,Technology,Furnishings,Montgomery,
2015,Furniture,Furnishings,Mount Pleasant,17.14
2015,Office Supplies,Furnishings,Mount Pleasant,
2015,Technology,Furnishings,Mount Pleasant,
2015,Furniture,Furnishings,Murfreesboro,53.352000000000004
2015,Office Supplies,Furnishings,Murfreesboro,
2015,Technology,Furnishings,Murfreesboro,
2015,Furniture,Furnishings,New Albany,6.16
2015,Office Supplies,Furnishings,New Albany,
2015,Technology,Furnishings,New Albany,
2015,Furniture,Furnishings,New York City,1298.31
2015,Office Supplies,Furnishings,New York City,
2015,Technology,Furnishings,New York City,
2015,Furniture,Furnishings,Newark,262.864
2015,Office Supplies,Furnishings,Newark,
2015,Technology,Furnishings,Newark,
2015,Furniture,Furnishings,Norwich,22.200000000000003
2015,Office Supplies,Furnishings,Norwich,
2015,Technology,Furnishings,Norwich,
2015,Furniture,Furnishings,Oakland,104.23
2015,Office Supplies,Furnishings,Oakland,
2015,Technology,Furnishings,Oakland,
2015,Furniture,Furnishings,Oceanside,204.6
2015,Office Supplies,Furnishings,Oceanside,
2015,Technology,Furnishings,Oceanside,
2015,Furniture,Furnishings,Omaha,28.4
2015,Office Supplies,Furnishings,Omaha,
2015,Technology,Furnishings,Omaha,
2015,Furniture,Furnishings,Park Ridge,254.74400000000003
2015,Office Supplies,Furnishings,Park Ridge,
2015,Technology,Furnishings,Park Ridge,
2015,Furniture,Furnishings,Paterson,17.2
2015,Office Supplies,Furnishings,Paterson,
2015,Technology,Furnishings,Paterson,
2015,Furniture,Furnishings,Peoria,75.36
2015,Office Supplies,Furnishings,Peoria,
2015,Technology,Furnishings,Peoria,
2015,Furniture,Furnishings,Philadelphia,2409.1759999999995
2015,Office Supplies,Furnishings,Philadelphia,
2015,Technology,Furnishings,Philadelphia,
2015,Furniture,Furnishings,Phoenix,7.712000000000001
2015,Office Supplies,Furnishings,Phoenix,
2015,Technology,Furnishings,Phoenix,
2015,Furniture,Furnishings,Plantation,37.288000000000004
2015,Office Supplies,Furnishings,Plantation,
2015,Technology,Furnishings,Plantation,
2015,Furniture,Furnishings,Pocatello,355.36
2015,Office Supplies,Furnishings,Pocatello,
2015,Technology,Furnishings,Pocatello,
2015,Furniture,Furnishings,Pomona,31.56
2015,Office Supplies,Furnishings,Pomona,
2015,Technology,Furnishings,Pomona,
2015,Furniture,Furnishings,Quincy,85.3
2015,Office Supplies,Furnishings,Quincy,
2015,Technology,Furnishings,Quincy,
2015,Furniture,Furnishings,Raleigh,205.99200000000002
2015,Office Supplies,Furnishings,Raleigh,
2015,Technology,Furnishings,Raleigh,
2015,Furniture,Furnishings,Rochester,6.16
2015,Office Supplies,Furnishings,Rochester,
2015,Technology,Furnishings,Rochester,
2015,Furniture,Furnishings,Roseville,29.22
2015,Office Supplies,Furnishings,Roseville,
2015,Technology,Furnishings,Roseville,
2015,Furniture,Furnishings,Sacramento,60.84
2015,Office Supplies,Furnishings,Sacramento,
2015,Technology,Furnishings,Sacramento,
2015,Furniture,Furnishings,Saint Charles,51.75600000000001
2015,Office Supplies,Furnishings,Saint Charles,
2015,Technology,Furnishings,Saint Charles,
2015,Furniture,Furnishings,Saint Petersburg,173.208
2015,Office Supplies,Furnishings,Saint Petersburg,
2015,Technology,Furnishings,Saint Petersburg,
2015,Furniture,Furnishings,San Antonio,40.784
2015,Office Supplies,Furnishings,San Antonio,
2015,Technology,Furnishings,San Antonio,
2015,Furniture,Furnishings,San Diego,370.86
2015,Office Supplies,Furnishings,San Diego,
2015,Technology,Furnishings,San Diego,
2015,Furniture,Furnishings,San Francisco,1111.72
2015,Office Supplies,Furnishings,San Francisco,
2015,Technology,Furnishings,San Francisco,
2015,Furniture,Furnishings,San Jose,166.5
2015,Office Supplies,Furnishings,San Jose,
2015,Technology,Furnishings,San Jose,
2015,Furniture,Furnishings,Seattle,366.03
2015,Office Supplies,Furnishings,Seattle,
2015,Technology,Furnishings,Seattle,
2015,Furniture,Furnishings,Springfield,35.664
2015,Office Supplies,Furnishings,Springfield,
2015,Technology,Furnishings,Springfield,
2015,Furniture,Furnishings,Tampa,185.44
2015,Office Supplies,Furnishings,Tampa,
2015,Technology,Furnishings,Tampa,
2015,Furniture,Furnishings,Tinley Park,22.288
2015,Office Supplies,Furnishings,Tinley Park,
2015,Technology,Furnishings,Tinley Park,
2015,Furniture,Furnishings,Tucson,444.264
2015,Office Supplies,Furnishings,Tucson,
2015,Technology,Furnishings,Tucson,
2015,Furniture,Furnishings,Waynesboro,1196.86
2015,Office Supplies,Furnishings,Waynesboro,
2015,Technology,Furnishings,Waynesboro,
2015,Furniture,Furnishings,West Jordan,66.69
2015,Office Supplies,Furnishings,West Jordan,
2015,Technology,Furnishings,West Jordan,
2015,Furniture,Furnishings,Wilson,163.136
2015,Office Supplies,Furnishings,Wilson,
2015,Technology,Furnishings,Wilson,
2015,Furniture,Labels,Atlanta,
2015,Office Supplies,Labels,Atlanta,8.64
2015,Technology,Labels,Atlanta,
2015,Furniture,Labels,Auburn,
2015,Office Supplies,Labels,Auburn,512.25
2015,Technology,Labels,Auburn,
2015,Furniture,Labels,Bowling Green,
2015,Office Supplies,Labels,Bowling Green,6.911999999999999
2015,Technology,Labels,Bowling Green,
2015,Furniture,Labels,Bozeman,
2015,Office Supplies,Labels,Bozeman,14.62
2015,Technology,Labels,Bozeman,
2015,Furniture,Labels,Charlotte,
2015,Office Supplies,Labels,Charlotte,16.824
2015,Technology,Labels,Charlotte,
2015,Furniture,Labels,Chester,
2015,Office Supplies,Labels,Chester,145.056
2015,Technology,Labels,Chester,
2015,Furniture,Labels,Chicago,
2015,Office Supplies,Labels,Chicago,5.904
2015,Technology,Labels,Chicago,
2015,Furniture,Labels,Clinton,
2015,Office Supplies,Labels,Clinton,12.39
2015,Technology,Labels,Clinton,
2015,Furniture,Labels,Columbus,
2015,Office Supplies,Labels,Columbus,34.244
2015,Technology,Labels,Columbus,
2015,Furniture,Labels,Detroit,
2015,Office Supplies,Labels,Detroit,28.91
2015,Technology,Labels,Detroit,
2015,Furniture,Labels,Dover,
2015,Office Supplies,Labels,Dover,16.52
